tranche,species,organization_state,C_star,S_star,D,n_climate_cells,mean_bio4,mean_bio15,spatial_niche_turnover,hv3d_rarefied20,regional_centroid_sep,regional_gaussian_overlap,metric_status,geographic_radius_95_km,S,x,y
discovery,Acacia linifolia,local_cooccurrence_only,True,False,0.2230902777777778,28,404.530042375837,30.77997725350516,0.0866225523301155,0.1818002882683399,,,complete,69.58556026632778,False,4.256825594774773,0.16703894385252463
discovery,Acacia ulicifolia,local_cooccurrence_only,True,False,0.3324099722991689,99,394.97669474283856,29.98221216298113,0.4707763488986314,1.908760964301501,0.8111174021907278,0.5741691722948288,complete,906.0603984146696,False,6.810209039314421,1.06772720504763
discovery,Agapanthus praecox,local_cooccurrence_only,True,False,0.5069419722321111,100,333.79318351745604,26.916512651443483,0.8673279692482206,10.068773187089583,1.2595785221421023,0.4195450153093571,complete,12687.523414410218,False,9.448453195735787,2.404127917371394
discovery,Alchemilla alpina,local_cooccurrence_only,True,False,0.3244170096021948,90,505.9710523817274,24.22895334031847,0.5361568671889361,11.049063335686672,0.729576808473656,0.3786143019688196,complete,2276.4308393752726,False,7.730803261768648,2.4889869254371315
discovery,Alyxia buxifolia,local_cooccurrence_only,True,False,0.3930864197530864,69,415.43890690458,40.34585323886595,1.284001318068261,2.824329532474232,1.491016794495507,0.1322031979277563,complete,1863.7608824732176,False,7.530888110706817,1.3413831662865263
discovery,Andromeda polifolia,spatial_segregation_only,False,True,0.3021914648212226,100,1014.5445223999023,36.47548225402832,0.3474203901506074,22.789358336704854,0.5221732144424241,0.7396787682063563,complete,4655.274759229062,True,8.445970999532054,3.1692383519757
discovery,Andryala integrifolia,local_cooccurrence_only,True,False,0.3713505566057551,100,530.9411712646485,46.35727908134461,0.5797640200802712,3.8424192132236055,0.998315501232027,0.6333333320868361,complete,963.9702859902363,False,6.872097309144949,1.5774144332943099
discovery,Anemone pavonina,local_cooccurrence_only,True,False,0.5748148148148149,99,668.512738468671,54.4941002046219,0.553524171449934,1.1852888618120314,0.5673891329600773,0.8578538697947912,complete,496.9277851398689,False,6.210455056750422,0.7817480220119152
discovery,Asclepias incarnata,spatial_segregation_only,False,True,0.4398167430237402,100,967.165065612793,26.417729864120485,1.0596944944702027,8.272695620121253,1.2690278065287903,0.2852902700686887,complete,1736.013130624425,True,7.459922325581805,2.227074126963739
discovery,Bryonia alba,spatial_segregation_only,False,True,0.5425342058298632,85,893.9390230066635,31.285117766436407,0.9195844851853846,2.3757232563277224,,,complete,8111.155782222528,True,9.001118929569467,1.216609599537097
discovery,Calochortus flexuosus,local_cooccurrence_only,True,False,0.2190753852561433,95,843.9127364309211,36.973970543710806,0.4629416981093413,0.8245237981925747,0.3762879062677997,0.7037189346689846,complete,379.9466317731859,False,5.942659291229284,0.6013190204884283
discovery,Campanula latifolia,local_cooccurrence_only,True,False,0.4418402777777778,100,841.9986010742188,29.82793727874756,1.438464408659386,5.382479215745002,1.4950764865011985,0.1698646078236873,complete,2344.9377488107693,False,7.760440493827588,1.8535566136840167
discovery,Carthamus mitissimus,local_cooccurrence_only,True,False,0.5805785123966942,75,562.9081575520834,22.23606877644857,0.249730853998913,1.0325979185046397,0.5730579501227254,0.6295925530792075,complete,454.5734963463654,False,6.121557056804449,0.7093147376654304
discovery,Castilleja foliolosa,local_cooccurrence_only,True,False,0.5207939508506616,89,489.2466864425145,87.86085197363008,0.140372315114763,0.7964834822721331,0.6423729872151971,0.5389531154294783,complete,477.100699652853,False,6.169821379033733,0.5858311331356988
discovery,Chaenorhinum origanifolium,local_cooccurrence_only,True,False,0.5539358600583091,89,566.5358574685087,27.58620778630289,0.6899650984441146,3.629654751308612,0.8425872679739833,0.5914696997952233,complete,741.5162942008267,False,6.610044815487684,1.53248229756591
discovery,Chelone lyonii,local_cooccurrence_only,True,False,0.4723032069970845,82,901.0717617127954,14.891723225756389,1.0052907761804326,3.191664478313529,0.8501288364345141,0.4161336904437,complete,1054.3431458910443,False,6.961621249794414,1.4330979052452377
discovery,Cipura campanulata,local_cooccurrence_only,True,False,0.1975308641975308,82,169.8027405622529,78.61943207717523,0.7462190782666591,5.142179126611073,1.201479905291966,0.4975831312035109,complete,1607.7250265946802,False,7.383197235305576,1.8151795858087771
discovery,Cistus albidus,local_cooccurrence_only,True,False,0.6010701545778834,100,576.8266339111328,46.69704847335815,0.6565924410959131,2.101761586765571,1.2053986591225754,0.4368320845207473,complete,752.5007434702472,False,6.624730004755177,1.1319702038913975
discovery,Cneoridium dumosum,local_cooccurrence_only,True,False,0.3064000000000001,25,405.3356201171875,87.68154434204102,0.0754443134423128,0.0899257971682236,,,complete,110.9300138699676,False,4.717873799817613,0.08610961793132138
discovery,Commelina benghalensis,spatial_segregation_only,False,True,0.5159554017685506,100,279.446699886322,68.44086505889892,0.282232774949374,23.53523299895445,0.3676985302205507,0.8884735387188424,complete,13713.121822107778,True,9.526181370851944,3.2001101660916165
discovery,Conopholis alpina,local_cooccurrence_only,True,False,0.3106508875739644,100,306.46993659973145,87.15923915863037,1.2525773501173745,4.394892689599449,1.6176773863683436,0.1890038052900891,complete,1325.296494032429,False,7.190145746077096,1.6854527077985493
discovery,Conospermum caeruleum,local_cooccurrence_only,True,False,0.4038165589412126,23,328.4688442064368,55.052460214366086,1.2538498925351178,0.3212962891168573,,,complete,96.75023108188437,False,4.582415562871728,0.27861329192493817
discovery,Convolvulus elegantissimus,local_cooccurrence_only,True,False,0.5826397146254458,100,632.4033963012695,54.46279996871948,0.556860824714044,2.0334942401454885,0.6309505933820643,0.574348580845267,complete,771.9607651771224,False,6.650228290736679,1.1097151696496041
discovery,Cryptantha barbigera,local_cooccurrence_only,True,False,0.2230902777777778,36,734.2560865614149,61.08144166734483,0.5975718144257716,0.396603134412247,,,complete,348.6678928594056,False,5.856983826469624,0.3340429557436527
discovery,Cylindropuntia echinocarpa,local_cooccurrence_only,True,False,0.19013128112268,71,778.1562904035542,52.8965974727147,0.8761121650260338,0.9729053823993,1.1313764930551706,0.4130937418856065,complete,340.83793651177183,False,5.834336754902186,0.6795072696813687
discovery,Delphinium glaucum,local_cooccurrence_only,True,False,0.2014462809917354,80,853.5783515930176,52.05377359390259,0.9212832474295004,7.960916134918864,1.2241842152347528,0.2591193362884304,complete,1846.711409713228,False,7.521703076431736,2.1928724689607164
