review_order,r2_id,target_roi_validity,condition_review,reviewer2_notes
60,343b2d5842e291cc,,,
61,6c573f5e34000436,,,
62,5b13cbf8eb969bd3,,,
63,b7efc5041d0a03b6,,,
64,fed98ed5ae4b7fc0,,,
65,77e29133caeb0588,,,
66,f81a84d0361a4201,,,
67,472bc40c9d0210a0,,,
68,453d24d60abab7ce,,,
69,dc191a43a6151f0a,,,
70,74855f75f8d1e4f8,,,
71,cc6fb2d31f733f12,,,
72,b61592657710165f,,,
73,7c8ff9c2732aa469,,,
74,c71daad54cb8653e,,,
75,cd48d77851e124e7,,,
76,e8a08eb8bc33e5f7,,,
77,bedd0727ebe1a138,,,
78,817c3f2351e3b56b,,,
79,b092276a2c126dd3,,,
80,4c5dc31535f350eb,,,
81,f03d6b487d2b8aa8,,,
82,179086f25d7c5d10,,,
83,7bd622458201edd3,,,
84,22b75d2a5d932f6a,,,
85,40b1e2e0142bbc15,,,
86,dede5af0b34987e6,,,
87,286774b92dca88bf,,,
88,f5b58b201838b606,,,
89,a9b74d13841e3729,,,
90,79ac7d6b3021f432,,,
91,02c25b98047d09fc,,,
92,a14a7fdb796c6b31,,,
93,0f72c41980dc3817,,,
94,372cb6077eedc310,,,
95,19fd8236debe7aeb,,,
96,07e71c8c79554be0,,,
97,abce8a95b7c23d94,,,
98,af76ac6639b36889,,,
99,88627648cecaa5f0,,,
100,7c0ff7f0a8670dc5,,,
101,03dbf96cf4714807,,,
102,1c378cc298474985,,,
103,9c31849c8ff4a434,,,
104,30129b11ee842fd3,,,
105,8ea5cc8ca0892b35,,,
106,dfadc869189d449b,,,
107,4efa72b380989a6b,,,
108,9f6855fa3af78f4c,,,
109,4cc4ebd11ec2d7cc,,,
110,1d6fd19ebd7f9c8a,,,
111,6b7ddc67a45d6812,,,
112,6a3fc468bb51a566,,,
113,7eb94ebb193e108e,,,
114,5f43c1252d346af5,,,
115,4552be0c233c7df9,,,
116,878b34a7d1b12517,,,
117,6cd4c1301905ed19,,,
118,d1aa220d08988a3a,,,
119,34201e9aa86a2c42,,,
120,60a0e5018caf2928,,,
121,4decb043b6ad9795,,,
122,f03dd614a7218b9e,,,
123,7fcbc7da60104aa3,,,
124,704152f65aadd928,,,
125,95ca32b27f961d4d,,,
126,d1091ed4a4f6f3ed,,,
127,f79ced3d62a222fc,,,
128,67d8fbe28444b3ef,,,
129,3b3c13af3b50c299,,,
130,a652d9a74df64057,,,
131,85fb8b524f04c9a4,,,
132,817600a8ce36412c,,,
133,a53b4e2b660b29aa,,,
134,bd517731dfb7ea3e,,,
135,a80ffcc0f073a905,,,
136,582be17b927f2317,,,
137,04ed398101282477,,,
138,b4b409c43d041fa0,,,
139,2c33e85836e96df3,,,
140,b7a9cb42b7534145,,,
141,79bb6ad21f742e62,,,
142,0c52b97d9b8b60cd,,,
143,1badabcf315236ad,,,
144,039ddbd65fab8a7d,,,
145,f7aa0368de736af1,,,
146,7fdddf3fba461a8b,,,
147,b5c1db8c4e847df1,,,
148,e0af3ba2b5150a5f,,,
149,875e61784bb0819f,,,
150,9d52132f75cf126d,,,
151,9d07144c31d14e93,,,
152,aaafb66ad3aa6ca6,,,
153,397f6a7a32a65dc7,,,
154,4368f5daf00dc596,,,
155,4e75b8dc8a835cf1,,,
156,71bf0d14ff821258,,,
157,9084a0fde0f83c7f,,,
158,d2d210e26a64dee4,,,
159,9fd831db2c22e260,,,
160,d82d6dc3bc486f2f,,,
161,901f159b7d5b9d5d,,,
162,957d6bbc6dd51a88,,,
163,314dc2640ff0540e,,,
164,1f8f1141795bfb61,,,
165,6ecbbe488e1c6b7c,,,
166,e266f2c778717bc2,,,
167,d6bf9630f9a7a30e,,,
168,7f75426f5ee20781,,,
169,1d2a2aebe0ade101,,,
170,8b719e92884e70e5,,,
171,49fe6376e1a99232,,,
172,6f92ab5202e8d396,,,
173,7f4a7e19e749b7d3,,,
174,3c7ae081591fb00b,,,
175,10794c1cb628e53d,,,
176,ff3ea3e821e66aa4,,,
177,9d5bab460b16c5e4,,,
178,b2bf803e31a2eeff,,,
179,dcb10a555dcef39f,,,
180,b497754c45092a67,,,
181,b330821689e6115a,,,
182,dc91eeb8d66f5909,,,
183,1a083cecb822fe19,,,
184,f0329e579c7b5bf5,,,
185,c816eaef27307f80,,,
186,fecf5ac3c9c2a43d,,,
187,1f0c31c34f32597b,,,
188,f643ad0e18f88cd2,,,
189,925e9f1efcc150b4,,,
190,148c117edca82e54,,,
191,515abe0426282007,,,
192,0b6aa9845b7dd71b,,,
193,b1fd305057d88ae1,,,
194,f03fdaef0b215e3d,,,
195,fe158685c83cc5b3,,,
196,21b839fa9ff3aab6,,,
197,b352e6d74197b4f3,,,
198,2bb33e33c07d0faa,,,
199,d7e950452449f2c1,,,
200,9d6af42c990f882b,,,
201,9ea97ba8cb16c168,,,
202,0601ef95583ae271,,,
203,f400bfbc97bd3695,,,
204,84a17c7ff2432f65,,,
205,7287d543abdc9804,,,
206,4a25a5856aadce31,,,
207,e8aac902335890e2,,,
208,8ee6e973848011e9,,,
209,75e0ba47fe78b5ea,,,
210,d252e9649b76d201,,,
211,d212d2ac135460e8,,,
212,74e3780ae2143dc9,,,
213,c2c72ea586f8db3f,,,
214,92a698d45fc2cbad,,,
215,5bac8928b3fe0000,,,
216,43796a45bbd94694,,,
217,841720e61f9015a7,,,
218,002d9ab861a347f7,,,
219,92c4bb8fe2d37ba4,,,
220,ff47936f6ac8d618,,,
221,71192a22e1d37a93,,,
222,1a264edb9b9943cc,,,
223,835a5401e0cb4edc,,,
224,efe5f35b87f078f4,,,
225,6aa2d0fb3a8a5d41,,,
226,94acd7b207ba2a36,,,
227,12e59171ae87dcb2,,,
228,d1532fb351b0ee5d,,,
229,5c36f26a81ed698f,,,
230,3fedaa9aea4dfbd8,,,
231,9e68a1534756a056,,,
232,585f70459662feca,,,
233,3787aeaeb871fefb,,,
234,9e2ed4408c5226b7,,,
235,f5bcfbb173aeb3fb,,,
236,2e3fccdd15f662be,,,
237,3352249321eb57ac,,,
238,6238e37baf136c71,,,
239,da4dc1e78516a6c1,,,
240,ee1123f98e1bc3ce,,,
241,f1d0a982fb639a22,,,
242,10a827013b5943d1,,,
243,3d3ddb210f4d21e1,,,
244,9fade780fdc8c57d,,,
245,e1b75352e4f60c38,,,
246,b78e11d30aed5f9d,,,
247,f50026485058d2cb,,,
248,55a62fedf0d3e084,,,
249,4eed49cdab02b74e,,,
250,f2175f3095321747,,,
251,ba87d66bd723756d,,,
252,1aae65b0ebe6a16e,,,
253,d04a03b36e3bf574,,,
254,5280b87b3c5178d4,,,
255,a1a4b6a2975349d4,,,
256,e9cf73c631694223,,,
257,7602dd67bc8f4e36,,,
258,f81b7c86e5b85553,,,
259,8e963b8f53c72f64,,,
260,2b539fb262c676f5,,,
261,f0af6f9202ea7dee,,,
262,aca1b66a59495242,,,
263,2cbbcaa0c4f01804,,,
264,62ec2499d16fb68d,,,
265,16a92c72fb671e8a,,,
266,edde9fd9febd2320,,,
267,19e970a14a6a3bfb,,,
268,22ce2eda3273cb7f,,,
269,6dc4e7ef99e94a9a,,,
270,fdc42248086a16fc,,,
271,b94e7c0d117959e9,,,
272,b71c9455b60ba084,,,
273,b315ce797d51de7e,,,
274,e73913524f7d092c,,,
275,67ea041668fcc3d1,,,
276,f7a40e55476beacb,,,
277,1242f8ec959ab394,,,
278,f1603123517bbf70,,,
279,d5e8600d7e8b8a68,,,
280,5f0feda86956e048,,,
281,8da4f13470d356a8,,,
282,b76ad7c0041f590b,,,
283,699457129782eb6d,,,
284,2d85282cd8f602fe,,,
285,1a782b72da357296,,,
286,820ef22ea6b6ca77,,,
287,d8ae230237c35ecb,,,
288,231e5f9ff4e771a9,,,
289,5705c258bd2ea232,,,
290,eb9a9992e4e39fd6,,,
291,9a6d4fc635726284,,,
292,fd25f3ab3a0db36e,,,
293,a3a3d4484d9f46a1,,,
294,8e4687278ee1fc5e,,,
295,f31ab08efd9d1b99,,,
296,5aaf4c8fb4e3fd9d,,,
297,3f2c553acb4c0920,,,
298,b3afbe83cecf0659,,,
299,064c75bdf705bed0,,,
300,3bffdff342f2c124,,,
301,99c8d6998ee18679,,,
302,4529fc2b241c3c9d,,,
303,98758e72f6a52d9b,,,
304,ad6520ad0cc77c02,,,
305,42c75110df8375bc,,,
306,871145f94db00a69,,,
307,66a02d244e215aa4,,,
308,116f549dbb481239,,,
309,f2e402667f5f39a7,,,
310,7e843f565fda8f69,,,
311,b525edff2ed45a7e,,,
312,9c171e689b7a5509,,,
313,5fbb9f87687ae00e,,,
314,cce8c4b465485a14,,,
315,757c859b8c7ddbc8,,,
316,64ba691e3da1357a,,,
317,f707233450b57216,,,
318,13db11cbb092f186,,,
319,c3f78c12ed588b6c,,,
320,27a2091af94c9911,,,
321,250a6599a035dcb8,,,
322,10db8561b3487862,,,
323,250db96163be99b9,,,
324,450daffeb8c8d747,,,
325,75e14a0aa74961be,,,
326,376a000018896427,,,
327,197fe738d98b60de,,,
328,811e12eec9d75896,,,
329,8e5c9cd48ccd0599,,,
330,0df873dfc4cb7dc8,,,
331,5cfd7be1c9f5d460,,,
332,f7b44172fc0949c6,,,
333,753c99604b5caca6,,,
334,9877bbdf9f892db2,,,
335,4fbdc81a52b8e527,,,
336,3ff1361aece24795,,,
337,26340f6775d9944c,,,
338,9c541bc872217ed4,,,
339,93929cb63dce1864,,,
340,92a014b90a79f627,,,
341,7c66300df1087bee,,,
342,b88dab6cd0df44ce,,,
343,8b7bfb403442a068,,,
344,af2e1bd334ef8a5c,,,
345,0622079896fab68f,,,
346,75ae903449edaeed,,,
347,d951727cca419e5b,,,
348,289e133ba6245e4d,,,
349,0b3db324b34743c4,,,
350,8421688d6b90af97,,,
351,068276e093643395,,,
352,b42e415846b9ccb6,,,
353,85fc679b72bb6809,,,
354,37e4ed16e150a128,,,
355,13fb1bbd2bbb5389,,,
356,b5367fb8d5700532,,,
357,f82be695d795c4eb,,,
358,cdcee57126bdcf2f,,,
359,ec61996fe9dbf060,,,
360,7459263f5edc1510,,,
361,9f82abc7f85cf5b7,,,
362,ff9ed3c5d4f53f8b,,,
363,eda58e004dca65b7,,,
364,ad26d6ee1e98ac3e,,,
365,c10162b23f40196c,,,
366,ace093042ed8ad1f,,,
367,3cd6189921291847,,,
368,161c08176b5933a2,,,
369,0a8f2c419cdf28e1,,,
370,6bb86ab39d989147,,,
371,3e372847d6f358bb,,,
372,604e64ea8b7f70bd,,,
373,eadecd104d498000,,,
374,8e2618e3a3542204,,,
375,8d2dd6b6461518f9,,,
376,7372d897c0f1daed,,,
377,fd82208414f06a55,,,
378,848e22fe6c070e5f,,,
379,293cfa8ebdf696fc,,,
380,b389cebfe4c54a7d,,,
381,be70d731b66caf7a,,,
382,7ca5ecf2c95bf83e,,,
383,11c9dc636aa877eb,,,
384,646c11c0e80676ed,,,
385,cbc05b8672b12a5d,,,
386,79c90b413f6b1da5,,,
387,34d3f859da967d72,,,
388,d4be7f09c483a5bc,,,
389,151d920efbe334b5,,,
390,ea040061d0181dab,,,
391,5b36586b066bd50c,,,
392,37df50a4e81aa4c2,,,
393,8c09b01a8c7aeba9,,,
394,63928af15cdf2b2c,,,
395,046ecc9145fef281,,,
396,ee17997c2eb95c77,,,
397,5c5c216157e718ae,,,
398,537a5851bf19cfd1,,,
399,88691452e41d2dd3,,,
400,316dcaa712ed6d56,,,
401,7990c6f0c2cf728c,,,
402,0b88048cec3f8380,,,
403,3f6ee49c1185b662,,,
404,4695a47d9b5804fd,,,
405,9992c0b4d1198860,,,
406,7740d209b8d459b4,,,
407,55e84bb55b4d71a1,,,
408,65d0b87fa069b1ba,,,
409,e2aa12e2d6a16e4b,,,
410,7d8c3692bbb27abf,,,
411,9cd394733a120809,,,
412,5662c77f50bd188b,,,
413,ca1ab5118ff7decd,,,
414,0026a3ed3c27a265,,,
415,dd3c9987d879778c,,,
416,80e2ec7e8d69c63e,,,
417,aa30208e49605371,,,
418,91c554592313a46d,,,
419,44750d5e736481a4,,,
420,a4ee73127d2a97c5,,,
421,96a787a9936f2547,,,
422,ed10bb4fa68dc47c,,,
423,e02493a288a08fad,,,
424,c741c3fcb0b1819a,,,
425,52d46eec8f0a7591,,,
426,3318d60b09713a15,,,
427,b2cca642fb8d1c71,,,
428,9c66195e4f5a4be6,,,
429,e35181a49c930ea6,,,
430,daaf3c3e9192fab0,,,
431,708cb29f906e4b60,,,
432,429a1666d28a1359,,,
433,de915c2266fdf62e,,,
434,b4587dd035ab15b9,,,
435,b8543bd3d718683d,,,
436,9ee4d7044d2ec518,,,
437,5f941a7c13acf325,,,
438,b24d92c8906b9040,,,
439,21ad339a9e5acc62,,,
440,a6dddcddb0379569,,,
441,307e5bb82dbce755,,,
442,f578a2842b538e7d,,,
443,af5eaa7a3713ae2b,,,
444,3f5e2439fe58ca98,,,
445,1bc33d1b75708dc8,,,
446,29af633307b1a598,,,
447,b2b6c16fab198aaa,,,
448,94f29bde7c5bd722,,,
449,ae4ff96c7312040c,,,
450,025cfe564de15f5b,,,
451,8d80c81468ff4e75,,,
452,0a1bb99c68a78c67,,,
453,721ff5bc92bb2641,,,
454,8cc391f548bf078b,,,
455,ee99d6d9c9328bf6,,,
456,d6d2e05b791332b8,,,
457,12a4b5602a50e011,,,
458,5cd98cb9a6d1e762,,,
459,2cb60e02b35d33e8,,,
460,63d5a0f6ee30a8f0,,,
461,7329282d6f73ed1b,,,
462,ee6280ff65339e21,,,
463,9538cfa881eee8ce,,,
464,a90fafb8fc18bb33,,,
465,e578c23f60590c79,,,
466,f55cf98c2d418ebe,,,
467,972310370f679c7c,,,
468,b0fa6eca9899de48,,,
469,9ba10db0e9a6845b,,,
470,5979061ec758dcda,,,
471,dd947f35215e5fc0,,,
472,9cb5722372efd6e6,,,
473,fa5e7cdb6df22f55,,,
474,081c7808d1538b8d,,,
475,f9263292dbfcdb9e,,,
476,57f915a596c0c2b5,,,
477,d9081938ed80b8fd,,,
478,c2ef0653d03729f6,,,
479,9a60fc24f1be58fa,,,
480,491b157979d427f6,,,
