species,blind_id,photo_id,materialization_status,technical_flags,width_px,height_px,megapixels,min_dimension_px,mean_luminance,sd_luminance,central_sd_luminance,dark_clip_fraction,bright_clip_fraction,mean_saturation,p90_saturation,edge_energy,downloaded_from,raw_image_sha256,raw_image_bytes,artifact_path
Antirrhinum majus,21d987b2b349f90e,40364242,ok,,768,1024,0.786432,768,0.5548210144042969,0.29216527938842773,0.24838998913764954,0.045988859953703706,0.0001537181712962963,0.22171172499656677,0.6000000238418579,0.00849957950413227,https://inaturalist-open-data.s3.amazonaws.com/photos/40364242/large.jpg,ea2012ffe3576c34f82053d02627425069584c8b12f245954af9d5f9e17e23e8,412203,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/21d987b2b349f90e.jpg
Antirrhinum majus,25e411a2b4438b58,81382099,ok,,576,1024,0.589824,576,0.5134720802307129,0.23027828335762024,0.23115825653076172,0.00012056327160493826,0.0023509837962962963,0.3808801770210266,0.853550136089325,0.009685524739325047,https://static.inaturalist.org/photos/81382099/large.jpeg,36f1312b63f2b66aa008078fd80ef20cec90a1b0bd698469817004ff8cc266d2,485762,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/25e411a2b4438b58.jpg
Antirrhinum majus,2cf314ed8dc624d5,41830571,ok,,768,1024,0.786432,768,0.3192661702632904,0.2596709728240967,0.2585855722427368,0.0,0.03706416377314815,0.24193075299263,0.445641428232193,0.0030678079929202795,https://inaturalist-open-data.s3.amazonaws.com/photos/41830571/large.jpeg,e884ea143a6dae593712390d77415ce7b2fa74e43a6acfe4ec6eaca91b7c1671,545375,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/2cf314ed8dc624d5.jpg
Antirrhinum majus,2dda3ce900d9b04d,100821953,ok,,768,1024,0.786432,768,0.4441998302936554,0.15145671367645264,0.126702219247818,0.0,0.003200954861111111,0.1047898605465889,0.22093021869659424,0.0062251402996480465,https://inaturalist-open-data.s3.amazonaws.com/photos/100821953/large.jpg,d2fbe69b3c9535a5485fa1e626613d71163fc8a934f378a45f37c787db537640,539754,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/2dda3ce900d9b04d.jpg
Antirrhinum majus,2efd07a219656400,63261801,ok,,768,1024,0.786432,768,0.44340401887893677,0.15552830696105957,0.1922086775302887,0.0,0.004276982060185185,0.3453735113143921,0.5833333730697632,0.0025167041458189487,https://static.inaturalist.org/photos/63261801/large.jpeg,ad155d11db79bfa03271fd5263fe106a00cf85d4575c4748009757ebbff23901,508750,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/2efd07a219656400.jpg
Antirrhinum majus,32b8b00fdb27037a,79662493,ok,,1024,768,0.786432,768,0.4224238991737366,0.16049697995185852,0.1785743534564972,0.0,0.0,0.6048044562339783,0.8350515365600586,0.0026011555455625057,https://inaturalist-open-data.s3.amazonaws.com/photos/79662493/large.jpeg,15e88f4a7039c66238085f99b6a772c20d1f87595207c7d92ad6f4e6e05339fd,414419,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/32b8b00fdb27037a.jpg
Antirrhinum majus,3449f322572aa874,52441296,ok,,768,1024,0.786432,768,0.46175703406333923,0.28966858983039856,0.1701909601688385,0.00031647858796296296,0.08857783564814815,0.27279096841812134,0.6504064798355103,0.0025639976374804974,https://inaturalist-open-data.s3.amazonaws.com/photos/52441296/large.jpeg,81abc67f07b4d3cb24d0a1ec1d71a7fa8cb223c81eb77d9430cd1eb3396f4ce1,452794,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/3449f322572aa874.jpg
Antirrhinum majus,35c749525028ca8f,11119297,ok,,971,1024,0.994304,971,0.49571043252944946,0.17524680495262146,0.1781938225030899,2.146291208791209e-05,0.002189217032967033,0.34254488348960876,0.5932202935218811,0.008307461626827717,https://inaturalist-open-data.s3.amazonaws.com/photos/11119297/large.jpg,0f11996b90ea8c960f92f0e8fafab80ff4c5f0e33611122cbaa85b6fddea674e,408199,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/35c749525028ca8f.jpg
Antirrhinum majus,3e88bd835733db4c,51205138,ok,,768,1024,0.786432,768,0.5270066857337952,0.179538756608963,0.1919945925474167,0.0,0.011574074074074073,0.49299323558807373,0.6833332777023315,0.0014542038552463055,https://inaturalist-open-data.s3.amazonaws.com/photos/51205138/large.jpeg,3db4c8242dbc4af0c618449d0bd06ca803c98f3097eb0548380f0015c7f63754,455931,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/3e88bd835733db4c.jpg
Antirrhinum majus,40c6b9b972182cc4,51821475,ok,,768,1024,0.786432,768,0.4178756773471832,0.25997161865234375,0.282717227935791,0.00035264756944444444,0.006935402199074074,0.4053471088409424,0.6037735342979431,0.005671346560120583,https://static.inaturalist.org/photos/51821475/large.jpg,c1202f9a889e5906ba79b4001f3dc2f23e26627d3113efaeacf0c9bf37cfcc01,319191,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/40c6b9b972182cc4.jpg
Antirrhinum majus,4323f50ff49052f7,100499089,ok,,768,1024,0.786432,768,0.2941373586654663,0.19390280544757843,0.2653997838497162,0.00608543113425926,0.00146484375,0.38215890526771545,0.732758641242981,0.0039910925552248955,https://inaturalist-open-data.s3.amazonaws.com/photos/100499089/large.jpeg,7010cb7df4d6c66ed282f8c3e9c4b0bd4bf725a7146d015ffaa3ed5e2873bb0c,192298,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/4323f50ff49052f7.jpg
Antirrhinum majus,45a11d27a5cf7827,110425795,ok,,576,1024,0.589824,576,0.4876003563404083,0.2124090939760208,0.26488322019577026,0.0006872106481481482,0.0021098572530864196,0.15451933443546295,0.3507171869277954,0.007091278210282326,https://inaturalist-open-data.s3.amazonaws.com/photos/110425795/large.jpeg,6daa5d4454ed8d68c2341e54faf1319029fa668042ca32e3096ccd522d84f5d0,693394,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/45a11d27a5cf7827.jpg
Antirrhinum majus,47638c6fd75220f1,42405783,ok,,1024,768,0.786432,768,0.49832263588905334,0.15918834507465363,0.14407698810100555,9.04224537037037e-06,0.00029839409722222225,0.33227550983428955,0.5721924901008606,0.011054536327719688,https://static.inaturalist.org/photos/42405783/large.jpeg,7364b0780ddcfe0fa62d5b1cf8149406ed5d4bf0cb091b00bd193557858ec331,253475,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/47638c6fd75220f1.jpg
Antirrhinum majus,495e15e233638c96,233086283,ok,,768,1024,0.786432,768,0.4356551766395569,0.2057960331439972,0.19369225203990936,0.004891854745370371,0.0008228443287037037,0.14875450730323792,0.29629626870155334,0.00990994181483984,https://static.inaturalist.org/photos/233086283/large.jpg,685d5d60885a733f2dc030d769c93b887ccb66fc9298ebf66dc83515b0ee349c,332541,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/495e15e233638c96.jpg
Antirrhinum majus,4a7c684dee1b8b28,54242976,ok,,768,1024,0.786432,768,0.5780082941055298,0.22012315690517426,0.20054401457309723,0.00023509837962962962,0.015200014467592593,0.2281164526939392,0.4545454680919647,0.013813173398375511,https://inaturalist-open-data.s3.amazonaws.com/photos/54242976/large.jpg,67ba53d4148ea2e82a8e29ae2f56bc226d64e62f721f13721ff40bca7879bed7,589091,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/4a7c684dee1b8b28.jpg
Antirrhinum majus,4e24079bc3afeab8,43113980,ok,,768,1024,0.786432,768,0.5017502903938293,0.17642956972122192,0.17220263183116913,2.712673611111111e-05,0.0,0.3631211817264557,0.5970149636268616,0.0013136772904545069,https://inaturalist-open-data.s3.amazonaws.com/photos/43113980/large.jpg,4df136f87802e898b021fa214637e28630211be429d76324c240f0a7fed4c47f,224900,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/4e24079bc3afeab8.jpg
Antirrhinum majus,519620f8e25d0744,1740080,ok,,576,1024,0.589824,576,0.4040510952472687,0.24549436569213867,0.1727171540260315,0.007257908950617284,0.0017843364197530863,0.6052759289741516,0.9617486596107483,0.0026765787042677402,https://inaturalist-open-data.s3.amazonaws.com/photos/1740080/large.jpg,0b162cf9c3780a3f10df921ba65b312e78c16714d54eee9777763238e783592e,243463,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/519620f8e25d0744.jpg
Antirrhinum majus,51c7cc1cf0b5c735,40509424,ok,,768,1024,0.786432,768,0.5482917428016663,0.2261238396167755,0.2152262032032013,0.001094111689814815,0.02659324363425926,0.36456218361854553,0.8571428656578064,0.0134055120870471,https://static.inaturalist.org/photos/40509424/large.jpeg,bf2170ab3b933b1fb8c7bd36f5b331bcaf486fcf49e8851a9eac26b4ff171c9d,743124,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/51c7cc1cf0b5c735.jpg
Antirrhinum majus,52adc3edbb421ad7,84278915,ok,,1024,768,0.786432,768,0.48165878653526306,0.24983294308185577,0.22584804892539978,0.003680193865740741,0.002703631365740741,0.33751559257507324,0.5277777910232544,0.01519303023815155,https://inaturalist-open-data.s3.amazonaws.com/photos/84278915/large.jpg,cf0c086fc7ac88ee0b2c5fe9982e6539a573b4daef73392300f5ee9467cd0fd3,404220,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/52adc3edbb421ad7.jpg
Antirrhinum majus,5a3800e2b77a071a,71345222,ok,,768,1024,0.786432,768,0.380622923374176,0.2367585450410843,0.18748559057712555,0.0006781684027777778,0.02483904803240741,0.26886656880378723,0.4285714328289032,0.01681053265929222,https://inaturalist-open-data.s3.amazonaws.com/photos/71345222/large.jpg,1ba944249db14a5889d51c4369148258cd9c4ebb035e344a09fe65a7b395dc95,502240,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/5a3800e2b77a071a.jpg
Antirrhinum majus,5d2b3388c504dfb3,39546343,ok,,768,1024,0.786432,768,0.4456388056278229,0.18771550059318542,0.20327052474021912,0.0006962528935185185,0.00196216724537037,0.3895840346813202,0.6585366129875183,0.012800412252545357,https://inaturalist-open-data.s3.amazonaws.com/photos/39546343/large.jpeg,ef1abe209aded5ce6f4ed44d6c9a5e9158c8a33f4cbe29f8041c690f546f4310,828203,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/5d2b3388c504dfb3.jpg
Antirrhinum majus,5e1e1d313984cceb,85066605,ok,,768,1024,0.786432,768,0.43295618891716003,0.24375750124454498,0.2135670930147171,0.0,0.0033365885416666665,0.273122102022171,0.517241358757019,0.0014317522291094065,https://inaturalist-open-data.s3.amazonaws.com/photos/85066605/large.jpeg,f6340f9b2423eb0520164bf564f01e4db20d68dad45d449ce47e0fff7b63671d,704461,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/5e1e1d313984cceb.jpg
Antirrhinum majus,5fc167e7c9501a36,68704418,ok,,768,1024,0.786432,768,0.4257267415523529,0.19103080034255981,0.191727876663208,0.0,0.001808449074074074,0.24919259548187256,0.5525113940238953,0.0023911520838737488,https://inaturalist-open-data.s3.amazonaws.com/photos/68704418/large.jpg,c220252a3ce60574ecb2936b220d8bd1accd3e612ba9ce04dcb90d7ccf78dd06,273217,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/5fc167e7c9501a36.jpg
Antirrhinum majus,62a01c58fa3d6456,20485112,ok,,498,1024,0.509952,498,0.44497451186180115,0.21869659423828125,0.1496926248073578,0.0007798573975044563,0.015388257575757576,0.4824618101119995,0.8219178318977356,0.0018270062282681465,https://inaturalist-open-data.s3.amazonaws.com/photos/20485112/large.jpeg,fe51bbb9341da11ca194acd5862f634e8a95c19cd30d18256f7e36ad31f5de5f,306481,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/62a01c58fa3d6456.jpg
Antirrhinum majus,6573b02858aa3c7c,44618090,ok,,768,1024,0.786432,768,0.33381524682044983,0.18579792976379395,0.19003476202487946,0.0005063657407407407,0.0016185619212962963,0.3922450542449951,0.6147185564041138,0.006816948298364878,https://static.inaturalist.org/photos/44618090/large.jpg,a56b01257e7ebb2f55d5eea535490ff6a2202075c8bc1650af06e3eb56648402,364418,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/6573b02858aa3c7c.jpg
Antirrhinum majus,66e10eb96923225a,75219579,ok,,768,1024,0.786432,768,0.46539631485939026,0.16753117740154266,0.19982632994651794,0.0,0.000660083912037037,0.19655877351760864,0.43478262424468994,0.0010163092520087957,https://static.inaturalist.org/photos/75219579/large.jpeg,56b69ed6a32bd97157b4d748a0a825b8b0ca0c83d5312cc383504a66ea89a3cf,389393,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/66e10eb96923225a.jpg
Antirrhinum majus,6706088d13b6c63e,73396182,ok,,769,1024,0.787456,769,0.42988497018814087,0.18488763272762299,0.14758256077766418,0.0003888165509259259,0.0,0.4545617997646332,0.6623377203941345,0.00704188970848918,https://inaturalist-open-data.s3.amazonaws.com/photos/73396182/large.jpeg,81486cf6f9aa3d4d57a256758c6d7223425354fb42b83507b9d6ca485e69d15d,515424,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/6706088d13b6c63e.jpg
Antirrhinum majus,6893c7ec6729c6bc,35013683,ok,,768,1024,0.786432,768,0.5494927763938904,0.30801793932914734,0.31913381814956665,0.0,0.001880787037037037,0.246863454580307,0.6893203258514404,0.014048442244529724,https://static.inaturalist.org/photos/35013683/large.jpg,453e80467851901dfb115f918dc9c04db0ea34e7169873a740678d2b0dcf0848,346540,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/6893c7ec6729c6bc.jpg
Antirrhinum majus,71c9e0b492fd470f,22688963,ok,,768,1024,0.786432,768,0.35414397716522217,0.21798793971538544,0.20926199853420258,7.233796296296296e-05,0.005190248842592593,0.45243561267852783,0.6422728896141052,0.008105864748358727,https://static.inaturalist.org/photos/22688963/large.jpg,c8e7fabac64a93589c4fcf8041d00a0877175d7cd2c07d78fa3405264fcdde10,360972,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/71c9e0b492fd470f.jpg
Antirrhinum majus,76b89fc94541befb,2499721,ok,,765,1024,0.78336,765,0.4699990153312683,0.2600718140602112,0.26225483417510986,3.629500580720093e-05,0.006832534843205575,0.5239208340644836,0.706421971321106,0.01297066081315279,https://static.inaturalist.org/photos/2499721/large.jpg,3eabadce93d793191ccf9a06e40cc64f414f3ee6113f42583a8ee5c5b4ac607b,1133292,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/76b89fc94541befb.jpg
Antirrhinum majus,7c54e0b1b479e99b,31273031,ok,,576,1024,0.589824,576,0.47376805543899536,0.2241494357585907,0.15826815366744995,0.0,0.002447434413580247,0.3276216387748718,0.6817419528961182,0.0012378041865304112,https://inaturalist-open-data.s3.amazonaws.com/photos/31273031/large.jpeg,bcfe2f03669247bf42074c2e26755a7a1b02721acd3a3254e05411d8708a8c48,332591,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/7c54e0b1b479e99b.jpg
Antirrhinum majus,89a2db6091f9cf44,108240366,ok,,768,1024,0.786432,768,0.435268759727478,0.21769340336322784,0.14393329620361328,0.0030653211805555555,0.001076027199074074,0.3546495735645294,0.7000000476837158,0.002419471275061369,https://inaturalist-open-data.s3.amazonaws.com/photos/108240366/large.jpg,1ced59cca8cf4fa3e66d8f1e4a3517c277ed81f7aec2cba4b413d21c80ab6ebf,222933,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/89a2db6091f9cf44.jpg
Antirrhinum majus,8c3d61ec20a95087,49183837,ok,,1024,768,0.786432,768,0.36855512857437134,0.27582457661628723,0.25593093037605286,0.010687934027777778,0.005976924189814815,0.48348677158355713,0.8478261232376099,0.02313285693526268,https://static.inaturalist.org/photos/49183837/large.jpeg,05c3c1bdec4000b1725270e13b4b72652a22dad2eb351a585eb79386594b3d9d,873252,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/8c3d61ec20a95087.jpg
Antirrhinum majus,8c5c7f5052b76f5f,76110819,ok,,576,1024,0.589824,576,0.46006983518600464,0.2666875123977661,0.27713462710380554,1.2056327160493826e-05,0.0006751543209876543,0.34803634881973267,0.5945946574211121,0.002822673646733165,https://inaturalist-open-data.s3.amazonaws.com/photos/76110819/large.jpeg,f80aff56c8dc09f71eb11c5fa12b5577ac1011f48a041b7eddd029ab8b183c24,591081,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/8c5c7f5052b76f5f.jpg
Antirrhinum majus,915a7ec13eceb563,35258649,ok,,768,1024,0.786432,768,0.4440172016620636,0.16969352960586548,0.17759950459003448,0.0,2.712673611111111e-05,0.2587946653366089,0.5315315127372742,0.002291956450790167,https://inaturalist-open-data.s3.amazonaws.com/photos/35258649/large.jpeg,2dd86660d423900cd50ec5d081f8b5544f8caf99d271ddcd3f0b6b08b02f9857,242003,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/915a7ec13eceb563.jpg
Antirrhinum majus,968de05f4cd0b0b8,20955005,ok,,768,1024,0.786432,768,0.542046308517456,0.1884414255619049,0.1740981489419937,0.0,0.00316478587962963,0.24362127482891083,0.49242424964904785,0.0020062976982444525,https://static.inaturalist.org/photos/20955005/large.jpg,7c7f1b9899df114240ede67d18d763bcde86d425b982323b3fadde0dd7ec9c01,265848,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/968de05f4cd0b0b8.jpg
Antirrhinum majus,9698a328f1cf8b95,36839691,ok,,768,1024,0.786432,768,0.4832149147987366,0.2293635755777359,0.1923091560602188,0.00018988715277777778,0.007134331597222222,0.35301101207733154,0.6767676472663879,0.009112898260354996,https://inaturalist-open-data.s3.amazonaws.com/photos/36839691/large.jpeg,53538a5e58b4f6a0e02be6dceb64e761c4ab095899912e59e3e2f33bb1dbd38f,747369,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/9698a328f1cf8b95.jpg
Antirrhinum majus,99ca30011440840e,41461147,ok,,768,1024,0.786432,768,0.3826760947704315,0.15912212431430817,0.1830229014158249,0.0016004774305555555,0.00535300925925926,0.23479768633842468,0.4874895215034485,0.006776754278689623,https://inaturalist-open-data.s3.amazonaws.com/photos/41461147/large.jpeg,49e175ce0ceb2f214ec9a499c5e0be58dc46233872f6eebfe580d840bd23da1f,752253,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/99ca30011440840e.jpg
Antirrhinum majus,9a1146d3f9a79e25,26800900,ok,,576,1024,0.589824,576,0.5492194294929504,0.19686585664749146,0.17964501678943634,0.0022665895061728396,0.002218364197530864,0.2627071440219879,0.5783132314682007,0.005951964762061834,https://inaturalist-open-data.s3.amazonaws.com/photos/26800900/large.jpeg,ebd22fbc9e5ded855b0526be5889f00ded4c368a5e6f44ab02bfda9f1e01c188,452295,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/9a1146d3f9a79e25.jpg
Antirrhinum majus,9a6a523bf89ada87,42234761,ok,,1024,768,0.786432,768,0.4881170690059662,0.16301926970481873,0.19143307209014893,0.0,0.0,0.26032617688179016,0.5263158082962036,0.0016110977157950401,https://inaturalist-open-data.s3.amazonaws.com/photos/42234761/large.jpg,8693fff4e650c56e6728ff0ba8d0cb05a4c9f763e96370fcbb3d171492ee68b2,204706,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/9a6a523bf89ada87.jpg
Antirrhinum majus,a39f87d0e96cef67,6684098,ok,,768,1024,0.786432,768,0.526252269744873,0.14352411031723022,0.20320507884025574,3.616898148148148e-05,0.0,0.2954366207122803,0.4736842215061188,0.0012689112918451428,https://static.inaturalist.org/photos/6684098/large.jpg,0c5f8cd156cbd5455cefc2e2de43db28c33d4fd0e10551fc8c55aa7f259106fc,785069,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/a39f87d0e96cef67.jpg
Antirrhinum majus,a43dd745a10a9e56,53864411,ok,,768,1024,0.786432,768,0.46540704369544983,0.2056211233139038,0.25833553075790405,0.0002803096064814815,0.013518156828703705,0.2567364275455475,0.6081081628799438,0.00693407841026783,https://inaturalist-open-data.s3.amazonaws.com/photos/53864411/large.jpeg,6cf9eaa5fc7630245c31705dfc86b0e2da4e6ec87491045d18f10ca68f6bab07,711399,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/a43dd745a10a9e56.jpg
Antirrhinum majus,a51e52ca4e3b1676,78735627,ok,,768,1024,0.786432,768,0.47326236963272095,0.22840817272663116,0.17992602288722992,2.712673611111111e-05,4.521122685185185e-05,0.23646822571754456,0.57485032081604,0.007804642431437969,https://inaturalist-open-data.s3.amazonaws.com/photos/78735627/large.jpg,f2095b79725448f52fa911324120ae5d7684df850911b2c618f7ca7a6244cf26,357739,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/a51e52ca4e3b1676.jpg
Antirrhinum majus,a785bc5a808860bc,77939430,ok,,768,1024,0.786432,768,0.5232869386672974,0.25906431674957275,0.180958554148674,0.001094111689814815,0.004204644097222222,0.3050035536289215,0.5982142686843872,0.004941967781633139,https://static.inaturalist.org/photos/77939430/large.jpg,358950b2a64b2a24fe5724fa24c05868a8a4b3b1c5b06a3e7b6c55b5600debdc,381980,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/a785bc5a808860bc.jpg
Antirrhinum majus,a87e51c75fcd5380,111148777,ok,,683,1024,0.699392,683,0.37958577275276184,0.19483159482479095,0.1891309767961502,0.0004170735677083333,0.0008646647135416666,0.6814413070678711,0.984375,0.004749814048409462,https://inaturalist-open-data.s3.amazonaws.com/photos/111148777/large.jpg,5cb034dc346717eddf248b2f3a270d3546f0f8e2176c6859ef5a7a7b340b58d5,606027,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/a87e51c75fcd5380.jpg
Antirrhinum majus,b332ed16d1b6b021,10567038,ok,,768,1024,0.786432,768,0.28990137577056885,0.23991000652313232,0.17096257209777832,0.011131004050925927,0.0009675202546296296,0.38612696528434753,0.6666666269302368,0.0012500504963099957,https://static.inaturalist.org/photos/10567038/large.jpg,98ce3b8a5104d82f6acb04231571833c638ac9f1afc65bd3e81613ae7ecd9ecd,252833,artifacts/jbi_ch1_calibration_images_v1/images/Antirrhinum_majus/b332ed16d1b6b021.jpg
