species,n_classifiable,D,second_fraction,primary_second_ge_0_10,sensitivity_second_ge_0_20,spatial_observed_rho,log1p_span_primary,D_unbiased
Phlox diffusa,78,0.2287968441814595,0.1025641025641025,True,False,0.0690531614119173,7.496589692061947,0.23176823176823172
Phlox longifolia,71,0.4784764927593732,0.2394366197183098,True,True,0.0515831089388633,7.585384718093896,0.48531187122736424
Phlox roemeriana,63,0.3335852859662385,0.1904761904761904,True,False,0.1075257943477861,5.896477714891707,0.33896569380440367
Pimelea serpyllifolia,53,0.3061587753648984,0.1886792452830188,True,False,0.1749094560933512,7.166538306941997,0.3120464441219157
Pinguicula vulgaris,56,0.2576530612244898,0.0714285714285714,False,False,0.0567773500045777,9.180429106412028,0.2623376623376623
Piqueria trinervia,69,0.0285654274312119,0.0144927536231884,False,False,-0.0152849628448943,7.246004008086904,0.02898550724637678
Pittosporum revolutum,41,0.1356335514574658,0.073170731707317,False,False,-0.0437249078115508,7.653650797997268,0.13902439024390245
Plantago media,52,0.1420118343195264,0.0769230769230769,False,False,-0.0289204136131399,9.136984197778744,0.14479638009049753
Polycalymma stuartii,76,0.3168282548476453,0.1973684210526315,True,False,0.0138955547392107,7.410343878657321,0.32105263157894726
Polygala comosa,43,0.3796646836127636,0.1627906976744186,True,False,-0.0065245041627816,8.682193445120229,0.388704318936877
Portulaca suffrutescens,58,0.2473246135552913,0.0689655172413793,False,False,0.0758892945074444,7.1954482007359335,0.2516636418632789
Potentilla concinna,82,0.0478881618084474,0.0121951219512195,False,False,-0.028449482477481,7.63783588376027,0.04847937368262576
Potentilla indica,45,0.339753086419753,0.1333333333333333,True,False,0.0510194964362691,9.89731423308054,0.3474747474747474
Potentilla simplex,75,0.051911111111111,0.0266666666666666,False,False,0.1350999641531965,8.07195263701696,0.0526126126126125
Primula elatior,58,0.4851367419738407,0.4137931034482758,True,True,0.0118165717198231,8.924757124812457,0.4936479128856625
Prunus mahaleb,52,0.0739644970414201,0.0384615384615384,False,False,0.0564998770197883,9.883282047842464,0.07541478129713422
Pseudo-fumaria lutea,68,0.028979238754325,0.0147058823529411,False,False,-0.0924147626143919,9.154076848234803,0.02941176470588209
Pseudognaphalium affine,82,0.070493753718025,0.0365853658536585,False,False,-0.0481833633839168,8.554823942892359,0.0713640469738031
Pulmonaria obscura,47,0.4092349479402445,0.1702127659574468,True,False,0.0048705501341436,9.033011517369246,0.41813135985198896
Pultenaea villosa,65,0.0302958579881655,0.0153846153846153,False,False,0.0252033991649782,7.085529466847053,0.030769230769230587
Purshia stansburyana,48,0.3298611111111111,0.2083333333333333,True,True,0.1308186828062827,7.399345227247271,0.33687943262411346
Pycnanthemum virginianum,85,0.0459515570934256,0.0235294117647058,False,False,-0.0423683183221087,7.683244929267367,0.046498599439775905
Pyrola elliptica,44,0.0,0.0,False,False,0.0685497355915716,8.252081149214098,0.0
Ranunculus kuepferi,79,0.0730652139080274,0.0379746835443038,False,False,0.0601795587338429,6.347105572524681,0.07400194741966877
Ranunculus lyallii,70,0.0820408163265304,0.0428571428571428,False,False,0.0669423589179936,6.307754338251606,0.08322981366459606
Ranunculus trichophyllus,74,0.0777940102264427,0.0405405405405405,False,False,-0.0013295006168879,9.893787186218022,0.07885968159940766
Ranunculus uncinatus,44,0.2675619834710743,0.1590909090909091,True,False,-0.1466813222707451,7.783608370841067,0.27378435517970395
Rhododendron canadense,45,0.345679012345679,0.2222222222222222,True,True,-0.0159739150655374,7.5771633537184355,0.35353535353535354
Rhododendron catawbiense,48,0.4765625,0.1875,True,False,0.0589711287419964,6.678787984646631,0.4867021276595745
Rhododendron pseudochrysanthum,50,0.2112,0.12,True,False,-0.0079436015841899,5.705375262352855,0.21551020408163266
Rhododendron tomentosum,61,0.0322493953238376,0.0163934426229508,False,False,0.0102309181242581,9.08685624311096,0.03278688524590156
Rhynchospora colorata,51,0.1107266435986158,0.0588235294117647,False,False,0.0055901039923096,8.295591727824155,0.11294117647058811
Rorippa palustris,63,0.1461325270849081,0.0793650793650793,False,False,0.1487842339382076,9.866842340394976,0.14848950332821306
Rosa blanda,50,0.6135999999999999,0.38,True,True,0.0349773906299877,7.85295335134773,0.6261224489795918
Rosa multiflora,71,0.0547510414600276,0.028169014084507,False,False,0.002661443806738,9.371371248232828,0.05553319919517085
Rubus chamaemorus,58,0.1575505350772887,0.0862068965517241,False,False,0.0260203967389201,9.05612099786496,0.16031457955232883
Rubus odoratus,50,0.4919999999999999,0.16,True,False,0.1197375393876963,9.199169762293849,0.5020408163265305
Rubus trivialis,61,0.0,0.0,False,False,-0.0201410564888419,7.739525843961978,0.0
Rudbeckia triloba,75,0.0263111111111109,0.0133333333333333,False,False,0.0625779548263717,9.118075132379516,0.02666666666666645
Sagittaria lancifolia,59,0.0965239873599539,0.0508474576271186,False,False,-0.1239314533459174,8.69170602782976,0.09818819403857379
Sagittaria latifolia,68,0.0570934256055364,0.0294117647058823,False,False,-0.0227790790743755,9.221699789691268,0.057945566286216055
Sairocarpus pusillus,43,0.2520281233098973,0.0697674418604651,False,False,-0.0335913039119058,6.643125437943057,0.2580287929125139
Salvia amarissima,49,0.4789670970428987,0.3469387755102041,True,True,-0.1025253494528125,6.974907176987349,0.4889455782312924
Salvia hispanica,61,0.5020155872077399,0.3278688524590163,True,True,-0.0179171907827264,9.863319857899455,0.5103825136612021
Salvia lavanduloides,47,0.501584427342689,0.3404255319148936,True,True,0.0269029421918083,7.699876958714701,0.5124884366327475
Salvia polystachia,43,0.505137912385073,0.3953488372093023,True,True,-0.0509437730962786,7.928195708383527,0.5171650055370985
Salvia prunelloides,48,0.1866319444444444,0.1041666666666666,True,False,-0.0454785618293943,7.39047679123558,0.19060283687943255
Salvia verticillata,44,0.6064049586776861,0.3181818181818182,True,True,-0.0421699800567001,8.622746915749094,0.6205073995771672
Sambucus mexicana,46,0.3402646502835538,0.217391304347826,True,True,-0.0679880861194459,6.673164014934674,0.3478260869565217
Sanguinaria canadensis,68,0.2076124567474049,0.1176470588235294,True,False,-0.0035931220080824,7.862730519101032,0.2107111501316945
Satureja montana,60,0.0961111111111111,0.0333333333333333,False,False,0.0651646234480904,7.806872682061607,0.09774011299435029
Saxifraga granulata,69,0.0285654274312119,0.0144927536231884,False,False,0.0131155978521174,8.07448127990875,0.02898550724637678
Saxifraga tridactylites,52,0.3173076923076923,0.173076923076923,True,False,-0.0788731628483825,9.315447375578032,0.3235294117647059
Scilla bifolia,51,0.3152633602460591,0.196078431372549,True,False,0.0193927486596278,9.221722624113164,0.3215686274509803
Scilla luciliae,59,0.4481470841712152,0.3389830508474576,True,True,0.0182099464619862,9.23487801757855,0.45587375803623614
Scilla verna,63,0.4303350970017637,0.2857142857142857,True,True,0.2044366746648321,7.8459045372285905,0.4372759856630825
Senecio mohavensis,66,0.1152433425160697,0.0454545454545454,False,False,0.1407964404064005,5.879581258748098,0.11701631701631693
Senecio ovatus,43,0.0,0.0,False,False,-0.0098516102118407,7.496668011041357,0.0
Senecio triangularis,58,0.1617122473246134,0.0517241379310344,False,False,0.114870059018694,8.263472699147622,0.16454930429522063
Senecio vernalis,82,0.0240928019036288,0.0121951219512195,False,False,-0.0043697505655796,8.289664522737448,0.024390243902439032
Senegalia berlandieri,71,0.177742511406467,0.0985915492957746,False,False,-0.0678791463437779,6.698308972294973,0.18028169014084508
Senna artemisioides,75,0.0,0.0,False,False,-0.0721167118166737,9.72065368818365,0.0
Senna hebecarpa,47,0.25350837483024,0.1489361702127659,True,False,0.0746517200213768,7.620851824157648,0.2590194264569844
Sericocarpus linifolius,52,0.0,0.0,False,False,-0.0157816005261738,7.641129918074437,0.0
Sesbania drummondii,44,0.1652892561983472,0.0909090909090909,False,False,0.0208724094040625,7.398865669636063,0.16913319238900645
Sidalcea candida,53,0.1395514417942327,0.0754716981132075,False,False,-0.049165835815751,8.927810190941248,0.14223512336719873
Sideranthus spinulosus,86,0.0673336938885882,0.0348837209302325,False,False,0.0810871495024703,8.238372438907412,0.06812585499315983
Sisymbrium irio,65,0.0880473372781063,0.0461538461538461,False,False,-0.0239144978573138,9.822067441180929,0.08942307692307672
Sixalix atropurpurea,49,0.2573927530195752,0.0612244897959183,False,False,0.0333964379511634,9.892068786940737,0.26275510204081637
Solanum crispum,51,0.5428681276432141,0.392156862745098,True,True,0.2042913157546597,9.860393467759824,0.5537254901960784
Solanum elaeagnifolium,53,0.5475258098967605,0.3584905660377358,True,True,0.001642179239547,9.783658165261388,0.5580551523947751
Solanum furcatum,48,0.2543402777777778,0.125,True,False,-0.0590587607223899,9.459061181011698,0.2597517730496454
Solanum laxum,48,0.1918402777777776,0.0625,False,False,0.0400373308578754,9.898265926023711,0.19592198581560266
Solanum lycopersicum,46,0.5094517958412098,0.2391304347826087,True,True,0.0117993589778973,9.902208355564406,0.5207729468599034
Solanum pseudocapsicum,54,0.5102880658436215,0.3703703703703703,True,True,-0.0015988222381482,9.9007610898458,0.5199161425576521
Solidago ptarmicoides,78,0.1199868507560815,0.0641025641025641,False,False,-0.0371859887965883,7.900692146905068,0.12154512154512151
Solidago uliginosa,50,0.1472,0.08,False,False,-0.1338028420016451,7.918008419114835,0.15020408163265306
Solidago virgaurea,63,0.0,0.0,False,False,0.0212959644820728,9.243039053497796,0.0
Sparaxis tricolor,52,0.5776627218934911,0.4038461538461538,True,True,0.0039721652610095,9.897278988690674,0.5889894419306184
Sphaeralcea ambigua,52,0.3224852071005917,0.1538461538461538,True,False,-0.0006451690522726,7.645575601619375,0.3288084464555052
Sphaeralcea coccinea,57,0.193290243151739,0.0701754385964912,False,False,0.0179266493308134,7.999414232905934,0.1967418546365915
Stachys palustris,43,0.6479177934018389,0.3023255813953488,True,True,-0.0523727460929735,9.88232345160122,0.663344407530454
Stevia serrata,68,0.0575259515570933,0.0147058823529411,False,False,-0.0138859779924663,8.481617201945644,0.05838454784899021
Streptosolen jamesonii,60,0.0649999999999999,0.0166666666666666,False,False,0.0998456430463405,9.807771779797704,0.06610169491525414
Stypandra glauca,57,0.2505386272699291,0.087719298245614,False,False,0.1022454112090192,8.213083056652644,0.2550125313283207
Symphyotrichum puniceum,62,0.2325702393340271,0.0806451612903225,False,False,0.0815629107759517,8.141409680306387,0.2363828662083554
Symphyotrichum subulatum,68,0.1379757785467126,0.0588235294117647,False,False,0.0399482152700162,9.90096413251358,0.14003511852502173
Symphytum officinale,46,0.5189035916824196,0.217391304347826,True,True,-0.1293093518810447,9.304570302028791,0.5304347826086956
Symplocos tinctoria,45,0.5175308641975309,0.4444444444444444,True,True,0.0118079784580821,7.572989554821586,0.5292929292929294
Talinum fruticosum,48,0.3541666666666666,0.125,True,False,-0.0460709416730052,9.887768187231318,0.3617021276595744
Talinum paniculatum,45,0.422716049382716,0.2666666666666666,True,True,0.0189261091033258,9.89332105093722,0.4323232323232322
Tanacetum vulgare,85,0.0232525951557092,0.0117647058823529,False,False,0.000273428332664,9.241995724216778,0.023529411764705736
Taraxacum erythrospermum,75,0.231111111111111,0.1333333333333333,True,False,-0.0122319610888144,9.38582508501908,0.23423423423423412
Telekia speciosa,62,0.0317377731529655,0.0161290322580645,False,False,0.0395969334148915,9.216991934587467,0.032258064516128865
Tetratheca thymifolia,48,0.5590277777777778,0.375,True,True,-0.046666716442036,7.177734731383712,0.5709219858156029
Thysanocarpus curvipes,59,0.2585463947141626,0.1525423728813559,True,False,0.059064592608862,7.674230103728088,0.2630040911747516
Tiarella stolonifera,54,0.1049382716049383,0.0555555555555555,False,False,0.0366795247184194,7.529677054216056,0.10691823899371071
Tinantia erecta,45,0.5659259259259259,0.2444444444444444,True,True,0.060721367448749,9.0967535160324,0.5787878787878789
Tithonia tubaeformis,48,0.0807291666666665,0.0208333333333333,False,False,-0.1678802714252981,9.772310800163234,0.08244680851063813
Trachymene composita,60,0.1244444444444443,0.0666666666666666,False,False,0.1073698335209008,6.908922619033411,0.12655367231638404
Tragopogon porrifolius,44,0.7076446280991735,0.2727272727272727,True,True,-0.0295858635454725,9.90396454899794,0.7241014799154333
Trifolium incarnatum,52,0.2714497041420118,0.0961538461538461,False,False,-0.0099739698855142,9.897463377344044,0.2767722473604826
Trifolium repens,72,0.0798611111111109,0.0416666666666666,False,False,0.0150045759691234,9.897827146223747,0.08098591549295753
Tripolium pannonicum,70,0.1604081632653061,0.0428571428571428,False,False,0.0401695772780345,9.242031304651084,0.16273291925465838
Triteleia laxa,61,0.2956194571351787,0.180327868852459,True,False,0.2121504166093951,6.684792452159977,0.30054644808743164
Trixis inula,83,0.0,0.0,False,False,0.083535316072448,7.720619414085458,0.0
Trollius albiflorus,62,0.2003121748178979,0.1129032258064516,True,False,0.0225632822228692,7.733541050192196,0.2035959809624536
Turnera subulata,60,0.3394444444444444,0.2166666666666666,True,True,0.0528958936701699,9.903363029182785,0.3451977401129943
Verbascum thapsus,52,0.2921597633136095,0.1538461538461538,True,False,-0.0189245719867226,9.893415556991132,0.29788838612368024
Verbena rigida,64,0.52978515625,0.484375,True,True,-0.0254310943533199,9.89219544190242,0.5381944444444444
Veronica cymbalaria,52,0.2921597633136095,0.1538461538461538,True,False,0.0120799547171354,9.903633100646486,0.29788838612368024
Veronica longifolia,43,0.4694429421308814,0.3255813953488372,True,True,0.0068938034192352,9.18870138098331,0.48062015503875954
Veronica officinalis,66,0.086776859504132,0.0454545454545454,False,False,-0.0121922414438455,9.874114089023593,0.08811188811188787
Veronica polita,44,0.5423553719008264,0.3636363636363636,True,True,0.0726572151684501,9.88249433596476,0.554968287526427
Veronica prostrata,73,0.3918183524113342,0.2465753424657534,True,True,0.0291570141489858,8.661331801179449,0.3972602739726028
Veronica spicata,51,0.3867743175701653,0.1568627450980392,True,False,0.2306796593727918,8.702998635940363,0.3945098039215686
Vicia lathyroides,42,0.5975056689342404,0.238095238095238,True,True,0.0321374754628291,9.28546698588126,0.6120789779326364
Viminaria juncea,54,0.0363511659807955,0.0185185185185185,False,False,0.058078839444247,8.226977832416075,0.037037037037036924
Vincetoxicum hirundinaria,62,0.297086368366285,0.1612903225806451,True,False,0.0293800989101863,8.52896399845108,0.3019566367001585
Viola blanda,50,0.0767999999999999,0.04,False,False,-0.0625741112163584,7.696050525890067,0.07836734693877541
Viola cucullata,60,0.3394444444444444,0.2166666666666666,True,True,0.0315043032028801,8.148570558522161,0.3451977401129943
Viola hirta,65,0.1675739644970415,0.0923076923076923,False,False,0.076476010774425,8.770312043558562,0.17019230769230778
Viola lutea,71,0.5776631620710176,0.3943661971830985,True,True,0.2739351542932551,7.624958841917998,0.5859154929577465
Viola mirabilis,42,0.4886621315192743,0.3095238095238095,True,True,-0.0341104698634378,8.57262251744426,0.5005807200929151
Viola pedunculata,73,0.0,0.0,False,False,0.0072818804502398,6.69443750128597,0.0
Viola rostrata,47,0.3349932095971026,0.2127659574468085,True,True,0.0907887484660548,9.282254603118508,0.3422756706753005
Viola tricolor,55,0.5328925619834712,0.4545454545454545,True,True,0.0295767292262886,9.88102788773644,0.542760942760943
Viscaria vulgaris,60,0.3166666666666667,0.1166666666666666,True,False,0.0295369457478872,8.276234332244107,0.32203389830508483
Vitex agnus-castus,52,0.4260355029585799,0.3076923076923077,True,True,0.04715497134397,9.54084462337272,0.4343891402714932
Whipplea modesta,62,0.0317377731529655,0.0161290322580645,False,False,-0.0583838617672301,7.228654654798145,0.032258064516128865
Wyethia angustifolia,64,0.11865234375,0.046875,False,False,0.1363766322603012,7.047761630386081,0.12053571428571429
Zanthoxylum americanum,56,0.1913265306122449,0.1071428571428571,True,False,-0.0407358303597929,7.732224007922534,0.1948051948051948
Zephyranthes atamasco,50,0.3271999999999999,0.18,True,False,0.0088990767595782,8.055957350335728,0.333877551020408
