metric,PC1,PC2,PC3
bio1,0.3195587242639101,0.024074817093195228,0.5942252976018265
bio4,-0.3300964920295696,0.44009519710233647,0.05668296888598873
bio5,0.12450730137434016,0.4191774100095852,0.5513026923092591
bio6,0.3799133932199434,-0.2780961168453314,0.3303938274961579
bio7,-0.24537616665564238,0.5263194933164783,0.08759385369402273
bio12,-0.26789573083298235,-0.3875976280313534,0.201098384551956
bio14,-0.4045013361951467,-0.2467405942605736,0.28161924622173057
bio15,0.4109243527915802,0.035140641842804174,-0.1459233143876796
bio17,-0.4057394888240372,-0.2516536380364086,0.28613343029876115
