palette,M3
white,-0.014038124608976046
yellow,-0.4018490621240828
orange,-0.006775332326883701
red,0.006452506899857341
pink,-0.018878795110177492
magenta,-0.002563361164237883
purple,-0.028055157245154103
blue,0.007557258711877689
bronze,0.18885476761721465
green,0.15715053641654908
brown,0.6767070970392758
black,-0.5645623341052616
