species,n,D,second_fraction,T,R1,R2,R12,SD_M1,SD_M2,mean_M1,mean_M2,p_white,p_yellow_orange,p_red_pink,p_blue_purple
Chondrilla juncea,66,0.23553719008264462,0.13636363636363635,0.17238203905206884,0.21644498452147573,0.23166120508745247,0.44810618960892823,0.19316114457728156,0.19983550961286775,0.0007439974124239716,-0.0937738914196531,0.13636363636363635,0.8636363636363636,0.0,0.0
Cipura campanulata,54,0.19753086419753085,0.1111111111111111,0.1368943923179682,0.3279619117311947,0.404240417905501,0.7322023296366957,0.2118871081729161,0.23524082630261073,-0.500626680275566,0.521464575937398,0.8888888888888888,0.1111111111111111,0.0,0.0
Cistus albidus,58,0.6010701545778834,0.20689655172413793,0.23465623303728567,0.048793949914062475,0.0549101137344025,0.10370406364846498,0.10700375919491749,0.11351211584920712,-0.02597036944269037,-0.013073959610890338,0.05172413793103448,0.1724137931034483,0.5689655172413793,0.20689655172413793
Cistus crispus,64,0.17236328125,0.078125,0.1890066443474324,0.05187113223516883,0.05419987975979659,0.10607101199496541,0.09901509300238623,0.10121332618501121,-0.016513686751269883,-0.020502034213778754,0.015625,0.078125,0.90625,0.0
Clematis virginiana,49,0.03998334027488548,0.02040816326530612,0.07749205843469938,0.5181889258150953,0.3107814335038341,0.8289703593189295,0.2003884390863841,0.15518728364624063,-0.259466043245665,0.4724036694977745,0.9795918367346939,0.02040816326530612,0.0,0.0
Clinopodium alpinum,53,0.20434318262726947,0.09433962264150944,0.119128558374739,0.05277910209503226,0.05183004512340966,0.10460914721844193,0.07929374719922345,0.07857759576399284,-0.03268122436880625,-0.006566330601966267,0.018867924528301886,0.0,0.09433962264150944,0.8867924528301887
Cneoridium dumosum,50,0.3064000000000001,0.14,0.142493696817501,0.24215077249684966,0.35721676138700326,0.5993675338838529,0.18575510426443131,0.22561280303920972,-0.3874229121367501,0.331972837445672,0.82,0.14,0.04,0.0
Cochlospermum vitifolium,48,0.08072916666666652,0.020833333333333332,0.16042325568080124,0.02430963945573249,0.027141898887087932,0.05145153834282043,0.06244863093707553,0.06598629997829673,0.04515460750189223,-0.14659603942369306,0.0,0.9583333333333334,0.020833333333333332,0.020833333333333332
Coleogyne ramosissima,77,0.07488615280823074,0.03896103896103896,0.0940964907372244,0.11229895968373593,0.14103663866905244,0.25333559835278835,0.10279561284257516,0.11520005539986412,0.019353723166095103,-0.06165031655211988,0.03896103896103896,0.961038961038961,0.0,0.0
Coleostephus myconis,79,0.0,0.0,0.052215501874080625,0.03878445959131152,0.07026576903995636,0.10905022863126788,0.045001666885520264,0.06057196046843424,0.10693933066435693,-0.1917586874888414,0.0,1.0,0.0,0.0
Collinsia grandiflora,54,0.2297668038408779,0.1111111111111111,0.09686425394846791,0.10283894320689761,0.17095108251433958,0.27379002572123723,0.099806901117032,0.12868196870360074,-0.14213314813492847,0.08421380228079924,0.1111111111111111,0.018518518518518517,0.0,0.8703703703703703
Commelina benghalensis,51,0.5159554017685506,0.29411764705882354,0.2590277150331604,0.21040088057564924,0.21200281608358126,0.42240369665923055,0.23345162097632843,0.2343386545807699,-0.16189830125413643,0.18056329449883263,0.29411764705882354,0.058823529411764705,0.0196078431372549,0.6274509803921569
Commelina communis,52,0.20784023668639062,0.09615384615384616,0.15843817265324656,0.10795000296121765,0.15868169816386846,0.2666317011250861,0.13077997249995077,0.15855988865598178,-0.06466417419910331,0.021812808860695993,0.09615384615384616,0.019230769230769232,0.0,0.8846153846153846
Commelina diffusa,59,0.47572536627405915,0.3898305084745763,0.18249049282869506,0.20215534501940632,0.27011245691507363,0.47226780193448004,0.19207141520941198,0.22202016886220377,-0.20152490839770604,0.20643787816387366,0.3898305084745763,0.0,0.0,0.6101694915254238
