rho
-0.13168281531195444
-0.1871936910107279
-0.04544047888233456
-0.21462794590431428
-0.09919812719100898
-0.22717087884170706
-0.13724825806333804
-0.2102608122983577
-0.19181287714746378
-0.1841253478612435
-0.0721140664047419
-0.22994014673720026
-0.22320483646445383
-0.23091796965674738
-0.2412015579230332
-0.2775416262203407
-0.2151094340623477
-0.06092837091197205
-0.14896759913559868
-0.1837463225711436
-0.18661764587129845
-0.17497056442142642
-0.1537538890813967
-0.1706927041943255
-0.17355997877436471
-0.09678677475430099
-0.13684643084081718
-0.1446769387951787
-0.08300125044137338
-0.14093588151442682
-0.13160679568998995
-0.30003827087971546
-0.08920058111368305
-0.21450519043979213
-0.1595614748912758
-0.11367638794148797
-0.18877447923427584
-0.1796695884930969
-0.18481976617263277
-0.090975125619794
-0.09513778383747579
-0.3311601850198139
-0.24903065595248167
-0.15218935956696825
-0.20114390996177398
-0.17623390874361142
-0.18252416131815624
-0.18847351099678794
-0.22814428276581689
-0.2588142381678958
-0.14794130483570123
-0.12800157760843073
-0.1443787166303843
-0.09966903916314056
-0.16610552081984173
-0.12419373214475771
-0.19665521506598196
-0.05620575484780129
-0.25899173461300606
-0.11156525895958194
-0.13028706755897387
-0.20713536226353882
-0.12522902882614295
-0.13294259215708443
-0.1387019343575664
-0.26411456192412286
-0.22867266643210069
-0.2243314790611439
-0.05609727607739077
-0.12920062742397595
-0.15405946720514685
-0.1454963845092715
-0.19560421187667668
-0.052935204599462736
-0.19996091177331335
-0.20968643549947438
-0.16660051928972264
-0.13149750330649
-0.10747998107965623
-0.2787935230399584
-0.17272936042579903
-0.21689661620647974
-0.18086532977596279
-0.20833097466362688
-0.23545314125417247
-0.13330974931087375
-0.16033684895878456
-0.1933878763088563
-0.13451966136626775
-0.2160616886230052
-0.14862772121410614
-0.17386979778129202
-0.21849102148668842
-0.11215542530373995
-0.07126104531563458
-0.1761257825250622
-0.07508735766400261
-0.22841945090539917
-0.1513119925403019
-0.20625236011649808
-0.1020304468247115
-0.26543830957819553
-0.13152814088035067
-0.3091835403609999
-0.18012443911218493
-0.1404647846343459
-0.1328680154738573
-0.2229354401668572
-0.24212287576179067
-0.21257441235906152
-0.14761597787382078
-0.20843532804548157
-0.15657567559864144
-0.22363713877406505
-0.21554538232241802
-0.21338190261963852
-0.11986005369118985
-0.1609833175266891
-0.22610327163414537
-0.22234361825134122
-0.20718511957348693
-0.1612401035727463
-0.2094742585004474
-0.09459029078024407
-0.042641621430899446
-0.21104118280658338
-0.06175321566503005
-0.1322557512491768
-0.14745044077671857
-0.22962161320205252
-0.18971916334008926
-0.20779298964555482
-0.13153137157460315
-0.172761701787514
-0.11317690464330607
-0.12076314367293013
-0.1957726918588427
-0.16101194663099605
-0.22525225234296323
-0.1805014719124059
-0.20638989718655035
-0.1382846502012294
-0.21937094112209965
-0.1450001310388186
-0.06240912064182017
-0.16341936304401686
-0.1123601385141899
-0.16550439518203358
-0.06587104310869134
-0.15542863995487205
-0.1547173735759987
-0.29608822146312275
-0.11785159787432614
-0.21614419709410765
-0.1782126148812672
-0.19848795490982482
-0.10672782147042538
-0.0400495819279164
-0.15179460307374773
-0.1888124531101759
-0.1427646909686167
-0.1842371561221668
-0.2192948730559922
-0.1512509620882896
-0.15937265167909476
-0.2024466837645621
-0.19703979433297494
-0.17535083381563157
-0.11905648254220111
-0.09934408264987062
-0.10932421492003172
-0.1064786330798874
-0.18438899059386157
-0.055614717982733305
-0.11425601503734138
-0.18375293881512675
-0.1331293105640879
-0.2635566764369249
-0.10122583080240025
-0.11531799848586091
-0.14501341554651542
-0.11291144860787539
-0.17657378832328868
-0.0710911719457305
-0.161544849217967
-0.21482299866243318
-0.19828730766371314
-0.17305852779407677
-0.09511699518102316
-0.10049187089617113
-0.12090244567185601
-0.2106750496933227
-0.13976358896920066
-0.15904743255359766
-0.20811938581247189
-0.1286073041266801
-0.21734197503153077
-0.3210495844242938
-0.07678825289230704
-0.19496362661723418
-0.19275345891348067
-0.21681427077243481
-0.1538928237752266
-0.09009740270573219
-0.2430193101949047
-0.19612765207183794
-0.1735210109613791
-0.18547750688873882
-0.2078807549201607
-0.211787298563385
-0.17119054694048486
-0.139721911854458
-0.23443674962517408
-0.21752442389493273
-0.09326928109686147
-0.16567484300201576
-0.23311104926254286
-0.10253989052255913
-0.19798890229404176
-0.18389232691651594
-0.15784844142506624
-0.05124466476600784
-0.22803756267936315
-0.11763193333118212
-0.067528623756377
-0.18672432088460247
-0.20172859165645204
-0.2522142420379115
-0.19164679144411753
-0.16544980159412037
-0.1521105470930804
-0.21415774639466312
-0.20461018246961668
-0.12273565006051072
-0.15810679687280585
-0.1476005640763079
-0.18736059039484843
-0.07820595786582309
-0.19547284661868028
-0.23645105911863706
-0.028628299329218936
-0.17432452959995245
-0.15862029836612868
-0.15299339794210914
-0.17162412068866134
-0.17573828614455161
