source_row_index,species,morph,measurement_status,nearest_vertex,d_vertex,best_pair_left,best_pair_right,t,d_segment,bridge_advantage,interior_bridge
473,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.5060742557966095,white,yellow_orange,0.5181839883127345,0.15774460496798984,0.34832965082861966,True
480,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4150124230716747,white,yellow_orange,0.41265641188808994,0.05122515104772782,0.3637872720239469,True
483,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4572367189982992,white,yellow_orange,0.32334614462305117,0.3239236421650572,0.133313076833242,True
488,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.4328151617524828,white,yellow_orange,0.5965036639348296,0.1586319598750679,0.2741832018774149,True
495,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.477104011963485,white,yellow_orange,0.47320330187872206,0.06777310133187081,0.4093309106316142,True
496,Galinsoga parviflora,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4615459090234366,white,yellow_orange,0.45715585671063996,0.06971638003748289,0.39182952898595375,True
522,Aconitum delphiniifolium,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.4707093287185088,white,blue_purple,0.5640273024333833,0.28082552779612885,0.18988380092237994,True
602,Lysichiton americanus,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5036433531438466,white,yellow_orange,0.47896202354201495,0.15861913754322,0.34502421560062657,True
776,Lithospermum canescens,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.5296610246730319,white,yellow_orange,0.5001155534914727,0.17789161759480482,0.35176940707822707,True
816,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.2846155167544165,white,red_pink,0.7885788529234812,0.2196124579160234,0.06500305883839308,True
834,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.45866183714978914,white,red_pink,0.511819074943431,0.18872556188950804,0.2699362752602811,True
836,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3158957227858123,white,red_pink,0.8218327623485162,0.27661074822064413,0.03928497456516816,False
838,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.37236997877107864,white,blue_purple,0.6333307370100788,0.19421233717638636,0.17815764159469227,True
840,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.2770650041200237,yellow_orange,red_pink,0.7301871737464979,0.1681011938765694,0.1089638102434543,True
849,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3879159573678901,yellow_orange,red_pink,0.5497905880892683,0.12419536643641488,0.2637205909314752,True
851,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4024752163840968,white,red_pink,0.5734999117101275,0.1691236024367033,0.23335161394739348,True
852,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3608340075518352,white,red_pink,0.6526116110864073,0.20423301248313072,0.15660099506870448,True
873,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.45555919346869267,white,red_pink,0.5999945130327603,0.30034608341378893,0.15521311005490374,True
883,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3712076103722611,white,red_pink,0.7117996646137889,0.2772906497423145,0.09391696062994659,True
898,Echinacea purpurea,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.2952870041201626,white,red_pink,0.7457263252464467,0.1994612051805868,0.09582579893957582,True
1071,Myosotis latifolia,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.5275869770934439,white,blue_purple,0.5399316099710384,0.34559169484219,0.18199528225125394,True
1202,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4405961212516355,red_pink,blue_purple,0.4931821060342237,0.2908682003416223,0.1497279209100132,True
1217,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4551951429132329,white,red_pink,0.613707821174192,0.3127025262082707,0.14249261670496216,True
1222,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.49020916278901905,yellow_orange,red_pink,0.47918265904277274,0.29548017517767927,0.19472898761133978,True
1224,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.34262894384251386,white,red_pink,0.6998543108535116,0.22657490029295313,0.11605404354956073,True
1232,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.37078063738225936,white,red_pink,0.7004879020367758,0.2677657005157482,0.10301493686651114,True
1250,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.34016786054555637,white,red_pink,0.7763533255215757,0.2811362633095594,0.05903159723599699,True
1256,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5061441050108938,white,yellow_orange,0.413970839869499,0.29238385483251184,0.21376025017838196,True
1279,Castilleja exserta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4175350504017585,white,red_pink,0.5861719390455727,0.2208174689933468,0.19671758140841167,True
1401,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.5155670002679575,red_pink,blue_purple,0.5106698016345019,0.3974830815321835,0.11808391873577406,True
1402,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.39745079404546363,white,red_pink,0.66892948538926,0.2785589933400763,0.11889180070538735,True
1405,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4147998551199249,red_pink,blue_purple,0.3856434247601718,0.3241806613945542,0.0906191937253707,True
1420,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.44182132935236534,red_pink,blue_purple,0.3701509333405743,0.3653938186812467,0.07642751067111864,True
1455,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.46673137669991316,white,red_pink,0.5134080589984445,0.21028693632123618,0.256444440378677,True
1469,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3272245491286903,red_pink,blue_purple,0.3027519596521293,0.2565227692085921,0.07070177992009818,True
1486,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.35698649192229753,white,red_pink,0.8206610275847912,0.3222663264982459,0.03472016542405165,False
1496,Rhododendron catawbiense,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.5714563649858345,red_pink,blue_purple,0.5965070570315391,0.503243546654012,0.06821281833182247,True
1550,Rhododendron periclymenoides,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.571783729045157,white,red_pink,0.4147370492103999,0.4481173980989586,0.12366633094619833,True
1596,Rhododendron periclymenoides,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.421305172535551,white,red_pink,0.6150391488204742,0.26235703680945865,0.15894813572609234,True
1601,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.6026384568525232,yellow_orange,red_pink,0.7270729335590551,0.559946323168302,0.0426921336842212,True
1608,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.6961190888988974,yellow_orange,red_pink,0.7268578591154963,0.659446969375564,0.03667211952333338,True
1609,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4527009423730293,yellow_orange,red_pink,0.8088073053750745,0.4249485279283144,0.027752414444714935,False
1610,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5439013461739909,yellow_orange,red_pink,0.7516242786315098,0.5047012967773239,0.03920004939666699,True
1614,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5204230124668432,white,red_pink,0.6929797465331288,0.44913364881029316,0.07128936365655003,True
1624,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.622709381386974,yellow_orange,red_pink,0.7309800145777947,0.5827045768422021,0.040004804544771844,True
1636,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5984723892569991,white,red_pink,0.5833686579672959,0.4805069993484899,0.11796538990850919,True
1640,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3848523281594846,white,red_pink,0.6768688922074843,0.26748435039194063,0.11736797776754399,True
1659,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.44266612398422395,white,red_pink,0.7858056301600893,0.40287893786471257,0.039787186119511375,True
1676,Sphaeralcea ambigua,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.6044571164619555,yellow_orange,red_pink,0.7642559745682893,0.5730076896684878,0.03144942679346774,True
2005,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.40406903063865784,white,red_pink,0.8171654840288736,0.3725046262027562,0.03156440443590164,False
2024,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5763526434725493,white,red_pink,0.5054210462227269,0.390919974015347,0.18543266945720233,True
2032,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4360679428201455,white,red_pink,0.6398054066842818,0.3082542823139178,0.12781366050622767,True
2039,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4174155647506138,white,red_pink,0.5643570701307328,0.1872759799719293,0.23013958477868451,True
2045,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.39015107288168277,white,red_pink,0.6056610955012727,0.19542788589927984,0.19472318698240293,True
2047,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5654573121948315,yellow_orange,red_pink,0.6394961035562418,0.4828516314516344,0.08260568074319713,True
2049,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4541089832488618,white,yellow_orange,0.3329481765706674,0.30951455837521485,0.14459442487364693,True
2055,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3898343903982031,white,red_pink,0.7270775225226365,0.3120128356578624,0.07782155474034069,True
2059,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5557910311318826,white,red_pink,0.5068138219861844,0.3613149762990134,0.19447605483286917,True
2061,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4544851615434194,yellow_orange,red_pink,0.7908164906818738,0.4211892021651911,0.03329595937822827,True
2076,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.29608928285735076,white,red_pink,0.7257262262068395,0.18029926096895116,0.1157900218883996,True
2077,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.41337577715549206,white,red_pink,0.5897623877986045,0.21788516077097164,0.19549061638452042,True
2084,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5267148008906849,white,yellow_orange,0.4626369699497335,0.29907602636241837,0.22763877452826653,True
2092,Scrophularia californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.45918251547081823,yellow_orange,red_pink,0.5087603491559691,0.22373190238066093,0.2354506130901573,True
2133,Ribes speciosum,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4612053462814266,white,yellow_orange,0.3851354359183386,0.25488856540985666,0.20631678087156996,True
2145,Ribes speciosum,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.4086356911108256,yellow_orange,red_pink,0.4353142128782273,0.2017858999417169,0.2068497911691087,True
2166,Ribes speciosum,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.421424407207697,white,yellow_orange,0.3843347517137178,0.17455659343507446,0.24686781377262257,True
2279,Viola pedunculata,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.48885061909876953,white,yellow_orange,0.5144952373541113,0.06475379492721776,0.42409682417155176,True
2314,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.5342218721076901,yellow_orange,blue_purple,0.4984637690544135,0.30758356450991325,0.22663830759777687,True
2325,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5058979101724985,yellow_orange,red_pink,0.6225952205447843,0.40128120790589983,0.1046167022665987,True
2327,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.48445054125701104,white,yellow_orange,0.42921952079356274,0.22625680560300052,0.2581937356540105,True
2330,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5795205754079895,yellow_orange,red_pink,0.6654357969176892,0.5111373362912225,0.06838323911676703,True
2334,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5692647117463813,yellow_orange,red_pink,0.7085432936514053,0.5171662058388788,0.052098505907502424,True
2337,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4367565117783025,white,red_pink,0.6139824647469533,0.28546810007197465,0.15128841170632784,True
2345,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.461008137090528,yellow_orange,red_pink,0.45715527021186825,0.2706931901857435,0.1903149469047845,True
2371,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3715762468575156,white,red_pink,0.6139751957822508,0.16970732963996424,0.20186891721755137,True
2372,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.6212213278461818,yellow_orange,red_pink,0.7596218495897739,0.5894193601697738,0.03180196767640797,True
2373,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.48241371766808205,yellow_orange,red_pink,0.5000025374567945,0.25718875353722137,0.22522496413086068,True
2378,Sparaxis tricolor,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.591506603931058,yellow_orange,red_pink,0.4430104594648358,0.46809222250850707,0.12341438142255096,True
2522,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.417480450414782,red_pink,blue_purple,0.4327236747639063,0.29995892349309744,0.11752152692168455,True
2529,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.49731343924022303,white,blue_purple,0.5852166966200149,0.3437307895139464,0.1535826497262766,True
2538,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.4260089950171643,white,yellow_orange,0.6349063630264258,0.22072131417873836,0.20528768083842597,True
2542,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4756328926512779,white,blue_purple,0.4970426182741984,0.20184886287050274,0.27378402978077515,True
2553,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4348320039468344,red_pink,blue_purple,0.47318803584231534,0.29708311200918636,0.13774889193764805,True
2561,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.45236325808161576,white,blue_purple,0.5138783544737674,0.164954983764465,0.28740827431715077,True
2577,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.522698595652648,white,yellow_orange,0.5140779281340498,0.33720065726598314,0.18549793838666484,True
2579,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.5188642675993426,white,blue_purple,0.576235546234986,0.3666006479086615,0.15226361969068108,True
2586,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.4956187592225524,white,blue_purple,0.5782460193161176,0.3347986308852262,0.16082012833732617,True
2587,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.5174629756860297,white,blue_purple,0.5641499736752491,0.35375688161809654,0.16370609406793318,True
2597,Triteleia laxa,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.49786528206614156,white,blue_purple,0.6167656644822767,0.3709479763793893,0.12691730568675225,True
2715,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.45748551208670896,white,yellow_orange,0.4980035165195641,0.22681671412619145,0.2306687979605175,True
2721,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.41582916434109357,red_pink,blue_purple,0.6303544103003239,0.3337495871116442,0.08207957722944936,True
2728,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5677317180434757,white,red_pink,0.5724291626306988,0.43389540743804295,0.13383631060543272,True
2732,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.550030137071143,white,red_pink,0.4301679837572179,0.4084673631513584,0.1415627739197846,True
2749,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.32111048659940017,white,red_pink,0.8221789380592871,0.28271134946636467,0.0383991371330355,False
2787,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4180679736682244,white,red_pink,0.5912049566389679,0.22856423001426773,0.18950374365395667,True
2788,Asclepias californica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.46173207117905185,white,red_pink,0.5067516790375042,0.18653792632379695,0.2751941448552549,True
2832,Heuchera micrantha,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5756072582087076,white,yellow_orange,0.30828386319639844,0.4864781147695875,0.0891291434391201,True
2900,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5070205503027164,yellow_orange,red_pink,0.7336155030760158,0.458025865330679,0.048994684972037406,True
2952,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.5437203656239036,yellow_orange,red_pink,0.7704463219076587,0.5104120538752379,0.033308311748665664,True
2962,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.38949796114967355,white,red_pink,0.6674558984035649,0.26574344893328306,0.1237545122163905,True
2979,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3359954776101929,white,red_pink,0.6565847920218023,0.1625284600428229,0.17346701756736999,True
2988,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4422885554970392,white,red_pink,0.6871386438332054,0.35191628390793606,0.09037227158910316,True
2998,Passiflora mixta,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4048584416636616,white,red_pink,0.5780238618400179,0.18259649844492112,0.22226194321874046,True
3301,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3647613874418187,white,red_pink,0.6567433973579638,0.21599367909736852,0.14876770834445016,True
3323,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.47279742412785397,white,red_pink,0.544707252569199,0.2674636221285538,0.20533380199930018,True
3336,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5401942905663224,white,red_pink,0.4892444030131401,0.34101952451030987,0.19917476605601253,True
3346,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5065741091930367,white,red_pink,0.4588097501957204,0.31978011623258484,0.18679399296045185,True
3354,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4266021381791742,yellow_orange,red_pink,0.8320259548637429,0.40396674809591754,0.022635390083256657,False
3369,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.33041764541062235,white,red_pink,0.7172828197017136,0.2248694833039034,0.10554816210671894,True
3371,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3694592166929191,white,red_pink,0.6474676555449046,0.21300239105029192,0.15645682564262717,True
3380,Antennaria dioica,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.6197639248505896,white,red_pink,0.5265009305236726,0.4687293447482716,0.15103458010231802,True
3468,Physalis peruviana,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4703411968987255,white,yellow_orange,0.4598891346692783,0.10276172179731093,0.3675794751014146,True
3664,Calochortus leichtlinii,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4530303589057825,white,yellow_orange,0.2801615318425009,0.35645013849719726,0.09658022040858527,True
3831,Artemisia vulgaris,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.6043385450279948,white,yellow_orange,0.3387308109779157,0.5009397868067528,0.103398758221242,True
3834,Artemisia vulgaris,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.43100415116683494,red_pink,blue_purple,0.38487750899581047,0.3450572322398232,0.08594691892701173,True
3839,Artemisia vulgaris,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.47564474118820654,white,yellow_orange,0.46062217218924634,0.1220858358540803,0.35355890533412626,True
3854,Artemisia vulgaris,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4290938900854241,white,yellow_orange,0.3616008167324273,0.23212920456372169,0.1969646855217024,True
3871,Artemisia vulgaris,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.5748960536961181,white,yellow_orange,0.3083478184115994,0.485595955799161,0.08930009789695709,True
4005,Barbarea orthoceras,mixed_uncertain,not_evaluable_ambiguous_palette_composition,yellow_orange,0.4946916300686827,white,yellow_orange,0.5228958349955755,0.13413581761808813,0.3605558124505946,True
4220,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,blue_purple,0.501783737600478,white,blue_purple,0.592156303891137,0.35623469656856876,0.14554904103190924,True
4223,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,white,0.4646102501335095,white,yellow_orange,0.4506585083985256,0.11650524162841058,0.3481050085050989,True
4234,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.45360994724483045,white,red_pink,0.5446267805067344,0.23174907291105312,0.22186087433377732,True
4241,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.3415475213931363,white,red_pink,0.7177783831842348,0.2413513247776271,0.10019619661550921,True
4246,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.4150393195372561,white,red_pink,0.6521193191159116,0.2889923855343201,0.12604693400293598,True
4247,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.40341470098016025,white,red_pink,0.5751227640118,0.1742786376797746,0.22913606330038563,True
4249,Geranium molle,mixed_uncertain,not_evaluable_ambiguous_palette_composition,red_pink,0.47623295550472033,white,red_pink,0.5265875625705854,0.24991569826064405,0.22631725724407628,True
