species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped
Senegalia berlandieri,Senegalia,Fabaceae,71,0.177742511406467,0.0985915492957746,810.0331853225607,6.698308972294973,810.0331853225607,6.698308972294973,28.065485353409,28.065485353409,,
Senna artemisioides,Senna,Fabaceae,75,0.0,0.0,16657.130394143085,9.72065368818365,16657.130394143085,9.72065368818365,-17.644663548558,17.644663548558,mixed,mixed
Senna hebecarpa,Senna,Fabaceae,47,0.25350837483024,0.1489361702127659,2039.2993660950992,7.620851824157648,2039.2993660951,7.620851824157648,40.424208563527,40.424208563527,,
Sericocarpus linifolius,Sericocarpus,Asteraceae,52,0.0,0.0,2081.09508482,7.641129918074437,2081.09508482,7.641129918074437,34.916553945606005,34.916553945606005,,
Sesbania drummondii,Sesbania,,44,0.1652892561983472,0.0909090909090909,1633.12973529918,7.398865669636063,1633.12973529918,7.398865669636063,29.93807640204,29.93807640204,,
Sidalcea candida,Sidalcea,Malvaceae,53,0.1395514417942327,0.0754716981132075,7537.7388892178915,8.927810190941248,7537.7388892178915,8.927810190941248,38.288819956917,38.288819956917,,
Sideranthus spinulosus,Sideranthus,Asteraceae,86,0.0673336938885882,0.0348837209302325,3782.3776162454215,8.238372438907412,3782.3776162454215,8.238372438907412,37.049859823354,37.049859823354,,
Sisymbrium irio,Sisymbrium,Brassicaceae,65,0.0880473372781063,0.0461538461538461,18435.126975447223,9.822067441180929,18608.55056093274,9.831430198938047,26.750623912578,26.750623912578,mixed,mixed
Sixalix atropurpurea,Sixalix,Caprifoliaceae,49,0.2573927530195752,0.0612244897959183,19771.92362139673,9.892068786940737,19725.60966881515,9.889723747901137,18.303851425552,18.303851425552,,
Solanum crispum,Solanum,,51,0.5428681276432141,0.392156862745098,19155.42538855468,9.860393467759824,19155.42538855468,9.860393467759824,-29.476354717116,29.476354717116,,
Solanum elaeagnifolium,Solanum,Solanaceae,53,0.5475258098967605,0.3584905660377358,17740.43539078479,9.783658165261388,16720.31735927457,9.724439672965266,17.4887634132,17.4887634132,,
Solanum furcatum,Solanum,Solanaceae,48,0.2543402777777778,0.125,12822.839530730887,9.459061181011698,12822.839530730887,9.459061181011698,-6.896616141531,6.896616141531,,
Solanum laxum,Solanum,Solanaceae,48,0.1918402777777776,0.0625,19894.83964963936,9.898265926023711,19894.83964963936,9.898265926023711,-8.063599980966,8.063599980966,mixed,mixed
Solanum lycopersicum,Solanum,Solanaceae,46,0.5094517958412098,0.2391304347826087,19973.432417039363,9.902208355564406,19973.432417039363,9.902208355564406,20.557815725273,20.557815725273,mixed,mixed
Solanum pseudocapsicum,Solanum,Solanaceae,54,0.5102880658436215,0.3703703703703703,19944.545014669384,9.9007610898458,19944.545014669384,9.9007610898458,-7.148844277052001,7.148844277052001,mixed,mixed
Solidago ptarmicoides,Solidago,Asteraceae,78,0.1199868507560815,0.0641025641025641,2698.149890123136,7.900692146905068,2461.309322416286,7.8088549375268865,45.165637020093,45.165637020093,,
Solidago uliginosa,Solidago,Asteraceae,50,0.1472,0.08,2745.2961247985777,7.918008419114835,2745.2961247985777,7.918008419114835,46.089203972326,46.089203972326,,
Solidago virgaurea,Solidago,Asteraceae,63,0.0,0.0,10331.3915828026,9.243039053497796,6513.135852693294,8.781729841113531,53.632049756647,53.632049756647,mixed,mixed
Sparaxis tricolor,Sparaxis,Iridaceae,52,0.5776627218934911,0.4038461538461538,19875.213389254623,9.897278988690674,19861.90344172038,9.896609122367847,5.291837247905001,5.291837247905001,,
Sphaeralcea ambigua,Sphaeralcea,Malvaceae,52,0.3224852071005917,0.1538461538461538,2090.3720265720294,7.645575601619375,1190.707395243003,7.083142343702246,35.319845735445,35.319845735445,,
Sphaeralcea coccinea,Sphaeralcea,Malvaceae,57,0.193290243151739,0.0701754385964912,2978.212351262041,7.999414232905934,2493.266455616193,7.821749959192398,42.172135426849,42.172135426849,,
Stachys palustris,Stachys,Lamiaceae,43,0.6479177934018389,0.3023255813953488,19580.16574011847,9.88232345160122,17811.26832031625,9.787642730347685,49.83600568720001,49.83600568720001,mixed,mixed
Stevia serrata,Stevia,Asteraceae,68,0.0575259515570933,0.0147058823529411,4824.246989254002,8.481617201945644,4824.246989254002,8.481617201945644,21.353467066063,21.353467066063,,
Streptosolen jamesonii,Streptosolen,Solanaceae,60,0.0649999999999999,0.0166666666666666,18173.445260138105,9.807771779797704,18173.445260138105,9.807771779797704,1.2059725696769998,1.2059725696769998,birds,other_animal
Stypandra glauca,Stypandra,Asphodelaceae,57,0.2505386272699291,0.087719298245614,3687.898033966693,8.213083056652644,3687.898033966693,8.213083056652644,-34.106223322532,34.106223322532,mixed,mixed
Symphyotrichum puniceum,Symphyotrichum,Asteraceae,62,0.2325702393340271,0.0806451612903225,3432.754954550813,8.141409680306387,3724.242840980992,8.222887320898403,44.418778785978,44.418778785978,,
Symphyotrichum subulatum,Symphyotrichum,Asteraceae,68,0.1379757785467126,0.0588235294117647,19948.595222508087,9.90096413251358,19763.406323146504,9.891637938504894,14.763749859217,14.763749859217,mixed,mixed
Symphytum officinale,Symphytum,Boraginaceae,46,0.5189035916824196,0.217391304347826,10987.123668588078,9.304570302028791,9943.462771841396,9.204771169903491,48.724441988518,48.724441988518,mixed,mixed
Symplocos tinctoria,Symplocos,Symplocaceae,45,0.5175308641975309,0.4444444444444444,1943.9461218520305,7.572989554821586,1943.9461218520305,7.572989554821586,33.056780003728,33.056780003728,,
Talinum fruticosum,Talinum,,48,0.3541666666666666,0.125,19687.07078164572,9.887768187231318,19687.07078164572,9.887768187231318,2.053298072656,2.053298072656,,
Talinum paniculatum,Talinum,Talinaceae,45,0.422716049382716,0.2666666666666666,19796.700051831136,9.89332105093722,19796.700051831136,9.89332105093722,3.116765960087,3.116765960087,mixed,mixed
Tanacetum vulgare,Tanacetum,Asteraceae,85,0.0232525951557092,0.0117647058823529,10320.617117756125,9.241995724216778,9622.352170395754,9.1719479414233,50.136693105525,50.136693105525,mixed,mixed
Taraxacum erythrospermum,Taraxacum,Asteraceae,75,0.231111111111111,0.1333333333333333,11917.237691531674,9.38582508501908,11917.237691531674,9.38582508501908,41.265041651209,41.265041651209,,
Telekia speciosa,Telekia,Asteraceae,62,0.0317377731529655,0.0161290322580645,10065.737333833727,9.216991934587467,10065.737333833727,9.216991934587467,49.807720347857,49.807720347857,mixed,mixed
Tetratheca thymifolia,Tetratheca,Elaeocarpaceae,48,0.5590277777777778,0.375,1308.937534386297,7.177734731383712,1308.937534386297,7.177734731383712,-33.988404057678,33.988404057678,mixed,mixed
Thysanocarpus curvipes,Thysanocarpus,Brassicaceae,59,0.2585463947141626,0.1525423728813559,2151.166103034718,7.674230103728088,2151.166103034718,7.674230103728088,36.896644139416,36.896644139416,,
Tiarella stolonifera,Tiarella,Saxifragaceae,54,0.1049382716049383,0.0555555555555555,1861.5039186339832,7.529677054216056,1749.5391307017946,7.467679094159037,42.546020824088,42.546020824088,,
Tinantia erecta,Tinantia,Commelinaceae,45,0.5659259259259259,0.2444444444444444,8925.266631128496,9.0967535160324,8925.266631128496,9.0967535160324,15.01723073858,15.01723073858,,
Tithonia tubaeformis,Tithonia,Asteraceae,48,0.0807291666666665,0.0208333333333333,17540.25475539649,9.772310800163234,17540.25475539649,9.772310800163234,18.333226230762,18.333226230762,,
Trachymene composita,Trachymene,Araliaceae,60,0.1244444444444443,0.0666666666666666,1000.168021657868,6.908922619033411,1000.168021657868,6.908922619033411,-37.914669223601,37.914669223601,mixed,mixed
Tragopogon porrifolius,Tragopogon,,44,0.7076446280991735,0.2727272727272727,20008.54220485432,9.90396454899794,19944.853880439583,9.900776575177414,24.221818663256,24.221818663256,mixed,mixed
Trifolium incarnatum,Trifolium,Fabaceae,52,0.2714497041420118,0.0961538461538461,19878.878675383767,9.897463377344044,19772.464820678262,9.892096157292512,41.183941624606994,41.183941624606994,mixed,mixed
Trifolium repens,Trifolium,,72,0.0798611111111109,0.0416666666666666,19886.111672067986,9.897827146223747,19414.93090359153,9.873849188664606,32.672328167916,32.672328167916,mixed,mixed
Tripolium pannonicum,Tripolium,Asteraceae,70,0.1604081632653061,0.0428571428571428,10320.9843719094,9.242031304651084,5866.579111663976,8.677197410661805,50.925388878091,50.925388878091,mixed,mixed
Triteleia laxa,Triteleia,Asparagaceae,61,0.2956194571351787,0.180327868852459,799.1445926589637,6.684792452159977,845.6601560637325,6.741299381626402,38.244586984473,38.244586984473,,
Trixis inula,Trixis,Asteraceae,83,0.0,0.0,2253.3555277569385,7.720619414085458,2253.3555277569385,7.720619414085458,25.527121945324,25.527121945324,,
Trollius albiflorus,Trollius,Ranunculaceae,62,0.2003121748178979,0.1129032258064516,2282.674506182153,7.733541050192196,2282.674506182153,7.733541050192196,46.29735445765501,46.29735445765501,,
Turnera subulata,Turnera,Passifloraceae,60,0.3394444444444444,0.2166666666666666,19996.50968798734,9.903363029182785,19678.073480659783,9.887311090263216,-3.869195871968,3.869195871968,,
Verbascum thapsus,Verbascum,Scrophulariaceae,52,0.2921597633136095,0.1538461538461538,19798.57114275291,9.893415556991132,19188.084042107697,9.862096856862465,33.511930268883,33.511930268883,mixed,mixed
Verbena rigida,Verbena,,64,0.52978515625,0.484375,19774.42811888055,9.89219544190242,19668.30817948045,9.886814739411273,-2.397650613336,2.397650613336,mixed,mixed
Veronica cymbalaria,Veronica,Plantaginaceae,52,0.2921597633136095,0.1538461538461538,20001.911174059973,9.903633100646486,11985.433723684288,9.39153076622063,39.174482075987,39.174482075987,,
Veronica longifolia,Veronica,Plantaginaceae,43,0.4694429421308814,0.3255813953488372,9784.934523406731,9.18870138098331,9038.526271745744,9.109362048445158,54.65032859142401,54.65032859142401,mixed,mixed
Veronica officinalis,Veronica,Plantaginaceae,66,0.086776859504132,0.0454545454545454,19420.07487194742,9.874114089023593,17602.93963047293,9.775877998617725,48.34438533959701,48.34438533959701,mixed,mixed
Veronica polita,Veronica,Plantaginaceae,44,0.5423553719008264,0.3636363636363636,19583.512141079005,9.88249433596476,13525.29456040672,9.51239081524559,41.032019088485,41.032019088485,mixed,mixed
Veronica prostrata,Veronica,Plantaginaceae,73,0.3918183524113342,0.2465753424657534,5774.220989162239,8.661331801179449,5220.670464605299,8.560572642060139,49.83001542291501,49.83001542291501,mixed,mixed
Veronica spicata,Veronica,Plantaginaceae,51,0.3867743175701653,0.1568627450980392,6019.939781124623,8.702998635940363,5979.810182101371,8.696311319724577,52.754126131665,52.754126131665,mixed,mixed
Vicia lathyroides,Vicia,Fabaceae,42,0.5975056689342404,0.238095238095238,10779.20634646385,9.28546698588126,10779.20634646385,9.28546698588126,45.744900810521,45.744900810521,mixed,mixed
Viminaria juncea,Viminaria,Fabaceae,54,0.0363511659807955,0.0185185185185185,3739.512198177965,8.226977832416075,3739.512198177965,8.226977832416075,-33.831015839414,33.831015839414,mixed,mixed
Vincetoxicum hirundinaria,Vincetoxicum,Apocynaceae,62,0.297086368366285,0.1612903225806451,5058.201777984955,8.52896399845108,4767.076326001392,8.46969821658715,49.10116751274499,49.10116751274499,mixed,mixed
Viola blanda,Viola,Violaceae,50,0.0767999999999999,0.04,2198.643379303339,7.696050525890067,2198.6433793033384,7.696050525890066,40.473795735476,40.473795735476,,
Viola cucullata,Viola,Violaceae,60,0.3394444444444444,0.2166666666666666,3457.431904470728,8.148570558522161,2993.812417332711,8.004636876645755,42.730226738588,42.730226738588,,
Viola hirta,Viola,Violaceae,65,0.1675739644970415,0.0923076923076923,6439.181768088587,8.770312043558562,6439.462144028946,8.770355578018844,51.659567889375005,51.659567889375005,mixed,mixed
Viola lutea,Viola,Violaceae,71,0.5776631620710176,0.3943661971830985,2047.696142880994,7.624958841917998,2047.696142880994,7.624958841917998,49.554836762311,49.554836762311,,
Viola mirabilis,Viola,Violaceae,42,0.4886621315192743,0.3095238095238095,5283.971562230997,8.57262251744426,5283.971562230997,8.57262251744426,53.46728553052301,53.46728553052301,mixed,mixed
Viola pedunculata,Viola,Violaceae,73,0.0,0.0,806.899364021618,6.69443750128597,801.5336406512944,6.687773773940257,35.129153549308,35.129153549308,,
Viola rostrata,Viola,Violaceae,47,0.3349932095971026,0.2127659574468085,10744.63176055189,9.282254603118508,1693.7007424849478,7.435261451120991,40.18643443143,40.18643443143,,
Viola tricolor,Viola,Violaceae,55,0.5328925619834712,0.4545454545454545,19554.813515614365,9.88102788773644,19347.13168738875,9.870351140173009,50.501782369324,50.501782369324,mixed,mixed
Viscaria vulgaris,Viscaria,Caryophyllaceae,60,0.3166666666666667,0.1166666666666666,3928.3697861424153,8.276234332244107,3928.13840762506,8.276175446126864,53.203309476554,53.203309476554,mixed,mixed
Vitex agnus-castus,Vitex,Lamiaceae,52,0.4260355029585799,0.3076923076923077,13915.697029551911,9.54084462337272,13870.94042018564,9.537623404041785,35.736802050261,35.736802050261,,
Whipplea modesta,Whipplea,Hydrangeaceae,62,0.0317377731529655,0.0161290322580645,1377.3668768731548,7.228654654798145,1377.366876873151,7.2286546547981425,40.909855955486,40.909855955486,,
Wyethia angustifolia,Wyethia,Asteraceae,64,0.11865234375,0.046875,1149.2811047339712,7.047761630386081,989.8526797710324,6.898565865126931,39.722834353653,39.722834353653,,
Zanthoxylum americanum,Zanthoxylum,Rutaceae,56,0.1913265306122449,0.1071428571428571,2279.668790089411,7.732224007922534,2279.668790089411,7.732224007922534,42.722391446222,42.722391446222,,
Zephyranthes atamasco,Zephyranthes,Amaryllidaceae,50,0.3271999999999999,0.18,3151.519805632912,8.055957350335728,3151.519805632912,8.055957350335728,33.091930412199,33.091930412199,,
