species_prefix,rows,classifiable,classifiable_fraction,cosine_to_full,l1_to_full,p_white,p_yellow_orange,p_red_pink,p_blue_purple
500,500,213,0.426,0.9971525292393648,0.07453741611322955,0.431924882629108,0.37089201877934275,0.11737089201877934,0.07981220657276995
1000,1000,431,0.431,0.9984690416695391,0.04990014414893232,0.4408352668213457,0.3642691415313225,0.11136890951276102,0.08352668213457076
2000,2000,868,0.434,0.9995774765452676,0.029125612427340755,0.45852534562211983,0.35714285714285715,0.10714285714285714,0.0771889400921659
5000,5000,2189,0.4378,0.9999042709721828,0.015999852285904073,0.46185472818638645,0.33851073549566013,0.10918227501142073,0.09045226130653267
10000,10000,4376,0.4376,0.9997689646503503,0.0239519862313501,0.45612431444241314,0.34026508226691043,0.10991773308957953,0.09369287020109689
20000,20000,8724,0.4362,0.9999233643799573,0.012834644943597498,0.4607977991746905,0.34124254928931685,0.10832187070151307,0.0896377808344796
30000,30000,13121,0.4373666666666667,0.9999847995397064,0.005803142684460846,0.46360795671061655,0.3428092371008307,0.10768996265528542,0.08589284353326729
42111,42111,18457,0.4382940324380803,0.9999999999999999,0.0,0.46578533889581186,0.34258005092918675,0.10841415181232053,0.08322045836268083
