inat_taxon_id,species,D,second_fraction,primary_second_ge_0_10,rho_primary,log1p_span_reserve,n_classifiable,genus
75326,Aliciella latifolia,0.2790697674418604,0.1395348837209302,True,0.1943219603721363,6.707592920517061,43,Aliciella
75371,Allium vineale,0.4773242630385487,0.1904761904761904,True,0.0381561960010686,9.880577042529733,42,Allium
75427,Amsonia tomentosa,0.0,0.0,False,0.0061232676043472,6.733076043516466,63,Amsonia
75469,Antennaria racemosa,0.2423668639053254,0.123076923076923,True,-0.0360473581463465,7.45050795129486,65,Antennaria
75573,Arnica latifolia,0.029405212742259,0.0149253731343283,False,-0.1307011825245718,7.849453092835541,67,Arnica
75602,Asclepias curassavica,0.21875,0.125,True,0.2107209422641225,9.891505584402845,48,Asclepias
75615,Astragalus agrestis,0.5246876859012493,0.3170731707317073,True,0.0476673421149224,9.232546036722544,41,Astragalus
75756,Berberis nervosa,0.1680384087791495,0.0925925925925925,False,0.0613718256988881,7.226548572806366,54,Berberis
75766,Bidens laevis,0.0,0.0,False,-0.0530098751008058,9.279726153797093,62,Bidens
75956,Calycoseris wrightii,0.0917107583774251,0.0317460317460317,False,-0.0530971150131862,7.058219112163631,63,Calycoseris
76006,Carduus acanthoides,0.333243751679656,0.1311475409836065,True,-0.0059197307317625,9.89202627814045,61,Carduus
76358,Cirsium undulatum,0.4822485207100592,0.1538461538461538,True,0.0478608771155861,8.029627051037131,52,Cirsium
76563,Cyclospermum leptophyllum,0.3140987507436049,0.1951219512195122,True,0.1395050021487047,9.890496359223548,41,Cyclospermum
76630,Delphinium nuttallianum,0.1659259259259259,0.0444444444444444,False,0.0446393804311728,7.570605777509191,45,Delphinium
76897,Erigeron annuus,0.0,0.0,False,0.0029873026474539,9.490976998835976,80,Erigeron
77069,Erysimum concinnum,0.1031404958677686,0.0545454545454545,False,-0.048005047481926,5.517042957029331,55,Erysimum
77206,Galium mollugo,0.2002314814814815,0.0972222222222222,False,0.1398306084575069,9.223291365937403,72,Galium
77281,Glebionis segetum,0.0,0.0,False,-0.0569092191164483,9.901119430046162,79,Glebionis
77305,Grindelia squarrosa,0.0,0.0,False,0.0835332496826941,9.27228805829782,71,Grindelia
77403,Heuchera cylindrica,0.3199999999999998,0.2,True,0.0274428394035291,7.211471443329851,55,Heuchera
77616,Lactuca biennis,0.3487499999999999,0.225,True,0.0736384861977291,8.451642607382407,40,Lactuca
77672,Lepidium perfoliatum,0.2565289256198347,0.109090909090909,True,0.0050764526195593,9.773787807991942,55,Lepidium
77778,Linaria purpurea,0.3760092272202999,0.196078431372549,True,-0.0075763182051214,9.876201726504853,51,Linaria
77830,Lomatium triternatum,0.0635633270321363,0.0217391304347826,False,-0.0153740272480809,7.3848768672200205,92,Lomatium
77838,Lotus tenuis,0.0273919753086417,0.0138888888888888,False,0.0271535806406656,9.88394688082059,72,Lotus
77960,Marah oregana,0.1026785714285714,0.0357142857142857,False,-0.0290880157610578,7.149304518405594,56,Marah
78245,Oenothera primiveris,0.1120242214532871,0.0441176470588235,False,0.0245957748590071,7.0760509285076525,68,Oenothera
78283,Ornithopus pinnatus,0.0,0.0,False,0.0741015548058891,9.893690620684232,59,Ornithopus
78333,Palafoxia arida,0.1219281663516067,0.0652173913043478,False,-0.0231674951378929,7.206948074390382,46,Palafoxia
78346,Papaver somniferum,0.6144000000000001,0.36,True,-0.0416958726826613,9.901287225040067,50,Papaver
78399,Penstemon davidsonii,0.2176,0.08,False,-0.0512683115660619,7.442922511499956,50,Penstemon
78451,Persicaria capitata,0.3326124567474048,0.1911764705882352,True,0.0313400459883474,9.897292019495525,68,Persicaria
78824,Ranunculus glaberrimus,0.0273919753086417,0.0138888888888888,False,0.0420037284102282,7.428826762205643,72,Ranunculus
78847,Rhododendron columbianum,0.0392000000000001,0.02,False,0.0092653831516293,7.415446428010836,50,Rhododendron
78872,Romanzoffia sitchensis,0.1138659320477502,0.0606060606060606,False,0.0702864320723301,7.894866755937316,66,Romanzoffia
78886,Rosa rubiginosa,0.673913043478261,0.3478260869565217,True,0.122164855004818,9.882345957918162,46,Rosa
78887,Rosa woodsii,0.546639231824417,0.2037037037037037,True,0.0135027697903211,8.017840298799754,54,Rosa
78955,Salsola australis,0.2962500000000001,0.15,True,-0.0552052069182212,9.628922147913128,40,Salsola
79095,Sidalcea sparsifolia,0.5036982248520709,0.1538461538461538,True,-0.0371920854400758,6.051311002702191,52,Sidalcea
79313,Tagetes minuta,0.48,0.4,True,-0.020030635418931,9.8942114005613,50,Tagetes
79499,Viburnum edule,0.0917107583774251,0.0317460317460317,False,0.1158899533262932,8.695499737330396,63,Viburnum
82688,Erica arborea,0.1420118343195264,0.0769230769230769,False,-0.0638763581464273,9.899554270564405,52,Erica
82741,Lathyrus clymenum,0.2016528925619835,0.0545454545454545,False,0.1006495760095394,8.5110868989016,55,Lathyrus
82853,Cydonia oblonga,0.0338882282996433,0.0172413793103448,False,0.0288024150065814,9.825543279457857,58,Cydonia
82861,Anemone palmata,0.22840790842872,0.1129032258064516,True,-0.0267673283884578,7.3801631688007365,62,Anemone
83362,Phyllota phylicoides,0.0392000000000001,0.02,False,0.0660067224279597,7.249293544439295,50,Phyllota
84281,Clinopodium vulgare,0.6454081632653061,0.3928571428571428,True,0.0781848728363295,9.898450559207618,56,Clinopodium
84344,Centaurea scabiosa,0.6802721088435375,0.3809523809523809,True,-0.0243254006476318,9.180657608341741,42,Centaurea
84510,Filipendula rubra,0.643664485425342,0.2439024390243902,True,0.0379132113664186,7.591575888980009,41,Filipendula
84666,Sabatia angularis,0.50439453125,0.28125,True,0.0044844129167701,7.6271684337496755,64,Sabatia
84668,Sabatia campestris,0.3455621301775146,0.0923076923076923,False,8.096580657849279e-05,6.942614259942758,65,Sabatia
84732,Erigeron speciosus,0.4653835104854926,0.2033898305084746,True,-0.018139374104789,9.162518163341604,59,Erigeron
85027,Lilium martagon,0.548907388137357,0.2580645161290322,True,0.027577562737314,9.194658567307675,62,Lilium
85331,Ratibida pinnata,0.075355632449058,0.0392156862745098,False,-0.0146922490428742,7.805784446057096,51,Ratibida
117309,Erigenia bulbosa,0.0,0.0,False,0.0149486509580834,7.405851026798069,63,Erigenia
118571,Ceanothus fendleri,0.1011080332409972,0.0263157894736842,False,0.0712196394885756,7.48971994779615,76,Ceanothus
119795,Zizia aptera,0.0,0.0,False,0.0061732675511317,8.292086869377203,77,Zizia
119810,Lysimachia lanceolata,0.0570934256055364,0.0294117647058823,False,-0.0066866198459227,7.657449030577724,68,Lysimachia
120008,Ludwigia decurrens,0.1089795918367346,0.0428571428571428,False,0.1156109634886007,9.761471560365862,70,Ludwigia
120917,Calotropis procera,0.2256515775034293,0.1296296296296296,True,0.016646487042012,9.888106299174039,54,Calotropis
121635,Ptilotus exaltatus,0.0807291666666665,0.0208333333333333,False,0.0375012953161885,8.193625293159727,48,Ptilotus
121785,Tradescantia occidentalis,0.2354528588294823,0.0779220779220779,False,0.0561550164789334,7.842181108204734,77,Tradescantia
122587,Monarda citriodora,0.5375878853434289,0.3023255813953488,True,0.0395867127366131,8.270390062135107,43,Monarda
124817,Ranunculus auricomus,0.0,0.0,False,0.0297655021210676,8.389721755990495,73,Ranunculus
125103,Houstonia micrantha,0.0522666666666664,0.0133333333333333,False,0.0156205463612422,7.648154647823154,75,Houstonia
125380,Asclepias purpurascens,0.3399999999999998,0.1,True,-0.0228496553596968,7.584818005464716,50,Asclepias
125675,Glandularia bipinnatifida,0.5093877551020408,0.1714285714285714,True,0.1509351343575758,8.012891758093758,70,Glandularia
125902,Cardamine douglassii,0.0322493953238376,0.0163934426229508,False,-0.0346917373710475,7.375446044995562,61,Cardamine
126369,Anemone virginiana,0.2659279778393353,0.1578947368421052,True,-0.0064956313477491,8.12938801107408,57,Anemone
126484,Salvia misella,0.5425347222222223,0.2916666666666667,True,-0.0820751862359721,9.78339000642819,48,Salvia
126617,Xyris ambigua,0.1608996539792389,0.088235294117647,False,-0.0293247995258925,7.503642943115073,68,Xyris
126633,Ruellia simplex,0.3985890652557319,0.2063492063492063,True,0.0203330646255639,9.899624210933007,63,Ruellia
126702,Stellaria pubera,0.0312421264802218,0.0158730158730158,False,-0.0543468539739641,7.221772677202613,63,Stellaria
126869,Ipomoea quamoclit,0.2034339229968782,0.0967741935483871,False,0.0174668517873458,9.8974720387586,62,Ipomoea
126887,Berberis aquifolium,0.0,0.0,False,0.0525212152516519,9.319294936087411,62,Berberis
126892,Senecio viscosus,0.1398975272889284,0.0597014925373134,False,0.0336043627461808,9.15493477068591,67,Senecio
126980,Plumbago zeylanica,0.0665873959571936,0.0344827586206896,False,0.008645736082151,9.895736306294967,58,Plumbago
127010,Nandina domestica,0.2975206611570247,0.1818181818181818,True,-0.0102708633589505,9.876310476414316,44,Nandina
127037,Vernonia gigantea,0.5169760072430964,0.4468085106382978,True,0.0639821700429134,7.702588856634951,47,Vernonia
127059,Conradina canescens,0.0281632653061223,0.0142857142857142,False,0.0067724677701547,5.802452790753101,70,Conradina
127270,Borrichia frutescens,0.0249959942316935,0.0126582278481012,False,0.0117185112721666,8.14914221104896,79,Borrichia
127279,Canna flaccida,0.1371742112482852,0.074074074074074,False,0.1410319017231807,9.514570996267665,54,Canna
127345,Vicia sepium,0.4661979448350459,0.2790697674418604,True,0.0272814160516363,9.135942538462869,43,Vicia
127899,Portulaca amilis,0.0785244704163623,0.027027027027027,False,-0.0299276155788328,9.423143091186335,74,Portulaca
128038,Corydalis flavula,0.0370238519045924,0.0188679245283018,False,0.017824614662871,7.563086688155761,53,Corydalis
128076,Hypericum tetrapetalum,0.0828571428571427,0.0285714285714285,False,-0.0202284111812414,6.664478201630797,70,Hypericum
128652,Salvia coccinea,0.1721536351165981,0.0555555555555555,False,-0.0235108010642953,9.796455613939997,54,Salvia
128715,Thalictrum pubescens,0.0547510414600276,0.028169014084507,False,0.1378630891467156,7.807589647425003,71,Thalictrum
129036,Thunbergia grandiflora,0.3796646836127637,0.1627906976744186,True,0.0367819860776379,9.90152508119831,43,Thunbergia
129098,Pedicularis sylvatica,0.510410469958358,0.3414634146341463,True,0.0577385618055829,7.998528443178383,41,Pedicularis
129347,Ilex glabra,0.0677131425053862,0.0350877192982456,False,-0.0011680613523333,7.923508152054661,57,Ilex
129361,Viola hastata,0.0317377731529655,0.0161290322580645,False,0.1159663799259377,7.1777081775617155,62,Viola
129446,Honckenya peploides,0.4763705103969753,0.391304347826087,True,0.0621040517432746,9.224398855673371,46,Honckenya
130545,Bistorta vivipara,0.170879316482734,0.0943396226415094,False,0.0371436981689549,9.449625963039045,53,Bistorta
130869,Gomphrena serrata,0.2030738221214412,0.0793650793650793,False,-0.0320323485081453,9.860408231232231,63,Gomphrena
131140,Gentiana clusii,0.1009541397353033,0.0350877192982456,False,-0.1472414151743702,7.443784844879947,57,Gentiana
131153,Erigeron quercifolius,0.0746219592373438,0.0256410256410256,False,0.1623615687714987,7.245757806253971,78,Erigeron
131637,Rhexia alifanus,0.4019753086419754,0.2444444444444444,True,-0.0297754274483155,7.36574451925283,45,Rhexia
132855,Rubus pubescens,0.0992865636147443,0.0344827586206896,False,0.0417098650965249,8.519806409784934,58,Rubus
133005,Actaea spicata,0.1189216427311665,0.0634920634920634,False,0.0448948729713619,9.200179654273253,63,Actaea
133031,Chrysosplenium alternifolium,0.1014030612244898,0.0535714285714285,False,0.0065216094012027,8.36155140711171,56,Chrysosplenium
133064,Linum alpinum,0.5439053254437869,0.4769230769230769,True,0.000671972055922,7.618289655855686,65,Linum
133294,Portulaca pilosa,0.059228650137741,0.0151515151515151,False,-0.0501782248436906,9.874345321323323,66,Portulaca
133350,Impatiens balsamina,0.436381960191484,0.2222222222222222,True,0.0373333015358715,9.901503883214431,63,Impatiens
133488,Hippocrepis comosa,0.0,0.0,False,0.0833995062370828,7.730588528188243,70,Hippocrepis
133665,Voyria aphylla,0.068877551020408,0.0357142857142857,False,0.0023094584383893,8.91553918304275,56,Voyria
136384,Verbesina occidentalis,0.0377218934911243,0.0192307692307692,False,-0.0005133020546466,7.517816455277229,52,Verbesina
142279,Symphyotrichum pilosum,0.0673336938885882,0.0348837209302325,False,-0.0029882054720712,9.372793253327828,86,Symphyotrichum
142283,Megaskepasma erythrochlamys,0.0928019036287923,0.048780487804878,False,0.0614016525249108,9.895628082558128,41,Megaskepasma
142979,Vernonia noveboracensis,0.4767397154940407,0.2745098039215686,True,-0.033787255919971,7.568288370110408,51,Vernonia
143356,Kennedia prostrata,0.06103515625,0.015625,False,-0.0494979648645265,8.134521176465359,64,Kennedia
143359,Drosera macrantha,0.3702385190459237,0.2452830188679245,True,0.0077948957704671,6.740334859135522,53,Drosera
146622,Loeselia mexicana,0.0966666666666666,0.0166666666666666,False,0.0399168007282538,7.422806005616979,60,Loeselia
152133,Elephantopus tomentosus,0.1087278106508875,0.0576923076923076,False,-0.0085047204404619,9.535092621571,52,Elephantopus
153953,Salvia tiliifolia,0.4296,0.22,True,0.0542569458452222,9.75722210240242,50,Salvia
154224,Lysimachia nemorum,0.060546875,0.03125,False,0.1076439114751438,7.926365510428248,64,Lysimachia
154543,Cunila origanoides,0.2265625,0.0833333333333333,False,-0.0087911105181915,7.577248244967331,48,Cunila
157838,Abutilon fruticosum,0.2114571318723568,0.0980392156862745,False,-0.0750423141346841,9.624954526958932,51,Abutilon
158043,Aethusa cynapium,0.0270219553387127,0.0136986301369863,False,0.0338241799737196,9.12308278940772,73,Aethusa
158194,Allium scorodoprasum,0.6304,0.24,True,-0.0077950658240457,9.020743047500593,50,Allium
158459,Aquilegia brevistyla,0.4400181077410593,0.2553191489361702,True,0.073895108265796,8.1903627919699,47,Aquilegia
159273,Blephilia ciliata,0.1104809913883638,0.0434782608695652,False,0.207063755143692,7.256716458087243,69,Blephilia
159601,Bunias orientalis,0.026661796932067,0.0135135135135135,False,0.0108869909850807,8.679789727632533,74,Bunias
159699,Calopogon barbatus,0.5649382716049383,0.3777777777777777,True,-0.0395547611192153,6.691834870349455,45,Calopogon
159727,Calystegia spithamaea,0.1238185255198487,0.0434782608695652,False,-0.0615241900916089,7.562110851350097,46,Calystegia
160297,Centratherum punctatum,0.5207939508506616,0.1739130434782608,True,-0.0502471343359409,9.89312313953728,46,Centratherum
160757,Clinopodium gracile,0.3168854685378,0.1702127659574468,True,0.0209207809784256,9.690598168276054,47,Clinopodium
161657,Delphinium bicolor,0.1484044598231451,0.0392156862745098,False,-0.0308439864974202,7.103062542011471,51,Delphinium
161947,Diplacus puniceus,0.3513313609467455,0.1538461538461538,True,-0.0669441994097593,5.7776569114474245,52,Diplacus
162093,Drosera brevifolia,0.0,0.0,False,0.0587152009553585,9.077074959061635,57,Drosera
162431,Erica tetralix,0.6364014993752602,0.4081632653061224,True,0.1303746544623742,7.962472085357148,49,Erica
163075,Frasera fastigiata,0.41125,0.25,True,-0.015112779606804,5.422916890404518,40,Frasera
