analysis_label,backbone,scenario,estimator,n_species,n_within,n_among,species_present_in_backbone,species_bound_to_backbone,species_failed_to_bind,branch_lengths_replaced,root_age_backbone_units,estimate,std_error,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high,p_value,alpha,log_likelihood,status
baseline_primary_occurrences,GBOTB.extended.LCVP,S1,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-0.767887346174748,0.495664596325721,0.463992288653725,0.175627508631536,1.22582644147048,0.121331829641212,0.0169751875985024,-19.700762113225,complete
baseline_primary_occurrences,GBOTB.extended.LCVP,S2,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-0.765811600468783,0.494950993223945,0.464956418952983,0.176238771488173,1.22665670953165,0.121803618098427,0.0170015599527002,-19.6971848616618,complete
baseline_primary_occurrences,GBOTB.extended.LCVP,S3,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-0.767887346216048,0.495664596342374,0.463992288634562,0.17562750861855,1.22582644145986,0.121331829633697,0.0169751875923995,-19.7007621167373,complete
baseline_paginated_quality_filtered,GBOTB.extended.LCVP,S1,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-1.00560987088162,0.552942230026832,0.365821462899815,0.12376426125183,1.08129230009186,0.0689644346569714,0.0157217138053004,-18.218224083991,complete
baseline_paginated_quality_filtered,GBOTB.extended.LCVP,S2,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-0.987444648221247,0.543179774814558,0.372527414379365,0.12846779779652,1.08024483056823,0.0690799430375879,0.0162206933949997,-18.1609488047163,complete
baseline_paginated_quality_filtered,GBOTB.extended.LCVP,S3,phylolm::phyloglm logistic_MPLE,34,20,14,28,6,0,0,137.6941230003,-1.00560987121948,0.552942230261407,0.36582146277622,0.123764261153112,1.08129230022368,0.0689644346814752,0.0157217138037571,-18.2182240865977,complete
