scale_km,cell_id,latitude,longitude,bio1,bio4,bio12,bio15,realm,biome,ecoregion,dominant_eco_id
250,0,-79.85820663432013,-178.59375,-34.8612641106873,1091.2023516612035,86.929673790868,99.51389094339355,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,1,-79.85820663432013,-175.78125,-32.78982446499948,1083.4721795428898,98.8482562520591,99.88029238480597,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,2,-79.85820663432013,-172.96875,-34.371822446162476,1066.5305625847757,102.43481958096396,99.74928569247595,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,3,-79.85820663432013,-170.15625,-30.012485179420363,1064.1604065294528,121.0463569795561,92.2138542937477,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,4,-79.85820663432013,-167.34375,-29.890389493561145,1066.1403511921612,127.88887238954615,90.11362484598797,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,5,-79.85820663432013,-164.53125,-32.88204938977418,1065.206591403183,114.97800645460123,94.72912893955862,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,6,-79.85820663432013,-161.71875,-34.599720743506595,1069.8193005726555,109.53640836143067,96.66608125971919,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,7,-79.85820663432013,-158.90625,-35.76234488351139,1077.3226323470785,112.8825868497427,94.9355296046647,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,8,-79.85820663432013,-156.09375,-34.334915617703615,1062.6388863735863,128.10843631662445,90.26904309743833,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,9,-79.85820663432013,-153.28125,-34.84431999898445,1074.6016559499344,126.27572901595398,92.74944653888352,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,10,-79.85820663432013,-150.46875,-30.89361851453882,1063.6132886831776,159.7402888939579,85.78365989029427,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,11,-79.85820663432013,-147.65625,-36.35366094737219,1067.6804092758248,139.09062449859118,88.52515156063868,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,12,-79.85820663432013,-144.84375,-24.91048047430438,892.0138205558976,312.8632992371821,68.59679866280229,Antarctica,Tundra,Marie Byrd Land tundra,124
250,13,-79.85820663432013,-142.03125,-22.500781527391673,767.7494099344349,386.8264144613264,57.542561974553806,Antarctica,Tundra,Marie Byrd Land tundra,124
250,14,-79.85820663432013,-139.21875,-33.594929698927835,1021.7196143421871,182.79892229769405,82.46676190656105,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,15,-79.85820663432013,-136.40625,-33.092673112948574,1002.4684497201112,193.8611646280041,81.33626342538403,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,16,-79.85820663432013,-133.59375,-31.676672194769118,913.7615885851296,254.27274642608234,73.19511086521122,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,17,-79.85820663432013,-130.78125,-33.44811381461203,959.8243450639773,194.73996286251813,80.15091174300703,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,18,-79.85820663432013,-127.96875,-33.7758613795017,916.5555205220024,204.9107707145585,79.19218182296396,Antarctica,Tundra,Transantarctic Mountains tundra,134
250,19,-79.85820663432013,-125.15625,-31.156834502084138,817.3983586011051,309.86824829059964,68.20313783179064,Antarctica,Tundra,Transantarctic Mountains tundra,134
