scale_km,cell_id,latitude,longitude,valid_samples,worldcover_10,worldcover_20,worldcover_30,worldcover_40,worldcover_50,worldcover_60,worldcover_70,worldcover_80,worldcover_90,worldcover_95,worldcover_100
500,147,-57.53825503275763,-70.3125,718,0.1236123595610911,0.001383192381923353,0.19285531133828399,0.0,0.0,0.03234537951918971,0.09412772270234793,0.5528540383076903,0.0,0.0,0.0028219961894736514
500,148,-57.53825503275763,-64.6875,431,0.13991508972335967,0.013773042021045595,0.13987434330238083,0.0,0.0,0.02095831895747971,0.0,0.6854792059957342,0.0,0.0,0.0
500,210,-51.37516712694704,-75.9375,1260,0.15247239378180158,0.0007790779247949371,0.19022426929397487,0.0,0.0,0.0400546034714421,0.14185143150399157,0.4746182240239949,0.0,0.0,0.0
500,211,-51.37516712694704,-70.3125,2928,0.08256285669078331,0.06022353878140772,0.5320641471131884,0.0003271947454313011,0.00036140955733533444,0.1190159771535932,0.010715511362644673,0.1940167220765411,0.0,0.0,0.0007126425190750076
500,213,-51.37516712694704,-59.0625,629,0.0,0.0,0.2321468040975429,0.0,0.0,0.003163019283987281,0.0,0.7646901766184698,0.0,0.0,0.0
500,236,-51.37516712694704,70.3125,413,0.0,0.0,0.06854835301213005,0.0,0.0,0.11967475379473354,0.024387528479078307,0.7849486206456538,0.00244074406840431,0.0,0.0
500,274,-45.95137432591568,-75.9375,1221,0.2889458553741216,0.0,0.104517236003703,0.0,0.0,0.015974212312942382,0.06100268076127495,0.5287492194074904,0.0008107961404676872,0.0,0.0
500,275,-45.95137432591568,-70.3125,2912,0.12796069667988774,0.052790081430736546,0.5058433342553837,0.0,0.0,0.26799389684233266,0.016949107280964958,0.02677984184317987,0.0,0.0,0.0016830416675143178
500,276,-45.95137432591568,-64.6875,926,0.0,0.21407084110624036,0.3258884097270577,0.0,0.0,0.1366698625301496,0.0,0.32337088663655245,0.0,0.0,0.0
500,317,-45.95137432591568,165.9375,712,0.27597285306226393,0.004147165654843212,0.20623377060327783,0.002817406120263907,0.0,0.010016052264971107,0.001441150234497485,0.49514899923896255,0.004222602820919965,0.0,0.0
500,318,-45.95137432591568,171.5625,1008,0.11314222724583803,0.0009898334991993696,0.5064341740532582,0.04720212716016014,0.003027485754176677,0.04124616372361794,0.009111308349192073,0.2788466802145577,0.0,0.0,0.0
500,338,-41.01449966573052,-75.9375,507,0.34935347026390345,0.0,0.09320422821673495,0.016053389035712632,0.0020217428386746267,0.0,0.0,0.5354470343391715,0.003920135305802962,0.0,0.0
500,339,-41.01449966573052,-70.3125,2632,0.1990621824563324,0.13574982314377912,0.43761829055279955,0.0116739070323547,0.001177960182164317,0.1596918721208185,0.006328019866806325,0.04869794464494517,0.0,0.0,0.0
500,340,-41.01449966573052,-64.6875,2236,0.0036537438580077097,0.6003932634465964,0.18013021776542026,0.03549570589580522,0.0008648534041754348,0.02522605278743761,0.0,0.15423616284255734,0.0,0.0,0.0
500,377,-41.01449966573052,143.4375,628,0.3166234322708713,0.0015821930861506194,0.09191217060589399,0.0015943268360119876,0.0015894878542273574,0.0015674736213079994,0.0,0.5835293668596511,0.001601548865885633,0.0,0.0
500,378,-41.01449966573052,149.0625,909,0.3245125297515209,0.00214809720621829,0.15170791130497369,0.009805978056850705,0.0,0.0,0.0,0.5051079692412133,0.006717514439223104,0.0,0.0
500,382,-41.01449966573052,171.5625,1023,0.318649874004879,0.003877176440741795,0.24242086616204758,0.009597307133828687,0.0,0.025048251868388976,0.0009533543523462875,0.39945317003776754,0.0,0.0,0.0
500,383,-41.01449966573052,177.1875,832,0.29855624280215515,0.0,0.34275220554363767,0.002412494556827256,0.0035725634790933856,0.0036466209723566892,0.0,0.3478414515631402,0.0012184210827897457,0.0,0.0
500,403,-36.42357364233116,-70.3125,2445,0.17198397498017898,0.19531103606068637,0.3905650169795716,0.05272585802542008,0.00247848654909148,0.1385723400712832,0.005818742798721224,0.04254454453504717,0.0,0.0,0.0
500,404,-36.42357364233116,-64.6875,2520,0.03190321940215426,0.35214497674719397,0.20730001734834114,0.38929683071387167,0.0011911892927127278,0.00548377357246238,0.0,0.012679992923263826,0.0,0.0,0.0
500,405,-36.42357364233116,-59.0625,2318,0.015729362726972656,0.0,0.4027004903588476,0.4368929111681552,0.01140356385509215,0.0004283393097674597,0.0,0.12074444984273261,0.012100882738432146,0.0,0.0
500,440,-36.42357364233116,137.8125,1198,0.08746496312297682,0.02250886544959963,0.23072941140442346,0.1748656573743803,0.005043673992590449,0.0033668238221349132,0.0,0.47437016285617906,0.0016504419777154285,0.0,0.0
500,441,-36.42357364233116,143.4375,2500,0.18753159928172397,0.04211038406700934,0.40548429874817643,0.2913904332233069,0.009052185795900787,0.0024124281876580695,0.0,0.061628134807788226,0.000390535888436283,0.0,0.0
500,442,-36.42357364233116,149.0625,1808,0.4532335231675424,0.0,0.3022346630906151,0.09918211421225233,0.006174139735874609,0.0005380892349265865,0.0,0.1316140787453541,0.007023391813434892,0.0,0.0
500,447,-36.42357364233116,177.1875,902,0.2711391319307772,0.0,0.24155544978023644,0.007737840140855248,0.006673134024385043,0.0,0.0,0.4706749020770156,0.0022195420467305675,0.0,0.0
500,467,-32.0899512562803,-70.3125,1876,0.021021206105256523,0.3151116910716712,0.18471166438895165,0.03333926277826073,0.013168219651314183,0.34797517754062696,0.005282220821693427,0.07939055764222532,0.0,0.0,0.0
500,468,-32.0899512562803,-64.6875,2352,0.02523803076085949,0.367966806351958,0.12544496401395064,0.4255356377469829,0.006383411165478388,0.029209384244338336,0.0,0.019788110077796243,0.0004336556386360116,0.0,0.0
500,469,-32.0899512562803,-59.0625,2352,0.09097055353189822,0.0025943675137268525,0.3844114028503676,0.40759507545382834,0.0034081631225770554,0.0,0.0,0.02331436468770615,0.08770607283989584,0.0,0.0
500,470,-32.0899512562803,-53.4375,1986,0.1979748332242303,0.0,0.47579824457532305,0.15101646147136807,0.0015203239271315183,0.0020058601896928564,0.0,0.15114773464152592,0.020536541970728243,0.0,0.0
500,483,-32.0899512562803,19.6875,2053,0.006673668860606546,0.26692442060759397,0.3089304926206735,0.05859663069917162,0.0042946756912832845,0.2729787661695239,0.0,0.08160134535114712,0.0,0.0,0.0
500,484,-32.0899512562803,25.3125,2268,0.05264995608787041,0.09879146615059813,0.7167561289680736,0.01849118996693764,0.003035227229341637,0.04839043895039713,0.0,0.06188559264678149,0.0,0.0,0.0
500,485,-32.0899512562803,30.9375,592,0.18921539706183169,0.006758806653031513,0.5095553762098064,0.0776910111486807,0.0,0.0,0.0,0.21677940892664968,0.0,0.0,0.0
500,500,-32.0899512562803,115.3125,1298,0.19419895045771093,0.04923268396592498,0.15354761708243456,0.4452416001809164,0.009985412156422771,0.010040263921684039,0.0,0.1377534722349064,0.0,0.0,0.0
500,501,-32.0899512562803,120.9375,2351,0.2903996336735667,0.30094811390701254,0.11583814173983768,0.21041921957996024,0.0,0.02773715704531033,0.0,0.05465773405431262,0.0,0.0,0.0
500,502,-32.0899512562803,126.5625,1584,0.09508853931135781,0.12858672114630865,0.6362822190664995,0.0,0.0,0.0018591093710217236,0.0,0.1381834111048122,0.0,0.0,0.0
500,503,-32.0899512562803,132.1875,1479,0.0449887888605943,0.3297031155770618,0.34947493986431616,0.04683578522038537,0.000671125529258743,0.007421707104877724,0.0,0.2195637694016106,0.0006718607089701509,0.0006689077329250789,0.0
500,504,-32.0899512562803,137.8125,2347,0.06318323297510775,0.14423096971372523,0.5608102046111213,0.10735941371416967,0.0,0.08253850063767357,0.0,0.04103531753683854,0.0,0.0008423608113638883,0.0
500,505,-32.0899512562803,143.4375,2352,0.18836192014605474,0.03838253907176328,0.7391236364308749,0.020463767503607004,0.0004259621617195758,0.005992585721212931,0.0,0.002121589413062742,0.005127999551704959,0.0,0.0
500,506,-32.0899512562803,149.0625,2373,0.3454243703896592,0.0,0.43154999561037677,0.19105342892022117,0.006633138762420631,0.0020971185721326033,0.0,0.021553231820980623,0.0012707838098665594,0.0004179321143424198,0.0
500,531,-27.953186883381132,-70.3125,1604,0.0,0.05613047964012846,0.11282086847743204,0.0,0.0018516555284258424,0.7374370314754607,0.003748603083445344,0.08801136179510761,0.0,0.0,0.0
500,532,-27.953186883381132,-64.6875,2296,0.30183312184053135,0.28428413490567406,0.13234024505376443,0.14928441465024886,0.002179996835984966,0.12576998976092307,0.0,0.0017366186126527457,0.002571478340220517,0.0,0.0
500,533,-27.953186883381132,-59.0625,2296,0.266022152823403,0.004369458985791576,0.42805874179760034,0.13689369426853717,0.0030612741557651656,0.0,0.0,0.016971019481523356,0.14462365848737932,0.0,0.0
500,534,-27.953186883381132,-53.4375,2337,0.450656617921551,0.0,0.16830469839056128,0.3545788814219499,0.008087864525739773,0.0,0.0,0.012416497086692466,0.005955440653505327,0.0,0.0
500,535,-27.953186883381132,-47.8125,834,0.5588518839171078,0.0,0.14912908737075725,0.06258951811471863,0.014352300905538651,0.0011806389885677907,0.0,0.2127067773193851,0.0011897933839246605,0.0,0.0
500,546,-27.953186883381132,14.0625,551,0.0,0.027140781231476195,0.0529330945259077,0.0,0.0,0.6762255976064753,0.0,0.24370052663614084,0.0,0.0,0.0
500,547,-27.953186883381132,19.6875,2296,0.0012962603932394124,0.20464832267984306,0.4098885567926333,0.0008597111865544342,0.001725652700914643,0.3772949046640963,0.0,0.004286591582718858,0.0,0.0,0.0
500,548,-27.953186883381132,25.3125,2296,0.006153553310846542,0.20167704863842284,0.6231805179723283,0.15896067971761466,0.006551007929426851,0.001730105610053396,0.0,0.0017470868213074714,0.0,0.0,0.0
500,549,-27.953186883381132,30.9375,1872,0.1811709096569104,0.04852446122976711,0.529032403197683,0.140937863889194,0.009613585249884567,0.0005431470374350366,0.0,0.08696429083480234,0.003213338904323625,0.0,0.0
500,564,-27.953186883381132,115.3125,1831,0.019621596862191934,0.5261137096321302,0.1534693038707765,0.11071947505400173,0.0005415453327205535,0.03559392849349577,0.0,0.15338788949345983,0.0005525512612233862,0.0,0.0
500,565,-27.953186883381132,120.9375,2296,0.029678602179181283,0.6487061694297077,0.2479152106322297,0.0,0.0,0.07370001775888135,0.0,0.0,0.0,0.0,0.0
500,566,-27.953186883381132,126.5625,2337,0.029060577281053167,0.4446290572616482,0.5121018488512682,0.0,0.0,0.014208516606030553,0.0,0.0,0.0,0.0,0.0
500,567,-27.953186883381132,132.1875,2296,0.0013188172676675636,0.5294320525312644,0.4042836482134322,0.0,0.0,0.06496548198763584,0.0,0.0,0.0,0.0,0.0
500,568,-27.953186883381132,137.8125,2296,0.0004364371394202885,0.020180826034340824,0.5363884043383468,0.0,0.0,0.4272386655270735,0.0,0.0,0.015755666960818652,0.0,0.0
500,569,-27.953186883381132,143.4375,2296,0.12220296717727896,0.04494398977400993,0.7690699503692673,0.0004356329547197523,0.0,0.04892800435194033,0.0,0.0004348234619691403,0.013984631910814588,0.0,0.0
500,570,-27.953186883381132,149.0625,2337,0.2919380852048709,0.0,0.5454482329930872,0.1592268672342379,0.0,0.000846281284095307,0.0,0.0008516926196117635,0.0016888406640968008,0.0,0.0
500,571,-27.953186883381132,154.6875,742,0.5018338698887947,0.0,0.2296039494791486,0.014811792699923729,0.014880099648600547,0.0,0.0,0.22540084112052686,0.0107477068136534,0.0027217403493521226,0.0
500,595,-23.96948231775968,-70.3125,1290,0.0,0.0007688107106990325,0.007812882478006359,0.0,0.0007843190778603417,0.8851825321844004,0.0,0.10545145554903394,0.0,0.0,0.0
500,596,-23.96948231775968,-64.6875,2184,0.43387848817831537,0.07870252053403679,0.14059555636855947,0.08172196483840843,0.00045471212576949846,0.2614431394176017,0.0,0.003203618537308579,0.0,0.0,0.0
500,597,-23.96948231775968,-59.0625,2184,0.6205386653175018,0.01985969530562037,0.3137807325686318,0.02752121099846526,0.00227555444723576,0.0004627970904353745,0.0,0.0036479066346732794,0.011913437637436432,0.0,0.0
