key,size_bytes,etag,last_modified,https_url
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E039_Map.tif,45620773,03b947db2e45161dfe24dbeec0f1b190-6,2022-10-26T12:46:27.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E039_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E042_Map.tif,28206805,c032a8c235d5fc50d9ee24f0b03f987c-4,2022-10-26T12:47:07.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E042_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E045_Map.tif,13181746,62d6fee2fe5995f0f536e8bfd5256201-2,2022-10-26T12:36:12.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E045_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E072_Map.tif,2558273,3cc8ecd5ecad946e939dd91037accf40,2022-10-26T12:35:52.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E072_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E093_Map.tif,2319980,cf5ffd788cc6f49c64068f2ef1512972,2022-10-26T12:36:03.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E093_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E096_Map.tif,16355573,422769e969f99294c31098ce156b4b47-2,2022-10-26T12:39:18.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E096_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E099_Map.tif,43917808,55aa443ca2c996c506bee08eeb55a14b-6,2022-10-26T12:48:49.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E099_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E102_Map.tif,36505930,cc45e8d48c44b9394faedddbccebab3e-5,2022-10-26T12:47:34.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E102_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E105_Map.tif,2702390,ae6873953a19fe7dd9a28a223da17a7f,2022-10-26T12:40:11.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E105_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E108_Map.tif,20842297,7e55f023a93b18be8df1c567fa9cace2-3,2022-10-26T12:38:03.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E108_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E111_Map.tif,23667920,08f2e46bab64eb1ef063939b3eb1e800-3,2022-10-26T12:44:06.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E111_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E114_Map.tif,11965004,9536496131de3485df25fa7f90053d91-2,2022-10-26T12:47:02.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E114_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E117_Map.tif,14908166,4d93fa3f2290e0005960c930197edeca-2,2022-10-26T12:43:47.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E117_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E120_Map.tif,11868393,242a5b28a1f249df42b7224148ac1658-2,2022-10-26T12:37:25.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E120_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E123_Map.tif,8629014,efb0308c5d81efd33d8420ef1fc7ac3c-2,2022-10-26T12:39:05.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E123_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E126_Map.tif,6799365,581303b7711f63360d7d934ce3b7d9ec,2022-10-26T12:37:40.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E126_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E129_Map.tif,2407890,a6764d1a37995b3034cde9ab94bd6a9e,2022-10-26T12:35:58.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E129_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E132_Map.tif,2024775,529675fc5ee649bb23a88e6631b03084,2022-10-26T12:34:36.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E132_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E171_Map.tif,2733120,f6cb312b296f722fcd510785504f12e4,2022-10-26T12:36:00.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00E171_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W051_Map.tif,23653990,111b4c1541a501b68f1571c1e4271aaa-3,2022-10-26T12:37:27.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W051_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W054_Map.tif,8977040,6e8e86fe132ab885d609741fe915445b-2,2022-10-26T12:42:08.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W054_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W057_Map.tif,9874056,7824ac1ddd49e78da727809cd5cd5337-2,2022-10-26T12:40:33.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W057_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W060_Map.tif,8737798,8ba3ff269ace6537760e3cdd2f87fb00-2,2022-10-26T12:40:57.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W060_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W063_Map.tif,42496090,672b95367e781d81d6c1af6b96476f2e-6,2022-10-26T12:42:28.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W063_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W066_Map.tif,12085622,69573289faa86dc8f59b2e553009bb90-2,2022-10-26T12:47:32.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W066_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W069_Map.tif,9509515,a225ca2ccff4afa47a4f5a10780f1e27-2,2022-10-26T12:46:52.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W069_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W072_Map.tif,7476456,cabb5b6cd747e64b992478bb7fe39974,2022-10-26T12:40:51.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W072_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W075_Map.tif,36760444,e97f3ad108be83d91ca571ef8506d1a5-5,2022-10-26T12:42:08.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W075_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W078_Map.tif,69730182,743dd3bd5d18e3a7a77a750b5922693b-9,2022-10-26T12:44:28.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W078_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W081_Map.tif,26380893,89844719ea70f965e7a2fe74b8d7efe0-4,2022-10-26T12:41:48.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W081_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W090_Map.tif,1975018,38c4ec96e076b057fa8b4ddb34464350,2022-10-26T13:06:18.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W090_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W093_Map.tif,2634035,023059cf47a901836baf116ebf2fbe35,2022-10-26T12:37:01.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W093_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W159_Map.tif,2711688,c12ddd3397d938362f031969d707a723,2022-10-26T12:35:23.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N00W159_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E000_Map.tif,5437434,3acaff82cf7fc4582a7fd575426d50d3,2022-10-26T12:35:02.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E000_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E003_Map.tif,9940884,b4cf97e1529c3cae4085b41f6de6aad9-2,2022-10-26T12:35:59.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E003_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E006_Map.tif,41737312,a64881130c5c60c23052549759869b99-5,2022-10-26T12:39:26.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E006_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E009_Map.tif,48165595,51746230bec6f7134e90b1859fb74c50-6,2022-10-26T12:41:03.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E009_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E012_Map.tif,51398840,eb92dce364350bdd00fead06f5e8645c-7,2022-10-26T12:41:14.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E012_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E015_Map.tif,69976545,17e604e9ea229f1b7e3c82360cafcab2-9,2022-10-26T12:45:32.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E015_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E018_Map.tif,81198858,b79babc24ce5a32cbf14af6b92a36ef8-10,2022-10-26T12:46:28.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E018_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E021_Map.tif,54951210,749ee2c20f38f8e89808ae17fe58bf08-7,2022-10-26T12:44:36.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E021_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E024_Map.tif,72388523,4e771690ecdf960e1aacbf82a2b0c005-9,2022-10-26T12:45:17.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E024_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E027_Map.tif,120182372,68ce6148c39088e7ba8093d8313d6357-15,2022-10-26T12:47:11.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E027_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E030_Map.tif,130270716,173e7298477e643ce33afb6a8a26d6ef-16,2022-10-26T12:57:41.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E030_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E033_Map.tif,110864984,8cb7e9fee0a9804344eff42e914e65f1-14,2022-10-26T12:55:44.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E033_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E036_Map.tif,104997346,3e07198c9df0005ac127daee29aa0d59-13,2022-10-26T12:46:07.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E036_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E039_Map.tif,69093448,240d7733290a259a7c5bc9d541ccb773-9,2022-10-26T12:43:16.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E039_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E042_Map.tif,102897255,cfe8fd29b50dd98f06fbe5171a6b419e-13,2022-10-26T12:46:33.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E042_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E045_Map.tif,51864878,6aa387a976470e294d7578ffafc1480a-7,2022-10-26T12:43:42.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E045_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E048_Map.tif,8602730,581522aff6aa3e0fc177d8f662d526af-2,2022-10-26T12:36:02.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E048_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E072_Map.tif,2684959,866b680e4a46b3889e183b586ebc9aa1,2022-10-26T12:36:43.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E072_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E078_Map.tif,2233905,c2f29d0b3dc181ec5b5f261aa5fd61e3,2022-10-26T12:35:08.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E078_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E093_Map.tif,6730909,27c8cd176a9ba23d2c2288b2acec933b,2022-10-26T12:35:59.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E093_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E096_Map.tif,25690636,f43d25758eb46ef29766e8668aa322e5-4,2022-10-26T12:37:51.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E096_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E099_Map.tif,26167035,72991be47f56a1ff5e2bf123408821aa-4,2022-10-26T12:38:05.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E099_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E102_Map.tif,20482492,71160c59a1c227f16612e5097e7f65d2-3,2022-10-26T12:37:04.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E102_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E105_Map.tif,2671050,1468e2d197f36cc068fabb007c93f271,2022-10-26T12:36:49.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E105_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E108_Map.tif,3183061,e5b3dc21857387e4fc2d247d02a1b368,2022-10-26T12:35:37.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E108_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E111_Map.tif,5529253,e6cea32aa338dc7cdd9e6cbfeec5e104,2022-10-26T12:36:14.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E111_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E114_Map.tif,17126847,e4eeead02a839b50a43d79738b14e172-3,2022-10-26T12:38:19.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E114_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E117_Map.tif,17910412,ea3df4a4e19dcc3de995ff826b6223cf-3,2022-10-26T12:37:21.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E117_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E120_Map.tif,3041063,d9b04b1e17f1d939e81044194f00ef88,2022-10-26T12:35:34.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E120_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E123_Map.tif,3939512,c03d3c51322d75aa05d7acb6635fc3a2,2022-10-26T12:35:55.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E123_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E126_Map.tif,2489252,c3ae23dea9645073b7c8deb05ecfbe51,2022-10-26T12:35:18.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E126_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E156_Map.tif,1987267,3663fe050468bd14d397e191ebc5f556,2022-10-26T12:34:37.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E156_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E162_Map.tif,2057207,978d59fdbd036a689dbb3939b522ad97,2022-10-26T12:34:37.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E162_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E168_Map.tif,2217442,c3405ad966f330f0c8be847baf8d9ba3,2022-10-26T12:36:09.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E168_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E171_Map.tif,2132710,db1e522148287c12387fa12b47672979,2022-10-26T12:36:07.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03E171_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W003_Map.tif,24531225,36e78819f028e096eac3b9ce1561fa87-3,2022-10-26T12:36:47.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W003_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W006_Map.tif,24520635,315ec132862941faa1c54629be420a94-3,2022-10-26T12:37:03.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W006_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W009_Map.tif,25406694,01efffcdd37851c21814c38600c4e755-4,2022-10-26T12:38:20.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W009_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W012_Map.tif,4404747,7d2f0bfae2f388f3067b790d9616abac,2022-10-26T12:35:51.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W012_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W051_Map.tif,2007380,7943dc626bb704c46bf1614cea16a57c,2022-10-26T12:34:43.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W051_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W054_Map.tif,11988126,392e3e03513cef026f5de1317e0f9e99-2,2022-10-26T12:37:59.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W054_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W057_Map.tif,17803135,c904101ec4207f2682661d660ba07db6-3,2022-10-26T12:41:57.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W057_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W060_Map.tif,17260175,08c7245f8fdaf0727f9d09a9a8710b97-3,2022-10-26T12:39:06.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W060_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W063_Map.tif,34042879,34ac5bbf3f1ca496e654944a5144d005-5,2022-10-26T12:43:24.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W063_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W066_Map.tif,8775469,d1749bde4e68b3d4e9d7fbd007580a00-2,2022-10-26T12:42:20.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W066_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W069_Map.tif,39289139,90e390802639aab609d8dc24a14d9ee4-5,2022-10-26T12:43:25.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W069_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W072_Map.tif,38397308,0b35f414de9dd6681682d785031e9eee-5,2022-10-26T12:43:46.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W072_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W075_Map.tif,96344211,a94e50f1ba76f1cf796f166027a1d2ca-12,2022-10-26T12:46:19.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W075_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W078_Map.tif,58287593,615e66d586834a946e116378bff2cdb0-7,2022-10-26T12:43:03.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W078_Map.tif
v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W081_Map.tif,1955866,e011ed80d77fb6f0bcdcaf697dcfc045,2022-10-26T12:35:07.000Z,https://esa-worldcover.s3.eu-central-1.amazonaws.com/v200/2021/map/ESA_WorldCover_10m_2021_v200_N03W081_Map.tif
