scale_km,cell_id,latitude,longitude,macroclimate_boundary,land_cover_boundary,ecoregion_boundary,realm_sensitivity_boundary,biome_sensitivity_boundary
100,0,-83.59079602178315,-179.4375,0.2549784419144891,,0.0,0.0,0.0
100,1,-83.59079602178315,-178.3125,0.10907117110049358,,0.0,0.0,0.0
100,2,-83.59079602178315,-177.1875,0.11285426224004615,,0.0,0.0,0.0
100,3,-83.59079602178315,-176.0625,0.09197465404624681,,0.0,0.0,0.0
100,4,-83.59079602178315,-174.9375,0.08169110654482084,,0.0,0.0,0.0
100,5,-83.59079602178315,-173.8125,0.09314370156238481,,0.0,0.0,0.0
100,6,-83.59079602178315,-172.6875,0.13166982630574905,,0.0,0.0,0.0
100,7,-83.59079602178315,-171.5625,0.1709822846561993,,0.0,0.0,0.0
100,8,-83.59079602178315,-170.4375,0.13163246870713405,,0.0,0.0,0.0
100,9,-83.59079602178315,-169.3125,0.05800531195735058,,0.0,0.0,0.0
100,10,-83.59079602178315,-168.1875,0.07992728479007717,,0.0,0.0,0.0
100,11,-83.59079602178315,-167.0625,0.14830118335322431,,0.0,0.0,0.0
100,12,-83.59079602178315,-165.9375,0.11237653448214166,,0.0,0.0,0.0
100,13,-83.59079602178315,-164.8125,0.12721936284500857,,0.0,0.0,0.0
100,14,-83.59079602178315,-163.6875,0.2862371695083336,,0.0,0.0,0.0
100,15,-83.59079602178315,-162.5625,0.202514550435579,,0.0,0.0,0.0
100,16,-83.59079602178315,-161.4375,0.1199206171723477,,0.0,0.0,0.0
100,17,-83.59079602178315,-160.3125,0.17360940006492998,,0.0,0.0,0.0
100,18,-83.59079602178315,-159.1875,0.1043586996367232,,0.0,0.0,0.0
100,19,-83.59079602178315,-158.0625,0.03280872109003233,,0.0,0.0,0.0
100,20,-83.59079602178315,-156.9375,0.1340789868427466,,0.0,0.0,0.0
100,21,-83.59079602178315,-155.8125,0.22929461434656787,,0.0,0.0,0.0
100,22,-83.59079602178315,-154.6875,0.12799550757978284,,0.0,0.0,0.0
100,23,-83.59079602178315,-153.5625,0.042635055265067154,,0.0,0.0,0.0
100,24,-83.59079602178315,-152.4375,0.11320821574833616,,0.0,0.0,0.0
100,25,-83.59079602178315,-151.3125,0.11439068314960973,,0.0,0.0,0.0
100,26,-83.59079602178315,-150.1875,0.03983527216676027,,0.0,0.0,0.0
100,27,-83.59079602178315,-149.0625,0.11251737083342785,,0.0,0.0,0.0
100,28,-83.59079602178315,-147.9375,0.10453405548047165,,0.0,0.0,0.0
100,29,-83.59079602178315,-146.8125,0.06671971285533675,,0.0,0.0,0.0
100,30,-83.59079602178315,-145.6875,0.14991469698424106,,0.0,0.0,0.0
100,31,-83.59079602178315,-144.5625,0.5210734014970163,,0.5,0.0,0.0
100,36,-83.59079602178315,-138.9375,0.10803389960874492,,0.0,0.0,0.0
100,37,-83.59079602178315,-137.8125,0.0664721218029334,,0.0,0.0,0.0
100,38,-83.59079602178315,-136.6875,0.07120191811664614,,0.0,0.0,0.0
100,39,-83.59079602178315,-135.5625,0.12597652398465436,,0.0,0.0,0.0
100,40,-83.59079602178315,-134.4375,0.14498358091276936,,0.0,0.0,0.0
100,41,-83.59079602178315,-133.3125,0.07989077355518172,,0.0,0.0,0.0
100,42,-83.59079602178315,-132.1875,0.011312129730603925,,0.0,0.0,0.0
100,43,-83.59079602178315,-131.0625,0.026646944455762576,,0.0,0.0,0.0
100,44,-83.59079602178315,-129.9375,0.07430259091335364,,0.0,0.0,0.0
100,45,-83.59079602178315,-128.8125,0.06660055495238586,,0.0,0.0,0.0
100,46,-83.59079602178315,-127.6875,0.10220276682304996,,0.0,0.0,0.0
100,47,-83.59079602178315,-126.5625,0.11509628496047684,,0.0,0.0,0.0
100,48,-83.59079602178315,-125.4375,0.04816598142731268,,0.0,0.0,0.0
100,49,-83.59079602178315,-124.3125,0.051005428033426836,,0.0,0.0,0.0
100,56,-83.59079602178315,-116.4375,0.03317465238962233,,0.0,0.0,0.0
100,57,-83.59079602178315,-115.3125,0.03317465238962233,,0.0,0.0,0.0
100,100,-83.59079602178315,-66.9375,0.03264397999920019,,0.0,0.0,0.0
100,101,-83.59079602178315,-65.8125,0.0927435691483404,,0.0,0.0,0.0
100,102,-83.59079602178315,-64.6875,0.17221235364781967,,0.0,0.0,0.0
100,103,-83.59079602178315,-63.5625,0.18238016024392356,,0.0,0.0,0.0
100,104,-83.59079602178315,-62.4375,0.1731787714896884,,0.0,0.0,0.0
100,107,-83.59079602178315,-59.0625,0.09504943892363589,,0.0,0.0,0.0
100,108,-83.59079602178315,-57.9375,0.08179078321358892,,0.0,0.0,0.0
100,109,-83.59079602178315,-56.8125,0.09996900181628923,,0.0,0.0,0.0
100,110,-83.59079602178315,-55.6875,0.074660007240577,,0.0,0.0,0.0
100,111,-83.59079602178315,-54.5625,0.12914449262452998,,0.0,0.0,0.0
100,112,-83.59079602178315,-53.4375,0.1803565126464981,,0.0,0.0,0.0
100,113,-83.59079602178315,-52.3125,0.18139591828793591,,0.0,0.0,0.0
100,114,-83.59079602178315,-51.1875,0.24313058904467327,,0.0,0.0,0.0
100,115,-83.59079602178315,-50.0625,0.24380751990952843,,0.0,0.0,0.0
100,297,-83.59079602178315,154.6875,0.18978793598673627,,0.0,0.0,0.0
100,298,-83.59079602178315,155.8125,0.20937715385917352,,0.0,0.0,0.0
100,299,-83.59079602178315,156.9375,0.2555912487321123,,0.0,0.0,0.0
100,300,-83.59079602178315,158.0625,0.21875129300323748,,0.0,0.0,0.0
100,301,-83.59079602178315,159.1875,0.19526711316051323,,0.3333333333333333,0.0,0.0
100,302,-83.59079602178315,160.3125,0.27097287246234114,,0.3333333333333333,0.0,0.0
100,303,-83.59079602178315,161.4375,0.38873302166629414,,0.3333333333333333,0.0,0.0
100,304,-83.59079602178315,162.5625,0.39482908366350183,,0.3333333333333333,0.0,0.0
100,305,-83.59079602178315,163.6875,0.38592243602786214,,0.3333333333333333,0.0,0.0
100,306,-83.59079602178315,164.8125,0.44499942696655054,,0.3333333333333333,0.0,0.0
100,307,-83.59079602178315,165.9375,0.5457994727260692,,0.3333333333333333,0.0,0.0
100,308,-83.59079602178315,167.0625,0.4587059733812267,,0.3333333333333333,0.0,0.0
100,309,-83.59079602178315,168.1875,0.1784943793651027,,0.0,0.0,0.0
100,310,-83.59079602178315,169.3125,0.3045410541184117,,0.0,0.0,0.0
100,311,-83.59079602178315,170.4375,0.4269521730504572,,0.0,0.0,0.0
100,312,-83.59079602178315,171.5625,0.30302525079820114,,0.0,0.0,0.0
100,313,-83.59079602178315,172.6875,0.39018542940192213,,0.0,0.0,0.0
100,314,-83.59079602178315,173.8125,0.7972734388197822,,0.0,0.0,0.0
100,315,-83.59079602178315,174.9375,0.7119006183109381,,0.0,0.0,0.0
100,316,-83.59079602178315,176.0625,0.27032738045579263,,0.0,0.0,0.0
100,317,-83.59079602178315,177.1875,0.10088112980447658,,0.0,0.0,0.0
100,318,-83.59079602178315,178.3125,0.2979780267428931,,0.0,0.0,0.0
100,319,-83.59079602178315,179.4375,0.4401480743153855,,0.0,0.0,0.0
100,351,-78.88731008331446,-144.5625,0.4671103763075142,,0.5,0.0,0.0
100,402,-78.88731008331446,-87.1875,0.20055260150933873,,0.0,0.0,0.0
100,403,-78.88731008331446,-86.0625,0.16568551610011362,,0.0,0.0,0.0
100,404,-78.88731008331446,-84.9375,0.14609050398143697,,0.0,0.0,0.0
100,405,-78.88731008331446,-83.8125,0.10377938996816947,,0.0,0.0,0.0
100,406,-78.88731008331446,-82.6875,0.041582636442542675,,0.0,0.0,0.0
100,407,-78.88731008331446,-81.5625,0.03696907022073184,,0.0,0.0,0.0
100,453,-78.88731008331446,-29.8125,0.08493427634279749,,0.0,0.0,0.0
100,454,-78.88731008331446,-28.6875,0.06851218264789488,,0.0,0.0,0.0
100,455,-78.88731008331446,-27.5625,0.05209008895299229,,0.0,0.0,0.0
100,618,-78.88731008331446,155.8125,0.27034817165876845,,0.0,0.0,0.0
100,619,-78.88731008331446,156.9375,0.24393595257877573,,0.0,0.0,0.0
100,620,-78.88731008331446,158.0625,0.2528639849547042,,0.5,0.0,0.0
100,621,-78.88731008331446,159.1875,0.310255745911147,,0.5,0.0,0.0
100,622,-78.88731008331446,160.3125,0.28006007488245466,,0.25,0.0,0.0
100,623,-78.88731008331446,161.4375,0.3123445784618839,,0.25,0.0,0.0
100,624,-78.88731008331446,162.5625,0.3275357399271493,,0.5,0.0,0.0
100,625,-78.88731008331446,163.6875,0.30017039713465,,0.5,0.0,0.0
100,626,-78.88731008331446,164.8125,0.465921121132805,,0.3333333333333333,0.0,0.0
100,627,-78.88731008331446,165.9375,0.6939842038754799,,0.3333333333333333,0.0,0.0
100,628,-78.88731008331446,167.0625,0.7586458081709748,,0.5,0.0,0.0
100,670,-75.63848843708344,-145.6875,0.09242439462220792,,0.0,0.0,0.0
100,671,-75.63848843708344,-144.5625,0.07379129682389933,,0.0,0.0,0.0
100,672,-75.63848843708344,-143.4375,0.04769310392870635,,0.0,0.0,0.0
100,687,-75.63848843708344,-126.5625,0.04613044481255551,,0.0,0.0,0.0
100,688,-75.63848843708344,-125.4375,0.04613044481255551,,0.0,0.0,0.0
100,738,-75.63848843708344,-69.1875,0.05600620744173642,,0.0,0.0,0.0
100,739,-75.63848843708344,-68.0625,0.04980703571641518,,0.0,0.0,0.0
100,740,-75.63848843708344,-66.9375,0.07645622036730239,,0.0,0.0,0.0
100,742,-75.63848843708344,-64.6875,0.06981896412450914,,0.0,0.0,0.0
100,743,-75.63848843708344,-63.5625,0.09344416256164995,,0.0,0.0,0.0
100,860,-75.63848843708344,68.0625,0.2673805541131499,,0.0,0.0,0.0
100,940,-75.63848843708344,158.0625,0.278987665797682,,0.5,0.0,0.0
100,941,-75.63848843708344,159.1875,0.2048268780202093,,0.0,0.0,0.0
100,942,-75.63848843708344,160.3125,0.20210275325282376,,0.25,0.0,0.0
100,943,-75.63848843708344,161.4375,0.1567641289202634,,0.5,0.0,0.0
100,944,-75.63848843708344,162.5625,0.1559585672248003,,0.5,0.0,0.0
100,945,-75.63848843708344,163.6875,0.1358273109882098,,0.3333333333333333,0.0,0.0
100,1060,-72.9892728152743,-66.9375,0.20102059295489744,,0.5,0.0,0.0
100,1062,-72.9892728152743,-64.6875,0.03515030792715547,,0.0,0.0,0.0
100,1063,-72.9892728152743,-63.5625,0.0683503594679625,,0.25,0.0,0.0
100,1064,-72.9892728152743,-62.4375,0.33646195254841316,,0.3333333333333333,0.0,0.0
100,1065,-72.9892728152743,-61.3125,0.5875910365023874,,0.5,0.0,0.0
100,1115,-72.9892728152743,-5.0625,0.2292132030497427,,0.0,0.0,0.0
100,1116,-72.9892728152743,-3.9375,0.2292132030497427,,0.0,0.0,0.0
100,1118,-72.9892728152743,-1.6875,0.23536892216256883,,0.0,0.0,0.0
100,1119,-72.9892728152743,-0.5625,0.26512632435349426,,0.0,0.0,0.0
100,1120,-72.9892728152743,0.5625,0.29488372654441974,,0.0,0.0,0.0
100,1123,-72.9892728152743,3.9375,0.015362812103606825,,0.0,0.0,0.0
100,1124,-72.9892728152743,5.0625,0.015362812103606825,,0.0,0.0,0.0
100,1126,-72.9892728152743,7.3125,0.15332203599257932,,0.0,0.0,0.0
100,1127,-72.9892728152743,8.4375,0.09381491960443919,,0.0,0.0,0.0
100,1128,-72.9892728152743,9.5625,0.05988542393645882,,0.0,0.0,0.0
100,1139,-72.9892728152743,21.9375,0.17857994214495587,,0.0,0.0,0.0
100,1140,-72.9892728152743,23.0625,0.12460326456135254,,0.0,0.0,0.0
100,1141,-72.9892728152743,24.1875,0.08024771440604947,,0.0,0.0,0.0
100,1142,-72.9892728152743,25.3125,0.1278889396172865,,0.0,0.0,0.0
100,1143,-72.9892728152743,26.4375,0.3046237566282168,,0.0,0.0,0.0
100,1144,-72.9892728152743,27.5625,0.5056996889954888,,0.0,0.0,0.0
100,1173,-72.9892728152743,60.1875,0.16293124728744313,,0.0,0.0,0.0
100,1174,-72.9892728152743,61.3125,0.16820311118119444,,0.0,0.0,0.0
100,1175,-72.9892728152743,62.4375,0.1269016251396466,,0.0,0.0,0.0
100,1176,-72.9892728152743,63.5625,0.1066807642026027,,0.0,0.0,0.0
100,1177,-72.9892728152743,64.6875,0.09924484333688438,,0.0,0.0,0.0
100,1178,-72.9892728152743,65.8125,0.14114073625225668,,0.0,0.0,0.0
100,1179,-72.9892728152743,66.9375,0.11427435155090541,,0.0,0.0,0.0
100,1180,-72.9892728152743,68.0625,0.1578343108463752,,0.0,0.0,0.0
100,1181,-72.9892728152743,69.1875,0.29094113279953504,,0.0,0.0,0.0
100,1262,-72.9892728152743,160.3125,0.386833777142399,,0.5,0.0,0.0
100,1263,-72.9892728152743,161.4375,0.23116377928882176,,0.25,0.0,0.0
100,1264,-72.9892728152743,162.5625,0.25496256594873584,,0.0,0.0,0.0
100,1265,-72.9892728152743,163.6875,0.18376866616680224,,0.0,0.0,0.0
100,1266,-72.9892728152743,164.8125,0.2723741640511929,,0.0,0.0,0.0
100,1267,-72.9892728152743,165.9375,0.21939109075601812,,0.0,0.0,0.0
