scale_km,cell_id,latitude,longitude,valid_samples,worldcover_10,worldcover_20,worldcover_30,worldcover_40,worldcover_50,worldcover_60,worldcover_70,worldcover_80,worldcover_90,worldcover_95,worldcover_100
500,147,-57.53825503275763,-70.3125,2777,0.11475617505309577,0.006099117576517356,0.16922604484928394,0.0,0.0,0.04720374255144923,0.08945037943321968,0.5729009931264002,0.0,0.0,0.0003635474100336051
500,148,-57.53825503275763,-64.6875,1671,0.12645515038708902,0.01662246903853127,0.16645204429210025,0.0,0.0,0.005411075480581976,0.0,0.683853000015844,0.0012062607858534203,0.0,0.0
500,153,-57.53825503275763,-36.5625,648,0.0,0.0,0.004647176841879703,0.0,0.0,0.03563457739087147,0.1085438033190196,0.8511744424482292,0.0,0.0,0.0
500,155,-57.53825503275763,-25.3125,1185,0.0,0.0,0.0,0.0,0.0,0.0008181320308130365,0.011534064320907964,0.9876478036482791,0.0,0.0,0.0
500,210,-51.37516712694704,-75.9375,4931,0.1447587730540869,0.0012173645894590504,0.21011350407067006,0.0,0.0,0.03856933986406387,0.1312227578114936,0.4730836960356841,0.0,0.0,0.0010345645745423965
500,211,-51.37516712694704,-70.3125,11938,0.08339205067816285,0.06089265109734157,0.5249784946517285,0.00032727711565294995,0.0004943096007351752,0.1218026848635088,0.011349714076761531,0.19563290097980598,0.00016971296834476202,0.0,0.0009602039679578007
500,212,-51.37516712694704,-64.6875,451,0.06489087621992194,0.0,0.1785728026765937,0.0,0.0,0.0,0.0,0.7565363211034843,0.0,0.0,0.0
500,213,-51.37516712694704,-59.0625,2549,0.0,0.0,0.23900707461721346,0.0,0.0,0.0,0.0,0.7609929253827864,0.0,0.0,0.0
500,217,-51.37516712694704,-36.5625,546,0.0,0.0,0.014613030002024062,0.0,0.0,0.053014975738346605,0.10404027657231221,0.8265053629146063,0.0,0.0,0.0018263547727105649
500,236,-51.37516712694704,70.3125,1667,0.0012042117449821952,0.0006014897191432254,0.08364309585409921,0.0,0.0,0.08771013515508613,0.024792831043472185,0.801441209676894,0.0006070268063229173,0.0,0.0
500,256,-45.95137432591568,-177.1875,556,0.021547854105447833,0.0,0.043236500531112394,0.0,0.0,0.0,0.0,0.9334156946384949,0.0017999507249448917,0.0,0.0
500,274,-45.95137432591568,-75.9375,4744,0.2906507903845455,0.0,0.10481745642082947,0.0,0.0,0.014058319177262022,0.06588500277112785,0.5225121398690704,0.0014622172943835215,0.0,0.0006140740827812601
500,275,-45.95137432591568,-70.3125,11639,0.13010239059214446,0.05312961766871791,0.5038781226218637,0.0,0.0003441680551861838,0.2597711725962189,0.021231293984537505,0.02986118619920071,0.0,0.0,0.0016820482821305338
500,276,-45.95137432591568,-64.6875,3654,0.0,0.2127350503694215,0.34054318259221417,0.0,0.0,0.12346007948700646,0.0,0.32326168755135787,0.0,0.0,0.0
500,317,-45.95137432591568,165.9375,2921,0.2674360505693959,0.0020316659320687843,0.22768949730512641,0.0010303091866636076,0.0003391075381740897,0.007687806129686707,0.005609071514871423,0.4861051149000276,0.0020713769239855515,0.0,0.0
500,318,-45.95137432591568,171.5625,3874,0.1152235699882769,0.0007752342009335675,0.5273250093560782,0.0399844467918585,0.0018460761360965514,0.02910744385775869,0.009994063106916251,0.2752195600756923,0.0005245964863891266,0.0,0.0
500,338,-41.01449966573052,-75.9375,1964,0.3589664086435291,0.0,0.08774715677850864,0.01808023216932779,0.0025483675433067886,0.0,0.0,0.5310959055482699,0.0015619293170577686,0.0,0.0
500,339,-41.01449966573052,-70.3125,10735,0.2046476507189523,0.12746903721635258,0.4357141110380485,0.011332172941036554,0.0014239891340484647,0.16393153081584644,0.005318643702075316,0.05006717948879604,9.568494484361914e-05,0.0,0.0
500,340,-41.01449966573052,-64.6875,8963,0.0026098897773573055,0.5975221335552082,0.19008430723290062,0.03191799547382817,0.0007916440038746606,0.024274297732861203,0.0,0.15222756026414375,0.0005721719598260763,0.0,0.0
500,341,-41.01449966573052,-59.0625,698,0.0028744543578948707,0.0,0.09482477178836357,0.20998497536096944,0.0,0.01722649114805233,0.0,0.6750893073447197,0.0,0.0,0.0
500,377,-41.01449966573052,143.4375,2606,0.31148260975536535,0.0022743628797376033,0.10255924168903305,0.0027084653012093033,0.00038352667589973817,0.0003960761486601676,0.0,0.5756148564644523,0.004580861085642445,0.0,0.0
500,378,-41.01449966573052,149.0625,3605,0.3206727639644047,0.001624741883148198,0.1543617749654594,0.006332521386694317,0.0027507467816382863,0.00028787073034067305,0.0,0.5075678923184073,0.006401687969907243,0.0,0.0
500,382,-41.01449966573052,171.5625,4110,0.336869703158268,0.005086793486868637,0.23098408571837792,0.0064414142556522384,0.0012359074661254608,0.028089172390009156,0.0038025550401042415,0.38674991739982906,0.0007404510847652616,0.0,0.0
500,383,-41.01449966573052,177.1875,3385,0.28328595621808284,0.0,0.3535800342133107,0.0038526428665479778,0.003806876334245683,0.0014923435957316354,0.0,0.3539821467720812,0.0,0.0,0.0
500,402,-36.42357364233116,-75.9375,730,0.2679825524039195,0.0,0.039575195425116276,0.010943250299374216,0.0,0.0,0.0,0.6760378547197473,0.005461147151842551,0.0,0.0
500,403,-36.42357364233116,-70.3125,9731,0.17635615915579275,0.19087023418750426,0.38818573611953827,0.04844094242468072,0.002892149961405654,0.1462187877406924,0.004066455425099928,0.04286503836522798,0.00010449662005799326,0.0,0.0
500,404,-36.42357364233116,-64.6875,9968,0.026098635777897936,0.3553621175780847,0.20993222379623422,0.3910322001205427,0.0008039542186835915,0.004649679628079333,0.0,0.012121188880477531,0.0,0.0,0.0
500,405,-36.42357364233116,-59.0625,9184,0.011666369281248432,0.0,0.3998246440117469,0.4436491819865586,0.011629879321405029,0.0007532347862490823,0.0,0.12266751344034903,0.009809177172443105,0.0,0.0
500,406,-36.42357364233116,-53.4375,909,0.10909705868988447,0.0,0.3813525998816415,0.036399475916044303,0.016479200175707164,0.0,0.0,0.4423391092220328,0.014332556114689721,0.0,0.0
500,419,-36.42357364233116,19.6875,907,0.01656421667537833,0.07945313027360393,0.14460783644452643,0.10716940238059484,0.0022029036229703133,0.00110212181179104,0.0,0.6478002593647948,0.0011001294263401516,0.0,0.0
500,436,-36.42357364233116,115.3125,1177,0.4288192951765888,0.0017031914738912743,0.11486455877503084,0.05031995306092608,0.0,0.0008518613245952596,0.0,0.4034411401889678,0.0,0.0,0.0
500,437,-36.42357364233116,120.9375,781,0.11785721840558226,0.008969381538877337,0.03840561259442877,0.10133885606374955,0.0,0.0012771565973434232,0.0,0.7321517748000187,0.0,0.0,0.0
500,440,-36.42357364233116,137.8125,4686,0.08365785760902952,0.022006579803823024,0.24094138266135778,0.16369528463575855,0.006879571091414382,0.0015025267262693625,0.0,0.47769634123279825,0.002973353629841881,0.0006471026097072028,0.0
500,441,-36.42357364233116,143.4375,9968,0.18090609954067227,0.04429912915801756,0.40783220679439314,0.2943022074652344,0.007792262018454699,0.0018184497118382075,0.0,0.06256020361603586,0.000489441695353817,0.0,0.0
500,442,-36.42357364233116,149.0625,7051,0.46206142148139484,0.0,0.2975784993181076,0.09403338299481374,0.003130674637307196,0.00042072116119969616,0.0,0.13820645295400738,0.004568847453169614,0.0,0.0
500,446,-36.42357364233116,171.5625,1221,0.1890934610139739,0.0,0.17473148149348972,0.0008168615022287977,0.0008153290724549344,0.0008075833123741054,0.0,0.6230618476810822,0.005739454756640012,0.0049339811677562954,0.0
500,447,-36.42357364233116,177.1875,3666,0.26688557153961995,0.0,0.23573566043330452,0.006261448953716792,0.007661774390117369,0.0,0.0,0.4796239011785089,0.0024571959971643955,0.0013744475075678788,0.0
500,467,-32.0899512562803,-70.3125,7598,0.027142458545451144,0.3202381282204638,0.182337468936934,0.03247718070175214,0.007676218209853136,0.3436049760601044,0.006118855836795185,0.08040471348864621,0.0,0.0,0.0
500,468,-32.0899512562803,-64.6875,9520,0.022516129850068383,0.3683133007603221,0.12519087879993798,0.4322042292543671,0.0036816813049452154,0.026022634857002055,0.0,0.02164252631611528,0.00042861885724182757,0.0,0.0
500,469,-32.0899512562803,-59.0625,9605,0.09020290297182731,0.0032715981682888934,0.38991339357224086,0.4067789352837099,0.004661476328921664,0.0,0.0,0.02563352906939691,0.07953816460561454,0.0,0.0
500,470,-32.0899512562803,-53.4375,7887,0.19214783164916424,0.0001283995782448499,0.47488516542569026,0.15684268811434365,0.0028154462815763717,0.0023986080757576094,0.0,0.1485709545454442,0.022210906329778735,0.0,0.0
500,483,-32.0899512562803,19.6875,8316,0.008136222701914112,0.2584969242413648,0.30235029444108036,0.06345522159814186,0.00412956554008655,0.2772925595243326,0.0,0.08613921195307976,0.0,0.0,0.0
500,484,-32.0899512562803,25.3125,9135,0.05628859165171341,0.10553242396970113,0.7052827262671898,0.015097113956929314,0.0028162498948926425,0.04743740070938358,0.0,0.06743749384674569,0.00010799970344453515,0.0,0.0
500,485,-32.0899512562803,30.9375,2380,0.178601898841391,0.015139901379276555,0.5162610137643345,0.06465290836758739,0.0020977421833236684,0.0,0.0,0.22324653546408682,0.0,0.0,0.0
500,500,-32.0899512562803,115.3125,5273,0.19775045553416237,0.04112564734673533,0.1663395019400135,0.4401375813258025,0.00739454149018014,0.009767794505157175,0.0,0.13709810315872809,0.0003863746992209664,0.0,0.0
500,501,-32.0899512562803,120.9375,9578,0.2854280363207388,0.28922278633353987,0.12717340991788265,0.2112648088402435,0.00031113357577146236,0.02905424990790344,0.0,0.05754557510392024,0.0,0.0,0.0
500,502,-32.0899512562803,126.5625,6219,0.09338462739591176,0.12861568820222744,0.6364459639587196,0.0,0.0,0.0019218696356476204,0.0,0.13915882186405676,0.00047302894343699434,0.0,0.0
500,503,-32.0899512562803,132.1875,5975,0.04304700250255397,0.32757678703698573,0.3537704915943677,0.046051085563448786,0.00016617523484501853,0.007686028222178202,0.0,0.220708139283566,0.00033133111860500904,0.0006629594434497106,0.0
500,504,-32.0899512562803,137.8125,9493,0.059367893926375086,0.14048774623835042,0.5589481705401667,0.11299204830023696,0.0001043060131693271,0.08329083350100784,0.0,0.04407905598386968,0.0,0.0007299454968239314,0.0
500,505,-32.0899512562803,143.4375,9605,0.1935489686213988,0.03667250079099201,0.7321543558795574,0.024368050280040503,0.00010173063063820255,0.006066746837582788,0.0,0.0013422411385503907,0.005745405821239917,0.0,0.0
500,506,-32.0899512562803,149.0625,9447,0.3426758208957116,0.0,0.419267436871218,0.20747000408464655,0.005740467311090714,0.0014785980363651648,0.0,0.021554024067893376,0.0017086072472175184,0.00010504148585718722,0.0
