scale_km,cell_id,latitude,longitude,bio1,bio4,bio12,bio15,realm,biome,ecoregion,dominant_eco_id
100,0,-83.59079602178315,-179.4375,-38.16400909423828,1085.583251953125,75.0,105.72213745117189,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,1,-83.59079602178315,-178.3125,-36.46208774986604,1089.4067896185538,79.24032667248656,102.83585010255098,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,2,-83.59079602178315,-177.1875,-33.24888481630927,1089.9547835481321,94.26054329711486,97.23915110114943,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,3,-83.59079602178315,-176.0625,-31.120348432919364,1093.2964466181154,103.70449265392512,99.18619471691076,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,4,-83.59079602178315,-174.9375,-33.72314682577184,1078.0035515980865,96.93266744790168,101.43347347282085,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,5,-83.59079602178315,-173.8125,-35.047697095732204,1076.7610620940025,93.14959565200026,98.76816464327187,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,6,-83.59079602178315,-172.6875,-31.668686578985493,1066.2526152414935,112.30366811122941,97.96799882259712,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,7,-83.59079602178315,-171.5625,-35.429963186454096,1063.8968403576057,101.45373113168337,99.74573977454051,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,8,-83.59079602178315,-170.4375,-30.524817273440306,1063.8206864435842,118.16234792996886,93.17325046315835,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,9,-83.59079602178315,-169.3125,-29.254464253638126,1062.6623740638572,126.0498730467567,90.53921600350584,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,10,-83.59079602178315,-168.1875,-27.751961870382395,1065.6440497563196,135.64130696581066,89.96884464412015,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,11,-83.59079602178315,-167.0625,-30.619358912481403,1066.3095355804348,125.24614197069923,90.16297902495702,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,12,-83.59079602178315,-165.9375,-34.95485346230507,1066.9725968715657,105.02021812770337,97.63167463953043,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,13,-83.59079602178315,-164.8125,-34.102078430766575,1073.0923347930081,107.23790006169523,97.1241042248586,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,14,-83.59079602178315,-163.6875,-29.050614356994625,1056.0554809570312,135.0,88.77362823486328,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,15,-83.59079602178315,-162.5625,-37.6452693939209,1062.9207763671877,95.49999999999999,99.50105667114258,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,16,-83.59079602178315,-161.4375,-36.208766798587135,1072.8279027846972,100.3303176802164,98.6577901635531,Antarctica,Tundra,Transantarctic Mountains tundra,134
100,17,-83.59079602178315,-160.3125,-31.573160558396438,1069.6084006167735,126.03067443657086,93.49743381825716,Antarctica,Tundra,Transantarctic Mountains tundra,134
