scale_km,cell_id,latitude,longitude,macroclimate_boundary,land_cover_boundary,ecoregion_boundary,realm_sensitivity_boundary,biome_sensitivity_boundary
250,0,-79.85820663432013,-178.59375,0.16263379186458699,,0.0,0.0,0.0
250,1,-79.85820663432013,-175.78125,0.0648618952579191,,0.0,0.0,0.0
250,2,-79.85820663432013,-172.96875,0.12324342456179035,,0.0,0.0,0.0
250,3,-79.85820663432013,-170.15625,0.11083613666626554,,0.0,0.0,0.0
250,4,-79.85820663432013,-167.34375,0.0786982971729163,,0.0,0.0,0.0
250,5,-79.85820663432013,-164.53125,0.09566039787520328,,0.0,0.0,0.0
250,6,-79.85820663432013,-161.71875,0.05747219614040363,,0.0,0.0,0.0
250,7,-79.85820663432013,-158.90625,0.06826408384048577,,0.0,0.0,0.0
250,8,-79.85820663432013,-156.09375,0.06560798789636732,,0.0,0.0,0.0
250,9,-79.85820663432013,-153.28125,0.10861052960672207,,0.0,0.0,0.0
250,10,-79.85820663432013,-150.46875,0.18364728166525768,,0.0,0.0,0.0
250,11,-79.85820663432013,-147.65625,0.36579276147898,,0.5,0.0,0.0
250,12,-79.85820663432013,-144.84375,0.3839987145764985,,0.5,0.0,0.0
250,13,-79.85820663432013,-142.03125,0.4191832758815496,,0.5,0.0,0.0
250,14,-79.85820663432013,-139.21875,0.32026110063632235,,0.5,0.0,0.0
250,15,-79.85820663432013,-136.40625,0.09810450729183495,,0.0,0.0,0.0
250,16,-79.85820663432013,-133.59375,0.14984450984591008,,0.0,0.0,0.0
250,17,-79.85820663432013,-130.78125,0.09160592582871163,,0.0,0.0,0.0
250,18,-79.85820663432013,-127.96875,0.13573331664933275,,0.0,0.0,0.0
250,19,-79.85820663432013,-125.15625,0.22362982218664856,,0.0,0.0,0.0
250,33,-79.85820663432013,-85.78125,0.2124154759447868,,0.0,0.0,0.0
250,34,-79.85820663432013,-82.96875,0.15087178802986434,,0.0,0.0,0.0
250,35,-79.85820663432013,-80.15625,0.08932810011494186,,0.0,0.0,0.0
250,39,-79.85820663432013,-68.90625,0.4752141169575002,,1.0,0.0,0.0
250,40,-79.85820663432013,-66.09375,0.4072703393075097,,0.6666666666666666,0.0,0.0
250,41,-79.85820663432013,-63.28125,0.25359805984201544,,0.5,0.0,0.0
250,43,-79.85820663432013,-57.65625,0.17264319280031706,,0.0,0.0,0.0
250,44,-79.85820663432013,-54.84375,0.1361562185093551,,0.0,0.0,0.0
250,45,-79.85820663432013,-52.03125,0.10620713523871061,,0.0,0.0,0.0
250,46,-79.85820663432013,-49.21875,0.11274502625902803,,0.0,0.0,0.0
250,53,-79.85820663432013,-29.53125,0.048550416677068,,0.0,0.0,0.0
250,54,-79.85820663432013,-26.71875,0.04621529391621401,,0.0,0.0,0.0
250,55,-79.85820663432013,-23.90625,0.043880171155360026,,0.0,0.0,0.0
250,119,-79.85820663432013,156.09375,0.3225715748549942,,0.0,0.0,0.0
250,120,-79.85820663432013,158.90625,0.33356434267724894,,0.5,0.0,0.0
250,121,-79.85820663432013,161.71875,0.2508764103294077,,0.6666666666666666,0.0,0.0
250,122,-79.85820663432013,164.53125,0.29044522768096415,,0.6666666666666666,0.0,0.0
250,123,-79.85820663432013,167.34375,0.4297116817677796,,0.6666666666666666,0.0,0.0
250,124,-79.85820663432013,170.15625,0.5329153175188736,,0.3333333333333333,0.0,0.0
250,125,-79.85820663432013,172.96875,0.16162491419384928,,0.0,0.0,0.0
250,126,-79.85820663432013,175.78125,0.27694516645815115,,0.0,0.0,0.0
250,127,-79.85820663432013,178.59375,0.30866524785854454,,0.0,0.0,0.0
250,151,-72.38756092964962,-113.90625,0.14232199769444562,,0.0,0.0,0.0
250,152,-72.38756092964962,-111.09375,0.14232199769444562,,0.0,0.0,0.0
250,166,-72.38756092964962,-71.71875,0.12441201728065529,,0.0,0.0,0.0
250,167,-72.38756092964962,-68.90625,0.2744234539188456,,0.5,0.0,0.0
250,168,-72.38756092964962,-66.09375,0.3932366910542141,,0.75,0.0,0.0
250,169,-72.38756092964962,-63.28125,0.46453982092409707,,1.0,0.0,0.0
250,170,-72.38756092964962,-60.46875,0.676169980382878,,1.0,0.0,0.0
250,187,-72.38756092964962,-12.65625,0.03478748848680743,,0.0,0.0,0.0
250,188,-72.38756092964962,-9.84375,0.03478748848680743,,0.0,0.0,0.0
250,190,-72.38756092964962,-4.21875,0.20509587300067583,,0.0,0.0,0.0
250,191,-72.38756092964962,-1.40625,0.18827836457057018,,0.0,0.0,0.0
250,192,-72.38756092964962,1.40625,0.14588623405564705,,0.0,0.0,0.0
250,193,-72.38756092964962,4.21875,0.11304637825204752,,0.0,0.0,0.0
250,194,-72.38756092964962,7.03125,0.09043690815846803,,0.0,0.0,0.0
250,195,-72.38756092964962,9.84375,0.10845144104565108,,0.0,0.0,0.0
250,196,-72.38756092964962,12.65625,0.14181021030763155,,0.0,0.0,0.0
250,199,-72.38756092964962,21.09375,0.26770451362292064,,0.0,0.0,0.0
250,200,-72.38756092964962,23.90625,0.20925362117410143,,0.0,0.0,0.0
250,201,-72.38756092964962,26.71875,0.15080272872528222,,0.0,0.0,0.0
250,213,-72.38756092964962,60.46875,0.25525184055253103,,0.0,0.0,0.0
250,214,-72.38756092964962,63.28125,0.24515782334085892,,0.0,0.0,0.0
250,215,-72.38756092964962,66.09375,0.1846891582151115,,0.0,0.0,0.0
250,216,-72.38756092964962,68.90625,0.13431451030103617,,0.0,0.0,0.0
250,249,-72.38756092964962,161.71875,0.1416365234886165,,0.5,0.0,0.0
250,250,-72.38756092964962,164.53125,0.16843061080340047,,0.3333333333333333,0.0,0.0
250,251,-72.38756092964962,167.34375,0.22937940137525567,,0.3333333333333333,0.0,0.0
250,252,-72.38756092964962,170.15625,0.5525581448442738,,0.5,0.0,0.0
250,294,-67.20175190027794,-71.71875,0.12354458306956576,,0.5,0.0,0.0
250,295,-67.20175190027794,-68.90625,0.15160207981221502,,0.6666666666666666,0.0,0.0
250,296,-67.20175190027794,-66.09375,0.2498740503308494,,0.3333333333333333,0.0,0.0
250,297,-67.20175190027794,-63.28125,0.4575535896946548,,0.5,0.0,0.0
250,298,-67.20175190027794,-60.46875,0.6519952614071827,,0.6666666666666666,0.0,0.0
250,337,-67.20175190027794,49.21875,0.04379747921072012,,0.0,0.0,0.0
250,338,-67.20175190027794,52.03125,0.24089515973372985,,0.0,0.0,0.0
