species,D,D_min4,D_max4,D_interval_width,ambiguous_palette_rate,technical_failure_rate
Andromeda polifolia,0.3021914648212226,0.2633333333333333,0.4794444444444445,0.2161111111111112,0.09,0.4
Androsace villosa,0.0253122945430637,0.0238060676440703,0.13761068369865,0.1138046160545797,0.05,0.17
Andryala integrifolia,0.3713505566057551,0.3607253086419754,0.4216820987654321,0.0609567901234567,0.03,0.28
Anemone pavonina,0.5748148148148149,0.4851367419738406,0.687871581450654,0.2027348394768133,0.13,0.42
Anemonoides blanda,0.3698224852071006,0.3447214527546937,0.469067405355494,0.1243459526008003,0.05,0.43
Anemonoides quinquefolia,0.0798611111111109,0.0783007080383174,0.1166180758017492,0.0383173677634317,0.01,0.51
Antennaria dioica,0.286042240587695,0.2596785975164354,0.4236669101533967,0.1639883126369613,0.08,0.26
Aquilegia coerulea,0.5506198347107437,0.5067281814686659,0.647443291041907,0.140715109573241,0.07,0.49
Asclepias incarnata,0.4398167430237402,0.3491370759769887,0.6851815116048403,0.3360444356278516,0.22,0.29
Asclepias ovalifolia,0.1575505350772887,0.14404296875,0.3037109375,0.15966796875,0.06,0.36
Asclepias perennis,0.0281632653061223,0.0281632653061223,0.0281632653061223,0.0,0.0,0.3
Asclepias quadrifolia,0.059228650137741,0.059228650137741,0.059228650137741,0.0,0.0,0.34
Asclepias viridis,0.43875,0.4163223140495867,0.5320247933884297,0.1157024793388429,0.04,0.56
Astragalus glycyphyllos,0.4954648526077096,0.4848771266540642,0.5756143667296786,0.0907372400756143,0.04,0.53
Austroflourensia thurifera,0.0350765306122449,0.0350765306122449,0.0350765306122449,0.0,0.0,0.44
Baptisia australis,0.1472,0.1341268689214689,0.2990274350413703,0.1649005661199013,0.08,0.17
Baptisia tinctoria,0.0,0.0,0.0259695290858725,0.0259695290858725,0.01,0.24
Barbarea orthoceras,0.0277722674072604,0.0273919753086417,0.0543981481481481,0.0270061728395063,0.01,0.28
Bellis annua,0.0721874999999998,0.070493753718025,0.1165972635336111,0.046103509815586,0.02,0.18
Bidens aristosa,0.0499671268902037,0.0499671268902037,0.0499671268902037,0.0,0.0,0.22
Bidens bipinnata,0.1207075962539023,0.1207075962539023,0.1207075962539023,0.0,0.0,0.38
Bidens cernua,0.03076171875,0.0302958579881655,0.0601183431952663,0.0298224852071007,0.01,0.35
Biscutella laevigata,0.177742511406467,0.1733908800900732,0.2218052167386001,0.0484143366485269,0.02,0.27
Brodiaea coronaria,0.0619803476946334,0.0583648919581197,0.1684116729783916,0.1100467810202718,0.04,0.33
Bryonia alba,0.5425342058298632,0.5396825396825398,0.5634920634920635,0.0238095238095237,0.01,0.58
Buddleja davidii,0.5959978366684695,0.5489498042007832,0.6998932004271983,0.150943396226415,0.1,0.47
Bursaria spinosa,0.0416478044363965,0.0407986111111111,0.0807291666666665,0.0399305555555553,0.01,0.52
Calochortus concolor,0.1760856632956573,0.1760856632956573,0.1760856632956573,0.0,0.0,0.59
Calochortus flexuosus,0.2190753852561433,0.2009602194787381,0.3511659807956104,0.1502057613168723,0.05,0.46
Calochortus leichtlinii,0.1392318244170095,0.1368595041322314,0.1699173553719009,0.0330578512396694,0.01,0.45
Calochortus monophyllus,0.0,0.0,0.0,0.0,0.0,0.45
Calycadenia multiglandulosa,0.0,0.0,0.0,0.0,0.0,0.36
Calystegia tuguriorum,0.0783007080383174,0.0767999999999999,0.1144,0.0376,0.01,0.5
Campanula latifolia,0.4418402777777778,0.39179548156956,0.5998810939357907,0.2080856123662307,0.1,0.42
Campanula patula,0.4470663265306123,0.3775510204081632,0.6118367346938776,0.2342857142857143,0.14,0.3
Cardamine amara,0.029405212742259,0.028979238754325,0.0575259515570933,0.0285467128027683,0.01,0.32
Cardamine concatenata,0.0886965927528393,0.0886965927528393,0.0886965927528393,0.0,0.0,0.57
Cardamine hirsuta,0.0350765306122449,0.0350765306122449,0.0350765306122449,0.0,0.0,0.44
Carlina hispanica,0.0338882282996433,0.0338882282996433,0.0338882282996433,0.0,0.0,0.42
Carlina vulgaris,0.5275000000000001,0.4898143956541421,0.6401086464463559,0.1502942507922138,0.07,0.53
Carthamus mitissimus,0.5805785123966942,0.5300092336103417,0.7085257002154509,0.1785164666051092,0.13,0.43
Castilleja exserta,0.3411989795918367,0.30419921875,0.47607421875,0.171875,0.08,0.36
Castilleja foliolosa,0.5207939508506616,0.5041152263374487,0.6385459533607682,0.1344307270233196,0.08,0.46
Centranthus calcitrapae,0.197869822485207,0.1825034715334258,0.3213648085697281,0.1388613370363023,0.06,0.29
Centrosema virginianum,0.6489994591671173,0.6028450595924644,0.7151095732410611,0.1122645136485966,0.08,0.49
Cerastium fontanum,0.0677131425053862,0.0654984199942545,0.1292731973570813,0.0637747773628267,0.02,0.41
Chaenorhinum origanifolium,0.5539358600583091,0.50048828125,0.7001953125,0.19970703125,0.15,0.36
Chelone lyonii,0.4723032069970845,0.3895857988165679,0.6594082840236686,0.2698224852071006,0.16,0.35
Chondrilla juncea,0.2355371900826446,0.2325685007796838,0.2579639117843618,0.025395411004678,0.01,0.33
Cipura campanulata,0.1975308641975308,0.1975308641975308,0.1975308641975308,0.0,0.0,0.46
Cistus albidus,0.6010701545778834,0.5351020408163265,0.6844897959183673,0.1493877551020408,0.12,0.3
Cistus crispus,0.17236328125,0.1675849403122131,0.2208448117539028,0.0532598714416896,0.02,0.34
Clematis virginiana,0.0399833402748854,0.0392000000000001,0.0776000000000001,0.0383999999999999,0.01,0.49
Clinopodium alpinum,0.2043431826272694,0.1884661117717002,0.3305588585017837,0.1420927467300834,0.05,0.42
Cneoridium dumosum,0.3064000000000001,0.2829752066115703,0.4198347107438016,0.1368595041322313,0.05,0.45
Cochlospermum vitifolium,0.0807291666666665,0.0807291666666665,0.0807291666666665,0.0,0.0,0.52
Coleogyne ramosissima,0.0748861528082307,0.0748861528082307,0.0748861528082307,0.0,0.0,0.23
Coleostephus myconis,0.0,0.0,0.0,0.0,0.0,0.21
Collinsia grandiflora,0.2297668038408779,0.1950295857988164,0.4515976331360947,0.2565680473372782,0.11,0.35
Commelina benghalensis,0.5159554017685506,0.4677777777777777,0.6294444444444445,0.1616666666666667,0.09,0.4
Commelina communis,0.2078402366863906,0.2078402366863906,0.2078402366863906,0.0,0.0,0.48
Commelina diffusa,0.4757253662740591,0.4572781065088757,0.5637869822485206,0.1065088757396449,0.06,0.35
Conoclinium betonicifolium,0.1977857008819665,0.1821874999999999,0.3271875000000001,0.1450000000000001,0.07,0.2
Conopholis alpina,0.3106508875739644,0.2777777777777777,0.4733333333333334,0.1955555555555557,0.08,0.4
Conospermum caeruleum,0.4038165589412126,0.3869927438860521,0.4772910507927976,0.0902983069067455,0.04,0.39
Convolvulus elegantissimus,0.5826397146254458,0.5528007346189163,0.6597796143250689,0.1069788797061526,0.08,0.34
Cornus florida,0.2149104539775095,0.2112,0.2456000000000001,0.0344000000000001,0.01,0.5
Cornus sanguinea,0.1499375260308204,0.1395514417942327,0.2705589177643289,0.1310074759700962,0.04,0.47
Cornus suecica,0.0350765306122449,0.0350765306122449,0.0350765306122449,0.0,0.0,0.44
Corydalis aurea,0.0281632653061223,0.0281632653061223,0.0281632653061223,0.0,0.0,0.3
Cotula coronopifolia,0.0240928019036288,0.0240928019036288,0.0240928019036288,0.0,0.0,0.18
Crepis biennis,0.0322493953238376,0.0312421264802218,0.0922146636432351,0.0609725371630133,0.02,0.37
Crepis sancta,0.0579193584317219,0.056290695232094,0.1113211510186936,0.0550304557865996,0.02,0.31
Cryptantha barbigera,0.2230902777777778,0.2190753852561433,0.2540608079966681,0.0349854227405247,0.01,0.51
Cylindropuntia echinocarpa,0.19013128112268,0.19013128112268,0.19013128112268,0.0,0.0,0.53
Cypripedium guttatum,0.3336483931947069,0.296190815236739,0.4820220719117124,0.1858312566749733,0.07,0.46
Dalea candida,0.0525931336742147,0.051911111111111,0.077511111111111,0.0256,0.01,0.25
Dampiera stricta,0.1842653420926132,0.1762229641457395,0.2592538830018871,0.0830309188561475,0.04,0.17
Delphinium glaucum,0.2014462809917354,0.1768550557477892,0.39600153787005,0.2191464821222607,0.07,0.49
Delphinium sutherlandii,0.1067995728017088,0.1031404958677686,0.1699173553719009,0.0667768595041322,0.02,0.45
Desmanthus illinoensis,0.2355371900826446,0.2213846459035906,0.3368379289823446,0.115453283078754,0.05,0.29
Diplacus mephiticus,0.5627162629757786,0.5418975069252078,0.6374653739612188,0.095567867036011,0.08,0.24
Diplotaxis tenuifolia,0.0973044049967126,0.0961384393526678,0.1198525877263259,0.023714148373658,0.01,0.21
Disphyma crassifolium,0.4717066545948393,0.4307582769668922,0.5646137415450339,0.1338554645781416,0.06,0.47
Distimake aegyptius,0.0767999999999999,0.0767999999999999,0.0767999999999999,0.0,0.0,0.49
Distimake dissectus,0.2228377962449986,0.2193816884661117,0.2491082045184305,0.0297265160523187,0.01,0.42
Drosera spatulata,0.6803677663601947,0.6599999999999999,0.7384,0.0784,0.07,0.5
Dyssodia pinnata,0.0,0.0,0.0,0.0,0.0,0.22
Echium gaditanum,0.2814776274713838,0.2534693877551021,0.4257142857142856,0.1722448979591835,0.08,0.3
Echium rosulatum,0.4841580633677466,0.4016203703703702,0.6786265432098766,0.2770061728395063,0.19,0.28
Ehretia anacua,0.0,0.0,0.0,0.0,0.0,0.5
Elephantopus carolinianus,0.1227887617065557,0.1209372637944067,0.1501637692113884,0.0292265054169816,0.01,0.37
Epacris obtusifolia,0.2141582391433669,0.209750566893424,0.2505668934240364,0.0408163265306122,0.01,0.58
Erechtites hieraciifolius,0.4762335898596649,0.4664723032069972,0.5164514785506039,0.0499791753436067,0.02,0.51
Erigeron foliosus,0.6024,0.4766252739225713,0.7322863403944485,0.2556610664718771,0.24,0.26
Erigeron linearis,0.0886965927528393,0.0886965927528393,0.0886965927528393,0.0,0.0,0.14
Eriodictyon crassifolium,0.1680384087791495,0.1527777777777779,0.3211111111111112,0.1683333333333333,0.06,0.4
Eriogonum jamesii,0.1400367309458219,0.1326530612244898,0.2338775510204082,0.1012244897959183,0.04,0.3
Eriogonum latifolium,0.2240816326530612,0.1996875,0.398125,0.1984375,0.1,0.2
Eriogonum niveum,0.0878099173553718,0.0823902218198278,0.197374377546401,0.1149841557265732,0.03,0.53
Eriophorum vaginatum,0.345679012345679,0.3106508875739644,0.5007396449704142,0.1900887573964498,0.07,0.48
Eriophyllum confertiflorum,0.0,0.0,0.0238060676440703,0.0238060676440703,0.01,0.17
Eryngium planum,0.2137639369473281,0.1996694214876033,0.3193388429752065,0.1196694214876031,0.04,0.45
Erythranthe dentata,0.0579193584317219,0.0579193584317219,0.0579193584317219,0.0,0.0,0.33
Erythranthe erubescens,0.5698765432098767,0.4385813148788926,0.726643598615917,0.2880622837370243,0.23,0.32
Erythrina humeana,0.2921597633136095,0.27900826446281,0.3649586776859503,0.0859504132231403,0.03,0.45
Eschscholzia minutiflora,0.0,0.0,0.0270219553387127,0.0270219553387127,0.01,0.27
Euonymus obovatus,0.4997025580011898,0.4958677685950414,0.5630165289256199,0.0671487603305784,0.03,0.56
Eupatorium altissimum,0.1943801652892562,0.188365650969529,0.2493074792243766,0.0609418282548476,0.02,0.43
Euphorbia cyparissias,0.0,0.0,0.0229853975121687,0.0229853975121687,0.01,0.14
Eurybia divaricata,0.086776859504132,0.0814848347668626,0.197374377546401,0.1158895427795384,0.03,0.53
Eutrochium fistulosum,0.2933454051607062,0.2784000000000001,0.3719999999999999,0.0935999999999998,0.03,0.5
Eutrochium maculatum,0.2978723404255319,0.2208448117539027,0.5950413223140496,0.3741965105601469,0.19,0.34
Eysenhardtia texana,0.0831758034026464,0.0798611111111109,0.1571180555555555,0.0772569444444446,0.02,0.52
Falcaria vulgaris,0.0285654274312119,0.0285654274312119,0.0285654274312119,0.0,0.0,0.31
Fritillaria pyrenaica,0.6889995473064736,0.6743560169165705,0.7151095732410611,0.0407535563244905,0.04,0.49
Galinsoga parviflora,0.35888671875,0.3168282548476453,0.5328947368421053,0.21606648199446,0.12,0.24
Gazania rigens,0.0277722674072604,0.0273919753086417,0.0543981481481481,0.0270061728395063,0.01,0.28
Gentiana acaulis,0.2051180321364807,0.2051180321364807,0.2051180321364807,0.0,0.0,0.29
Gentiana parryi,0.1649382716049382,0.1584427342689,0.2326844726120416,0.0742417383431416,0.02,0.53
Geranium macrorrhizum,0.5244444444444445,0.4691358024691356,0.6440329218106997,0.174897119341564,0.09,0.46
Geranium molle,0.6427514792899409,0.5875535399344923,0.7205845301083397,0.1330309901738473,0.11,0.37
Geranium richardsonii,0.0695153061224488,0.0695153061224488,0.0695153061224488,0.0,0.0,0.43
Geranium yeoi,0.5840262030738221,0.5725687880697332,0.6435622768325981,0.0709934887628649,0.06,0.31
Geum canadense,0.0384467512495194,0.0377218934911243,0.0747041420118342,0.0369822485207099,0.01,0.48
Geum macrophyllum,0.0855424370683894,0.0843425605536332,0.1120242214532871,0.0276816608996539,0.01,0.32
Geum urbanum,0.1155029585798816,0.112274448652261,0.1670750723991981,0.0548006237469371,0.02,0.33
Gompholobium huegelii,0.3673094582185492,0.3635553575406549,0.385832033860548,0.022276676319893,0.01,0.33
Goodenia ovata,0.0525931336742147,0.0525931336742147,0.0525931336742147,0.0,0.0,0.26
Grevillea alpina,0.5770975056689343,0.5121173469387755,0.715561224489796,0.2034438775510204,0.14,0.44
Grevillea lavandulacea,0.1247637051039697,0.1222272521502941,0.1602535083748303,0.0380262562245361,0.01,0.53
Guzmania monostachia,0.4404938271604938,0.4029219530949635,0.5520953479430988,0.1491733948481353,0.06,0.48
Hedypnois rhagadioloides,0.0322493953238376,0.0322493953238376,0.0322493953238376,0.0,0.0,0.39
Helenium autumnale,0.0,0.0,0.0,0.0,0.0,0.19
Helianthus divaricatus,0.0677131425053862,0.0677131425053862,0.0677131425053862,0.0,0.0,0.43
Hepatica acutiloba,0.0333237575409364,0.0327777777777777,0.0649999999999999,0.0322222222222221,0.01,0.4
Hibbertia cuneiformis,0.1222684703433923,0.1222684703433923,0.1222684703433923,0.0,0.0,0.38
Hibiscus denudatus,0.3565088757396449,0.3305632502308404,0.4549092028316405,0.1243459526008,0.05,0.43
Hofmeisteria fasciculata,0.1670918367346938,0.1474609375,0.35107421875,0.20361328125,0.08,0.36
Homogyne alpina,0.3656,0.3335459183673469,0.4834183673469389,0.1498724489795919,0.06,0.44
Hyacinthoides non-scripta,0.1504971781779092,0.1420118343195264,0.2499408284023668,0.1079289940828404,0.04,0.35
Hypocalymma robustum,0.2670891806247171,0.2112335393711367,0.5305025530771299,0.3192690137059931,0.14,0.39
Iliamna rivularis,0.2122781065088758,0.1634110480991389,0.5183784919134635,0.3549674438143245,0.17,0.31
Ipomoea cairica,0.5720486111111112,0.5047562425683709,0.6664684898929845,0.1617122473246135,0.1,0.42
Ipomoea pes-caprae,0.5512152777777778,0.4303633217993078,0.7011245674740485,0.2707612456747407,0.2,0.32
Jacobaea adonidifolia,0.0263111111111109,0.0263111111111109,0.0263111111111109,0.0,0.0,0.25
Jaumea carnosa,0.051911111111111,0.0512465373961217,0.0765235457063711,0.0252770083102493,0.01,0.24
Johnstonella angustifolia,0.0,0.0,0.0322493953238376,0.0322493953238376,0.01,0.39
Lachenalia reflexa,0.0713305898491085,0.0713305898491085,0.0713305898491085,0.0,0.0,0.46
Lamprocapnos spectabilis,0.1550000000000001,0.14599609375,0.25439453125,0.1083984375,0.04,0.36
Lantana involucrata,0.1945153061224489,0.1914435210834102,0.2222222222222223,0.030778701138812,0.01,0.43
Lathyrus japonicus,0.5015844273426889,0.4405469678953627,0.6450653983353151,0.2045184304399523,0.11,0.42
Lathyrus palustris,0.62819750148721,0.5044444444444445,0.7366666666666667,0.2322222222222222,0.19,0.4
Lathyrus pratensis,0.0817298155127951,0.0817298155127951,0.0817298155127951,0.0,0.0,0.29
Lepidium campestre,0.2076124567474049,0.188365650969529,0.3601108033240997,0.1717451523545706,0.08,0.24
Lepidium fremontii,0.0798611111111109,0.0788140364045788,0.1047100769375116,0.0258960405329328,0.01,0.27
Leucaena leucocephala,0.3898375676801332,0.3478002378121283,0.5523186682520809,0.2045184304399525,0.09,0.42
Leucopogon affinis,0.0596449704142012,0.0596449704142012,0.0596449704142012,0.0,0.0,0.35
Leucopogon microphyllus,0.028979238754325,0.0273919753086417,0.1323302469135803,0.1049382716049385,0.04,0.28
Ligustrum obtusifolium,0.0322493953238376,0.0322493953238376,0.0322493953238376,0.0,0.0,0.39
Linum catharticum,0.1009541397353033,0.0945982262832572,0.2117710292932006,0.1171728030099434,0.04,0.39
Linum lewisii,0.5402226423020373,0.5336011687363039,0.5960555149744338,0.0624543462381298,0.05,0.26
Lithospermum canescens,0.0,0.0,0.0246874999999999,0.0246874999999999,0.01,0.2
Lobelia erinus,0.26806640625,0.261248852157943,0.3108356290174471,0.049586776859504,0.02,0.34
Loeselia glandulosa,0.632396449704142,0.5247999999999999,0.7406222222222223,0.2158222222222223,0.23,0.25
Ludwigia peruviana,0.0,0.0,0.0,0.0,0.0,0.57
Lupinus arizonicus,0.2003780718336484,0.1432506887052342,0.5661157024793388,0.4228650137741045,0.2,0.34
Lupinus havardii,0.126111111111111,0.11865234375,0.22900390625,0.1103515625,0.04,0.36
Lupinus microcarpus,0.5667722951561793,0.5226059095763618,0.6322534709861161,0.1096475614097542,0.06,0.47
Lysimachia loeflingii,0.14697265625,0.1407885943417242,0.2196480285141457,0.0788594341724215,0.03,0.33
Lysimachia quadrifolia,0.059228650137741,0.0575259515570933,0.1128892733564013,0.0553633217993079,0.02,0.32
Malacothrix saxatilis,0.0619803476946334,0.056710775047259,0.2138206259189244,0.1571098508716654,0.06,0.31
Malva moschata,0.481310074759701,0.4579870729455217,0.5441674361341953,0.0861803631886735,0.04,0.43
Malva thuringiaca,0.4114149821640903,0.3912591050988553,0.4791883454734651,0.0879292403746098,0.04,0.38
Mazus miquelii,0.4934157484547166,0.46875,0.6246141975308642,0.1558641975308642,0.11,0.28
Mecardonia procumbens,0.2688000000000001,0.2645136485966937,0.2968089196462898,0.0322952710495961,0.01,0.49
Medicago lupulina,0.1361058601134215,0.1342857142857142,0.1604081632653061,0.0261224489795919,0.01,0.3
Medicago marina,0.0767999999999999,0.0748861528082307,0.1237982796424355,0.0489121268342047,0.02,0.23
Melaleuca citrina,0.40875,0.3473552686380675,0.5747605164514786,0.2274052478134111,0.09,0.51
Melastoma candidum,0.7071005917159763,0.6896551724137931,0.7395957193816884,0.0499405469678952,0.06,0.42
Melastoma malabathricum,0.6329565734681737,0.5912,0.7168,0.1256,0.09,0.5
Melothria pendula,0.176775147928994,0.1707818930041151,0.2352537722908093,0.0644718792866941,0.02,0.46
Micranthes petiolaris,0.0,0.0,0.0,0.0,0.0,0.51
Mitchella repens,0.0399833402748854,0.0399833402748854,0.0399833402748854,0.0,0.0,0.5
Moraea flaccida,0.3752402921953095,0.3447214527546937,0.4912280701754387,0.146506617420745,0.06,0.43
Muscari armeniacum,0.0721874999999998,0.0713305898491085,0.0948026215515926,0.0234720317024841,0.01,0.19
Muscari botryoides,0.0880473372781063,0.0831758034026464,0.1890359168241966,0.1058601134215502,0.04,0.31
Myosotis latifolia,0.375,0.3717321639399561,0.3909596896609882,0.0192275257210321,0.01,0.23
Myosotis laxa,0.0889940828402365,0.0806327160493826,0.2519290123456787,0.1712962962962961,0.07,0.28
Myosotis sparsiflora,0.0777940102264427,0.0748861528082307,0.1474110305279136,0.0725248777196828,0.03,0.23
Myrica gale,0.3037500000000001,0.3037500000000001,0.3037500000000001,0.0,0.0,0.6
Myrtus communis,0.2102918244597906,0.2024489795918367,0.2755102040816326,0.0730612244897959,0.03,0.3
Nama hispida,0.6057511421660844,0.5101130279595478,0.7189173111243308,0.2088042831647829,0.21,0.18
Navarretia heterodoxa,0.4373964497041419,0.396694214876033,0.5869455220104571,0.190251307134424,0.12,0.23
Nelumbo nucifera,0.6414277988101676,0.6189087880049979,0.7038733860891295,0.0849645980841315,0.06,0.5
Nicandra physalodes,0.5175308641975308,0.4642221431114276,0.6301174795300819,0.1658953364186542,0.08,0.47
Nicotiana longiflora,0.075355632449058,0.0739644970414201,0.110207100591716,0.0362426035502958,0.01,0.47
Ochna serrulata,0.4699798908359667,0.4583766909469303,0.5182101977107181,0.0598335067637877,0.03,0.38
Odontites luteus,0.0298438934802571,0.029405212742259,0.0583648919581198,0.0289596792158608,0.01,0.33
Olearia lirata,0.028979238754325,0.0285654274312119,0.056710775047259,0.0281453476160471,0.01,0.31
Olsynium biflorum,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.0,0.0,0.53
Omphalodes verna,0.3668054110301768,0.3438581314878892,0.4697231833910035,0.1258650519031142,0.06,0.32
Oreomecon alpina,0.2927378495027211,0.2927378495027211,0.2927378495027211,0.0,0.0,0.26
Ornithopus compressus,0.1420118343195264,0.1395514417942327,0.1737273050907796,0.0341758632965468,0.01,0.46
Oxalis violacea,0.6232,0.5187985717286284,0.7284183994959041,0.2096198277672757,0.19,0.31
Oxytropis campestris,0.4612345679012345,0.4127218934911242,0.5717455621301775,0.1590236686390532,0.07,0.48
Papaver dubium,0.5619834710743802,0.5259515570934257,0.6566705113417917,0.130718954248366,0.07,0.49
Parthenium confertum,0.0240928019036288,0.0235260770975056,0.0697278911564626,0.0462018140589569,0.02,0.16
Passiflora mixta,0.3367043426531826,0.2996831145314622,0.4771389769126302,0.1774558623811679,0.06,0.53
Pectis multiseta,0.0,0.0,0.0,0.0,0.0,0.18
Pectis papposa,0.0,0.0,0.0,0.0,0.0,0.21
Penstemon speciosus,0.0327777777777777,0.0312421264802218,0.1214411690602167,0.0901990425799948,0.03,0.37
Pentanema squarrosum,0.0464852607709751,0.0464852607709751,0.0464852607709751,0.0,0.0,0.58
Persicaria nepalensis,0.2918570276807309,0.2551081134695496,0.4574489188653046,0.2023408053957549,0.1,0.29
Persicaria pensylvanica,0.1315586419753086,0.1204935106553437,0.2730331677615766,0.1525396571062328,0.07,0.21
Phlomoides tuberosa,0.3764172335600906,0.3216759002770084,0.5422437673130194,0.2205678670360109,0.13,0.24
Phlox diffusa,0.2287968441814595,0.203509657871481,0.3974245676051002,0.1939149097336192,0.11,0.1
Phlox longifolia,0.4784764927593732,0.4454414356673609,0.5688190995032847,0.1233776638359237,0.08,0.21
Phlox roemeriana,0.3335852859662385,0.3039079547708787,0.467367585796469,0.1634596310255902,0.08,0.29
Pimelea serpyllifolia,0.3061587753648984,0.2933673469387756,0.3769132653061223,0.0835459183673467,0.03,0.44
Pinguicula vulgaris,0.2576530612244898,0.2317964222726126,0.4006046863189721,0.1688082640463595,0.07,0.37
Piqueria trinervia,0.0285654274312119,0.026661796932067,0.1533966398831263,0.1267348429510593,0.05,0.26
Pittosporum revolutum,0.1356335514574658,0.1219281663516067,0.3071833648393195,0.1852551984877127,0.05,0.54
Plantago media,0.1420118343195264,0.1371742112482852,0.2037037037037037,0.0665294924554185,0.02,0.46
Polycalymma stuartii,0.3168282548476453,0.2989292088042832,0.41046995835812,0.1115407495538368,0.06,0.18
Polygala comosa,0.3796646836127636,0.2566687670657424,0.6805293005671078,0.4238605335013654,0.26,0.31
Portulaca suffrutescens,0.2473246135552913,0.2364955657081431,0.3171190540177372,0.0806234883095941,0.03,0.39
Potentilla concinna,0.0478881618084474,0.0467687074829933,0.0921201814058958,0.0453514739229025,0.02,0.16
Potentilla indica,0.339753086419753,0.339753086419753,0.339753086419753,0.0,0.0,0.55
Potentilla simplex,0.051911111111111,0.051911111111111,0.051911111111111,0.0,0.0,0.25
Primula elatior,0.4851367419738407,0.46875,0.57275390625,0.10400390625,0.06,0.36
Prunus mahaleb,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0,0.0,0.48
Pseudo-fumaria lutea,0.028979238754325,0.0285654274312119,0.056710775047259,0.0281453476160471,0.01,0.31
Pseudognaphalium affine,0.070493753718025,0.0673336938885882,0.1538669551108706,0.0865332612222824,0.04,0.14
Pulmonaria obscura,0.4092349479402445,0.3203125,0.63232421875,0.31201171875,0.17,0.36
Pultenaea villosa,0.0302958579881655,0.0302958579881655,0.0302958579881655,0.0,0.0,0.35
Purshia stansburyana,0.3298611111111111,0.2933673469387756,0.4974489795918366,0.204081632653061,0.08,0.44
Pycnanthemum virginianum,0.0459515570934256,0.0449200687012814,0.0890474303078346,0.0441273616065532,0.02,0.13
Pyrola elliptica,0.0,0.0,0.0434567901234568,0.0434567901234568,0.01,0.55
Ranunculus kuepferi,0.0730652139080274,0.0721874999999998,0.0959375,0.0237500000000001,0.01,0.2
Ranunculus lyallii,0.0820408163265304,0.0820408163265304,0.0820408163265304,0.0,0.0,0.3
Ranunculus trichophyllus,0.0777940102264427,0.0739644970414201,0.1686390532544378,0.0946745562130176,0.04,0.22
Ranunculus uncinatus,0.2675619834710743,0.2448979591836735,0.4039983340274886,0.1591003748438151,0.05,0.51
Rhododendron canadense,0.345679012345679,0.2603550295857988,0.6390532544378698,0.3786982248520709,0.2,0.35
Rhododendron catawbiense,0.4765625,0.4266581632653062,0.5956632653061225,0.1690051020408162,0.08,0.44
Rhododendron pseudochrysanthum,0.2112,0.188365650969529,0.3853493382579256,0.1969836872883965,0.07,0.43
Rhododendron tomentosum,0.0322493953238376,0.0322493953238376,0.0322493953238376,0.0,0.0,0.39
Rhynchospora colorata,0.1107266435986158,0.1087278106508875,0.144230769230769,0.0355029585798815,0.01,0.48
Rorippa palustris,0.1461325270849081,0.14404296875,0.17236328125,0.0283203125,0.01,0.36
Rosa blanda,0.6135999999999999,0.5796670630202141,0.687871581450654,0.1082045184304398,0.08,0.42
Rosa multiflora,0.0547510414600276,0.0547510414600276,0.0547510414600276,0.0,0.0,0.29
