tranche,variant,gain,p,repeated_genera,species
discovery,observed_raw,0.20296304739768833,0.0022998850057497125,61,169
reserve,observed_raw,0.15365447441552016,0.021698915054247286,54,146
reserve,span_only,0.1416421125183881,0.022998850057497126,54,146
reserve,span_plus_technical,0.12121130782153178,0.04484775761211939,54,146
reserve,D_min4_span_plus_technical,0.1102120655173141,0.0616469176541173,54,146
reserve,D_max4_span_plus_technical,0.14154578977479892,0.023798810059497025,54,146
