species,D,second_fraction,spatial_rho,rho_observer_pair_exclusion,rho_calendar_quarter_stratification,rho_matched_background_differential,primary_second_ge_0_10,sensitivity_second_ge_0_20,tranche
Grindelia squarrosa,0.0,0.0,0.0835332496826941,0.0837569982073716,0.0835332496826941,-0.0909301030257627,False,False,reserve
Gymnadenia rhellicani,0.6515369146796897,0.2711864406779661,0.0041561100903391,0.0014588688207106,0.0041561100903391,0.0948606276201107,True,True,reserve
Helenium puberulum,0.1325133902003571,0.056338028169014,-0.0561429842561945,-0.0556209361384124,-0.0561429842561945,-0.0491839920639729,False,False,reserve
Hemiandra pungens,0.1597242171789715,0.0338983050847457,0.1125013140382212,0.1109937645619827,0.1125013140382212,0.0387439462007597,False,False,reserve
Herbertia lahue,0.4834710743801652,0.4090909090909091,0.0103470259414675,0.0095859428875287,0.0103470259414675,0.0348513637049406,True,True,reserve
Heterotheca grandiflora,0.0532933008069056,0.0273972602739726,-0.0486593578569462,-0.0481903537967252,-0.0486593578569462,-0.0926837750529946,False,False,reserve
Heuchera cylindrica,0.3199999999999998,0.2,0.0274428394035291,0.0267379856255032,0.0274428394035291,-0.029433499084836,True,True,reserve
Hibbertia aspera,0.0302958579881655,0.0153846153846153,-0.0037509941969818,-0.0035651865672103,-0.0037509941969818,0.0297462215290182,False,False,reserve
Hibiscus pedunculatus,0.5304,0.28,0.0442273616191289,0.0449144007225402,0.0442273616191289,-0.0348594315377048,True,True,reserve
Hieracium venosum,0.0920915712799166,0.0483870967741935,-0.007341445807193,-0.0071275229672963,-0.007341445807193,0.0276337819817952,False,False,reserve
Hippocrepis comosa,0.0,0.0,0.0833995062370828,0.0833995062370828,0.0833995062370828,-0.0587435300988022,False,False,reserve
Honckenya peploides,0.4763705103969753,0.391304347826087,0.0621040517432746,0.0636801761422845,0.0621040517432746,-0.0606874086985095,True,True,reserve
Hottonia palustris,0.0,0.0,-0.0547591291022368,-0.0554652881578267,-0.0547591291022368,-0.0591161533388968,False,False,reserve
Houstonia micrantha,0.0522666666666664,0.0133333333333333,0.0156205463612422,0.0163748688165904,0.0156205463612422,-0.077978515240576,False,False,reserve
Hymenoxys grandiflora,0.0,0.0,-0.0453465312885783,-0.0457523089151974,-0.0453465312885783,0.0392460131541793,False,False,reserve
Hypericum tetrapetalum,0.0828571428571427,0.0285714285714285,-0.0202284111812414,-0.0197572162985439,-0.0202284111812414,0.059454872048299,False,False,reserve
Hypoxis decumbens,0.1344255408527619,0.072463768115942,0.2142179205727266,0.2151254092605544,0.2142179205727266,0.05415495345735,False,False,reserve
Ilex glabra,0.0677131425053862,0.0350877192982456,-0.0011680613523333,0.0009477087781025,-0.0011680613523333,0.024666364572518,False,False,reserve
Impatiens balsamina,0.436381960191484,0.2222222222222222,0.0373333015358715,0.0383930656143198,0.0373333015358715,0.0153383174242499,True,True,reserve
Ipomoea amnicola,0.0333237575409364,0.0169491525423728,0.0548609711626466,0.0548609711626466,0.0548609711626466,0.0810296674134524,False,False,reserve
Ipomoea nil,0.5546457814168744,0.3773584905660377,0.0290982307317653,0.0281274312410684,0.0290982307317653,0.0316738412649892,True,True,reserve
Ipomoea quamoclit,0.2034339229968782,0.0967741935483871,0.0174668517873458,0.0173941135982763,0.0174668517873458,-0.0314634953536482,False,False,reserve
Ipomoea triloba,0.6235207100591715,0.3269230769230769,-0.034921169453593,-0.0356109101005569,-0.034921169453593,-0.032448089837125,True,True,reserve
Ipomopsis rubra,0.4783057851239669,0.3409090909090909,-0.0146004842795196,-0.0146004842795196,-0.0146004842795196,-0.0299532315298136,True,True,reserve
Iris japonica,0.0298438934802571,0.0151515151515151,0.2199397923021186,0.2199397923021186,0.2199397923021186,-0.0462713219789905,False,False,reserve
Iris sibirica,0.2030178326474623,0.074074074074074,-0.093101065220808,-0.0910977508886371,-0.093101065220808,-0.0346962338108116,False,False,reserve
Kalmia angustifolia,0.0327777777777777,0.0166666666666666,-0.0194879891419784,-0.0208604650890568,-0.0194879891419784,0.0433751322575596,False,False,reserve
Kennedia coccinea,0.2631427750646367,0.135593220338983,0.0276647113969589,0.0286723134516526,0.0276647113969589,-0.0148236448109409,True,False,reserve
Kennedia prostrata,0.06103515625,0.015625,-0.0494979648645265,-0.0496349815735086,-0.0494979648645265,-0.0377822978275582,False,False,reserve
Kunzea capitata,0.515,0.35,-0.0088385569844283,-0.0123395635108958,-0.0088385569844283,-0.0275126634381005,True,True,reserve
Lactuca biennis,0.3487499999999999,0.225,0.0736384861977291,0.0712760981126326,0.0736384861977291,-0.0011687168352448,True,True,reserve
Lactuca perennis,0.4861928474422816,0.2765957446808511,-0.0002866974111166,0.0021128517686176,-0.0002866974111166,0.0024159339163417,True,True,reserve
Lapageria rosea,0.2142857142857143,0.0952380952380952,0.0218378988240295,0.0226298663829125,0.0218378988240295,-0.0159129463198802,False,False,reserve
Lathyrus aphaca,0.1823146397815584,0.1014492753623188,-0.0126697537246991,-0.0147638664609787,-0.0126697537246991,-0.0843469098492884,True,False,reserve
Lathyrus clymenum,0.2016528925619835,0.0545454545454545,0.1006495760095394,0.0993953214617599,0.1006495760095394,0.0708856219356739,False,False,reserve
Lathyrus tingitanus,0.1707818930041151,0.074074074074074,0.0114536237335857,0.0119943653619399,0.0114536237335857,0.0327022198372467,False,False,reserve
Legousia speculum-veneris,0.2823691460055095,0.1515151515151515,0.0118330885636598,0.0117805351741066,0.0118330885636598,-0.0352660819657731,True,False,reserve
Lepidium perfoliatum,0.2565289256198347,0.109090909090909,0.0050764526195593,0.0045794802547433,0.0050764526195593,0.1020358269932916,True,False,reserve
Leucanthemum vulgare,0.2631135098667567,0.1558441558441558,-0.058153789829866,-0.0579187036069127,-0.058153789829866,-0.0092053540714824,True,False,reserve
Leucojum aestivum,0.0,0.0,0.0526164186436571,0.0526164186436571,0.0526164186436571,-0.0340407549564315,False,False,reserve
Lilium martagon,0.548907388137357,0.2580645161290322,0.027577562737314,0.027577562737314,0.027577562737314,0.0226915965383369,True,True,reserve
Linaria purpurea,0.3760092272202999,0.196078431372549,-0.0075763182051214,-0.0075763182051214,-0.0075763182051214,-0.0448761322710902,True,False,reserve
Lindera benzoin,0.0505987518974531,0.0259740259740259,0.0486551616433661,0.0486551616433661,0.0486551616433661,0.0185100419153608,False,False,reserve
Linum alpinum,0.5439053254437869,0.4769230769230769,0.000671972055922,-0.0039240669339595,0.000671972055922,0.0021084327067027,True,True,reserve
Linum usitatissimum,0.3662306777645661,0.2413793103448276,-0.104634909266074,-0.1051484513391973,-0.104634909266074,-0.0874872414644881,True,True,reserve
Lobelia pedunculata,0.0505987518974531,0.0259740259740259,0.0902553402062966,0.0908026623887854,0.0902553402062966,0.0745892538523757,False,False,reserve
