species,D,second_fraction,spatial_rho,rho_observer_pair_exclusion,rho_calendar_quarter_stratification,rho_matched_background_differential,primary_second_ge_0_10,sensitivity_second_ge_0_20,tranche
Loeselia mexicana,0.0966666666666666,0.0166666666666666,0.0399168007282538,0.0404088339408438,0.0399168007282538,-0.0664275451683914,False,False,reserve
Lomatium columbianum,0.4918032786885244,0.3114754098360656,-0.0195225179928109,-0.0192392753230169,-0.0195225179928109,0.0467590907134397,True,True,reserve
Lomatium geyeri,0.0256367009613762,0.0129870129870129,-0.0888740669719937,-0.0883511232985311,-0.0888740669719937,-0.0418089379497683,False,False,reserve
Lomatium macrocarpum,0.364158163265306,0.2142857142857142,0.3073171120854697,0.30720520142216,0.3073171120854697,0.3104785213053938,True,True,reserve
Lomatium triternatum,0.0635633270321363,0.0217391304347826,-0.0153740272480809,-0.0153867921479944,-0.0153740272480809,-0.0528941621311613,False,False,reserve
Lotus tenuis,0.0273919753086417,0.0138888888888888,0.0271535806406656,0.0271535806406656,0.0271535806406656,0.0488408740174783,False,False,reserve
Ludwigia decurrens,0.1089795918367346,0.0428571428571428,0.1156109634886007,0.1146588997928006,0.1156109634886007,-0.0208981357190073,False,False,reserve
Ludwigia peploides,0.0555102040816326,0.0285714285714285,0.0277503397753162,0.0277503397753162,0.0277503397753162,-0.0054503926047775,False,False,reserve
Lunaria annua,0.6030615877536489,0.3962264150943396,-0.0510064718079501,-0.0510064718079501,-0.0510064718079501,-0.0389589919384789,True,True,reserve
Lupinus excubitus,0.2965976331360948,0.1346153846153846,-0.0184631468870115,-0.0195911531827567,-0.0184631468870115,-0.0870353482379473,True,False,reserve
Lupinus formosus,0.46875,0.375,0.0704398821269493,0.0670300042925285,0.0704398821269493,0.0212053653555036,True,True,reserve
Lupinus nanus,0.1575505350772887,0.0862068965517241,0.1117141187275611,0.1127778427364707,0.1117141187275611,-0.0155724525806136,False,False,reserve
Lysimachia europaea,0.0920915712799166,0.0483870967741935,0.0948001939098073,0.0945264768231041,0.0948001939098073,0.0070701551620961,False,False,reserve
Lysimachia lanceolata,0.0570934256055364,0.0294117647058823,-0.0066866198459227,-0.0063233903769176,-0.0066866198459227,-0.0450663197098244,False,False,reserve
Lysimachia nemorum,0.060546875,0.03125,0.1076439114751438,0.1076439114751438,0.1076439114751438,0.007418116985184,False,False,reserve
Lysimachia vulgaris,0.0583648919581198,0.0149253731343283,-0.0832460969726063,-0.0836963496980582,-0.0832460969726063,-0.1232412601346043,False,False,reserve
Marah oregana,0.1026785714285714,0.0357142857142857,-0.0290880157610578,-0.0293198094329893,-0.0290880157610578,-0.1100320495586727,False,False,reserve
Marcus-kochia littorea,0.6320153061224489,0.3214285714285714,0.0095110579758279,0.010402198865987,0.0095110579758279,-0.0262542446086966,True,True,reserve
Matelea edwardsensis,0.336734693877551,0.2142857142857142,-0.1538418152386673,-0.1584999308972593,-0.1538418152386673,-0.0928919334209568,True,True,reserve
Megaskepasma erythrochlamys,0.0928019036287923,0.048780487804878,0.0614016525249108,0.0614016525249109,0.0614016525249109,0.0979890750842297,False,False,reserve
Monarda citriodora,0.5375878853434289,0.3023255813953488,0.0395867127366131,0.0395867127366131,0.0395867127366131,0.0386906975635962,True,True,reserve
Moricandia arvensis,0.4855820576717694,0.1886792452830188,0.1105926319817258,0.1106071049835084,0.1105926319817258,0.0268297070440205,True,False,reserve
Nandina domestica,0.2975206611570247,0.1818181818181818,-0.0102708633589505,-0.0102708633589505,-0.0102708633589505,-0.1149362183865265,True,False,reserve
Nemastylis geminiflora,0.5732248520710058,0.3846153846153846,0.123907434851054,0.123028577089203,0.123907434851054,0.056825648801842,True,True,reserve
Nuphar lutea,0.148283038501561,0.0806451612903225,-0.0165577115696425,-0.0165577115696425,-0.0165577115696425,-0.0069177432034539,False,False,reserve
Nymphoides indica,0.2456140350877192,0.1228070175438596,0.0214673289281191,0.0193273269565216,0.0214673289281191,0.0870496258784417,True,False,reserve
Oenothera primiveris,0.1120242214532871,0.0441176470588235,0.0245957748590071,0.0225146456284129,0.0245957748590071,0.08607953415016,False,False,reserve
Oenothera speciosa,0.3277501131733816,0.1276595744680851,0.0722160189946059,0.0728440077347269,0.0722160189946059,0.0625517038546837,True,False,reserve
Olearia arborescens,0.1207075962539023,0.064516129032258,-0.0194295291586007,-0.0190639939567719,-0.0194295291586007,0.0017090373650825,False,False,reserve
Ononis natrix,0.029405212742259,0.0149253731343283,0.0111314649010581,0.0114756166969427,0.0111314649010581,-0.0174344020967196,False,False,reserve
Opuntia fragilis,0.2705112960760997,0.1206896551724138,0.0153462293001699,0.0151983231656141,0.0153462293001699,0.0264995195053443,True,False,reserve
Opuntia humifusa,0.0634238108035474,0.0327868852459016,0.1351985175808135,0.1347444319813628,0.1351985175808135,0.1208996307320753,False,False,reserve
Opuntia macrorhiza,0.1420118343195264,0.0769230769230769,0.0162913607414609,0.0175361174598007,0.0162913607414609,-0.0659907608180606,False,False,reserve
Ornithogalum umbellatum,0.056290695232094,0.0289855072463768,0.0620609706608472,0.0620609706608472,0.0620609706608472,-0.0550910911923376,False,False,reserve
Ornithopus pinnatus,0.0,0.0,0.0741015548058891,0.0785809775144559,0.0741015548058891,0.0690715243102101,False,False,reserve
Osmorhiza berteroi,0.1738165680473373,0.0961538461538461,-0.0693999100654735,-0.0693999100654735,-0.0693999100654735,-0.2695100549431707,False,False,reserve
Oxalis acetosella,0.1067995728017088,0.0566037735849056,0.0641268412272992,0.0641268412272992,0.0641268412272992,0.0014612845646609,False,False,reserve
Oxalis incarnata,0.1313912009512484,0.0344827586206896,-0.0925596593227906,-0.0925596593227906,-0.0925596593227906,-0.0345166331312554,False,False,reserve
Oxalis smalliana,0.5897542690545606,0.2653061224489796,-0.0458507557834319,-0.0458507557834319,-0.0458507557834319,-0.0466561697257944,True,True,reserve
Palafoxia arida,0.1219281663516067,0.0652173913043478,-0.0231674951378929,-0.0231674951378929,-0.0231674951378929,-0.1774971867478806,False,False,reserve
Palafoxia texana,0.3461457676958621,0.2028985507246377,0.0610515181128074,0.0599802760142148,0.0610515181128074,0.0094656998166685,True,True,reserve
Palustricodon aparinoides,0.0624349635796044,0.032258064516129,0.010885759373699,0.0110820052775767,0.010885759373699,0.0865876961753389,False,False,reserve
Papaver somniferum,0.6144000000000001,0.36,-0.0416958726826613,-0.0416958726826613,-0.0416958726826613,0.0277821275329054,True,True,reserve
Patersonia sericea,0.2844444444444445,0.08,-0.0084912127584409,-0.0077220507359625,-0.0084912127584409,0.0322854386584494,False,False,reserve
Pavonia hastata,0.258512396694215,0.0909090909090909,0.0167628955287068,0.0167628955287068,0.0167628955287068,-0.0496216495581639,False,False,reserve
Pedicularis sylvatica,0.510410469958358,0.3414634146341463,0.0577385618055829,0.0577385618055829,0.0577385618055829,0.0872651070743819,True,True,reserve
Penstemon davidsonii,0.2176,0.08,-0.0512683115660619,-0.0511161560815308,-0.0512683115660619,-0.0404188363763123,False,False,reserve
Perideridia kelloggii,0.0475907198096372,0.024390243902439,0.0133494646482796,0.0136492422295537,0.0133494646482796,-0.021141026648341,False,False,reserve
Persicaria capitata,0.3326124567474048,0.1911764705882352,0.0313400459883474,0.0301201998404276,0.0313400459883474,0.0152168098652597,True,False,reserve
Phacelia hastata,0.22625,0.075,0.1201550551276635,0.1227684726876416,0.1201550551276635,0.1965182009225474,False,False,reserve
Philotheca spicata,0.5122865472719701,0.2244897959183673,0.0282940392845798,0.0285138031308856,0.0282940392845798,-0.0656691744468354,True,True,reserve
Phyllota phylicoides,0.0392000000000001,0.02,0.0660067224279597,0.0655097689116529,0.0660067224279597,0.0424337500089758,False,False,reserve
Physocarpus malvaceus,0.0831758034026464,0.0434782608695652,0.0221735394060602,0.0228225345143039,0.0221735394060602,-0.0045494483285694,False,False,reserve
Pigea calycina,0.4621487603305785,0.2909090909090909,-0.00242630293483,-0.0042352833527753,-0.00242630293483,-0.1075488994049648,True,True,reserve
Pimelea prostrata,0.0333237575409364,0.0169491525423728,-0.0482312997627592,-0.0497967239054761,-0.0482312997627592,-0.0546509190984638,False,False,reserve
Pittocaulon praecox,0.1207075962539023,0.064516129032258,-0.0124778167095689,-0.0148491562329753,-0.0124778167095689,-0.0526790557904893,False,False,reserve
Platysace lanceolata,0.0,0.0,-0.0118468349163129,-0.012755741206805,-0.0118468349163129,0.0288785771597385,False,False,reserve
Plumbago zeylanica,0.0665873959571936,0.0344827586206896,0.008645736082151,0.0086333297115342,0.008645736082151,0.0037828184029572,False,False,reserve
Polygala virgata,0.6287499999999999,0.325,0.0494101353274363,0.047816180849336,0.0494101353274363,0.0232050904852799,True,True,reserve
Pontederia azurea,0.3705621301775147,0.1923076923076923,0.1277687670923354,0.1240994336497199,0.1277687670923354,0.075545719140218,True,False,reserve
Portulaca amilis,0.0785244704163623,0.027027027027027,-0.0299276155788328,-0.0299276155788328,-0.0299276155788328,-0.0708610259976574,False,False,reserve
Portulaca pilosa,0.059228650137741,0.0151515151515151,-0.0501782248436906,-0.0501782248436906,-0.0501782248436906,-0.0163802709093496,False,False,reserve
Portulaca umbraticola,0.6039150354019158,0.3469387755102041,0.0847823008694097,0.0847823008694097,0.0847823008694097,0.0081126719203019,True,True,reserve
Primula pauciflora,0.5293005671077504,0.3043478260869565,0.2031785825495353,0.2065740298784681,0.2031785825495354,0.0938490408425653,True,True,reserve
Primula vulgaris,0.3348765432098766,0.1111111111111111,0.0048604694815559,0.0048604694815559,0.0048604694815559,-0.0441248965624139,True,False,reserve
Prunus ilicifolia,0.2543402777777778,0.125,-0.0095165795539182,-0.009741622681971,-0.0095165795539182,0.0530185603655636,True,False,reserve
Pseudognaphalium californicum,0.1362456747404843,0.0735294117647058,0.0188587934653234,0.0188103758725517,0.0188587934653234,0.0135525799920211,False,False,reserve
Pseudorchis albida,0.5207939508506616,0.4782608695652174,0.2734012410238127,0.2745490823093274,0.2734012410238127,-0.0651522024324984,True,True,reserve
Ptilotus exaltatus,0.0807291666666665,0.0208333333333333,0.0375012953161885,0.0375012953161885,0.0375012953161885,-0.0732471058953361,False,False,reserve
Pulmonaria mollis,0.065,0.0166666666666666,0.0450766915990264,0.0447282451467183,0.0450766915990264,0.0069749196013238,False,False,reserve
Pulsatilla pratensis,0.4973230220107079,0.2439024390243902,-0.009068672323416,-0.0150302828353864,-0.009068672323416,0.051772091331225,True,True,reserve
Pultenaea spinosa,0.0,0.0,-0.010609136618015,-0.0100706557462873,-0.010609136618015,0.0803639188976772,False,False,reserve
Quincula lobata,0.1542503283918184,0.0410958904109589,0.0391979446064372,0.0391979446064373,0.0391979446064373,0.0708907705792436,False,False,reserve
Rafinesquia californica,0.0,0.0,0.0352452235751671,0.0349335304711501,0.0352452235751671,0.0098425574518128,False,False,reserve
Rafinesquia neomexicana,0.0920915712799166,0.0483870967741935,0.0252955093817997,0.0243809786922066,0.0252955093817997,-0.0058162507414164,False,False,reserve
Ranunculus auricomus,0.0,0.0,0.0297655021210676,0.0315235720789313,0.0297655021210676,0.0306760787605389,False,False,reserve
Ranunculus glaberrimus,0.0273919753086417,0.0138888888888888,0.0420037284102282,0.041420608005034,0.0420037284102282,-0.0843975074537959,False,False,reserve
Ranunculus glacialis,0.3305858765872131,0.1194029850746268,0.0496587685660934,0.0503856440961315,0.0496587685660934,0.1008137237896853,True,False,reserve
Ranunculus polyanthemos,0.051911111111111,0.0266666666666666,-0.072503768974841,-0.0734818156941777,-0.072503768974841,-0.0134580599519544,False,False,reserve
Raphanus raphanistrum,0.4833531510107015,0.3620689655172414,0.1166790884718313,0.1166790884718313,0.1166790884718313,0.1062235547341764,True,True,reserve
Ratibida pinnata,0.075355632449058,0.0392156862745098,-0.0146922490428742,-0.0158001982788488,-0.0146922490428742,-0.0691914055229036,False,False,reserve
Rhexia alifanus,0.4019753086419754,0.2444444444444444,-0.0297754274483155,-0.0331867815826297,-0.0297754274483155,-0.1033783940255633,True,True,reserve
Rhododendron columbianum,0.0392000000000001,0.02,0.0092653831516293,0.0107586734083264,0.0092653831516293,-0.0147833423744701,False,False,reserve
Richardia grandiflora,0.06718192627824,0.0172413793103448,0.0520687318384938,0.0520687318384938,0.0520687318384938,-0.0956566734876735,False,False,reserve
Roldana barba-johannis,0.0,0.0,0.0554648494987906,0.0551250923828338,0.0554648494987906,-0.0242112606716801,False,False,reserve
Romanzoffia sitchensis,0.1138659320477502,0.0606060606060606,0.0702864320723301,0.0709336595778402,0.0702864320723301,0.0418183150813104,False,False,reserve
Rosa rubiginosa,0.673913043478261,0.3478260869565217,0.122164855004818,0.1217558521852616,0.122164855004818,0.0899259544032902,True,True,reserve
Rosa woodsii,0.546639231824417,0.2037037037037037,0.0135027697903211,0.0145325808951249,0.0135027697903211,-0.0300859459339484,True,True,reserve
Rubus hispidus,0.0357024793388429,0.0181818181818181,-0.1361013780777285,-0.1380301754515775,-0.1361013780777286,-0.0481930565096719,False,False,reserve
Rubus parviflorus,0.1738165680473373,0.0961538461538461,0.0413893193214168,0.0413893193214168,0.0413893193214168,-0.1298430543459302,False,False,reserve
Rubus pubescens,0.0992865636147443,0.0344827586206896,0.0417098650965249,0.0419644042151486,0.0417098650965249,0.057904092052035,False,False,reserve
Ruellia metziae,0.0281632653061223,0.0142857142857142,-0.0869821246427655,-0.0871650327188243,-0.0869821246427655,-0.0442790190781381,False,False,reserve
Ruellia simplex,0.3985890652557319,0.2063492063492063,0.0203330646255639,0.0206102054247897,0.0203330646255639,-0.1133970540790785,True,True,reserve
Sabatia angularis,0.50439453125,0.28125,0.0044844129167701,0.0051587135355594,0.0044844129167701,-0.0102276578422883,True,True,reserve
Sabatia campestris,0.3455621301775146,0.0923076923076923,8.096580657849279e-05,0.0011112763941424,8.096580657849277e-05,0.0731994819212503,False,False,reserve
Sagittaria platyphylla,0.0357024793388429,0.0181818181818181,0.0563465331742839,0.0515469025858044,0.0563465331742839,0.0697378240180241,False,False,reserve
Salsola australis,0.2962500000000001,0.15,-0.0552052069182212,-0.0533716149201559,-0.0552052069182212,-0.0691789939977396,True,False,reserve
Salvia coccinea,0.1721536351165981,0.0555555555555555,-0.0235108010642953,-0.0235108010642953,-0.0235108010642953,-0.0090067551646554,False,False,reserve
Salvia longispicata,0.5376000000000001,0.48,0.0082121461961619,0.0081650179421616,0.0082121461961619,-0.0402518527802638,True,True,reserve
Salvia lyrata,0.1484044598231451,0.0392156862745098,0.0763509107525334,0.0763509107525334,0.0763509107525334,0.0057982006402754,False,False,reserve
Salvia misella,0.5425347222222223,0.2916666666666667,-0.0820751862359721,-0.0820751862359721,-0.0820751862359721,-0.1354254099290089,True,True,reserve
Salvia nemorosa,0.3319452706722189,0.1219512195121951,0.0612358537553867,0.060758765356535,0.0612358537553867,0.0096163939246438,True,False,reserve
Salvia texana,0.1902497027348394,0.0689655172413793,0.1121666317090573,0.1120327055734496,0.1121666317090573,0.0364679191832926,False,False,reserve
Salvia tiliifolia,0.4296,0.22,0.0542569458452222,0.0542569458452222,0.0542569458452222,0.0707131139568388,True,True,reserve
Sambucus nigra,0.0619803476946334,0.0158730158730158,-0.0416565382097499,-0.0416565382097499,-0.0416565382097499,-0.0850289661251879,False,False,reserve
Scaevola crassifolia,0.2595486111111111,0.0833333333333333,-0.0123979379887305,-0.011857670831094,-0.0123979379887305,-0.0080482340381887,False,False,reserve
Scaevola nitida,0.499054820415879,0.4782608695652174,-0.0156941857219378,-0.0132790444676579,-0.0156941857219378,-0.0808266464140654,True,True,reserve
Schelhammera undulata,0.5559076505205975,0.3617021276595745,0.0093826525077283,0.0121779801853059,0.0093826525077283,0.0097595769569758,True,True,reserve
Scutellaria serrata,0.3178980228928201,0.1774193548387097,-0.0035725718740734,-0.0032835898740967,-0.0035725718740734,0.0640856119217512,True,False,reserve
Sedum acre,0.0,0.0,-0.1070004484522072,-0.1070004484522072,-0.1070004484522072,-0.0211254143375324,False,False,reserve
Senecio odoratus,0.0273919753086417,0.0138888888888888,-0.1075281491868389,-0.1071145369806968,-0.1075281491868389,-0.075245661650601,False,False,reserve
Senecio viscosus,0.1398975272889284,0.0597014925373134,0.0336043627461808,0.0323967745494844,0.0336043627461808,-0.0225440488985015,False,False,reserve
Senna lindheimeriana,0.0547510414600276,0.028169014084507,-0.0395090739868407,-0.0396248940610707,-0.0395090739868407,-0.1192670568633154,False,False,reserve
Sidalcea sparsifolia,0.5036982248520709,0.1538461538461538,-0.0371920854400758,-0.0416995023390653,-0.0371920854400758,-0.0372489645117646,True,False,reserve
Silene dioica,0.2055150884495317,0.0806451612903225,-0.0386791219130451,-0.0376803995242902,-0.0386791219130451,-0.0437958506729797,False,False,reserve
Silene gallica,0.2344045368620038,0.0869565217391304,-0.042703619110609,-0.042703619110609,-0.042703619110609,-0.0341179917498141,False,False,reserve
Silene rotundifolia,0.200960219478738,0.0925925925925925,-0.0485596369595526,-0.0461021927397615,-0.0485596369595526,-0.0093687398999931,False,False,reserve
Silphium integrifolium,0.0370238519045924,0.0188679245283018,-0.1448496534046312,-0.1464118227723818,-0.1448496534046313,-0.056426318408211,False,False,reserve
Simethis mattiazzi,0.2426697530864195,0.125,0.0123415222532391,0.0111470081282551,0.0123415222532391,0.0131645955291305,True,False,reserve
Smallanthus uvedalia,0.0416478044363965,0.0212765957446808,-0.0230361916928158,-0.0230361916928158,-0.0230361916928158,-0.0853848157527402,False,False,reserve
Solanum americanum,0.3047520661157024,0.1590909090909091,0.0340144040637155,0.0340144040637155,0.0340144040637155,-0.0662093683434023,True,False,reserve
Solidago hispida,0.1060956790123456,0.0416666666666666,-0.0281790805010461,-0.0255240463166559,-0.0281790805010461,0.0242238432999857,False,False,reserve
Sphaerolobium minus,0.0357024793388429,0.0181818181818181,0.2851540965416495,0.283962963109088,0.2851540965416494,0.2163541507151045,False,False,reserve
Spiraea douglasii,0.388468809073724,0.1739130434782608,-0.1026695292190204,-0.1026695292190204,-0.1026695292190204,-0.063414150000644,True,False,reserve
Spiranthes australis,0.3367626886145405,0.1666666666666666,-0.0387787844307292,-0.0375182304948236,-0.0387787844307292,-0.0537002624701581,True,False,reserve
Stellaria pubera,0.0312421264802218,0.0158730158730158,-0.0543468539739641,-0.0556140003759917,-0.0543468539739641,0.032228355884572,False,False,reserve
Stephanomeria exigua,0.0785244704163623,0.027027027027027,0.0578034575138699,0.0582175182740739,0.0578034575138698,-0.0522129708061995,False,False,reserve
Strophostyles helvola,0.4556811421772755,0.1951219512195122,0.0077238547278058,0.0077238547278058,0.0077238547278058,0.0429106280863507,True,False,reserve
Symphyotrichum pilosum,0.0673336938885882,0.0348837209302325,-0.0029882054720712,-0.0035184794800531,-0.0029882054720712,0.0678301843357056,False,False,reserve
Tagetes minuta,0.48,0.4,-0.020030635418931,-0.020030635418931,-0.020030635418931,0.0062851568033412,True,True,reserve
Tanacetum parthenium,0.0984989036937089,0.0519480519480519,0.0264376703619326,0.0264376703619326,0.0264376703619326,-0.0469282665021071,False,False,reserve
Tecoma stans,0.0357024793388429,0.0181818181818181,0.2472550451571261,0.2472550451571261,0.2472550451571261,0.1048608433813746,False,False,reserve
Thalictrum pubescens,0.0547510414600276,0.028169014084507,0.1378630891467156,0.1378630891467156,0.1378630891467156,-0.0191235496585875,False,False,reserve
Thalictrum tuberosum,0.1395514417942327,0.0754716981132075,0.0588606771409047,0.0598656677459889,0.0588606771409047,-0.0061945889819036,False,False,reserve
Thelesperma filifolium,0.0,0.0,-0.1063625224043227,-0.1070259060934738,-0.1063625224043227,-0.0511686001684863,False,False,reserve
Thunbergia grandiflora,0.3796646836127637,0.1627906976744186,0.0367819860776379,0.0382637425865148,0.0367819860776379,0.0421750507159027,True,False,reserve
Thymbra capitata,0.6451247165532881,0.3809523809523809,0.0692955836758651,0.0684117409514707,0.0692955836758651,-0.0977487938926533,True,True,reserve
Thymus praecox,0.5560493827160493,0.2666666666666666,0.0233272847792401,0.0233272847792401,0.0233272847792401,0.068190149127483,True,True,reserve
Tradescantia occidentalis,0.2354528588294823,0.0779220779220779,0.0561550164789334,0.0563125717478216,0.0561550164789334,-0.075285196465496,False,False,reserve
Trichostema lanceolatum,0.5175619834710743,0.3636363636363636,0.0198011152015228,0.0198011152015228,0.0198011152015228,0.0443123591916597,True,True,reserve
Trifolium campestre,0.0540123456790124,0.0277777777777777,0.0263931175906382,0.0263931175906382,0.0263931175906382,0.0243740699070014,False,False,reserve
Trifolium depauperatum,0.5377999094612946,0.1914893617021276,-0.1293918997089895,-0.1293253236131159,-0.1293918997089895,-0.162470016941556,True,False,reserve
Trifolium hybridum,0.1913265306122449,0.1071428571428571,0.0433880242002104,0.0445621020804102,0.0433880242002104,-0.0048452465269979,True,False,reserve
Trifolium lupinaster,0.5490196078431373,0.3529411764705882,0.3146426966519224,0.3107495399598065,0.3146426966519224,0.3129965774590521,True,True,reserve
Trigonotis peduncularis,0.0795646462750986,0.0273972602739726,-0.0187690273366248,-0.019029501204561,-0.0187690273366248,-0.0133548319684682,False,False,reserve
Tropaeolum tricolor,0.4218496484586262,0.3023255813953488,0.3083109347195604,0.3080163308843591,0.3083109347195604,0.1050077500692151,True,True,reserve
Tulipa sylvestris,0.1524453694068678,0.032258064516129,-0.0419311845814274,-0.0419311845814274,-0.0419311845814274,0.0063972561162432,False,False,reserve
Verbesina occidentalis,0.0377218934911243,0.0192307692307692,-0.0005133020546466,-0.0005133020546466,-0.0005133020546466,-0.0050424035641164,False,False,reserve
Vernonia gigantea,0.5169760072430964,0.4468085106382978,0.0639821700429134,0.0639821700429134,0.0639821700429134,0.1459249164369192,True,True,reserve
Vernonia noveboracensis,0.4767397154940407,0.2745098039215686,-0.033787255919971,-0.033787255919971,-0.033787255919971,-0.1131576797586649,True,True,reserve
Veronica alpina,0.3565181174510621,0.2040816326530612,-0.1050480054275185,-0.1042308626098155,-0.1050480054275185,-0.0607535736144093,True,True,reserve
Veronica anagallis-aquatica,0.1323484148968914,0.0526315789473684,0.094617387460885,0.0946173874608851,0.0946173874608851,0.0911443972887446,False,False,reserve
Veronica elliptica,0.3594104308390022,0.119047619047619,0.0552077460095195,0.0517643321030614,0.0552077460095195,-0.020963622475099,True,False,reserve
Veronica lyallii,0.1225477022305832,0.0655737704918032,0.1248291629626314,0.1257095053551492,0.1248291629626313,0.011709677678799,False,False,reserve
Veronica regina-nivalis,0.439508506616257,0.3260869565217391,0.1641528309428402,0.1646605846740876,0.1641528309428402,-0.0025616748095934,True,True,reserve
Viburnum edule,0.0917107583774251,0.0317460317460317,0.1158899533262932,0.1151868527270335,0.1158899533262932,0.101582155871463,False,False,reserve
Vicia ludoviciana,0.5105462412114657,0.3488372093023256,0.0191070400168626,0.0184807415381905,0.0191070400168626,0.0156436534015981,True,True,reserve
Vicia onobrychioides,0.1067995728017088,0.0566037735849056,-0.0248549031063665,-0.0257083657382415,-0.0248549031063665,0.0258169811965087,False,False,reserve
Vicia sativa,0.6014814814814814,0.2222222222222222,-0.008467836647858,-0.008467836647858,-0.008467836647858,-0.0903068759256756,True,True,reserve
Vicia sepium,0.4661979448350459,0.2790697674418604,0.0272814160516363,0.0272814160516363,0.0272814160516363,0.0230629178370106,True,True,reserve
Vicia tetrasperma,0.0783007080383174,0.0408163265306122,0.0431851033947446,0.0431851033947446,0.0431851033947446,0.0588615861030143,False,False,reserve
Viola adunca,0.3335798816568047,0.2115384615384615,0.014786687718597,0.014786687718597,0.014786687718597,0.0060319841195649,True,True,reserve
Viola cornuta,0.4208579881656804,0.2692307692307692,0.0512603062274824,0.0506056734194941,0.0512603062274824,0.0289986219653916,True,True,reserve
Viola filicaulis,0.0,0.0,0.0883939996798461,0.0895157215942276,0.0883939996798461,-0.0298470761930521,False,False,reserve
Viola hastata,0.0317377731529655,0.0161290322580645,0.1159663799259377,0.1151781193185629,0.1159663799259377,0.1046094608599988,False,False,reserve
Voyria aphylla,0.068877551020408,0.0357142857142857,0.0023094584383893,0.0032152044342619,0.0023094584383893,0.0523529407029526,False,False,reserve
Wahlenbergia capensis,0.4789670970428987,0.3469387755102041,-0.0104933722074306,-0.0104933722074306,-0.0104933722074306,-0.0001728010931771,True,True,reserve
Xyris ambigua,0.1608996539792389,0.088235294117647,-0.0293247995258925,-0.0296858893477971,-0.0293247995258925,-0.031626890286937,False,False,reserve
Xyris caroliniana,0.4985520160392069,0.4029850746268656,0.3201109557970031,0.3183962998167747,0.3201109557970032,0.3116124470766006,True,True,reserve
Zinnia elegans,0.4262152777777779,0.1875,0.0076724125140982,0.0076724125140981,0.0076724125140981,0.0165748718006944,True,False,reserve
Zizia aptera,0.0,0.0,0.0061732675511317,0.0062985956011074,0.0061732675511317,-0.0343950275894245,False,False,reserve
