tree_id,taxon_label,dbh,latitude,longitude
83821,Agonis flexuosa,6,37.7582035604252,-122.505696289301
175180,Agonis flexuosa,1,37.7172596870602,-122.43182665728
114086,Agonis flexuosa,12,37.783398187645,-122.452389185424
175179,Agonis flexuosa,11,37.7166495024579,-122.43582630935
175181,Agonis flexuosa,1,37.7172039398928,-122.431866410902
69299,Agonis flexuosa,25,37.7762325313103,-122.443691201885
108691,Agonis flexuosa,3,37.7561917512468,-122.500183776602
96841,Agonis flexuosa,3,37.7753780521761,-122.506450142023
175178,Agonis flexuosa,4,37.7108147396853,-122.44666292955
175182,Agonis flexuosa,10,37.718894076269,-122.433689610108
248075,Agonis flexuosa,11,37.743117705012,-122.407040212138
175183,Agonis flexuosa,1,37.7223180210418,-122.430183890869
175193,Agonis flexuosa,1,37.7255006920777,-122.434977725241
248074,Agonis flexuosa,21,37.742514572897,-122.407381643363
175184,Agonis flexuosa,1,37.7122174923141,-122.438217204682
175192,Agonis flexuosa,12,37.7312205232959,-122.433271011664
227695,Agonis flexuosa,10,37.7555132424609,-122.438659390527
221878,Agonis flexuosa,17,37.7456262946341,-122.41854704763
175185,Agonis flexuosa,1,37.7101575412033,-122.397520974627
175191,Agonis flexuosa,17,37.7137932196449,-122.406599386967
261540,Agonis flexuosa,3,37.7747732311801,-122.505689659729
55230,Agonis flexuosa,3,37.7630991715617,-122.449321957902
221801,Agonis flexuosa,10,37.7443143087709,-122.430871746349
221879,Agonis flexuosa,21,37.745821660643,-122.418545732803
175186,Agonis flexuosa,2,37.7100790097123,-122.397189112215
175190,Agonis flexuosa,24,37.7120633584163,-122.402351191059
221800,Agonis flexuosa,19,37.7446089338676,-122.42606158838
175187,Agonis flexuosa,2,37.7100343547851,-122.39700712268
175197,Agonis flexuosa,5,37.7259028886841,-122.423912306729
221803,Agonis flexuosa,25,37.743050013041,-122.42510895543
175196,Agonis flexuosa,1,37.7266595719653,-122.432171435767
248073,Agonis flexuosa,23,37.7425551682987,-122.407366975408
221802,Agonis flexuosa,18,37.7426674306639,-122.42943214577
221874,Agonis flexuosa,29,37.7409851732348,-122.421388331502
175195,Agonis flexuosa,22,37.7257164970033,-122.428240530581
221898,Agonis flexuosa,17,37.7342778513286,-122.427540659282
124123,Agonis flexuosa,22,37.7801845808517,-122.456134428556
104992,Agonis flexuosa,10,37.7412333126477,-122.505795454359
221805,Agonis flexuosa,1,37.7474565750744,-122.429356224108
221875,Agonis flexuosa,24,37.7416534045787,-122.421121550328
221869,Agonis flexuosa,15,37.7351429550833,-122.416730429683
175194,Agonis flexuosa,18,37.7257708331541,-122.428342513702
221899,Agonis flexuosa,18,37.7342435961597,-122.427572353179
95109,Agonis flexuosa,9,37.7283691373029,-122.435950110013
221804,Agonis flexuosa,39,37.7452626636546,-122.42837817451
221876,Agonis flexuosa,25,37.7454880840995,-122.418648240225
221868,Agonis flexuosa,6,37.7636595407827,-122.45328544896
221896,Agonis flexuosa,19,37.7343847942306,-122.427438185126
221807,Agonis flexuosa,4,37.7534650059101,-122.425835807291
221877,Agonis flexuosa,13,37.7455296507747,-122.418615385312
221867,Agonis flexuosa,8,37.7340585219649,-122.43391736341
221897,Agonis flexuosa,23,37.7343187902678,-122.427496289445
21401,Agonis flexuosa,3,37.7367740271268,-122.494224659054
221806,Agonis flexuosa,1,37.7474184051535,-122.429351626769
221870,Agonis flexuosa,16,37.7372181568784,-122.412798757353
221866,Agonis flexuosa,9,37.734143822686,-122.433664907521
108734,Agonis flexuosa,3,37.7575221893456,-122.470994366205
221871,Agonis flexuosa,9,37.7405171804218,-122.417275479073
221865,Agonis flexuosa,14,37.7351737658507,-122.432299929108
221895,Agonis flexuosa,4,37.7337940997194,-122.429401048121
73831,Agonis flexuosa,19,37.713931877121,-122.404509096323
221872,Agonis flexuosa,8,37.740510589287,-122.417213566178
221864,Agonis flexuosa,15,37.7352037204832,-122.432254626652
221892,Agonis flexuosa,11,37.7508639830901,-122.415510655785
221873,Agonis flexuosa,2,37.7396613127072,-122.418275612445
221863,Agonis flexuosa,1,37.7353526463955,-122.430115909332
221862,Agonis flexuosa,9,37.7380403090218,-122.426543547661
221890,Agonis flexuosa,15,37.7539482278401,-122.419783585763
90674,Agonis flexuosa,3,37.7738237334342,-122.499479069897
221861,Agonis flexuosa,10,37.7380895280136,-122.426472056954
221891,Agonis flexuosa,13,37.7540586268078,-122.419802203518
90675,Agonis flexuosa,3,37.7738179116671,-122.499570595637
221860,Agonis flexuosa,15,37.7551553815387,-122.438935950032
39936,Agonis flexuosa,11,37.7143129666441,-122.408076686195
244227,Agonis flexuosa,11,37.7724212100587,-122.43211609665
90676,Agonis flexuosa,3,37.773796740286,-122.499518700393
260532,Agonis flexuosa,3,37.7538672331819,-122.502312683451
90677,Agonis flexuosa,3,37.7738077542579,-122.49984541634
90667,Agonis flexuosa,3,37.7738934300459,-122.497990013473
73896,Agonis flexuosa,10,37.7229577492801,-122.426925586868
121988,Eucalyptus sideroxylon,22,37.7780512574537,-122.473709641027
124039,Eucalyptus sideroxylon,18,37.7864767964616,-122.467301904185
16006,Eucalyptus sideroxylon,18,37.7314754397255,-122.437546332918
244461,Eucalyptus sideroxylon,23,37.772936647465,-122.43221039578
176390,Eucalyptus sideroxylon,21,37.7191423008581,-122.410373676998
1293,Eucalyptus sideroxylon,50,37.7104840184951,-122.469585692537
26014,Eucalyptus sideroxylon,3,37.7352696920362,-122.39135377296
176391,Eucalyptus sideroxylon,17,37.7119904737556,-122.428352360384
176392,Eucalyptus sideroxylon,20,37.7121541063004,-122.428719874622
176393,Eucalyptus sideroxylon,13,37.7121847866772,-122.428791900449
176394,Eucalyptus sideroxylon,21,37.7318402209432,-122.429091218208
176395,Eucalyptus sideroxylon,17,37.728397273506,-122.428673767277
108737,Eucalyptus sideroxylon,13,37.7868421340647,-122.481924491754
107069,Eucalyptus sideroxylon,3,37.764454474908,-122.388086653778
5245,Eucalyptus sideroxylon,30,37.7802510063553,-122.437837026039
5244,Eucalyptus sideroxylon,30,37.7802510063553,-122.437837026039
112375,Eucalyptus sideroxylon,42,37.7405736985828,-122.465405140197
5243,Eucalyptus sideroxylon,30,37.7802510063553,-122.437837026039
4431,Eucalyptus sideroxylon,18,37.7518068485257,-122.427350018309
112376,Eucalyptus sideroxylon,24,37.7405736985828,-122.465405140197
4430,Eucalyptus sideroxylon,18,37.7517928138361,-122.427358521283
10645,Eucalyptus sideroxylon,24,37.7758493511517,-122.431543829861
112377,Eucalyptus sideroxylon,36,37.7405736985828,-122.465405140197
5241,Eucalyptus sideroxylon,18,37.7802510063553,-122.437837026039
224015,Eucalyptus sideroxylon,21,37.7380829836485,-122.425213002488
10644,Eucalyptus sideroxylon,24,37.7758547927893,-122.431490298947
224006,Eucalyptus sideroxylon,18,37.7388426607568,-122.424727834426
224014,Eucalyptus sideroxylon,16,37.7381093751439,-122.425190143511
224007,Eucalyptus sideroxylon,16,37.7388211148085,-122.42471728718
224017,Eucalyptus sideroxylon,28,37.7380369005842,-122.425235549407
10646,Eucalyptus sideroxylon,24,37.7758439722804,-122.431593528606
201400,Eucalyptus sideroxylon,11,37.7326808586168,-122.379754459312
224004,Eucalyptus sideroxylon,26,37.7717407713548,-122.42137350531
224016,Eucalyptus sideroxylon,25,37.7380540614461,-122.425211400785
224005,Eucalyptus sideroxylon,15,37.7578266557966,-122.40492883512
224011,Eucalyptus sideroxylon,32,37.738215023894,-122.425121588187
244110,Eucalyptus sideroxylon,18,37.7703952699374,-122.451925692038
224010,Eucalyptus sideroxylon,18,37.7387523922042,-122.424693884126
10643,Eucalyptus sideroxylon,24,37.7758667885047,-122.431408185002
201405,Eucalyptus sideroxylon,16,37.7326201840683,-122.379749990578
224013,Eucalyptus sideroxylon,16,37.7381399575028,-122.425170808096
201404,Eucalyptus sideroxylon,14,37.7326260746327,-122.379724665662
10826,Eucalyptus sideroxylon,12,37.732427530713,-122.380681442077
224008,Eucalyptus sideroxylon,17,37.7388009573938,-122.424708498105
224012,Eucalyptus sideroxylon,26,37.7381788810487,-122.425139167258
224009,Eucalyptus sideroxylon,23,37.7387751927313,-122.424699290852
137849,Eucalyptus sideroxylon,20,37.7888085164114,-122.427495371272
137848,Eucalyptus sideroxylon,17,37.7888220583291,-122.427326798833
108738,Eucalyptus sideroxylon,19,37.7868930086583,-122.481925214884
218788,Eucalyptus sideroxylon,21,37.7316566225397,-122.444244371989
218789,Eucalyptus sideroxylon,30,37.7317263020196,-122.444264703861
224019,Eucalyptus sideroxylon,12,37.7344871964146,-122.430034698739
137851,Eucalyptus sideroxylon,21,37.7887934168266,-122.427570703503
224018,Eucalyptus sideroxylon,27,37.734519741983,-122.429999032533
61914,Eucalyptus sideroxylon,12,37.7502420560388,-122.386275546874
218783,Eucalyptus sideroxylon,9,37.7333444548841,-122.446555729481
111101,Eucalyptus sideroxylon,19,37.7359502956153,-122.434716700898
244109,Eucalyptus sideroxylon,21,37.7704033930006,-122.451845925281
137847,Eucalyptus sideroxylon,16,37.7888322517036,-122.427268813718
137837,Eucalyptus sideroxylon,21,37.7888905662133,-122.426241568128
218786,Eucalyptus sideroxylon,11,37.733395674875,-122.446602504101
28140,Eucalyptus sideroxylon,60,37.7407916822017,-122.418158839049
218787,Eucalyptus sideroxylon,14,37.733437219949,-122.446607541207
218784,Eucalyptus sideroxylon,6,37.7333666501313,-122.446573000066
218785,Eucalyptus sideroxylon,8,37.7333694955918,-122.446600344857
218791,Eucalyptus sideroxylon,23,37.731692590922,-122.438341469381
248526,Eucalyptus sideroxylon,13,37.7674697483814,-122.451345824031
2204,Eucalyptus sideroxylon,18,37.7806902026292,-122.440498545519
218790,Eucalyptus sideroxylon,25,37.7316690439961,-122.443423853031
28137,Eucalyptus sideroxylon,40,37.7408030218413,-122.418504870321
138989,Eucalyptus sideroxylon,18,37.7755793009505,-122.432703221339
