tree_id,taxon_label,dbh,latitude,longitude
23445,Eucalyptus sideroxylon,30,37.7953299508697,-122.423336192004
23444,Eucalyptus sideroxylon,36,37.7951940363227,-122.423314692816
139597,Eucalyptus sideroxylon,23,37.7807181991979,-122.440572393516
138990,Eucalyptus sideroxylon,17,37.775597821027,-122.432594441858
87285,Eucalyptus sideroxylon,24,37.7877454479518,-122.431834686658
206266,Eucalyptus sideroxylon,14,37.7657887262043,-122.457894496039
20127,Eucalyptus sideroxylon,20,37.7756205244718,-122.432328548686
206267,Eucalyptus sideroxylon,16,37.7442657237995,-122.463188293199
20126,Eucalyptus sideroxylon,18,37.7756205244718,-122.432328548686
139710,Platanus x hispanica,10,37.7845472909997,-122.426233958114
134483,Platanus x hispanica,8,37.7794759221066,-122.416130115113
234532,Platanus x hispanica,11,37.7712854203131,-122.422386481876
121940,Platanus x hispanica,11,37.7835784642784,-122.475240266067
234540,Platanus x hispanica,6,37.7670429423165,-122.42221181913
134473,Platanus x hispanica,17,37.7782397140359,-122.421474253645
28330,Platanus x hispanica,3,37.7437844919958,-122.420924719885
13436,Platanus x hispanica,8,37.7943750363391,-122.39519556702
8421,Platanus x hispanica,18,37.7845790386871,-122.429894005852
13444,Platanus x hispanica,6,37.7941326645348,-122.395490708349
13456,Platanus x hispanica,2,37.7938143782887,-122.396004602544
58089,Platanus x hispanica,8,37.7951724579941,-122.428551899256
135112,Platanus x hispanica,5,37.8083706772342,-122.409614989141
200866,Platanus x hispanica,9,37.7810054996592,-122.41167346847
134265,Platanus x hispanica,17,37.7935207766215,-122.425690385099
134271,Platanus x hispanica,9,37.7938354404171,-122.423293994034
195030,Platanus x hispanica,5,37.78468119992,-122.395769734682
123534,Platanus x hispanica,9,37.7885104342011,-122.463830663033
13761,Platanus x hispanica,30,37.7840991281127,-122.407726634992
104706,Platanus x hispanica,7,37.7650610091929,-122.399113182042
195062,Platanus x hispanica,7,37.7741661433749,-122.40822774573
23168,Platanus x hispanica,3,37.7775112424939,-122.419549553376
117544,Platanus x hispanica,11,37.7877024210751,-122.446790122492
135619,Platanus x hispanica,8,37.7957997351119,-122.394221138116
211910,Platanus x hispanica,23,37.7361738434551,-122.465244178503
23620,Platanus x hispanica,12,37.7399435987969,-122.467424074653
211958,Platanus x hispanica,22,37.7333197163251,-122.465204754022
3103,Platanus x hispanica,18,37.7876166770259,-122.444735448586
247699,Platanus x hispanica,8,37.7703776985995,-122.437064276515
42533,Platanus x hispanica,10,37.7784689692185,-122.410876400723
245397,Platanus x hispanica,4,37.7437133014522,-122.420970449661
139713,Platanus x hispanica,7,37.7847526350352,-122.426266590301
134480,Platanus x hispanica,8,37.7794215581003,-122.416375341346
234531,Platanus x hispanica,10,37.7712114240887,-122.422374346422
143279,Platanus x hispanica,15,37.8020452990337,-122.412230567756
61093,Platanus x hispanica,12,37.7579401070576,-122.389487856874
234541,Platanus x hispanica,6,37.7669902600301,-122.422206845872
234555,Platanus x hispanica,13,37.7740293391026,-122.429241726948
110637,Platanus x hispanica,1,37.7955004026749,-122.396708806749
134472,Platanus x hispanica,19,37.7781439838838,-122.421451543953
134448,Platanus x hispanica,12,37.7807264060373,-122.415881023604
28325,Platanus x hispanica,9,37.7445410017204,-122.420674595492
13435,Platanus x hispanica,3,37.7944326567983,-122.395128437128
8422,Platanus x hispanica,30,37.7845790386871,-122.429894005852
13445,Platanus x hispanica,3,37.7940668116996,-122.395497652902
13451,Platanus x hispanica,10,37.7938692549116,-122.395737238577
135111,Platanus x hispanica,12,37.8082927096198,-122.409639920168
246254,Platanus x hispanica,8,37.7646673196173,-122.432745044551
40951,Platanus x hispanica,14,37.796436967742,-122.432541977155
200867,Platanus x hispanica,5,37.7808918491462,-122.411799904267
134270,Platanus x hispanica,8,37.7938171985535,-122.423448367142
195031,Platanus x hispanica,5,37.7845996889684,-122.395645970878
123535,Platanus x hispanica,3,37.7884383589418,-122.463829260742
13760,Platanus x hispanica,12,37.7840571028039,-122.407783230233
13756,Platanus x hispanica,30,37.7852962621335,-122.406551269943
23185,Platanus x hispanica,30,37.7800390474075,-122.421256963785
23199,Platanus x hispanica,24,37.7805979800231,-122.420207668887
195089,Platanus x hispanica,13,37.757732828637,-122.390646782638
14278,Platanus x hispanica,12,37.767064095784,-122.429243528091
211911,Platanus x hispanica,17,37.7361085004973,-122.46513325792
211959,Platanus x hispanica,8,37.7333765417833,-122.465097038623
211969,Platanus x hispanica,24,37.734474075323,-122.464366772907
27368,Platanus x hispanica,12,37.7777628978385,-122.419950711926
3100,Platanus x hispanica,12,37.7876575395151,-122.444366726567
42534,Platanus x hispanica,9,37.7784180540966,-122.410926357172
139712,Platanus x hispanica,12,37.7846791621902,-122.426253762223
134481,Platanus x hispanica,8,37.7794617397969,-122.416270671059
143278,Platanus x hispanica,7,37.8020598181533,-122.41213149036
234546,Platanus x hispanica,8,37.7666969650198,-122.422177005484
234554,Platanus x hispanica,13,37.7751884780004,-122.427777046086
134439,Platanus x hispanica,10,37.7812820539591,-122.420320257979
100805,Platanus x hispanica,18,37.7923405522153,-122.435059952079
134471,Platanus x hispanica,23,37.7781340122157,-122.421630697925
134449,Platanus x hispanica,7,37.7805385502554,-122.417363712465
28336,Platanus x hispanica,6,37.7453569717428,-122.419908520735
13434,Platanus x hispanica,6,37.7944836321678,-122.395054623492
8423,Platanus x hispanica,24,37.7845198420875,-122.430406890027
13450,Platanus x hispanica,3,37.7938866334135,-122.395766174274
123260,Platanus x hispanica,9,37.7747229860368,-122.464815668435
135110,Platanus x hispanica,4,37.808393657599,-122.409574476475
124182,Pinus radiata,7,37.7805841826664,-122.457919996377
194514,Pinus radiata,22,37.7358727531167,-122.387028333393
194506,Pinus radiata,18,37.7362095654157,-122.384960961105
105504,Pinus radiata,18,37.7490976851152,-122.461157135733
95885,Pinus radiata,12,37.7340601352242,-122.488974540344
187006,Pinus radiata,28,37.7400032741879,-122.49453347011
108978,Pinus radiata,44,37.7392274919289,-122.431010244874
234525,Pinus radiata,33,37.7332300323268,-122.431545485147
194515,Pinus radiata,19,37.7358335669715,-122.387053712269
194501,Pinus radiata,56,37.7195569863524,-122.395612244507
181388,Pinus radiata,46,37.757763958937,-122.495192617725
234526,Pinus radiata,36,37.7334044837183,-122.432397600873
234530,Pinus radiata,27,37.7335693096769,-122.431962635665
248060,Pinus radiata,25,37.7450757107928,-122.405722740422
194500,Pinus radiata,24,37.7374506208484,-122.400570870653
173656,Pinus radiata,3,37.7170922039834,-122.472661630304
185461,Pinus radiata,4,37.7408115975576,-122.494087259969
234527,Pinus radiata,39,37.7334249163266,-122.432328850416
104999,Pinus radiata,42,37.7469410536635,-122.465394372338
99141,Pinus radiata,9,37.7478662384021,-122.46234443277
119619,Pinus radiata,14,37.7414336554128,-122.435357585161
194503,Pinus radiata,22,37.7361257728833,-122.384768541244
173657,Pinus radiata,3,37.7170922039834,-122.472661630304
185498,Pinus radiata,33,37.7416753240459,-122.494140300571
181358,Pinus radiata,11,37.7409040046765,-122.49401623531
234528,Pinus radiata,46,37.7334467437666,-122.432277899312
113365,Pinus radiata,35,37.7591647846577,-122.459448702517
99140,Pinus radiata,12,37.7478662384021,-122.46234443277
194518,Pinus radiata,16,37.7364083704432,-122.382324365581
194502,Pinus radiata,14,37.7360651504892,-122.384674961403
104750,Pinus radiata,3,37.7132507161795,-122.47185719554
181359,Pinus radiata,22,37.741147041149,-122.494098558838
185463,Pinus radiata,4,37.7409046621901,-122.494085163354
185473,Pinus radiata,12,37.7410354717752,-122.494116238038
234529,Pinus radiata,12,37.7335508412,-122.432019955754
194519,Pinus radiata,24,37.7279467796967,-122.379504594361
8293,Pinus radiata,24,37.743936899881,-122.459939898511
185464,Pinus radiata,46,37.7408877477521,-122.494114570537
21370,Pinus radiata,3,37.7386399329486,-122.494350460592
173895,Pinus radiata,3,37.7517118802849,-122.452228008054
99142,Pinus radiata,24,37.7478662384021,-122.46234443277
186709,Pinus radiata,27,37.7591392410492,-122.495845157797
8292,Pinus radiata,18,37.743936899881,-122.459939898511
185415,Pinus radiata,16,37.743187832897,-122.494218396427
8291,Pinus radiata,6,37.743936899881,-122.459939898511
185406,Pinus radiata,15,37.7428760469646,-122.494142591708
112379,Pinus radiata,20,37.7439081554699,-122.419433442615
173658,Pinus radiata,3,37.7170922039834,-122.472661630304
185467,Pinus radiata,3,37.7409538906719,-122.494086484448
185477,Pinus radiata,38,37.7411009180553,-122.494021519499
99147,Pinus radiata,24,37.7478662384021,-122.46234443277
194509,Pinus radiata,17,37.7362952006575,-122.386953403697
181352,Pinus radiata,25,37.7426443285892,-122.494203809651
194508,Pinus radiata,23,37.7362107920965,-122.385006726687
181353,Pinus radiata,34,37.7427067632535,-122.49416571483
185475,Pinus radiata,7,37.7410639474436,-122.494050388555
185405,Pinus radiata,23,37.7428415299236,-122.494153769583
21402,Pinus radiata,48,37.7367740271268,-122.494224659054
99149,Pinus radiata,24,37.7478662384021,-122.46234443277
186706,Pinus radiata,35,37.7592635500683,-122.495975990416
8295,Pinus radiata,24,37.743936899881,-122.459939898511
181398,Pinus radiata,13,37.758022334591,-122.495293982362
30155,Pinus radiata,12,37.7206008798567,-122.405126964413
186707,Pinus radiata,33,37.7592435204145,-122.495868242294
186717,Pinus radiata,60,37.7622216992221,-122.495561168236
8294,Pinus radiata,24,37.743936899881,-122.459939898511
250202,Pinus radiata,12,37.8011109908426,-122.403465834184
30162,Pinus radiata,12,37.7206008798567,-122.405126964413
21400,Pinus radiata,24,37.7367740271268,-122.494224659054
181344,Pinus radiata,45,37.7395367423416,-122.494022039299
185412,Pinus radiata,47,37.7431005765205,-122.494262741341
249719,Pinus radiata,17,37.7940008922814,-122.44339205842
21407,Pinus radiata,6,37.7367740271268,-122.494224659054
181559,Pinus radiata,10,37.7620020156588,-122.495537558838
186701,Pinus radiata,10,37.7594592741517,-122.495829126526
181357,Pinus radiata,25,37.7408386777143,-122.49399610624
21406,Pinus radiata,6,37.7367740271268,-122.494224659054
21498,Pinus radiata,12,37.7351618711636,-122.49411119238
106878,Pinus radiata,26,37.7469410536635,-122.465394372338
250207,Pinus radiata,15,37.8012048710537,-122.403367102114
14833,Syagrus romanzoffianum,12,37.7785184228745,-122.433121187058
245280,Syagrus romanzoffianum,10,37.7636858657207,-122.414004277878
245347,Syagrus romanzoffianum,15,37.7531774405101,-122.430338471742
245357,Syagrus romanzoffianum,12,37.7603877729869,-122.428975785716
245327,Syagrus romanzoffianum,14,37.7491434990944,-122.419213890431
245337,Syagrus romanzoffianum,14,37.7454911615972,-122.422727959852
95130,Syagrus romanzoffianum,12,37.8035125224368,-122.445576996387
245283,Syagrus romanzoffianum,6,37.7489683489188,-122.421222261795
245348,Syagrus romanzoffianum,12,37.7509458564757,-122.4275735187
245356,Syagrus romanzoffianum,12,37.7603812268372,-122.429036500759
245364,Syagrus romanzoffianum,5,37.7605829681381,-122.435087919184
245324,Syagrus romanzoffianum,12,37.7537273210842,-122.410096245168
245336,Syagrus romanzoffianum,12,37.7619209039545,-122.418918132189
245282,Syagrus romanzoffianum,10,37.7543634457284,-122.422173645607
245349,Syagrus romanzoffianum,13,37.7509397410815,-122.427673286801
245355,Syagrus romanzoffianum,13,37.762734639309,-122.432225949068
245325,Syagrus romanzoffianum,7,37.7489725100818,-122.42122432216
245331,Syagrus romanzoffianum,14,37.751008590488,-122.413254112881
247643,Syagrus romanzoffianum,11,37.7354196351,-122.413083188644
245354,Syagrus romanzoffianum,12,37.7635792277315,-122.432245825899
245362,Syagrus romanzoffianum,5,37.7620164245478,-122.435004205785
245330,Syagrus romanzoffianum,11,37.7510000846975,-122.413315973652
256184,Syagrus romanzoffianum,3,37.7307528521501,-122.446905665072
245363,Syagrus romanzoffianum,5,37.7605943940349,-122.434861009453
245333,Syagrus romanzoffianum,14,37.7543867030886,-122.410402111785
245328,Syagrus romanzoffianum,2,37.7490772550231,-122.419193411063
245332,Syagrus romanzoffianum,6,37.7543731170387,-122.410645801977
197812,Syagrus romanzoffianum,11,37.7179372398964,-122.395779290899
245359,Syagrus romanzoffianum,5,37.7611377779059,-122.434917869975
245361,Syagrus romanzoffianum,5,37.7619673971031,-122.435005421669
245329,Syagrus romanzoffianum,15,37.7491567478811,-122.41934607458
197813,Syagrus romanzoffianum,6,37.7359688205142,-122.387541417306
245358,Syagrus romanzoffianum,5,37.7610637555993,-122.434915438197
248022,Syagrus romanzoffianum,14,37.7423077764783,-122.408112883923
93802,Syagrus romanzoffianum,4,37.7185939356312,-122.404142145962
197810,Syagrus romanzoffianum,12,37.7744167904456,-122.413568674158
248023,Syagrus romanzoffianum,13,37.7423538217629,-122.408116309446
197811,Syagrus romanzoffianum,12,37.7744391520861,-122.413603620921
62128,Syagrus romanzoffianum,14,37.7275113765377,-122.436528202327
184889,Syagrus romanzoffianum,6,37.7637151826251,-122.496195774698
245339,Syagrus romanzoffianum,12,37.7511755406402,-122.437121899671
103828,Syagrus romanzoffianum,3,37.7856663658423,-122.419783733241
245338,Syagrus romanzoffianum,6,37.7335221447376,-122.429511974121
215161,Syagrus romanzoffianum,7,37.7480605390596,-122.460629072691
103858,Syagrus romanzoffianum,3,37.790315883136,-122.420718185974
215163,Syagrus romanzoffianum,12,37.7296611735131,-122.463419061951
103840,Syagrus romanzoffianum,3,37.7910171377023,-122.420723832321
215162,Syagrus romanzoffianum,6,37.7480681050619,-122.460653675452
103841,Syagrus romanzoffianum,3,37.7912365537909,-122.420997422968
215165,Syagrus romanzoffianum,14,37.7295404143478,-122.463443268118
112395,Syagrus romanzoffianum,32,37.7441085392299,-122.434894531673
103842,Syagrus romanzoffianum,3,37.7912365537909,-122.420997422968
215164,Syagrus romanzoffianum,13,37.7295978486555,-122.463428371748
103822,Syagrus romanzoffianum,3,37.7865897969129,-122.419720826278
62605,Syagrus romanzoffianum,14,37.774006387575,-122.497114243221
103853,Syagrus romanzoffianum,3,37.7907713510946,-122.420810898748
215167,Syagrus romanzoffianum,8,37.734958585052,-122.455936678249
240996,Syagrus romanzoffianum,11,37.7670384699769,-122.42786798372
215166,Syagrus romanzoffianum,6,37.7458146809981,-122.460928368863
103820,Syagrus romanzoffianum,3,37.7864693297842,-122.419946595232
95103,Syagrus romanzoffianum,12,37.8035257685578,-122.445477697742
117576,Syagrus romanzoffianum,6,37.7942983844173,-122.406783100465
240997,Syagrus romanzoffianum,14,37.7669380156921,-122.42784925625
215169,Syagrus romanzoffianum,7,37.7350626492231,-122.456207589133
103821,Syagrus romanzoffianum,3,37.7864771914113,-122.419770562808
240994,Syagrus romanzoffianum,13,37.7672108286396,-122.427878684774
215168,Syagrus romanzoffianum,8,37.7350126576924,-122.456042461904
103826,Syagrus romanzoffianum,3,37.7860885642674,-122.419688886254
240995,Syagrus romanzoffianum,12,37.7670966273258,-122.427877346558
240989,Syagrus romanzoffianum,11,37.7621449961121,-122.435808283336
51831,Syagrus romanzoffianum,12,37.7735749503435,-122.41251695031
24901,Syagrus romanzoffianum,16,37.7254922824246,-122.40262454667
103857,Syagrus romanzoffianum,3,37.7903840892726,-122.42072411493
103827,Syagrus romanzoffianum,3,37.7860558415396,-122.419682348183
98582,Syagrus romanzoffianum,12,37.7856614051555,-122.458141326017
240992,Syagrus romanzoffianum,12,37.7649764495376,-122.433431220472
240988,Syagrus romanzoffianum,13,37.7621236210298,-122.435861277678
51830,Syagrus romanzoffianum,15,37.7734197345703,-122.41232307986
103856,Syagrus romanzoffianum,3,37.7900993346467,-122.420590411881
215138,Syagrus romanzoffianum,9,37.7297364296862,-122.46322217696
124038,Metrosideros excelsa,17,37.7865296989097,-122.466308232743
21332,Metrosideros excelsa,12,37.7402920315353,-122.494148196666
96857,Metrosideros excelsa,12,37.748767099488,-122.436749043954
232485,Metrosideros excelsa,15,37.7487659466048,-122.436848226985
30159,Metrosideros excelsa,12,37.7206008798567,-122.405126964413
181873,Metrosideros excelsa,14,37.7435860320579,-122.49301138749
131644,Metrosideros excelsa,2,37.7919372962212,-122.404379652392
29237,Metrosideros excelsa,3,37.7512467209802,-122.499821775189
131620,Metrosideros excelsa,13,37.8078648148827,-122.415651409597
46953,Metrosideros excelsa,6,37.7581113313144,-122.502450205887
210380,Metrosideros excelsa,10,37.7291152301791,-122.464200331796
103015,Metrosideros excelsa,24,37.7795868963645,-122.441455622144
200208,Metrosideros excelsa,5,37.7184251625474,-122.388672388055
139695,Metrosideros excelsa,9,37.7824918516031,-122.442642651233
139689,Metrosideros excelsa,12,37.782638136678,-122.442426134395
95957,Metrosideros excelsa,10,37.7818480613884,-122.476175934175
210348,Metrosideros excelsa,9,37.7394470501364,-122.470861477093
232721,Metrosideros excelsa,16,37.755911138506,-122.432395486577
232735,Metrosideros excelsa,12,37.754606881412,-122.430039735854
16097,Metrosideros excelsa,3,37.73166189976,-122.442180141015
9189,Metrosideros excelsa,12,37.7799258464349,-122.485264939527
3153,Metrosideros excelsa,30,37.78678437906,-122.449991538327
91184,Metrosideros excelsa,5,37.776628592972,-122.417931258428
115821,Metrosideros excelsa,3,37.7391364720768,-122.506428594252
96838,Metrosideros excelsa,5,37.7397763850106,-122.409651795241
124095,Metrosideros excelsa,10,37.7808174930008,-122.465980309052
83820,Metrosideros excelsa,1,37.7614996390356,-122.50716832514
232484,Metrosideros excelsa,15,37.7487706869304,-122.436802262622
2695,Metrosideros excelsa,3,37.787283200782,-122.431947991092
17361,Metrosideros excelsa,16,37.7939765536908,-122.426340889125
59691,Metrosideros excelsa,38,37.7805712485973,-122.509547375915
181976,Metrosideros excelsa,14,37.7408231693689,-122.485631848876
95282,Metrosideros excelsa,9,37.7534897766964,-122.491253852674
119983,Metrosideros excelsa,8,37.787452713746,-122.487093893744
1287,Metrosideros excelsa,16,37.7112017530194,-122.468089602866
131623,Metrosideros excelsa,12,37.8080630263603,-122.415695135531
46950,Metrosideros excelsa,8,37.7581113313144,-122.502450205887
