dataset_id,species,population_id,site_id,location_label,latitude,longitude,individual_id,metabolic_rate,metabolic_rate_unit
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026695,1.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026696,1.61,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026697,3,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026698,2.51,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026699,1.92,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026700,3.15,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026701,3.88,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026702,2.39,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026703,2.33,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026704,2.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026705,1.99,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026706,6.18,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026707,3.24,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026708,2.04,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026709,3.43,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026710,3.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026711,3.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026712,4.05,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026713,3.71,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026714,3.96,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026715,3.89,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026716,3.74,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026717,3.89,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026718,3.82,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026719,3.95,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026720,2.96,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026721,1.07,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026722,2.48,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026723,2.62,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026724,2.47,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026725,1.68,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026726,2.72,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026727,2.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026728,2.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026729,3.37,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026730,2.63,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026731,3.82,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026732,2.36,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026733,3.53,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026734,3.7,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026735,3.76,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026736,3.85,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026737,3.56,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026738,3.51,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026739,4.22,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026740,4.44,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026741,3.81,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026742,4.48,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026743,1.73,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026744,1.48,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026745,2.51,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026746,3.91,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026747,2.04,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP077,TRASIT068,Lesina_Italy,41.871,15.34,TRAIND026748,1.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026749,0.48,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026750,0.99,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026751,1.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026752,1.62,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026753,1.85,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026754,2.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026755,3.29,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026756,2.16,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026757,3.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026758,2.94,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026759,2.15,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026760,1.66,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026761,0.45,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026762,1.6,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026763,1.17,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026764,0.36,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026765,0.22,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026766,0.2,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026767,1.44,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026768,0.74,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026769,1.72,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026770,2.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026771,1.01,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026772,1.54,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026773,1.68,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026774,2.9,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026775,3.58,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026776,2.99,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026777,2.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026778,0.71,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026779,2.45,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026780,2.79,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026781,4.96,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026782,2.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026783,5.18,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026784,3.39,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026785,1.27,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026786,2.07,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026787,1.48,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026788,2.57,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026789,0.66,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026790,2.55,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026791,0.27,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026792,0.89,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026793,0.65,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026794,1.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026795,0.39,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026796,1.33,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026797,1.73,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026798,1.72,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026799,1.92,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026800,1.15,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026801,4.45,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026802,3.37,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026803,2.91,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026804,2.37,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026805,4.49,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026806,3.55,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026807,5.95,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026808,2.67,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026809,3.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026810,4.57,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026811,3.95,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026812,3.5,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026813,6.5,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026814,5.87,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026815,6.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026816,2.23,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026817,2.84,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026818,1.35,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026819,6.28,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026820,3.03,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026821,2.69,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026822,2.02,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026823,2.66,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026824,1.39,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026825,2.54,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026826,2.36,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026827,3.18,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026828,2.23,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026829,3.08,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026830,3.92,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026831,4.78,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026832,2.3,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026833,4.11,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026834,4.96,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026835,4.4,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026836,4.94,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026837,5.57,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026838,4.41,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026839,1.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026840,3.6,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026841,4.42,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026842,0.97,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026843,1.98,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026844,2.49,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026845,2.23,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026846,1.86,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026847,1.75,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026848,2.93,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026849,1.99,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026850,3.35,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026851,4.38,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026852,2.92,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026853,2.43,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026854,4.25,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026855,2.81,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026856,3.14,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026857,5.46,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026858,5.06,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026859,3.46,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026860,4.26,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026861,3.05,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026862,2.66,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026863,5.34,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026864,3.52,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026865,1.38,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026866,1.3,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026867,1.87,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026868,2.66,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026869,1.12,Joule/day
TRADAT039,Gammarus_insensibilis,TRAPOP078,TRASIT069,Acquatina_Italy,40.444,18.238,TRAIND026870,1.62,Joule/day
