condition_id,scope,species,n_classifiable,minor_cluster_fraction,projection_sq,u_white,u_yellow,u_orange,u_red,u_pink,u_magenta,u_purple,u_blue,u_bronze
baseline,all,Abronia umbellata,44,0.4090909090909091,0.11606217906890004,-0.32119523874830064,-0.005567237747935701,-0.00019082380851577477,-0.0031558958835068295,-0.4087597123384999,-0.15192524257529863,0.8341649983024884,0.09610901476946573,-0.03947986196989686
baseline,all,Acacia ulicifolia,75,0.18666666666666668,0.7578309696214014,-0.8207481517203414,0.3592678360128145,0.02618846111916204,-0.00014952929465206108,0.0017446811406527517,0.0,-0.00036920822168820246,-0.009245023828812945,0.4433109347928653
baseline,all,Agrostemma githago,59,0.3898305084745763,0.04538524286080675,0.200854270799739,0.03286797753460692,-0.0012427473679101763,0.002832649612086351,-0.006976238743822601,-0.8244621757447076,0.5216595926000165,0.08127745767556734,-0.006810786365575456
baseline,all,Allium vineale,41,0.12195121951219512,0.4052168792747932,-0.6001606298130475,-0.06592503376898948,-0.00318468061032778,-0.02604685839367604,0.1684909312183576,0.014651944278240119,0.7110668949687695,0.10151813834558684,-0.30041070622491306
baseline,all,Anemone virginiana,46,0.2826086956521739,0.5139177471549476,-0.6758814801789159,0.734887052406122,-0.001237256333626545,-5.0958314707097976e-05,-0.0006077305594998114,0.0,-0.00028631633631271124,-0.0009451673512013834,-0.055878143331858456
baseline,all,Arctium minus,44,0.3409090909090909,0.7746747718660062,-0.8298191352422692,0.020565929559891866,0.021240787579928307,0.01201780068926128,0.4794521748734066,0.23147352480383251,-0.026280084686426234,-0.05935954823905017,0.1507085506614253
baseline,all,Asclepias brachystephana,44,0.4090909090909091,0.675307116610677,-0.7747728651306934,-0.005006676393247437,0.004224788026707511,0.03544118864019108,0.6168102595433255,0.0013666243797147315,0.003796494755929926,-0.01501865388019885,0.1331588400582717
baseline,all,Baptisia australis,71,0.36619718309859156,0.34137261309168965,0.5508559909342626,0.029677862974616973,0.0,0.0,-0.025589680093421448,-5.401391015239762e-05,-0.797796920271872,0.24195295268279815,0.0009538076837678316
baseline,all,Bidens frondosa,57,0.40350877192982454,0.29688194179910987,0.5137071727910625,0.30096581729170396,-0.20062151141662438,-0.0014309467778063074,0.029965559481492425,0.02058741127221241,0.021550921633885847,0.08720937206656672,-0.7719337963424932
baseline,all,Bidens pilosa,60,0.4,0.7261949233528495,0.8034342527773295,-0.559942079444073,-0.050125291733377986,0.002291502360624933,6.070553835387524e-05,0.0,9.456523203795271e-06,0.00033358246202358293,-0.19606212848408464
