scope,condition_id,species,rows,nonzero_fraction,mean_T_white,mean_white_fraction_change
P,fixed_ev_p0_0,Campanula latifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Campanula scouleri,100,0.0,,0.0
P,fixed_ev_p0_0,Carduus acanthoides,100,0.0,,0.0
P,fixed_ev_p0_0,Carlina vulgaris,100,0.0,,0.0
P,fixed_ev_p0_0,Centaurea solstitialis,100,0.0,,0.0
P,fixed_ev_p0_0,Chelone lyonii,99,0.0,,0.0
P,fixed_ev_p0_0,Chiloglottis valida,100,0.0,,0.0
P,fixed_ev_p0_0,Clematis pitcheri,100,0.0,,0.0
P,fixed_ev_p0_0,Cochlospermum vitifolium,100,0.0,,0.0
P,fixed_ev_p0_0,Conopholis alpina,100,0.0,,0.0
P,fixed_ev_p0_0,Conradina canescens,100,0.0,,0.0
P,fixed_ev_p0_0,Convolvulus elegantissimus,100,0.0,,0.0
P,fixed_ev_p0_0,Corethrogyne filaginifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Cornus suecica,100,0.0,,0.0
P,fixed_ev_p0_0,Corybas macranthus,100,0.0,,0.0
P,fixed_ev_p0_0,Cypripedium guttatum,100,0.0,,0.0
P,fixed_ev_p0_0,Datura stramonium,100,0.0,,0.0
P,fixed_ev_p0_0,Delairea odorata,100,0.0,,0.0
P,fixed_ev_p0_0,Delphinium glaucum,100,0.0,,0.0
P,fixed_ev_p0_0,Delphinium nuttallianum,100,0.0,,0.0
P,fixed_ev_p0_0,Dicentra canadensis,100,0.0,,0.0
P,fixed_ev_p0_0,Dillwynia floribunda,100,0.0,,0.0
P,fixed_ev_p0_0,Disphyma crassifolium,100,0.0,,0.0
P,fixed_ev_p0_0,Distimake dissectus,100,0.0,,0.0
P,fixed_ev_p0_0,Dracophyllum secundum,100,0.0,,0.0
P,fixed_ev_p0_0,Drosera spatulata,100,0.0,,0.0
P,fixed_ev_p0_0,Earina mucronata,100,0.0,,0.0
P,fixed_ev_p0_0,Elephantopus tomentosus,100,0.0,,0.0
P,fixed_ev_p0_0,Epacris longiflora,100,0.0,,0.0
P,fixed_ev_p0_0,Erica arborea,100,0.0,,0.0
P,fixed_ev_p0_0,Erica tetralix,100,0.0,,0.0
P,fixed_ev_p0_0,Erigeron divergens,100,0.0,,0.0
P,fixed_ev_p0_0,Erigeron linearis,100,0.0,,0.0
P,fixed_ev_p0_0,Erigeron quercifolius,100,0.0,,0.0
P,fixed_ev_p0_0,Erythranthe bicolor,100,0.0,,0.0
P,fixed_ev_p0_0,Erythranthe dentata,100,0.0,,0.0
P,fixed_ev_p0_0,Eutrochium fistulosum,100,0.0,,0.0
P,fixed_ev_p0_0,Falcaria vulgaris,100,0.0,,0.0
P,fixed_ev_p0_0,Filipendula rubra,100,0.0,,0.0
P,fixed_ev_p0_0,Fritillaria camschatcensis,100,0.0,,0.0
P,fixed_ev_p0_0,Fumaria capreolata,100,0.0,,0.0
P,fixed_ev_p0_0,Gardenia jasminoides,100,0.0,,0.0
P,fixed_ev_p0_0,Gaylussacia baccata,100,0.0,,0.0
P,fixed_ev_p0_0,Gazania rigens,100,0.0,,0.0
P,fixed_ev_p0_0,Geobalanus oblongifolius,100,0.0,,0.0
P,fixed_ev_p0_0,Geranium macrorrhizum,100,0.0,,0.0
P,fixed_ev_p0_0,Geranium yeoi,100,0.0,,0.0
P,fixed_ev_p0_0,Gilia tricolor,100,0.0,,0.0
P,fixed_ev_p0_0,Gompholobium huegelii,100,0.0,,0.0
P,fixed_ev_p0_0,Goodyera pubescens,100,0.0,,0.0
P,fixed_ev_p0_0,Govenia liliacea,100,0.0,,0.0
P,fixed_ev_p0_0,Grewia occidentalis,100,0.0,,0.0
P,fixed_ev_p0_0,Grindelia squarrosa,100,0.0,,0.0
P,fixed_ev_p0_0,Guzmania monostachia,100,0.0,,0.0
P,fixed_ev_p0_0,Herbertia lahue,100,0.0,,0.0
P,fixed_ev_p0_0,Heterotheca grandiflora,100,0.0,,0.0
P,fixed_ev_p0_0,Heuchera micrantha,100,0.0,,0.0
P,fixed_ev_p0_0,Heuchera rubescens,100,0.0,,0.0
P,fixed_ev_p0_0,Hibiscus lasiocarpos,100,0.0,,0.0
P,fixed_ev_p0_0,Hippocrepis comosa,100,0.0,,0.0
P,fixed_ev_p0_0,Hoita macrostachya,100,0.0,,0.0
P,fixed_ev_p0_0,Ilex glabra,100,0.0,,0.0
P,fixed_ev_p0_0,Ipomoea nil,100,0.0,,0.0
P,fixed_ev_p0_0,Ipomoea pes-caprae,100,0.0,,0.0
P,fixed_ev_p0_0,Iris sibirica,100,0.0,,0.0
P,fixed_ev_p0_0,Juncus effusus,100,0.0,,0.0
P,fixed_ev_p0_0,Knightia excelsa,100,0.0,,0.0
P,fixed_ev_p0_0,Koeleria macrantha,100,0.0,,0.0
P,fixed_ev_p0_0,Lambertia formosa,100,0.0,,0.0
P,fixed_ev_p0_0,Lantana involucrata,100,0.0,,0.0
P,fixed_ev_p0_0,Lathyrus aphaca,100,0.0,,0.0
P,fixed_ev_p0_0,Leucaena leucocephala,100,0.0,,0.0
P,fixed_ev_p0_0,Leucopogon affinis,100,0.0,,0.0
P,fixed_ev_p0_0,Leucopogon microphyllus,100,0.0,,0.0
P,fixed_ev_p0_0,Linaria triornithophora,100,0.0,,0.0
P,fixed_ev_p0_0,Linum usitatissimum,100,0.0,,0.0
P,fixed_ev_p0_0,Lobelia pedunculata,100,0.0,,0.0
P,fixed_ev_p0_0,Lomatium macrocarpum,100,0.0,,0.0
P,fixed_ev_p0_0,Lonicera canadensis,100,0.0,,0.0
P,fixed_ev_p0_0,Lonicera implexa,100,0.0,,0.0
P,fixed_ev_p0_0,Lonicera morrowii,100,0.0,,0.0
P,fixed_ev_p0_0,Lonicera periclymenum,100,0.0,,0.0
P,fixed_ev_p0_0,Lupinus concinnus,100,0.0,,0.0
P,fixed_ev_p0_0,Lupinus havardii,100,0.0,,0.0
P,fixed_ev_p0_0,Lysimachia europaea,100,0.0,,0.0
P,fixed_ev_p0_0,Lysimachia quadrifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Malacothrix saxatilis,100,0.0,,0.0
P,fixed_ev_p0_0,Malva moschata,100,0.0,,0.0
P,fixed_ev_p0_0,Marah oregana,100,0.0,,0.0
P,fixed_ev_p0_0,Melaleuca citrina,100,0.0,,0.0
P,fixed_ev_p0_0,Moricandia arvensis,100,0.0,,0.0
P,fixed_ev_p0_0,Myosotis latifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Myrtus communis,100,0.0,,0.0
P,fixed_ev_p0_0,Navarretia heterodoxa,100,0.0,,0.0
P,fixed_ev_p0_0,Nelumbo nucifera,100,0.0,,0.0
P,fixed_ev_p0_0,Nicotiana longiflora,100,0.0,,0.0
P,fixed_ev_p0_0,Olearia arborescens,100,0.0,,0.0
P,fixed_ev_p0_0,Opuntia humifusa,100,0.0,,0.0
P,fixed_ev_p0_0,Orchis mascula,100,0.0,,0.0
P,fixed_ev_p0_0,Ornithogalum umbellatum,100,0.0,,0.0
P,fixed_ev_p0_0,Ornithopus compressus,100,0.0,,0.0
P,fixed_ev_p0_0,Orobanche gracilis,100,0.0,,0.0
P,fixed_ev_p0_0,Palafoxia texana,100,0.0,,0.0
P,fixed_ev_p0_0,Pancratium maritimum,100,0.0,,0.0
P,fixed_ev_p0_0,Paspalum dilatatum,100,0.0,,0.0
P,fixed_ev_p0_0,Pectis papposa,100,0.0,,0.0
P,fixed_ev_p0_0,Pelargonium betulinum,100,0.0,,0.0
P,fixed_ev_p0_0,Pelargonium grossularioides,100,0.0,,0.0
P,fixed_ev_p0_0,Persicaria nepalensis,100,0.0,,0.0
P,fixed_ev_p0_0,Peumus boldus,100,0.0,,0.0
P,fixed_ev_p0_0,Phlox diffusa,100,0.0,,0.0
P,fixed_ev_p0_0,Phytolacca icosandra,100,0.0,,0.0
P,fixed_ev_p0_0,Phytolacca octandra,100,0.0,,0.0
P,fixed_ev_p0_0,Pimelea serpyllifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Portulaca pilosa,100,0.0,,0.0
P,fixed_ev_p0_0,Portulaca suffrutescens,100,0.0,,0.0
P,fixed_ev_p0_0,Prunus amygdalus,100,0.0,,0.0
P,fixed_ev_p0_0,Prunus ilicifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Prunus mahaleb,100,0.0,,0.0
P,fixed_ev_p0_0,Pseudorchis albida,100,0.0,,0.0
P,fixed_ev_p0_0,Rafinesquia neomexicana,100,0.0,,0.0
P,fixed_ev_p0_0,Ranunculus glacialis,100,0.0,,0.0
P,fixed_ev_p0_0,Ranunculus lyallii,100,0.0,,0.0
P,fixed_ev_p0_0,Ranunculus reflexus,100,0.0,,0.0
P,fixed_ev_p0_0,Ranunculus uncinatus,100,0.0,,0.0
P,fixed_ev_p0_0,Raphanus raphanistrum,100,0.0,,0.0
P,fixed_ev_p0_0,Ribes speciosum,100,0.0,,0.0
P,fixed_ev_p0_0,Rorippa palustris,100,0.0,,0.0
P,fixed_ev_p0_0,Rubus pubescens,100,0.0,,0.0
P,fixed_ev_p0_0,Ruellia metziae,100,0.0,,0.0
P,fixed_ev_p0_0,Salvia longispicata,100,0.0,,0.0
P,fixed_ev_p0_0,Salvia lyrata,100,0.0,,0.0
P,fixed_ev_p0_0,Sanguinaria canadensis,100,0.0,,0.0
P,fixed_ev_p0_0,Saxifraga tridactylites,100,0.0,,0.0
P,fixed_ev_p0_0,Schelhammera undulata,100,0.0,,0.0
P,fixed_ev_p0_0,Searsia lucida,100,0.0,,0.0
P,fixed_ev_p0_0,Sedum sarmentosum,100,0.0,,0.0
P,fixed_ev_p0_0,Senecio mohavensis,100,0.0,,0.0
P,fixed_ev_p0_0,Senna hebecarpa,100,0.0,,0.0
P,fixed_ev_p0_0,Silene dioica,100,0.0,,0.0
P,fixed_ev_p0_0,Silene rotundifolia,100,0.0,,0.0
P,fixed_ev_p0_0,Silphium integrifolium,100,0.0,,0.0
P,fixed_ev_p0_0,Sisymbrium irio,100,0.0,,0.0
P,fixed_ev_p0_0,Solanum dulcamara,100,0.0,,0.0
P,fixed_ev_p0_0,Styphelia sieberi,100,0.0,,0.0
P,fixed_ev_p0_0,Symphyotrichum puniceum,100,0.0,,0.0
P,fixed_ev_p0_0,Symphyotrichum subulatum,100,0.0,,0.0
P,fixed_ev_p0_0,Taraxacum erythrospermum,100,0.0,,0.0
P,fixed_ev_p0_0,Tecoma stans,100,0.0,,0.0
P,fixed_ev_p0_0,Thelymitra hatchii,100,0.0,,0.0
P,fixed_ev_p0_0,Thunbergia grandiflora,100,0.0,,0.0
P,fixed_ev_p0_0,Thymus praecox,100,0.0,,0.0
P,fixed_ev_p0_0,Trifolium glomeratum,100,0.0,,0.0
P,fixed_ev_p0_0,Trifolium microdon,100,0.0,,0.0
P,fixed_ev_p0_0,Tulipa sylvestris,100,0.0,,0.0
P,fixed_ev_p0_0,Vernonia gigantea,100,0.0,,0.0
P,fixed_ev_p0_0,Vernonia noveboracensis,100,0.0,,0.0
P,fixed_ev_p0_0,Veronica alpina,100,0.0,,0.0
P,fixed_ev_p0_0,Veronica spicata,100,0.0,,0.0
P,fixed_ev_p0_0,Vicia hirsuta,100,0.0,,0.0
P,fixed_ev_p0_0,Vicia tetrasperma,100,0.0,,0.0
P,fixed_ev_p0_0,Vincetoxicum hirundinaria,100,0.0,,0.0
P,fixed_ev_p0_0,Viola cornuta,100,0.0,,0.0
P,fixed_ev_p0_0,Viola pedunculata,100,0.0,,0.0
P,fixed_ev_p0_0,Viola rostrata,100,0.0,,0.0
P,fixed_ev_p0_0,Viola tricolor,100,0.0,,0.0
P,fixed_ev_p0_0,Viscaria vulgaris,100,0.0,,0.0
P,fixed_ev_p0_0,Yucca brevifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Abronia latifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Abronia umbellata,100,0.0,,0.0
N,fixed_ev_p0_0,Acacia decurrens,100,0.0,,0.0
N,fixed_ev_p0_0,Acacia suaveolens,100,0.0,,0.0
N,fixed_ev_p0_0,Acer platanoides,100,0.0,,0.0
N,fixed_ev_p0_0,Acis autumnalis,100,0.0,,0.0
N,fixed_ev_p0_0,Actaea racemosa,100,0.0,,0.0
N,fixed_ev_p0_0,Agave deserti,100,0.0,,0.0
N,fixed_ev_p0_0,Ailanthus altissima,100,0.0,,0.0
N,fixed_ev_p0_0,Amaryllis belladonna,100,0.0,,0.0
N,fixed_ev_p0_0,Ampelopsis glandulosa,100,0.0,,0.0
N,fixed_ev_p0_0,Anemonastrum canadense,100,0.0,,0.0
N,fixed_ev_p0_0,Anthriscus caucalis,100,0.0,,0.0
N,fixed_ev_p0_0,Aquilegia formosa,100,0.0,,0.0
N,fixed_ev_p0_0,Arabidopsis lyrata,100,0.0,,0.0
N,fixed_ev_p0_0,Arctostaphylos viscida,100,0.0,,0.0
N,fixed_ev_p0_0,Argentina anserina,100,0.0,,0.0
N,fixed_ev_p0_0,Arum cylindraceum,100,0.0,,0.0
N,fixed_ev_p0_0,Aruncus dioicus,100,0.0,,0.0
N,fixed_ev_p0_0,Arundo donax,100,0.0,,0.0
N,fixed_ev_p0_0,Asclepias brachystephana,100,0.0,,0.0
N,fixed_ev_p0_0,Asclepias texana,100,0.0,,0.0
N,fixed_ev_p0_0,Bacopa monnieri,100,0.0,,0.0
N,fixed_ev_p0_0,Banksia spinulosa,100,0.0,,0.0
N,fixed_ev_p0_0,Bauhinia variegata,100,0.0,,0.0
N,fixed_ev_p0_0,Berberis thunbergii,100,0.0,,0.0
N,fixed_ev_p0_0,Bidens frondosa,100,0.0,,0.0
N,fixed_ev_p0_0,Bidens pilosa,100,0.0,,0.0
N,fixed_ev_p0_0,Bignonia capreolata,100,0.0,,0.0
N,fixed_ev_p0_0,Blackstonia perfoliata,100,0.0,,0.0
N,fixed_ev_p0_0,Borago officinalis,100,0.0,,0.0
N,fixed_ev_p0_0,Briza media,100,0.0,,0.0
N,fixed_ev_p0_0,Broussonetia papyrifera,100,0.0,,0.0
N,fixed_ev_p0_0,Calochortus subalpinus,100,0.0,,0.0
N,fixed_ev_p0_0,Calochortus venustus,100,0.0,,0.0
N,fixed_ev_p0_0,Campanula cochleariifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Campanula rapunculoides,100,0.0,,0.0
N,fixed_ev_p0_0,Campanula trachelium,100,0.0,,0.0
N,fixed_ev_p0_0,Caragana arborescens,100,0.0,,0.0
N,fixed_ev_p0_0,Cardamine angustata,100,0.0,,0.0
N,fixed_ev_p0_0,Carpodetus serratus,100,0.0,,0.0
N,fixed_ev_p0_0,Castilleja septentrionalis,100,0.0,,0.0
N,fixed_ev_p0_0,Catharanthus roseus,100,0.0,,0.0
N,fixed_ev_p0_0,Celmisia gracilenta,100,0.0,,0.0
N,fixed_ev_p0_0,Cercis occidentalis,100,0.0,,0.0
N,fixed_ev_p0_0,Chaenactis fremontii,100,0.0,,0.0
N,fixed_ev_p0_0,Clarkia purpurea,100,0.0,,0.0
N,fixed_ev_p0_0,Clarkia tenella,100,0.0,,0.0
N,fixed_ev_p0_0,Cochemiea dioica,100,0.0,,0.0
N,fixed_ev_p0_0,Coreopsis basalis,100,0.0,,0.0
N,fixed_ev_p0_0,Cotula australis,100,0.0,,0.0
N,fixed_ev_p0_0,Crepis capillaris,100,0.0,,0.0
N,fixed_ev_p0_0,Crotalaria retusa,100,0.0,,0.0
N,fixed_ev_p0_0,Croton glandulosus,100,0.0,,0.0
N,fixed_ev_p0_0,Daphne cneorum,100,0.0,,0.0
N,fixed_ev_p0_0,Decodon verticillatus,100,0.0,,0.0
N,fixed_ev_p0_0,Delphinium variegatum,100,0.0,,0.0
N,fixed_ev_p0_0,Draba aizoides,100,0.0,,0.0
N,fixed_ev_p0_0,Draba nemorosa,100,0.0,,0.0
N,fixed_ev_p0_0,Erinus alpinus,100,0.0,,0.0
N,fixed_ev_p0_0,Eriogonum pyrolifolium,100,0.0,,0.0
N,fixed_ev_p0_0,Eucrypta chrysanthemifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Euonymus americanus,100,0.0,,0.0
N,fixed_ev_p0_0,Eupatorium rotundifolium,100,0.0,,0.0
N,fixed_ev_p0_0,Euphorbia cyathophora,100,0.0,,0.0
N,fixed_ev_p0_0,Euphorbia fendleri,100,0.0,,0.0
N,fixed_ev_p0_0,Euphorbia maculata,100,0.0,,0.0
N,fixed_ev_p0_0,Euphorbia paralias,100,0.0,,0.0
N,fixed_ev_p0_0,Evolvulus alsinoides,100,0.0,,0.0
N,fixed_ev_p0_0,Evolvulus nummularius,100,0.0,,0.0
N,fixed_ev_p0_0,Ficinia nodosa,100,0.0,,0.0
N,fixed_ev_p0_0,Florestina tripteris,100,0.0,,0.0
N,fixed_ev_p0_0,Freesia leichtlinii,100,0.0,,0.0
N,fixed_ev_p0_0,Galium aparine,100,0.0,,0.0
N,fixed_ev_p0_0,Genista hispanica,100,0.0,,0.0
N,fixed_ev_p0_0,Gentiana pneumonanthe,100,0.0,,0.0
N,fixed_ev_p0_0,Gladiolus undulatus,100,0.0,,0.0
N,fixed_ev_p0_0,Glandularia gooddingii,100,0.0,,0.0
N,fixed_ev_p0_0,Glycyrrhiza lepidota,100,0.0,,0.0
N,fixed_ev_p0_0,Gypsophila repens,100,0.0,,0.0
N,fixed_ev_p0_0,Habenaria floribunda,100,0.0,,0.0
N,fixed_ev_p0_0,Hakea lissocarpha,100,0.0,,0.0
N,fixed_ev_p0_0,Hedera helix,100,0.0,,0.0
N,fixed_ev_p0_0,Helianthemum nummularium,100,0.0,,0.0
N,fixed_ev_p0_0,Helianthus maximiliani,100,0.0,,0.0
N,fixed_ev_p0_0,Helichrysum arenarium,100,0.0,,0.0
N,fixed_ev_p0_0,Hypericum hypericoides,100,0.0,,0.0
N,fixed_ev_p0_0,Hypochaeris sessiliflora,100,0.0,,0.0
N,fixed_ev_p0_0,Ipomoea hederacea,100,0.0,,0.0
N,fixed_ev_p0_0,Ixeris chinensis,100,0.0,,0.0
N,fixed_ev_p0_0,Kallstroemia grandiflora,100,0.0,,0.0
N,fixed_ev_p0_0,Lagenophora strangulata,100,0.0,,0.0
N,fixed_ev_p0_0,Lamarckia aurea,100,0.0,,0.0
N,fixed_ev_p0_0,Lantana achyranthifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Linaria canadensis,100,0.0,,0.0
N,fixed_ev_p0_0,Linaria texana,100,0.0,,0.0
N,fixed_ev_p0_0,Linum narbonense,100,0.0,,0.0
N,fixed_ev_p0_0,Lithophragma parviflorum,100,0.0,,0.0
N,fixed_ev_p0_0,Lobelia siphilitica,100,0.0,,0.0
N,fixed_ev_p0_0,Lomatium multifidum,100,0.0,,0.0
N,fixed_ev_p0_0,Lupinus latifolius,100,0.0,,0.0
N,fixed_ev_p0_0,Lupinus subcarnosus,100,0.0,,0.0
N,fixed_ev_p0_0,Lygodesmia aphylla,100,0.0,,0.0
N,fixed_ev_p0_0,Lygodesmia texana,100,0.0,,0.0
N,fixed_ev_p0_0,Maianthemum dilatatum,100,0.0,,0.0
N,fixed_ev_p0_0,Malva multiflora,100,0.0,,0.0
N,fixed_ev_p0_0,Malva nicaeensis,100,0.0,,0.0
N,fixed_ev_p0_0,Matelea reticulata,100,0.0,,0.0
N,fixed_ev_p0_0,Matthiola incana,100,0.0,,0.0
N,fixed_ev_p0_0,Medicago arborea,100,0.0,,0.0
N,fixed_ev_p0_0,Melampyrum cristatum,100,0.0,,0.0
N,fixed_ev_p0_0,Melampyrum nemorosum,100,0.0,,0.0
N,fixed_ev_p0_0,Mentha longifolia,100,0.0,,0.0
N,fixed_ev_p0_0,Muscari comosum,100,0.0,,0.0
N,fixed_ev_p0_0,Mycelis muralis,100,0.0,,0.0
N,fixed_ev_p0_0,Myoporum insulare,100,0.0,,0.0
N,fixed_ev_p0_0,Narcissus assoanus,100,0.0,,0.0
N,fixed_ev_p0_0,Narcissus deficiens,100,0.0,,0.0
N,fixed_ev_p0_0,Narthecium ossifragum,100,0.0,,0.0
N,fixed_ev_p0_0,Nelumbo lutea,100,0.0,,0.0
N,fixed_ev_p0_0,Oenothera acaulis,100,0.0,,0.0
N,fixed_ev_p0_0,Ophrys scolopax,100,0.0,,0.0
N,fixed_ev_p0_0,Opuntia cespitosa,100,0.0,,0.0
N,fixed_ev_p0_0,Orthilia secunda,100,0.0,,0.0
N,fixed_ev_p0_0,Packera sanguisorbae,100,0.0,,0.0
N,fixed_ev_p0_0,Pancratium illyricum,100,0.0,,0.0
N,fixed_ev_p0_0,Pattalias palustris,100,0.0,,0.0
N,fixed_ev_p0_0,Pectocarya recurvata,100,0.0,,0.0
N,fixed_ev_p0_0,Pedicularis bracteosa,100,0.0,,0.0
N,fixed_ev_p0_0,Penstemon barbatus,100,0.0,,0.0
N,fixed_ev_p0_0,Penstemon heterophyllus,100,0.0,,0.0
N,fixed_ev_p0_0,Persicaria attenuata,100,0.0,,0.0
N,fixed_ev_p0_0,Persicaria punctata,100,0.0,,0.0
N,fixed_ev_p0_0,Phacelia fremontii,100,0.0,,0.0
N,fixed_ev_p0_0,Pholisma arenarium,100,0.0,,0.0
N,fixed_ev_p0_0,Physalis heterophylla,100,0.0,,0.0
N,fixed_ev_p0_0,Phytolacca heterotepala,100,0.0,,0.0
N,fixed_ev_p0_0,Pimpinella saxifraga,100,0.0,,0.0
N,fixed_ev_p0_0,Pisum sativum,100,0.0,,0.0
N,fixed_ev_p0_0,Platycodon grandiflorus,100,0.0,,0.0
N,fixed_ev_p0_0,Praxelis clematidea,100,0.0,,0.0
N,fixed_ev_p0_0,Primula mistassinica,100,0.0,,0.0
N,fixed_ev_p0_0,Prospero autumnale,100,0.0,,0.0
N,fixed_ev_p0_0,Reynoutria japonica,100,0.0,,0.0
N,fixed_ev_p0_0,Rhododendron lapponicum,100,0.0,,0.0
N,fixed_ev_p0_0,Rhus copallinum,100,0.0,,0.0
N,fixed_ev_p0_0,Rhus typhina,100,0.0,,0.0
N,fixed_ev_p0_0,Ribes rubrum,100,0.0,,0.0
N,fixed_ev_p0_0,Ricinocarpos pinifolius,100,0.0,,0.0
N,fixed_ev_p0_0,Robinia neomexicana,100,0.0,,0.0
N,fixed_ev_p0_0,Rosa californica,100,0.0,,0.0
N,fixed_ev_p0_0,Roseodendron donnell-smithii,100,0.0,,0.0
N,fixed_ev_p0_0,Rudbeckia fulgida,100,0.0,,0.0
N,fixed_ev_p0_0,Russelia equisetiformis,100,0.0,,0.0
N,fixed_ev_p0_0,Salix interior,100,0.0,,0.0
N,fixed_ev_p0_0,Salvia carduacea,100,0.0,,0.0
N,fixed_ev_p0_0,Sambucus ebulus,100,0.0,,0.0
N,fixed_ev_p0_0,Saxifraga tricuspidata,100,0.0,,0.0
N,fixed_ev_p0_0,Scaevola ramosissima,100,0.0,,0.0
N,fixed_ev_p0_0,Senecio hispidulus,100,0.0,,0.0
N,fixed_ev_p0_0,Senecio pterophorus,100,0.0,,0.0
N,fixed_ev_p0_0,Senna armata,100,0.0,,0.0
N,fixed_ev_p0_0,Senna septemtrionalis,100,0.0,,0.0
N,fixed_ev_p0_0,Silene colorata,100,0.0,,0.0
N,fixed_ev_p0_0,Silene nutans,100,0.0,,0.0
N,fixed_ev_p0_0,Solanum carolinense,100,0.0,,0.0
N,fixed_ev_p0_0,Spergularia marina,100,0.0,,0.0
N,fixed_ev_p0_0,Spigelia marilandica,100,0.0,,0.0
N,fixed_ev_p0_0,Stachys chamissonis,100,0.0,,0.0
N,fixed_ev_p0_0,Streptopus amplexifolius,100,0.0,,0.0
N,fixed_ev_p0_0,Styphelia nesophila,100,0.0,,0.0
N,fixed_ev_p0_0,Symphoricarpos albus,100,0.0,,0.0
N,fixed_ev_p0_0,Symphoricarpos occidentalis,100,0.0,,0.0
N,fixed_ev_p0_0,Tabebuia rosea,100,0.0,,0.0
N,fixed_ev_p0_0,Taenidia integerrima,100,0.0,,0.0
N,fixed_ev_p0_0,Tanacetum corymbosum,100,0.0,,0.0
N,fixed_ev_p0_0,Tecomaria capensis,100,0.0,,0.0
N,fixed_ev_p0_0,Tephroseris palustris,100,0.0,,0.0
N,fixed_ev_p0_0,Tetratheca ciliata,100,0.0,,0.0
N,fixed_ev_p0_0,Thalictrum dasycarpum,100,0.0,,0.0
N,fixed_ev_p0_0,Torenia concolor,100,0.0,,0.0
N,fixed_ev_p0_0,Tradescantia fluminensis,100,0.0,,0.0
N,fixed_ev_p0_0,Trifolium angustifolium,100,0.0,,0.0
N,fixed_ev_p0_0,Trifolium wormskioldii,100,0.0,,0.0
N,fixed_ev_p0_0,Triglochin maritima,100,0.0,,0.0
N,fixed_ev_p0_0,Trillium rugelii,100,0.0,,0.0
N,fixed_ev_p0_0,Utricularia macrorhiza,100,0.0,,0.0
N,fixed_ev_p0_0,Vaccinium arboreum,100,0.0,,0.0
N,fixed_ev_p0_0,Vaccinium pallidum,100,0.0,,0.0
N,fixed_ev_p0_0,Valeriana edulis,100,0.0,,0.0
N,fixed_ev_p0_0,Viburnum rafinesqueanum,100,0.0,,0.0
N,fixed_ev_p0_0,Vicia americana,100,0.0,,0.0
N,fixed_ev_p0_0,Vicia grandiflora,100,0.0,,0.0
N,fixed_ev_p0_0,Viola arvensis,100,0.0,,0.0
N,fixed_ev_p0_0,Volkameria inermis,100,0.0,,0.0
N,fixed_ev_p0_0,Wedelia hispida,100,0.0,,0.0
N,fixed_ev_p0_0,Wurmbea dioica,100,0.0,,0.0
N,fixed_ev_p0_0,Xyris jupicai,100,0.0,,0.0
N,fixed_ev_p0_0,Zephyranthes candida,100,0.0,,0.0
N,fixed_ev_p0_0,Zeuxine strateumatica,100,0.0,,0.0
all,fixed_ev_p0_5,Abronia latifolia,100,0.72,0.1056240020584751,0.01846801242284894
all,fixed_ev_p0_5,Abronia umbellata,100,0.68,0.4373914682343388,0.10641041369485843
all,fixed_ev_p0_5,Acacia decurrens,100,0.49,0.1673101607305426,0.036167870056475114
all,fixed_ev_p0_5,Acacia suaveolens,100,0.7,0.33824124330368055,0.025356052970915907
all,fixed_ev_p0_5,Acacia ulicifolia,100,0.83,0.32383674980977045,0.03865406518574681
all,fixed_ev_p0_5,Acer platanoides,100,0.35,0.3307111172965852,0.010151867352232103
all,fixed_ev_p0_5,Aciphylla glacialis,100,0.81,0.339683447027898,0.019308651742119442
all,fixed_ev_p0_5,Acis autumnalis,100,0.46,0.4510988000472845,0.00387347682654154
all,fixed_ev_p0_5,Actaea racemosa,100,0.45,0.4391672593136723,0.0075772347504619005
all,fixed_ev_p0_5,Actaea spicata,100,0.56,0.46789979777554336,-0.00010651070593528265
all,fixed_ev_p0_5,Aegopodium podagraria,100,0.84,0.47394132211523193,-0.015508317802891743
all,fixed_ev_p0_5,Agave deserti,100,0.55,0.18832325681619685,0.04185495206646998
all,fixed_ev_p0_5,Agrimonia pilosa,100,0.73,0.2713956422606993,0.024510735109579698
all,fixed_ev_p0_5,Agrostemma githago,100,0.72,0.28971673188663405,0.05605390353987546
all,fixed_ev_p0_5,Ailanthus altissima,100,0.3,0.3660285108917897,0.0054352133216200626
all,fixed_ev_p0_5,Allium praecox,100,0.77,0.5909638765703089,0.03518596871117946
all,fixed_ev_p0_5,Allium vineale,100,0.52,0.42439785083069154,0.011990449011630629
all,fixed_ev_p0_5,Amaryllis belladonna,100,0.46,0.5161781791280923,0.08869610171427122
all,fixed_ev_p0_5,Amelanchier arborea,100,0.47,0.3981844062182006,0.022176916558266802
all,fixed_ev_p0_5,Ampelopsis glandulosa,100,0.35,0.5068919481600981,0.06884719483872119
all,fixed_ev_p0_5,Andropogon gerardi,100,0.22,0.2577442601393518,0.013040766297449673
