condition_id,panel,species,n_classifiable,D
fixed_ev_m1_0,P,Persicaria nepalensis,57,0.49615266235764854
fixed_ev_m1_0,P,Phlox diffusa,75,0.49564444444444433
fixed_ev_m1_0,P,Pimelea serpyllifolia,56,0.27487244897959173
fixed_ev_m1_0,P,Portulaca pilosa,65,0.38437869822485204
fixed_ev_m1_0,P,Portulaca suffrutescens,59,0.1281241022694628
fixed_ev_m1_0,P,Prunus ilicifolia,51,0.5182622068435218
fixed_ev_m1_0,P,Prunus mahaleb,55,0.16793388429752076
fixed_ev_m1_0,P,Pseudorchis albida,55,0.5262809917355373
fixed_ev_m1_0,P,Rafinesquia neomexicana,67,0.05836489195811989
fixed_ev_m1_0,P,Ranunculus glacialis,65,0.5188165680473372
fixed_ev_m1_0,P,Ranunculus lyallii,68,0.11072664359861584
fixed_ev_m1_0,P,Ranunculus reflexus,42,0.2777777777777777
fixed_ev_m1_0,P,Ranunculus uncinatus,47,0.4979628791308285
fixed_ev_m1_0,P,Raphanus raphanistrum,53,0.553933784264863
fixed_ev_m1_0,P,Rorippa palustris,62,0.12070759625390237
fixed_ev_m1_0,P,Rubus pubescens,49,0.07830070803831746
fixed_ev_m1_0,P,Ruellia metziae,70,0.13510204081632649
fixed_ev_m1_0,P,Salvia longispicata,55,0.37553719008264463
fixed_ev_m1_0,P,Salvia lyrata,40,0.47124999999999995
fixed_ev_m1_0,P,Sanguinaria canadensis,66,0.14003673094582192
fixed_ev_m1_0,P,Saxifraga tridactylites,58,0.3133174791914388
fixed_ev_m1_0,P,Schelhammera undulata,50,0.49839999999999995
fixed_ev_m1_0,P,Senecio mohavensis,67,0.11361104923145471
fixed_ev_m1_0,P,Senna hebecarpa,44,0.08677685950413205
fixed_ev_m1_0,P,Silene dioica,47,0.5260298777727479
fixed_ev_m1_0,P,Silene rotundifolia,54,0.2297668038408779
fixed_ev_m1_0,P,Silphium integrifolium,59,0.033323757540936416
fixed_ev_m1_0,P,Sisymbrium irio,61,0.06342381080354742
fixed_ev_m1_0,P,Symphyotrichum puniceum,67,0.47003787034974387
fixed_ev_m1_0,P,Symphyotrichum subulatum,59,0.3091065785693765
fixed_ev_m1_0,P,Taraxacum erythrospermum,76,0.18836565096952906
fixed_ev_m1_0,P,Tecoma stans,65,0.11692307692307691
fixed_ev_m1_0,P,Thunbergia grandiflora,44,0.5692148760330579
fixed_ev_m1_0,P,Thymus praecox,52,0.38091715976331353
fixed_ev_m1_0,P,Trifolium glomeratum,44,0.48347107438016523
fixed_ev_m1_0,P,Tulipa sylvestris,54,0.07201646090534997
fixed_ev_m1_0,P,Vernonia gigantea,51,0.14686658977316436
fixed_ev_m1_0,P,Vernonia noveboracensis,59,0.317150244182706
fixed_ev_m1_0,P,Veronica alpina,52,0.2403846153846153
fixed_ev_m1_0,P,Veronica spicata,59,0.15742602700373454
fixed_ev_m1_0,P,Vicia hirsuta,47,0.0823902218198278
fixed_ev_m1_0,P,Vicia tetrasperma,43,0.5732828555976203
fixed_ev_m1_0,P,Vincetoxicum hirundinaria,56,0.4470663265306122
fixed_ev_m1_0,P,Viola cornuta,64,0.26806640625
fixed_ev_m1_0,P,Viola pedunculata,69,0.0
fixed_ev_m1_0,P,Viola rostrata,55,0.5150413223140496
fixed_ev_m1_0,P,Viola tricolor,57,0.5115420129270545
fixed_ev_m1_0,P,Viscaria vulgaris,53,0.5653257386970452
fixed_ev_p0_0,N,Abronia latifolia,72,0.10609567901234562
fixed_ev_p0_0,N,Abronia umbellata,44,0.5619834710743802
fixed_ev_p0_0,N,Acacia decurrens,45,0.08493827160493828
fixed_ev_p0_0,N,Acacia suaveolens,70,0.20244897959183672
fixed_ev_p0_0,N,Acis autumnalis,46,0.1616257088846883
fixed_ev_p0_0,N,Actaea racemosa,45,0.04345679012345682
fixed_ev_p0_0,N,Agave deserti,54,0.14060356652949246
fixed_ev_p0_0,N,Anemonastrum canadense,79,0.02499599423169352
fixed_ev_p0_0,N,Anthriscus caucalis,54,0.07133058984910856
fixed_ev_p0_0,N,Arabidopsis lyrata,77,0.02563670096137627
fixed_ev_p0_0,N,Argentina anserina,81,0.024386526444139633
fixed_ev_p0_0,N,Asclepias brachystephana,44,0.45867768595041325
fixed_ev_p0_0,N,Asclepias texana,60,0.0
fixed_ev_p0_0,N,Bacopa monnieri,66,0.08769513314967847
fixed_ev_p0_0,N,Bidens frondosa,57,0.2751615881809789
fixed_ev_p0_0,N,Bidens pilosa,60,0.48
fixed_ev_p0_0,N,Blackstonia perfoliata,66,0.058769513314967714
fixed_ev_p0_0,N,Briza media,58,0.5112960760998813
fixed_ev_p0_0,N,Calochortus subalpinus,54,0.1721536351165981
fixed_ev_p0_0,N,Calochortus venustus,51,0.499038831218762
fixed_ev_p0_0,N,Campanula cochleariifolia,74,0.17129291453615791
fixed_ev_p0_0,N,Campanula rapunculoides,52,0.352810650887574
fixed_ev_p0_0,N,Campanula trachelium,43,0.4542996214169821
fixed_ev_p0_0,N,Caragana arborescens,51,0.11072664359861584
fixed_ev_p0_0,N,Carpodetus serratus,60,0.032777777777777795
fixed_ev_p0_0,N,Catharanthus roseus,62,0.5957336108220603
fixed_ev_p0_0,N,Celmisia gracilenta,69,0.22684310018903586
fixed_ev_p0_0,N,Chaenactis fremontii,76,0.12430747922437668
fixed_ev_p0_0,N,Clarkia purpurea,60,0.4127777777777778
fixed_ev_p0_0,N,Clarkia tenella,69,0.5368620037807184
fixed_ev_p0_0,N,Coreopsis basalis,67,0.029405212742259046
fixed_ev_p0_0,N,Cotula australis,60,0.49777777777777776
fixed_ev_p0_0,N,Crepis capillaris,72,0.0
fixed_ev_p0_0,N,Crotalaria retusa,52,0.2329881656804733
fixed_ev_p0_0,N,Croton glandulosus,54,0.14060356652949246
fixed_ev_p0_0,N,Daphne cneorum,65,0.11550295857988169
fixed_ev_p0_0,N,Delphinium variegatum,52,0.10872781065088755
fixed_ev_p0_0,N,Draba aizoides,79,0.02499599423169352
fixed_ev_p0_0,N,Draba nemorosa,59,0.09652398735995393
fixed_ev_p0_0,N,Erinus alpinus,68,0.5865051903114187
fixed_ev_p0_0,N,Eriogonum pyrolifolium,67,0.28514145689463144
fixed_ev_p0_0,N,Eucrypta chrysanthemifolia,50,0.07679999999999998
fixed_ev_p0_0,N,Euonymus americanus,56,0.5739795918367347
fixed_ev_p0_0,N,Eupatorium rotundifolium,51,0.07535563244905807
fixed_ev_p0_0,N,Euphorbia cyathophora,41,0.5758477096966091
fixed_ev_p0_0,N,Evolvulus alsinoides,74,0.43827611395178967
fixed_ev_p0_0,N,Evolvulus nummularius,67,0.029405212742259046
fixed_ev_p0_0,N,Ficinia nodosa,56,0.5108418367346939
fixed_ev_p0_0,N,Florestina tripteris,77,0.02563670096137627
fixed_ev_p0_0,N,Freesia leichtlinii,46,0.22684310018903586
fixed_ev_p0_0,N,Galium aparine,50,0.11280000000000001
fixed_ev_p0_0,N,Genista hispanica,87,0.022724270048883666
fixed_ev_p0_0,N,Gentiana pneumonanthe,54,0.07133058984910856
fixed_ev_p0_0,N,Glandularia gooddingii,66,0.3494031221303948
fixed_ev_p0_0,N,Glycyrrhiza lepidota,50,0.2744000000000002
fixed_ev_p0_0,N,Gypsophila repens,85,0.0
fixed_ev_p0_0,N,Hedera helix,50,0.5
fixed_ev_p0_0,N,Helianthemum nummularium,62,0.031737773152965554
fixed_ev_p0_0,N,Helianthus maximiliani,60,0.09500000000000008
fixed_ev_p0_0,N,Helichrysum arenarium,84,0.13265306122448983
fixed_ev_p0_0,N,Hypochaeris sessiliflora,58,0.4988109393579073
fixed_ev_p0_0,N,Ipomoea hederacea,56,0.496811224489796
fixed_ev_p0_0,N,Ixeris chinensis,77,0.16528925619834722
fixed_ev_p0_0,N,Kallstroemia grandiflora,56,0.0
fixed_ev_p0_0,N,Lagenophora strangulata,55,0.2221487603305785
fixed_ev_p0_0,N,Lantana achyranthifolia,67,0.05836489195811989
fixed_ev_p0_0,N,Linaria canadensis,60,0.49611111111111117
fixed_ev_p0_0,N,Linaria texana,60,0.46444444444444444
fixed_ev_p0_0,N,Linum narbonense,53,0.39800640797436815
fixed_ev_p0_0,N,Lithophragma parviflorum,72,0.054012345679012475
fixed_ev_p0_0,N,Lobelia siphilitica,50,0.24080000000000013
fixed_ev_p0_0,N,Lomatium multifidum,55,0.4317355371900826
fixed_ev_p0_0,N,Lupinus latifolius,54,0.5109739368998629
fixed_ev_p0_0,N,Lupinus subcarnosus,72,0.23919753086419737
fixed_ev_p0_0,N,Lygodesmia aphylla,50,0.36560000000000004
fixed_ev_p0_0,N,Lygodesmia texana,42,0.6723356009070295
fixed_ev_p0_0,N,Maianthemum dilatatum,59,0.033323757540936416
fixed_ev_p0_0,N,Malva multiflora,48,0.46875
fixed_ev_p0_0,N,Malva nicaeensis,51,0.14686658977316425
fixed_ev_p0_0,N,Matthiola incana,58,0.6212841854934601
fixed_ev_p0_0,N,Medicago arborea,58,0.03388822829964333
fixed_ev_p0_0,N,Melampyrum cristatum,51,0.6758938869665513
fixed_ev_p0_0,N,Melampyrum nemorosum,41,0.5639500297441999
fixed_ev_p0_0,N,Mentha longifolia,76,0.025969529085872578
fixed_ev_p0_0,N,Muscari comosum,44,0.38119834710743805
fixed_ev_p0_0,N,Mycelis muralis,59,0.28152829646653266
fixed_ev_p0_0,N,Myoporum insulare,55,0.13818181818181818
fixed_ev_p0_0,N,Narcissus assoanus,77,0.02563670096137627
fixed_ev_p0_0,N,Narcissus deficiens,46,0.15879017013232533
fixed_ev_p0_0,N,Narthecium ossifragum,52,0.07396449704142016
fixed_ev_p0_0,N,Nelumbo lutea,52,0.4474852071005917
fixed_ev_p0_0,N,Oenothera acaulis,60,0.2627777777777779
fixed_ev_p0_0,N,Opuntia cespitosa,53,0.141687433250267
fixed_ev_p0_0,N,Packera sanguisorbae,67,0.112274448652261
fixed_ev_p0_0,N,Pancratium illyricum,43,0.46619794483504595
fixed_ev_p0_0,N,Pectocarya recurvata,42,0.0
fixed_ev_p0_0,N,Penstemon barbatus,54,0.1721536351165981
fixed_ev_p0_0,N,Penstemon heterophyllus,61,0.23703305563020693
fixed_ev_p0_0,N,Persicaria attenuata,49,0.15326947105372768
fixed_ev_p0_0,N,Phacelia fremontii,67,0.5426598351525953
fixed_ev_p0_0,N,Pholisma arenarium,50,0.14959999999999996
fixed_ev_p0_0,N,Pimpinella saxifraga,77,0.09849890369370895
fixed_ev_p0_0,N,Pisum sativum,40,0.5299999999999999
fixed_ev_p0_0,N,Platycodon grandiflorus,52,0.2751479289940828
fixed_ev_p0_0,N,Praxelis clematidea,71,0.20273755207300137
fixed_ev_p0_0,N,Primula mistassinica,67,0.24147917130764107
fixed_ev_p0_0,N,Prospero autumnale,46,0.5775047258979206
fixed_ev_p0_0,N,Rhododendron lapponicum,55,0.39537190082644624
fixed_ev_p0_0,N,Ribes rubrum,44,0.5154958677685951
fixed_ev_p0_0,N,Ricinocarpos pinifolius,75,0.05191111111111102
fixed_ev_p0_0,N,Rosa californica,43,0.5776095186587344
fixed_ev_p0_0,N,Rudbeckia fulgida,54,0.036351165980795574
fixed_ev_p0_0,N,Salvia carduacea,54,0.28326474622770914
fixed_ev_p0_0,N,Sambucus ebulus,65,0.08899408284023658
fixed_ev_p0_0,N,Saxifraga tricuspidata,65,0.14201183431952646
fixed_ev_p0_0,N,Scaevola ramosissima,63,0.14915595867976827
fixed_ev_p0_0,N,Senecio hispidulus,45,0.422716049382716
fixed_ev_p0_0,N,Senecio pterophorus,74,0.0
fixed_ev_p0_0,N,Senna armata,62,0.06243496357960443
fixed_ev_p0_0,N,Senna septemtrionalis,62,0.06243496357960443
fixed_ev_p0_0,N,Silene colorata,56,0.5306122448979591
fixed_ev_p0_0,N,Silene nutans,52,0.10872781065088755
fixed_ev_p0_0,N,Solanum carolinense,56,0.16645408163265307
fixed_ev_p0_0,N,Spergularia marina,55,0.13685950413223147
fixed_ev_p0_0,N,Stachys chamissonis,48,0.32552083333333337
fixed_ev_p0_0,N,Symphoricarpos albus,41,0.37001784651992864
fixed_ev_p0_0,N,Symphoricarpos occidentalis,52,0.07470414201183428
fixed_ev_p0_0,N,Taenidia integerrima,59,0.21258259120942258
fixed_ev_p0_0,N,Tanacetum corymbosum,74,0.07779401022644272
fixed_ev_p0_0,N,Tephroseris palustris,69,0.05629069523209407
fixed_ev_p0_0,N,Tetratheca ciliata,58,0.5820451843043996
fixed_ev_p0_0,N,Thalictrum dasycarpum,62,0.0931321540062433
fixed_ev_p0_0,N,Torenia concolor,49,0.14993752603082044
fixed_ev_p0_0,N,Tradescantia fluminensis,50,0.31999999999999984
fixed_ev_p0_0,N,Trifolium wormskioldii,45,0.6044444444444443
fixed_ev_p0_0,N,Utricularia macrorhiza,68,0.0843425605536332
fixed_ev_p0_0,N,Vaccinium arboreum,42,0.0
fixed_ev_p0_0,N,Valeriana edulis,60,0.3911111111111112
fixed_ev_p0_0,N,Viburnum rafinesqueanum,69,0.0
fixed_ev_p0_0,N,Viola arvensis,63,0.09070294784580502
fixed_ev_p0_0,N,Volkameria inermis,59,0.20913530594656704
fixed_ev_p0_0,N,Wedelia hispida,80,0.0
fixed_ev_p0_0,N,Wurmbea dioica,43,0.08869659275283936
fixed_ev_p0_0,N,Xyris jupicai,56,0.19132653061224492
fixed_ev_p0_0,N,Zephyranthes candida,57,0.09972299168975085
fixed_ev_p0_0,N,Zeuxine strateumatica,42,0.09070294784580502
fixed_ev_p0_0,P,Acacia ulicifolia,75,0.3036444444444444
fixed_ev_p0_0,P,Aciphylla glacialis,80,0.13874999999999993
fixed_ev_p0_0,P,Actaea spicata,63,0.11892164273116657
fixed_ev_p0_0,P,Aegopodium podagraria,85,0.0
fixed_ev_p0_0,P,Agrimonia pilosa,72,0.1049382716049383
fixed_ev_p0_0,P,Agrostemma githago,59,0.5314564780235564
fixed_ev_p0_0,P,Allium praecox,72,0.12924382716049387
fixed_ev_p0_0,P,Allium vineale,41,0.48542534205829857
fixed_ev_p0_0,P,Amelanchier arborea,48,0.19010416666666663
fixed_ev_p0_0,P,Anemone virginiana,46,0.36389413988657837
fixed_ev_p0_0,P,Anemonoides quinquefolia,53,0.03702385190459245
fixed_ev_p0_0,P,Arctium minus,44,0.5754132231404958
fixed_ev_p0_0,P,Baptisia australis,71,0.2618528069827415
fixed_ev_p0_0,P,Barbarea orthoceras,71,0.027772267407260465
fixed_ev_p0_0,P,Biscutella laevigata,71,0.17774251140646702
fixed_ev_p0_0,P,Brodiaea coronaria,57,0.10156971375807955
fixed_ev_p0_0,P,Bryonia alba,41,0.5425342058298632
fixed_ev_p0_0,P,Buddleja davidii,46,0.6039697542533082
fixed_ev_p0_0,P,Calochortus concolor,41,0.17608566329565734
fixed_ev_p0_0,P,Calycadenia multiglandulosa,63,0.0
fixed_ev_p0_0,P,Campanula giesekiana,75,0.17351111111111117
fixed_ev_p0_0,P,Campanula latifolia,43,0.4348296376419686
fixed_ev_p0_0,P,Campanula scouleri,42,0.046485260770975145
fixed_ev_p0_0,P,Carduus acanthoides,57,0.510310864881502
fixed_ev_p0_0,P,Carlina vulgaris,41,0.5223081499107675
fixed_ev_p0_0,P,Centaurea solstitialis,75,0.05191111111111102
fixed_ev_p0_0,P,Chelone lyonii,44,0.3677685950413223
fixed_ev_p0_0,P,Cochlospermum vitifolium,51,0.11226451364859669
fixed_ev_p0_0,P,Conopholis alpina,53,0.20078319686721247
fixed_ev_p0_0,P,Conradina canescens,75,0.07751111111111109
fixed_ev_p0_0,P,Convolvulus elegantissimus,55,0.5765289256198347
fixed_ev_p0_0,P,Corethrogyne filaginifolia,48,0.5815972222222223
fixed_ev_p0_0,P,Cornus suecica,61,0.0
fixed_ev_p0_0,P,Cypripedium guttatum,47,0.32775011317338165
fixed_ev_p0_0,P,Delairea odorata,59,0.0
fixed_ev_p0_0,P,Delphinium glaucum,43,0.2055164954029205
fixed_ev_p0_0,P,Delphinium nuttallianum,52,0.14423076923076905
fixed_ev_p0_0,P,Dillwynia floribunda,62,0.0
fixed_ev_p0_0,P,Disphyma crassifolium,48,0.4644097222222222
fixed_ev_p0_0,P,Distimake dissectus,53,0.29903880384478454
fixed_ev_p0_0,P,Elephantopus tomentosus,52,0.11020710059171601
fixed_ev_p0_0,P,Erica arborea,41,0.21891731112433077
fixed_ev_p0_0,P,Erica tetralix,51,0.6136101499423299
fixed_ev_p0_0,P,Erigeron divergens,84,0.09183673469387765
fixed_ev_p0_0,P,Erigeron linearis,90,0.08493827160493828
fixed_ev_p0_0,P,Erigeron quercifolius,76,0.05124653739612173
fixed_ev_p0_0,P,Erythranthe bicolor,68,0.05709342560553643
fixed_ev_p0_0,P,Erythranthe dentata,58,0.09809750297265163
fixed_ev_p0_0,P,Eutrochium fistulosum,41,0.21891731112433077
fixed_ev_p0_0,P,Falcaria vulgaris,69,0.02856542743121193
fixed_ev_p0_0,P,Filipendula rubra,42,0.6360544217687074
fixed_ev_p0_0,P,Gardenia jasminoides,45,0.12444444444444436
fixed_ev_p0_0,P,Gazania rigens,72,0.02739197530864179
fixed_ev_p0_0,P,Geobalanus oblongifolius,40,0.46875
fixed_ev_p0_0,P,Geranium macrorrhizum,44,0.5030991735537189
fixed_ev_p0_0,P,Geranium yeoi,65,0.5817751479289941
fixed_ev_p0_0,P,Gilia tricolor,73,0.26496528429348865
fixed_ev_p0_0,P,Gompholobium huegelii,66,0.3673094582185492
fixed_ev_p0_0,P,Grewia occidentalis,45,0.4918518518518519
fixed_ev_p0_0,P,Grindelia squarrosa,71,0.027772267407260465
fixed_ev_p0_0,P,Guzmania monostachia,44,0.4245867768595041
fixed_ev_p0_0,P,Herbertia lahue,67,0.41880151481398975
fixed_ev_p0_0,P,Heterotheca grandiflora,68,0.05709342560553643
fixed_ev_p0_0,P,Hippocrepis comosa,76,0.0
fixed_ev_p0_0,P,Ilex glabra,58,0.06658739595719365
fixed_ev_p0_0,P,Ipomoea nil,57,0.5460141582025239
fixed_ev_p0_0,P,Ipomoea pes-caprae,49,0.6155768429820909
fixed_ev_p0_0,P,Iris sibirica,57,0.16251154201292717
fixed_ev_p0_0,P,Lantana involucrata,56,0.19451530612244894
fixed_ev_p0_0,P,Lathyrus aphaca,69,0.18231463978155849
fixed_ev_p0_0,P,Leucaena leucocephala,53,0.37023851904592375
fixed_ev_p0_0,P,Leucopogon affinis,64,0.060546875
fixed_ev_p0_0,P,Leucopogon microphyllus,67,0.029405212742259046
fixed_ev_p0_0,P,Linum usitatissimum,58,0.3662306777645661
fixed_ev_p0_0,P,Lobelia pedunculata,74,0.0525931336742147
fixed_ev_p0_0,P,Lomatium macrocarpum,55,0.47206611570247936
fixed_ev_p0_0,P,Lupinus havardii,61,0.09459822628325731
fixed_ev_p0_0,P,Lysimachia europaea,74,0.0525931336742147
fixed_ev_p0_0,P,Lysimachia quadrifolia,64,0.0
fixed_ev_p0_0,P,Malacothrix saxatilis,64,0.09033203125
fixed_ev_p0_0,P,Malva moschata,53,0.4492702029191884
fixed_ev_p0_0,P,Marah oregana,58,0.0992865636147443
fixed_ev_p0_0,P,Melaleuca citrina,40,0.40875000000000006
fixed_ev_p0_0,P,Moricandia arvensis,52,0.4918639053254438
fixed_ev_p0_0,P,Myosotis latifolia,65,0.2811834319526627
fixed_ev_p0_0,P,Myrtus communis,59,0.12640045963803503
fixed_ev_p0_0,P,Navarretia heterodoxa,65,0.43739644970414193
fixed_ev_p0_0,P,Nicotiana longiflora,51,0.07535563244905807
fixed_ev_p0_0,P,Olearia arborescens,62,0.17481789802289294
fixed_ev_p0_0,P,Opuntia humifusa,62,0.06243496357960443
fixed_ev_p0_0,P,Orchis mascula,45,0.5738271604938272
fixed_ev_p0_0,P,Ornithogalum umbellatum,69,0.05629069523209407
fixed_ev_p0_0,P,Ornithopus compressus,52,0.14201183431952646
fixed_ev_p0_0,P,Palafoxia texana,70,0.34244897959183673
fixed_ev_p0_0,P,Pectis papposa,89,0.0
fixed_ev_p0_0,P,Persicaria nepalensis,58,0.2782401902497027
fixed_ev_p0_0,P,Phlox diffusa,76,0.2770083102493076
fixed_ev_p0_0,P,Pimelea serpyllifolia,56,0.315688775510204
fixed_ev_p0_0,P,Portulaca pilosa,69,0.0840159630329762
fixed_ev_p0_0,P,Portulaca suffrutescens,58,0.24732461355529134
fixed_ev_p0_0,P,Prunus ilicifolia,48,0.2543402777777778
fixed_ev_p0_0,P,Prunus mahaleb,56,0.06887755102040805
fixed_ev_p0_0,P,Pseudorchis albida,48,0.5182291666666666
fixed_ev_p0_0,P,Rafinesquia neomexicana,69,0.05671077504725908
fixed_ev_p0_0,P,Ranunculus glacialis,65,0.35928994082840227
fixed_ev_p0_0,P,Ranunculus lyallii,71,0.10632810950208293
fixed_ev_p0_0,P,Ranunculus reflexus,40,0.17999999999999994
fixed_ev_p0_0,P,Ranunculus uncinatus,43,0.2725797728501893
fixed_ev_p0_0,P,Raphanus raphanistrum,52,0.4297337278106509
fixed_ev_p0_0,P,Rorippa palustris,64,0.169921875
fixed_ev_p0_0,P,Rubus pubescens,50,0.1472
fixed_ev_p0_0,P,Ruellia metziae,69,0.02856542743121193
fixed_ev_p0_0,P,Salvia longispicata,51,0.5182622068435218
fixed_ev_p0_0,P,Salvia lyrata,41,0.25580011897679955
fixed_ev_p0_0,P,Sanguinaria canadensis,67,0.138115393183337
fixed_ev_p0_0,P,Saxifraga tridactylites,56,0.2991071428571429
fixed_ev_p0_0,P,Schelhammera undulata,48,0.5590277777777779
fixed_ev_p0_0,P,Senecio mohavensis,65,0.11692307692307691
fixed_ev_p0_0,P,Senna hebecarpa,47,0.25350837483024
fixed_ev_p0_0,P,Silene dioica,48,0.2925347222222221
fixed_ev_p0_0,P,Silene rotundifolia,54,0.200960219478738
fixed_ev_p0_0,P,Silphium integrifolium,60,0.06499999999999995
fixed_ev_p0_0,P,Sisymbrium irio,60,0.06444444444444453
fixed_ev_p0_0,P,Symphyotrichum puniceum,72,0.13078703703703698
fixed_ev_p0_0,P,Symphyotrichum subulatum,65,0.1699408284023669
fixed_ev_p0_0,P,Taraxacum erythrospermum,75,0.23111111111111104
fixed_ev_p0_0,P,Tecoma stans,63,0.1204333585285966
fixed_ev_p0_0,P,Thunbergia grandiflora,43,0.3829096809085992
fixed_ev_p0_0,P,Thymus praecox,45,0.5165432098765432
fixed_ev_p0_0,P,Trifolium glomeratum,41,0.41403926234384303
fixed_ev_p0_0,P,Tulipa sylvestris,52,0.07396449704142016
fixed_ev_p0_0,P,Vernonia gigantea,44,0.515495867768595
fixed_ev_p0_0,P,Vernonia noveboracensis,49,0.5022907122032486
fixed_ev_p0_0,P,Veronica alpina,50,0.37360000000000004
fixed_ev_p0_0,P,Veronica spicata,56,0.3565051020408163
fixed_ev_p0_0,P,Vicia hirsuta,47,0.0
fixed_ev_p0_0,P,Vicia tetrasperma,50,0.1512
fixed_ev_p0_0,P,Vincetoxicum hirundinaria,61,0.3606557377049181
fixed_ev_p0_0,P,Viola cornuta,53,0.39800640797436815
fixed_ev_p0_0,P,Viola pedunculata,69,0.0
fixed_ev_p0_0,P,Viola rostrata,51,0.40830449826989623
fixed_ev_p0_0,P,Viola tricolor,50,0.5608
fixed_ev_p0_0,P,Viscaria vulgaris,52,0.24186390532544366
fixed_ev_p0_5,N,Abronia latifolia,71,0.08093632215830193
fixed_ev_p0_5,N,Abronia umbellata,42,0.5952380952380952
fixed_ev_p0_5,N,Acacia decurrens,48,0.18663194444444442
fixed_ev_p0_5,N,Acacia suaveolens,69,0.13442554085276193
fixed_ev_p0_5,N,Acis autumnalis,45,0.12641975308641973
fixed_ev_p0_5,N,Actaea racemosa,45,0.04345679012345682
fixed_ev_p0_5,N,Agave deserti,51,0.11226451364859669
fixed_ev_p0_5,N,Amaryllis belladonna,44,0.4328512396694215
fixed_ev_p0_5,N,Anemonastrum canadense,79,0.02499599423169352
fixed_ev_p0_5,N,Anthriscus caucalis,55,0.10314049586776863
fixed_ev_p0_5,N,Arabidopsis lyrata,77,0.02563670096137627
fixed_ev_p0_5,N,Argentina anserina,81,0.024386526444139633
fixed_ev_p0_5,N,Asclepias brachystephana,41,0.4651992861392028
fixed_ev_p0_5,N,Asclepias texana,60,0.0
fixed_ev_p0_5,N,Bacopa monnieri,65,0.08804733727810632
fixed_ev_p0_5,N,Bidens frondosa,57,0.2751615881809789
fixed_ev_p0_5,N,Bidens pilosa,61,0.4837409298575652
fixed_ev_p0_5,N,Blackstonia perfoliata,66,0.058769513314967714
fixed_ev_p0_5,N,Borago officinalis,41,0.5377751338488995
fixed_ev_p0_5,N,Briza media,55,0.4628099173553719
fixed_ev_p0_5,N,Calochortus subalpinus,53,0.141687433250267
fixed_ev_p0_5,N,Calochortus venustus,51,0.4628988850442136
fixed_ev_p0_5,N,Campanula cochleariifolia,75,0.3911111111111112
fixed_ev_p0_5,N,Campanula rapunculoides,44,0.5051652892561984
fixed_ev_p0_5,N,Campanula trachelium,40,0.56375
fixed_ev_p0_5,N,Caragana arborescens,51,0.11072664359861584
fixed_ev_p0_5,N,Carpodetus serratus,60,0.032777777777777795
fixed_ev_p0_5,N,Catharanthus roseus,63,0.54472159234064
fixed_ev_p0_5,N,Celmisia gracilenta,69,0.22684310018903586
fixed_ev_p0_5,N,Chaenactis fremontii,75,0.05191111111111102
fixed_ev_p0_5,N,Clarkia purpurea,63,0.3869992441421014
fixed_ev_p0_5,N,Clarkia tenella,64,0.60302734375
fixed_ev_p0_5,N,Coreopsis basalis,66,0.029843893480257178
fixed_ev_p0_5,N,Cotula australis,58,0.49762187871581454
fixed_ev_p0_5,N,Crepis capillaris,74,0.0525931336742147
fixed_ev_p0_5,N,Crotalaria retusa,52,0.2329881656804733
fixed_ev_p0_5,N,Croton glandulosus,52,0.07470414201183428
fixed_ev_p0_5,N,Daphne cneorum,61,0.25154528352593397
fixed_ev_p0_5,N,Delphinium variegatum,50,0.14959999999999996
fixed_ev_p0_5,N,Draba aizoides,79,0.02499599423169352
fixed_ev_p0_5,N,Draba nemorosa,61,0.1504971781779092
fixed_ev_p0_5,N,Erinus alpinus,68,0.6570069204152249
fixed_ev_p0_5,N,Eriogonum pyrolifolium,69,0.2344045368620038
fixed_ev_p0_5,N,Eucrypta chrysanthemifolia,50,0.07679999999999998
fixed_ev_p0_5,N,Euonymus americanus,58,0.5493460166468491
fixed_ev_p0_5,N,Eupatorium rotundifolium,50,0.07679999999999998
fixed_ev_p0_5,N,Euphorbia cyathophora,40,0.62875
fixed_ev_p0_5,N,Evolvulus alsinoides,72,0.4984567901234568
fixed_ev_p0_5,N,Evolvulus nummularius,67,0.05791935843172191
fixed_ev_p0_5,N,Ficinia nodosa,52,0.5355029585798816
fixed_ev_p0_5,N,Florestina tripteris,76,0.025969529085872578
fixed_ev_p0_5,N,Freesia leichtlinii,45,0.19753086419753085
fixed_ev_p0_5,N,Galium aparine,48,0.1527777777777779
fixed_ev_p0_5,N,Genista hispanica,87,0.022724270048883666
fixed_ev_p0_5,N,Gentiana pneumonanthe,54,0.13717421124828522
fixed_ev_p0_5,N,Glandularia gooddingii,78,0.16666666666666663
fixed_ev_p0_5,N,Glycyrrhiza lepidota,48,0.2230902777777778
fixed_ev_p0_5,N,Gypsophila repens,85,0.0
fixed_ev_p0_5,N,Hedera helix,46,0.4914933837429112
fixed_ev_p0_5,N,Helianthemum nummularium,62,0.06243496357960443
fixed_ev_p0_5,N,Helianthus maximiliani,60,0.09500000000000008
fixed_ev_p0_5,N,Helichrysum arenarium,80,0.15968749999999998
fixed_ev_p0_5,N,Hypochaeris sessiliflora,60,0.49277777777777776
fixed_ev_p0_5,N,Ipomoea hederacea,60,0.5594444444444444
fixed_ev_p0_5,N,Ixeris chinensis,77,0.20644290774160912
