condition_id,panel,species,n_classifiable,D
baseline_excl_low_lab_separation,N,Tephroseris palustris,69,0.05629069523209407
baseline_excl_low_lab_separation,N,Tetratheca ciliata,56,0.5733418367346939
baseline_excl_low_lab_separation,N,Thalictrum dasycarpum,57,0.10095413973530332
baseline_excl_low_lab_separation,N,Torenia concolor,49,0.14993752603082044
baseline_excl_low_lab_separation,N,Tradescantia fluminensis,49,0.3248646397334445
baseline_excl_low_lab_separation,N,Trifolium wormskioldii,45,0.6044444444444443
baseline_excl_low_lab_separation,N,Utricularia macrorhiza,67,0.08554243706838949
baseline_excl_low_lab_separation,N,Vaccinium arboreum,42,0.0
baseline_excl_low_lab_separation,N,Valeriana edulis,51,0.39830834294502115
baseline_excl_low_lab_separation,N,Viburnum rafinesqueanum,69,0.0
baseline_excl_low_lab_separation,N,Viola arvensis,63,0.09070294784580502
baseline_excl_low_lab_separation,N,Volkameria inermis,59,0.20913530594656704
baseline_excl_low_lab_separation,N,Wedelia hispida,80,0.0
baseline_excl_low_lab_separation,N,Wurmbea dioica,42,0.09070294784580502
baseline_excl_low_lab_separation,N,Xyris jupicai,55,0.19438016528925628
baseline_excl_low_lab_separation,N,Zephyranthes candida,57,0.09972299168975085
baseline_excl_low_lab_separation,N,Zeuxine strateumatica,41,0.09280190362879237
baseline_excl_low_lab_separation,P,Acacia ulicifolia,72,0.31327160493827155
baseline_excl_low_lab_separation,P,Aciphylla glacialis,77,0.14370045538876708
baseline_excl_low_lab_separation,P,Actaea spicata,63,0.11892164273116657
baseline_excl_low_lab_separation,P,Aegopodium podagraria,83,0.0
baseline_excl_low_lab_separation,P,Agrimonia pilosa,72,0.1049382716049383
baseline_excl_low_lab_separation,P,Agrostemma githago,59,0.5314564780235564
baseline_excl_low_lab_separation,P,Allium praecox,72,0.12924382716049387
baseline_excl_low_lab_separation,P,Amelanchier arborea,45,0.20148148148148148
baseline_excl_low_lab_separation,P,Anemone virginiana,45,0.345679012345679
baseline_excl_low_lab_separation,P,Anemonoides quinquefolia,52,0.037721893491124314
baseline_excl_low_lab_separation,P,Arctium minus,42,0.5668934240362812
baseline_excl_low_lab_separation,P,Baptisia australis,70,0.26489795918367354
baseline_excl_low_lab_separation,P,Barbarea orthoceras,69,0.0
baseline_excl_low_lab_separation,P,Biscutella laevigata,71,0.17774251140646702
baseline_excl_low_lab_separation,P,Brodiaea coronaria,57,0.10156971375807955
baseline_excl_low_lab_separation,P,Buddleja davidii,44,0.6084710743801653
baseline_excl_low_lab_separation,P,Calochortus concolor,41,0.17608566329565734
baseline_excl_low_lab_separation,P,Calycadenia multiglandulosa,59,0.0
baseline_excl_low_lab_separation,P,Campanula giesekiana,75,0.17351111111111117
baseline_excl_low_lab_separation,P,Campanula latifolia,43,0.4348296376419686
baseline_excl_low_lab_separation,P,Campanula scouleri,42,0.046485260770975145
baseline_excl_low_lab_separation,P,Carduus acanthoides,57,0.510310864881502
baseline_excl_low_lab_separation,P,Centaurea solstitialis,74,0.0525931336742147
baseline_excl_low_lab_separation,P,Chelone lyonii,44,0.3677685950413223
baseline_excl_low_lab_separation,P,Cochlospermum vitifolium,49,0.03998334027488548
baseline_excl_low_lab_separation,P,Conopholis alpina,51,0.20761245674740492
baseline_excl_low_lab_separation,P,Conradina canescens,74,0.07852447041636235
baseline_excl_low_lab_separation,P,Convolvulus elegantissimus,53,0.5653257386970452
baseline_excl_low_lab_separation,P,Corethrogyne filaginifolia,46,0.5973534971644612
baseline_excl_low_lab_separation,P,Cornus suecica,61,0.0
baseline_excl_low_lab_separation,P,Cypripedium guttatum,46,0.2996219281663517
baseline_excl_low_lab_separation,P,Delairea odorata,59,0.0
baseline_excl_low_lab_separation,P,Delphinium glaucum,43,0.2055164954029205
baseline_excl_low_lab_separation,P,Delphinium nuttallianum,51,0.11072664359861584
baseline_excl_low_lab_separation,P,Dillwynia floribunda,62,0.0
baseline_excl_low_lab_separation,P,Disphyma crassifolium,47,0.4427342688999547
baseline_excl_low_lab_separation,P,Distimake dissectus,53,0.29903880384478454
baseline_excl_low_lab_separation,P,Elephantopus tomentosus,48,0.08072916666666652
baseline_excl_low_lab_separation,P,Erica tetralix,51,0.6136101499423299
baseline_excl_low_lab_separation,P,Erigeron divergens,82,0.09399167162403343
baseline_excl_low_lab_separation,P,Erigeron linearis,90,0.08493827160493828
baseline_excl_low_lab_separation,P,Erigeron quercifolius,75,0.05191111111111102
baseline_excl_low_lab_separation,P,Erythranthe bicolor,68,0.05709342560553643
baseline_excl_low_lab_separation,P,Erythranthe dentata,58,0.09809750297265163
baseline_excl_low_lab_separation,P,Falcaria vulgaris,59,0.033323757540936416
baseline_excl_low_lab_separation,P,Filipendula rubra,42,0.6360544217687074
baseline_excl_low_lab_separation,P,Gardenia jasminoides,45,0.12444444444444436
baseline_excl_low_lab_separation,P,Gazania rigens,72,0.02739197530864179
baseline_excl_low_lab_separation,P,Geranium macrorrhizum,44,0.5030991735537189
baseline_excl_low_lab_separation,P,Geranium yeoi,65,0.5817751479289941
baseline_excl_low_lab_separation,P,Gilia tricolor,72,0.2681327160493827
baseline_excl_low_lab_separation,P,Gompholobium huegelii,66,0.3673094582185492
baseline_excl_low_lab_separation,P,Grewia occidentalis,44,0.4700413223140496
baseline_excl_low_lab_separation,P,Grindelia squarrosa,68,0.0
baseline_excl_low_lab_separation,P,Guzmania monostachia,44,0.4245867768595041
baseline_excl_low_lab_separation,P,Herbertia lahue,66,0.41000918273645537
baseline_excl_low_lab_separation,P,Heterotheca grandiflora,66,0.058769513314967714
baseline_excl_low_lab_separation,P,Hippocrepis comosa,76,0.0
baseline_excl_low_lab_separation,P,Ilex glabra,57,0.06771314250538629
baseline_excl_low_lab_separation,P,Ipomoea nil,56,0.5503826530612245
baseline_excl_low_lab_separation,P,Ipomoea pes-caprae,48,0.6015625
baseline_excl_low_lab_separation,P,Iris sibirica,57,0.16251154201292717
baseline_excl_low_lab_separation,P,Lantana involucrata,55,0.19768595041322323
baseline_excl_low_lab_separation,P,Lathyrus aphaca,69,0.18231463978155849
baseline_excl_low_lab_separation,P,Leucaena leucocephala,47,0.35853327297419657
baseline_excl_low_lab_separation,P,Leucopogon affinis,62,0.06243496357960443
baseline_excl_low_lab_separation,P,Leucopogon microphyllus,67,0.029405212742259046
baseline_excl_low_lab_separation,P,Linum usitatissimum,57,0.3705755617112958
baseline_excl_low_lab_separation,P,Lobelia pedunculata,74,0.0525931336742147
baseline_excl_low_lab_separation,P,Lomatium macrocarpum,50,0.4872000000000001
baseline_excl_low_lab_separation,P,Lupinus havardii,59,0.033323757540936416
baseline_excl_low_lab_separation,P,Lysimachia europaea,74,0.0525931336742147
baseline_excl_low_lab_separation,P,Lysimachia quadrifolia,61,0.0
baseline_excl_low_lab_separation,P,Malacothrix saxatilis,63,0.06198034769463345
baseline_excl_low_lab_separation,P,Malva moschata,51,0.44290657439446357
baseline_excl_low_lab_separation,P,Marah oregana,58,0.0992865636147443
baseline_excl_low_lab_separation,P,Moricandia arvensis,51,0.4982698961937716
baseline_excl_low_lab_separation,P,Myosotis latifolia,65,0.2811834319526627
baseline_excl_low_lab_separation,P,Myrtus communis,58,0.1284185493460166
baseline_excl_low_lab_separation,P,Navarretia heterodoxa,64,0.4296875
baseline_excl_low_lab_separation,P,Nicotiana longiflora,49,0.07830070803831746
baseline_excl_low_lab_separation,P,Olearia arborescens,60,0.1527777777777779
baseline_excl_low_lab_separation,P,Opuntia humifusa,62,0.06243496357960443
baseline_excl_low_lab_separation,P,Orchis mascula,45,0.5738271604938272
baseline_excl_low_lab_separation,P,Ornithogalum umbellatum,69,0.05629069523209407
baseline_excl_low_lab_separation,P,Ornithopus compressus,51,0.11072664359861584
baseline_excl_low_lab_separation,P,Palafoxia texana,63,0.345679012345679
baseline_excl_low_lab_separation,P,Pectis papposa,89,0.0
baseline_excl_low_lab_separation,P,Persicaria nepalensis,53,0.2406550373798505
baseline_excl_low_lab_separation,P,Phlox diffusa,76,0.2770083102493076
baseline_excl_low_lab_separation,P,Pimelea serpyllifolia,55,0.2975206611570247
baseline_excl_low_lab_separation,P,Portulaca pilosa,69,0.0840159630329762
baseline_excl_low_lab_separation,P,Portulaca suffrutescens,53,0.2378070487718048
baseline_excl_low_lab_separation,P,Prunus ilicifolia,45,0.268641975308642
baseline_excl_low_lab_separation,P,Prunus mahaleb,55,0.0700826446280991
baseline_excl_low_lab_separation,P,Pseudorchis albida,41,0.5187388459250446
baseline_excl_low_lab_separation,P,Rafinesquia neomexicana,68,0.028979238754325065
baseline_excl_low_lab_separation,P,Ranunculus glacialis,64,0.34130859375
baseline_excl_low_lab_separation,P,Ranunculus lyallii,70,0.10775510204081629
baseline_excl_low_lab_separation,P,Ranunculus reflexus,40,0.17999999999999994
baseline_excl_low_lab_separation,P,Ranunculus uncinatus,43,0.2725797728501893
baseline_excl_low_lab_separation,P,Raphanus raphanistrum,52,0.4297337278106509
baseline_excl_low_lab_separation,P,Rorippa palustris,63,0.17233560090702937
baseline_excl_low_lab_separation,P,Rubus pubescens,50,0.1472
baseline_excl_low_lab_separation,P,Ruellia metziae,69,0.02856542743121193
baseline_excl_low_lab_separation,P,Salvia longispicata,50,0.5176
baseline_excl_low_lab_separation,P,Sanguinaria canadensis,67,0.138115393183337
baseline_excl_low_lab_separation,P,Saxifraga tridactylites,56,0.2991071428571429
baseline_excl_low_lab_separation,P,Schelhammera undulata,48,0.5590277777777779
baseline_excl_low_lab_separation,P,Senecio mohavensis,62,0.0931321540062433
baseline_excl_low_lab_separation,P,Senna hebecarpa,44,0.20144628099173545
baseline_excl_low_lab_separation,P,Silene dioica,47,0.26256224535989137
baseline_excl_low_lab_separation,P,Silene rotundifolia,54,0.200960219478738
baseline_excl_low_lab_separation,P,Silphium integrifolium,58,0.03388822829964333
baseline_excl_low_lab_separation,P,Sisymbrium irio,58,0.06658739595719365
baseline_excl_low_lab_separation,P,Symphyotrichum puniceum,71,0.13251339020035713
baseline_excl_low_lab_separation,P,Symphyotrichum subulatum,61,0.15264713786616502
baseline_excl_low_lab_separation,P,Taraxacum erythrospermum,72,0.19753086419753085
baseline_excl_low_lab_separation,P,Tecoma stans,63,0.1204333585285966
baseline_excl_low_lab_separation,P,Thunbergia grandiflora,42,0.35941043083900226
baseline_excl_low_lab_separation,P,Thymus praecox,44,0.4979338842975207
baseline_excl_low_lab_separation,P,Tulipa sylvestris,51,0.07535563244905807
baseline_excl_low_lab_separation,P,Vernonia gigantea,44,0.515495867768595
baseline_excl_low_lab_separation,P,Vernonia noveboracensis,49,0.5022907122032486
baseline_excl_low_lab_separation,P,Veronica alpina,48,0.36197916666666663
baseline_excl_low_lab_separation,P,Veronica spicata,55,0.3411570247933884
baseline_excl_low_lab_separation,P,Vicia hirsuta,45,0.0
baseline_excl_low_lab_separation,P,Vicia tetrasperma,49,0.15410245730945438
baseline_excl_low_lab_separation,P,Vincetoxicum hirundinaria,59,0.36943407066934797
baseline_excl_low_lab_separation,P,Viola cornuta,53,0.39800640797436815
baseline_excl_low_lab_separation,P,Viola pedunculata,69,0.0
baseline_excl_low_lab_separation,P,Viola rostrata,51,0.40830449826989623
baseline_excl_low_lab_separation,P,Viola tricolor,50,0.5608
baseline_excl_low_lab_separation,P,Viscaria vulgaris,52,0.24186390532544366
baseline_excl_roi_unstable,N,Abronia latifolia,72,0.10609567901234562
baseline_excl_roi_unstable,N,Abronia umbellata,44,0.5619834710743802
baseline_excl_roi_unstable,N,Acacia decurrens,45,0.08493827160493828
baseline_excl_roi_unstable,N,Acacia suaveolens,70,0.20244897959183672
baseline_excl_roi_unstable,N,Acis autumnalis,46,0.1616257088846883
baseline_excl_roi_unstable,N,Actaea racemosa,45,0.04345679012345682
baseline_excl_roi_unstable,N,Agave deserti,54,0.14060356652949246
baseline_excl_roi_unstable,N,Anemonastrum canadense,79,0.02499599423169352
baseline_excl_roi_unstable,N,Anthriscus caucalis,54,0.07133058984910856
baseline_excl_roi_unstable,N,Arabidopsis lyrata,77,0.02563670096137627
baseline_excl_roi_unstable,N,Argentina anserina,81,0.024386526444139633
baseline_excl_roi_unstable,N,Asclepias brachystephana,44,0.45867768595041325
baseline_excl_roi_unstable,N,Asclepias texana,60,0.0
baseline_excl_roi_unstable,N,Bacopa monnieri,66,0.08769513314967847
baseline_excl_roi_unstable,N,Bidens frondosa,57,0.2751615881809789
baseline_excl_roi_unstable,N,Bidens pilosa,60,0.48
baseline_excl_roi_unstable,N,Blackstonia perfoliata,66,0.058769513314967714
baseline_excl_roi_unstable,N,Briza media,58,0.5112960760998813
baseline_excl_roi_unstable,N,Calochortus subalpinus,54,0.1721536351165981
baseline_excl_roi_unstable,N,Calochortus venustus,51,0.499038831218762
baseline_excl_roi_unstable,N,Campanula cochleariifolia,74,0.17129291453615791
baseline_excl_roi_unstable,N,Campanula rapunculoides,52,0.352810650887574
baseline_excl_roi_unstable,N,Campanula trachelium,43,0.4542996214169821
baseline_excl_roi_unstable,N,Caragana arborescens,51,0.11072664359861584
baseline_excl_roi_unstable,N,Carpodetus serratus,60,0.032777777777777795
baseline_excl_roi_unstable,N,Catharanthus roseus,62,0.5957336108220603
baseline_excl_roi_unstable,N,Celmisia gracilenta,69,0.22684310018903586
baseline_excl_roi_unstable,N,Chaenactis fremontii,76,0.12430747922437668
baseline_excl_roi_unstable,N,Clarkia purpurea,60,0.4127777777777778
baseline_excl_roi_unstable,N,Clarkia tenella,69,0.5368620037807184
baseline_excl_roi_unstable,N,Coreopsis basalis,67,0.029405212742259046
baseline_excl_roi_unstable,N,Cotula australis,60,0.49777777777777776
baseline_excl_roi_unstable,N,Crepis capillaris,72,0.0
baseline_excl_roi_unstable,N,Crotalaria retusa,52,0.2329881656804733
baseline_excl_roi_unstable,N,Croton glandulosus,54,0.14060356652949246
baseline_excl_roi_unstable,N,Daphne cneorum,65,0.11550295857988169
baseline_excl_roi_unstable,N,Delphinium variegatum,52,0.10872781065088755
baseline_excl_roi_unstable,N,Draba aizoides,79,0.02499599423169352
baseline_excl_roi_unstable,N,Draba nemorosa,59,0.09652398735995393
baseline_excl_roi_unstable,N,Erinus alpinus,68,0.5865051903114187
baseline_excl_roi_unstable,N,Eriogonum pyrolifolium,67,0.28514145689463144
baseline_excl_roi_unstable,N,Eucrypta chrysanthemifolia,50,0.07679999999999998
baseline_excl_roi_unstable,N,Euonymus americanus,56,0.5739795918367347
baseline_excl_roi_unstable,N,Eupatorium rotundifolium,51,0.07535563244905807
baseline_excl_roi_unstable,N,Euphorbia cyathophora,41,0.5758477096966091
baseline_excl_roi_unstable,N,Evolvulus alsinoides,74,0.43827611395178967
baseline_excl_roi_unstable,N,Evolvulus nummularius,67,0.029405212742259046
baseline_excl_roi_unstable,N,Ficinia nodosa,56,0.5108418367346939
baseline_excl_roi_unstable,N,Florestina tripteris,77,0.02563670096137627
baseline_excl_roi_unstable,N,Freesia leichtlinii,46,0.22684310018903586
baseline_excl_roi_unstable,N,Galium aparine,50,0.11280000000000001
baseline_excl_roi_unstable,N,Genista hispanica,87,0.022724270048883666
baseline_excl_roi_unstable,N,Gentiana pneumonanthe,54,0.07133058984910856
baseline_excl_roi_unstable,N,Glandularia gooddingii,66,0.3494031221303948
baseline_excl_roi_unstable,N,Glycyrrhiza lepidota,50,0.2744000000000002
baseline_excl_roi_unstable,N,Gypsophila repens,85,0.0
baseline_excl_roi_unstable,N,Hedera helix,50,0.5
baseline_excl_roi_unstable,N,Helianthemum nummularium,62,0.031737773152965554
baseline_excl_roi_unstable,N,Helianthus maximiliani,60,0.09500000000000008
baseline_excl_roi_unstable,N,Helichrysum arenarium,84,0.13265306122448983
baseline_excl_roi_unstable,N,Hypochaeris sessiliflora,58,0.4988109393579073
baseline_excl_roi_unstable,N,Ipomoea hederacea,56,0.496811224489796
baseline_excl_roi_unstable,N,Ixeris chinensis,77,0.16528925619834722
baseline_excl_roi_unstable,N,Kallstroemia grandiflora,56,0.0
baseline_excl_roi_unstable,N,Lagenophora strangulata,55,0.2221487603305785
baseline_excl_roi_unstable,N,Lantana achyranthifolia,67,0.05836489195811989
baseline_excl_roi_unstable,N,Linaria canadensis,60,0.49611111111111117
baseline_excl_roi_unstable,N,Linaria texana,60,0.46444444444444444
baseline_excl_roi_unstable,N,Linum narbonense,53,0.39800640797436815
baseline_excl_roi_unstable,N,Lithophragma parviflorum,72,0.054012345679012475
baseline_excl_roi_unstable,N,Lobelia siphilitica,50,0.24080000000000013
baseline_excl_roi_unstable,N,Lomatium multifidum,55,0.4317355371900826
baseline_excl_roi_unstable,N,Lupinus latifolius,54,0.5109739368998629
baseline_excl_roi_unstable,N,Lupinus subcarnosus,72,0.23919753086419737
baseline_excl_roi_unstable,N,Lygodesmia aphylla,50,0.36560000000000004
baseline_excl_roi_unstable,N,Lygodesmia texana,42,0.6723356009070295
baseline_excl_roi_unstable,N,Maianthemum dilatatum,59,0.033323757540936416
baseline_excl_roi_unstable,N,Malva multiflora,48,0.46875
baseline_excl_roi_unstable,N,Malva nicaeensis,51,0.14686658977316425
baseline_excl_roi_unstable,N,Matthiola incana,58,0.6212841854934601
baseline_excl_roi_unstable,N,Medicago arborea,58,0.03388822829964333
baseline_excl_roi_unstable,N,Melampyrum cristatum,51,0.6758938869665513
baseline_excl_roi_unstable,N,Melampyrum nemorosum,41,0.5639500297441999
baseline_excl_roi_unstable,N,Mentha longifolia,76,0.025969529085872578
baseline_excl_roi_unstable,N,Muscari comosum,44,0.38119834710743805
baseline_excl_roi_unstable,N,Mycelis muralis,59,0.28152829646653266
baseline_excl_roi_unstable,N,Myoporum insulare,55,0.13818181818181818
baseline_excl_roi_unstable,N,Narcissus assoanus,77,0.02563670096137627
baseline_excl_roi_unstable,N,Narcissus deficiens,46,0.15879017013232533
baseline_excl_roi_unstable,N,Narthecium ossifragum,52,0.07396449704142016
baseline_excl_roi_unstable,N,Nelumbo lutea,52,0.4474852071005917
baseline_excl_roi_unstable,N,Oenothera acaulis,60,0.2627777777777779
baseline_excl_roi_unstable,N,Opuntia cespitosa,53,0.141687433250267
baseline_excl_roi_unstable,N,Packera sanguisorbae,67,0.112274448652261
baseline_excl_roi_unstable,N,Pancratium illyricum,43,0.46619794483504595
baseline_excl_roi_unstable,N,Pectocarya recurvata,42,0.0
baseline_excl_roi_unstable,N,Penstemon barbatus,54,0.1721536351165981
baseline_excl_roi_unstable,N,Penstemon heterophyllus,61,0.23703305563020693
baseline_excl_roi_unstable,N,Persicaria attenuata,49,0.15326947105372768
baseline_excl_roi_unstable,N,Phacelia fremontii,67,0.5426598351525953
baseline_excl_roi_unstable,N,Pholisma arenarium,50,0.14959999999999996
baseline_excl_roi_unstable,N,Pimpinella saxifraga,77,0.09849890369370895
baseline_excl_roi_unstable,N,Pisum sativum,40,0.5299999999999999
baseline_excl_roi_unstable,N,Platycodon grandiflorus,52,0.2751479289940828
baseline_excl_roi_unstable,N,Praxelis clematidea,71,0.20273755207300137
baseline_excl_roi_unstable,N,Primula mistassinica,67,0.24147917130764107
baseline_excl_roi_unstable,N,Prospero autumnale,46,0.5775047258979206
baseline_excl_roi_unstable,N,Rhododendron lapponicum,55,0.39537190082644624
baseline_excl_roi_unstable,N,Ribes rubrum,44,0.5154958677685951
baseline_excl_roi_unstable,N,Ricinocarpos pinifolius,75,0.05191111111111102
baseline_excl_roi_unstable,N,Rosa californica,43,0.5776095186587344
baseline_excl_roi_unstable,N,Rudbeckia fulgida,54,0.036351165980795574
baseline_excl_roi_unstable,N,Salvia carduacea,54,0.28326474622770914
baseline_excl_roi_unstable,N,Sambucus ebulus,65,0.08899408284023658
baseline_excl_roi_unstable,N,Saxifraga tricuspidata,65,0.14201183431952646
baseline_excl_roi_unstable,N,Scaevola ramosissima,63,0.14915595867976827
baseline_excl_roi_unstable,N,Senecio hispidulus,45,0.422716049382716
baseline_excl_roi_unstable,N,Senecio pterophorus,74,0.0
baseline_excl_roi_unstable,N,Senna armata,62,0.06243496357960443
baseline_excl_roi_unstable,N,Senna septemtrionalis,62,0.06243496357960443
baseline_excl_roi_unstable,N,Silene colorata,56,0.5306122448979591
baseline_excl_roi_unstable,N,Silene nutans,52,0.10872781065088755
baseline_excl_roi_unstable,N,Solanum carolinense,56,0.16645408163265307
baseline_excl_roi_unstable,N,Spergularia marina,55,0.13685950413223147
baseline_excl_roi_unstable,N,Stachys chamissonis,48,0.32552083333333337
baseline_excl_roi_unstable,N,Symphoricarpos albus,41,0.37001784651992864
baseline_excl_roi_unstable,N,Symphoricarpos occidentalis,52,0.07470414201183428
baseline_excl_roi_unstable,N,Taenidia integerrima,59,0.21258259120942258
baseline_excl_roi_unstable,N,Tanacetum corymbosum,74,0.07779401022644272
baseline_excl_roi_unstable,N,Tephroseris palustris,69,0.05629069523209407
baseline_excl_roi_unstable,N,Tetratheca ciliata,58,0.5820451843043996
baseline_excl_roi_unstable,N,Thalictrum dasycarpum,62,0.0931321540062433
baseline_excl_roi_unstable,N,Torenia concolor,49,0.14993752603082044
baseline_excl_roi_unstable,N,Tradescantia fluminensis,50,0.31999999999999984
baseline_excl_roi_unstable,N,Trifolium wormskioldii,45,0.6044444444444443
baseline_excl_roi_unstable,N,Utricularia macrorhiza,68,0.0843425605536332
baseline_excl_roi_unstable,N,Vaccinium arboreum,42,0.0
baseline_excl_roi_unstable,N,Valeriana edulis,60,0.3911111111111112
baseline_excl_roi_unstable,N,Viburnum rafinesqueanum,69,0.0
baseline_excl_roi_unstable,N,Viola arvensis,63,0.09070294784580502
baseline_excl_roi_unstable,N,Volkameria inermis,59,0.20913530594656704
baseline_excl_roi_unstable,N,Wedelia hispida,80,0.0
baseline_excl_roi_unstable,N,Wurmbea dioica,43,0.08869659275283936
baseline_excl_roi_unstable,N,Xyris jupicai,56,0.19132653061224492
baseline_excl_roi_unstable,N,Zephyranthes candida,57,0.09972299168975085
baseline_excl_roi_unstable,N,Zeuxine strateumatica,42,0.09070294784580502
baseline_excl_roi_unstable,P,Acacia ulicifolia,75,0.3036444444444444
baseline_excl_roi_unstable,P,Aciphylla glacialis,80,0.13874999999999993
baseline_excl_roi_unstable,P,Actaea spicata,63,0.11892164273116657
baseline_excl_roi_unstable,P,Aegopodium podagraria,85,0.0
baseline_excl_roi_unstable,P,Agrimonia pilosa,72,0.1049382716049383
baseline_excl_roi_unstable,P,Agrostemma githago,59,0.5314564780235564
baseline_excl_roi_unstable,P,Allium praecox,72,0.12924382716049387
baseline_excl_roi_unstable,P,Allium vineale,41,0.48542534205829857
baseline_excl_roi_unstable,P,Amelanchier arborea,48,0.19010416666666663
baseline_excl_roi_unstable,P,Anemone virginiana,46,0.36389413988657837
baseline_excl_roi_unstable,P,Anemonoides quinquefolia,53,0.03702385190459245
baseline_excl_roi_unstable,P,Arctium minus,44,0.5754132231404958
baseline_excl_roi_unstable,P,Baptisia australis,71,0.2618528069827415
baseline_excl_roi_unstable,P,Barbarea orthoceras,71,0.027772267407260465
baseline_excl_roi_unstable,P,Biscutella laevigata,71,0.17774251140646702
baseline_excl_roi_unstable,P,Brodiaea coronaria,57,0.10156971375807955
baseline_excl_roi_unstable,P,Bryonia alba,41,0.5425342058298632
baseline_excl_roi_unstable,P,Buddleja davidii,46,0.6039697542533082
baseline_excl_roi_unstable,P,Calochortus concolor,41,0.17608566329565734
baseline_excl_roi_unstable,P,Calycadenia multiglandulosa,63,0.0
baseline_excl_roi_unstable,P,Campanula giesekiana,75,0.17351111111111117
baseline_excl_roi_unstable,P,Campanula latifolia,43,0.4348296376419686
baseline_excl_roi_unstable,P,Campanula scouleri,42,0.046485260770975145
baseline_excl_roi_unstable,P,Carduus acanthoides,57,0.510310864881502
baseline_excl_roi_unstable,P,Carlina vulgaris,41,0.5223081499107675
baseline_excl_roi_unstable,P,Centaurea solstitialis,75,0.05191111111111102
baseline_excl_roi_unstable,P,Chelone lyonii,44,0.3677685950413223
baseline_excl_roi_unstable,P,Cochlospermum vitifolium,51,0.11226451364859669
baseline_excl_roi_unstable,P,Conopholis alpina,53,0.20078319686721247
baseline_excl_roi_unstable,P,Conradina canescens,75,0.07751111111111109
baseline_excl_roi_unstable,P,Convolvulus elegantissimus,55,0.5765289256198347
baseline_excl_roi_unstable,P,Corethrogyne filaginifolia,48,0.5815972222222223
baseline_excl_roi_unstable,P,Cornus suecica,61,0.0
baseline_excl_roi_unstable,P,Cypripedium guttatum,47,0.32775011317338165
baseline_excl_roi_unstable,P,Delairea odorata,59,0.0
baseline_excl_roi_unstable,P,Delphinium glaucum,43,0.2055164954029205
baseline_excl_roi_unstable,P,Delphinium nuttallianum,52,0.14423076923076905
baseline_excl_roi_unstable,P,Dillwynia floribunda,62,0.0
baseline_excl_roi_unstable,P,Disphyma crassifolium,48,0.4644097222222222
baseline_excl_roi_unstable,P,Distimake dissectus,53,0.29903880384478454
baseline_excl_roi_unstable,P,Elephantopus tomentosus,52,0.11020710059171601
baseline_excl_roi_unstable,P,Erica arborea,41,0.21891731112433077
baseline_excl_roi_unstable,P,Erica tetralix,51,0.6136101499423299
baseline_excl_roi_unstable,P,Erigeron divergens,84,0.09183673469387765
baseline_excl_roi_unstable,P,Erigeron linearis,90,0.08493827160493828
baseline_excl_roi_unstable,P,Erigeron quercifolius,76,0.05124653739612173
baseline_excl_roi_unstable,P,Erythranthe bicolor,68,0.05709342560553643
baseline_excl_roi_unstable,P,Erythranthe dentata,58,0.09809750297265163
baseline_excl_roi_unstable,P,Eutrochium fistulosum,41,0.21891731112433077
baseline_excl_roi_unstable,P,Falcaria vulgaris,69,0.02856542743121193
baseline_excl_roi_unstable,P,Filipendula rubra,42,0.6360544217687074
baseline_excl_roi_unstable,P,Gardenia jasminoides,45,0.12444444444444436
baseline_excl_roi_unstable,P,Gazania rigens,72,0.02739197530864179
baseline_excl_roi_unstable,P,Geobalanus oblongifolius,40,0.46875
baseline_excl_roi_unstable,P,Geranium macrorrhizum,44,0.5030991735537189
baseline_excl_roi_unstable,P,Geranium yeoi,65,0.5817751479289941
baseline_excl_roi_unstable,P,Gilia tricolor,73,0.26496528429348865
baseline_excl_roi_unstable,P,Gompholobium huegelii,66,0.3673094582185492
baseline_excl_roi_unstable,P,Grewia occidentalis,45,0.4918518518518519
baseline_excl_roi_unstable,P,Grindelia squarrosa,71,0.027772267407260465
baseline_excl_roi_unstable,P,Guzmania monostachia,44,0.4245867768595041
baseline_excl_roi_unstable,P,Herbertia lahue,67,0.41880151481398975
baseline_excl_roi_unstable,P,Heterotheca grandiflora,68,0.05709342560553643
baseline_excl_roi_unstable,P,Hippocrepis comosa,76,0.0
baseline_excl_roi_unstable,P,Ilex glabra,58,0.06658739595719365
baseline_excl_roi_unstable,P,Ipomoea nil,57,0.5460141582025239
baseline_excl_roi_unstable,P,Ipomoea pes-caprae,49,0.6155768429820909
baseline_excl_roi_unstable,P,Iris sibirica,57,0.16251154201292717
baseline_excl_roi_unstable,P,Lantana involucrata,56,0.19451530612244894
baseline_excl_roi_unstable,P,Lathyrus aphaca,69,0.18231463978155849
baseline_excl_roi_unstable,P,Leucaena leucocephala,53,0.37023851904592375
baseline_excl_roi_unstable,P,Leucopogon affinis,64,0.060546875
baseline_excl_roi_unstable,P,Leucopogon microphyllus,67,0.029405212742259046
baseline_excl_roi_unstable,P,Linum usitatissimum,58,0.3662306777645661
baseline_excl_roi_unstable,P,Lobelia pedunculata,74,0.0525931336742147
baseline_excl_roi_unstable,P,Lomatium macrocarpum,55,0.47206611570247936
baseline_excl_roi_unstable,P,Lupinus havardii,61,0.09459822628325731
baseline_excl_roi_unstable,P,Lysimachia europaea,74,0.0525931336742147
baseline_excl_roi_unstable,P,Lysimachia quadrifolia,64,0.0
baseline_excl_roi_unstable,P,Malacothrix saxatilis,64,0.09033203125
