scope,condition_id,species,rows,complete_state_disagreement,both_classifiable_rows,morph_flip_joint,mean_hellinger,baseline_classifiable_fraction,counterfactual_classifiable_fraction,morph_flip_rate_both_classifiable,classifiability_change
N,fixed_ev_p0_5,Helianthus maximiliani,100,0.0,60.0,0.0,0.08105338079930319,0.6,0.6,0.0,0.0
N,fixed_ev_p0_5,Helichrysum arenarium,100,0.05,80.0,1.0,0.10089243096910644,0.84,0.8,0.0125,-0.039999999999999925
N,fixed_ev_p0_5,Hypericum hypericoides,100,0.02,35.0,1.0,0.08565155160035186,0.36,0.35,0.02857142857142857,-0.010000000000000009
N,fixed_ev_p0_5,Hypochaeris sessiliflora,100,0.02,58.0,0.0,0.0651478798609583,0.58,0.6,0.0,0.020000000000000018
N,fixed_ev_p0_5,Ipomoea hederacea,100,0.11,54.0,3.0,0.13842781628038453,0.56,0.6,0.05555555555555555,0.039999999999999925
N,fixed_ev_p0_5,Ixeris chinensis,100,0.03,76.0,1.0,0.07840384035917917,0.77,0.77,0.013157894736842105,0.0
N,fixed_ev_p0_5,Kallstroemia grandiflora,100,0.04,54.0,1.0,0.16744888613318876,0.56,0.55,0.018518518518518517,-0.010000000000000009
N,fixed_ev_p0_5,Lagenophora strangulata,100,0.06,53.0,2.0,0.06770773406875129,0.55,0.55,0.03773584905660377,0.0
N,fixed_ev_p0_5,Lamarckia aurea,100,0.0,19.0,0.0,0.10544694923959959,0.19,0.19,0.0,0.0
N,fixed_ev_p0_5,Lantana achyranthifolia,100,0.05,67.0,1.0,0.08693964931519978,0.67,0.71,0.014925373134328358,0.039999999999999925
N,fixed_ev_p0_5,Linaria canadensis,100,0.22,54.0,8.0,0.15308345759455735,0.6,0.62,0.14814814814814814,0.020000000000000018
N,fixed_ev_p0_5,Linaria texana,100,0.16,57.0,6.0,0.11656303882514922,0.6,0.64,0.10526315789473684,0.040000000000000036
N,fixed_ev_p0_5,Linum narbonense,100,0.17,46.0,7.0,0.14566756575361794,0.53,0.49,0.15217391304347827,-0.040000000000000036
N,fixed_ev_p0_5,Lithophragma parviflorum,100,0.0,72.0,0.0,0.054078683089520026,0.72,0.72,0.0,0.0
N,fixed_ev_p0_5,Lobelia siphilitica,100,0.15,46.0,3.0,0.12146066939132957,0.5,0.54,0.06521739130434782,0.040000000000000036
N,fixed_ev_p0_5,Lomatium multifidum,100,0.06,50.0,0.0,0.08165383538952743,0.55,0.51,0.0,-0.040000000000000036
N,fixed_ev_p0_5,Lupinus latifolius,100,0.24,44.0,3.0,0.09652467224095118,0.54,0.55,0.06818181818181818,0.010000000000000009
N,fixed_ev_p0_5,Lupinus subcarnosus,100,0.23,56.0,2.0,0.08806458939073762,0.72,0.61,0.03571428571428571,-0.10999999999999999
N,fixed_ev_p0_5,Lygodesmia aphylla,100,0.07,47.0,1.0,0.09773633580476286,0.5,0.5,0.02127659574468085,0.0
N,fixed_ev_p0_5,Lygodesmia texana,100,0.2,37.0,7.0,0.17012885605258923,0.42,0.45,0.1891891891891892,0.030000000000000027
N,fixed_ev_p0_5,Maianthemum dilatatum,100,0.01,58.0,0.0,0.04910475316602363,0.59,0.58,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Malva multiflora,100,0.13,42.0,1.0,0.11953952244834502,0.48,0.48,0.023809523809523808,0.0
N,fixed_ev_p0_5,Malva nicaeensis,100,0.04,50.0,0.0,0.09329856136122402,0.51,0.53,0.0,0.020000000000000018
N,fixed_ev_p0_5,Matelea reticulata,100,0.04,34.0,1.0,0.06185954536064252,0.36,0.35,0.029411764705882353,-0.010000000000000009
N,fixed_ev_p0_5,Matthiola incana,100,0.15,51.0,2.0,0.11786286938423331,0.58,0.57,0.0392156862745098,-0.010000000000000009
N,fixed_ev_p0_5,Medicago arborea,100,0.02,56.0,0.0,0.1408233278749691,0.58,0.56,0.0,-0.019999999999999907
N,fixed_ev_p0_5,Melampyrum cristatum,100,0.11,44.0,0.0,0.10625803976352627,0.51,0.48,0.0,-0.030000000000000027
N,fixed_ev_p0_5,Melampyrum nemorosum,100,0.12,34.0,0.0,0.11157247110336031,0.41,0.39,0.0,-0.019999999999999962
N,fixed_ev_p0_5,Mentha longifolia,100,0.01,76.0,0.0,0.05705342437019293,0.76,0.77,0.0,0.010000000000000009
N,fixed_ev_p0_5,Muscari comosum,100,0.06,39.0,1.0,0.11219884051752657,0.44,0.39,0.02564102564102564,-0.04999999999999999
N,fixed_ev_p0_5,Mycelis muralis,100,0.07,56.0,1.0,0.09136152978751749,0.59,0.59,0.017857142857142856,0.0
N,fixed_ev_p0_5,Myoporum insulare,100,0.02,55.0,1.0,0.07659784937872653,0.55,0.56,0.01818181818181818,0.010000000000000009
N,fixed_ev_p0_5,Narcissus assoanus,100,0.02,76.0,1.0,0.0928822634021836,0.77,0.76,0.013157894736842105,-0.010000000000000009
N,fixed_ev_p0_5,Narcissus deficiens,100,0.0,46.0,0.0,0.06089456611630757,0.46,0.46,0.0,0.0
N,fixed_ev_p0_5,Narthecium ossifragum,100,0.01,51.0,0.0,0.10864149702838416,0.52,0.51,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Nelumbo lutea,100,0.05,48.0,0.0,0.08932091631950564,0.52,0.49,0.0,-0.030000000000000027
N,fixed_ev_p0_5,Oenothera acaulis,100,0.0,60.0,0.0,0.06362490953351692,0.6,0.6,0.0,0.0
N,fixed_ev_p0_5,Ophrys scolopax,100,0.07,27.0,2.0,0.11872320901873287,0.3,0.29,0.07407407407407407,-0.010000000000000009
N,fixed_ev_p0_5,Opuntia cespitosa,100,0.03,53.0,1.0,0.08219613665190159,0.53,0.55,0.018867924528301886,0.020000000000000018
N,fixed_ev_p0_5,Orthilia secunda,100,0.02,30.0,1.0,0.09648523761469022,0.3,0.31,0.03333333333333333,0.010000000000000009
N,fixed_ev_p0_5,Packera sanguisorbae,100,0.02,65.0,0.0,0.08553224709439758,0.67,0.65,0.0,-0.020000000000000018
N,fixed_ev_p0_5,Pancratium illyricum,100,0.01,43.0,0.0,0.07691499734539319,0.43,0.44,0.0,0.010000000000000009
N,fixed_ev_p0_5,Pattalias palustris,100,0.07,27.0,1.0,0.11322111408509022,0.3,0.3,0.037037037037037035,0.0
N,fixed_ev_p0_5,Pectocarya recurvata,100,0.01,42.0,0.0,0.04538630015751976,0.42,0.43,0.0,0.010000000000000009
N,fixed_ev_p0_5,Pedicularis bracteosa,100,0.05,30.0,0.0,0.0989408969757654,0.32,0.33,0.0,0.010000000000000009
N,fixed_ev_p0_5,Penstemon barbatus,100,0.04,52.0,0.0,0.1096144510162138,0.54,0.54,0.0,0.0
N,fixed_ev_p0_5,Penstemon heterophyllus,100,0.16,51.0,3.0,0.12460566843668335,0.61,0.54,0.058823529411764705,-0.06999999999999995
N,fixed_ev_p0_5,Persicaria attenuata,100,0.02,48.0,0.0,0.07536599724613254,0.49,0.49,0.0,0.0
N,fixed_ev_p0_5,Persicaria punctata,100,0.02,33.0,0.0,0.0810407182715814,0.34,0.34,0.0,0.0
N,fixed_ev_p0_5,Phacelia fremontii,100,0.23,58.0,6.0,0.1312286545952011,0.67,0.66,0.10344827586206896,-0.010000000000000009
N,fixed_ev_p0_5,Pholisma arenarium,100,0.03,48.0,0.0,0.06399794938648685,0.5,0.49,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Physalis heterophylla,100,0.02,17.0,0.0,0.1438572310314759,0.17,0.19,0.0,0.01999999999999999
N,fixed_ev_p0_5,Phytolacca heterotepala,100,0.04,25.0,1.0,0.10423602007563197,0.26,0.27,0.04,0.010000000000000009
N,fixed_ev_p0_5,Pimpinella saxifraga,100,0.01,77.0,0.0,0.05244464466553861,0.77,0.78,0.0,0.010000000000000009
N,fixed_ev_p0_5,Pisum sativum,100,0.1,37.0,0.0,0.12306343862327093,0.4,0.44,0.0,0.03999999999999998
N,fixed_ev_p0_5,Platycodon grandiflorus,100,0.07,48.0,1.0,0.10212159927428931,0.52,0.5,0.020833333333333332,-0.020000000000000018
N,fixed_ev_p0_5,Praxelis clematidea,100,0.08,69.0,1.0,0.10631054973108785,0.71,0.74,0.014492753623188406,0.030000000000000027
N,fixed_ev_p0_5,Primula mistassinica,100,0.17,64.0,4.0,0.10440394562839728,0.67,0.74,0.0625,0.06999999999999995
N,fixed_ev_p0_5,Prospero autumnale,100,0.16,40.0,1.0,0.11447615329282558,0.46,0.49,0.025,0.02999999999999997
N,fixed_ev_p0_5,Reynoutria japonica,100,0.01,31.0,0.0,0.06852584059297234,0.31,0.32,0.0,0.010000000000000009
N,fixed_ev_p0_5,Rhododendron lapponicum,100,0.2,51.0,6.0,0.15188649002120794,0.55,0.61,0.11764705882352941,0.05999999999999994
N,fixed_ev_p0_5,Rhus copallinum,100,0.07,37.0,1.0,0.12126345626175189,0.38,0.42,0.02702702702702703,0.03999999999999998
N,fixed_ev_p0_5,Rhus typhina,100,0.04,35.0,0.0,0.11064931319842826,0.38,0.36,0.0,-0.020000000000000018
N,fixed_ev_p0_5,Ribes rubrum,100,0.05,42.0,1.0,0.1200808388598143,0.44,0.44,0.023809523809523808,0.0
N,fixed_ev_p0_5,Ricinocarpos pinifolius,100,0.01,75.0,0.0,0.04477425262966719,0.75,0.76,0.0,0.010000000000000009
N,fixed_ev_p0_5,Robinia neomexicana,100,0.07,35.0,0.0,0.08018254040752966,0.35,0.42,0.0,0.07
N,fixed_ev_p0_5,Rosa californica,100,0.14,39.0,4.0,0.1414703916203517,0.43,0.45,0.10256410256410256,0.020000000000000018
N,fixed_ev_p0_5,Roseodendron donnell-smithii,100,0.02,33.0,1.0,0.12676577120311175,0.34,0.33,0.030303030303030304,-0.010000000000000009
N,fixed_ev_p0_5,Rudbeckia fulgida,100,0.01,53.0,0.0,0.1260695558977203,0.54,0.53,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Russelia equisetiformis,100,0.03,38.0,0.0,0.10502008729084114,0.38,0.41,0.0,0.02999999999999997
N,fixed_ev_p0_5,Salix interior,100,0.06,23.0,1.0,0.12152770332799924,0.27,0.24,0.043478260869565216,-0.030000000000000027
N,fixed_ev_p0_5,Salvia carduacea,100,0.2,46.0,3.0,0.1136859360384576,0.54,0.55,0.06521739130434782,0.010000000000000009
N,fixed_ev_p0_5,Sambucus ebulus,100,0.02,63.0,0.0,0.07383813652628132,0.65,0.63,0.0,-0.020000000000000018
N,fixed_ev_p0_5,Saxifraga tricuspidata,100,0.04,64.0,0.0,0.07877957706627617,0.65,0.67,0.0,0.020000000000000018
N,fixed_ev_p0_5,Scaevola ramosissima,100,0.24,50.0,7.0,0.19159865814475108,0.63,0.54,0.14,-0.08999999999999997
N,fixed_ev_p0_5,Senecio hispidulus,100,0.02,44.0,0.0,0.06862661250375827,0.45,0.45,0.0,0.0
N,fixed_ev_p0_5,Senecio pterophorus,100,0.0,74.0,0.0,0.0736015425706097,0.74,0.74,0.0,0.0
N,fixed_ev_p0_5,Senna armata,100,0.0,62.0,0.0,0.13133091059604,0.62,0.62,0.0,0.0
N,fixed_ev_p0_5,Senna septemtrionalis,100,0.0,62.0,0.0,0.08896772755244702,0.62,0.62,0.0,0.0
N,fixed_ev_p0_5,Silene colorata,100,0.17,53.0,3.0,0.1288501949336632,0.56,0.64,0.05660377358490566,0.07999999999999996
N,fixed_ev_p0_5,Silene nutans,100,0.01,52.0,0.0,0.05013267095026429,0.52,0.53,0.0,0.010000000000000009
N,fixed_ev_p0_5,Solanum carolinense,100,0.03,55.0,1.0,0.06860036970318788,0.56,0.56,0.01818181818181818,0.0
N,fixed_ev_p0_5,Spergularia marina,100,0.03,55.0,0.0,0.09771496528252067,0.55,0.58,0.0,0.029999999999999916
N,fixed_ev_p0_5,Spigelia marilandica,100,0.02,33.0,1.0,0.0998468882530894,0.33,0.34,0.030303030303030304,0.010000000000000009
N,fixed_ev_p0_5,Stachys chamissonis,100,0.16,41.0,0.0,0.13829213677101188,0.48,0.5,0.0,0.020000000000000018
N,fixed_ev_p0_5,Streptopus amplexifolius,100,0.01,25.0,1.0,0.0813095685481435,0.25,0.25,0.04,0.0
N,fixed_ev_p0_5,Styphelia nesophila,100,0.0,34.0,0.0,0.06109269188742011,0.34,0.34,0.0,0.0
N,fixed_ev_p0_5,Symphoricarpos albus,100,0.1,37.0,1.0,0.09533298078082333,0.41,0.42,0.02702702702702703,0.010000000000000009
N,fixed_ev_p0_5,Symphoricarpos occidentalis,100,0.01,52.0,0.0,0.0716026577202699,0.52,0.53,0.0,0.010000000000000009
N,fixed_ev_p0_5,Tabebuia rosea,100,0.01,20.0,0.0,0.057394968837766284,0.2,0.21,0.0,0.009999999999999981
N,fixed_ev_p0_5,Taenidia integerrima,100,0.06,57.0,1.0,0.07836948573780955,0.59,0.6,0.017543859649122806,0.010000000000000009
N,fixed_ev_p0_5,Tanacetum corymbosum,100,0.02,73.0,0.0,0.06638602931685347,0.74,0.74,0.0,0.0
N,fixed_ev_p0_5,Tecomaria capensis,100,0.06,32.0,2.0,0.1309627846184262,0.33,0.35,0.0625,0.019999999999999962
N,fixed_ev_p0_5,Tephroseris palustris,100,0.03,68.0,0.0,0.08983164100313085,0.69,0.7,0.0,0.010000000000000009
N,fixed_ev_p0_5,Tetratheca ciliata,100,0.28,43.0,5.0,0.20478635192066807,0.58,0.51,0.11627906976744186,-0.06999999999999995
N,fixed_ev_p0_5,Thalictrum dasycarpum,100,0.07,59.0,2.0,0.08032788708342886,0.62,0.61,0.03389830508474576,-0.010000000000000009
N,fixed_ev_p0_5,Torenia concolor,100,0.25,41.0,9.0,0.18634128020501273,0.49,0.49,0.21951219512195122,0.0
N,fixed_ev_p0_5,Tradescantia fluminensis,100,0.0,50.0,0.0,0.0564997620905633,0.5,0.5,0.0,0.0
N,fixed_ev_p0_5,Trifolium angustifolium,100,0.06,31.0,0.0,0.11152320522783682,0.32,0.36,0.0,0.03999999999999998
N,fixed_ev_p0_5,Trifolium wormskioldii,100,0.07,41.0,1.0,0.09383899897457067,0.45,0.43,0.024390243902439025,-0.020000000000000018
N,fixed_ev_p0_5,Triglochin maritima,100,0.02,35.0,0.0,0.0857918643829805,0.35,0.37,0.0,0.020000000000000018
N,fixed_ev_p0_5,Trillium rugelii,100,0.04,17.0,1.0,0.10550128414940542,0.19,0.18,0.058823529411764705,-0.010000000000000009
N,fixed_ev_p0_5,Utricularia macrorhiza,100,0.03,65.0,0.0,0.07269665264077843,0.68,0.65,0.0,-0.030000000000000027
N,fixed_ev_p0_5,Vaccinium arboreum,100,0.0,42.0,0.0,0.062061692894128655,0.42,0.42,0.0,0.0
N,fixed_ev_p0_5,Vaccinium pallidum,100,0.09,19.0,1.0,0.13076846410458498,0.23,0.23,0.05263157894736842,0.0
N,fixed_ev_p0_5,Valeriana edulis,100,0.08,58.0,0.0,0.09111410951850792,0.6,0.64,0.0,0.040000000000000036
N,fixed_ev_p0_5,Viburnum rafinesqueanum,100,0.0,69.0,0.0,0.05573900702549293,0.69,0.69,0.0,0.0
N,fixed_ev_p0_5,Vicia americana,100,0.19,25.0,4.0,0.14129583730474418,0.32,0.33,0.16,0.010000000000000009
N,fixed_ev_p0_5,Vicia grandiflora,100,0.01,32.0,0.0,0.09501786514115454,0.32,0.33,0.0,0.010000000000000009
N,fixed_ev_p0_5,Viola arvensis,100,0.03,61.0,0.0,0.04833106724623763,0.63,0.62,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Volkameria inermis,100,0.01,59.0,1.0,0.04738356301015067,0.59,0.59,0.01694915254237288,0.0
N,fixed_ev_p0_5,Wedelia hispida,100,0.0,80.0,0.0,0.10381365344760415,0.8,0.8,0.0,0.0
N,fixed_ev_p0_5,Wurmbea dioica,100,0.01,42.0,0.0,0.04581420905995896,0.43,0.42,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Xyris jupicai,100,0.03,54.0,0.0,0.07612735414857628,0.56,0.55,0.0,-0.010000000000000009
N,fixed_ev_p0_5,Zephyranthes candida,100,0.01,56.0,0.0,0.03549483086684838,0.57,0.56,0.0,-0.009999999999999898
N,fixed_ev_p0_5,Zeuxine strateumatica,100,0.01,42.0,0.0,0.05711430896590453,0.42,0.43,0.0,0.010000000000000009
all,fixed_ev_p1_0,Abronia latifolia,100,0.01,72.0,1.0,0.14419017639517123,0.72,0.72,0.013888888888888888,0.0
all,fixed_ev_p1_0,Abronia umbellata,100,0.46,35.0,17.0,0.2747879282311996,0.44,0.55,0.4857142857142857,0.11000000000000004
all,fixed_ev_p1_0,Acacia decurrens,100,0.08,42.0,2.0,0.19941405987479635,0.45,0.45,0.047619047619047616,0.0
all,fixed_ev_p1_0,Acacia suaveolens,100,0.05,68.0,2.0,0.10772970654085214,0.7,0.69,0.029411764705882353,-0.010000000000000009
all,fixed_ev_p1_0,Acacia ulicifolia,100,0.14,73.0,5.0,0.160535363718025,0.75,0.8,0.0684931506849315,0.050000000000000044
all,fixed_ev_p1_0,Acer platanoides,100,0.05,29.0,0.0,0.1303501512936706,0.33,0.3,0.0,-0.030000000000000027
all,fixed_ev_p1_0,Aciphylla glacialis,100,0.06,76.0,1.0,0.14401786750792192,0.8,0.77,0.013157894736842105,-0.030000000000000027
all,fixed_ev_p1_0,Acis autumnalis,100,0.02,46.0,2.0,0.10197924170033293,0.46,0.46,0.043478260869565216,0.0
all,fixed_ev_p1_0,Actaea racemosa,100,0.02,45.0,1.0,0.09157507122142196,0.45,0.46,0.022222222222222223,0.010000000000000009
all,fixed_ev_p1_0,Actaea spicata,100,0.03,62.0,1.0,0.08808965545902006,0.63,0.63,0.016129032258064516,0.0
all,fixed_ev_p1_0,Aegopodium podagraria,100,0.0,85.0,0.0,0.09149778774484249,0.85,0.85,0.0,0.0
all,fixed_ev_p1_0,Agave deserti,100,0.04,51.0,1.0,0.20413538643213078,0.54,0.51,0.0196078431372549,-0.030000000000000027
all,fixed_ev_p1_0,Agrimonia pilosa,100,0.05,68.0,0.0,0.15395835973807653,0.72,0.69,0.0,-0.030000000000000027
all,fixed_ev_p1_0,Agrostemma githago,100,0.25,51.0,7.0,0.2592836070320905,0.59,0.61,0.13725490196078433,0.020000000000000018
all,fixed_ev_p1_0,Ailanthus altissima,100,0.05,28.0,1.0,0.1697138957474496,0.31,0.29,0.03571428571428571,-0.020000000000000018
all,fixed_ev_p1_0,Allium praecox,100,0.1,71.0,4.0,0.11760177292388513,0.72,0.76,0.056338028169014086,0.040000000000000036
all,fixed_ev_p1_0,Allium vineale,100,0.17,35.0,3.0,0.17331349237853405,0.41,0.43,0.08571428571428572,0.020000000000000018
all,fixed_ev_p1_0,Amaryllis belladonna,100,0.17,34.0,5.0,0.20118642330640468,0.38,0.42,0.14705882352941177,0.03999999999999998
all,fixed_ev_p1_0,Amelanchier arborea,100,0.03,48.0,3.0,0.09991042408282867,0.48,0.48,0.0625,0.0
all,fixed_ev_p1_0,Ampelopsis glandulosa,100,0.07,31.0,3.0,0.1810433553047749,0.35,0.31,0.0967741935483871,-0.03999999999999998
all,fixed_ev_p1_0,Andropogon gerardi,100,0.01,24.0,0.0,0.18105392669379708,0.25,0.24,0.0,-0.010000000000000009
all,fixed_ev_p1_0,Anemonastrum canadense,100,0.01,78.0,0.0,0.05559121788205774,0.79,0.78,0.0,-0.010000000000000009
all,fixed_ev_p1_0,Anemone virginiana,100,0.02,45.0,0.0,0.12149008571376527,0.46,0.46,0.0,0.0
all,fixed_ev_p1_0,Anemonoides quinquefolia,100,0.01,53.0,0.0,0.053238775719240974,0.53,0.54,0.0,0.010000000000000009
all,fixed_ev_p1_0,Anthriscus caucalis,100,0.02,53.0,0.0,0.13175444909488318,0.54,0.54,0.0,0.0
all,fixed_ev_p1_0,Aquilegia formosa,100,0.17,26.0,2.0,0.2664354420220286,0.35,0.32,0.07692307692307693,-0.02999999999999997
all,fixed_ev_p1_0,Arabidopsis lyrata,100,0.0,77.0,0.0,0.09029828173781633,0.77,0.77,0.0,0.0
all,fixed_ev_p1_0,Arbutus unedo,100,0.08,23.0,4.0,0.22093854442303398,0.25,0.25,0.17391304347826086,0.0
all,fixed_ev_p1_0,Arctium minus,100,0.14,38.0,1.0,0.16505358097071515,0.44,0.45,0.02631578947368421,0.010000000000000009
all,fixed_ev_p1_0,Arctostaphylos viscida,100,0.07,26.0,2.0,0.13332770631881338,0.26,0.31,0.07692307692307693,0.04999999999999999
all,fixed_ev_p1_0,Argentina anserina,100,0.01,80.0,0.0,0.09999826025553196,0.81,0.8,0.0,-0.010000000000000009
all,fixed_ev_p1_0,Arisaema dracontium,100,0.03,19.0,1.0,0.16217847249667905,0.19,0.21,0.05263157894736842,0.01999999999999999
all,fixed_ev_p1_0,Artemisia californica,100,0.04,21.0,1.0,0.18366611109373893,0.24,0.21,0.047619047619047616,-0.03
all,fixed_ev_p1_0,Artemisia vulgaris,100,0.07,26.0,0.0,0.143625453709823,0.28,0.31,0.0,0.02999999999999997
all,fixed_ev_p1_0,Arum cylindraceum,100,0.06,19.0,1.0,0.19840981308685882,0.22,0.21,0.05263157894736842,-0.010000000000000009
all,fixed_ev_p1_0,Aruncus dioicus,100,0.08,20.0,4.0,0.18453281777064523,0.22,0.22,0.2,0.0
all,fixed_ev_p1_0,Arundo donax,100,0.02,16.0,1.0,0.12815966977541132,0.16,0.17,0.0625,0.010000000000000009
all,fixed_ev_p1_0,Asarum reflexum,100,0.08,17.0,2.0,0.18225555379761674,0.21,0.19,0.11764705882352941,-0.01999999999999999
all,fixed_ev_p1_0,Asclepias brachystephana,100,0.17,38.0,3.0,0.12897727765389363,0.44,0.46,0.07894736842105263,0.020000000000000018
all,fixed_ev_p1_0,Asclepias texana,100,0.0,60.0,0.0,0.06574314341588906,0.6,0.6,0.0,0.0
all,fixed_ev_p1_0,Asclepias viridis,100,0.11,28.0,2.0,0.12847197949950256,0.36,0.29,0.07142857142857142,-0.07
all,fixed_ev_p1_0,Bacopa monnieri,100,0.02,66.0,2.0,0.08916438819335774,0.66,0.66,0.030303030303030304,0.0
all,fixed_ev_p1_0,Banksia spinulosa,100,0.01,19.0,0.0,0.2355458334240442,0.2,0.19,0.0,-0.010000000000000009
all,fixed_ev_p1_0,Baptisia australis,100,0.27,59.0,9.0,0.1956105204651079,0.71,0.65,0.15254237288135594,-0.05999999999999994
all,fixed_ev_p1_0,Barbarea orthoceras,100,0.0,71.0,0.0,0.12721574831693014,0.71,0.71,0.0,0.0
all,fixed_ev_p1_0,Bauhinia variegata,100,0.09,29.0,5.0,0.19819920525524048,0.29,0.33,0.1724137931034483,0.040000000000000036
all,fixed_ev_p1_0,Berberis thunbergii,100,0.12,29.0,7.0,0.21463491863088746,0.34,0.29,0.2413793103448276,-0.050000000000000044
all,fixed_ev_p1_0,Bidens frondosa,100,0.01,56.0,0.0,0.24147435742336115,0.57,0.56,0.0,-0.009999999999999898
all,fixed_ev_p1_0,Bidens pilosa,100,0.03,60.0,0.0,0.16755333936079758,0.6,0.63,0.0,0.030000000000000027
all,fixed_ev_p1_0,Bignonia capreolata,100,0.16,22.0,1.0,0.2361660692095394,0.34,0.25,0.045454545454545456,-0.09000000000000002
all,fixed_ev_p1_0,Biscutella laevigata,100,0.06,69.0,3.0,0.1444414227815259,0.71,0.7,0.043478260869565216,-0.010000000000000009
all,fixed_ev_p1_0,Blackstonia perfoliata,100,0.01,66.0,1.0,0.13010066389936495,0.66,0.66,0.015151515151515152,0.0
all,fixed_ev_p1_0,Borago officinalis,100,0.22,35.0,12.0,0.24577265782503105,0.39,0.41,0.34285714285714286,0.019999999999999962
all,fixed_ev_p1_0,Briza media,100,0.18,50.0,4.0,0.18767064880422135,0.58,0.56,0.08,-0.019999999999999907
all,fixed_ev_p1_0,Brodiaea coronaria,100,0.26,42.0,8.0,0.26238046766912027,0.57,0.45,0.19047619047619047,-0.11999999999999994
all,fixed_ev_p1_0,Bromus hordeaceus,100,0.03,24.0,2.0,0.23966639588282623,0.24,0.25,0.08333333333333333,0.010000000000000009
all,fixed_ev_p1_0,Broussonetia papyrifera,100,0.05,26.0,1.0,0.18542500664474143,0.27,0.29,0.038461538461538464,0.019999999999999962
all,fixed_ev_p1_0,Bryonia alba,100,0.05,37.0,1.0,0.11616028971536926,0.41,0.37,0.02702702702702703,-0.03999999999999998
all,fixed_ev_p1_0,Buddleja davidii,100,0.2,36.0,3.0,0.21890156697455526,0.46,0.43,0.08333333333333333,-0.030000000000000027
all,fixed_ev_p1_0,Calochortus concolor,100,0.01,40.0,0.0,0.13249656588032704,0.41,0.4,0.0,-0.009999999999999953
all,fixed_ev_p1_0,Calochortus macrocarpus,100,0.15,32.0,8.0,0.26720405419382853,0.32,0.39,0.25,0.07
all,fixed_ev_p1_0,Calochortus plummerae,100,0.22,29.0,4.0,0.24482518622113092,0.32,0.44,0.13793103448275862,0.12
all,fixed_ev_p1_0,Calochortus subalpinus,100,0.01,54.0,1.0,0.1433429339326972,0.54,0.54,0.018518518518518517,0.0
all,fixed_ev_p1_0,Calochortus venustus,100,0.11,45.0,3.0,0.18120470863714605,0.51,0.47,0.06666666666666667,-0.040000000000000036
all,fixed_ev_p1_0,Calycadenia multiglandulosa,100,0.0,63.0,0.0,0.04963227724647581,0.63,0.63,0.0,0.0
all,fixed_ev_p1_0,Calycanthus occidentalis,100,0.08,32.0,2.0,0.1864174784812642,0.36,0.34,0.0625,-0.019999999999999962
all,fixed_ev_p1_0,Campanula cochleariifolia,100,0.34,64.0,18.0,0.23469745762359548,0.74,0.7,0.28125,-0.040000000000000036
all,fixed_ev_p1_0,Campanula giesekiana,100,0.4,58.0,20.0,0.31840367751057275,0.75,0.61,0.3448275862068966,-0.14
all,fixed_ev_p1_0,Campanula latifolia,100,0.31,28.0,7.0,0.26913004603456836,0.43,0.37,0.25,-0.06
all,fixed_ev_p1_0,Campanula rapunculoides,100,0.34,38.0,13.0,0.3051939320100949,0.52,0.45,0.34210526315789475,-0.07
all,fixed_ev_p1_0,Campanula scouleri,100,0.0,42.0,0.0,0.0745705417588097,0.42,0.42,0.0,0.0
all,fixed_ev_p1_0,Campanula trachelium,100,0.33,32.0,13.0,0.3159363797568312,0.43,0.41,0.40625,-0.020000000000000018
all,fixed_ev_p1_0,Caragana arborescens,100,0.01,50.0,0.0,0.12171099078811096,0.51,0.5,0.0,-0.010000000000000009
all,fixed_ev_p1_0,Cardamine angustata,100,0.01,36.0,0.0,0.11681390484069659,0.36,0.37,0.0,0.010000000000000009
all,fixed_ev_p1_0,Carduus acanthoides,100,0.3,48.0,10.0,0.24570880183044824,0.57,0.59,0.20833333333333334,0.020000000000000018
all,fixed_ev_p1_0,Carlina vulgaris,100,0.15,32.0,0.0,0.25982642521112875,0.41,0.38,0.0,-0.02999999999999997
all,fixed_ev_p1_0,Carpodetus serratus,100,0.02,60.0,1.0,0.11321214489823445,0.6,0.61,0.016666666666666666,0.010000000000000009
all,fixed_ev_p1_0,Castilleja septentrionalis,100,0.06,31.0,2.0,0.15484343654522625,0.34,0.32,0.06451612903225806,-0.020000000000000018
all,fixed_ev_p1_0,Catharanthus roseus,100,0.29,55.0,16.0,0.2739141580044645,0.62,0.61,0.2909090909090909,-0.010000000000000009
all,fixed_ev_p1_0,Celmisia gracilenta,100,0.02,68.0,1.0,0.09633395453621581,0.69,0.68,0.014705882352941176,-0.009999999999999898
all,fixed_ev_p1_0,Centaurea solstitialis,100,0.03,74.0,2.0,0.1822105112817184,0.75,0.74,0.02702702702702703,-0.010000000000000009
all,fixed_ev_p1_0,Cercis occidentalis,100,0.09,20.0,2.0,0.2382482182101943,0.25,0.22,0.1,-0.03
all,fixed_ev_p1_0,Chaenactis fremontii,100,0.05,74.0,1.0,0.08448128365412684,0.76,0.76,0.013513513513513514,0.0
