condition_id,panel,species,n_classifiable,spatial_rho
baseline_excl_high_background_near_clip,N,Medicago arborea,55,-0.040146734034339104
baseline_excl_high_background_near_clip,N,Melampyrum cristatum,50,0.011225299255101713
baseline_excl_high_background_near_clip,N,Melampyrum nemorosum,41,-0.011868659927373994
baseline_excl_high_background_near_clip,N,Mentha longifolia,76,-0.014235591650718384
baseline_excl_high_background_near_clip,N,Muscari comosum,43,0.130480532974773
baseline_excl_high_background_near_clip,N,Mycelis muralis,57,-0.06723784167466777
baseline_excl_high_background_near_clip,N,Myoporum insulare,53,0.11210597004054676
baseline_excl_high_background_near_clip,N,Narcissus assoanus,71,0.03054540811077588
baseline_excl_high_background_near_clip,N,Narcissus deficiens,44,-0.0027652147638415653
baseline_excl_high_background_near_clip,N,Narthecium ossifragum,52,-0.12218097875913209
baseline_excl_high_background_near_clip,N,Nelumbo lutea,49,0.08732464154531663
baseline_excl_high_background_near_clip,N,Oenothera acaulis,60,0.06347269582437744
baseline_excl_high_background_near_clip,N,Opuntia cespitosa,53,0.02931604691071048
baseline_excl_high_background_near_clip,N,Packera sanguisorbae,63,0.01951234993950419
baseline_excl_high_background_near_clip,N,Pancratium illyricum,41,0.06828483123015094
baseline_excl_high_background_near_clip,N,Pectocarya recurvata,41,-0.06875499553673108
baseline_excl_high_background_near_clip,N,Penstemon barbatus,51,0.005448153700834084
baseline_excl_high_background_near_clip,N,Penstemon heterophyllus,60,-0.05046141998302207
baseline_excl_high_background_near_clip,N,Persicaria attenuata,48,0.12881448565575593
baseline_excl_high_background_near_clip,N,Phacelia fremontii,63,0.10933431575115883
baseline_excl_high_background_near_clip,N,Pholisma arenarium,48,-0.036495300550227414
baseline_excl_high_background_near_clip,N,Pimpinella saxifraga,75,-0.014793581074647672
baseline_excl_high_background_near_clip,N,Platycodon grandiflorus,51,-0.01535219923513172
baseline_excl_high_background_near_clip,N,Praxelis clematidea,69,0.04042624657017009
baseline_excl_high_background_near_clip,N,Primula mistassinica,65,0.2190245269173669
baseline_excl_high_background_near_clip,N,Prospero autumnale,43,0.05434556358163043
baseline_excl_high_background_near_clip,N,Rhododendron lapponicum,51,0.08572302226895098
baseline_excl_high_background_near_clip,N,Ribes rubrum,43,-0.03584878821929505
baseline_excl_high_background_near_clip,N,Ricinocarpos pinifolius,73,0.06496925945767791
baseline_excl_high_background_near_clip,N,Rosa californica,40,-0.00436196539543192
baseline_excl_high_background_near_clip,N,Rudbeckia fulgida,50,0.030690472105870642
baseline_excl_high_background_near_clip,N,Salvia carduacea,51,0.017102011289203408
baseline_excl_high_background_near_clip,N,Sambucus ebulus,62,0.1395279875252327
baseline_excl_high_background_near_clip,N,Saxifraga tricuspidata,65,0.05370939994918851
baseline_excl_high_background_near_clip,N,Scaevola ramosissima,61,-0.09636018520380948
baseline_excl_high_background_near_clip,N,Senecio hispidulus,44,0.007662387772693624
baseline_excl_high_background_near_clip,N,Senecio pterophorus,70,0.005017683050494912
baseline_excl_high_background_near_clip,N,Senna armata,60,-0.05092875981772524
baseline_excl_high_background_near_clip,N,Senna septemtrionalis,59,0.004370565065771394
baseline_excl_high_background_near_clip,N,Silene colorata,53,0.0816652831361561
baseline_excl_high_background_near_clip,N,Silene nutans,48,-0.05378880791498061
baseline_excl_high_background_near_clip,N,Solanum carolinense,54,-0.11528770527927268
baseline_excl_high_background_near_clip,N,Spergularia marina,54,-0.04678566400396273
baseline_excl_high_background_near_clip,N,Stachys chamissonis,47,-0.01682484561959419
baseline_excl_high_background_near_clip,N,Symphoricarpos occidentalis,49,0.16111280362395322
baseline_excl_high_background_near_clip,N,Taenidia integerrima,55,0.011236164379542066
baseline_excl_high_background_near_clip,N,Tanacetum corymbosum,71,0.0674472906517734
baseline_excl_high_background_near_clip,N,Tephroseris palustris,64,-0.08944653667804424
baseline_excl_high_background_near_clip,N,Tetratheca ciliata,55,0.021395877545291864
baseline_excl_high_background_near_clip,N,Thalictrum dasycarpum,62,-0.028211922974319
baseline_excl_high_background_near_clip,N,Torenia concolor,49,-0.0595127311597184
baseline_excl_high_background_near_clip,N,Tradescantia fluminensis,49,0.011996270543325041
baseline_excl_high_background_near_clip,N,Trifolium wormskioldii,44,0.05079983797107639
baseline_excl_high_background_near_clip,N,Utricularia macrorhiza,68,0.06885233022512095
baseline_excl_high_background_near_clip,N,Vaccinium arboreum,41,-0.024081144651181854
baseline_excl_high_background_near_clip,N,Valeriana edulis,60,0.08541675490464906
baseline_excl_high_background_near_clip,N,Viburnum rafinesqueanum,69,-0.001712353264626908
baseline_excl_high_background_near_clip,N,Viola arvensis,62,0.015251911054550234
baseline_excl_high_background_near_clip,N,Volkameria inermis,58,-0.033464374192976896
baseline_excl_high_background_near_clip,N,Wedelia hispida,76,-0.08360435729801005
baseline_excl_high_background_near_clip,N,Wurmbea dioica,41,0.08979058927664137
baseline_excl_high_background_near_clip,N,Xyris jupicai,53,0.013995501288791555
baseline_excl_high_background_near_clip,N,Zephyranthes candida,56,0.06487154335266208
baseline_excl_high_background_near_clip,N,Zeuxine strateumatica,41,-0.049939815735575134
baseline_excl_high_background_near_clip,P,Acacia ulicifolia,74,-0.042929606612625175
baseline_excl_high_background_near_clip,P,Aciphylla glacialis,80,0.03776465449919746
baseline_excl_high_background_near_clip,P,Actaea spicata,62,0.042436431276514315
baseline_excl_high_background_near_clip,P,Aegopodium podagraria,82,-0.03316194827750686
baseline_excl_high_background_near_clip,P,Agrimonia pilosa,71,0.06690943988342579
baseline_excl_high_background_near_clip,P,Agrostemma githago,55,0.03569961531565432
baseline_excl_high_background_near_clip,P,Allium praecox,72,0.27710626067403143
baseline_excl_high_background_near_clip,P,Allium vineale,41,0.029537601421978
baseline_excl_high_background_near_clip,P,Amelanchier arborea,46,0.042309331208498654
baseline_excl_high_background_near_clip,P,Anemone virginiana,45,0.1422980368680752
baseline_excl_high_background_near_clip,P,Anemonoides quinquefolia,52,0.03605467147291132
baseline_excl_high_background_near_clip,P,Arctium minus,43,-0.0617461348905137
baseline_excl_high_background_near_clip,P,Baptisia australis,70,0.0030656815675987126
baseline_excl_high_background_near_clip,P,Barbarea orthoceras,70,-0.039870529900651736
baseline_excl_high_background_near_clip,P,Biscutella laevigata,70,0.10866594955992967
baseline_excl_high_background_near_clip,P,Brodiaea coronaria,55,0.025478519381360993
baseline_excl_high_background_near_clip,P,Bryonia alba,40,0.07969391334059285
baseline_excl_high_background_near_clip,P,Buddleja davidii,43,0.028311188307222825
baseline_excl_high_background_near_clip,P,Calycadenia multiglandulosa,61,-0.15597306927969604
baseline_excl_high_background_near_clip,P,Campanula giesekiana,74,0.15086767917344962
baseline_excl_high_background_near_clip,P,Campanula latifolia,43,0.06355076133520163
baseline_excl_high_background_near_clip,P,Campanula scouleri,42,-0.04216901514900608
baseline_excl_high_background_near_clip,P,Carduus acanthoides,57,-0.0665029545241649
baseline_excl_high_background_near_clip,P,Centaurea solstitialis,72,0.08759041706560669
baseline_excl_high_background_near_clip,P,Chelone lyonii,42,-0.05326090328373665
baseline_excl_high_background_near_clip,P,Cochlospermum vitifolium,48,-0.07006589150256139
baseline_excl_high_background_near_clip,P,Conopholis alpina,47,-0.062483895832134005
baseline_excl_high_background_near_clip,P,Conradina canescens,74,0.002111485363667917
baseline_excl_high_background_near_clip,P,Convolvulus elegantissimus,55,-0.07964129839826527
baseline_excl_high_background_near_clip,P,Corethrogyne filaginifolia,46,0.04025952379328883
baseline_excl_high_background_near_clip,P,Cornus suecica,60,-0.09096820765037783
baseline_excl_high_background_near_clip,P,Cypripedium guttatum,43,-0.00797873814127284
baseline_excl_high_background_near_clip,P,Delairea odorata,58,0.12988646789075525
baseline_excl_high_background_near_clip,P,Delphinium glaucum,42,0.08262113104207562
baseline_excl_high_background_near_clip,P,Delphinium nuttallianum,52,-0.04835167646197853
baseline_excl_high_background_near_clip,P,Dillwynia floribunda,59,-0.016814672549428682
baseline_excl_high_background_near_clip,P,Disphyma crassifolium,45,0.30244706572159213
baseline_excl_high_background_near_clip,P,Distimake dissectus,51,-0.06760061145071933
baseline_excl_high_background_near_clip,P,Elephantopus tomentosus,50,-0.08380415802601768
baseline_excl_high_background_near_clip,P,Erica arborea,40,-0.08211873104024472
baseline_excl_high_background_near_clip,P,Erica tetralix,51,0.0832677956642025
baseline_excl_high_background_near_clip,P,Erigeron divergens,82,0.015547863879974425
baseline_excl_high_background_near_clip,P,Erigeron linearis,90,0.037009869810668616
baseline_excl_high_background_near_clip,P,Erigeron quercifolius,75,0.21210884307136246
baseline_excl_high_background_near_clip,P,Erythranthe bicolor,66,0.17726765129125907
baseline_excl_high_background_near_clip,P,Erythranthe dentata,53,0.04648807208166652
baseline_excl_high_background_near_clip,P,Eutrochium fistulosum,40,0.09248925025158675
baseline_excl_high_background_near_clip,P,Falcaria vulgaris,67,0.09288056160951552
baseline_excl_high_background_near_clip,P,Filipendula rubra,40,0.05962671173292096
baseline_excl_high_background_near_clip,P,Gardenia jasminoides,44,0.004156613832211189
baseline_excl_high_background_near_clip,P,Gazania rigens,69,0.03592451289596519
baseline_excl_high_background_near_clip,P,Geranium macrorrhizum,43,0.06923492406679252
baseline_excl_high_background_near_clip,P,Geranium yeoi,65,0.1984574979049654
baseline_excl_high_background_near_clip,P,Gilia tricolor,69,-0.07549877987203682
baseline_excl_high_background_near_clip,P,Gompholobium huegelii,66,0.20403615064824251
baseline_excl_high_background_near_clip,P,Grewia occidentalis,44,0.09525196500467244
baseline_excl_high_background_near_clip,P,Grindelia squarrosa,69,0.09617603779379648
baseline_excl_high_background_near_clip,P,Guzmania monostachia,41,0.12475373670228249
baseline_excl_high_background_near_clip,P,Herbertia lahue,61,-0.010816124402892206
baseline_excl_high_background_near_clip,P,Heterotheca grandiflora,68,-0.06959967357510113
baseline_excl_high_background_near_clip,P,Hippocrepis comosa,73,0.05652129843208745
baseline_excl_high_background_near_clip,P,Ilex glabra,57,-0.0075054941282136885
baseline_excl_high_background_near_clip,P,Ipomoea nil,56,-0.010282389221003854
baseline_excl_high_background_near_clip,P,Ipomoea pes-caprae,49,0.0063431208452939545
baseline_excl_high_background_near_clip,P,Iris sibirica,57,-0.1355003686098627
baseline_excl_high_background_near_clip,P,Lantana involucrata,55,-0.008293548099028178
baseline_excl_high_background_near_clip,P,Lathyrus aphaca,67,0.02496609163223553
baseline_excl_high_background_near_clip,P,Leucaena leucocephala,52,-0.027837632150649504
baseline_excl_high_background_near_clip,P,Leucopogon affinis,64,0.0695587696591263
baseline_excl_high_background_near_clip,P,Leucopogon microphyllus,66,0.12013276971460195
baseline_excl_high_background_near_clip,P,Linum usitatissimum,57,-0.10107240667785791
baseline_excl_high_background_near_clip,P,Lobelia pedunculata,71,0.05797541945193533
baseline_excl_high_background_near_clip,P,Lomatium macrocarpum,53,0.34397958863156736
baseline_excl_high_background_near_clip,P,Lupinus havardii,59,-0.04075715100364081
baseline_excl_high_background_near_clip,P,Lysimachia europaea,74,0.04946262124976067
baseline_excl_high_background_near_clip,P,Lysimachia quadrifolia,63,-0.02040531261765841
baseline_excl_high_background_near_clip,P,Malacothrix saxatilis,64,-0.0019324516277832446
baseline_excl_high_background_near_clip,P,Malva moschata,50,0.015388034496017004
baseline_excl_high_background_near_clip,P,Marah oregana,56,-0.050963924707816896
baseline_excl_high_background_near_clip,P,Moricandia arvensis,48,0.14033330590392787
baseline_excl_high_background_near_clip,P,Myosotis latifolia,64,-0.09250248874171338
baseline_excl_high_background_near_clip,P,Myrtus communis,59,0.022480874934322045
baseline_excl_high_background_near_clip,P,Navarretia heterodoxa,61,0.005759147492560546
baseline_excl_high_background_near_clip,P,Nicotiana longiflora,51,0.0673599548890284
baseline_excl_high_background_near_clip,P,Olearia arborescens,58,0.039569036308326394
baseline_excl_high_background_near_clip,P,Opuntia humifusa,61,0.1458091670637101
baseline_excl_high_background_near_clip,P,Orchis mascula,43,-0.05181286495192298
baseline_excl_high_background_near_clip,P,Ornithogalum umbellatum,67,-0.04162169500518708
baseline_excl_high_background_near_clip,P,Ornithopus compressus,51,0.09730056926076762
baseline_excl_high_background_near_clip,P,Palafoxia texana,70,0.06299588491781564
baseline_excl_high_background_near_clip,P,Pectis papposa,83,-0.07563839544598112
baseline_excl_high_background_near_clip,P,Persicaria nepalensis,58,0.05220378376596188
baseline_excl_high_background_near_clip,P,Phlox diffusa,73,0.021682023160948877
baseline_excl_high_background_near_clip,P,Pimelea serpyllifolia,55,0.1779954495506657
baseline_excl_high_background_near_clip,P,Portulaca pilosa,65,-0.14169802513147056
baseline_excl_high_background_near_clip,P,Portulaca suffrutescens,55,0.10100478397540281
baseline_excl_high_background_near_clip,P,Prunus ilicifolia,46,-0.013186659995170635
baseline_excl_high_background_near_clip,P,Prunus mahaleb,53,0.11985286633872244
baseline_excl_high_background_near_clip,P,Pseudorchis albida,47,0.24459975312484022
baseline_excl_high_background_near_clip,P,Rafinesquia neomexicana,68,-0.03307850065579003
baseline_excl_high_background_near_clip,P,Ranunculus glacialis,65,0.047720547912763187
baseline_excl_high_background_near_clip,P,Ranunculus lyallii,70,0.13662597781434632
baseline_excl_high_background_near_clip,P,Ranunculus uncinatus,42,-0.12728345901556354
baseline_excl_high_background_near_clip,P,Raphanus raphanistrum,51,-0.027847313509440433
baseline_excl_high_background_near_clip,P,Rorippa palustris,62,0.08936773764890389
baseline_excl_high_background_near_clip,P,Rubus pubescens,48,0.07172699611226256
baseline_excl_high_background_near_clip,P,Ruellia metziae,68,-0.0828757552953657
baseline_excl_high_background_near_clip,P,Salvia longispicata,51,0.0002680541712706303
baseline_excl_high_background_near_clip,P,Salvia lyrata,40,0.07680647833968271
baseline_excl_high_background_near_clip,P,Sanguinaria canadensis,62,0.0048597948933688595
baseline_excl_high_background_near_clip,P,Saxifraga tridactylites,55,-0.023858003733064046
baseline_excl_high_background_near_clip,P,Schelhammera undulata,47,0.01565749747928568
baseline_excl_high_background_near_clip,P,Senecio mohavensis,64,0.14222670349169012
baseline_excl_high_background_near_clip,P,Senna hebecarpa,44,0.0556124071962234
baseline_excl_high_background_near_clip,P,Silene dioica,46,-0.17947288687344196
baseline_excl_high_background_near_clip,P,Silene rotundifolia,52,-0.04127265829174535
baseline_excl_high_background_near_clip,P,Silphium integrifolium,59,-0.10146078350781175
baseline_excl_high_background_near_clip,P,Sisymbrium irio,59,0.071926477836505
baseline_excl_high_background_near_clip,P,Symphyotrichum puniceum,70,0.013149136685937686
baseline_excl_high_background_near_clip,P,Symphyotrichum subulatum,63,0.058679186781610757
baseline_excl_high_background_near_clip,P,Taraxacum erythrospermum,72,-0.01002270997480771
baseline_excl_high_background_near_clip,P,Tecoma stans,61,0.2578695839047428
baseline_excl_high_background_near_clip,P,Thunbergia grandiflora,40,0.04313012197081698
baseline_excl_high_background_near_clip,P,Thymus praecox,43,0.022077902521032946
baseline_excl_high_background_near_clip,P,Tulipa sylvestris,51,-0.016809570183097183
baseline_excl_high_background_near_clip,P,Vernonia gigantea,44,0.10953411085529646
baseline_excl_high_background_near_clip,P,Vernonia noveboracensis,48,-0.03909186082251663
baseline_excl_high_background_near_clip,P,Veronica alpina,49,-0.12163764082975512
baseline_excl_high_background_near_clip,P,Veronica spicata,55,0.05509314209890658
baseline_excl_high_background_near_clip,P,Vicia hirsuta,47,-0.06467658242636756
baseline_excl_high_background_near_clip,P,Vicia tetrasperma,49,-0.025744885987819245
baseline_excl_high_background_near_clip,P,Vincetoxicum hirundinaria,61,0.05812571055842262
baseline_excl_high_background_near_clip,P,Viola cornuta,50,0.07646911945855013
baseline_excl_high_background_near_clip,P,Viola pedunculata,66,-0.029193350086863964
baseline_excl_high_background_near_clip,P,Viola rostrata,51,0.05547554838424682
baseline_excl_high_background_near_clip,P,Viola tricolor,47,0.157567481711878
baseline_excl_high_background_near_clip,P,Viscaria vulgaris,50,0.020335749307879757
baseline_excl_high_flower_near_clip,N,Abronia latifolia,68,0.006648768980079909
baseline_excl_high_flower_near_clip,N,Abronia umbellata,44,0.058030940352101414
baseline_excl_high_flower_near_clip,N,Acacia decurrens,43,-0.10885251504839939
baseline_excl_high_flower_near_clip,N,Acacia suaveolens,66,0.009146466197418334
baseline_excl_high_flower_near_clip,N,Actaea racemosa,45,0.007275944983744701
baseline_excl_high_flower_near_clip,N,Agave deserti,54,0.005660475640448234
baseline_excl_high_flower_near_clip,N,Anemonastrum canadense,67,0.1994862074389975
baseline_excl_high_flower_near_clip,N,Anthriscus caucalis,53,-0.021824701247428194
baseline_excl_high_flower_near_clip,N,Arabidopsis lyrata,70,-0.015229679426468194
baseline_excl_high_flower_near_clip,N,Argentina anserina,57,-0.00969140461899553
baseline_excl_high_flower_near_clip,N,Asclepias brachystephana,44,-0.016034392768755873
baseline_excl_high_flower_near_clip,N,Asclepias texana,60,0.17383720642430275
baseline_excl_high_flower_near_clip,N,Bacopa monnieri,59,-0.03545767437436178
baseline_excl_high_flower_near_clip,N,Bidens frondosa,56,-0.04834320699357491
baseline_excl_high_flower_near_clip,N,Bidens pilosa,54,0.10800904360358309
baseline_excl_high_flower_near_clip,N,Blackstonia perfoliata,51,-0.09978101761902801
baseline_excl_high_flower_near_clip,N,Briza media,58,0.047168042828178686
baseline_excl_high_flower_near_clip,N,Calochortus subalpinus,51,-0.09086836663770885
baseline_excl_high_flower_near_clip,N,Calochortus venustus,49,0.02491943272723006
baseline_excl_high_flower_near_clip,N,Campanula cochleariifolia,72,0.06672026607160451
baseline_excl_high_flower_near_clip,N,Campanula rapunculoides,50,-0.08955750652626467
baseline_excl_high_flower_near_clip,N,Campanula trachelium,43,-0.09447795465349804
baseline_excl_high_flower_near_clip,N,Caragana arborescens,50,0.03979515196269971
baseline_excl_high_flower_near_clip,N,Carpodetus serratus,60,0.04778691005099891
baseline_excl_high_flower_near_clip,N,Catharanthus roseus,49,-0.0034727932250395396
baseline_excl_high_flower_near_clip,N,Celmisia gracilenta,60,0.09871238173777652
baseline_excl_high_flower_near_clip,N,Chaenactis fremontii,76,-0.0825518096806103
baseline_excl_high_flower_near_clip,N,Clarkia purpurea,60,0.009373212264469723
baseline_excl_high_flower_near_clip,N,Clarkia tenella,67,0.08561130201117616
baseline_excl_high_flower_near_clip,N,Coreopsis basalis,48,0.06359463817388296
baseline_excl_high_flower_near_clip,N,Cotula australis,56,0.0005606278891075726
baseline_excl_high_flower_near_clip,N,Crepis capillaris,62,-0.003236032831492269
baseline_excl_high_flower_near_clip,N,Crotalaria retusa,47,-0.10091001454500363
baseline_excl_high_flower_near_clip,N,Croton glandulosus,47,0.16073236495495552
baseline_excl_high_flower_near_clip,N,Daphne cneorum,61,0.17382253729105457
baseline_excl_high_flower_near_clip,N,Delphinium variegatum,52,-0.017065367190553054
baseline_excl_high_flower_near_clip,N,Draba aizoides,78,-0.015837883692070558
baseline_excl_high_flower_near_clip,N,Draba nemorosa,59,0.00026330475977487015
baseline_excl_high_flower_near_clip,N,Erinus alpinus,64,0.03570947899957767
baseline_excl_high_flower_near_clip,N,Eriogonum pyrolifolium,67,-0.05294459044472938
baseline_excl_high_flower_near_clip,N,Eucrypta chrysanthemifolia,43,0.13480587354402485
baseline_excl_high_flower_near_clip,N,Euonymus americanus,56,-0.0033924359722971933
baseline_excl_high_flower_near_clip,N,Eupatorium rotundifolium,51,0.027719329870719272
baseline_excl_high_flower_near_clip,N,Evolvulus alsinoides,69,-0.004338918595076001
baseline_excl_high_flower_near_clip,N,Evolvulus nummularius,61,0.026694711931569606
baseline_excl_high_flower_near_clip,N,Ficinia nodosa,55,0.007339666211145933
baseline_excl_high_flower_near_clip,N,Florestina tripteris,75,-0.011625420541560325
baseline_excl_high_flower_near_clip,N,Freesia leichtlinii,44,0.021717949543887016
baseline_excl_high_flower_near_clip,N,Galium aparine,41,-0.08671807120896532
baseline_excl_high_flower_near_clip,N,Genista hispanica,82,-0.04580437099044431
baseline_excl_high_flower_near_clip,N,Gentiana pneumonanthe,54,-0.07951643065483058
baseline_excl_high_flower_near_clip,N,Glandularia gooddingii,60,0.20215676777107097
baseline_excl_high_flower_near_clip,N,Glycyrrhiza lepidota,50,0.03588519910411146
baseline_excl_high_flower_near_clip,N,Gypsophila repens,82,0.05954846766333709
baseline_excl_high_flower_near_clip,N,Hedera helix,49,0.001377716111119514
baseline_excl_high_flower_near_clip,N,Helianthemum nummularium,50,0.09650225506037241
baseline_excl_high_flower_near_clip,N,Helianthus maximiliani,55,-0.12927031098599048
baseline_excl_high_flower_near_clip,N,Helichrysum arenarium,82,-0.031257147878577106
baseline_excl_high_flower_near_clip,N,Hypochaeris sessiliflora,44,0.03431056363449968
baseline_excl_high_flower_near_clip,N,Ipomoea hederacea,49,-0.07896397288784691
baseline_excl_high_flower_near_clip,N,Ixeris chinensis,70,0.1363709248988784
baseline_excl_high_flower_near_clip,N,Kallstroemia grandiflora,48,0.1707324977303017
baseline_excl_high_flower_near_clip,N,Lagenophora strangulata,51,-0.05587578491818482
baseline_excl_high_flower_near_clip,N,Lantana achyranthifolia,65,0.13281770154667796
baseline_excl_high_flower_near_clip,N,Linaria canadensis,56,0.018492327082101325
baseline_excl_high_flower_near_clip,N,Linaria texana,55,0.21632261116118034
baseline_excl_high_flower_near_clip,N,Linum narbonense,41,0.1011672448018047
baseline_excl_high_flower_near_clip,N,Lithophragma parviflorum,65,0.030356040723652448
baseline_excl_high_flower_near_clip,N,Lobelia siphilitica,48,-0.007789998531988923
baseline_excl_high_flower_near_clip,N,Lomatium multifidum,55,0.07339655940769198
baseline_excl_high_flower_near_clip,N,Lupinus latifolius,54,0.1212758734419955
baseline_excl_high_flower_near_clip,N,Lupinus subcarnosus,71,0.0076176258017594594
baseline_excl_high_flower_near_clip,N,Lygodesmia aphylla,44,-0.06622595741219137
baseline_excl_high_flower_near_clip,N,Maianthemum dilatatum,56,0.027940765819337597
baseline_excl_high_flower_near_clip,N,Malva multiflora,47,-0.04987189812495334
baseline_excl_high_flower_near_clip,N,Malva nicaeensis,50,-0.0424960000313339
baseline_excl_high_flower_near_clip,N,Matthiola incana,57,-0.022718602636029483
baseline_excl_high_flower_near_clip,N,Medicago arborea,56,-0.02688946620774893
baseline_excl_high_flower_near_clip,N,Melampyrum cristatum,49,-0.001960576707047178
baseline_excl_high_flower_near_clip,N,Melampyrum nemorosum,41,-0.011868659927373994
baseline_excl_high_flower_near_clip,N,Mentha longifolia,76,-0.014235591650718384
baseline_excl_high_flower_near_clip,N,Muscari comosum,44,0.1082152427600722
baseline_excl_high_flower_near_clip,N,Mycelis muralis,49,-0.09278852592644118
baseline_excl_high_flower_near_clip,N,Myoporum insulare,53,0.12860073026256255
baseline_excl_high_flower_near_clip,N,Narcissus assoanus,66,0.0361134245096426
baseline_excl_high_flower_near_clip,N,Narcissus deficiens,41,-0.0040967183595523775
baseline_excl_high_flower_near_clip,N,Narthecium ossifragum,52,-0.12218097875913209
baseline_excl_high_flower_near_clip,N,Nelumbo lutea,49,0.04123654610538384
baseline_excl_high_flower_near_clip,N,Oenothera acaulis,58,0.0571111798626436
baseline_excl_high_flower_near_clip,N,Opuntia cespitosa,53,0.02931604691071048
baseline_excl_high_flower_near_clip,N,Packera sanguisorbae,65,0.029033193469457232
baseline_excl_high_flower_near_clip,N,Pancratium illyricum,41,0.0603246571693928
baseline_excl_high_flower_near_clip,N,Penstemon barbatus,47,0.03209568967826622
baseline_excl_high_flower_near_clip,N,Penstemon heterophyllus,61,-0.053364949563874026
baseline_excl_high_flower_near_clip,N,Persicaria attenuata,49,0.14598961643986214
baseline_excl_high_flower_near_clip,N,Phacelia fremontii,66,0.10484148229258884
baseline_excl_high_flower_near_clip,N,Pholisma arenarium,50,-0.04940875534553136
baseline_excl_high_flower_near_clip,N,Pimpinella saxifraga,76,-0.02114693935613292
baseline_excl_high_flower_near_clip,N,Platycodon grandiflorus,50,0.01148485495340061
baseline_excl_high_flower_near_clip,N,Praxelis clematidea,71,0.047880073316725544
baseline_excl_high_flower_near_clip,N,Primula mistassinica,59,0.19983285721308522
baseline_excl_high_flower_near_clip,N,Prospero autumnale,44,0.06841872222879564
baseline_excl_high_flower_near_clip,N,Rhododendron lapponicum,54,0.06737603307646524
baseline_excl_high_flower_near_clip,N,Ribes rubrum,44,-0.04095873893275724
baseline_excl_high_flower_near_clip,N,Ricinocarpos pinifolius,67,0.12936383250894093
baseline_excl_high_flower_near_clip,N,Rudbeckia fulgida,45,0.05593455665299938
baseline_excl_high_flower_near_clip,N,Salvia carduacea,54,0.02181239874398934
baseline_excl_high_flower_near_clip,N,Sambucus ebulus,63,0.12446614997038352
baseline_excl_high_flower_near_clip,N,Saxifraga tricuspidata,62,0.0540943588746523
baseline_excl_high_flower_near_clip,N,Scaevola ramosissima,55,-0.14349493051339213
baseline_excl_high_flower_near_clip,N,Senecio hispidulus,43,0.04755282848048102
baseline_excl_high_flower_near_clip,N,Senecio pterophorus,71,0.013070482570402168
baseline_excl_high_flower_near_clip,N,Senna armata,61,-0.044472327161788575
baseline_excl_high_flower_near_clip,N,Senna septemtrionalis,54,0.013200652659251643
baseline_excl_high_flower_near_clip,N,Silene colorata,54,0.06922387749196515
baseline_excl_high_flower_near_clip,N,Silene nutans,48,-0.04774732534767012
baseline_excl_high_flower_near_clip,N,Solanum carolinense,55,-0.09522062707516883
baseline_excl_high_flower_near_clip,N,Spergularia marina,55,-0.03958386856378171
baseline_excl_high_flower_near_clip,N,Stachys chamissonis,47,-0.013464192156533425
baseline_excl_high_flower_near_clip,N,Symphoricarpos albus,40,0.11705607668651657
baseline_excl_high_flower_near_clip,N,Symphoricarpos occidentalis,50,0.17445718907465105
baseline_excl_high_flower_near_clip,N,Taenidia integerrima,59,0.020264843876678148
baseline_excl_high_flower_near_clip,N,Tanacetum corymbosum,67,0.041516929853356435
baseline_excl_high_flower_near_clip,N,Tephroseris palustris,68,-0.08784593937358563
baseline_excl_high_flower_near_clip,N,Tetratheca ciliata,56,0.033107950341027495
baseline_excl_high_flower_near_clip,N,Thalictrum dasycarpum,62,-0.028211922974319
baseline_excl_high_flower_near_clip,N,Tradescantia fluminensis,42,-0.0338856519428288
baseline_excl_high_flower_near_clip,N,Trifolium wormskioldii,45,0.06427447789983615
baseline_excl_high_flower_near_clip,N,Utricularia macrorhiza,52,0.0476641570719253
baseline_excl_high_flower_near_clip,N,Vaccinium arboreum,41,-0.009415556982590592
baseline_excl_high_flower_near_clip,N,Valeriana edulis,59,0.11390373689741773
baseline_excl_high_flower_near_clip,N,Viburnum rafinesqueanum,66,0.006788887032067682
baseline_excl_high_flower_near_clip,N,Viola arvensis,54,0.07322357613809073
baseline_excl_high_flower_near_clip,N,Volkameria inermis,48,-0.0729630695733056
baseline_excl_high_flower_near_clip,N,Wedelia hispida,53,-0.07851154176995949
baseline_excl_high_flower_near_clip,N,Xyris jupicai,51,-0.009898668411897252
baseline_excl_high_flower_near_clip,N,Zephyranthes candida,54,0.11246624511103046
baseline_excl_high_flower_near_clip,N,Zeuxine strateumatica,42,-0.08194374960403464
baseline_excl_high_flower_near_clip,P,Acacia ulicifolia,73,-0.041382194108384826
baseline_excl_high_flower_near_clip,P,Aciphylla glacialis,80,0.03776465449919746
baseline_excl_high_flower_near_clip,P,Actaea spicata,60,0.035500066837310815
baseline_excl_high_flower_near_clip,P,Aegopodium podagraria,84,-0.04073360451586099
baseline_excl_high_flower_near_clip,P,Agrimonia pilosa,69,0.04876485750044061
baseline_excl_high_flower_near_clip,P,Agrostemma githago,55,0.01585847922474043
baseline_excl_high_flower_near_clip,P,Allium praecox,70,0.27865340703627944
baseline_excl_high_flower_near_clip,P,Allium vineale,40,0.018445359807525097
baseline_excl_high_flower_near_clip,P,Amelanchier arborea,46,0.04749224157179754
baseline_excl_high_flower_near_clip,P,Anemone virginiana,41,0.140268936573265
