tranche,species,organization_state,C_star,S_star,D,n_climate_cells,mean_bio4,mean_bio15,spatial_niche_turnover,hv3d_rarefied20,regional_centroid_sep,regional_gaussian_overlap,metric_status
discovery,Conospermum caeruleum,local_cooccurrence_only,True,False,0.4038165589412126,23,328.4688442064368,55.052460214366086,1.2538498925351178,0.3212962891168573,,,complete
discovery,Convolvulus elegantissimus,local_cooccurrence_only,True,False,0.5826397146254458,100,632.4033963012695,54.46279996871948,0.556860824714044,2.0334942401454885,0.6309505933820643,0.574348580845267,complete
discovery,Cornus florida,unresolved_photo_state,False,False,0.2149104539775095,100,832.7563372802734,19.670837879180908,0.8001450188616385,2.8319439121061722,1.054486129797426,0.42061706768915674,complete
discovery,Cryptantha barbigera,local_cooccurrence_only,True,False,0.2230902777777778,36,734.2560865614149,61.08144166734483,0.5975718144257716,0.39660313441224704,,,complete
discovery,Cylindropuntia echinocarpa,local_cooccurrence_only,True,False,0.19013128112268,71,778.1562904035542,52.8965974727147,0.8761121650260338,0.9729053823992999,1.1313764930551706,0.41309374188560655,complete
discovery,Cypripedium guttatum,unresolved_photo_state,False,False,0.3336483931947069,86,1281.8379495310228,64.09428656378458,0.4383834099958077,5.402228380068528,,,complete
discovery,Delphinium glaucum,local_cooccurrence_only,True,False,0.2014462809917354,80,853.5783515930176,52.05377359390259,0.9212832474295005,7.960916134918864,1.2241842152347528,0.2591193362884304,complete
discovery,Desmanthus illinoensis,local_cooccurrence_only,True,False,0.2355371900826446,100,897.861780090332,28.617361087799072,0.9309720321822841,3.765343441254097,,,complete
discovery,Diplacus mephiticus,local_cooccurrence_only,True,False,0.5627162629757786,57,703.05290356017,59.88511431844611,0.6653571480106831,1.1897550056597885,0.6778911211513671,0.5386822556408937,complete
discovery,Disphyma crassifolium,cooccurrence_and_segregation,True,True,0.4717066545948393,78,401.4522059513972,30.693765615805603,0.3766067424539051,3.411425677466403,,,complete
discovery,Drosera spatulata,cooccurrence_and_segregation,True,True,0.6803677663601947,86,397.7523787742437,33.85351070137911,1.1730896848162833,13.35543273115772,,,complete
discovery,Echium gaditanum,local_cooccurrence_only,True,False,0.2814776274713838,26,471.7124774639423,72.45698840801532,0.7002711883752768,0.019778792958873706,,,complete
discovery,Echium rosulatum,cooccurrence_and_segregation,True,True,0.4841580633677466,96,434.31071678797406,52.05086827278137,1.2179794789977791,1.4199069616582292,1.331286041958298,0.3896220624015715,complete
discovery,Epacris obtusifolia,local_cooccurrence_only,True,False,0.2141582391433669,54,366.30727414731626,30.877696319862647,0.9840071825387741,2.0107406473489813,1.1830839671630893,0.26674466352738885,complete
discovery,Erechtites hieraciifolius,spatial_segregation_only,False,True,0.4762335898596649,100,710.6043280792236,30.498193159103394,0.7363017318106091,30.92912448577386,,,complete
discovery,Erigeron foliosus,local_cooccurrence_only,True,False,0.6024,71,522.0910831505145,85.96866414244745,0.682042082538717,2.6594560962539417,0.7316972332281748,0.48854576159243407,complete
discovery,Eriogonum latifolium,cooccurrence_and_segregation,True,True,0.2240816326530612,40,275.8075519561768,85.47409954071045,1.4844321506171898,0.4488490072772533,,,complete
discovery,Eriophorum vaginatum,unresolved_photo_state,False,False,0.345679012345679,100,835.1682147216796,31.173252048492433,0.7237197309252152,17.926783093182923,0.9875524616763607,0.31875167853045977,complete
discovery,Erythranthe erubescens,local_cooccurrence_only,True,False,0.5698765432098767,56,652.0029580252511,72.54852955681937,0.3965246781403049,0.4700526960714545,0.8484358177828002,0.42171618789604093,complete
discovery,Erythrina humeana,local_cooccurrence_only,True,False,0.2921597633136095,72,284.56272485521106,57.47657476531135,0.8928738652989571,1.0886524011776977,1.1474768125402095,0.2122242079613769,complete
discovery,Euonymus obovatus,local_cooccurrence_only,True,False,0.4997025580011898,88,960.286562832919,19.381560130552813,0.9708869185015591,0.5815381065331944,0.6303312379535779,0.3445147861568981,complete
discovery,Eupatorium altissimum,spatial_segregation_only,False,True,0.1943801652892562,99,986.9277448557845,26.815322288359056,1.134321027099878,1.4959312318108502,1.073901512920938,0.4852769604844887,complete
discovery,Eutrochium fistulosum,unresolved_photo_state,False,False,0.2933454051607062,100,846.0254876708984,14.814779019355774,0.9487649736883339,1.5283193608509544,1.1545690911429485,0.5153541593159662,complete
discovery,Eutrochium maculatum,unresolved_photo_state,False,False,0.2978723404255319,100,1046.7633093261718,26.059400029182434,1.13008433078199,7.243366656649476,1.2201105499394294,0.3742230259750904,complete
discovery,Fritillaria pyrenaica,cooccurrence_and_segregation,True,True,0.6889995473064736,62,559.2852123629663,23.581282677188998,0.3548494587116815,1.4010341667239385,0.8075142190838179,0.48971007456718935,complete
discovery,Galinsoga parviflora,unresolved_photo_state,False,False,0.35888671875,100,659.2465909767151,42.20929220676422,0.5073680948748656,34.946776714505,0.6218793909017823,0.6907055700569816,complete
discovery,Geranium macrorrhizum,unresolved_photo_state,False,False,0.5244444444444445,100,721.0194064331055,24.686998195648194,0.6246310024256436,12.204141911879587,1.017200926243185,0.4190659031248066,complete
discovery,Geranium molle,unresolved_photo_state,False,False,0.6427514792899409,100,579.2361882019043,36.39463506698608,0.6150596152369464,15.608504405758229,0.5967209914900962,0.5577643575565215,complete
discovery,Geranium yeoi,cooccurrence_and_segregation,True,True,0.5840262030738221,49,327.4186255007374,67.68538693019322,1.4717516510491504,4.1521055530381314,,,complete
discovery,Gompholobium huegelii,local_cooccurrence_only,True,False,0.3673094582185492,55,389.2225857821378,22.130785248496316,0.49407633894596265,1.7013868439797275,1.1686445180377665,0.10416303930254488,complete
discovery,Grevillea alpina,local_cooccurrence_only,True,False,0.5770975056689343,65,466.5146831805889,26.52195964226356,0.7501376345087781,0.4301433208226977,0.914949766621005,0.2088325270111765,complete
discovery,Guzmania monostachia,local_cooccurrence_only,True,False,0.4404938271604938,65,72.30856563861553,66.9855948814979,0.010899898241677876,10.340032473573974,0.5641852541989778,0.7752475872066907,complete
discovery,Hibiscus denudatus,cooccurrence_and_segregation,True,True,0.3565088757396449,99,670.5060144289575,74.90133505156545,0.64776515953526,1.143586762821137,0.6940725726200153,0.5042888822189395,complete
discovery,Homogyne alpina,local_cooccurrence_only,True,False,0.3656,99,626.1370307074653,23.676793079183557,0.048305550117161776,2.500126184363259,0.4300807841163104,0.8158817107027228,complete
discovery,Ipomoea cairica,local_cooccurrence_only,True,False,0.5720486111111112,83,391.8878713400967,56.77881425834564,0.5279909410694836,14.81864086535668,0.6204984229430385,0.5984862438405847,complete
discovery,Ipomoea pes-caprae,unresolved_photo_state,False,False,0.5512152777777778,99,233.33162265353732,70.40268962551849,0.04457382371662448,21.00738359528498,0.2578908060394545,0.8825829582726636,complete
discovery,Lathyrus japonicus,unresolved_photo_state,False,False,0.5015844273426889,100,829.0979998779297,31.4332728767395,0.3389759554213472,32.079822498286056,0.4859142820779613,0.7982468134012246,complete
discovery,Lathyrus palustris,unresolved_photo_state,False,False,0.62819750148721,100,1016.6622210693359,36.963997793197635,0.5358635872108697,14.335305488661728,0.6255487594927738,0.5838952954801445,complete
