tranche,species,organization_state,C_star,S_star,D,n_climate_cells,mean_bio4,mean_bio15,spatial_niche_turnover,hv3d_rarefied20,regional_centroid_sep,regional_gaussian_overlap,metric_status
discovery,Lepidium campestre,unresolved_photo_state,False,False,0.2076124567474049,100,789.4982366943359,26.444568085670472,0.446017107164639,12.212100174721684,0.768168329451796,0.5489783332010705,complete
discovery,Leucaena leucocephala,unresolved_photo_state,False,False,0.3898375676801332,100,288.1723140907288,68.48188954353333,0.030688747916251275,30.889083202588406,0.09335750014642541,0.9438884265608005,complete
discovery,Linum lewisii,unresolved_photo_state,False,False,0.5402226423020373,100,877.1402081298828,45.55496852874756,0.8111778242000935,12.222160019857625,0.7739282139609273,0.6902741691155624,complete
discovery,Lobelia erinus,unresolved_photo_state,False,False,0.26806640625,100,509.42479965209964,40.68875009536743,0.306906328543344,26.29633416049905,0.5522917382954385,0.4907047334474989,complete
discovery,Loeselia glandulosa,local_cooccurrence_only,True,False,0.632396449704142,97,236.81246818463828,101.3288365000302,0.866204003482381,4.138269914244552,0.9309574282650166,0.44737089725622997,complete
discovery,Lupinus microcarpus,local_cooccurrence_only,True,False,0.5667722951561793,90,489.6596850925022,90.13663614061144,0.6928734824916433,1.9456201533872974,1.3890864413665078,0.2313328886345959,complete
discovery,Malva moschata,unresolved_photo_state,False,False,0.481310074759701,100,773.471296081543,23.111547746658324,0.599795069280245,8.84719106372307,1.198165634056439,0.43047974767431774,complete
discovery,Malva thuringiaca,unresolved_photo_state,False,False,0.4114149821640903,100,976.2588772583008,33.059065132141114,1.1517536681707556,4.549418596509748,1.4285737824520146,0.3107488274598068,complete
discovery,Mazus miquelii,local_cooccurrence_only,True,False,0.4934157484547166,88,830.6996348987926,22.034019210121848,0.7632944772406385,3.4682462646386853,0.8422392085875713,0.4020831093896207,complete
discovery,Mecardonia procumbens,spatial_segregation_only,False,True,0.2688000000000001,100,398.45334732055665,58.699105138778684,0.27342029002830204,27.21509848456517,0.45914390027600815,0.8319694970383082,complete
discovery,Melaleuca citrina,local_cooccurrence_only,True,False,0.40875,76,377.7536424335681,26.983927601262142,1.3892840481898805,4.748051874448651,,,complete
discovery,Melastoma candidum,local_cooccurrence_only,True,False,0.7071005917159763,48,418.17905871073407,59.592592438062034,0.14350718987101385,9.706690977859852,,,complete
discovery,Melastoma malabathricum,local_cooccurrence_only,True,False,0.6329565734681737,90,225.534421104855,65.35925947825113,0.38178573279698136,16.646667681726832,0.6313769516420372,0.7864748908708771,complete
discovery,Moraea flaccida,local_cooccurrence_only,True,False,0.3752402921953095,63,384.0283498612661,61.58884045434377,0.37979156243400775,1.6647268138828064,0.46439514898981576,0.48044233769603445,complete
discovery,Myosotis latifolia,local_cooccurrence_only,True,False,0.375,61,339.1607390857134,81.10787437001213,1.9509938105380786,2.467661866188465,,,complete
discovery,Myrica gale,unresolved_photo_state,False,False,0.3037500000000001,100,884.2261801147461,24.914752960205078,0.6133501785879762,13.794847154249293,1.0820449357364208,0.29278358224502216,complete
discovery,Myrtus communis,local_cooccurrence_only,True,False,0.2102918244597906,100,547.1842686462402,54.0236918258667,0.47457729955153444,1.624516603063197,0.5227138275598748,0.6966223233730523,complete
discovery,Nama hispida,cooccurrence_and_segregation,True,True,0.6057511421660844,97,712.1245680346931,63.931560948951955,0.8012854663335762,5.359691282839465,0.7793282765424572,0.4413848919645514,complete
discovery,Navarretia heterodoxa,local_cooccurrence_only,True,False,0.4373964497041419,7,,,,,,,insufficient_cells
discovery,Nelumbo nucifera,unresolved_photo_state,False,False,0.6414277988101676,100,587.998433303833,61.89179913520813,0.6192858317013896,58.67465349221634,0.6526015132611835,0.6041564045156619,complete
discovery,Nicandra physalodes,unresolved_photo_state,False,False,0.5175308641975308,100,419.80864246368407,59.705889472961424,0.11490261459009656,37.00148421795781,0.37757848373597447,0.8215096736383768,complete
discovery,Ochna serrulata,local_cooccurrence_only,True,False,0.4699798908359667,70,343.54690780639646,37.100238813672746,0.9054131065803662,4.219930512234241,,,complete
discovery,Olsynium biflorum,local_cooccurrence_only,True,False,0.2978723404255319,62,368.7017531856414,19.61814601959721,0.5730278968536058,0.8765151283815523,0.7194909445432542,0.11642605670348594,complete
discovery,Omphalodes verna,local_cooccurrence_only,True,False,0.3668054110301768,96,696.2670844395956,24.685675432284672,0.8481185618021908,3.100302750651522,1.0932480083766996,0.2059027255183406,complete
discovery,Oreomecon alpina,cooccurrence_and_segregation,True,True,0.2927378495027211,52,645.4770296536959,30.957712943737324,0.33063256202635294,2.3551106805825297,,,complete
discovery,Oxalis violacea,unresolved_photo_state,False,False,0.6232,100,895.5522549438476,28.389884366989136,1.5315784298499047,3.5693454494355827,1.10723514756478,0.28878518798851754,complete
discovery,Oxytropis campestris,spatial_segregation_only,False,True,0.4612345679012345,100,889.5373489379883,40.685046377182005,0.5783741745974694,14.606208597393385,1.4115413898281106,0.2530635886917772,complete
discovery,Papaver dubium,unresolved_photo_state,False,False,0.5619834710743802,100,651.9472647094726,32.911858816146854,0.36550490006099784,19.336709947972814,0.6601768736504439,0.6644293546280393,complete
discovery,Phlomoides tuberosa,unresolved_photo_state,False,False,0.3764172335600906,100,1178.4469268798828,44.87803814888,1.1911552899414444,5.838091818476381,1.338914547209007,0.3747163788419118,complete
discovery,Phlox diffusa,local_cooccurrence_only,True,False,0.2287968441814595,99,609.3152401086056,63.782160980532865,0.9884484275947072,6.023046092006641,1.3885033373377378,0.24473195788912455,complete
discovery,Phlox longifolia,local_cooccurrence_only,True,False,0.4784764927593732,100,846.9702752685547,31.164982938766478,0.32033016849739265,1.206511385745927,0.8497064806815224,0.5598993091893537,complete
discovery,Phlox roemeriana,local_cooccurrence_only,True,False,0.3335852859662385,45,709.8191026475695,35.181286027696395,1.364738412074831,0.14069732156550235,,,complete
discovery,Pimelea serpyllifolia,local_cooccurrence_only,True,False,0.3061587753648984,30,340.70994771321614,38.64673277537028,1.2464059191136752,0.36972547667227,,,complete
discovery,Polycalymma stuartii,local_cooccurrence_only,True,False,0.3168282548476453,73,591.6968254193868,32.370017626514176,1.3099253458901023,0.21049524981196777,1.677436678094663,0.13121629145608127,complete
discovery,Polygala comosa,unresolved_photo_state,False,False,0.3796646836127636,97,877.344641616664,31.097154774616673,1.4030888398987968,3.1394524328967965,1.450769033578893,0.14809294790425903,complete
discovery,Potentilla indica,unresolved_photo_state,False,False,0.339753086419753,100,681.1132725524902,31.77132719039917,0.7433555353535466,25.743992652284778,0.7513239502833995,0.6024808041831954,complete
discovery,Primula elatior,unresolved_photo_state,False,False,0.4851367419738407,100,698.9043661499023,26.20401068687439,1.0106611233577285,4.789310017213873,,,complete
discovery,Pulmonaria obscura,unresolved_photo_state,False,False,0.4092349479402445,100,886.8233544921875,30.242482023239134,1.4157886406630407,2.562982859939044,1.357531013152965,0.21560951539471498,complete
discovery,Purshia stansburyana,local_cooccurrence_only,True,False,0.3298611111111111,88,859.1442184448242,34.63379535891793,0.9441191980705884,1.4575626565625135,1.0664054451040779,0.37379206821446365,complete
discovery,Ranunculus uncinatus,local_cooccurrence_only,True,False,0.2675619834710743,72,529.9731106228298,59.37028741836548,1.3466332915270962,7.258743439008951,0.7420364095119524,0.5490535617025472,complete
discovery,Rhododendron canadense,local_cooccurrence_only,True,False,0.345679012345679,100,958.8720556640625,15.234702920913696,0.8615378993351153,1.7023056901493385,1.1905788289530435,0.4357410025467433,complete
discovery,Rhododendron catawbiense,local_cooccurrence_only,True,False,0.4765625,74,775.1672165329392,12.213638460313952,0.8689402705676915,0.529246153907356,1.1646829886899395,0.46169353542251235,complete
discovery,Rhododendron pseudochrysanthum,local_cooccurrence_only,True,False,0.2112,27,379.1165183738426,58.27510494656033,0.6629908250495928,7.919295936960953,,,complete
discovery,Rosa blanda,local_cooccurrence_only,True,False,0.6135999999999999,90,1074.6766309950087,24.992966662512885,1.4899302155131706,2.7444488590410536,1.3654069831942988,0.24817398944658453,complete
discovery,Rubus odoratus,local_cooccurrence_only,True,False,0.4919999999999999,100,958.244418334961,15.88753182888031,1.0974940012815597,3.2855982231957914,,,complete
discovery,Salvia amarissima,local_cooccurrence_only,True,False,0.4789670970428987,78,194.27772130721655,90.61810067983774,0.5174764364257586,1.1963328274146563,0.6322421749248001,0.5294705171670092,complete
discovery,Salvia hispanica,local_cooccurrence_only,True,False,0.5020155872077399,97,358.209207987048,75.23998822870942,0.4453405224729345,24.075920282786072,0.7105994913464831,0.7534028188890896,complete
discovery,Salvia lavanduloides,local_cooccurrence_only,True,False,0.501584427342689,94,204.8188202228952,98.46733393567673,0.5595115171399125,3.3187281629395224,0.7523664989589701,0.5055344948188824,complete
discovery,Salvia polystachia,local_cooccurrence_only,True,False,0.505137912385073,100,198.1117967605591,93.20012176513671,0.8048072039276464,2.989790499164833,,,complete
discovery,Salvia prunelloides,local_cooccurrence_only,True,False,0.1866319444444444,92,245.42007719952127,87.5324993548186,0.5712228284936897,2.732156442527884,0.8489160834316589,0.45765543576469403,complete
discovery,Salvia verticillata,unresolved_photo_state,False,False,0.6064049586776861,100,841.2136358642579,29.22112151145935,0.9424951930987122,6.5454223812635135,1.0623395438445749,0.45660605772284696,complete
discovery,Sambucus mexicana,local_cooccurrence_only,True,False,0.3402646502835538,49,451.49695260184154,89.52962213633012,0.353340965227193,0.6953607486630162,,,complete
discovery,Sanguinaria canadensis,unresolved_photo_state,False,False,0.2076124567474049,100,985.9901678466797,22.652808046340944,1.1246133298235037,3.4923600273544264,1.0895639906875523,0.45142692234978615,complete
discovery,Saxifraga tridactylites,unresolved_photo_state,False,False,0.3173076923076923,100,630.4080856323242,30.06917717933655,0.6134867996266107,8.270569364104642,,,complete
discovery,Scilla bifolia,unresolved_photo_state,False,False,0.3152633602460591,100,723.0179071044922,26.45460448265076,0.512219256909031,4.440383592973775,,,complete
discovery,Scilla luciliae,unresolved_photo_state,False,False,0.4481470841712152,100,795.6281488037109,23.293230872154236,0.679864208321549,7.616624597707834,1.2509228797526437,0.11321418619266965,complete
discovery,Scilla verna,cooccurrence_and_segregation,True,True,0.4303350970017637,100,428.39847961425784,28.883952198028563,0.9449982646618316,4.826776832236548,1.2468942398754947,0.19957077454010966,complete
discovery,Senna hebecarpa,local_cooccurrence_only,True,False,0.25350837483024,98,947.676911646006,19.931263232717708,1.2228837141975586,0.4893665586496076,1.1450860378095256,0.5432718873263814,complete
discovery,Solanum crispum,cooccurrence_and_segregation,True,True,0.5428681276432141,50,418.9945654296875,80.72443983078003,1.2063158260378588,7.228010440711991,,,complete
discovery,Solanum elaeagnifolium,unresolved_photo_state,False,False,0.5475258098967605,100,633.4635153198242,58.50502616882324,0.2020999085923303,11.749580020846157,0.6631060782317693,0.663408778441308,complete
discovery,Solanum furcatum,local_cooccurrence_only,True,False,0.2543402777777778,62,328.9791008733934,85.23221358945293,1.334545118225639,3.669296387081473,0.35049155707697305,0.5204913561791813,complete
discovery,Solanum lycopersicum,unresolved_photo_state,False,False,0.5094517958412098,100,539.2951217460633,52.573065223693845,0.06536293753988413,63.23710371539913,0.21409756753631487,0.9392159277986394,complete
discovery,Solanum pseudocapsicum,unresolved_photo_state,False,False,0.5102880658436215,100,443.98656322479246,36.13385866165161,0.4030659212393783,22.466997428455493,0.8076124115664832,0.7208519815176213,complete
discovery,Sparaxis tricolor,local_cooccurrence_only,True,False,0.5776627218934911,75,408.67234395345054,58.046658757527666,0.26894350173709825,6.1834730241860285,1.248635169076019,0.27005820252611684,complete
discovery,Sphaeralcea ambigua,local_cooccurrence_only,True,False,0.3224852071005917,100,771.6832260131836,51.269133491516115,0.7872858187579516,2.345516825449462,0.9461333462561138,0.507414371120608,complete
discovery,Stachys palustris,unresolved_photo_state,False,False,0.6479177934018389,100,871.2932870483398,29.276011381149292,0.5084880049086553,15.310269926499842,0.5849773233160419,0.6468955440191613,complete
discovery,Symphytum officinale,unresolved_photo_state,False,False,0.5189035916824196,100,763.2243896484375,27.67540207386017,0.752948097886361,11.322417860065496,0.7610613803117354,0.621079813457925,complete
discovery,Symplocos tinctoria,local_cooccurrence_only,True,False,0.5175308641975309,87,705.757739538434,19.981614660942693,0.7294585458138884,1.2803169888772281,1.0912447847083062,0.1846004858622679,complete
discovery,Talinum fruticosum,unresolved_photo_state,False,False,0.3541666666666666,100,173.2638868522644,69.5289154624939,0.0482551917228692,10.346216389571024,0.41715873751631183,0.7784851306791696,complete
