species,n_classifiable,D,second_fraction,primary_second_ge_0_10,sensitivity_second_ge_0_20,spatial_observed_rho
Symphytum officinale,46,0.5189035916824196,0.21739130434782608,True,True,-0.1293093518810447
Symplocos tinctoria,45,0.5175308641975309,0.4444444444444444,True,True,0.0118079784580821
Talinum fruticosum,48,0.35416666666666663,0.125,True,False,-0.0460709416730052
Talinum paniculatum,45,0.422716049382716,0.26666666666666666,True,True,0.0189261091033258
Tanacetum vulgare,85,0.02325259515570921,0.011764705882352941,False,False,0.000273428332664
Taraxacum erythrospermum,75,0.23111111111111104,0.13333333333333333,True,False,-0.0122319610888144
Telekia speciosa,62,0.031737773152965554,0.016129032258064516,False,False,0.0395969334148915
Tetratheca thymifolia,48,0.5590277777777778,0.375,True,True,-0.046666716442036
Thysanocarpus curvipes,59,0.25854639471416263,0.15254237288135594,True,False,0.059064592608862
Tiarella stolonifera,54,0.1049382716049383,0.05555555555555555,False,False,0.0366795247184194
Tinantia erecta,45,0.5659259259259259,0.24444444444444444,True,True,0.060721367448749
Tithonia tubaeformis,48,0.08072916666666652,0.020833333333333332,False,False,-0.1678802714252981
Trachymene composita,60,0.12444444444444436,0.06666666666666667,False,False,0.1073698335209008
Tragopogon porrifolius,44,0.7076446280991735,0.2727272727272727,True,True,-0.0295858635454725
Trifolium incarnatum,52,0.27144970414201186,0.09615384615384616,False,False,-0.0099739698855142
Trifolium repens,72,0.07986111111111094,0.041666666666666664,False,False,0.0150045759691234
Tripolium pannonicum,70,0.16040816326530616,0.04285714285714286,False,False,0.0401695772780345
Triteleia laxa,61,0.2956194571351787,0.18032786885245902,True,False,0.2121504166093951
Trixis inula,83,0.0,0.0,False,False,0.083535316072448
Trollius albiflorus,62,0.20031217481789798,0.11290322580645161,True,False,0.0225632822228692
Turnera subulata,60,0.33944444444444444,0.21666666666666667,True,True,0.0528958936701699
Verbascum thapsus,52,0.2921597633136095,0.15384615384615385,True,False,-0.0189245719867226
Verbena rigida,64,0.52978515625,0.484375,True,True,-0.0254310943533199
Veronica cymbalaria,52,0.2921597633136095,0.15384615384615385,True,False,0.0120799547171354
Veronica longifolia,43,0.46944294213088145,0.32558139534883723,True,True,0.0068938034192352
Veronica officinalis,66,0.08677685950413205,0.045454545454545456,False,False,-0.0121922414438455
Veronica polita,44,0.5423553719008264,0.36363636363636365,True,True,0.0726572151684501
Veronica prostrata,73,0.3918183524113342,0.2465753424657534,True,True,0.0291570141489858
Veronica spicata,51,0.38677431757016534,0.1568627450980392,True,False,0.2306796593727918
Vicia lathyroides,42,0.5975056689342404,0.23809523809523808,True,True,0.0321374754628291
Viminaria juncea,54,0.036351165980795574,0.018518518518518517,False,False,0.058078839444247
Vincetoxicum hirundinaria,62,0.297086368366285,0.16129032258064516,True,False,0.0293800989101863
Viola blanda,50,0.07679999999999998,0.04,False,False,-0.0625741112163584
Viola cucullata,60,0.33944444444444444,0.21666666666666667,True,True,0.0315043032028801
Viola hirta,65,0.16757396449704154,0.09230769230769231,False,False,0.076476010774425
Viola lutea,71,0.5776631620710176,0.39436619718309857,True,True,0.2739351542932551
Viola mirabilis,42,0.4886621315192743,0.30952380952380953,True,True,-0.0341104698634378
Viola pedunculata,73,0.0,0.0,False,False,0.0072818804502398
Viola rostrata,47,0.33499320959710266,0.2127659574468085,True,True,0.0907887484660548
Viola tricolor,55,0.5328925619834712,0.45454545454545453,True,True,0.0295767292262886
Viscaria vulgaris,60,0.31666666666666676,0.11666666666666667,True,False,0.0295369457478872
Vitex agnus-castus,52,0.42603550295857995,0.3076923076923077,True,True,0.04715497134397
Whipplea modesta,62,0.031737773152965554,0.016129032258064516,False,False,-0.0583838617672301
Wyethia angustifolia,64,0.11865234375,0.046875,False,False,0.1363766322603012
Zanthoxylum americanum,56,0.19132653061224492,0.10714285714285714,True,False,-0.0407358303597929
Zephyranthes atamasco,50,0.32719999999999994,0.18,True,False,0.0088990767595782
