species,inat_taxon_id,total_metadata_records,occupied_cells,cells_ge_2,cells_ge_3,max_records_in_cell,median_records_per_occupied_cell,metadata_rank
Pilosella caespitosa,711086,1,1,0,0,1,1.0,6990
Isopogon dubius,711195,1,1,0,0,1,1.0,6991
Veronica porphyriana,711409,1,1,0,0,1,1.0,6992
Klasea pusilla,712118,1,1,0,0,1,1.0,6993
Senecio magellanicus,712403,1,1,0,0,1,1.0,6994
Eutaxia myrtifolia,712809,1,1,0,0,1,1.0,6995
Burmannia longifolia,713011,1,1,0,0,1,1.0,6996
Arachnitis uniflora,713015,1,1,0,0,1,1.0,6997
Olearia paucidentata,713617,1,1,0,0,1,1.0,6998
Ruellia coccinea,713670,1,1,0,0,1,1.0,6999
Drosera stricticaulis,713922,1,1,0,0,1,1.0,7000
Psoralea kougaensis,714282,1,1,0,0,1,1.0,7001
Psoralea sordida,714287,1,1,0,0,1,1.0,7002
Verbesina alata,714348,1,1,0,0,1,1.0,7003
Nototriche flabellata,714948,1,1,0,0,1,1.0,7004
Ampelocissus latifolia,714985,1,1,0,0,1,1.0,7005
Stenomesson flavum,715120,1,1,0,0,1,1.0,7006
Mandevilla petraea,715323,1,1,0,0,1,1.0,7007
Trachymene saniculifolia,715333,1,1,0,0,1,1.0,7008
Leptospermum recurvum,715334,1,1,0,0,1,1.0,7009
Schima brevifolia,715337,1,1,0,0,1,1.0,7010
Salvia miltiorrhiza,715830,1,1,0,0,1,1.0,7011
Gardenia imperialis,715890,1,1,0,0,1,1.0,7012
Escallonia pulverulenta,716435,1,1,0,0,1,1.0,7013
Proustia pyrifolia,716497,1,1,0,0,1,1.0,7014
Alstroemeria revoluta,716663,1,1,0,0,1,1.0,7015
Solanum pinnatum,717036,1,1,0,0,1,1.0,7016
Leucheria glandulosa,717144,1,1,0,0,1,1.0,7017
Cyrtochilum cimiciferum,717393,1,1,0,0,1,1.0,7018
Cyrtochilum serratum,717415,1,1,0,0,1,1.0,7019
Buddleja coriacea,717494,1,1,0,0,1,1.0,7020
Ailanthus excelsa,717704,1,1,0,0,1,1.0,7021
Alternanthera macbridei,717904,1,1,0,0,1,1.0,7022
Geum peruvianum,717927,1,1,0,0,1,1.0,7023
Geum magellanicum,732719,1,1,0,0,1,1.0,7024
Pelargonium multibracteatum,732746,1,1,0,0,1,1.0,7025
Eucalyptus oleosa,733335,1,1,0,0,1,1.0,7026
Gomphrena flaccida,733688,1,1,0,0,1,1.0,7027
Tremandra stelligera,734575,1,1,0,0,1,1.0,7028
Geranium wlassovianum,734977,1,1,0,0,1,1.0,7029
Cyrtorchis letouzeyi,735156,1,1,0,0,1,1.0,7030
Lycium australe,735318,1,1,0,0,1,1.0,7031
Patrinia monandra,736420,1,1,0,0,1,1.0,7032
Ipomoea biflora,736456,1,1,0,0,1,1.0,7033
Euphorbia hsinchuensis,736610,1,1,0,0,1,1.0,7034
Lespedeza chinensis,736656,1,1,0,0,1,1.0,7035
Pleurothallis dunstervillei,736997,1,1,0,0,1,1.0,7036
Aphyllorchis montana,737228,1,1,0,0,1,1.0,7037
Decaspermum gracilentum,737271,1,1,0,0,1,1.0,7038
Pontechium maculatum,737419,1,1,0,0,1,1.0,7039
Pedicularis condensata,737783,1,1,0,0,1,1.0,7040
Veronica flavida,738744,1,1,0,0,1,1.0,7041
Veronica lanceolata,738755,1,1,0,0,1,1.0,7042
Veronica salicifolia,738760,1,1,0,0,1,1.0,7043
Veronica stricta,738800,1,1,0,0,1,1.0,7044
Veronica tenuifolia,738815,1,1,0,0,1,1.0,7045
Veronica krylovii,738842,1,1,0,0,1,1.0,7046
Disa ochrostachya,738864,1,1,0,0,1,1.0,7047
Gavilea longibracteata,739099,1,1,0,0,1,1.0,7048
Aletris formosana,739347,1,1,0,0,1,1.0,7049
Phedimus hybridus,739791,1,1,0,0,1,1.0,7050
Phedimus kamtschaticus,739799,1,1,0,0,1,1.0,7051
Actinotus schwarzii,740066,1,1,0,0,1,1.0,7052
Gavilea australis,740785,1,1,0,0,1,1.0,7053
Ononis mollis,740791,1,1,0,0,1,1.0,7054
Ornithogalum boucheanum,741022,1,1,0,0,1,1.0,7055
Viscaria vulgaris,741459,1,1,0,0,1,1.0,7056
Myoschilos oblongus,741593,1,1,0,0,1,1.0,7057
Valeriana carnosa,742012,1,1,0,0,1,1.0,7058
Viola rosulata,742026,1,1,0,0,1,1.0,7059
Viola congesta,742048,1,1,0,0,1,1.0,7060
Viola volcanica,742117,1,1,0,0,1,1.0,7061
Astragalus buchtormensis,742142,1,1,0,0,1,1.0,7062
Actaea simplex,742176,1,1,0,0,1,1.0,7063
Gentiana alpina,742558,1,1,0,0,1,1.0,7064
Primula grandis,742869,1,1,0,0,1,1.0,7065
Tabernaemontana siphilitica,743039,1,1,0,0,1,1.0,7066
Tabernaemontana heterophylla,743041,1,1,0,0,1,1.0,7067
Stemodia suffruticosa,743123,1,1,0,0,1,1.0,7068
Oriastrum pulvinatum,743266,1,1,0,0,1,1.0,7069
Passiflora cumbalensis,743406,1,1,0,0,1,1.0,7070
Musa violascens,743439,1,1,0,0,1,1.0,7071
Heliconia spathocircinata,743460,1,1,0,0,1,1.0,7072
Schinopsis brasiliensis,745716,1,1,0,0,1,1.0,7073
Lachenalia flava,746287,1,1,0,0,1,1.0,7074
Cymbopogon martini,746560,1,1,0,0,1,1.0,7075
Amphilophium crucigerum,746567,1,1,0,0,1,1.0,7076
Heliosperma pusillum,746616,1,1,0,0,1,1.0,7077
Hamadryas delfinii,746740,1,1,0,0,1,1.0,7078
Combretum lanceolatum,746762,1,1,0,0,1,1.0,7079
Duparquetia orchidacea,746800,1,1,0,0,1,1.0,7080
Desmaria mutabilis,746883,1,1,0,0,1,1.0,7081
Rhodiola himalensis,747188,1,1,0,0,1,1.0,7082
Lysimachia fortunei,748722,1,1,0,0,1,1.0,7083
Eucalyptus diversifolia,748726,1,1,0,0,1,1.0,7084
Myoporum petiolatum,752221,1,1,0,0,1,1.0,7085
Ennealophus foliosus,752233,1,1,0,0,1,1.0,7086
Homalocarpus dichotomus,752458,1,1,0,0,1,1.0,7087
Gnidia daphnifolia,764660,1,1,0,0,1,1.0,7088
Medinilla cordata,764669,1,1,0,0,1,1.0,7089
Dicentra peregrina,764710,1,1,0,0,1,1.0,7090
Utricularia fulva,764798,1,1,0,0,1,1.0,7091
Podophyllum hexandrum,764877,1,1,0,0,1,1.0,7092
Acacia applanata,764878,1,1,0,0,1,1.0,7093
Tigridia arequipensis,764912,1,1,0,0,1,1.0,7094
Phacelia pinnatifida,765230,1,1,0,0,1,1.0,7095
Sambucus africana,765393,1,1,0,0,1,1.0,7096
Sambucus kamtschatica,765402,1,1,0,0,1,1.0,7097
Caladenia dimidia,768587,1,1,0,0,1,1.0,7098
Phebalium bullatum,768673,1,1,0,0,1,1.0,7099
Lasiopetalum behrii,768675,1,1,0,0,1,1.0,7100
Meconopsis simplicifolia,768870,1,1,0,0,1,1.0,7101
Amblynotus rupestris,769220,1,1,0,0,1,1.0,7102
Bothriospermum chinense,769293,1,1,0,0,1,1.0,7103
Cynoglossum amplifolium,769603,1,1,0,0,1,1.0,7104
Echium pitardii,769705,1,1,0,0,1,1.0,7105
Echium trygorrhizum,769716,1,1,0,0,1,1.0,7106
Eremocarya lepida,769764,1,1,0,0,1,1.0,7107
Eritrichium incanum,769792,1,1,0,0,1,1.0,7108
Euploca filiformis,769853,1,1,0,0,1,1.0,7109
Euploca humilis,769858,1,1,0,0,1,1.0,7110
Euploca ovalifolia,769867,1,1,0,0,1,1.0,7111
Euploca strigosa,769886,1,1,0,0,1,1.0,7112
Halgania andromedifolia,769920,1,1,0,0,1,1.0,7113
Halgania cyanea,769924,1,1,0,0,1,1.0,7114
Heliotropium asperrimum,769962,1,1,0,0,1,1.0,7115
Heliotropium brevilimbe,769976,1,1,0,0,1,1.0,7116
Heliotropium leiocarpum,770076,1,1,0,0,1,1.0,7117
Heliotropium verdcourtii,770204,1,1,0,0,1,1.0,7118
Mertensia stylosa,770398,1,1,0,0,1,1.0,7119
Phacelia brachyantha,770944,1,1,0,0,1,1.0,7120
Thyrocarpus glochidiatus,771086,1,1,0,0,1,1.0,7121
Tiquilia elongata,771091,1,1,0,0,1,1.0,7122
Tournefortia sibirica,771164,1,1,0,0,1,1.0,7123
Erica azorica,771694,1,1,0,0,1,1.0,7124
Diplacus bicolor,771811,1,1,0,0,1,1.0,7125
Diplacus brevipes,771814,1,1,0,0,1,1.0,7126
Diplacus douglasii,771821,1,1,0,0,1,1.0,7127
Erythranthe corallina,771862,1,1,0,0,1,1.0,7128
Erythranthe diffusa,771867,1,1,0,0,1,1.0,7129
Erythranthe pallens,771898,1,1,0,0,1,1.0,7130
Erythranthe thermalis,771916,1,1,0,0,1,1.0,7131
Solanum maglia,772070,1,1,0,0,1,1.0,7132
Chrysosplenium serreanum,772215,1,1,0,0,1,1.0,7133
Micranthes merkii,772255,1,1,0,0,1,1.0,7134
Micranthes pallida,772258,1,1,0,0,1,1.0,7135
Oresitrophe rupifraga,772284,1,1,0,0,1,1.0,7136
Saxifraga alberti,772292,1,1,0,0,1,1.0,7137
Saxifraga boussingaultii,772320,1,1,0,0,1,1.0,7138
Saxifraga brunonis,772326,1,1,0,0,1,1.0,7139
Saxifraga filicaulis,772406,1,1,0,0,1,1.0,7140
Saxifraga gemmipara,772420,1,1,0,0,1,1.0,7141
Saxifraga pulvinaria,772582,1,1,0,0,1,1.0,7142
Saxifraga punctulata,772583,1,1,0,0,1,1.0,7143
Saxifraga rotundipetala,772596,1,1,0,0,1,1.0,7144
Saxifraga stella-aurea,772627,1,1,0,0,1,1.0,7145
Sporobolus anglicus,772983,1,1,0,0,1,1.0,7146
Hemerocallis minor,773685,1,1,0,0,1,1.0,7147
Goodyera biflora,773866,1,1,0,0,1,1.0,7148
Neottia morrisonicola,773926,1,1,0,0,1,1.0,7149
Nolana paradoxa,774141,1,1,0,0,1,1.0,7150
Clematis henryi,774399,1,1,0,0,1,1.0,7151
Acacia caerulescens,775173,1,1,0,0,1,1.0,7152
Kennedia carinata,775333,1,1,0,0,1,1.0,7153
Arundo micrantha,775417,1,1,0,0,1,1.0,7154
Genista microphylla,775428,1,1,0,0,1,1.0,7155
Malva thuringiaca,775554,1,1,0,0,1,1.0,7156
Clematis aethusifolia,776882,1,1,0,0,1,1.0,7157
Leonurus pseudomacranthus,776890,1,1,0,0,1,1.0,7158
Leonurus tataricus,776894,1,1,0,0,1,1.0,7159
Impatiens buccinalis,776981,1,1,0,0,1,1.0,7160
Impatiens thomensis,776982,1,1,0,0,1,1.0,7161
Fragaria mandshurica,777064,1,1,0,0,1,1.0,7162
Wikstroemia chamaedaphne,777326,1,1,0,0,1,1.0,7163
Cyrtochilum diodon,777404,1,1,0,0,1,1.0,7164
Lonicera microphylla,777746,1,1,0,0,1,1.0,7165
Pterocephalus porphyranthus,777831,1,1,0,0,1,1.0,7166
Valeriana grisiana,777955,1,1,0,0,1,1.0,7167
Valeriana phylicoides,778030,1,1,0,0,1,1.0,7168
Valeriana triphylla,778093,1,1,0,0,1,1.0,7169
Valeriana wolgensis,778116,1,1,0,0,1,1.0,7170
Roepera apiculata,778949,1,1,0,0,1,1.0,7171
Roepera billardierei,778950,1,1,0,0,1,1.0,7172
Roepera glauca,778956,1,1,0,0,1,1.0,7173
Roepera eremaea,778979,1,1,0,0,1,1.0,7174
Roepera iodocarpa,778985,1,1,0,0,1,1.0,7175
Gypsophila patrinii,779059,1,1,0,0,1,1.0,7176
Plantago depressa,779061,1,1,0,0,1,1.0,7177
Hypecoum erectum,779063,1,1,0,0,1,1.0,7178
Pulsatilla turczaninovii,779085,1,1,0,0,1,1.0,7179
Goniolimon speciosum,779091,1,1,0,0,1,1.0,7180
Pedicularis rubens,779126,1,1,0,0,1,1.0,7181
Androsace incana,779140,1,1,0,0,1,1.0,7182
Thalictrum petaloideum,779144,1,1,0,0,1,1.0,7183
Salix rorida,779154,1,1,0,0,1,1.0,7184
Panzerina lanata,779222,1,1,0,0,1,1.0,7185
Saussurea salicifolia,779252,1,1,0,0,1,1.0,7186
Plumbago caerulea,779304,1,1,0,0,1,1.0,7187
Mikania periplocifolia,779896,1,1,0,0,1,1.0,7188
Zygophyllum rosowii,780435,1,1,0,0,1,1.0,7189
Vagaria parviflora,780682,1,1,0,0,1,1.0,7190
Calceolaria corymbosa,780848,1,1,0,0,1,1.0,7191
Loasa acanthifolia,780855,1,1,0,0,1,1.0,7192
Artemisia gmelinii,780895,1,1,0,0,1,1.0,7193
Stellaria radians,780916,1,1,0,0,1,1.0,7194
Melaleuca sparsa,781157,1,1,0,0,1,1.0,7195
Melaleuca orbifolia,781159,1,1,0,0,1,1.0,7196
Ceropegia attenuata,781324,1,1,0,0,1,1.0,7197
Eryngium ebracteatum,781518,1,1,0,0,1,1.0,7198
Bidens pachyloma,781532,1,1,0,0,1,1.0,7199
Glandularia selloi,781611,1,1,0,0,1,1.0,7200
Glaucium elegans,781632,1,1,0,0,1,1.0,7201
Filicium longifolium,781681,1,1,0,0,1,1.0,7202
Passiflora variolata,781692,1,1,0,0,1,1.0,7203
Berberis trigona,782627,1,1,0,0,1,1.0,7204
Jacksonia thesioides,782639,1,1,0,0,1,1.0,7205
Sigesbeckia pubescens,782886,1,1,0,0,1,1.0,7206
Fuertesimalva peruviana,782896,1,1,0,0,1,1.0,7207
Solenomelus pedunculatus,782986,1,1,0,0,1,1.0,7208
Alectryon oleifolius,783975,1,1,0,0,1,1.0,7209
Drimia hesperia,784227,1,1,0,0,1,1.0,7210
Olsynium scirpoideum,784756,1,1,0,0,1,1.0,7211
Schizotrichia jelskii,784839,1,1,0,0,1,1.0,7212
Glossoloma purpureum,784930,1,1,0,0,1,1.0,7213
Helmholtzia acorifolia,784970,1,1,0,0,1,1.0,7214
Alpinia modesta,785300,1,1,0,0,1,1.0,7215
Pombalia verticillata,785529,1,1,0,0,1,1.0,7216
Gentiana nipponica,785973,1,1,0,0,1,1.0,7217
Anemarrhena asphodeloides,785991,1,1,0,0,1,1.0,7218
Swainsona microphylla,786442,1,1,0,0,1,1.0,7219
Prostanthera incisa,786485,1,1,0,0,1,1.0,7220
Zornia gibbosa,787020,1,1,0,0,1,1.0,7221
Exacum tetragonum,787042,1,1,0,0,1,1.0,7222
Pedicularis sibirica,787058,1,1,0,0,1,1.0,7223
Nolana sedifolia,787145,1,1,0,0,1,1.0,7224
Boquila trifoliolata,787205,1,1,0,0,1,1.0,7225
Hexasepalum teres,787459,1,1,0,0,1,1.0,7226
Gentiana urnula,787651,1,1,0,0,1,1.0,7227
Olearia magniflora,787671,1,1,0,0,1,1.0,7228
Olearia muelleri,787696,1,1,0,0,1,1.0,7229
Tocoyena formosa,787921,1,1,0,0,1,1.0,7230
Murdannia gigantea,788084,1,1,0,0,1,1.0,7231
Centaurium cachanlahuen,789319,1,1,0,0,1,1.0,7232
Pilea aquarum,789403,1,1,0,0,1,1.0,7233
Ruellia morongii,790077,1,1,0,0,1,1.0,7234
Grevillea quercifolia,790139,1,1,0,0,1,1.0,7235
Prostanthera linearis,790259,1,1,0,0,1,1.0,7236
Gyrostemon australasicus,790362,1,1,0,0,1,1.0,7237
Habenaria procera,790449,1,1,0,0,1,1.0,7238
Lupinus bracteolaris,790511,1,1,0,0,1,1.0,7239
Caladenia reticulata,790526,1,1,0,0,1,1.0,7240
Gelasine elongata,790565,1,1,0,0,1,1.0,7241
Geijera linearifolia,790570,1,1,0,0,1,1.0,7242
Ophiorrhiza mungos,790760,1,1,0,0,1,1.0,7243
Picrorhiza kurrooa,790767,1,1,0,0,1,1.0,7244
Acrisione denticulata,790913,1,1,0,0,1,1.0,7245
Gentiana olivieri,790993,1,1,0,0,1,1.0,7246
Gentiana tianschanica,790994,1,1,0,0,1,1.0,7247
Anabasis brevifolia,791037,1,1,0,0,1,1.0,7248
Lobelia robusta,791141,1,1,0,0,1,1.0,7249
Drosera spilos,791277,1,1,0,0,1,1.0,7250
Berberis ruscifolia,791835,1,1,0,0,1,1.0,7251
Aegopodium alpestre,791877,1,1,0,0,1,1.0,7252
Hyalosperma demissum,791896,1,1,0,0,1,1.0,7253
Lysimachia tenella,792228,1,1,0,0,1,1.0,7254
Menonvillea linearis,792475,1,1,0,0,1,1.0,7255
Alshehbazia hauthalii,792496,1,1,0,0,1,1.0,7256
Jaborosa magellanica,792655,1,1,0,0,1,1.0,7257
Oxalis laciniata,792678,1,1,0,0,1,1.0,7258
Pueraria tuberosa,793345,1,1,0,0,1,1.0,7259
Rhodiola crenulata,793357,1,1,0,0,1,1.0,7260
Conanthera trimaculata,793596,1,1,0,0,1,1.0,7261
Macrachaenium gracile,793688,1,1,0,0,1,1.0,7262
Tolpis webbii,793727,1,1,0,0,1,1.0,7263
Campanula petiolata,793756,1,1,0,0,1,1.0,7264
Sclerophylax spinescens,793760,1,1,0,0,1,1.0,7265
Mutisia clematis,794086,1,1,0,0,1,1.0,7266
Convolvulus hermanniae,794171,1,1,0,0,1,1.0,7267
Exacum tenue,794579,1,1,0,0,1,1.0,7268
Mniodes piptolepis,794689,1,1,0,0,1,1.0,7269
Libinhania gracilipes,794854,1,1,0,0,1,1.0,7270
Libinhania rosulata,794868,1,1,0,0,1,1.0,7271
Libinhania sphaerocephala,794869,1,1,0,0,1,1.0,7272
Calceolaria nudicaulis,794956,1,1,0,0,1,1.0,7273
Voacanga globosa,794961,1,1,0,0,1,1.0,7274
Elleanthus arpophyllostachys,795166,1,1,0,0,1,1.0,7275
Rhynchanthera grandiflora,795329,1,1,0,0,1,1.0,7276
Monttea aphylla,795524,1,1,0,0,1,1.0,7277
Saussurea glacialis,795567,1,1,0,0,1,1.0,7278
Saussurea wellbyi,795581,1,1,0,0,1,1.0,7279
Saussurea pricei,795584,1,1,0,0,1,1.0,7280
Arisaema griffithii,796057,1,1,0,0,1,1.0,7281
Diostea juncea,796074,1,1,0,0,1,1.0,7282
Argemone subfusiformis,796450,1,1,0,0,1,1.0,7283
Caleana nigrita,796688,1,1,0,0,1,1.0,7284
Azorella filamentosa,797103,1,1,0,0,1,1.0,7285
Azorella prolifera,797147,1,1,0,0,1,1.0,7286
Senecio algens,797841,1,1,0,0,1,1.0,7287
Oncidium bryolophotum,797894,1,1,0,0,1,1.0,7288
Osbeckia australiana,798101,1,1,0,0,1,1.0,7289
Dracaena sanderiana,800897,1,1,0,0,1,1.0,7290
Neobartsia camporum,801045,1,1,0,0,1,1.0,7291
Nassauvia axillaris,801344,1,1,0,0,1,1.0,7292
Nassauvia lagascae,801354,1,1,0,0,1,1.0,7293
Caiophora deserticola,801374,1,1,0,0,1,1.0,7294
Leucheria candidissima,801436,1,1,0,0,1,1.0,7295
Iris glaucescens,801442,1,1,0,0,1,1.0,7296
Perezia pedicularidifolia,801722,1,1,0,0,1,1.0,7297
Xerophyta eglandulosa,801827,1,1,0,0,1,1.0,7298
Microchirita bimaculata,801983,1,1,0,0,1,1.0,7299
Pedicularis alaschanica,803004,1,1,0,0,1,1.0,7300
Delphinium malabaricum,803198,1,1,0,0,1,1.0,7301
Veronica cana,803459,1,1,0,0,1,1.0,7302
Qualea grandiflora,803563,1,1,0,0,1,1.0,7303
Allardia tridactylites,803613,1,1,0,0,1,1.0,7304
Alfredia cernua,803652,1,1,0,0,1,1.0,7305
Achillea asiatica,803653,1,1,0,0,1,1.0,7306
Crossandra subacaulis,803754,1,1,0,0,1,1.0,7307
Acacia divergens,803792,1,1,0,0,1,1.0,7308
Spyridium globulosum,803893,1,1,0,0,1,1.0,7309
Clusia nemorosa,803966,1,1,0,0,1,1.0,7310
Leiospora subscapigera,804390,1,1,0,0,1,1.0,7311
Phelipanche reuteriana,804773,1,1,0,0,1,1.0,7312
Trichocline reptans,804788,1,1,0,0,1,1.0,7313
Sisyrinchium arenarium,804859,1,1,0,0,1,1.0,7314
Frankenia triandra,805244,1,1,0,0,1,1.0,7315
Tolypanthus lageniferus,805362,1,1,0,0,1,1.0,7316
Banisteriopsis campestris,806277,1,1,0,0,1,1.0,7317
Visnaga daucoides,806563,1,1,0,0,1,1.0,7318
Calceolaria polyrhiza,806760,1,1,0,0,1,1.0,7319
Croton heliotropiifolius,806769,1,1,0,0,1,1.0,7320
Nymphoides humboldtiana,807297,1,1,0,0,1,1.0,7321
Papaver cambricum,807416,1,1,0,0,1,1.0,7322
Meconopsis sulphurea,807584,1,1,0,0,1,1.0,7323
Eriophyton lamiiflorum,808202,1,1,0,0,1,1.0,7324
Scutellaria supina,808436,1,1,0,0,1,1.0,7325
Opuntia anahuacensis,809289,1,1,0,0,1,1.0,7326
Allium atrosanguineum,809362,1,1,0,0,1,1.0,7327
Allium tulipifolium,810103,1,1,0,0,1,1.0,7328
Senecio tricuspidatus,811076,1,1,0,0,1,1.0,7329
Lepechinia salviae,811307,1,1,0,0,1,1.0,7330
Berberis actinacantha,811333,1,1,0,0,1,1.0,7331
Carduus clavulatus,812628,1,1,0,0,1,1.0,7332
Dicoma elegans,814285,1,1,0,0,1,1.0,7333
Trochomeria polymorpha,815896,1,1,0,0,1,1.0,7334
Eremurus lactiflorus,818673,1,1,0,0,1,1.0,7335
Scutellaria repens,820744,1,1,0,0,1,1.0,7336
Chesneya hissarica,820778,1,1,0,0,1,1.0,7337
Chesneya purpurea,820795,1,1,0,0,1,1.0,7338
Taverniera multinoda,820852,1,1,0,0,1,1.0,7339
Pleurospermum uralense,820883,1,1,0,0,1,1.0,7340
Potentilla flagellaris,820887,1,1,0,0,1,1.0,7341
Swertia dichotoma,820888,1,1,0,0,1,1.0,7342
Allium rubens,820889,1,1,0,0,1,1.0,7343
Gaertnera vaginata,820917,1,1,0,0,1,1.0,7344
Lathyrus magellanicus,823367,1,1,0,0,1,1.0,7345
Stachys spinulosa,823381,1,1,0,0,1,1.0,7346
Convolvulus chilensis,823411,1,1,0,0,1,1.0,7347
Chamaecytisus ruthenicus,823414,1,1,0,0,1,1.0,7348
Rufodorsia major,823482,1,1,0,0,1,1.0,7349
Ipomoea campestris,823560,1,1,0,0,1,1.0,7350
Daucus insularis,823590,1,1,0,0,1,1.0,7351
Pentapetes phoenicea,823710,1,1,0,0,1,1.0,7352
Cerastium davuricum,823725,1,1,0,0,1,1.0,7353
Ranunculus altaicus,823734,1,1,0,0,1,1.0,7354
Hovea heterophylla,823796,1,1,0,0,1,1.0,7355
Sparattosperma leucanthum,823819,1,1,0,0,1,1.0,7356
Evolvulus pusillus,824292,1,1,0,0,1,1.0,7357
Tribulus macropterus,824441,1,1,0,0,1,1.0,7358
Populus suaveolens,824442,1,1,0,0,1,1.0,7359
Oxalis arenaria,824613,1,1,0,0,1,1.0,7360
Xysmalobium holubii,824688,1,1,0,0,1,1.0,7361
Allium strictum,824855,1,1,0,0,1,1.0,7362
Senna rugosa,826338,1,1,0,0,1,1.0,7363
Malpighia caribaea,827975,1,1,0,0,1,1.0,7364
Sidneya tenuifolia,828844,1,1,0,0,1,1.0,7365
Platycapnos spicata,829204,1,1,0,0,1,1.0,7366
Columnea longinervosa,829383,1,1,0,0,1,1.0,7367
Paeonia hybrida,829424,1,1,0,0,1,1.0,7368
Dipodium pandanum,829451,1,1,0,0,1,1.0,7369
Diuris unica,829533,1,1,0,0,1,1.0,7370
Chloraea crispa,829543,1,1,0,0,1,1.0,7371
Chloraea viridiflora,829597,1,1,0,0,1,1.0,7372
Gavilea litoralis,829619,1,1,0,0,1,1.0,7373
Gavilea platyantha,829620,1,1,0,0,1,1.0,7374
Ponthieva rostrata,829842,1,1,0,0,1,1.0,7375
Achlydosa glandulosa,830229,1,1,0,0,1,1.0,7376
Cistanthe laxiflora,830614,1,1,0,0,1,1.0,7377
Primula nivalis,830735,1,1,0,0,1,1.0,7378
Goniolimon orthocladum,831220,1,1,0,0,1,1.0,7379
Pultenaea canescens,833491,1,1,0,0,1,1.0,7380
Leptopetalum strigulosum,834743,1,1,0,0,1,1.0,7381
Cherleria biflora,836811,1,1,0,0,1,1.0,7382
Cherleria obtusiloba,836821,1,1,0,0,1,1.0,7383
Delphinium dictyocarpum,837289,1,1,0,0,1,1.0,7384
Blakea parasitica,840274,1,1,0,0,1,1.0,7385
Drosera hirtella,840324,1,1,0,0,1,1.0,7386
Eremogone procera,840413,1,1,0,0,1,1.0,7387
Nymphaea rudgeana,840556,1,1,0,0,1,1.0,7388
Helichrysum gofense,840591,1,1,0,0,1,1.0,7389
Sedum mooneyi,840595,1,1,0,0,1,1.0,7390
Dichorisandra penduliflora,840972,1,1,0,0,1,1.0,7391
Verticordia inclusa,841479,1,1,0,0,1,1.0,7392
Verticordia interioris,841482,1,1,0,0,1,1.0,7393
Pimelea argentea,841591,1,1,0,0,1,1.0,7394
Hippeastrum aulicum,841660,1,1,0,0,1,1.0,7395
Hippeastrum elegans,841681,1,1,0,0,1,1.0,7396
Pancratium foetidum,841751,1,1,0,0,1,1.0,7397
Pyrolirion albicans,841825,1,1,0,0,1,1.0,7398
Pyrolirion arvense,841826,1,1,0,0,1,1.0,7399
Mazus goodeniifolius,842100,1,1,0,0,1,1.0,7400
Disporum hainanense,842173,1,1,0,0,1,1.0,7401
Androsace spinulifera,842395,1,1,0,0,1,1.0,7402
Nepeta sibirica,842502,1,1,0,0,1,1.0,7403
Maschalocephalus dinklagei,842561,1,1,0,0,1,1.0,7404
Spathanthus unilateralis,842589,1,1,0,0,1,1.0,7405
Veronica pinnata,842901,1,1,0,0,1,1.0,7406
Cantua dendritica,843619,1,1,0,0,1,1.0,7407
Polemonium chinense,844116,1,1,0,0,1,1.0,7408
Sincoraea mucugensis,845975,1,1,0,0,1,1.0,7409
Aeonium lancerottense,845982,1,1,0,0,1,1.0,7410
Pitcairnia barrigae,846536,1,1,0,0,1,1.0,7411
Pitcairnia staminea,846679,1,1,0,0,1,1.0,7412
Lomandra insularis,847031,1,1,0,0,1,1.0,7413
Ceiba insignis,847117,1,1,0,0,1,1.0,7414
Puya membranacea,847297,1,1,0,0,1,1.0,7415
Racinaea tetrantha,847449,1,1,0,0,1,1.0,7416
Billbergia vittata,847740,1,1,0,0,1,1.0,7417
Guzmania weberbaueri,847940,1,1,0,0,1,1.0,7418
Epidendrum bambusiforme,848263,1,1,0,0,1,1.0,7419
Stemona sessilifolia,848493,1,1,0,0,1,1.0,7420
Misodendrum oblongifolium,848657,1,1,0,0,1,1.0,7421
Dendropemon pycnophyllus,848940,1,1,0,0,1,1.0,7422
Dracocephalum peregrinum,849938,1,1,0,0,1,1.0,7423
Tapinanthus bangwensis,850039,1,1,0,0,1,1.0,7424
Psittacanthus dichrous,850089,1,1,0,0,1,1.0,7425
Dendrophthoe incarnata,850151,1,1,0,0,1,1.0,7426
Amyema fitzgeraldii,850304,1,1,0,0,1,1.0,7427
Amyema nestor,850329,1,1,0,0,1,1.0,7428
Corsia dispar,850468,1,1,0,0,1,1.0,7429
Argophyllum nitidum,850589,1,1,0,0,1,1.0,7430
Vallisneria triptera,850622,1,1,0,0,1,1.0,7431
Tristagma nivale,850710,1,1,0,0,1,1.0,7432
Anthotium humile,851144,1,1,0,0,1,1.0,7433
Anthotium rubriflorum,851148,1,1,0,0,1,1.0,7434
Coopernookia strophiolata,851152,1,1,0,0,1,1.0,7435
Semecarpus australiensis,851169,1,1,0,0,1,1.0,7436
Stemodia lythrifolia,851178,1,1,0,0,1,1.0,7437
Crataegus chlorosarca,851192,1,1,0,0,1,1.0,7438
Dampiera ferruginea,851254,1,1,0,0,1,1.0,7439
Goodenia caerulea,851335,1,1,0,0,1,1.0,7440
Goodenia cirrifica,851341,1,1,0,0,1,1.0,7441
Goodenia fasciculata,851366,1,1,0,0,1,1.0,7442
Goodenia glomerata,851376,1,1,0,0,1,1.0,7443
Goodenia stelligera,851475,1,1,0,0,1,1.0,7444
