block,scenario,metric,spearman_parent_score,n
thermal_regime,all_four_full_sharing_scenarios,augmented_minus_parent_score,-0.46646089046089045,1000
thermal_regime,all_four_full_sharing_scenarios,true_axis_vector_coverage,0.026293430293430294,1000
thermal_regime,all_four_full_sharing_scenarios,true_axis_projection_corr_mean,0.009985041985041986,1000
thermal_regime,all_four_full_sharing_scenarios,train_transition_exposure,0.07929939916912382,1000
thermal_regime,all_four_full_sharing_scenarios,evaluation_transition_exposure,0.08686478556556217,1000
thermal_regime,all_four_full_sharing_scenarios,train_colour_variability,-0.4747842111907814,1000
thermal_regime,all_four_full_sharing_scenarios,evaluation_colour_variability,-0.45747572397946495,1000
thermal_regime,all_four_full_sharing_scenarios,train_true_projection_sd,0.04300545100545101,1000
thermal_regime,all_four_full_sharing_scenarios,evaluation_true_projection_sd,0.05161346761346761,1000
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,augmented_minus_parent_score,-0.3725285844573513,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,true_axis_vector_coverage,0.15328411654586474,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,true_axis_projection_corr_mean,-0.14299659194547112,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,train_transition_exposure,-0.24725307426284965,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,evaluation_transition_exposure,-0.1930223881468902,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,train_colour_variability,-0.03837722666570166,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,evaluation_colour_variability,0.006316160056238646,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,train_true_projection_sd,-0.1599312629002064,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=0.5|world=climate_shared_shifted,evaluation_true_projection_sd,-0.14141371861949792,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,augmented_minus_parent_score,-0.3513698459175347,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,true_axis_vector_coverage,-0.03525445207123314,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,true_axis_projection_corr_mean,-0.4446526184418951,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,train_transition_exposure,-0.4382185361892246,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,evaluation_transition_exposure,-0.42580788304004885,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,train_colour_variability,-0.044095572309971263,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,evaluation_colour_variability,0.005331965075795439,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,train_true_projection_sd,-0.4350831853309653,250
thermal_regime,amplitude=1.0|shared_fraction=1.0|threshold_sd=1.0|world=climate_shared_shifted,evaluation_true_projection_sd,-0.40774809196947154,250
