block,world,amplitude,shared_fraction,threshold_sd,replicates,parent_detection_rate,parent_score_mean,parent_score_median,parent_score_p10,parent_score_p90,augmented_true_axis_score_mean,augmented_true_axis_score_median,augmented_true_axis_score_p10,augmented_true_axis_score_p90,augmented_minus_parent_score_mean,augmented_minus_parent_score_median,augmented_minus_parent_score_p10,augmented_minus_parent_score_p90,privileged_true_axis_posterior_mass_mean,privileged_true_axis_posterior_mass_median,privileged_true_axis_posterior_mass_p10,privileged_true_axis_posterior_mass_p90,true_axis_vector_coverage_mean,true_axis_vector_coverage_median,true_axis_vector_coverage_p10,true_axis_vector_coverage_p90,true_axis_projection_corr_mean_mean,true_axis_projection_corr_mean_median,true_axis_projection_corr_mean_p10,true_axis_projection_corr_mean_p90,true_axis_projection_corr_min_fold_mean,true_axis_projection_corr_min_fold_median,true_axis_projection_corr_min_fold_p10,true_axis_projection_corr_min_fold_p90,train_transition_exposure_mean,train_transition_exposure_median,train_transition_exposure_p10,train_transition_exposure_p90,evaluation_transition_exposure_mean,evaluation_transition_exposure_median,evaluation_transition_exposure_p10,evaluation_transition_exposure_p90,train_colour_variability_mean,train_colour_variability_median,train_colour_variability_p10,train_colour_variability_p90,evaluation_colour_variability_mean,evaluation_colour_variability_median,evaluation_colour_variability_p10,evaluation_colour_variability_p90,train_true_projection_sd_mean,train_true_projection_sd_median,train_true_projection_sd_p10,train_true_projection_sd_p90,evaluation_true_projection_sd_mean,evaluation_true_projection_sd_median,evaluation_true_projection_sd_p10,evaluation_true_projection_sd_p90,common_threshold
thermal_regime,climate_shared_shifted,1.0,1.0,0.5,250,0.0,0.0006069708067212465,0.00068466280037455,-0.00022450776967751,0.00143652646136725,0.0005922622128204382,0.00063617059883455,-0.00018796556498404998,0.00143567916474005,-1.4708593900807247e-05,-2.1035698572235246e-05,-8.363615757312508e-05,6.426144169771267e-05,0.05672610509178382,0.053126471806055495,0.03250455145927557,0.08373844137749158,0.9234354076996348,0.932525035913339,0.8460789740107518,0.9820557497253789,0.9795511745508197,0.9934015301210942,0.9598821333043598,0.9988759083411769,0.9751537070011198,0.9917293976241216,0.9487964229764192,0.998486536426778,0.32480000000000003,0.325,0.1875,0.45,0.3164,0.325,0.1875,0.45,0.99175,1.0,0.975,1.0,0.9903,0.9875,0.975,1.0,0.18987262280501715,0.1909121395224631,0.09315150114403145,0.2788668770781519,0.180965803875886,0.18617439616902387,0.08950377661324614,0.2644144369443044,
thermal_regime,climate_shared_shifted,1.0,1.0,1.0,250,0.0,0.00046901505425293877,0.00048973725843815,-0.00038399966432653995,0.00140435239403738,0.00045748572740767125,0.00048380262065185,-0.00037644469708686,0.0013684106516637,-1.1529326845266519e-05,-1.9121633968859325e-05,-7.150021347134572e-05,5.1723004021063626e-05,0.049232788549974364,0.0458702182777798,0.02480348959932127,0.08037004187293557,0.9218688923480634,0.9289024059658308,0.8445081744028186,0.9831368769838794,0.9839511877933699,0.9937839353977892,0.9667875715714523,0.9989283543059626,0.9802124179788323,0.992168005140481,0.9536818931144339,0.9986785408769445,0.23535000000000003,0.225,0.1125,0.35,0.22985,0.225,0.12375000000000003,0.3375,0.9848,0.9875,0.9625,1.0,0.98435,0.9875,0.9625,1.0,0.19137842598849322,0.19503912406007046,0.09288233881251395,0.27101825011828506,0.18155527311281536,0.1863010785174889,0.09387656669164975,0.26557387716426084,
thermal_regime,climate_shared_shifted,2.0,1.0,0.5,250,0.224,0.005085063791553194,0.00470562016978115,0.00051793257217644,0.010130897370396309,0.004954426190709519,0.004625586232068751,0.0005621080851976801,0.01013859335748972,-0.00013063760084365572,-0.0001231956754189,-0.00052243509188181,0.0001263219788597399,0.09914809555892427,0.06746716100765725,0.02804759580149637,0.21506211007132509,0.9161669188448932,0.9274325190104872,0.836372063588971,0.9751539243805887,0.98389040015989,0.993757727493441,0.9654549417972265,0.9989553828439026,0.9801377585619077,0.9924274205456842,0.955432995203971,0.9985936525434738,0.3399,0.3375,0.2125,0.475,0.32744999999999996,0.325,0.2,0.45,0.7627,0.7625,0.675,0.85,0.76005,0.7625,0.6737500000000001,0.8375,0.19306409430084198,0.19631802655458397,0.10021560640105188,0.2880938201120441,0.1833131060660949,0.18728664702643355,0.09295870543506568,0.27247694603179207,
thermal_regime,climate_shared_common_offset,1.0,1.0,0.0,250,0.0,0.0009122051546956678,0.0008170202251689,-7.341356907043942e-05,0.00202899690752427,0.0008922129623698799,0.00077895052478445,-7.236648783192433e-05,0.00192445532812325,-1.999219232578413e-05,-2.4623358349021502e-05,-9.981617065231581e-05,6.987774081326067e-05,0.05696452327604875,0.048752797815355894,0.025077185247913972,0.09723227735937236,0.9122665383502097,0.9213395868880532,0.8322202031721345,0.9764466956093889,0.9841821972691073,0.9926191465586783,0.9638595387128623,0.9987257762587184,0.9803085198457274,0.9907126960885244,0.951465662688944,0.9984170347474357,0.2839,0.26875000000000004,0.0,0.625,0.27295,0.2625,0.0,0.58875,0.99,1.0,0.975,1.0,0.98895,0.9875,0.975,1.0,0.18975040427500373,0.1906543986591582,0.09087126992304721,0.2876137900755287,0.1797914462147863,0.1807840314712694,0.09249462678185658,0.270424601260794,0.5
water_balance,climate_shared_shifted,1.0,1.0,0.5,250,0.032,0.002408362652059465,0.00200553379630055,0.00019931063147950008,0.0048515551258583,0.002827674552647547,0.0023859672059976,0.0004665678430216101,0.0059880487867099794,0.00041931190058806664,0.00012774998693765,-0.00017689244369592999,0.0014918154824525595,0.18781749440917855,0.1536053128265124,0.06108763797499607,0.3802640109896877,0.9216158280775953,0.9310701068761045,0.851281315735102,0.9815290451825739,0.9577145584564417,0.9735884663947636,0.9044741360361016,0.9947891946614301,0.9445103655336246,0.9644312613733255,0.8714702666577395,0.9929744307897844,0.5808499999999999,0.5875,0.44875000000000004,0.7,0.5627000000000001,0.575,0.45,0.6625,0.99305,1.0,0.975,1.0,0.993,1.0,0.975,1.0,0.3827105578886042,0.38082320002636527,0.22310328993504044,0.5208046193847996,0.3599278220617032,0.3668796856326907,0.21280686655008868,0.4997955915996572,
water_balance,climate_shared_shifted,1.0,1.0,1.0,250,0.0,0.0014493392280674527,0.00131362154727875,-0.00020009308993924996,0.0034280309107047294,0.001544633335986,0.00139575010425505,-5.5536522073676186e-05,0.003512006933038329,9.529410791854975e-05,-8.190389792485847e-06,-0.00028591964456433,0.0006961926632206197,0.12258425387424,0.09126974154075065,0.03742155602703923,0.26396667112216465,0.9113027656255857,0.9199575311733343,0.8343538396020267,0.9731545812888371,0.9543218948835601,0.9651527703629078,0.9095575602244018,0.9955254406785053,0.9399432996971896,0.9566571297136638,0.8640375994543791,0.9936881011157249,0.43060000000000004,0.4375,0.2875,0.5625,0.40495,0.4125,0.2625,0.525,0.9871500000000001,0.9875,0.9625,1.0,0.98775,0.9875,0.975,1.0,0.396610870915065,0.40116124959575983,0.21945148552172042,0.5582335118123715,0.36920405142120616,0.37322700336120707,0.205964179533282,0.528734232540213,
water_balance,climate_shared_shifted,2.0,1.0,0.5,250,0.716,0.014262822363441521,0.012965596032793202,0.004372992432886531,0.02722704016899277,0.01847825688601569,0.018292572811215997,0.007129630343644591,0.031045932562052327,0.004215434522574152,0.00148311036773625,-0.0013260241087779598,0.015082995886863,0.5185639084787668,0.4963207540238934,0.1458862755016663,0.9823503388811352,0.9124186585145141,0.9205623925935068,0.8224811924527008,0.9770535577976501,0.9488545717117848,0.9691698317711913,0.9054042340452731,0.9950056523414103,0.9331669452662222,0.9566279565186848,0.8665523130501309,0.9937366260119626,0.5839,0.5875,0.45,0.7,0.5585999999999999,0.575,0.425,0.66375,0.83225,0.8375,0.775,0.9,0.8226,0.825,0.75,0.8875,0.39288342940189813,0.4072048092897206,0.21583225156937724,0.5653583355181853,0.36667600892868657,0.37818840048017177,0.20337160084902461,0.5197529656117582,
water_balance,climate_shared_common_offset,1.0,1.0,0.0,250,0.008,0.0025057888376379713,0.0021679565708381497,0.00013989449306908006,0.00566412014894254,0.0029715914247680927,0.0026842207999179003,0.00032224374947375004,0.006258328595982299,0.00046580258713010183,0.00020185217997919998,-0.00024316398239519998,0.0014040124320860894,0.18687135188422996,0.1542451687435361,0.056314308920613614,0.3577153720517602,0.9148715998176228,0.9199086793686566,0.8400907757534563,0.9788784063880935,0.9516542874449696,0.9697578602538853,0.8997419278807768,0.9938163930150279,0.9360727854655381,0.9604640367172661,0.8715516981388512,0.9920856673600649,0.5412,0.5875,0.31000000000000005,0.7125,0.5140999999999999,0.525,0.275,0.7012499999999999,0.9928,1.0,0.975,1.0,0.99265,1.0,0.975,1.0,0.37992937692067996,0.3716597813440899,0.21344071335352596,0.5480164422802533,0.35346346480244745,0.34588870807312266,0.20529356980160976,0.5193039236319876,0.5
atmospheric_energy_dryness,climate_shared_shifted,1.0,1.0,0.5,250,0.068,0.0031493246602093982,0.0026389850153971496,0.00030403227903566,0.0069033961635373,0.003585954359761252,0.0031807052510962,0.0006627980467657502,0.00728052132106535,0.0004366296995518399,0.00024345629794049998,-0.00027362585731889,0.0014043794306592594,0.20275036331577728,0.1877286434228611,0.07229193698424159,0.3527853309228368,0.9201307050477123,0.9270902137969008,0.8487395729274531,0.9822152353757457,0.956242734181578,0.968813119290008,0.9149326511684593,0.9924373871844719,0.9444645497871622,0.9606019594559603,0.8887039729756904,0.9910010465566605,0.6041,0.60625,0.39875000000000005,0.81375,0.60625,0.5875,0.42375,0.8125,0.9932,1.0,0.975,1.0,0.9928499999999999,1.0,0.975,1.0,0.36817468535912756,0.3606336948057606,0.22572474135744536,0.5285585438998998,0.35840315064409584,0.35390486349803396,0.22367037621858327,0.5143240522689815,
atmospheric_energy_dryness,climate_shared_shifted,1.0,1.0,1.0,250,0.004,0.0017394886667579006,0.0017417326847751,-0.0003509348673783999,0.00398117159450845,0.0018550624938089753,0.0017478318672311,-0.00022888173785825999,0.00398097617411829,0.00011557382705106567,2.093993675153364e-05,-0.00030082430372442,0.0006440427159460399,0.12991788193877832,0.1050270731346747,0.04198967231139005,0.2571336855481666,0.9182142844459357,0.9287572672529264,0.8398122452246235,0.9787545594063718,0.94548942974373,0.9658590437984148,0.8608400074713478,0.9945764525666799,0.9306671667292755,0.9570540886404793,0.8203006377878219,0.9929492120446229,0.42460000000000003,0.4125,0.26125000000000004,0.625,0.42475,0.4125,0.25,0.60125,0.9876,0.9875,0.9625,1.0,0.9865,0.9875,0.975,1.0,0.35366880430578385,0.34959545817394994,0.21866561488400668,0.5241192781344411,0.34463169992198334,0.33568096679716725,0.21225984991538221,0.5132645600171266,
