stage,photo_id,inclusions
calibration,547615085,29
calibration,547617936,34
calibration,547620680,59
calibration,547639032,48
calibration,547653342,49
calibration,547657213,39
calibration,547745483,57
calibration,547848476,42
calibration,547927575,78
calibration,547937789,35
calibration,547964474,27
calibration,547976925,50
calibration,547992018,48
calibration,548022824,53
calibration,548088860,31
calibration,548113799,31
calibration,548147677,43
calibration,548150746,46
calibration,548253176,41
calibration,548314001,68
calibration,548369334,52
calibration,548369924,55
calibration,548430114,51
calibration,548435428,40
calibration,548437368,34
calibration,548458224,48
calibration,548461104,45
calibration,548473978,61
calibration,548559585,54
calibration,548606585,45
calibration,548622113,58
calibration,548652156,48
calibration,548682667,57
calibration,548693368,49
calibration,548752110,46
calibration,548768876,32
calibration,548773777,32
calibration,548777411,39
calibration,548832702,41
calibration,548840922,61
calibration,548918365,51
calibration,548943534,65
calibration,548993235,56
calibration,549009043,37
calibration,549054756,42
calibration,549057211,67
calibration,549159273,71
calibration,549176939,59
calibration,549222086,60
calibration,549231835,63
calibration,549237524,41
calibration,549248729,65
calibration,549329906,53
calibration,549343214,64
calibration,549369195,43
calibration,549456356,50
calibration,549609687,55
calibration,549674427,33
calibration,549678626,47
calibration,549702888,49
calibration,549725634,54
calibration,549742834,40
calibration,549763391,74
calibration,549793028,46
calibration,549905683,51
calibration,549925204,47
calibration,549998283,43
calibration,550021479,30
calibration,550042971,34
calibration,550073039,55
calibration,550076775,45
calibration,550093941,50
calibration,550145495,31
calibration,550154117,55
calibration,550164727,56
calibration,550180822,27
calibration,550235538,67
calibration,550305517,57
calibration,550367787,28
calibration,550373542,33
calibration,550380675,33
calibration,550396825,34
calibration,550487690,41
calibration,550606224,47
calibration,550615778,59
calibration,550618823,32
calibration,550645887,40
calibration,550694124,45
calibration,550767467,48
calibration,550806655,55
calibration,550806750,42
calibration,550814521,48
calibration,550952102,26
calibration,550991324,27
calibration,551065804,43
calibration,551132737,45
calibration,551253320,47
calibration,551253680,37
calibration,551427788,41
calibration,551478524,52
calibration,551531091,36
calibration,551680833,58
calibration,551685401,50
calibration,551690449,55
calibration,551702269,40
calibration,551778689,73
calibration,551877736,42
calibration,551904271,36
calibration,551917561,45
calibration,551942014,53
calibration,551967815,34
calibration,551983297,37
calibration,551985352,24
calibration,551994413,37
calibration,552069125,56
calibration,552078124,56
calibration,552082173,61
calibration,552109776,45
calibration,552112694,41
calibration,552118788,41
calibration,552243841,40
calibration,552248656,34
calibration,552304410,28
calibration,552388745,51
calibration,552454346,61
calibration,552472193,44
calibration,552510494,49
calibration,552604368,36
calibration,552611994,49
calibration,552651079,54
calibration,552657952,26
calibration,552675670,52
calibration,552743768,38
calibration,552958647,31
calibration,552995959,31
calibration,552998016,36
calibration,553090396,38
calibration,553094301,52
calibration,553162060,22
calibration,553168001,35
calibration,553200942,35
calibration,553221622,41
calibration,553236281,35
calibration,553276514,74
calibration,553319896,58
calibration,553475567,55
calibration,553543472,41
calibration,553624885,59
calibration,553672720,21
calibration,553673772,36
calibration,553679784,54
calibration,553688811,41
calibration,553731642,48
calibration,553732501,58
calibration,553823955,51
calibration,553961901,52
calibration,554025317,28
calibration,554095507,51
calibration,554108949,43
calibration,554110482,40
calibration,554122637,49
calibration,554153257,62
calibration,554216291,55
calibration,554291338,45
calibration,554297220,59
calibration,554302724,34
calibration,554305409,83
calibration,554342350,65
calibration,554381377,49
calibration,554399984,44
calibration,554403479,53
calibration,554449918,68
calibration,554466927,45
calibration,554500489,47
calibration,554569684,64
calibration,554588146,54
calibration,554614820,36
calibration,554699933,50
calibration,554723584,53
calibration,554826839,25
calibration,554848742,32
calibration,554850543,44
calibration,554995323,67
calibration,554998718,50
calibration,555005514,50
calibration,555013321,36
calibration,555051594,58
calibration,555058004,39
calibration,555071759,45
calibration,555097132,30
calibration,555124307,52
calibration,555133445,57
calibration,555138939,44
calibration,555167199,41
calibration,555170107,37
calibration,555174820,38
calibration,555218473,56
calibration,555224954,42
calibration,555232389,53
calibration,555257300,62
calibration,555282060,54
calibration,555311708,37
calibration,555347526,63
calibration,555379291,48
calibration,555424909,33
calibration,555475622,26
calibration,555539460,53
calibration,555570419,43
calibration,555591629,49
calibration,555628002,49
calibration,555635259,37
calibration,555749984,50
calibration,555771934,38
calibration,555780430,36
calibration,555793324,62
calibration,555807723,61
calibration,555939920,54
calibration,556006852,32
calibration,556053278,39
calibration,556094858,29
calibration,556130289,53
calibration,556240831,64
calibration,556240956,56
calibration,556270487,46
calibration,556271731,53
calibration,556281110,51
calibration,556349128,58
calibration,556362694,51
calibration,556430356,50
calibration,556468495,60
calibration,556473653,39
calibration,556486037,27
calibration,556493112,68
calibration,556495320,39
calibration,556501422,62
calibration,556527566,69
calibration,556536917,40
calibration,556548607,51
calibration,556622372,57
calibration,556639460,37
calibration,556729710,57
calibration,556809249,52
calibration,556826377,33
calibration,556879865,44
calibration,556886730,58
calibration,556910165,31
calibration,556956841,67
calibration,556961287,41
calibration,557050517,68
calibration,557092075,68
calibration,557171612,53
calibration,557259193,48
calibration,557286859,54
calibration,557305793,45
calibration,557312662,35
calibration,557327006,55
calibration,557352643,47
calibration,557364736,62
calibration,557365582,35
calibration,557375522,57
calibration,557388653,30
calibration,557398521,43
calibration,557429491,34
calibration,557433127,54
calibration,557433369,38
calibration,557447785,32
calibration,557452173,53
calibration,557468725,48
calibration,557483068,21
calibration,557514273,85
calibration,557605625,57
calibration,557662408,72
calibration,557761629,43
calibration,557927789,28
calibration,557964571,53
calibration,557973901,64
calibration,557980692,49
calibration,558028651,52
calibration,558069152,55
calibration,558088624,34
calibration,558096738,51
calibration,558109881,59
calibration,558116825,23
calibration,558153735,41
calibration,558157949,37
calibration,558175516,32
calibration,558191344,39
calibration,558262365,44
calibration,558271346,33
calibration,558293293,65
calibration,558303218,43
calibration,558393803,61
calibration,558507259,52
calibration,558517417,43
calibration,558618698,69
calibration,558712279,34
calibration,558749869,32
calibration,558867238,49
calibration,558910780,34
calibration,558918661,65
calibration,559014323,33
calibration,559039052,40
calibration,559040636,49
calibration,559068231,64
calibration,559196960,48
calibration,559252923,32
calibration,559267611,51
calibration,559308125,25
calibration,559360453,77
calibration,559363814,51
calibration,559391559,53
calibration,559399909,47
calibration,559422465,33
calibration,559428442,40
calibration,559467808,53
calibration,559547775,29
calibration,559567236,45
calibration,559586346,44
calibration,559731187,33
calibration,559756067,50
calibration,559830930,44
calibration,559843364,68
calibration,559896003,39
calibration,559966030,43
calibration,559967490,47
calibration,559967811,45
calibration,559972213,37
calibration,559990110,61
calibration,560028507,46
calibration,560051507,56
calibration,560087632,43
calibration,560093710,47
calibration,560101335,37
calibration,560110233,39
calibration,560144280,49
calibration,560186000,55
calibration,560301933,58
calibration,560361334,35
calibration,560367413,37
calibration,560380235,44
calibration,560496005,34
calibration,560505122,59
calibration,560533493,44
calibration,560540736,61
calibration,560544883,42
calibration,560644947,67
calibration,560664503,28
calibration,560675554,62
calibration,560715877,28
calibration,560725083,39
calibration,560736022,44
calibration,560753925,54
calibration,560778640,51
calibration,560787364,56
calibration,560831683,33
calibration,560863866,45
calibration,560887302,48
calibration,560964169,58
calibration,560999156,47
calibration,561054816,37
calibration,561100439,65
calibration,561105008,53
calibration,561111764,53
calibration,561112641,46
calibration,561207814,24
calibration,561298518,35
calibration,561300007,26
calibration,561314577,72
calibration,561486007,38
calibration,561527212,31
calibration,561533555,35
calibration,561534224,78
calibration,561552064,46
calibration,561595108,58
calibration,561599127,30
calibration,561668310,53
calibration,561671452,33
calibration,561672789,63
calibration,561681207,76
calibration,561708165,38
calibration,561733932,33
calibration,561746157,32
calibration,561751764,37
calibration,561765410,31
calibration,561785257,29
calibration,561824152,45
calibration,561827469,32
calibration,561828506,51
calibration,561889944,61
calibration,561943819,63
calibration,561958734,38
calibration,561971869,48
calibration,562167343,65
calibration,562177533,23
calibration,562222850,40
calibration,562238858,31
calibration,562273900,40
calibration,562290797,49
calibration,562330018,33
calibration,562342174,53
calibration,562438008,35
calibration,562446390,42
calibration,562465747,58
calibration,562505682,43
calibration,562545465,59
calibration,562591666,37
calibration,562603358,52
calibration,562740201,44
calibration,562793655,32
calibration,562801821,29
calibration,562816685,30
calibration,562855528,41
calibration,562891226,50
calibration,562948292,37
calibration,562957553,29
calibration,562983857,74
calibration,563201669,38
calibration,563203387,47
calibration,563247833,63
calibration,563360461,63
calibration,563376469,53
calibration,563491146,55
calibration,563516248,41
calibration,563527398,57
calibration,563618772,60
calibration,563648995,41
calibration,563771239,49
calibration,563791007,44
calibration,563858369,50
calibration,563962886,60
calibration,563972183,51
calibration,564098145,39
calibration,564107147,48
calibration,564176975,78
calibration,564352898,32
calibration,564368358,64
calibration,564401062,38
calibration,564413414,58
calibration,564424599,35
calibration,564428236,50
calibration,564459575,53
calibration,564506698,53
calibration,564513657,46
calibration,564559466,38
calibration,564694864,40
calibration,564737048,41
calibration,564806718,55
calibration,564852067,47
calibration,564863334,42
calibration,564894298,44
calibration,564894458,40
calibration,564948766,63
calibration,565013237,35
calibration,565022606,51
calibration,565050960,69
calibration,565165662,46
calibration,565216672,53
calibration,565235081,49
calibration,565341910,58
calibration,565375467,61
calibration,565411983,54
calibration,565425033,41
calibration,565437350,55
calibration,565464675,59
calibration,565612638,57
calibration,565661206,48
calibration,565663246,56
calibration,565708219,57
calibration,565774207,53
calibration,565781122,50
calibration,565784946,50
calibration,565787408,21
calibration,565825140,39
calibration,565901256,55
calibration,565929468,59
calibration,565966972,42
calibration,565979113,65
calibration,566191401,41
calibration,566386832,56
calibration,566422636,51
calibration,566476664,45
calibration,566487270,40
calibration,566522428,53
calibration,566688202,43
calibration,566703100,56
calibration,566707866,33
calibration,566781314,42
calibration,566794425,60
calibration,566825010,35
calibration,566910420,44
calibration,567020932,39
calibration,567100958,33
calibration,567115726,47
calibration,567163448,39
calibration,567207109,47
calibration,567281792,37
calibration,567310721,50
calibration,567332273,40
calibration,567344036,44
calibration,567421087,39
calibration,567473085,42
calibration,567499439,44
calibration,567522398,31
calibration,567558903,47
calibration,567566257,33
calibration,567574068,53
calibration,567575965,51
calibration,567660984,55
calibration,567669012,42
calibration,567881995,60
calibration,567967469,44
calibration,568006526,33
calibration,568027196,43
calibration,568054510,54
calibration,568055331,41
calibration,568068397,44
calibration,568113816,34
calibration,568224246,67
calibration,568225602,64
calibration,568362847,28
calibration,568423137,52
calibration,568427629,54
calibration,568533023,56
calibration,568625610,42
calibration,568637507,41
calibration,568737343,60
calibration,568743767,49
calibration,568897431,49
calibration,568902157,69
calibration,568942120,46
calibration,568988251,47
calibration,569057888,47
calibration,569141312,53
calibration,569167148,45
calibration,569219515,45
calibration,569234510,38
calibration,569261582,61
calibration,569276511,51
calibration,569319066,49
calibration,569332646,49
calibration,569347749,62
calibration,569354646,52
calibration,569373555,55
calibration,569384833,56
calibration,569386140,39
calibration,569407526,53
calibration,569466479,63
calibration,569518536,55
calibration,569699028,33
calibration,569718965,46
calibration,569804860,60
calibration,569817195,35
calibration,569823453,65
calibration,569838251,31
calibration,569841328,48
calibration,569849058,50
calibration,569866596,43
calibration,569875655,43
calibration,569884727,40
calibration,569936717,56
calibration,569957303,39
calibration,570004272,52
calibration,570008823,54
calibration,570062380,47
calibration,570095806,50
calibration,570135233,42
calibration,570174289,35
calibration,570254346,36
calibration,570255423,39
calibration,570274050,26
calibration,570284901,56
calibration,570308534,55
calibration,570316855,26
calibration,570319839,46
calibration,570331658,59
calibration,570339256,49
calibration,570355394,61
calibration,570413304,59
calibration,570465046,42
calibration,570521015,61
calibration,570532787,46
calibration,570595218,50
calibration,570612576,47
calibration,570727633,52
calibration,570741018,55
calibration,570794910,45
calibration,570829627,45
calibration,570868275,49
calibration,570907485,38
calibration,570911817,50
calibration,570936514,46
calibration,571006119,47
calibration,571187561,49
calibration,571189370,56
calibration,571212067,50
calibration,571247384,43
calibration,571314830,50
calibration,571344215,34
calibration,571360972,37
calibration,571397846,60
calibration,571439918,42
calibration,571529543,51
calibration,571622322,60
calibration,571759733,39
calibration,571763137,30
calibration,571789525,39
calibration,571927666,33
calibration,571951623,59
calibration,572017595,33
calibration,572045418,63
calibration,572089260,44
calibration,572110968,40
calibration,572111970,24
calibration,572126137,38
calibration,572151174,50
calibration,572184575,55
calibration,572186999,70
calibration,572390774,40
calibration,572489690,60
calibration,572546359,56
calibration,572598485,55
calibration,572645637,41
calibration,572734395,47
calibration,572766864,45
calibration,572842168,40
calibration,573015254,59
calibration,573140008,44
calibration,573153717,57
calibration,573276435,51
calibration,573342334,56
calibration,573364143,61
calibration,573427695,35
calibration,573448643,48
calibration,573477876,32
calibration,573556604,58
calibration,573594893,55
calibration,573686092,44
calibration,573701037,37
calibration,573729105,43
calibration,573751666,53
calibration,573757422,53
calibration,573758878,66
calibration,573763422,43
calibration,573763822,59
calibration,573773821,52
calibration,573833039,63
calibration,573875740,38
calibration,574032070,47
calibration,574035743,62
calibration,574078968,40
calibration,574079154,39
calibration,574102468,30
calibration,574108523,47
calibration,574157877,47
calibration,574221141,53
calibration,574410273,57
calibration,574456339,44
calibration,574466281,31
calibration,574561977,58
calibration,574562518,55
calibration,574578557,45
calibration,574581458,33
calibration,574612911,29
calibration,574807084,50
calibration,574822073,68
calibration,574968970,42
calibration,575025309,46
calibration,575135393,54
calibration,575219882,39
calibration,575227102,36
calibration,575236353,53
calibration,575253420,70
calibration,575303820,33
calibration,575349692,64
calibration,575387201,36
calibration,575421604,42
calibration,575594234,33
calibration,575771662,45
calibration,575810020,54
calibration,575828505,53
calibration,575831823,58
calibration,575837539,45
calibration,575917406,47
calibration,576195229,59
calibration,576198406,32
calibration,576225067,28
calibration,576299545,39
calibration,576350641,25
calibration,576391369,47
calibration,576421137,49
calibration,576554361,48
calibration,576582124,59
calibration,576593462,66
calibration,576631610,36
calibration,576816337,37
calibration,576921041,37
calibration,576924125,64
calibration,576950950,54
calibration,577095817,67
calibration,577205100,44
calibration,577225384,56
calibration,577229144,59
calibration,577273378,67
calibration,577312934,66
calibration,577351113,62
calibration,577376961,49
calibration,577390544,66
calibration,577392137,26
calibration,577420268,44
calibration,577465877,39
calibration,577484814,48
calibration,577502800,43
calibration,577570473,72
calibration,577577704,60
calibration,577579545,38
calibration,577583815,47
calibration,577588426,39
calibration,577606532,57
calibration,577618003,35
calibration,577623611,28
calibration,577845436,36
calibration,577959711,49
calibration,578052888,46
calibration,578073744,45
calibration,578227170,56
calibration,578279064,41
calibration,578349589,56
calibration,578371186,61
calibration,578386600,38
calibration,578421619,59
calibration,578517459,59
calibration,578622875,44
calibration,578764344,40
calibration,578804223,44
calibration,578813173,41
calibration,578828210,44
calibration,578920741,56
calibration,579111370,33
calibration,579128027,35
calibration,579131307,50
calibration,579171139,70
calibration,579214148,46
calibration,579223798,39
calibration,579254544,41
calibration,579293115,62
calibration,579297632,59
calibration,579326281,49
calibration,579327550,40
calibration,579371700,53
calibration,579377425,23
calibration,579442906,51
calibration,579502140,46
calibration,579505578,48
calibration,579526411,66
calibration,579576693,51
calibration,579655314,50
calibration,579741354,50
calibration,579741893,41
calibration,579802581,49
calibration,579979465,44
calibration,580082766,79
calibration,580102976,52
calibration,580112534,54
calibration,580147413,59
calibration,580174709,44
calibration,580336042,67
calibration,580440119,41
calibration,580488282,36
calibration,580898214,55
calibration,580898639,56
calibration,580932266,54
calibration,580938137,54
calibration,581013520,44
calibration,581078825,52
calibration,581144396,30
calibration,581198587,46
calibration,581217602,37
calibration,581275261,36
calibration,581282526,57
calibration,581289825,48
calibration,581388988,36
calibration,581407253,56
calibration,581455663,61
calibration,581481041,60
calibration,581548617,47
calibration,581581977,38
calibration,581600864,55
calibration,581659070,54
calibration,581804275,31
calibration,581828095,32
calibration,581967529,57
calibration,581988588,46
calibration,581991180,57
calibration,582004670,65
calibration,582154559,65
calibration,582374509,51
calibration,582462595,55
calibration,582467557,36
calibration,582471828,58
calibration,582630342,32
calibration,582669786,58
calibration,582694245,60
calibration,582696502,47
calibration,582724741,50
calibration,582825165,62
calibration,583030694,45
calibration,583098300,47
calibration,583155269,69
calibration,583202576,43
calibration,583229922,35
calibration,583296791,51
calibration,583377952,40
calibration,583463385,35
calibration,583478265,42
calibration,583589452,58
calibration,583593817,50
calibration,583676338,49
calibration,583681689,44
calibration,583717727,45
calibration,583818167,61
calibration,583821636,46
calibration,583840401,29
calibration,583866815,66
calibration,583879246,42
calibration,583895430,68
calibration,583898507,27
calibration,583900605,57
calibration,583959192,37
calibration,583974375,59
calibration,584015224,34
calibration,584109419,37
calibration,584135384,40
calibration,584234959,65
calibration,584301105,52
calibration,584391435,30
calibration,584414758,41
calibration,584434770,39
calibration,584452198,59
calibration,584527189,47
calibration,584554433,40
calibration,584573393,61
calibration,584594550,58
calibration,584630944,40
calibration,584658420,30
calibration,584673573,48
calibration,584702641,44
calibration,584722095,66
calibration,584926213,36
calibration,584960777,37
calibration,584998774,56
calibration,585045809,46
calibration,585101553,61
calibration,585106212,50
calibration,585148800,48
calibration,585156033,53
calibration,585175398,41
calibration,585186829,68
calibration,585194238,47
calibration,585226046,32
calibration,585307704,36
calibration,585355315,31
calibration,585417147,39
calibration,585444884,43
calibration,585467846,24
calibration,585525184,73
calibration,585526869,35
calibration,585625824,41
calibration,585698427,50
calibration,585744819,38
calibration,585745583,36
calibration,585770061,44
calibration,585794172,44
calibration,585835333,44
calibration,585892137,61
calibration,585894298,55
calibration,585921512,58
calibration,585934193,64
calibration,585971131,69
calibration,586012395,46
calibration,586019215,46
calibration,586188158,49
calibration,586195620,36
calibration,586218177,64
calibration,586221659,30
calibration,586229074,51
calibration,586302333,46
calibration,586320975,53
calibration,586362496,49
calibration,586439106,48
calibration,586444625,32
calibration,586565589,63
calibration,586678104,64
calibration,586814803,67
calibration,586819457,56
calibration,586927312,45
calibration,586984132,56
calibration,587011867,38
calibration,587011974,56
calibration,587013846,50
calibration,587032813,47
calibration,587164189,60
calibration,587385868,39
calibration,587486879,67
calibration,587494341,46
calibration,587533617,70
calibration,587540399,39
calibration,587559416,31
calibration,587740646,46
calibration,587920921,44
calibration,587958045,60
calibration,588042364,52
calibration,588046217,30
calibration,588085114,34
calibration,588119627,50
calibration,588203447,32
calibration,588203457,42
calibration,588289904,36
calibration,588310850,39
calibration,588395946,45
calibration,588531812,40
calibration,588545486,43
calibration,588567578,30
calibration,588623826,68
calibration,588669751,54
calibration,588703315,53
calibration,588725189,39
calibration,588742019,60
calibration,588759395,56
calibration,588859090,38
calibration,588859402,41
calibration,588859403,63
calibration,588927753,44
calibration,589078023,38
calibration,589128079,48
calibration,589271111,48
calibration,589388248,38
calibration,589391199,27
calibration,589445142,59
calibration,589495272,30
calibration,589514139,62
calibration,589516944,41
calibration,589524321,38
calibration,589617930,27
calibration,589620335,31
calibration,589652993,56
calibration,589658750,64
calibration,589735851,37
calibration,589737793,36
calibration,589879450,43
calibration,589882826,58
calibration,589919995,28
calibration,590001712,61
calibration,590123331,40
calibration,590169946,35
calibration,590313930,39
calibration,590318962,53
calibration,590345883,46
calibration,590346228,44
calibration,590386870,64
calibration,590464649,48
calibration,590473944,42
calibration,590502131,53
calibration,590624881,42
calibration,590681929,46
calibration,590807950,58
calibration,590843626,58
calibration,590848075,55
calibration,590904304,31
calibration,590927050,37
calibration,591140678,56
calibration,591159635,38
calibration,591271872,40
calibration,591380364,33
calibration,591392794,53
calibration,591410940,41
calibration,591447643,65
calibration,591463273,37
calibration,591523819,33
calibration,591530372,54
calibration,591552364,44
calibration,591639037,51
calibration,591687605,56
calibration,591705126,46
calibration,591705262,55
calibration,591710098,44
calibration,591774291,43
calibration,591840519,41
calibration,591856100,44
calibration,591868042,69
calibration,592001983,52
calibration,592075087,42
calibration,592134815,63
calibration,592160493,44
calibration,592192747,29
calibration,592288086,32
calibration,592418804,47
calibration,592513092,46
calibration,592674366,62
calibration,592792645,51
calibration,592865680,43
calibration,592944673,46
calibration,592998435,43
calibration,593035318,53
calibration,593160501,37
calibration,593165905,68
calibration,593202560,49
calibration,593243731,45
calibration,593428319,37
calibration,593451766,50
calibration,593555959,50
calibration,593607124,60
calibration,593760560,47
calibration,593833034,33
calibration,593869981,34
calibration,593935427,44
calibration,593942003,58
calibration,593943783,46
calibration,593955298,62
calibration,593986735,49
calibration,593999327,57
calibration,594014704,42
calibration,594030688,47
calibration,594159746,51
calibration,594294635,53
calibration,594318240,36
calibration,594368611,50
calibration,594371074,68
calibration,594376926,78
calibration,594431609,33
calibration,594436551,41
calibration,594522931,36
calibration,594578676,35
calibration,594654772,48
calibration,594775772,49
calibration,594851386,60
calibration,594897929,56
calibration,594912629,40
calibration,594986373,47
calibration,595007140,60
calibration,595009007,32
calibration,595052588,52
calibration,595109030,42
calibration,595120911,46
calibration,595131297,60
calibration,595341861,42
calibration,595367866,46
calibration,595571582,46
calibration,595571761,50
calibration,595636402,43
calibration,595699522,50
calibration,595776250,68
calibration,595827649,65
calibration,595887465,53
calibration,595893023,36
calibration,596007839,42
calibration,596021451,50
calibration,596038133,35
calibration,596047551,27
calibration,596055046,48
calibration,596072955,57
calibration,596406936,29
calibration,596422180,40
calibration,596467722,50
calibration,596554502,59
calibration,596623688,42
calibration,596780381,36
calibration,596881641,71
calibration,596905030,72
calibration,597019343,49
calibration,597045484,66
calibration,597066076,62
calibration,597150030,47
calibration,597150081,55
calibration,597193859,36
calibration,597291298,37
calibration,597314706,38
calibration,597334831,63
calibration,597375397,47
calibration,597557101,56
calibration,597630999,40
calibration,597713500,60
calibration,597846654,43
calibration,597904386,42
calibration,597905133,49
calibration,597923494,42
calibration,598052321,44
calibration,598074537,29
calibration,598086570,53
calibration,598101935,23
calibration,598118480,75
calibration,598191601,62
calibration,598291215,43
calibration,598466479,27
calibration,598496920,62
calibration,598521661,35
calibration,598538412,48
calibration,598582640,38
calibration,598712728,73
calibration,598732472,32
calibration,598739274,41
calibration,598885307,60
calibration,598909959,39
calibration,598933152,47
calibration,598944551,44
calibration,598959004,56
calibration,599070275,48
calibration,599089116,37
calibration,599119763,55
calibration,599122888,50
calibration,599179900,48
calibration,599218407,36
calibration,599223067,54
calibration,599228844,49
calibration,599284392,54
calibration,599444050,36
calibration,599496748,33
calibration,599609653,47
calibration,599735549,39
calibration,599816436,59
calibration,599822806,41
calibration,599866582,59
calibration,599933686,47
calibration,599947842,34
calibration,600076347,46
calibration,600127730,54
calibration,600169606,63
calibration,600201024,34
calibration,600227262,43
calibration,600315246,54
calibration,600397094,40
calibration,600422007,34
calibration,600442911,41
calibration,600465614,49
calibration,600534834,29
calibration,600574233,51
calibration,600575689,59
calibration,600608284,61
calibration,600772707,49
calibration,600792914,33
calibration,600811099,30
calibration,600997298,59
calibration,601022044,56
calibration,601037280,44
calibration,601095801,46
calibration,601174674,34
calibration,601216981,57
calibration,601398005,43
calibration,601442442,36
calibration,601449187,62
calibration,601506897,43
calibration,601554280,48
calibration,601569953,61
calibration,601630858,57
calibration,601694271,32
calibration,601727909,45
calibration,601744022,53
calibration,601793460,31
calibration,601802792,43
calibration,601823398,57
calibration,601856228,49
calibration,601873126,56
calibration,601873667,52
calibration,601931376,39
calibration,601937980,44
calibration,601957222,40
calibration,602210316,66
calibration,602242799,49
calibration,602287311,49
calibration,602348774,47
calibration,602376079,36
calibration,602463162,39
calibration,602463634,40
calibration,602466846,42
calibration,602568035,55
calibration,602572132,54
calibration,602603639,54
calibration,602660271,40
calibration,602681070,36
calibration,602681478,53
calibration,602702388,42
calibration,602729524,56
calibration,602740548,35
calibration,602870223,38
calibration,602901135,67
calibration,602904060,49
calibration,602910060,38
calibration,602941448,44
calibration,602943557,43
calibration,602950099,45
calibration,603021171,44
calibration,603127111,58
calibration,603183406,40
calibration,603316153,37
calibration,603318643,48
calibration,603337146,47
calibration,603527543,31
calibration,603535609,40
calibration,603539058,38
calibration,603570781,45
calibration,603694659,42
calibration,603694747,33
calibration,603747237,65
calibration,603856906,27
calibration,603934090,61
calibration,604009718,64
calibration,604039487,42
calibration,604077325,34
calibration,604123519,53
calibration,604172193,21
calibration,604176643,37
calibration,604202426,41
calibration,604206834,62
calibration,604228407,44
calibration,604269987,70
calibration,604375667,64
calibration,604403642,38
calibration,604405416,34
calibration,604436716,58
calibration,604507463,44
calibration,604574705,33
calibration,604678623,23
calibration,604681335,81
calibration,604687414,49
calibration,604730788,47
calibration,604743088,41
calibration,604800808,36
calibration,604880155,42
calibration,604914137,49
calibration,604942664,47
calibration,604945819,44
calibration,604949302,59
calibration,604980286,51
calibration,604991082,55
calibration,604996931,59
calibration,605016607,55
calibration,605096904,50
calibration,605118278,62
calibration,605134280,51
calibration,605176749,60
calibration,605206943,46
calibration,605208413,33
calibration,605259277,42
calibration,605271224,39
calibration,605279984,56
calibration,605300158,62
calibration,605316919,39
calibration,605365570,52
calibration,605527632,47
calibration,605567381,46
calibration,605780457,51
calibration,605924584,40
calibration,605945534,55
calibration,606058051,32
calibration,606114266,50
calibration,606135226,36
calibration,606154964,61
calibration,606231621,57
calibration,606300576,46
calibration,606319565,50
calibration,606379636,62
calibration,606434010,63
calibration,606489908,44
calibration,606526299,52
calibration,606554106,30
calibration,606557921,38
calibration,606560941,34
calibration,606572494,47
calibration,606579474,61
calibration,606626377,48
calibration,606666616,59
calibration,606684985,49
calibration,606690971,63
calibration,606695229,56
calibration,606700686,43
calibration,606725446,51
calibration,606814381,40
calibration,606860620,43
calibration,606877958,52
calibration,606937080,58
calibration,607004447,63
calibration,607153396,39
calibration,607300486,33
calibration,607332330,32
calibration,607435104,49
calibration,607442769,52
calibration,607448836,58
calibration,607500672,40
calibration,607507038,40
calibration,607514747,44
calibration,607526835,47
calibration,607573965,59
calibration,607627630,41
calibration,607649145,45
calibration,607665813,54
calibration,607680762,55
calibration,607764841,52
calibration,607805974,31
calibration,607912359,50
calibration,608013658,56
calibration,608033731,44
calibration,608102819,46
calibration,608149555,62
calibration,608188961,50
calibration,608203460,38
calibration,608214031,65
calibration,608270340,50
calibration,608274945,45
calibration,608287477,51
calibration,608294422,59
calibration,608305743,44
calibration,608309668,35
calibration,608318577,39
calibration,608399892,49
calibration,608439794,47
calibration,608453169,41
calibration,608551472,64
calibration,608610205,47
calibration,608617343,43
calibration,608642891,49
calibration,608704069,47
calibration,608706971,39
calibration,608761560,37
calibration,608799758,64
calibration,608877606,51
calibration,609016870,61
calibration,609056927,52
calibration,609064331,54
calibration,609092573,39
calibration,609122086,63
calibration,609135641,44
calibration,609139148,55
calibration,609166246,54
calibration,609166477,53
calibration,609197886,43
calibration,609202558,54
calibration,609282719,36
calibration,609378298,62
calibration,609425979,35
calibration,609443851,31
calibration,609483600,53
calibration,609490468,58
calibration,609521053,30
calibration,609570303,56
calibration,609582496,58
calibration,609662936,37
calibration,609737460,57
calibration,609768257,30
calibration,609846536,65
calibration,609934101,46
calibration,609945568,44
calibration,609952024,49
calibration,610051744,36
calibration,610089140,62
calibration,610197383,39
calibration,610298298,48
calibration,610320560,23
calibration,610341031,68
calibration,610379428,35
calibration,610383656,55
calibration,610394338,42
calibration,610425447,40
calibration,610426116,37
calibration,610445198,51
calibration,610529733,37
calibration,610598318,36
calibration,610619288,49
calibration,610623981,47
calibration,610645319,48
calibration,610695468,63
calibration,610722085,39
calibration,610761601,64
calibration,610771755,49
calibration,610778393,36
calibration,610804328,52
calibration,610828327,69
calibration,610838534,51
calibration,610846837,54
calibration,610894215,28
calibration,610904728,54
calibration,610950776,52
calibration,610954656,43
calibration,610957576,61
calibration,610991918,44
calibration,611023201,42
calibration,611024791,63
calibration,611167851,43
calibration,611444595,61
calibration,611589521,33
calibration,611597297,51
calibration,611612196,34
calibration,611613567,34
calibration,611831989,45
calibration,611905758,37
calibration,611926028,50
calibration,612057491,61
calibration,612062643,56
calibration,612084213,60
calibration,612117634,61
