edge_id,cell_i,cell_j,climate_complete,multivariate_climate_distance,absolute_z_difference_bio1,absolute_z_difference_bio4,absolute_z_difference_bio12,absolute_z_difference_bio15,within_biome,within_realm
12:13,12,13,True,1.1064620961997644,0.28528811653789354,0.04809003920985122,0.0168747079347914,2.1938657124423724,True,True
12:30,12,30,True,1.719463091987973,1.6383111008588482,1.3073175535220183,0.6661051136696301,2.6437425796462115,True,True
13:14,13,14,True,0.5575296188596767,0.7252159124770292,0.8373477486942095,0.125500072517987,0.022747823370470988,True,True
13:31,13,31,False,,,,,,False,False
14:15,14,15,False,,,,,,False,False
14:32,14,32,True,0.9451274284426998,1.346624163122428,0.11760175634029296,0.5874628163929018,1.1835218855327778,False,False
15:16,15,16,False,,,,,,False,False
15:33,15,33,False,,,,,,False,False
16:17,16,17,True,0.682983875178171,0.7555523613485944,0.5141042952810218,0.3042491214988552,0.9685751235267753,True,True
16:34,16,34,True,1.2140509301489004,1.8286507185491383,0.5373055694914967,0.8226982749051164,1.2594385522894418,False,False
17:35,17,35,True,2.0828033199945017,2.4524989045216725,1.1703756643516674,2.0456843090729575,2.404771156336203,False,False
18:19,18,19,False,,,,,,False,False
18:35,18,35,True,0.41091374073340203,0.03628616963685907,0.1656481286469635,0.7981179406042509,0.09824547596985722,True,True
18:36,18,36,True,0.622698096084705,0.652500714602863,0.17372174595722845,1.0412174936974368,0.1046010454671471,False,False
19:20,19,20,False,,,,,,False,False
19:37,19,37,False,,,,,,False,False
20:21,20,21,False,,,,,,False,False
20:38,20,38,False,,,,,,False,False
21:22,21,22,False,,,,,,False,False
21:39,21,39,False,,,,,,False,False
22:23,22,23,False,,,,,,False,False
22:40,22,40,False,,,,,,False,False
23:24,23,24,True,0.4163685380502293,0.27170447291180355,0.014755812332548121,0.24346028872816594,0.748423056250183,True,True
23:41,23,41,True,0.7032146590273832,0.29575988806305753,0.18999269102460054,0.49046858411525784,1.2703987014516853,False,True
24:25,24,25,False,,,,,,False,False
24:42,24,42,True,0.47840961791410774,0.2806319623369438,0.3482365268425172,0.5399895970762695,0.6510693574327358,False,True
25:26,25,26,False,,,,,,False,False
25:43,25,43,False,,,,,,False,False
26:27,26,27,True,1.1145941898541354,0.27888488374922643,0.19751890651602755,1.7382439819974649,1.3531438188385136,False,True
26:44,26,44,False,,,,,,False,False
27:28,27,28,True,0.7600232343701312,0.322887600363649,0.13049156275559048,1.06029222955144,1.0320063975884963,True,True
27:45,27,45,True,0.7135951850182434,0.17621348635535772,0.15000279020782764,0.5953047535634249,1.276296428290086,False,True
28:29,28,29,True,0.65420316826478,0.3693585284815642,0.15837765416981953,1.2451567202098661,0.0016369741940971405,False,False
28:46,28,46,True,1.166841837761298,0.5374291458205104,0.3848802468390455,1.1972799655886144,1.8909355595092423,False,True
29:30,29,30,True,1.0686751134288963,0.035644754827493186,0.05953077471560697,2.1243917237801013,0.2245246857223384,True,True
29:47,29,47,True,1.394887302634263,1.0954219833297663,0.18127467734932856,1.353208305793727,2.1722936723937236,False,False
30:31,30,31,False,,,,,,False,False
30:48,30,48,False,,,,,,False,False
31:32,31,32,False,,,,,,False,False
31:49,31,49,False,,,,,,False,False
32:33,32,33,True,0.26322383340828437,0.020526221144150536,0.11569929711388294,0.3598918081285477,0.3658105783482326,True,True
32:50,32,50,True,0.4484139083119458,0.3540182507956976,0.48584502187470624,0.5737788578295957,0.3371997150076817,False,True
33:34,33,34,True,0.49695896328877376,0.15623026496986914,0.021531755282262532,0.5383614125363035,0.820468355322761,False,True
33:51,33,51,True,0.3378040632518792,0.3650565172983024,0.44412819478442245,0.34898068585497144,0.06436386621138146,False,True
34:35,34,35,True,0.4761353727936278,0.1317041753760601,0.11896579957914893,0.918736912668986,0.17675748051998585,True,True
34:52,34,52,True,0.49658776551378764,0.4477199427607483,0.30014296760831594,0.3863860346681097,0.739300019947887,False,True
35:53,35,53,True,0.5391180537220615,0.6749112506518333,0.25246222530020296,0.18068448894507028,0.7814754298063123,False,True
36:37,36,37,True,0.16781658712014524,0.08744847476993234,0.06034330521732911,0.1778346166254725,0.2640756076508112,True,True
36:53,36,53,True,0.29430109010513406,0.01387563358788868,0.08690764930398898,0.062415064148115484,0.578628908369308,True,False
36:54,36,54,True,0.5455928464252728,0.1633218991672536,0.21221346342290326,0.9916294584752208,0.3683050862536701,True,True
37:38,37,38,False,,,,,,False,False
37:55,37,55,True,0.1889843569050184,0.09193354378001828,0.1605562785173843,0.3165484564816543,0.09180048079934722,True,True
38:39,38,39,False,,,,,,False,False
38:56,38,56,False,,,,,,False,False
39:40,39,40,False,,,,,,False,False
39:57,39,57,False,,,,,,False,False
40:41,40,41,True,0.2819058728784805,0.08827243165412585,0.3700232356493232,0.23032651406673377,0.3465893311411243,False,True
40:58,40,58,True,0.8302123103125066,0.34278280102207137,0.16724660314321016,0.6752818980478743,1.4681732881397551,False,True
41:42,41,42,True,0.9472823363800285,0.25657654718568984,0.1729996481504648,1.2739184699196933,1.3677524002691328,True,True
41:59,41,59,True,0.7020316138701828,0.2840734838592071,0.6523059495437429,1.192121566586489,0.20985452563620666,False,True
42:43,42,43,False,,,,,,False,False
42:60,42,60,True,0.7643676669034412,0.24273562892406264,0.48405149666091674,0.013561192154481705,1.4295528594382776,True,True
43:44,43,44,False,,,,,,False,False
43:61,43,61,False,,,,,,False,False
44:45,44,45,False,,,,,,False,False
44:62,44,62,False,,,,,,False,False
45:46,45,46,True,0.3148870347225634,0.03832805910150361,0.10438589387562736,0.45831701752625076,0.41736726636933996,False,True
45:63,45,63,True,0.5285065136405576,0.18579696342215135,0.367483879363765,0.7882909746440065,0.571234597978497,False,True
46:47,46,47,True,0.5981799762595137,0.18863430902769174,0.36198322365953645,1.0892283800047535,0.2797211386903843,False,True
46:64,46,64,True,0.6409439082879066,0.1538428305688021,0.4366136499182866,0.6268658937978799,1.0178292733391496,True,True
47:48,47,48,False,,,,,,False,False
47:65,47,65,True,0.2752757673947201,0.11199699990638257,0.2217871563137772,0.02935151902166433,0.49042084998126556,True,True
48:49,48,49,False,,,,,,False,False
48:66,48,66,False,,,,,,False,False
49:50,49,50,False,,,,,,False,False
49:67,49,67,False,,,,,,False,False
50:51,50,51,True,0.32851292843198676,0.009487954641545726,0.07398247002359912,0.13509363615392345,0.6386464271445329,True,True
50:68,50,68,True,1.1726410339385307,0.19979104224126099,1.0543018293399506,2.084915360891457,0.04480075797501076,False,True
51:52,51,52,True,0.2704364676469863,0.07356683950742327,0.12245347189384395,0.5009560637231653,0.14553220158625546,False,True
51:69,51,69,True,1.150018360999888,0.31416200501175395,0.6854811596543909,0.9967937946594889,1.9308000590018837,False,True
52:53,52,53,True,0.8194299027192242,0.09548713251502494,0.6715709924876678,1.485807436282166,0.13458207066156042,False,True
52:70,52,70,True,1.1599739722263627,0.3064228812560523,0.8699911321966141,2.054447000542514,0.5573387073174482,False,True
53:71,53,71,True,0.8826207663753373,0.1892450224190836,0.32294355171959355,1.66126042904592,0.464957245052113,True,True
54:55,54,55,True,0.5652795388543999,0.016060119382697025,0.008686120311810153,1.1303432983314026,0.012428997803511699,True,True
54:71,54,71,True,0.3294927873625269,0.012047489663941313,0.02382243899270131,0.6072159064225837,0.25463342293647506,True,False
54:72,54,72,False,,,,,,False,False
55:56,55,56,True,0.3334354529356222,0.004804425701134929,0.12907934765305562,0.018219331452637766,0.6539879972614917,True,True
55:73,55,73,False,,,,,,False,False
56:57,56,57,False,,,,,,False,False
56:74,56,74,False,,,,,,False,False
57:58,57,58,False,,,,,,False,False
57:75,57,75,False,,,,,,False,False
58:59,58,59,True,1.056746972983121,0.02956311449126159,0.11503611075120945,1.6370769505676297,1.3314384826348376,False,True
58:76,58,76,True,0.5747567829756381,0.13082008374966014,0.13950470964171868,0.9258771601446905,0.653878784105995,True,True
59:60,59,60,True,0.17663716665067608,0.21523869225054537,0.004745195267638724,0.0682357111787224,0.27165498480535166,False,True
59:77,59,77,True,0.9825270716745272,0.28054646412267403,0.18720336383245517,1.6169741660031494,1.0644627352846998,True,True
60:61,60,61,True,0.5373169822735441,0.019277872088687253,0.06452276471363749,0.2526439093580907,1.042340822046174,False,True
60:78,60,78,True,0.4392848189023788,0.12233341929814856,0.15526446193221355,0.7765262965320694,0.3603040391812103,False,True
61:62,61,62,False,,,,,,False,False
61:79,61,79,True,0.9083230000311592,0.1367050287386118,0.1470602425094073,0.4314836820341125,1.7531998008987324,True,True
62:63,62,63,False,,,,,,False,False
62:80,62,80,False,,,,,,False,False
63:64,63,64,True,0.15023538586953328,0.00637392624815436,0.035256123321105726,0.29689193668012415,0.02922740899131271,True,True
63:81,63,81,True,0.9415219215123788,0.16508176625939575,0.28164600768166625,1.276045393743928,1.3457287262535524,False,True
64:65,64,65,True,0.294250579653265,0.1467884783652722,0.14715673005502705,0.491714005228538,0.24768728466749979,False,True
64:82,64,82,True,0.7775224710108716,0.08668377445119735,0.35652238255875157,0.3232909752257874,1.476152238431555,True,True
65:66,65,66,False,,,,,,False,False
65:83,65,83,True,0.5978424759716412,0.1365993545790083,0.13871824264785182,1.1671744099064276,0.17165158504506195,False,True
66:67,66,67,False,,,,,,False,False
66:84,66,84,False,,,,,,False,False
67:68,67,68,False,,,,,,False,False
67:85,67,85,False,,,,,,False,False
68:69,68,69,True,0.9026654542604581,0.10488300812894724,0.44280313970915874,1.2232152023858915,1.24735287388234,False,True
68:86,68,86,True,0.7544352761643454,0.06146931999541416,0.1432424811668156,0.8839115950656251,1.2128865363593193,False,False
69:70,69,70,True,1.0997092213469957,0.08130596326312489,0.30696344443606705,1.5586092696061906,1.518993553270691,False,True
69:87,69,87,True,1.6537670046109347,0.08067501470464966,0.5623138773756318,1.932609312680684,2.62337513749223,False,True
70:71,70,71,True,0.798148432637112,0.0216907263219438,0.12452341201064732,1.0926208647855717,1.1568780230311215,True,True
70:88,70,88,True,0.9013016287565644,0.04800635162633993,0.2897354196481502,1.2541736476655183,1.261021705722447,True,True
71:89,71,89,True,0.9876640605865322,0.12362300404968041,0.14936805926938856,1.9641748561900143,0.07965460657033518,True,False
72:73,72,73,False,,,,,,False,False
72:89,72,89,False,,,,,,False,False
72:90,72,90,False,,,,,,False,False
73:74,73,74,False,,,,,,False,False
73:91,73,91,False,,,,,,False,False
74:75,74,75,False,,,,,,False,False
74:92,74,92,False,,,,,,False,False
75:76,75,76,False,,,,,,False,False
75:93,75,93,False,,,,,,False,False
76:77,76,77,True,1.458909135105727,0.17928949486427548,0.16273476494194594,2.3281739564260886,1.7420224338135424,False,True
76:94,76,94,True,0.7821894731983539,0.13760708945485056,0.0253520237610545,1.4577049218736253,0.5502721258592558,False,True
77:78,77,78,True,0.6229998754831697,0.0570256474260199,0.0271937066326029,0.7722121582923576,0.9758136809088411,True,True
77:95,77,95,True,0.7833924624037973,0.026367848111123693,0.08731747786444899,1.4783849636066497,0.5107575693335196,True,True
78:79,78,79,True,0.9063957851218006,0.004906262648224025,0.07272698413644374,1.4606538879242725,1.0711630180337688,False,True
78:96,78,96,True,0.4887358499886124,0.039823179473087444,0.021502844186750636,0.005134974201338682,0.976409902840427,True,True
79:80,79,80,True,1.033206681834088,0.002703127692056051,0.01576216874675085,1.7175567174426636,1.1488286900365463,False,False
79:97,79,97,True,1.1086850726011495,0.2264590975997347,0.19410256117504343,0.8932458700345941,2.0074567615169716,True,False
80:81,80,81,True,0.2965959327906784,0.08036551045606066,0.002055510808241623,0.5848213574062223,0.058290041326868935,True,True
80:98,80,98,True,1.3649515778323202,0.10273490975234834,0.46337278481243604,1.81905301675744,1.9794313734370192,False,True
81:82,81,82,True,0.3343476771027617,0.07202406556004404,0.03962025155597959,0.6558624818380165,0.10119610318668991,False,True
81:99,81,99,True,1.4119288832337469,0.1714227613634196,0.6033134706054205,1.621359640191742,2.225307326071765,False,True
82:83,82,83,True,0.8662439298854157,0.19670405849308314,0.0706474098558727,0.9987513799036771,1.4001165388091172,True,True
82:100,82,100,True,1.2955543200372477,0.15697044296731577,0.5437299857024189,1.0145715049858919,2.3160756957884723,True,True
83:84,83,84,False,,,,,,False,False
83:101,83,101,True,0.544756816540604,0.05926978860618559,0.5611765617212705,0.41086080700268146,0.8365412797179765,False,True
84:85,84,85,False,,,,,,False,False
84:102,84,102,False,,,,,,False,False
85:86,85,86,True,0.024514408420791813,0.039831394969646605,0.020269698453036167,0.013706659242722186,0.014783493250394075,True,True
85:103,85,103,True,0.9808114647139723,0.08082662364504956,0.3177796843637041,0.632134282143167,1.8278002887932423,True,True
86:87,86,87,True,0.12147141649758161,0.03726132657111658,0.023731743500342573,0.17451748477083262,0.16313572725057046,True,False
86:104,86,104,True,0.9160259477714073,0.027838718973049903,0.31929409818329324,0.8391246469410507,1.5967342482233335,True,True
87:88,87,88,True,0.4479926383777959,0.04863730018481516,0.034384986708585474,0.8801736045910249,0.15664012150090834,True,True
87:105,87,105,True,0.3145700252026971,0.0350056393302256,0.11831030487182836,0.2384645500541107,0.5689720013918169,True,False
88:89,88,89,True,1.0656043277910052,0.14993862935407654,0.015843948368114313,2.125727639069961,0.024489076120990383,True,False
88:106,88,106,True,0.903828511895633,0.12254642844074348,0.1393190599902847,1.555910322566765,0.9012988162601366,False,False
89:107,89,107,True,0.956345044178588,0.08166163122329406,0.08554199184566547,1.9080488582641268,0.06121171614789822,True,True
90:91,90,91,False,,,,,,False,False
90:107,90,107,False,,,,,,False,False
90:108,90,108,False,,,,,,False,False
91:92,91,92,False,,,,,,False,False
91:109,91,109,True,0.20327902788891059,0.29058543045477253,0.06155321884425369,0.10058201366503894,0.2587354249078657,True,True
92:93,92,93,False,,,,,,False,False
92:110,92,110,False,,,,,,False,False
93:94,93,94,True,0.9651651658750479,0.06398794960442444,0.1027319721280312,1.3941607332914787,1.329602468270388,False,True
93:111,93,111,True,0.6823942236382458,0.284377470795394,0.8556030568634455,0.6143780111456726,0.8199146470395604,False,False
94:95,94,95,True,0.46046123014405743,0.06805025352054861,0.10076931083855145,0.6079159290541863,0.680992738620767,True,True
94:112,94,112,True,0.8577393133213929,0.21128353056854843,0.9516577989517828,1.0272697938577628,0.9681375896536532,False,False
95:96,95,96,True,0.44132525696935293,0.07048097878798365,0.08162661541859673,0.7113077795156307,0.5113537912651052,True,True
95:113,95,113,True,0.32556079358630535,0.06524365618846029,0.4372993073169379,0.4625514291365871,0.12049098652251466,False,True
96:97,96,97,True,2.353985417516503,0.2711885397210462,0.2883323894982378,2.3590347321602056,4.055029682391167,False,False
96:114,96,114,False,,,,,,False,False
97:98,97,98,True,0.7415680452803802,0.326490879660027,0.28503239238414346,0.7917495707198179,1.1768540781164987,False,True
97:115,97,115,False,,,,,,False,False
98:99,98,99,True,0.2265810204078125,0.011677658844989391,0.1419961966012261,0.38712798084052447,0.18758591130787705,True,True
98:116,98,116,True,1.01021893452005,0.3093821761504133,0.7069826363111391,0.9051991942919193,1.6331692571009127,False,False
99:100,99,100,True,0.07042118898500847,0.08647638395614787,0.09920373645898117,0.049074346632166366,0.010427733469982936,True,True
99:117,99,117,True,1.3600709585422635,0.2776289576628632,0.927584711127879,0.6251964866606922,2.463901411927079,False,False
100:101,100,101,True,0.8993688249826165,0.019536173080418218,0.08809398587472428,0.3950406819204667,1.7525004366973314,False,True
100:118,100,118,True,1.2393172714298974,0.23143859072878536,0.7660826504564278,0.5689004869966915,2.2758591749807016,False,False
101:102,101,102,True,1.1967158378683627,0.019104384445459366,0.2909681451268188,2.0377160704108905,1.2211473964372712,True,False
101:119,101,119,True,0.5824146945901152,0.10852035537528748,1.0247609351695632,0.05327503503907716,0.5404420734539432,True,False
102:103,102,103,True,0.4960482225403241,0.03559324450435419,0.10081881680419946,0.5463877520236888,0.8211482618285288,False,True
102:120,102,120,True,1.0284013340314346,0.21166047822190048,1.0910907138784371,1.7305089947303407,0.02228745286123268,True,True
103:104,103,104,True,0.16899633335563194,0.06883394764845285,0.018755284633447,0.22069702404060587,0.24584953382030272,True,True
103:121,103,121,True,0.92759196660939,0.8219433188144949,0.9275644501419388,1.2972306833511171,0.4721581850763499,True,True
104:105,104,105,True,0.7526369115927436,0.025583031732158923,0.1772520498111223,0.9030717122243288,1.190897974082087,True,True
104:122,104,122,True,0.8182874646449214,0.5486062983751919,1.2365356973317558,0.8478397868280148,0.35993859706735987,True,False
105:106,105,106,True,0.46591903205275564,0.03890348892570272,0.013376231590129128,0.9142012680298508,0.17568669336741136,False,False
105:123,105,123,True,0.850930815341938,0.5561991337302536,1.3559930124540067,0.8641360558287365,0.03908146394852102,False,False
106:107,106,107,True,0.825579917340604,0.10905383213662712,0.20901710346783586,1.338231541760931,0.9380214562870445,False,True
106:124,106,124,False,,,,,,False,False
107:125,107,125,False,,,,,,False,False
108:109,108,109,False,,,,,,False,False
108:125,108,125,False,,,,,,False,False
108:126,108,126,False,,,,,,False,False
109:110,109,110,False,,,,,,False,False
109:127,109,127,False,,,,,,False,False
110:111,110,111,False,,,,,,False,False
110:128,110,128,False,,,,,,False,False
111:112,111,112,True,0.8896196839587934,0.13708188983127,0.006677230039693859,0.9812689505793883,1.4778254108844808,False,True
111:129,111,129,True,0.9202057166460975,0.6752261111235646,0.8875090864846449,0.010658564606547793,1.4640348216682888,True,True
112:113,112,113,True,0.33684430244580604,0.21409012790063675,0.6151278024733964,0.043197564333010544,0.1666538645103714,False,False
112:130,112,130,True,0.790241062614676,0.7699736298911357,1.2911653685514426,0.36749331591946743,0.3207881095827727,False,True
113:114,113,114,False,,,,,,False,False
113:131,113,131,True,1.1913627657236807,1.143001527655719,1.789970683796188,0.0016157974288104754,1.0802457157224368,False,False
114:115,114,115,False,,,,,,False,False
114:132,114,132,False,,,,,,False,False
115:116,115,116,False,,,,,,False,False
115:133,115,133,False,,,,,,False,False
116:117,116,117,True,0.3731599687942533,0.020075559642560692,0.3625982714179659,0.10712527320929732,0.6431462435182894,True,True
116:134,116,134,True,0.7177388176910762,0.5412232731310377,0.14571737926809383,0.8224225299025665,1.0344375466849423,False,True
117:118,117,118,True,0.15905151676626272,0.04028601702207002,0.26070579713043246,0.0072216530318343075,0.17761450347639435,True,True
117:135,117,135,True,0.6537227909731963,0.6256570284777353,0.24797170064021556,0.9016116245879748,0.6660133231077162,False,True
118:119,118,119,True,0.5650556858103398,0.10338206227307967,0.3467722705878598,0.12058477003714763,1.0638008117373137,True,True
118:136,118,136,True,0.6107793630169828,0.6741318746304932,0.3734208892947734,0.7284097503425477,0.6064058144519311,False,True
119:120,119,120,True,0.39401327542372977,0.08403573840115364,0.224638366417945,0.360482110719627,0.6584178701220953,True,False
119:137,119,137,True,1.011237979542883,0.7853867953744736,0.687758669734565,0.29444247336320195,1.7070056323328302,True,True
120:121,120,121,True,0.6055218108579411,0.5746895960882401,0.2643450805406977,0.9796660634029124,0.3267026238909463,False,True
120:138,120,138,True,1.2647791837066824,0.918596468179549,1.2035202977532824,0.21137301664780672,2.0153675604038295,True,False
121:122,121,122,True,0.5788600778933644,0.20450307279085006,0.29021596255637006,0.2286938724824965,1.0779463159640126,True,False
121:139,121,139,True,1.0896949006796621,0.6838684383307885,1.523255001412648,1.2958866971762493,0.5314468309031775,False,False
122:123,122,123,True,0.5952111378389098,0.017990196377097256,0.057794734688871474,0.886775443223607,0.7918779130662064,False,True
122:140,122,140,True,1.201397935200233,0.7160072382019012,1.3814102673469109,1.2955806458071093,1.2938075950985093,False,True
123:124,123,124,False,,,,,,False,False
123:141,123,141,True,1.209785918155773,0.6981893976746514,1.3739540981920098,1.4486271037030094,1.1749847175708912,True,True
124:125,124,125,False,,,,,,False,False
124:142,124,142,False,,,,,,False,False
125:143,125,143,False,,,,,,False,False
126:127,126,127,False,,,,,,False,False
126:143,126,143,False,,,,,,False,False
126:144,126,144,True,0.8080154356545841,0.38984591253045875,1.3054005679789968,0.642799063033897,0.585076630186525,True,True
127:128,127,128,False,,,,,,False,False
127:145,127,145,False,,,,,,False,False
128:129,128,129,True,0.9777241174735085,0.11920172196214554,0.9599753996344628,1.5208747701628482,0.7582584748075161,False,True
128:146,128,146,True,1.0720686156304784,0.8316243040535874,1.5540703702069751,1.024108873697699,0.6646741928532911,False,True
129:130,129,130,True,0.406585028507341,0.04233437106369886,0.39697905202710393,0.6244341992664688,0.3345786987989645,False,True
129:147,129,147,True,0.8185691332888714,0.9357262820931476,1.263976928854933,0.11585470416078492,0.4399750444509105,False,True
130:131,130,131,True,0.3522877905901668,0.15893776986394662,0.11632248722865124,0.32591154901526737,0.5928037416292927,True,True
130:148,130,148,True,0.9327157532803221,1.1341890121971836,0.9876599318285639,0.7077299860164441,0.8468152786965123,False,True
131:132,131,132,True,0.268201586695125,0.1344796417400126,0.38461431382297695,0.30189288300711276,0.1748602504079837,False,True
131:149,131,149,True,0.8437091138721439,0.9042232225863998,0.6004221060192678,0.8229197779431073,0.9960205684284804,False,True
132:133,132,133,True,0.8613314861711837,0.7707630695402682,1.3202141467646706,0.06160756473057449,0.7916635153666646,False,False
132:150,132,150,True,0.6928676206298464,0.6687880056050547,0.12640824042354515,0.9742672082164416,0.7126072734508373,False,True
133:134,133,134,True,0.4745282473996657,0.15286037451056278,0.5305618929813517,0.7181037328828712,0.2831484465099791,False,True
133:151,133,151,True,1.108950246376315,1.616984733424972,1.1878643496193515,0.8970622626876925,0.2978263779250664,False,False
134:135,134,135,True,0.19246659969380503,0.0643581957041369,0.26034395004584415,0.02793617852388902,0.2747220199410633,True,True
134:152,134,152,True,0.5388622719250509,0.7001726370754259,0.048807691665644914,0.4591471358968212,0.6767940510522912,False,True
135:136,135,136,True,0.23547673463069058,0.08876086317482794,0.3606867928045565,0.16598022121359274,0.23722201213217953,False,True
135:153,135,153,True,0.3391832036018248,0.5465520211872903,0.0919170194717101,0.2123466761776505,0.3285148721233436,False,True
136:137,136,137,True,0.3662960701334438,0.007872858470900752,0.6611100510276514,0.31338250694219816,0.036799006143585444,False,True
136:154,136,154,True,0.3670294470551787,0.5783456789262511,0.2166838283900836,0.024000984744645404,0.39601869518415245,False,True
137:138,137,138,True,0.2624925121964282,0.21724541120622903,0.2911232616007724,0.14533337929138168,0.3500559420510958,True,True
137:155,137,155,True,0.4228565108833267,0.7234236752677714,0.052696002614637916,0.1733430467164775,0.3988283098166945,False,True
138:139,138,139,True,0.6059679536982642,0.3399615662394797,0.05538962311866791,0.10484761712553015,1.157218105609706,True,True
138:156,138,156,True,0.42783307952472993,0.6905171924691981,0.24559475322150548,0.18999292919698219,0.3986683918899646,False,True
139:140,139,140,True,0.4070116216016151,0.17236427291973744,0.1483712284906329,0.2289999238516366,0.7473081100376742,False,True
139:157,139,157,True,0.8350471529189833,0.523843804000896,0.5563106013522678,0.3339935880249375,1.4469863362808846,False,True
140:141,140,141,True,0.5859338806251126,0.03580803690434703,0.06525090384377252,0.7337289853277068,0.9107007905938244,False,True
140:158,140,158,True,0.9719212780576212,0.8613412776089958,0.9639950142199669,0.027765364754617883,1.4513985612265952,False,True
141:142,141,142,True,0.9061626779185096,0.07641169430805028,0.8711280148868439,0.27825263353471424,1.5628166565509385,False,True
141:159,141,159,True,0.9374901854841937,0.9464502620473279,1.417845700168271,0.6784453022156892,0.38627559514303245,False,True
142:143,142,143,False,,,,,,False,False
142:160,142,160,True,1.1170346941316063,0.892297751702495,1.6314401388449096,1.0076147284491577,0.71971271091976,True,True
143:161,143,161,False,,,,,,False,False
144:145,144,145,True,0.4198574141790907,0.13061527039190712,0.7275474939637676,0.2211357397383537,0.33141254161916056,True,True
144:161,144,161,True,0.5295813924240841,0.3153158132556312,0.9472956963912316,0.3285837290480736,0.13063437266577538,True,False
145:146,145,146,True,0.1998143984376414,0.029982127987729368,0.019449296367649138,0.3360760831547623,0.21325768097648937,True,True
146:147,146,147,True,0.4984719001912389,0.22330370000170563,0.6698819582824205,0.612620600625934,0.34639076249668554,False,True
147:148,147,148,True,0.1063216918386111,0.15612835904033706,0.1206620550007349,0.03255891741080952,0.07226153544663733,False,True
148:149,148,149,True,0.35348310210399175,0.07102801974683715,0.5035603130379473,0.2107217570886042,0.4435984518973246,True,True
149:150,149,150,True,0.4950032713031575,0.10095557524133247,0.8586281794186996,0.1505454527337785,0.45827354538562687,True,True
150:151,150,151,True,0.191404072445085,0.1774336582796492,0.2587580375688644,0.015597380798174632,0.2187701360092391,True,True
151:152,151,152,True,0.6120812731223293,0.7639517218389834,0.7061101483036446,0.6381056657016424,0.09581922661724573,False,False
152:153,152,153,True,0.2498573226222594,0.08926242018399871,0.40106866118319917,0.2747366382430597,0.07355715898788429,True,True
153:154,153,154,True,0.33199042922354455,0.12055452091378877,0.48545360172293,0.40232788213588866,0.1697181890713707,False,True
154:155,154,155,True,0.26718824892728454,0.1529508548124211,0.49712222525220573,0.11603847548107526,0.03960862077612748,True,True
155:156,155,156,True,0.31916639068027614,0.18433892840765564,0.48402201220763996,0.12868349681087698,0.35021585997782567,False,True
156:157,156,157,True,0.21062657383510047,0.17328817777117766,0.36610547124943027,0.03915304170242517,0.10890016121878593,False,True
157:158,157,158,True,0.47591651213854325,0.16513320068836235,0.556055641358332,0.1327590289279188,0.7428958850919636,True,True
