cell_id,bio1,bio4,bio12,bio15,source_cell_n,realm,biome,z_bio1,z_bio4,z_bio12,z_bio15,complete_macroclimate
18,11.405348056293056,274.06839704811887,1034.0531610681694,21.689499445952272,1,Australasia,Temperate Broadleaf & Mixed Forests,0.052009105036539674,-0.5894554515202499,0.003258977046322147,-1.2434734410499024,True
23,11.059452034889716,475.56829393081944,834.737093193623,38.54533820763057,34,Neotropic,"Temperate Grasslands, Savannas & Shrublands",0.030919022646251206,-0.10437560551898863,-0.2563347401835233,-0.6653024827849376,True
24,15.51564591969695,469.4387985746648,1021.6659139321274,16.726016117270202,3,Neotropic,"Temperate Grasslands, Savannas & Shrublands",0.30262349555805473,-0.11913141785153675,-0.012874451455357375,-1.4137255390351207,True
26,11.444109916687012,222.11257934570315,1977.0,8.837493896484375,1,Afrotropic,"Temperate Grasslands, Savannas & Shrublands",0.054372505534737776,-0.714531049274172,1.2313740892836238,-1.684309193528508,True
27,16.01806889575721,304.1610083279698,642.3761917066297,48.28668051794551,1,Afrotropic,"Mediterranean Forests, Woodlands & Scrub",0.3332573892839642,-0.5170121427581444,-0.5068698927138412,-0.3311653746899944,True
28,10.72242641037335,249.9554241214357,1456.468613693151,18.19984687452995,2,Afrotropic,"Mediterranean Forests, Woodlands & Scrub",0.010369788920315178,-0.6475037055137349,0.5534223368375989,-1.3631717722784906,True
29,4.664619565010071,184.16608810424805,2412.5,18.152122974395752,2,Antarctica,Tundra,-0.358988739561249,-0.8058813596835545,1.7985790570474651,-1.3648087464725878,True
30,4.080014030969825,208.8948931977313,781.3919380349387,11.606391393706701,2,Antarctica,Tundra,-0.3946334943887422,-0.7463505849679475,-0.3258126667326361,-1.5893334321949262,True
32,15.869250667828418,335.29055362053805,804.4129384740659,58.56287023210115,3,Australasia,"Mediterranean Forests, Woodlands & Scrub",0.3241835968897604,-0.44207257569028297,-0.2958295994261688,0.021317497171219703,True
33,15.532602470025447,383.35149993696723,528.0879918539948,47.898128190304725,3,Australasia,"Mediterranean Forests, Woodlands & Scrub",0.30365737574560986,-0.3263732785764,-0.6557214075547165,-0.3444930811770129,True
34,12.970287820142845,392.295690269435,941.4419088408033,23.9784170587021,14,Australasia,Temperate Broadleaf & Mixed Forests,0.14742711077574072,-0.3048415232941375,-0.11735999501841299,-1.1649614364997738,True
35,10.810222751560449,342.87785412271495,1646.8481520984105,18.825277578112733,16,Australasia,Temperate Broadleaf & Mixed Forests,0.015722935399680605,-0.42380732287328643,0.8013769176505731,-1.3417189170197596,True
36,22.106937408447266,201.9051971435547,1833.5,24.739009857177734,2,Oceania,Tropical & Subtropical Moist Broadleaf Forests,0.7045098196394026,-0.7631771974774784,1.0444764707437588,-1.1388723955827553,True
37,23.54116980929547,176.83887068392784,1970.041426718672,32.43779825155154,1,Oceania,Tropical & Subtropical Moist Broadleaf Forests,0.791958294409335,-0.8235205026948075,1.2223110873692313,-0.8747967879319442,True
40,14.462430000305176,242.94029998779297,635.0,65.47782516479492,2,Neotropic,Temperate Broadleaf & Mixed Forests,0.23840647905518286,-0.6643915321929124,-0.5164768102320474,0.2585068875256235,True
41,15.91017602347008,396.64621962591366,458.1552920428124,75.58219619678891,34,Neotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3266789107093087,-0.29436829654358915,-0.7468033242987812,0.6050962186667478,True
42,20.118258534224196,324.7829757694136,1436.2699510826408,35.707114968185444,34,Neotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.5832554578949986,-0.46736794469405396,0.5271151456209121,-0.7626561816023849,True
45,18.908126066704856,366.4714650665003,185.30117489398802,85.49547923021943,13,Afrotropic,Deserts & Xeric Shrublands,0.5094708756393219,-0.3670093525503168,-1.1021746462772661,0.9451310536000916,True
46,19.53674016626034,409.83287664716767,537.1970017580883,73.32766753757473,36,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.5477989347408255,-0.26262345867468945,-0.6438576287510154,0.5277637872307517,True
47,22.630509824689547,259.46674034622873,1373.5066013763555,81.48258148577308,10,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,0.7364332437685173,-0.6246066823342259,0.4453707512537382,0.807484925921136,True
50,21.675463379011973,537.1083009785104,363.865505383127,68.39349895082795,21,Australasia,Deserts & Xeric Shrublands,0.678201847685458,0.04377244618442328,-0.8696084572557645,0.3585172121789014,True
51,21.519852523585573,567.8402726400252,260.140605410937,49.774574828498004,48,Australasia,Deserts & Xeric Shrublands,0.6687138930439123,0.1177549162080224,-1.004702093409688,-0.2801292149656314,True
52,20.313291229896496,516.9736737430798,644.7746938808272,45.53176863163989,34,Australasia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.595147053536489,-0.004698555685821545,-0.5037460296865227,-0.4256614165518869,True
53,21.879364734064954,238.00622776239047,1785.577710913453,41.608199571561904,3,Australasia,Tropical & Subtropical Moist Broadleaf Forests,0.6906341860515139,-0.6762695481734894,0.9820614065956433,-0.5602434872134473,True
54,24.78556113710581,113.7527180221596,2594.8731432369323,35.47647610354155,5,Oceania,Tropical & Subtropical Moist Broadleaf Forests,0.8678317188066562,-0.9753906609003816,2.0361059292189796,-0.7705673093290852,True
55,25.048961312360486,110.14454431309161,1726.99550746086,35.11412448426628,3,Oceania,Tropical & Subtropical Moist Broadleaf Forests,0.8838918381893532,-0.9840767812121918,0.905762630887577,-0.7829963071325969,True
56,25.127758147024146,56.52558764815252,1713.006703944373,16.047936402123376,2,Oceania,Tropical & Subtropical Moist Broadleaf Forests,0.8886962638904882,-1.1131561288652474,0.8875432994349393,-1.4369843043940886,True
58,20.08437138890898,173.46684409152144,116.5185280212615,108.2805496277306,1,Neotropic,Deserts & Xeric Shrublands,0.5811892800772542,-0.8316381353361225,-1.1917587082799217,1.7266801756653787,True
59,20.56923263760318,125.68138228510507,1373.4662849898536,69.4641544706057,44,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.6107523945685158,-0.946674246087332,0.445318242287708,0.39524169303054113,True
60,24.099337732678773,123.71025038795548,1425.857667130756,77.38390996373222,49,Neotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.8259910868190612,-0.9514194413549707,0.5135539534664304,0.6668966778358928,True
61,23.783163564498665,150.51270475409902,1231.8776620556619,46.995789322304674,8,Neotropic,Tropical & Subtropical Dry Broadleaf Forests,0.8067132147303739,-0.8868966766413332,0.2609100441083397,-0.3754441442102812,True
63,21.95536074541513,213.82038214012184,790.5510210138125,102.1490972319127,21,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.6952678390614733,-0.7344932319140818,-0.3138836716332596,1.5163656515785886,True
64,22.059898778465687,228.46561069836648,1018.5046634756101,103.00118515908497,49,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.7016417653096276,-0.699237108592976,-0.016991734953135433,1.5455930605699013,True
65,24.46735976959856,167.33739402204174,1396.042699013739,95.78017747270447,21,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,0.8484302436748998,-0.8463938386480031,0.47472227027540254,1.2979057759024015,True
68,24.95221333875139,99.15625731704233,1964.6636141300733,69.69960805581292,9,Australasia,Tropical & Subtropical Dry Broadleaf Forests,0.877992889926719,-1.0105293831555273,1.2153069036356925,0.4033179701539122,True
69,26.672387520779356,283.0946083457502,1025.4789262046097,106.06459426018974,36,Australasia,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.9828758980556662,-0.5677262434463686,-0.007908298750199046,1.6506708440362523,True
70,25.338897746361443,155.58343073136365,2222.1791941686015,61.780269618920265,24,Australasia,Tropical & Subtropical Moist Broadleaf Forests,0.9015699347925413,-0.8746896878824356,1.5507009708559916,0.13167729076556128,True
71,24.983150632753016,103.85698840136791,3061.0935437555986,28.05296259253519,13,Australasia,Tropical & Subtropical Moist Broadleaf Forests,0.8798792084705975,-0.9992130998930829,2.6433218356415633,-1.0252007322655603,True
76,22.22993657216762,115.51724086808781,827.4070536148796,89.21754551619948,8,Neotropic,Deserts & Xeric Shrublands,0.7120093638269144,-0.9711428449778412,-0.26588154813523124,1.0728013915593837,True
77,25.170443005728266,47.91798143617284,2614.9791230571777,38.431097591343914,56,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.8912988586911899,-1.1338776099197871,2.0622924082908574,-0.6692210422541587,True
78,26.105714106029552,59.21411985028795,2022.0745928621225,66.87970406614603,41,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.9483245061172098,-1.1066839032871842,1.2900802499984998,0.3065926386546825,True
79,26.025247055281472,89.42456855246951,900.5844714006502,98.10809916511862,5,Neotropic,Tropical & Subtropical Dry Broadleaf Forests,0.9434182434689857,-1.0339569191507405,-0.17057363792577285,1.3777556566884512,True
80,25.98091336816141,95.97209965131827,2219.324597029649,64.61546020214298,9,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,0.9407151157769297,-1.0181947504039897,1.5469830795168908,0.228926966651905,True
81,24.662847852324436,96.82594921715015,1770.2987322624501,62.91608820157461,37,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,0.860349605320869,-1.016139239595748,0.9621617221106685,0.17063692532503608,True
82,23.48158941712817,80.36788222300872,1266.7274889312757,59.965844550901146,56,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.788325539760825,-1.0557594911517276,0.306299240272652,0.06944082213834617,True
83,26.70771011061478,109.71448550561803,499.8861340982417,100.78446106624345,18,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.9850295982539081,-0.9851120812958549,-0.6924521396310251,1.4695573609474635,True
85,25.307094464359658,48.073939136911505,2653.8549505396018,34.7704380139217,15,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.8996308149524865,-1.1335021658693067,2.11292515794404,-0.794785072955013,True
86,25.960364602995533,39.65400130234808,2643.330976950762,34.33944407518982,47,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.9394622099221331,-1.153771864322343,2.0992184987013176,-0.8095685662054071,True
87,25.349245861273847,49.51205644025072,2509.336444220679,29.58342948210718,34,Australasia,Tropical & Subtropical Moist Broadleaf Forests,0.9022008833510166,-1.1300401208220003,1.924701013930485,-0.9727042934559775,True
88,24.551551081595115,35.22869395218105,3185.133777785266,25.016786011199727,18,Australasia,Tropical & Subtropical Moist Broadleaf Forests,0.8535635831662014,-1.1644251075305858,2.80487461852151,-1.1293444149568859,True
89,27.010677337646484,41.81019592285156,1553.0,25.73073387145996,1,Oceania,Tropical & Subtropical Moist Broadleaf Forests,1.003502212520278,-1.1485811591624715,0.6791469794515489,-1.1048553388358955,True
91,16.305468248665132,126.12671666241444,1755.6883272933155,31.26937048955302,1,Oceania,Tropical & Subtropical Dry Broadleaf Forests,0.3507807941706477,-0.9456021724311849,0.9431328029842972,-0.9148749476942419,True
93,23.437355637781337,168.7227330705157,876.1962844931375,111.93793021553867,4,Neotropic,Tropical & Subtropical Dry Broadleaf Forests,0.7856285036773405,-0.8430588490887555,-0.20233735955308463,1.852131733970516,True
94,24.486814657254854,126.04835284013001,1946.6329588087829,73.17506172150347,31,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.8496164532817649,-0.9457908212167867,1.191823373738394,0.5225292657001279,True
95,25.60289905714725,84.18925292020437,1479.8750808817913,53.321584759409305,34,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.9176667068023135,-1.0465601320553382,0.5839074446842077,-0.15846347292063917,True
96,26.758849503249007,50.28193905153393,2026.0172262870365,38.413715499418814,1,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,0.9881476855902972,-1.1281867474739349,1.2952152241998385,-0.6698172641857444,True
97,22.311117379505117,170.05386367543701,214.7502518350142,156.63294723897144,2,Afrotropic,Tropical & Subtropical Dry Broadleaf Forests,0.716959145869251,-0.8398543579756971,-1.063819507960367,3.385212418205423,True
98,27.66585683518797,288.45498494874795,822.6556081788657,122.32326373933014,43,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1.043450025529278,-0.5548219655915536,-0.27206993724054906,2.208358340088924,True
99,27.47433289236794,347.4395401900068,525.4187269140255,127.79209234403326,49,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1.0317723666842886,-0.4128257689903275,-0.6591979180810735,2.3959442513968012,True
100,26.05604364141874,306.23077253732777,487.73944134188855,127.48808504047162,49,Afrotropic,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.9452959827281407,-0.5120295054493087,-0.7082722647132399,2.3855165179268183,True
101,25.735633108310754,342.82460181321335,184.42718782863457,76.39616427124567,38,Afrotropic,Deserts & Xeric Shrublands,0.9257598096477225,-0.4239355195745844,-1.1033129466337066,0.6330160812294869,True
102,26.048961925560285,221.95779664181856,1748.9856792017692,111.99716311829755,14,Indomalayan,Deserts & Xeric Shrublands,0.9448641940931819,-0.7149036647014032,0.9344031237771839,1.8541634776667582,True
103,26.63272264470103,180.07813217554997,2168.5022200113854,88.05763017746979,34,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.9804574385975361,-0.8157224815056027,1.4807908758008728,1.0330152158382293,True
104,25.503784967338078,172.28727475115093,1999.0510349334345,80.89019977912439,28,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.9116234909490832,-0.8344777661390497,1.260093851760267,0.7871656820179266,True
105,25.923369335375632,98.6576031545792,2692.4295365784387,46.171084358702906,13,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.9372065226812422,-1.011729815950172,2.1631655639845957,-0.4037322920641606,True
106,26.561420993452884,93.10117917962161,1990.5057614806765,51.2930064020726,2,Oceania,Tropical & Subtropical Dry Broadleaf Forests,0.9761100116069449,-1.025106047540301,1.248964295954745,-0.22804559869674926,True
107,28.350000381469727,6.276453018188477,3018.0,23.946184158325195,1,Oceania,Tropical & Subtropical Moist Broadleaf Forests,1.085163843743572,-1.234123151008137,2.587195837715676,-1.1660670549837937,True
109,21.071326551730195,151.69563557784417,1678.4614526349076,38.8124726496284,3,Oceania,Tropical & Subtropical Dry Broadleaf Forests,0.6413662246254203,-0.8840489535869313,0.8425507893192583,-0.6561395227863762,True
111,18.773313368787353,524.136236953873,404.4768196429263,88.03436174452668,35,Nearctic,Deserts & Xeric Shrublands,0.5012510328819465,0.012544207774690017,-0.8167153706987572,1.0322170869309555,True
112,21.02157771510974,521.362546858208,1157.8951644470749,44.95024192202253,44,Nearctic,"Temperate Grasslands, Savannas & Shrublands",0.6383329227132165,0.005866977734996158,0.16455357988063118,-0.44560832395352523,True
113,24.53284533806896,265.841337742154,1124.7280725910339,49.808823331277694,9,Neotropic,Mangroves,0.8524230506138533,-0.6092608247384003,0.12135601554762064,-0.27895445944315383,True
116,22.591715262710625,582.1322619762168,127.64362570577833,74.7102917027666,43,Palearctic,Deserts & Xeric Shrublands,0.7340678493788647,0.15216067071958556,-1.1772691315324684,0.5751890829880116,True
117,22.920972212935002,732.7538862363507,45.39283607222708,55.96018115855062,48,Palearctic,Deserts & Xeric Shrublands,0.7541434090214254,0.5147589421375515,-1.2843944047417657,-0.06795716053027775,True
118,22.260245870180746,624.4579187341927,50.93762159792999,61.1383060531629,46,Palearctic,Deserts & Xeric Shrublands,0.7138573919993554,0.254053145007119,-1.2771727517099314,0.10965734294611659,True
119,23.955803211445424,768.5054963469142,143.52261350696165,92.15206539347396,49,Palearctic,Deserts & Xeric Shrublands,0.817239454272435,0.6008254155949788,-1.1565879816727838,1.1734581546834302,True
120,22.577542708203584,675.1917706948357,420.30079448326296,111.34740078335633,45,Indomalayan,Deserts & Xeric Shrublands,0.7332037158712814,0.3761870491770338,-0.7961058709531568,1.8318760248055255,True
121,13.152124582746207,565.3840619031963,1172.4884424405427,101.82280140214816,56,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,0.15851411978304125,0.1118419686363361,0.18356019244975563,1.5051734009145792,True
122,16.506156014870214,685.9384139565492,1348.0796081152316,70.39664788146631,47,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,0.3630171925738913,0.40205793119270616,0.41225406493225214,0.4272270849505667,True
123,16.801211161452674,661.9307517620239,2028.9458336816365,47.3104547222083,14,Palearctic,Temperate Broadleaf & Mixed Forests,0.38100738895098857,0.3442631965038347,1.2990295081558592,-0.3646508281156396,True
126,4.058937072753906,287.0313720703125,1183.0,27.578800201416016,1,Nearctic,Tundra,-0.3959186053984235,-0.5582490934785663,0.19725068077733252,-1.0414649436123047,True
128,9.654021160487629,494.034069759073,1564.0208908323827,67.45835021293466,13,Nearctic,Temperate Conifer Forests,-0.0547733562794725,-0.059922105375127835,0.6935008348575431,0.3264407400701827,True
129,7.699007395813131,892.803356157689,396.2931732541236,45.35228900677102,49,Nearctic,Deserts & Xeric Shrublands,-0.17397507824161804,0.9000532942593349,-0.827373935305305,-0.4318177347373334,True
130,8.393328558175636,1057.706595711875,875.7337798000297,35.5980726812548,56,Nearctic,Temperate Broadleaf & Mixed Forests,-0.13164070717791918,1.2970323462864388,-0.20293973603883625,-0.7663964335362979,True
131,5.78660843118486,1009.3867791395503,1125.9686819302312,18.315633735845644,32,Nearctic,Temperate Broadleaf & Mixed Forests,-0.2905784770418658,1.1807098590577876,0.12297181297643112,-1.3592001751655907,True
132,3.5810232572247798,849.6197939435935,1357.762051208932,13.217805585589574,5,Nearctic,Boreal Forests/Taiga,-0.4250581187818784,0.7960955452348106,0.42486469598354387,-1.5340604255735744,True
133,16.22221992326386,301.20901862667404,1310.4597602118333,36.29774825266583,5,Palearctic,Temperate Broadleaf & Mixed Forests,0.3457049507583898,-0.52411860152986,0.3632571312529694,-0.7423969102069098,True
134,13.715174460142515,521.6019448777366,759.0996815026867,44.55258100025718,21,Palearctic,"Mediterranean Forests, Woodlands & Scrub",0.19284457624782703,0.0064432914514917315,-0.3548466016299019,-0.4592484636969307,True
135,12.659643076869719,629.7476027951265,737.6502823637512,36.54340999951143,46,Palearctic,"Mediterranean Forests, Woodlands & Scrub",0.12848638054369013,0.2667872414973359,-0.3827827801537909,-0.733970483637994,True
136,11.203886344376498,779.5752077888023,610.2106609805062,43.459315978636106,48,Palearctic,Temperate Broadleaf & Mixed Forests,0.03972551736886219,0.6274740343018924,-0.5487630013673837,-0.49674847150581447,True
137,11.074764495928427,1054.1972276651802,369.59555792282157,42.38648776877984,49,Palearctic,Deserts & Xeric Shrublands,0.03185265889796144,1.2885840853295438,-0.8621455083095818,-0.5335474776493999,True
138,7.511747433511952,1175.1284674935991,258.0085827048101,52.591923431766894,49,Palearctic,Deserts & Xeric Shrublands,-0.1853927523082676,1.5797073469303162,-1.0074788876009635,-0.18349153559830414,True
139,1.9360767928684555,1198.137057602606,177.50657751578015,86.3291451330908,56,Palearctic,Deserts & Xeric Shrublands,-0.5253543185477473,1.6350969700489841,-1.1123265047264936,0.9737265700114017,True
140,4.763003455917923,1259.769771242794,353.33272944558945,108.11596238501656,49,Palearctic,"Temperate Grasslands, Savannas & Shrublands",-0.35299004562800984,1.783468198539617,-0.883326580874857,1.721034680049076,True
141,5.350286960565635,1232.6648512911433,916.6898776912622,81.56563939326996,43,Palearctic,Temperate Broadleaf & Mixed Forests,-0.3171820087236628,1.7182172946958445,-0.14959759554715027,0.8103338894552515,True
142,4.097067529710615,870.8023525327961,1130.3322623517956,36.003707925907186,16,Palearctic,Boreal Forests/Taiga,-0.3935937030317131,0.8470892798090006,0.12865503798756397,-0.752482767095687,True
144,-2.3348810076692255,829.2886561169119,689.4588502197035,44.63596504284099,28,Nearctic,Tundra,-0.7857645179288822,0.7471514745004306,-0.4455483822565645,-0.4563883134257797,True
145,-4.477087070547679,1131.508478728518,519.6708192091043,54.29787608364167,31,Nearctic,Tundra,-0.9163797883207894,1.4746989684641982,-0.6666841219949182,-0.12497577180661909,True
146,-3.9853536295755956,1139.5876253779381,777.7100511130766,48.080619692873974,38,Nearctic,Tundra,-0.88639766033306,1.4941482648318474,-0.33060803884015594,-0.33823345278310846,True
147,-7.647731991397553,1417.8534544578342,307.3399261397067,58.17920170865064,49,Nearctic,Boreal Forests/Taiga,-1.1097013603347656,2.164030223114268,-0.9432286394660899,0.008157309713577067,True
148,-10.208375293822607,1467.9759071648048,332.33866440589054,60.285894846291114,53,Nearctic,Tundra,-1.2658297193751027,2.2846922781150028,-0.9106697220552804,0.0804188451602144,True
149,-9.043452891722271,1258.7993108007024,494.13083906522075,47.35334630986888,46,Nearctic,Tundra,-1.1948016996282655,1.7811319650770554,-0.6999479649666762,-0.3631796067371102,True
150,-7.387692085849727,902.1291851715312,609.7196445089309,33.99296409187661,26,Nearctic,Tundra,-1.093846124386933,0.9225037856583558,-0.5494025122328977,-0.8214531521227371,True
151,-10.297761156524937,794.6423078718287,621.6953141938855,27.614999087359326,20,Nearctic,Tundra,-1.2712797826665823,0.6637457480894914,-0.5338051314347231,-1.0402232881319762,True
152,2.2317233774006136,501.32745827768,1111.632873289398,24.821511432815402,24,Palearctic,Temperate Broadleaf & Mixed Forests,-0.5073280608275988,-0.042364400214153185,0.10430053426691932,-1.136042514749222,True
153,3.6957060888525035,667.9295023277379,900.6900699734219,26.965976826559217,32,Palearctic,Temperate Broadleaf & Mixed Forests,-0.41806564064360013,0.358704260969046,-0.17043610397614042,-1.0624853557613376,True
154,1.7185052237924967,869.5846555872935,591.7827038039304,31.91389472007616,45,Palearctic,Boreal Forests/Taiga,-0.5386201615573889,0.844157862691976,-0.572763986112029,-0.8927671666899669,True
155,-0.7900241963779013,1076.0869004283575,502.6883570614515,30.759155769890253,43,Palearctic,Boreal Forests/Taiga,-0.69157101636981,1.3412800879441817,-0.6888024615931043,-0.9323757874660944,True
156,-3.8133458101106292,1277.1473781059708,403.88516236787086,40.96925363658977,47,Palearctic,Tundra,-0.8759099447774656,1.8253021001518217,-0.8174859584039813,-0.5821599274882687,True
157,-6.65542533061956,1429.225876755368,433.94686956452836,44.14409929838693,54,Palearctic,Boreal Forests/Taiga,-1.0491981225486433,2.191407571401252,-0.7783329167015561,-0.4732597662694828,True
158,-9.363756007696754,1660.2087867203732,332.0144811264552,65.80228374508093,47,Palearctic,Boreal Forests/Taiga,-1.2143313232370057,2.747463212759584,-0.9110919456294749,0.2696361188224808,True
159,-10.172335191402205,1821.6313167805054,395.7795438488578,70.30426582161711,44,Palearctic,Boreal Forests/Taiga,-1.2636322707709906,3.1360629948641154,-0.8280428977628395,0.4240582943122191,True
160,-10.537405513560234,1548.4949477982223,356.6856281031484,56.98601642234032,38,Palearctic,Boreal Forests/Taiga,-1.2858914547342082,2.47852941865391,-0.8789596904615936,-0.03277005617592698,True
161,-7.506339481482677,1222.7908531547225,437.17224813899725,40.82748609572274,29,Palearctic,Tundra,-1.1010803311845134,1.6944471708916622,-0.7741321113046381,-0.5870226860915551,True
