species,inat_taxon_id,measurement_id,analysis_rank,selection_hash
Chamaenerion latifolium,564970,FCPR-09BEB36EC6FA1E1D57733763,4,3c205baa31198b96f545e34fe2f2061a9b34ddde58b4c6d9359b996e64572cc7
Chamaenerion latifolium,564970,FCPR-AFA1E181888EC183926F2183,5,3fb9205846293497cdb2de49175b96f798a3173cd10c4c5e244ab23f011449d4
Chamaenerion latifolium,564970,FCPR-6F7CD039DA302E40A735A16C,6,46c6b68a2f6d8007f8d8c0302655d72a0324c003d5825cf6d0845d26bb9da2a3
Chamaenerion latifolium,564970,FCPR-681BD36400A5FD6805EF501E,7,47a63fc5a10f5909475660e3bacafc4f23915dc897d75b0df8dbac6bfe57b7f6
Chamaenerion latifolium,564970,FCPR-C68DB1CCBDBB5FF07C6FFBBB,8,4902e1c975e18d4823dda91ee2b7f50f8458da56d990eec0dcf8696b9af6dc12
Chamaenerion latifolium,564970,FCPR-3E778D406C0E299587B29809,9,4fb256358253c6f2872d87b7ea3ef919bc9b3cfd3967beba1bb7985f9c994b5b
Chamaenerion latifolium,564970,FCPR-CFA1417776B44027166EDEB5,10,5abb2b61758ec8d5a0a61ccf9b92324eb1d0705b37cfc44bc3832031a689e1fe
Chamaenerion latifolium,564970,FCPR-85EC28FE6543CF0589036E37,11,5c404b6b0d714f081fb6614642a41f4a54493b4441b13a618b4de952604d28e0
Chamaenerion latifolium,564970,FCPR-D02C16A5F4FE072AB115363D,12,5d536c708247d799c63e91b37f18c6391e53d99c67d8691f2c61878499e445f9
Chamaenerion latifolium,564970,FCPR-C715CE2CFA19C0F0A8D38F50,13,6615ab7e3dcb870878324efa4750fe7a11a031e65a446d8f79a165c0e0724670
Chamaenerion latifolium,564970,FCPR-2AB8FE2F0648381A1EFF42BD,14,781bb7ee0ba7d8c217c8b5ddadc7c7252fecf66b0f4480c9d2f709c72a9c60a6
Chamaenerion latifolium,564970,FCPR-4EC6985AC5FA321295161B5F,15,7fa012906971a6c1ac8999e03caa68b7c4deca04039e06c2146cfb5af830aca4
Chamaenerion latifolium,564970,FCPR-B387BB9735EE0BF9BBC0A4B7,16,9336b939caf2b79f426b9b8503e179c6ce5715d31a5ec2d0ec09143a18a9931b
Chamaenerion latifolium,564970,FCPR-50CC3DBF4110EDDC763B29B2,17,944cf61bd29387d86212b3a86d781e05ff9a5ba73e0e385b05e68c807a972d4e
Chamaenerion latifolium,564970,FCPR-125F83C993333B2DB67A50CA,18,ac62a3a1c56a4e50a57aac3197ec147537775d3a08d21c55ad8e197c99fee5ba
Chamaenerion latifolium,564970,FCPR-143693280C31503D07BEE281,19,b4872486cdc9af9186395a302df60fc2ac293a40d124df3bdf0faebc058f7b95
Chamaenerion latifolium,564970,FCPR-ABA65723E6AFE3034CACA14B,20,bd040c99db2194cec93a74f25dec346d9fcc5f551aa4a4c2a87014b0c41e6169
Ipomoea pes-caprae,60879,FCPR-368DF4D7D5A25A0B6E8A5106,1,04ff8fbd47461eca1bf0b0875d5d2596fa26d6fa38adf87aeeb0f046e8baaadf
Ipomoea pes-caprae,60879,FCPR-9082E43D379BF0A3CBC8DBBF,2,102599469e7cad6992070f70c176501a745ce0014bfd1c964aa6f723ed3135b9
Ipomoea pes-caprae,60879,FCPR-C035939EDA4FA5E08615A4E9,3,18f908cdb3a703cffbc1fa2680de5133927f8422dff9c77ce6f69a9bbae91a8b
Ipomoea pes-caprae,60879,FCPR-18E2A006A4B814715387DB94,4,211409e76989ce78e00effb34bfd0d1cc49399a60d3bb618fe44d3c3c60e075a
Ipomoea pes-caprae,60879,FCPR-48A77008222CA1EDF7FA6B23,5,236690f9ef31c4ea030b9d6922267c8ef6f7d8e523a6da5514022c53a38379f8
Ipomoea pes-caprae,60879,FCPR-3EC51F5A2909A5115600801A,6,2a93b82043599c63ba640badd9c91eb0072bc748afbbfcdfab2277acccc90f5d
Ipomoea pes-caprae,60879,FCPR-AD0AAA02204647531FFA38F4,7,381737f161bd5208d70d8cd2610f4d0a8bfadadf12e49c2c7fc6af9b6c869fea
Ipomoea pes-caprae,60879,FCPR-479FF3913662024ED093171B,8,39725dedaccc853b8460faa6be54a8ffbe7e4430aa442af616c35ba57767a512
Ipomoea pes-caprae,60879,FCPR-5E8C5DDE9C7BF3D9C3BA9A6F,9,42df4fb5fe464b1ddb77fc4c757b237e261493e9e147415453d6c0463da8ebf1
Ipomoea pes-caprae,60879,FCPR-32B726116DBFF5D7D7215B87,10,525cb3489fbb282afd05033c1656317d3d4df1c3b78335d446eba72919d63915
Ipomoea pes-caprae,60879,FCPR-51616977C95F94EE5C7CC3B3,11,55a9f03594c3cf584dc3ebe248aba8f48915b478c4e5e227694c7f36a7901da2
Ipomoea pes-caprae,60879,FCPR-BAE1E913FA0E4771603D4A66,12,565f5c2a0ad845fa55e88d1161df8eb670f89e69d1cbbb3b54609443159f351a
Ipomoea pes-caprae,60879,FCPR-B58461FCD2CB8D4E6BEA123C,13,695c5d6c8adad07dd76dd69730734e5c5de7280d77ff319ce69d65bc055063b0
Ipomoea pes-caprae,60879,FCPR-B9D489C97AD177A347CB470A,14,75df66e7e36e192e375a347123bb04b969308277b3a06046c67e133fad30aca9
Ipomoea pes-caprae,60879,FCPR-533E47D803503A6569FB6111,15,7cd6ed92714e45a8275dac7c051fa6242cf2c7e04e1f3f5ada2bf42c85b287a3
Ipomoea pes-caprae,60879,FCPR-77A3B46BA1D3D94A14FBEC3C,16,804625bebb36cd903cd21cbf1b7e381fbe881d6c6413d89033d3e2608d1a2e58
Ipomoea pes-caprae,60879,FCPR-CF7F0B66479E0AE7B469AA79,17,819fb93a0e1c12d08bade4347c010d6a25ba3805712cc31ae225161a896f432b
Ipomoea pes-caprae,60879,FCPR-69BD82630EB7BCA7D9683D5F,18,8b758e4d004449403ae3c7c9db1618dc93b751f03282c682b362c54bf06ddf62
Ipomoea pes-caprae,60879,FCPR-45937707A6E65C9FE4268BE7,19,93daea59e174658d158c0bf2d11599e516a41459d1b1b6f44e73dffada5900eb
Ipomoea pes-caprae,60879,FCPR-B0BE852EBD81FB9A5C7F9E10,20,99224d1baa98aefaa9a06af4e4fd637abfdc7f92b1831c18d9d4860e1f99961e
Arctostaphylos uva-ursi,68049,FCPR-9D6553EBE8411C8CFA215E7D,1,053e8af217b3402b45ae9885dd20de9f778ae798a028d30018149947bdc19bb2
Arctostaphylos uva-ursi,68049,FCPR-36425FC3A25E1F6355F5304D,2,138f030609d2fd334455471bbbe83d248462b95a6590283dc1b207b228bdad01
Arctostaphylos uva-ursi,68049,FCPR-E3D78150FFBC78EF4362BADA,3,16661f9b5e06a4f7bd00d3fffc87964c9231f455ef64be2c3723d652755cd6b9
Arctostaphylos uva-ursi,68049,FCPR-53E80F061647024792199E91,4,22afdb30bfeee9e54cffc6b05d898b5894b1ed7a7bb66a6be6803bdba0b972d1
Arctostaphylos uva-ursi,68049,FCPR-A5E6DC0D0971ACCA9158B5A4,5,28536bd24920236de885fe4fd8940dbbfb2badb1cb1ff379167569b2b491cd71
Arctostaphylos uva-ursi,68049,FCPR-15EC7F8A510ABEFC673FFC1B,6,2e309008917d38c8077516534064bcab69a96b98ea18ab3c0d18265dd377c741
Arctostaphylos uva-ursi,68049,FCPR-87D2C4073FB5BA3CED2E9623,7,359237fcd1849311da69868c13a9eab92e9b4d171a1f8c2360375cc7b9756946
Arctostaphylos uva-ursi,68049,FCPR-37B583B9BBFD907993883B15,8,372c42be71ce485e5493a10a1868fda63bf811b5a489f6ca57cb86ea5b52f209
Arctostaphylos uva-ursi,68049,FCPR-D3385DBB007C4F8633E6960E,9,38bca8c0050c0c6381f076ca8a832e924353ed6abfdb9a765b1d4795098cbb44
Arctostaphylos uva-ursi,68049,FCPR-EC2DCAF347CF51F8EED9FAB6,10,396253bdeca67f04b7951c669294a45a1786327f506b61ea82430f4267a4fdec
Arctostaphylos uva-ursi,68049,FCPR-A65613E07B9BA82789157330,11,44e6d828559adf32a255249ed0b76f43355dc9f29dffd5c1044eab3654f31fa8
Arctostaphylos uva-ursi,68049,FCPR-91428125A307C1E6EEF0DAC2,12,4d717dcb944a877a05dbbe01efa0400278066e7dac3037c4321c1df9da05c5a8
Arctostaphylos uva-ursi,68049,FCPR-F71DA24D1007E23865B9E4F5,13,50d6dbb9e0e95de8c2808e2af7d362de5a5e1a00df05be3ab43b297a82b755eb
Arctostaphylos uva-ursi,68049,FCPR-7A4C3ABB65BF705B2E3BF445,14,6262f1f3577fcd8047c5731f5d8f71991e67583cfe957147cd27eeddc8a71205
Arctostaphylos uva-ursi,68049,FCPR-948631A138323F318A0A7531,15,6bcbd8d0f81032c5b5ce86704cf6b6491ffbe26f926131d5762f50b865534197
Arctostaphylos uva-ursi,68049,FCPR-B5AF33E754A77FB3C6F2C47A,16,7aa841cada551d7a69f8ca7c259e705d234e3dbc2a2e925714202f97199ddbb6
Arctostaphylos uva-ursi,68049,FCPR-62DEAB33217B476EEDB3519D,17,8cc4ec5a5543eff17606808b24cbebab32a52f3a745b707315574e59beeaa789
Arctostaphylos uva-ursi,68049,FCPR-818F51A8CC3DB06B83B715A4,18,8e7230714bf3f842c5853ceb433fa655f0eac08c7c53522ed81871876bccd4db
Arctostaphylos uva-ursi,68049,FCPR-7373A76CA872E4D52D737ABD,19,c266b4ae0312d2f898f417e2d0375ebade6543789a63e08d970baa1bdf59cfc5
Arctostaphylos uva-ursi,68049,FCPR-9FAF1B7261C40CB0C9A58FE1,20,ebd9032bd6d5c7f2871955a0fe89aa808c9b8465817c08af9fc460b51db4bcad
Asclepias curassavica,75602,FCPR-B55D32576FBC08AEAA476DFE,1,2e1bf9e3f9de83868ebb7afddd3a0fa145219b9c8d6dc487eb57bb0b26830cb9
Asclepias curassavica,75602,FCPR-1F404E49BD4E39214C9464C6,2,30b0c77472f2b94ade4ef71b348ea2412f6d97589186e9bcd30d3e411775ad74
Asclepias curassavica,75602,FCPR-754D2EF44F569E1F755E46F3,3,358327671465df19277ef3d9158c21c937207a4d90649e358e399343078e6d13
Asclepias curassavica,75602,FCPR-2F8057E7554A05AD4D1CAE46,4,4296efd53e1db0eda75e32874d13134ed82f4e9d253979c6b2efad22660e4fb0
Asclepias curassavica,75602,FCPR-F2332076170D7E55E05D7ED6,5,4474eb8aab2ef1500e164887de17aae3dbe8cd3be3cdb8e024e1cb5e0ab3961c
Asclepias curassavica,75602,FCPR-3A5FEE1B4DB207CFA61B2DA2,6,4666c73a2abcc9f8c4de79ee918897c169d9da3f17cd637ffb58831b2d665708
Asclepias curassavica,75602,FCPR-EDBD2683C25FD8BC1EC56FE0,7,4a9feb37a93d0188dd049d324488629fd023ddbc5b66d8d8410dc5e6b841fcea
Asclepias curassavica,75602,FCPR-4F64A5A2B030825D93757C92,8,4ead3c0b8486bfcced54a812d7b16d4d65d7f239a062a5d174119f0bfe840d3a
Asclepias curassavica,75602,FCPR-F8EDDE475FEE4A1155145377,9,6d75be778184be465595090066bdf14c39ac03960190c4308ef362d32abd43d2
Asclepias curassavica,75602,FCPR-F4684C042F29588283C587C7,10,75f3406187bec988600c749de74129f2e8b50275f36d85549dcc7c1d8c47aaf1
Asclepias curassavica,75602,FCPR-79B7CF94D47FE4D1883CCC58,11,971ca74dd9fa819f48b6301aa24a6c4c7e5cc63ee658324478115e70e0195abe
Asclepias curassavica,75602,FCPR-2E093EF7700F46F04B83AF78,12,9e4018fa15b6c5175e500893bf8b3ef839b61b33af9562a62c8a44a63532f501
Asclepias curassavica,75602,FCPR-44344B33BA337AD5FB342BE7,13,a241d3031075694abd3c534828524de5d33eae2ef771c5d7ba9ed6c4fda14eeb
Asclepias curassavica,75602,FCPR-3336AF7F8E415F629FDF1067,14,b2e764c5a4eaefc5a54ad522d07957dc5790a9607cc1ece89c0e4e6d7793b798
Asclepias curassavica,75602,FCPR-19A873A2E46199AD45C2523F,15,b365bdc0f589b270e4eb746e1f28562b016b93d8c8259cb01d605a4b62a021db
Asclepias curassavica,75602,FCPR-123F19B6B62DFDB7E7D3236D,16,b4678394124221366acb0c485aff741eb9bb6e3c8ccea7d14a4bb9d24981e085
Asclepias curassavica,75602,FCPR-44721FCA679E1FC1BAA4955A,17,b6051c11cac3d6e05ab7af6df65a874ce6dd2df2cb8a0739d50dd50fb66e396c
Asclepias curassavica,75602,FCPR-BD24AD0ACFF6D9EF1EA00092,18,c2fa50c167d8ce913a90c812d95c43eb37c0cc4df7f2a4304acf953e75518418
Asclepias curassavica,75602,FCPR-71F0B51A092FA4CCDC1F1921,19,c61601d157b6967e55ef9b54234c35029d30392096695f9385422ee5af10a16f
Asclepias curassavica,75602,FCPR-0AE644EEFFCB5270C97B4C73,20,ce4426299fddf9dfcde3fd25254635a13ac8aa81727b746fda293e85db6a02d2
Commelina benghalensis,76425,FCPR-278011D38BA3A0F71F0D34F4,1,002a746b98dae90782f772520e1f5c0b34107d9e943a71e8742b5fa341b8a716
Commelina benghalensis,76425,FCPR-117DA58530F216C58EC45319,2,017f427c7cfdb814b7fb3ac59637527c797464b946e4f6ee30603d38e7d80222
Commelina benghalensis,76425,FCPR-3B0751417D3F5F736C16E863,3,0634caa8f27fe2a689d928df7ecb09922b7f212fb139fccbf80b2125bbdd7c0e
Commelina benghalensis,76425,FCPR-CF1E586C6BC32F82B8EF748B,4,1afa56c3b5e6148342d4e31959b3226950e57530b0bfc45510dbf9db8c1eaa73
Commelina benghalensis,76425,FCPR-DE26E377BDFEC7EF8F0B0F04,5,1d7b959d201c76db2112308e7dabc7a192bd4e99aae1e029ed9ce96f4aefed87
Commelina benghalensis,76425,FCPR-E95C497700297064B287B466,6,27034f469f65a8180f0a5b3aa642bfd17ba09790a0cdf73a6ffbb0477e9669d5
Commelina benghalensis,76425,FCPR-20F164C33B2B4AD9EE68741B,7,2e35d2183d412dc919d1dd7d799000d55035edce91441fff0f8baa9ccd351415
Commelina benghalensis,76425,FCPR-6D75D22E03A07C5E92A762AC,8,3f804a8747cffc99d69ae81e8d8f63874067e5ce43330518e29221f6de12211d
Commelina benghalensis,76425,FCPR-4F8008BFCB1A3C2B456C2251,9,6969d829d05319628960748300bc38adc2d911c9810595294421b3c6c39589ca
Commelina benghalensis,76425,FCPR-61AE0EFCB2561F1763E40695,10,6a1767fdf2d6e20292e66291b32f154aa253aa2cb6ba583491ceeb7efd1542dd
Commelina benghalensis,76425,FCPR-0EF89825BE68D276475CB5FA,11,751085a55ab1f476e967511f36b7feb2f5328963a934624ed13ece522bb4b1f1
Commelina benghalensis,76425,FCPR-423E98B3707AD7C247C6DE7F,12,7bd88d09ca51deb9a1ad834add6b7bc5597e7363c8a2f4b56757108cabbb051f
Commelina benghalensis,76425,FCPR-B63DAD192E008ED93B5142D8,13,7c140d28dadbd6b6452d7ba05c6511a9fde296d0ba1975fecc76ae1ced679023
Commelina benghalensis,76425,FCPR-CD065F141E5C22488F068050,14,87625b34bbb51bbb9a8e8fd1479f68c2eb5b5e1a4f8d95dc958fd1bf2a4c3ce3
Commelina benghalensis,76425,FCPR-FC3D3964818741F57C8EEDE2,15,8aa74392ff0acf1f2c06d636289fece4599cb99152bcf31483fe750d82cd7c0b
Commelina benghalensis,76425,FCPR-68BE78FAED2C98001CEC7DA1,16,96366d798e19dd8a3f23fc7eb548303d28db10f987193fbd592333f96dce905f
Commelina benghalensis,76425,FCPR-A2125F5C49589D5199510B70,17,a6c2d8a7fbc3100404161c8c213936fef93f79fccad4bb3da963a0e853dd8886
Commelina benghalensis,76425,FCPR-BD1C0657FC8BB8A86F390500,18,a75798a75df4d9077c2fd9c1e4afef1813e66f0ae6ed90bc432bc03f397e47d4
Commelina benghalensis,76425,FCPR-C00FD1C9BC6B63C9467B2DF9,19,a799601db7ddeebf6a42a51b74dfadc02eb8a2a0ab52cb82fc9ba44446731d37
Commelina benghalensis,76425,FCPR-A6D04D12A4FA9C240CC92C3B,20,ab5667452f078ece9f43fb02d507a40d1e31eb4f223e18853e7ef36f90ff7c6c
Ipomoea cairica,77494,FCPR-F7F67DE8626DD9CE67A5176C,1,03b50b1f45bc456877eef8629db23d99cfd7cf53c3103ca7ba98d0dadcffecfa
Ipomoea cairica,77494,FCPR-CBFE4DB21BE80D697CB8A99A,2,0ed4bbb21c8d0d1e99e1e83f7453dc2d7ef179a364c672531110b732344b0d2c
Ipomoea cairica,77494,FCPR-EE6DA034044E47453FEB9F04,3,0f8db5ddc329af553308da9df173ab9a0e48a4d14a291b6f1a111033c29571e3
Ipomoea cairica,77494,FCPR-A3A67B0F6EB8573B0E5A8E33,4,1090413ba2b3289838006c665c06a01bb84724cb2cec057a86a8a4c40161ff66
Ipomoea cairica,77494,FCPR-655E9488C563AC9DAF69C314,5,251d8316246e2ec6627583e4773ff7bea03d0948d7ae5006437193d68729836b
Ipomoea cairica,77494,FCPR-EC035BCAD74B3D089CE62B0C,6,2ed91a16b77bb38bf22cce345f1b659bee42022c260202775cb263aa5b3f4345
Ipomoea cairica,77494,FCPR-835B45DBA8A8517F36A17A3F,7,30a96ff4598f7ba0c4b3013aa77a8c7f88df1580ce2314f4e4d34642ee355c30
Ipomoea cairica,77494,FCPR-5E23F4E688CA0ABB74B315E5,8,35ad00ed59ad57d88b85af73c42f2a31bb504e0767d66b4ef65efc5ad7eacb4e
Ipomoea cairica,77494,FCPR-D5062111DD866456A6F8EC97,9,4e9b259bd9cbdec73d395bd6937b2e13cace95c27a697defe67a5b7784b60c38
Ipomoea cairica,77494,FCPR-F9548FA97686804055A97BCB,10,4fe3064e9f4fefe9f20461af8c9dea8e1908610a3ca2565e50c9c8cffc545983
Ipomoea cairica,77494,FCPR-E0F01499158C1BDECE23AFBF,11,54413d36d4d6654bb2646b21e532a2d4a1acd73b178832a635dcbdf6450e2fc3
Ipomoea cairica,77494,FCPR-E9CA3D24137C42FAF740FEF8,12,54977a43f52f3d3f46b3fbb4c3fddea248e504440588edd1fabb0012cbd35739
Ipomoea cairica,77494,FCPR-6C31DDE774E1D9859B7D6F18,13,5d22b79ce0823d0e0e2797f085410ffdb0020d1ec26ac6e8eeefb888465fa232
Ipomoea cairica,77494,FCPR-B50F3482A631FFA037A088B7,14,5d6e89775063967bad6b1e8b94f7bba3a8ba1423ff15b8aab1137baed6e1b2c3
Ipomoea cairica,77494,FCPR-96591FD55FA25EB55D99040C,15,637b48f89723cce04fa8b7d7fefb427a7e9215c3ac903c9c72ca28f84a8f27e0
Ipomoea cairica,77494,FCPR-A6FECA92CC5C2DABC637FA15,16,72d109d1af33ac0c6e967bb000804f0a00f132825f5bcd9bda4f548840c3cb61
Ipomoea cairica,77494,FCPR-48E7E842366EA97A5099980F,17,7b82526d42cf90d76717eaf6530a90889bcd852145050a8383fe24a1c7f69736
Ipomoea cairica,77494,FCPR-9AB63F1D5ACE47DF36EEDC69,18,961644c143fc3d9c27670be83fa633cd554c82c618a9a6a6d67902d0bbef78f5
Ipomoea cairica,77494,FCPR-E1A056ADD50FF6A94D2A6AEE,19,970ed8a732e6985e1e53dc7890386ede404f6b8964fcf4bb20eef895c6fc4ba0
Ipomoea cairica,77494,FCPR-61049078E9CD78D72CA8A998,20,983325bb06615801d3a873f8cc0dc2cebc122850ede922f191935fca85869408
Parnassia palustris,78352,FCPR-6FF0E36F762FB4C7C87168BA,1,0476cd335b70acea083cf66901d484e022c28b175b7190c24e1297ada5d1dd0a
Parnassia palustris,78352,FCPR-EEA80BA24BEFF97C74BD219E,2,05e1b86c9e019c36301fcf1e1b2a162b992386a269262e240bb1c9c2ab31a976
Parnassia palustris,78352,FCPR-9C9D6DAC1675B7D7932CFE8C,3,0c28a75c9e3180bbcb8b15aff4126b0311b740bec0730af9994c307a09def916
Parnassia palustris,78352,FCPR-FF8B0D88FBFA26961720B44B,4,18ac989a6c5aea2ce2fa5034e4e10eba81d4ba69fce6a41dd05a8eb78ec384ff
Parnassia palustris,78352,FCPR-8019F73A249073CFACFBA98B,5,2a549b5b2ab776a498b901680889e2d6acc69b1c9204e27ceba4eac3efe2a22f
Parnassia palustris,78352,FCPR-3DBD22AD8A5E3A310E411CA7,6,2a76e84bcc76f5f65883a0fee5ca63f174dc6e68568f70a727e5085542a5b778
Parnassia palustris,78352,FCPR-2C46D6ADCC140D3362E677E3,7,30293cdc726c59b096f7869191f42e73473c7c9d56a634debe3b61808ddbf42a
Parnassia palustris,78352,FCPR-F5674CE52172A2EB54E90834,8,31e1fbfcf542f063ac349d23eebb670e012d5e48d6e076ad272aa7994b09c3d1
Parnassia palustris,78352,FCPR-E443E73E043680422207E44F,9,380c2dfb11bc9f9180949bca8e398c8e6c0f147e905354250a47c90b7af02e93
Parnassia palustris,78352,FCPR-3A372A905B299FA2211EB3A2,10,38804855a7d70feb3e9e4baf6b893ba2f6fd4b9886c281fcba17b0a972ed57e0
Parnassia palustris,78352,FCPR-A8D546DF69DFFD3884581AEA,11,4332f30f89b1c38b2aca493ae84bf59a60bacdd1a9b17f44c9dd02723eb46aae
Parnassia palustris,78352,FCPR-A974218B9ACC07CAD642C81B,12,43476d6c856cd9f8c932017e393a70386274fe919a54c29f574b7ca68f6c3f97
Parnassia palustris,78352,FCPR-59EDC71F75B9F8E06AF62DF2,13,4a34b4295496eeb5f5ca5570731c44bfdc5b471e3bc1ce01344979403ee04779
Parnassia palustris,78352,FCPR-D5E1F4CADB7288C72BD14983,14,4abfc67f48a4daf79cc7764fee1a8e83c7d3059ef77a2641aed3bf81924f66a2
Parnassia palustris,78352,FCPR-46D32AE681FAA37E4FA77266,15,4bc35345d918af3f75efaa55d28a99d3c62316b4283dc1be4348044f82f8381c
Parnassia palustris,78352,FCPR-6E68CAE4512D8D46697EAD12,16,4f4a608516031c831003f3cc0a98e930cedd90148b53543d0d63d0b98e365fbc
Parnassia palustris,78352,FCPR-FFA754286D6ACF5FC2D97FF6,17,521dcbc60e8f002a04dedcc320416fed860bbd6cc59dd7fcc26a4c64bedf7188
Parnassia palustris,78352,FCPR-ADDC481BEEB20C21308CC839,18,5615834096cddea001e28478ca8c6b24f1ba376e8d5280f44ab21268b595ccb2
Parnassia palustris,78352,FCPR-D9356B00815EF272D02654DE,19,6da906b2df4d07430b8f37782e1919c17bd35520ec765534d516dc4528fbeee1
Parnassia palustris,78352,FCPR-83AFB954CE58ECB5790AD26D,20,77265020f14598d0e0b6dc448f5d11f8543c5a3dad6c624a7d5c18734ce4ce0d
