species,inat_taxon_id,measurement_id,analysis_rank,selection_hash
Bidens alba,1095846,FCPR-3AC4B76B84EB71ED5AFAA701,1,04c8be8efa0a00b42f732f562f738a145efa2944dc5ba5321d0c5be59a3bfe2b
Bidens alba,1095846,FCPR-D77581D83F227B2FA700FD08,2,07b0f483f6f02d427303c2678858a54548c960608cca70c2f6e1951c73073205
Bidens alba,1095846,FCPR-8CD6105B85B0CE0EFD90A58A,3,0c5d8b8361ed86e9d96a41ecc0b18126c1dea503b09a898cb2702f11264acbf9
Bidens alba,1095846,FCPR-2D22765E16DF0E25D47CDAB1,4,0dc4d95c7f595948b699ae8c8b28bd92fdea609063d2463b662c10998bb891bb
Bidens alba,1095846,FCPR-9A4E6E647B53F2803482F0E0,5,161acb1913d758e3e0899fe2e7209a22c1cd3de21960a1ab0bb6d78842317e39
Bidens alba,1095846,FCPR-A136BCA8A0497644F312E224,6,18b2a14f091dd4c65cdb6b7ee5418c884219147c0c63b1535da4e2dcd304913e
Bidens alba,1095846,FCPR-1EC1D353FB91BCE9A58FB6E2,7,22503ad82e9a70afed422d2c1043bfd6888a20ff1a6302ee84ec161e3c22c9e7
Bidens alba,1095846,FCPR-1677D0459C6A04BE1EFD51BA,8,2569d8f11307728d9d8f6a3efdbec03ecf019d1e9d7206f5360c0424d6080de3
Bidens alba,1095846,FCPR-3F9618DCA2383D45C3384FC5,9,2e7b5a5c0bc02fe1129e5ade9b1226bf59b8be53171cb3d39ee25700976beb05
Bidens alba,1095846,FCPR-AD347E853E3003FCFA221806,10,36a9109303ae6e88dd9c930ae6bdfe8c38434d77bfd6acc03cd99c48334526eb
Bidens alba,1095846,FCPR-B1A3BE9A330A41CC048CCAC4,11,37e04006f6ecd1b341372957a05a9235198df23f11a129450e2b5033c74a3a68
Bidens alba,1095846,FCPR-21DE388A35512438A659BE4D,12,3daee6b2d3297804a1b72ecbac48868f14ffc75244037d42430e5ac8b7dd283e
Bidens alba,1095846,FCPR-3EF1ACEA445D1396301A04D5,13,3e2b7092543db073865dd322f9baa87a2849473559ad443223a669c4887808ca
Bidens alba,1095846,FCPR-C81559B78AE9940642CBFE57,14,3eed99275d8e8b5603338203aac728f58b3f038bf18c276518e8fb3444957030
Bidens alba,1095846,FCPR-DCBED5C13957B05729CEE3F5,15,4342571ba7388a28e9b696ed953ac2e5bcc41a223464435ff647ee919e10bebf
Bidens alba,1095846,FCPR-D7780B72267327C1C05F4ACE,16,4dea4277af47ef28e36c9d0ad8d713bcc2bf03d7f95291b7abf21a3659dc1046
Bidens alba,1095846,FCPR-97D595C91A13841FB8DF91AD,17,4f1e556f0be56f8895dce9f9eb742679692241c058307d56c31cca05d2af9e0b
Bidens alba,1095846,FCPR-9E5AB0A7C6F605B34CC4330F,18,4f3a57e52b1aee3d160a9c6786261c1f8ba763144656248461a7171765d52b5a
Bidens alba,1095846,FCPR-6772D4B6F9722E48D233FCAF,19,552ba43270355d6f421c95a1502311cf1a86416ffcc5d6ef56799ce9df68a5d9
Bidens alba,1095846,FCPR-AA7BBE3A7D8C5AC885292F17,20,5ca4df057542780d6fbb0882e063db42dc9aeaa5e29e7feb97f643a478fd2ad3
Arundina graminifolia,117504,FCPR-0516A83F8C4E7DD3F8343170,1,104ab13582bf3a2cbe267aba6adeba06d3051d21d4c75ca89cbbcf5a54be5408
Arundina graminifolia,117504,FCPR-777191BEA1F26E12EFA5F50A,2,22fae3e0bb6d24ce87e87f7870f40e921d8b57a1126a8d61417efdf38c4b9247
Arundina graminifolia,117504,FCPR-B9DADBD34B1F0FBF90F2F7A3,3,2ddeb4cb1b746ea363fe69e972e9b47ab3c65bc93ef9fc29e921be946e22ad6e
Arundina graminifolia,117504,FCPR-54D3332F3E0209B0108D8E42,4,443947f1b74c9e780b7d2ae7e20932f367e46ae3900721726c9469c279a71b58
Arundina graminifolia,117504,FCPR-95272B5DB6324551F9EBFF8C,5,4ea7b84b0aa5b387181c2c8c45a144626a6e75febb058bb35993030c65d37c8e
Arundina graminifolia,117504,FCPR-5164E59B6E3F664883D74A30,6,64d315a9b5d4e1ac85c3d4943da9b31a7c19c25e1d3bbb85926a9a96297a7468
Arundina graminifolia,117504,FCPR-0B2E343B240FB9BE334A6FE9,7,6c901e67616cb8f4cc5bcee44bc9b7cfb6037dc06d055a43831f32cc4a78a1a2
Arundina graminifolia,117504,FCPR-4C462729D3CF57694F704CB4,8,6e3f6980d35ee55a6f0800b27f5ccfc6511675030e2ce8065c8f2d4f2b9c8f71
Arundina graminifolia,117504,FCPR-E31EC4F1A0B4628D1E7FF433,9,77cc4d06f2352d5649cb4c89180ad965ce539c2e45e08c60eddcbb9a83e3927f
Arundina graminifolia,117504,FCPR-13FB9F2B87252937027D19F4,10,9258a0109ca37eb30b75c08e4e859d383b9e308128b562b02ff5d7ed866584b1
Arundina graminifolia,117504,FCPR-904960E6BBAEEC3C81015B1B,11,94a472ed2cf272dc8626afbefcac0d2bee4a3b37b486bcf4ef082b9f45eb3adc
Arundina graminifolia,117504,FCPR-2A7EDA9FD2AB1ABE4855F85E,12,b450cd49b6fc4a360f62a4334823a72e75099c95c19f8aa66dedf7202a625eff
Arundina graminifolia,117504,FCPR-3F0BE71CA71769F64A483F6D,13,b8171352d2ec9294df4a4b4c635f897241d7c8a3b2091a804fbec00314158f9e
Arundina graminifolia,117504,FCPR-7E0E0CCE54FAC2BA0453C324,14,bae3a6be16f24fb766895d12233af12a32192db319da95cda2931da563358b76
Arundina graminifolia,117504,FCPR-FF87EFCBB55EC8B8AC73CF6B,15,cfe35928e8fbcbaccb42706eaa4dddf41cde3034894531c805614d2c3e38ac5b
Arundina graminifolia,117504,FCPR-07F8D41B5CF64A65C6D9EF69,16,d2ab949e3c3ee9d223a78f997c31016f7bc493d96fd0ad1989c63c95be6b5895
Arundina graminifolia,117504,FCPR-AE1C9CC0D700D824C5D84874,17,dbc61aa08e2ce2dbf046e635e43d3e3c92e912ef8981e14d598499215b5ac883
Arundina graminifolia,117504,FCPR-770B48180844EA4A095EACD2,18,e224ffa3900f1383b8be80edf82a14c56dfb474db36072d833bad9d59ffd1c38
Arundina graminifolia,117504,FCPR-C697C9A97943DDFC51C00231,19,e93c748f07f8c664dd51ab3aed8aebb0a681be51ae47ff06a9d89f7edafad5c6
Arundina graminifolia,117504,FCPR-00FA67C1820A493EAFA7BAB0,20,eee5055c5ec10fe0018eb73e902d216c75c43d62b4726d2fc9b55227bb942889
Calotropis procera,120917,FCPR-83DD3C6F4322E59981877869,1,10b671cd7a8600f486c114d49e783eed2902af30a63f23a554d3786cd3b172ba
Calotropis procera,120917,FCPR-E7F4B888DE39472D442F0EC8,2,1171852031d0288eb44f310880c4f6d2f059b73c2e74914709a9ddb8432ca113
Calotropis procera,120917,FCPR-FCAF9C54748BEB02E1246B68,3,11c21b57c800e9b97c761491ef05803e6e9763e021c1f85cc23886cfd2c0ab8d
Calotropis procera,120917,FCPR-A89E33C644BBB0F209D2F413,4,15ffd8c85fa5540932b694d537cc80b931b096cdc42c4945934143717fa609a5
Calotropis procera,120917,FCPR-F3991B933175840FAD19A648,5,30805768803fb5b00f93441602b1fa848250624cad3dcc442528f332487ac8e0
Calotropis procera,120917,FCPR-C5E3230EF8FBFF86FC71F982,6,3a467a33c7d1d13fcc354f301fc23334e512991a1016283fdecf153ad2b242f2
Calotropis procera,120917,FCPR-D4AB63A159EF61649A5B8811,7,3c88d126a6759bb309c3217d998c1d0bfd3ba8ddd585200f4ece8b0ad9cbd55a
Calotropis procera,120917,FCPR-1C2C525EDD2FE6C0FA14BE90,8,4bcab824d3da63db07caa5910e5f26d2a704cd18d8a2a33a93ac855364422c87
Calotropis procera,120917,FCPR-9A49B6B778D541F290129522,9,5219ceaae439b2888da0660fb3d7175cf7f9098127fcae74914e23c84092dafc
Calotropis procera,120917,FCPR-740C31A68033D5E8F94FE8C0,10,5503909b97fa8fcc1bd6a31dd9b02b370984a0c317ed22ca68dfb6d03edea18c
Calotropis procera,120917,FCPR-CD32351D79FB7ABA0B6BF7EB,11,61156d136449816beca86776359f187a541fa65c0ca0da20dc571cc1e0b27e01
Calotropis procera,120917,FCPR-DA73A3A20A64D73AFAF1B835,12,630fe3c29dddb887d951b29e84ba0b188b0e4eeac5539e6d21cdb07304fe80dc
Calotropis procera,120917,FCPR-F9107B966DC04355F64951CA,13,678eee4016705b0ed415864398235e5a8afcbfe2aff3f205eaa2406a00a4f66c
Calotropis procera,120917,FCPR-DBDB240BE719FD9F9BB65711,14,7741b83c8958fccb9ca07849a0ebcd694dad5cc25d0f91998e0f7fecb2a90d57
Calotropis procera,120917,FCPR-B96FB769CEC76953F1AA681A,15,7d7cfc6f20ec2d37a657c9319979c8ec19a294d44f0df56e8abaa3dccd7f67b2
Calotropis procera,120917,FCPR-E0D369968D33E20F16ADDB2A,16,813d331381e08ddd2ad354ff0e594d7319320fbaec664df75aaf70c001eececc
Calotropis procera,120917,FCPR-725FD77D961888A5F4156C4B,17,8febe3bf58982991c5c5ec00105f1bc8a307ff50091ba0724601f28985d14d21
Calotropis procera,120917,FCPR-BA759B6662BAAA1CF0095984,18,9a712274a7189aea233428e2b30fb10fd6b2b959ecf91c44ec597db6f88fdd1d
Calotropis procera,120917,FCPR-72F62E7085C672F576515CD7,19,9e8d1e917f6067abc1b344d45402187015e3b42bb36c3e2e3521db39615c8bb5
Calotropis procera,120917,FCPR-DB630E8FA5C1028C3EE5F635,20,aa7fe52bb0e1988bfcec925363a2d63a341f545f41c8fbf1c9b85ddf88717f1c
Ruellia simplex,126633,FCPR-01FC47E4A2A87437241A2AE1,1,0af8418b1b19aed4feb8f42bde0cf4267d09a9bac92bc90131ee41d83de7960e
Ruellia simplex,126633,FCPR-C86CC714A6827D271020CE00,2,1100911b90e6b2c87eb84098c8c574eb5a08299cb28ccbf9bf0d801f1f35e47d
Ruellia simplex,126633,FCPR-0E9E2442E8F6C4001E9A07EF,3,11ae37da1d4bbb3a32f55aed3a88e2200b5ef2b3664ca3a2a45884e22942aeda
Ruellia simplex,126633,FCPR-90241F517616A49BD1BAD93C,4,1ed88d723a206b0c38d04b6e9b7e6dbd8c3f28c83edd0a7fb25cd56bc5ec8f1d
Ruellia simplex,126633,FCPR-5F78EEE9F8F606F53B9974D4,5,2048f477b3ebf8502d36316dedba7389b6c0ec689de68f3da328441d8def60d2
Ruellia simplex,126633,FCPR-D3EA177B9918B820E99CDDA9,6,22858565a9c8a7c3edf4e4da87c9f6257a478723a97ed546b71d4fec567439b7
Ruellia simplex,126633,FCPR-D8546D20550E6AB03E4424CF,7,273d8721a704d5f3952f1283d0682e4d5d2585d7a2c942cac77c0b58c3f2bb5c
Ruellia simplex,126633,FCPR-95C4AF9257A3C0A928A1FBE7,8,31842936ffa8c110a1c4810976d9d9805f43b14301b9a14167650661a90258c1
Ruellia simplex,126633,FCPR-0D43C6DCB672F07F86B978FB,9,4cf333c7e279c84fffd618041d01b75a2c4aaffa7bc0cc98b5e2b3c1a851d587
Ruellia simplex,126633,FCPR-33AAF6C08865A7E742DF4C2F,10,4f4da374bb69b6bb628e521bd112bf53cbf0d379aa981c0c40e81e9bbadd19c5
Ruellia simplex,126633,FCPR-6260A71D775844917D18DC0A,11,5931f5518ec43895d306824aaf30406aa293d09b4f6626e7eb891e395de0408f
Ruellia simplex,126633,FCPR-B5014512877BD62D99508147,12,63036a381f535f9f366ef2b56a3587cae5f0d2434dcac8c4294d25a3715bd381
Ruellia simplex,126633,FCPR-4C646EB470CF1F2AA81719B1,13,6fef4ceee0039af37c52612f0606ac5d246c6f9c82d9ece24213722ba1637317
Ruellia simplex,126633,FCPR-12B6E4D4A0FA257E57AC6BEA,14,7b4ba239f6dd419135fed5747a240d4d596a70378715374a67bf9315de8dcc1c
Ruellia simplex,126633,FCPR-7E581BEA3380D897E82F4F47,15,827f1f964c59d7557ea8eb6f4a5336a8c957ef2d5439d80eddd2f4927295ca3b
Ruellia simplex,126633,FCPR-CCF43415973FDDC3165BD6B4,16,850c4ed2f3aefa6a5c22a916f0661fb902b2dbe70335a5b4f3f3c279b8817bb1
Ruellia simplex,126633,FCPR-3AED084CE0AF0AFB045BB7B6,17,912044ccafd8ea8f8079998593c60112d764b3566bb66013dbec725cdba20b41
Ruellia simplex,126633,FCPR-6AB5C54099046ED35260828E,18,966aa6336cf31d5887470e954bd20d5f55c7cdd7d9a65bbfe79f0202b48c7ec7
Ruellia simplex,126633,FCPR-1A4E0C327A46F769247790B9,19,9f061332f45ce47b4fb82cc2071acc75668b244ba9b95a4533652e43f04033d3
Ruellia simplex,126633,FCPR-15F5D585CCBCCE6BB77228A1,20,a9dd820d50a91426af64b0d54528f496d21ed42d50ce1734bd2db91550b8bae2
Fritillaria camschatcensis,128770,FCPR-D5E15D1009447816A7FCE873,1,051a8dcb08d15a8d4cd56417103d355dee702a48ef9022ac7aef0c95b14503d7
Fritillaria camschatcensis,128770,FCPR-802B0F4E4D9CA40AE718FDE9,2,0b76664fc9f25b71d7d4f538517b3fe0822a399bf7eaaaae2054325b535b366b
Fritillaria camschatcensis,128770,FCPR-0275210C025EEF7AEA42F81A,3,0d3e80aacb0682a7ba0e62b88e15b13113986446a97fdc2a5f6a1f1d57152e6d
Fritillaria camschatcensis,128770,FCPR-A81112EB68B215A36BDB9437,4,0fb2d3c3abd5e44330fabff39b07ac197e2c96dab3436e86cb7b894ecd4e4919
Fritillaria camschatcensis,128770,FCPR-EB7B40B552B2F3165FA93C95,5,243e057ee2d715307c357165aa831e1b543f5a0bc866b04bf1b51dc4b86f60a2
Fritillaria camschatcensis,128770,FCPR-FC9F7500CB255E6B6D5D35B3,6,25dfba82484a104001c7c52975a3e707c86fc1757b756d1fb52d46a21df6fbf7
Fritillaria camschatcensis,128770,FCPR-580C21671712BB1D9AD0DA6B,7,359bc4b1ccbba205c65ab1d4fd45b4f8b5a9a6a7cb459a3162ca942706ced4a1
Fritillaria camschatcensis,128770,FCPR-E53458B2AF709A49963758E2,8,473987ed55bfc7407837755899a00058cb4ab89e49e4e0fe7d13c6263df6c68d
Fritillaria camschatcensis,128770,FCPR-DE348F2F4FCE176FC5F6D048,9,4de6518982d250eaef74d09c66fae171e5167518b126a6833b7f75b931d3cba3
Fritillaria camschatcensis,128770,FCPR-7D57EDE9E876FD04E8A737EC,10,5748540a1575806f3ad98d8496f6db1106b445dca71290d18f714bce86fafad1
Fritillaria camschatcensis,128770,FCPR-27387198482A2EF441769DD9,11,5769957176b20c799ec48cdaec47c0cf25bcefce69be8981a72188715e94b73e
Fritillaria camschatcensis,128770,FCPR-72441EB8B6D0AA81ACD5D386,12,5d14adc1c54af4cd92bed3acf7c164028e57f5df33a4a2755bc2d8cd213b5e9e
Fritillaria camschatcensis,128770,FCPR-174A7AA442739CF265E3D04A,13,74fb05f40ec0d31d582ab98a7137f944e00f82684b6cd4191f5dbfaf13815cb4
Fritillaria camschatcensis,128770,FCPR-7E4EEBFBEB3F9C47162A7441,14,7724a0cc53b525deb59d9fd5991a8518c246f639a38ba79da21fac7097a2f920
Fritillaria camschatcensis,128770,FCPR-B5214B9D01612D2DAA334A5E,15,791c5210b9c590f18bc2e328ebbb9e2835570077bb9a5b3710fa4d895210569e
Fritillaria camschatcensis,128770,FCPR-0BDD476BC1DB952660C9BD6A,16,92bff6b2776e931c43fdb4087b6bc1e6bd8feac4a214551d5cd1b056b15c339d
Fritillaria camschatcensis,128770,FCPR-1DC3D908E8FAD4F7BD06E427,17,939fcceed3a234e8f13e2a0cc17736b549b32b3a0229ad9d9882760d62547a2f
Fritillaria camschatcensis,128770,FCPR-CEEAA228D054346FD4BEB2E6,18,a229f0c3d2fa50fae875a5c3f47972d664dc53fec5163adec917a9fbb8426d91
Fritillaria camschatcensis,128770,FCPR-A95A706DB3CA1E8678E7A344,19,c47b2d180bd6ad537a6e454480c3cc10eaab6f6db85589c9b2c9dac688cee546
Fritillaria camschatcensis,128770,FCPR-4C591AEE0068D919454DF3FD,20,eb93ab6e8a8cdf604890610cf8abe6cf663aa32d4cef65f67770cfa4f750d0e0
Saxifraga oppositifolia,128880,FCPR-DAAE77255AD86C6E836F121F,1,0a92ae334aead88b600ccdab7943b0110e2a198c3f1a66c82958c84381ce2399
Saxifraga oppositifolia,128880,FCPR-F5132009503812778BFE737C,2,1c5783eb24b1dd0648568901849a8fee02435c09e8bd048f4a36a2c38d069631
Saxifraga oppositifolia,128880,FCPR-65E8467A7FD4CC1C2939F34D,3,1dd5afd22fb001b473e75944eea6ecb1241a81288547533c8733e4573279acce
Saxifraga oppositifolia,128880,FCPR-F280EB3DFC53244007130BAF,4,22bb6cd641e8e983da69302f0c6a135521ece752eab307b6751b1615e0c7fa84
Saxifraga oppositifolia,128880,FCPR-752824033D99312278AC996B,5,2c8c890b12985308c704e7fca12412cb8166faad03dbe26decdd06238853681a
Saxifraga oppositifolia,128880,FCPR-00123D2DB369A119435188FE,6,2cfc964926f900ccc99325413370da8f5ff130ebcef1b47157c5e1c7c0e03b14
Saxifraga oppositifolia,128880,FCPR-D89576571E207D8E3A392BCB,7,2d919a158ab4860ffa7c6e9bd452da66736f3aa6106daaa4b61c1c57a83c294d
Saxifraga oppositifolia,128880,FCPR-B7E1AFA881750A3C767F9EBA,8,2dd1adc0bbe5e2f46e6c2fd641539b72e29ba28748a50d306b513f95aaf8e489
Saxifraga oppositifolia,128880,FCPR-30E70A554062B5342253C4F4,9,2fce8c5adf965e03cd1a231a9eacffe5270c7423d311178454da2e105d263792
Saxifraga oppositifolia,128880,FCPR-6E1C8A8C3FD0C524212FB67F,10,36ec992f03160d26885490870ecfae523971c0cd5633243ab842fee3047b6d58
Saxifraga oppositifolia,128880,FCPR-46F5FF41CA2CC2F2DB165440,11,3b488860b5ad9a0fae27da540177bc8e788038707b494743bfe3d728d48b01e0
Saxifraga oppositifolia,128880,FCPR-0E01A5888F5F942C3C28CFBE,12,444d7b8686e43602d3d8fe0cf8f8bf06d6735c4b4f463a3b89abac061bec28bf
Saxifraga oppositifolia,128880,FCPR-8ECDFE39BBAD536BFB5174D5,13,47a972fb2f7fbf2bad1b51d0319591253723c4f12ebb840babfea0e2a398538b
Saxifraga oppositifolia,128880,FCPR-4664AA0C0BFA13DFDA8562D8,14,4b93f09da0f0ca3bfdb98de945608a7e931ec25fa1cf09e114cc71011e671b25
Saxifraga oppositifolia,128880,FCPR-4BAEF71C460AF0E78C400A7B,15,598e4f09736cb0a1eb07bf932fbad0f0454ea3d9e7430b020e148f23b50be2c7
Saxifraga oppositifolia,128880,FCPR-06D4864CA1427F6475B29CD6,16,5f4e425ab7084a7d39388cffb9f071b2d41b8b90d876d9b69f47755ade818d1d
Saxifraga oppositifolia,128880,FCPR-33EA86DB71653BB1829532A7,17,62161bd67bfd5c4fb87350f0737a762e1d64c60078688e84be93806541b745f1
Saxifraga oppositifolia,128880,FCPR-5DA16A25A617589FE12BB8AD,18,63979997273891a5a6b9e32b16fbbe978fe24da8b33b7997279ed2af09fc6947
Saxifraga oppositifolia,128880,FCPR-6289192529D9956F3DD8646E,19,669523411f242909de1fc4845f925bd090f95b55f0a7a7f2eca8d6c2eb1f1f34
Saxifraga oppositifolia,128880,FCPR-BEE367D77841C184CCE34108,20,674c3496f11e7a59c96bf12ae4e70cb654f0bf8f6be5a30951a6b4a23de401fd
Emilia fosbergii,129103,FCPR-95B20D7AC4CDAA64CA806161,1,080fbe851d58dc156294711e3efa1e6a652c38a23f27f83d37323f6a87f2a5d0
Emilia fosbergii,129103,FCPR-673D979CC66F465A0046A6BE,2,0ab62fa289380542f266d8857684d535f6654d4508e25013562aa41fa0ae9971
Emilia fosbergii,129103,FCPR-B033412D04D9B7E6E8D28C40,3,0e1a104d4302e02740d93c78cfc71a99d0fb1d956b7e94923ee3f74dac834ae0
Emilia fosbergii,129103,FCPR-250FA187843B50D67FB9D269,4,149d7eae3bafd72ab4750040d21deea25de321d342afb4d08d294601dce5962f
Emilia fosbergii,129103,FCPR-1D285DC1ADAB26A50962BA42,5,16a357d38eefd22e15aff8c6b969186b15c52654f95235c13dd0f6531b3f5270
Emilia fosbergii,129103,FCPR-BDA690B8C7F5CD10FACF8BFE,6,212e2dfbf0eadb7c98b25516d808ef86a95fe8c198cf454194812da3c6d8401c
Emilia fosbergii,129103,FCPR-8FD0454CBD4BAA2CFDAB18DF,7,236e4a3d769fdeab9c02ecdc4bafe1218900f00ac7b0f97ca0d7435cc90b624f
Emilia fosbergii,129103,FCPR-444A767D98CFD60B41C58218,8,2872f68eab52411605a564ece08877d9798b613bf8e11c61b275e0dcb88cf7ff
Emilia fosbergii,129103,FCPR-92CBEFA086071A0B0ECD2CE8,9,2aad738ba384b09bc139ec1d223af0667a866f81f55f696111c4cca20680e587
Emilia fosbergii,129103,FCPR-0A18131A83D7BC986B9D03B3,10,2b7e1d7a268323fdfd02bfdc5b968e96fa8a0bcfbffd311b51fa5540eb1dd2d4
Emilia fosbergii,129103,FCPR-94187F14F957559A5F78CEB5,11,2bb69ae15b757a4362eeafc64f9edaa0dd7788a9de657cde7e598343928d24a4
Emilia fosbergii,129103,FCPR-92DCD171E4F6D9F82240B8AF,12,2f132bc40138deb656534d97d311792ac55698847c3e72c0f253745d2a36252e
Emilia fosbergii,129103,FCPR-AD4EA926FD0BC193C0CD6A11,13,3268591887dfe90573e19e6837aecec43dd11377e80376c49c900baac8d4de05
Emilia fosbergii,129103,FCPR-CEC4C5340A95B278A6B895B8,14,35c193fd944fa4f29c6f9ac11737e04a21a3d15a4e0e89d89d10318c6b5275b2
Emilia fosbergii,129103,FCPR-7F794D993EA8227ABCE47215,15,3b5dee033234e2de8779ac69239c8cd7c808745d14f3d2c96c42cd956b00a603
Emilia fosbergii,129103,FCPR-D79AE9F016FC3B98348CB1B1,16,3bc9fc88b65c4e7514c44a42fadf1752f999e9a70110fa8609bdd1f4ad7b56ab
Emilia fosbergii,129103,FCPR-86F9F573D23634FA26D07F25,17,3e29a050fc050762e087c9ac60cbccac606983f31db22bbcce8616780460f813
Emilia fosbergii,129103,FCPR-8E297CF6B49D40F8EFA60521,18,3efed6f87ff8f19eb1c5956d692833f97ff6949b32b13d9cb53a96031276c2d6
Emilia fosbergii,129103,FCPR-461FE6DFCC2FF1479072FA61,19,4f850d58c256097c14c3db04003fd6d8bd75bd22e27aa937afc088876cc1e02e
Emilia fosbergii,129103,FCPR-D50980BCCDF8AE889071F909,20,55189958de0aed6150d67e008de39eea803e7673862c4d279460e24a1760c7ff
Cyanthillium cinereum,130374,FCPR-C1F7E129FE855F1B8DFC569B,1,04da4d43627425e3e330c8efce68bd1a3e575cd3d94c6caec461f263639a92a1
Cyanthillium cinereum,130374,FCPR-217582E89FD3D6D573798386,2,12a9839266cd73e0f1bcf807d310b5f9063b392039cc107f66bfdcb6a9782767
Cyanthillium cinereum,130374,FCPR-B7C530CF1B72E9DE494FFBBB,3,18319984385d5ae8076a382500f75cab5435e5dee258408fcc8651ec8eeb109b
Cyanthillium cinereum,130374,FCPR-F7956C9AB16A1E41CC72D886,4,1c45bc87ac3e154d03a6dcc3627eba0cc821517c960e48cd260bcfa1c0839e5a
Cyanthillium cinereum,130374,FCPR-F6F33D64E83F708116534953,5,2d8228427476d2f499cda17a258e08157a143ea0669a3e01e9735e05c329bc96
Cyanthillium cinereum,130374,FCPR-B610169276AA999BD1EFC0F2,6,465dcb66c1de0ce81999b90cf99e75f2c014563df3e6f7c7e84fc4e9e5e92d8d
Cyanthillium cinereum,130374,FCPR-C04EB2EE6ABB27E55FFB4B0A,7,4f50246b03b8ac53cd6cd76975f281d021a4e4e1e8883611617bc21ea6c5a45b
Cyanthillium cinereum,130374,FCPR-949423815E8904CEB75EADA4,8,6168cf4f877a57125b829788e17a5375eae7ace7eaef381e20a1f3c88940c83b
Cyanthillium cinereum,130374,FCPR-EE6CC5AE629426543ED5D428,9,667945167d3074ff76cb1836375584c6e0044546fd807a8b8291b09835cb92dc
Cyanthillium cinereum,130374,FCPR-C382D5A6F1AD93FCC3847DBB,10,8748acd30b9337828698979166f980fdf22f5822412c5eda97b598aceb7b570e
Cyanthillium cinereum,130374,FCPR-CAF308237F4B688F188B94A4,11,961c53367dd32213f8780882ce143de5fd437c182eb38865bf6bdc3232ac0745
Cyanthillium cinereum,130374,FCPR-EFC689439C35889F272BB00A,12,97ae65405ffa2f4493b619d48cd01ec18250afeb8b60bae348652dad8c8914d1
Cyanthillium cinereum,130374,FCPR-2ECC4DC6F7FEB6B2A87D8489,13,994ea33ab64b9a5e7dabea4746c2ec0148189db77305adea826f15325e3cd391
Cyanthillium cinereum,130374,FCPR-0DA20FFDFA11FA2FC379E6F8,14,b8cfef6dcc7f8020c971e7055cbaf3b1634e0ece68c25da865fafb18bfb5c68b
Cyanthillium cinereum,130374,FCPR-25D32037D9C7425D04FB2131,15,c16093da801e119ac445ff5decc013b1c823fa09e7bff90371a9f1ddd4214f63
Cyanthillium cinereum,130374,FCPR-F7FC1AA4A2D5E46059E4E890,16,cd5fe178b37c3bf866d5919360e48332bb26573027fa5655da4f4ab35ecbd9b7
Cyanthillium cinereum,130374,FCPR-CAE2C667887ABB0D4C57906F,17,d0b458cc446381b915831e394e0ff5104f35d62cbbb0bd6038755f57cb44a860
Cyanthillium cinereum,130374,FCPR-B941B3581C116E934FA2238E,18,de7af7c6fd22152c92eeec2acc072e9f1c6bc7923c3e756641dc7c0374f9c441
Cyanthillium cinereum,130374,FCPR-4365AEA6509A8749CFBA5404,19,f17421db17983946dde712c9b3ae08cebc5296fc927df4dd70fb15ad28d00618
Cyanthillium cinereum,130374,FCPR-1CA3E13440AE63502BDF7E05,20,f706ab7f1fb1eb50693e978208bd8708f4a89b39c6559d502e3b101ccb979c5e
Spathoglottis plicata,132672,FCPR-E240AD063A39E77C09653DC6,1,0b8b4212bd30e9b2bb574ea0eee178de54fe06fde76f91fd522f73b0768f001e
Spathoglottis plicata,132672,FCPR-447926198FC11D76D060DEBB,2,139aa9ff5d017ff47076c6a3763c75bbbeeb46f672a5b7817e68aff78f9deb5a
Spathoglottis plicata,132672,FCPR-AE8AF4ABFB2C292517FA350B,3,1e8a94ec55f67c158dd1fdf6759ee553e72c903a178e72793f478f66cf61eaa1
Spathoglottis plicata,132672,FCPR-E35E110B66D322C1DF34D95C,4,241c2a124650b0d37777c0514c266f2d6dced9af992aa3447131f97149266189
Spathoglottis plicata,132672,FCPR-281BA071CA70600332D9BD2F,5,36c447135a1f2f3693a8295cd74f1e370370d8361935ae86893410a65429c1ef
Spathoglottis plicata,132672,FCPR-69B7E01178160BE3900044E8,6,3c8b3399b31c22e306d425b55e6fa4484a016e450528a8324209c41fb5b70d5c
Spathoglottis plicata,132672,FCPR-A1FB2238563D51A7251F24F3,7,3fb0b98c1bd624802c09d14f726685f0585b8e450562f835cbd8ad6f4198c2c9
Spathoglottis plicata,132672,FCPR-55C31E502F1D6443FB0058E5,8,41d6a5e3405a6590a7b198fd74d459e05743d4a3413e2dfadf07bce48f178e54
Spathoglottis plicata,132672,FCPR-4623A6DE25CB3AB08FB34CF8,9,4268f66928808ea6f0ec3e9e05af16a2226724e4d35dd9a98c39efd7ecffce35
Spathoglottis plicata,132672,FCPR-4E872B7A353312F6E3E02279,10,45f6450868f8a98b6e81ac0363f3ef48b5189061da7653fb3ddcd4e05b55ede2
Spathoglottis plicata,132672,FCPR-2ED6B2F439DF33EC6A60C35D,11,47b142076825b3fc3656a9b4c19ca689573b234aa4bba5e3b1bbc8bed336ea32
Spathoglottis plicata,132672,FCPR-2CA7E1326271413792D0EDA0,12,54014c41924b014566ece3fbdf5020babea5496ec8b68657e9ac026562b9be21
