species,main__terrain_structure,main__thermal_regime,main__water_balance,main__atmospheric_energy_dryness,main__edaphic_regime,interaction__atmospheric_energy_dryness_x_edaphic_regime,interaction__atmospheric_energy_dryness_x_terrain_structure,interaction__edaphic_regime_x_terrain_structure,interaction__thermal_regime_x_atmospheric_energy_dryness,interaction__thermal_regime_x_edaphic_regime,interaction__thermal_regime_x_terrain_structure,interaction__thermal_regime_x_water_balance,interaction__water_balance_x_atmospheric_energy_dryness,interaction__water_balance_x_edaphic_regime,interaction__water_balance_x_terrain_structure,PC1_score,PC2_score,PC3_score,PC4_score,PC5_score
Acacia linifolia,-0.0234797689310831,0.0260180713278625,-0.0287271409010093,-0.0287228838069884,0.1048550785547039,-0.0026119272755856,0.0108177697253329,-0.0841343317208689,-0.0617963044149797,-0.0885399031916722,0.056484006004705,-0.0015550191499933,-0.0056005876900604,-0.0771882854703882,-0.0689961425167165,1.1128410478990922,0.3509021477428949,-0.8420092065117684,0.43692484902351447,0.9792674076997426
Acacia ulicifolia,0.0823580240538361,-0.0066238848848673,0.0539998149825053,-0.0469670137341658,0.0866728414023747,0.0467137536681662,-0.0204771630930771,0.1052697988107278,-0.0199647291756937,-0.0207868206764773,-0.033507062193071,0.0514643618951991,0.003461080045045,0.0500989595555824,0.0506750998416846,-0.5455348823274669,-0.32152933871941813,0.7567616405926679,0.7986959756710399,0.4869051589368458
Aciphylla glacialis,-0.0739118898086294,-0.0388811273795197,-0.0297527939703866,-0.0230647910462388,-0.0527747974016683,0.0204555415667247,0.0146811048095638,-0.0736490429239156,-0.0118337306868185,-0.0055814894199008,-0.0124361222882692,0.0212016886596456,0.0329199525399898,-0.0467404620072011,-0.0077115211725134,0.03286097727998874,-0.6224877838988987,-1.182401888043511,-0.688958897929978,0.1127305934126364
Aconitum delphiniifolium,-0.0526973190202424,-0.1071840117117075,-0.0559177175171531,-0.0473527683969908,0.0423903428173694,0.053548029850302,0.0979756174747131,0.0886066225378881,0.0521344686026458,0.147725970432727,0.0795122635073417,-0.0279874489354127,-0.0084212163087777,0.0809409744440533,-0.0754656724283786,-1.9324938942748255,-1.8296768788680728,0.12045423472015614,-0.028157684574175623,0.8886459656134823
Aconitum tauricum,-0.006311416810422,0.0478853327428712,-0.1475212578237467,-0.1201009176992002,-0.1776872380243833,-0.033983546337775,0.0546390370974913,0.0337001357778896,0.0605960970641816,-0.0594560283668067,0.0632736945834111,-0.0261747335025906,0.0313727288992025,-0.0229777028428565,0.1013296297099935,-1.103522378158239,-0.39506293614508664,-2.0892900968291306,-0.6592644923547933,-1.5698015558552343
Adoxa moschatellina,-0.0753680261438132,-0.017661313907364,-0.0682186884811079,-0.0771852957730892,0.0157664091218061,-0.1078945865661854,-0.0091223462754776,-0.07072049906768,-0.002424206495283,-0.1098112995559783,-0.0888189633511283,0.0162082131970828,0.0060962595659402,-0.2032583681558741,0.0198942078446551,1.7515438310451146,-0.09419368657242809,-2.646671701099986,-0.23126213493743836,0.6217387403474837
Aegopodium podagraria,-0.0791821187459948,-0.0629973466047136,-0.031485325746394,0.0503282025810032,-0.0619406167956102,0.1035216959028314,0.066634678622201,0.0227749942918247,-0.0073395385781489,0.1168450989162217,-0.0177064541165624,-0.0017218948671395,-0.008942068993177,0.0226855353042779,-0.0498367327930052,-0.9018891259494759,-1.5135558482320741,0.45093415680503535,-0.7741227279414545,0.08831973040697154
Agapanthus praecox,0.0197746912632021,0.0300455765550809,0.0063389055143511,-0.022742475026156,0.1493921511301663,-0.0951499109398975,-0.0132780142530052,-0.0343218137040192,0.0490940290799468,0.0845235065018835,-0.0313460136424408,0.0253963477920306,-0.1231734802368413,-0.0573194285954811,0.0082652672051803,0.8664301115752125,0.06697712647361129,0.15740551996991067,1.0855510518385991,0.30813863735815084
Ageratina havanensis,0.0460634497743138,0.0582599220546428,0.0421426545144361,-0.0840992250128105,0.0782659965065856,-0.0854078002216679,0.0513887272386196,-0.0234234629689947,0.0067513984017241,-0.0154078898374894,0.0101858267467828,0.098610384002434,0.0155322170349172,-0.0379373593470495,0.1001313397368842,-0.654364405336426,1.1497345871273212,-1.129438212911464,1.0822369396617606,-0.08618928803112395
Agrostemma githago,0.0640516333446579,0.0573985072188347,0.1155243711571353,-0.0616244719114114,-0.0701152175502294,0.0169595440285413,-0.1060442437529539,-0.0080416178370454,0.0154466311156801,-0.0651340191599405,-0.0887092986960735,-0.0022792786926652,-0.0038983946864474,0.011705712344979,-0.0118327626687206,1.3114819359223773,0.04882967853717345,0.842805053782844,-0.690937980586664,-0.3655430452356276
Ajuga genevensis,0.0330675323331162,0.0873673113020356,0.0835292583138188,-0.0423328007433251,-0.0266983391671423,0.0743822391586321,-0.0466005703311293,0.0102530313389013,-0.0024715320897691,-0.022266854574366,0.0064782363080415,-0.0076039837104236,-0.0366078254744294,0.0801692939444111,-0.1342914370977871,0.7649211130911652,-0.23874795321025383,1.6258663444415884,-0.5941483116341221,0.1388791259016158
Alchemilla alpina,0.1558407396118618,-0.1050983296870377,0.0961681409747111,0.1882655980476495,0.0273140814297869,0.1451898555502627,-0.0263102275553191,0.1153391456444707,0.0460287301016221,0.0099503305749861,-0.022596016461963,-0.1182581459625958,-0.0368861008033854,-0.0718192242067364,0.0084431409158007,0.16821135486754485,0.4972180917620998,2.6782020355293605,-0.2877735384478375,0.29655793277054554
Allium drummondii,0.0188794896022036,0.0640693887962502,-0.0410716126062231,0.0047020521744304,-0.0687255052060109,-0.1116189782810651,0.0143355974755847,-0.0399772382532179,-0.0623810324205684,-0.044403569474279,-0.0278565593852798,-0.0847413059639681,-0.0106872243928111,-0.0239131079718236,0.0463668831063872,1.4138374377573677,0.1657815653274325,-0.4042003573237129,0.34501701791865835,-1.1553622735602196
Allium praecox,-0.0766503110175267,0.0013497734594289,-0.0028653805015645,-0.0501128712887984,-0.0460259819274693,-0.3453827987987795,-0.0370302177224241,-0.332065727941341,-0.0158667057086592,-0.2336159934562721,0.0140797448163188,-0.0220542839747076,-0.1242604770612867,-0.2784897087873934,0.0115552901348245,4.549220058429078,1.917839400009781,-4.217223392854761,0.9902763165334597,-1.1071056694574448
Allium schoenoprasum,-0.0477175197546611,0.1685263727988432,0.0231605433742661,0.1126123193142166,0.1865040469139366,0.0263156691755843,0.0731470267770715,-0.0193848098718902,0.0544360951610322,0.0725340910400596,-0.0421803521461438,0.0068184899571052,0.0780062442012052,-0.038311618018821,0.0081576407058891,-0.8431302851922601,1.7661877542085578,1.141338754729444,-0.24321714278047055,1.671558501051077
Allium tuberosum,0.0198766284545665,0.0582914130529077,0.0493061050846693,0.0066998975652264,-0.0492531364001029,-0.0134737978126847,-0.0398219016081188,0.0779684081418789,-0.086922552997529,-0.1116726519821215,-0.0440692425190474,-0.1193904838796624,-0.1004590733826293,-0.0627175178364382,-0.0259904441504782,2.558386574164616,-0.3166202594312971,0.9538337819290493,0.8742260208272392,-0.6681065146118675
Althaea officinalis,-0.0660703175053381,-0.1033763407634917,-0.0941527764286658,-0.065023088185437,0.0544506665792425,0.0234496240462365,-0.0764255457279162,0.0389874904497007,-0.0247035288593802,0.0814906132692158,0.0563006103442879,0.0909243602999031,-0.0269775661942225,0.0263159808506916,0.0667115563972298,-1.0622662297652092,-2.245946686380171,-0.9118069232960931,1.0109216976343447,0.04247419028676441
Alyxia buxifolia,-0.1453093492516038,0.2598073609067997,-0.0581546130232287,-0.0599946808036953,-0.1554293828961725,-0.1991370705249019,-0.1536853553878804,-0.0379198624088246,-0.0408429987764331,0.1312085266505371,-0.0809122234322656,0.1075858435600394,-0.0792808265707507,0.0658222650879393,0.1576944720358828,0.903319656772159,-1.1420672168852173,-0.2545653988722197,1.003389972063679,-3.094214491610866
Amsinckia tessellata,-0.1633497078691943,0.01881184170928,-0.1036056335334629,-0.0666077176862817,-0.0693626790625454,-0.0409912331697976,-0.0295834465326877,-0.0094648101579312,0.0048735936331853,0.0293226939359021,-0.0576129943647232,-0.0083324571721455,-0.0290559134280404,-0.0037511989559148,-0.0484484793754377,0.7679910459523493,-2.0119519428866126,-1.0103002691622942,-0.6135858025118777,0.008374781305479738
Anchusa arvensis,0.0069615067883942,0.0124444191379302,0.0175844773329144,0.0426108519493082,0.1305652169704485,0.0202145280449894,-0.0543780692654342,-0.0039569549137733,-0.0110480416028351,-0.1991403300331429,0.0446877049992548,-0.0315475513844009,-0.1168534836246377,-0.0023471906369599,-0.0924196880602266,1.8998229955520347,0.40697725583189975,0.5631891083680722,0.9543356497588551,1.0953818082199185
Andromeda polifolia,-0.0071956298748201,-0.021246768162364,0.1776977576412914,0.0506869226509665,0.109259577573407,-0.0188423706718873,0.0150009681162632,-0.0650534156084571,-0.0209832475879764,0.0411488278591664,0.0932312697291206,0.1262994412176767,0.065937424012985,0.0280477305897916,0.1491811961657462,-1.874217236004764,1.6105490358821095,-0.140627799802925,1.8897841962225024,0.054258081289565795
Androsace villosa,-0.0001228873666398,-0.0901193891976881,-0.0452464152489219,0.0047010718341743,-0.0243113565260253,0.0506438920193438,0.0229655609379286,-0.038998081209651,-0.0116422982017386,-0.0230906555502873,-0.0888460116481859,-0.0838482036781738,0.0224365771360103,-0.0210165933947061,0.044778196854034,0.4699159416693803,-0.9836762911620562,-0.4411884088784901,-0.7068788007422624,0.25452980752742765
Andryala integrifolia,0.078385425185411,0.0537345092126439,0.0617223168688484,0.0455107375004597,0.0218024467783289,0.0407377729551186,-0.0860368367510317,-0.0327929658948079,0.0593809730671803,-0.0134027659193305,0.0480291803279813,-0.0228240723703307,-0.0074672865506832,-0.0078150621612798,0.0346598009185871,0.09301561616665167,0.9902778227206088,1.1201637889218363,-0.09164222119586894,-0.28806626739104374
Anemone pavonina,-0.0647938603853976,-0.0872549498473753,-0.1354800557987928,-0.0409907373078141,0.1405619869852511,0.0527895272492135,-0.0362075987552048,0.0161710814594281,0.098420352748349,0.0568671884730629,-0.0099962101448922,0.0826470501003384,0.0079711684618542,0.0148412296417299,-0.0009425891228153,-1.3275404587424824,-1.5976127203769794,-0.8597347470948427,-0.520121092912862,1.69736578147436
Anemonoides blanda,-0.014668287638303,-0.0345529754946522,-0.0437504307444902,0.0363497241549738,-0.1271697523268144,-0.0632095417468741,0.0848231081005889,-0.0258581023694368,0.0001358115163021,-0.0111676772516797,-0.0220699500135913,-0.0687990102405597,-0.0105640790016055,-0.0097278094642398,-0.0285697527705748,0.472458359371577,-0.2728195979566633,-0.581346283269775,-0.6898829186329339,-0.7611117729250244
Anemonoides quinquefolia,-0.0697828076460832,-0.0967578282595758,0.1601725866653884,-0.1201045154661278,0.0623658929174081,-0.0594034271113474,-0.0341025009918054,-0.0083768201560689,-0.0901774137628303,-0.0735810899087885,-0.0416899506326803,0.0917985357009795,-0.0173645347413057,-0.0357253957626217,0.0357958344452584,0.8801718834053951,-0.6667052814496652,-1.3026519311625706,1.8047880764418178,0.6421527917465355
Antennaria dioica,-0.0621911621129561,0.0956753540459722,-0.0747325021833923,-0.0332121779377532,-0.0001283089722928,-0.0739446348917501,-0.0510810847664591,-0.0368378361443671,0.0780492314129709,-0.0045953114290908,0.0074876196800436,0.078659607684381,0.0060737908140491,-0.0264862870592033,0.0173722667090473,-0.17732249602812114,0.1664267367009131,-0.9918929254436653,-0.4398092320493942,-0.08303553312643201
