species,classifiable_photos,occupied_h1_cells,morph_levels,morph_entropy_bits,dominant_morph_fraction,white_n,yellow_orange_n,red_pink_n,blue_purple_n
Chamaenerion angustifolium,71,23,4,1.2060069307459547,0.704225352112676,6,1,50,14
Catharanthus roseus,65,36,3,1.2571933781862665,0.5384615384615384,26,0,35,4
Caltha palustris,64,23,2,0.11611507530476972,0.984375,1,63,0,0
Tridax procumbens,56,29,2,0.74959525725948,0.7857142857142857,44,12,0,0
Lantana camara,48,29,3,1.0838326964283513,0.7291666666666666,9,35,4,0
Ficaria verna,40,12,1,-0.0,1.0,0,40,0,0
Ipomoea pes-caprae,38,24,4,1.5133642766479285,0.631578947368421,6,3,24,5
Gloriosa superba,37,18,3,1.1292825501199804,0.7027027027027027,3,8,26,0
Sphagneticola trilobata,36,20,1,-0.0,1.0,0,36,0,0
Mimosa pudica,36,19,3,0.8030717273241024,0.8333333333333334,30,2,4,0
Scaevola taccada,36,19,2,0.18312206830137276,0.9722222222222222,35,0,0,1
Parnassia palustris,36,14,2,0.18312206830137276,0.9722222222222222,35,1,0,0
Achillea millefolium,35,17,1,-0.0,1.0,35,0,0,0
Calotropis procera,35,14,4,0.557854445516395,0.9142857142857143,32,1,1,1
Chamaenerion latifolium,34,11,2,0.7335379291086666,0.7941176470588235,0,0,27,7
Asystasia intrusa,32,18,1,-0.0,1.0,32,0,0,0
Lathyrus tuberosus,30,9,2,0.35335933502142136,0.9333333333333333,2,0,28,0
Bellis perennis,28,13,2,0.37123232664087563,0.9285714285714286,26,2,0,0
Ageratum conyzoides,27,18,2,0.228538143953528,0.9629629629629629,26,0,0,1
Calotropis gigantea,26,15,2,0.39124356362925566,0.9230769230769231,24,2,0,0
Convolvulus arvensis,25,16,2,0.24229218908241482,0.96,24,0,0,1
Taraxacum officinale,24,16,2,0.41381685030363374,0.9166666666666666,2,22,0,0
Commelina benghalensis,24,15,3,1.1752835873133534,0.5833333333333334,9,1,0,14
Kalmia procumbens,24,6,3,1.1964209471916636,0.5416666666666666,13,0,10,1
Trifolium repens,23,15,2,0.2580186686648155,0.9565217391304348,22,1,0,0
Asclepias curassavica,23,13,2,0.5586293734521992,0.8695652173913043,0,20,3,0
Turnera subulata,23,11,2,0.6665783579949205,0.8260869565217391,19,4,0,0
Arundina graminifolia,23,8,3,0.6784070909375675,0.8695652173913043,20,1,2,0
Trifolium pratense,21,16,3,1.1657840518150733,0.6190476190476191,7,1,13,0
Cyanthillium cinereum,21,13,3,1.0230370655328809,0.7619047619047619,16,2,0,3
Synedrella nodiflora,21,13,2,0.2761954276479391,0.9523809523809523,1,20,0,0
Bidens alba,21,10,2,0.7024665512903903,0.8095238095238095,17,4,0,0
Oxalis corniculata,20,15,2,0.4689955935892812,0.9,2,18,0,0
Turnera ulmifolia,20,13,1,-0.0,1.0,0,20,0,0
Viola altaica,20,3,3,1.295461844238322,0.6,6,2,0,12
Eclipta prostrata,19,17,1,-0.0,1.0,19,0,0,0
Rubus chamaemorus,19,11,3,0.7742433029172697,0.8421052631578947,16,2,1,0
Anaphalis margaritacea,19,11,1,-0.0,1.0,19,0,0,0
Ipomoea cairica,18,15,4,1.6158045319402516,0.5555555555555556,10,1,3,4
Leucaena leucocephala,18,12,3,0.9444885341662053,0.7777777777777778,14,3,0,1
Silene acaulis,18,8,3,1.3821022532543101,0.5,7,0,9,2
Momordica charantia,17,13,2,0.3227569588973982,0.9411764705882353,1,16,0,0
Pontederia crassipes,17,13,2,0.3227569588973982,0.9411764705882353,16,1,0,0
Clitoria ternatea,17,12,3,0.8343470230852538,0.8235294117647058,2,1,0,14
Crotalaria retusa,17,10,2,0.5225593745369408,0.8823529411764706,2,15,0,0
Argemone mexicana,17,10,1,-0.0,1.0,0,17,0,0
Saxifraga oppositifolia,17,7,2,0.6722948170756379,0.8235294117647058,0,0,14,3
Commelina erecta,16,11,2,0.954434002924965,0.625,6,0,0,10
Pemphis acidula,16,10,2,0.6962122601251458,0.8125,13,3,0,0
Tussilago farfara,16,9,1,-0.0,1.0,0,16,0,0
Lupinus nootkatensis,16,5,2,0.6962122601251458,0.8125,3,0,0,13
Ipomoea indica,15,12,2,0.5665095065529053,0.8666666666666667,2,0,0,13
Spathoglottis plicata,15,10,3,1.5058231002082845,0.4666666666666667,7,0,5,3
Hippobroma longiflora,15,10,2,0.7219280948873623,0.8,12,3,0,0
Lamium purpureum,15,8,3,1.5655962303576019,0.4,6,5,4,0
Metrosideros collina,15,3,3,1.5655962303576019,0.4,6,5,4,0
Hibiscus tiliaceus,14,11,3,1.2870540281187268,0.6428571428571429,3,9,2,0
Persicaria capitata,14,10,2,0.863120568566631,0.7142857142857143,10,0,4,0
Pulsatilla nuttalliana,14,8,3,1.4926140680171256,0.5,7,3,0,4
Commelina communis,14,7,2,0.37123232664087563,0.9285714285714286,0,1,0,13
Dryas integrifolia,14,4,1,-0.0,1.0,14,0,0,0
Antigonon leptopus,13,10,1,-0.0,1.0,0,0,13,0
Oxalis debilis,13,9,3,1.419556298571613,0.5384615384615384,4,0,7,2
Dasiphora fruticosa,13,9,1,-0.0,1.0,0,13,0,0
Ruellia simplex,13,8,3,1.1401156785146092,0.6923076923076923,3,0,1,9
Cichorium intybus,13,7,2,0.8904916402194913,0.6923076923076923,9,0,0,4
Oxalis barrelieri,13,6,2,0.6193821946787638,0.8461538461538461,11,2,0,0
Silene involucrata,13,3,2,0.39124356362925566,0.9230769230769231,12,0,1,0
Heliotropium arboreum,12,11,1,-0.0,1.0,12,0,0,0
Argentina anserina,12,8,1,-0.0,1.0,0,12,0,0
Commelina diffusa,12,7,2,0.9798687566511528,0.5833333333333334,5,0,0,7
Chromolaena odorata,12,7,1,-0.0,1.0,12,0,0,0
Geranium sylvaticum,12,6,2,0.41381685030363374,0.9166666666666666,1,0,0,11
Azorella polaris,12,2,1,-0.0,1.0,0,12,0,0
Bulbinella rossii,12,1,1,-0.0,1.0,0,12,0,0
Morinda citrifolia,11,10,3,1.0957952550009336,0.7272727272727273,8,2,0,1
Cirsium vulgare,11,8,4,1.867633890971212,0.36363636363636365,4,1,3,3
Spathodea campanulata,11,8,4,1.6171895725927152,0.5454545454545454,1,3,6,1
Phyla nodiflora,11,8,2,0.4394969869215134,0.9090909090909091,10,1,0,0
Veronica persica,11,7,3,0.8658566174572235,0.8181818181818182,9,1,0,1
Luffa aegyptiaca,11,7,2,0.8453509366224364,0.7272727272727273,3,8,0,0
Oxalis pes-caprae,11,7,1,-0.0,1.0,0,11,0,0
Viola tricolor,11,6,2,0.9456603046006401,0.6363636363636364,4,0,0,7
Cornus canadensis,11,6,1,-0.0,1.0,11,0,0,0
Oenothera rosea,11,5,2,0.6840384356390417,0.8181818181818182,2,0,9,0
Veronica chamaedrys,11,5,2,0.9940302114769565,0.5454545454545454,5,0,0,6
Leptinella plumosa,11,4,1,-0.0,1.0,0,11,0,0
Rhododendron camtschaticum,11,3,1,-0.0,1.0,0,0,11,0
Sibbaldiopsis tridentata,11,3,1,-0.0,1.0,11,0,0,0
Convolvulus chinensis,11,2,3,1.2406705316766884,0.6363636363636364,3,1,7,0
Plumbago zeylanica,10,10,1,-0.0,1.0,10,0,0,0
Nicotiana glauca,10,9,2,0.7219280948873623,0.8,2,8,0,0
Thunbergia alata,10,9,1,-0.0,1.0,0,10,0,0
Jatropha gossypiifolia,10,8,3,1.3609640474436813,0.5,1,5,4,0
Heliotropium indicum,10,8,1,-0.0,1.0,10,0,0,0
Asystasia gangetica,10,7,4,1.8464393446710154,0.4,4,1,2,3
Geranium robertianum,10,7,4,1.6854752972273346,0.5,5,1,3,1
Silybum marianum,10,7,4,1.8464393446710154,0.4,2,1,3,4
Caesalpinia pulcherrima,10,7,2,1.0,0.5,0,5,5,0
Echium plantagineum,10,7,2,0.4689955935892812,0.9,0,0,1,9
Senna alata,10,7,1,-0.0,1.0,0,10,0,0
Armeria maritima,10,6,3,1.295461844238322,0.6,6,1,3,0
Bistorta vivipara,10,6,2,0.7219280948873623,0.8,8,2,0,0
Rhododendron tomentosum,10,6,1,-0.0,1.0,10,0,0,0
Tripleurospermum inodorum,10,5,2,0.7219280948873623,0.8,8,2,0,0
Ranunculus repens,10,5,1,-0.0,1.0,0,10,0,0
Oreomecon radicata,10,4,2,0.8812908992306927,0.7,3,7,0,0
Oxalis obtusa,10,3,3,1.5219280948873621,0.4,4,4,2,0
Platanthera convallariifolia,10,3,2,0.9709505944546686,0.6,6,4,0,0
Pleurophyllum speciosum,10,1,2,0.7219280948873623,0.8,8,0,0,2
Volkameria mollis,10,1,1,-0.0,1.0,10,0,0,0
Delonix regia,9,9,3,1.224394445405986,0.6666666666666666,2,1,6,0
Leucanthemum vulgare,9,9,1,-0.0,1.0,9,0,0,0
Portulaca oleracea,9,9,1,-0.0,1.0,0,9,0,0
Celosia argentea,9,8,3,1.3516441151533922,0.5555555555555556,3,0,5,1
Lysimachia arvensis,9,8,2,0.5032583347756457,0.8888888888888888,1,8,0,0
Medicago lupulina,9,8,2,0.7642045065086203,0.7777777777777778,2,7,0,0
Oldenlandia corymbosa,9,8,2,0.5032583347756457,0.8888888888888888,8,1,0,0
Prunella vulgaris,9,8,2,0.5032583347756457,0.8888888888888888,1,0,0,8
Vicia cracca,9,8,2,0.5032583347756457,0.8888888888888888,1,0,0,8
Menyanthes trifoliata,9,8,1,-0.0,1.0,9,0,0,0
Lamium amplexicaule,9,7,3,1.3516441151533922,0.5555555555555556,3,0,5,1
Rivina humilis,9,7,2,0.5032583347756457,0.8888888888888888,8,0,1,0
Hypochaeris radicata,9,7,1,-0.0,1.0,0,9,0,0
Cordia subcordata,9,6,2,0.9910760598382222,0.5555555555555556,4,5,0,0
Emilia fosbergii,9,6,2,0.5032583347756457,0.8888888888888888,0,1,8,0
Ipomoea obscura,9,6,1,-0.0,1.0,9,0,0,0
Petasites frigidus,9,6,1,-0.0,1.0,9,0,0,0
Desmodium incanum,9,5,3,1.3921472236645345,0.4444444444444444,4,1,4,0
Jacobaea vulgaris,9,5,1,-0.0,1.0,0,9,0,0
Saxifraga tricuspidata,9,4,2,0.7642045065086203,0.7777777777777778,7,2,0,0
Fritillaria camschatcensis,9,3,4,1.8910611120726526,0.3333333333333333,3,3,2,1
Impatiens hawkeri,9,2,3,1.224394445405986,0.6666666666666666,6,2,1,0
Pleurophyllum hookeri,9,2,3,1.3921472236645345,0.4444444444444444,4,4,1,0
Metrosideros polymorpha,9,2,2,0.5032583347756457,0.8888888888888888,0,1,8,0
Oxalis enneaphylla,9,2,1,-0.0,1.0,9,0,0,0
Ipomoea purpurea,8,8,4,1.9056390622295665,0.375,1,2,2,3
Coccinia grandis,8,8,3,1.061278124459133,0.75,6,1,1,0
Cirsium arvense,8,8,2,0.5435644431995964,0.875,7,1,0,0
Stellaria media,8,8,1,-0.0,1.0,8,0,0,0
Linaria vulgaris,8,7,2,0.8112781244591328,0.75,2,6,0,0
Plantago lanceolata,8,7,2,0.5435644431995964,0.875,7,1,0,0
Tribulus terrestris,8,7,2,0.8112781244591328,0.75,2,6,0,0
Lysimachia europaea,8,7,1,-0.0,1.0,8,0,0,0
Tanacetum vulgare,8,7,1,-0.0,1.0,0,8,0,0
Desmodium uncinatum,8,6,2,0.5435644431995964,0.875,7,0,1,0
Geranium sibiricum,8,6,2,0.8112781244591328,0.75,6,2,0,0
Sonchus oleraceus,8,6,2,0.5435644431995964,0.875,1,7,0,0
Stachytarpheta jamaicensis,8,6,2,0.954434002924965,0.625,3,0,0,5
Passiflora vesicaria,8,6,1,-0.0,1.0,8,0,0,0
Geranium pratense,8,5,2,0.954434002924965,0.625,3,0,0,5
Suriana maritima,8,5,2,0.5435644431995964,0.875,1,7,0,0
Thysanotus patersonii,8,5,2,0.5435644431995964,0.875,0,0,1,7
Vinca minor,8,5,2,0.5435644431995964,0.875,1,0,0,7
Capsella bursa-pastoris,8,5,1,-0.0,1.0,8,0,0,0
Cardamine pratensis,8,5,1,-0.0,1.0,8,0,0,0
Cornus suecica,8,5,1,-0.0,1.0,8,0,0,0
Saxifraga hirculus,8,5,1,-0.0,1.0,0,8,0,0
Desmodium intortum,8,4,3,1.5,0.5,4,0,2,2
Pulsatilla patens,8,4,3,1.4056390622295665,0.5,3,1,0,4
Hydrocotyle bonariensis,8,4,2,0.954434002924965,0.625,5,3,0,0
Moehringia lateriflora,8,4,1,-0.0,1.0,8,0,0,0
Veronica officinalis,8,4,1,-0.0,1.0,8,0,0,0
Aconitum delphiniifolium,8,3,2,0.5435644431995964,0.875,1,0,0,7
Commelina forskaolii,8,3,2,0.8112781244591328,0.75,2,0,0,6
Azorina vidalii,8,1,2,0.5435644431995964,0.875,7,1,0,0
Cordia lutea,8,1,1,-0.0,1.0,0,8,0,0
Centratherum punctatum,7,7,3,1.1488348542809166,0.7142857142857143,1,0,1,5
Dactylis glomerata,7,7,3,1.1488348542809166,0.7142857142857143,5,1,0,1
Duranta erecta,7,7,3,1.4488156357251847,0.42857142857142855,3,1,0,3
Lathyrus japonicus,7,7,3,1.3787834934861753,0.5714285714285714,0,1,2,4
Erodium cicutarium,7,7,2,0.9852281360342515,0.5714285714285714,3,0,4,0
Impatiens glandulifera,7,7,2,0.9852281360342515,0.5714285714285714,3,0,4,0
Chelidonium majus,7,7,1,-0.0,1.0,0,7,0,0
Spermacoce remota,7,7,1,-0.0,1.0,7,0,0,0
Impatiens walleriana,7,6,2,0.5916727785823275,0.8571428571428571,1,0,6,0
Mesosphaerum suaveolens,7,6,2,0.5916727785823275,0.8571428571428571,6,0,0,1
Ipomoea quamoclit,7,6,1,-0.0,1.0,0,0,7,0
Solanum torvum,7,6,1,-0.0,1.0,7,0,0,0
Vigna marina,7,6,1,-0.0,1.0,0,7,0,0
Anticlea elegans,7,5,2,0.5916727785823275,0.8571428571428571,6,1,0,0
Glechoma hederacea,7,5,2,0.863120568566631,0.7142857142857143,5,0,0,2
Iris setosa,7,5,1,-0.0,1.0,0,0,0,7
Parkinsonia aculeata,7,5,1,-0.0,1.0,0,7,0,0
Saxifraga cernua,7,5,1,-0.0,1.0,7,0,0,0
Silene vulgaris,7,5,1,-0.0,1.0,7,0,0,0
Oxalis purpurea,7,4,3,1.3787834934861753,0.5714285714285714,2,0,4,1
Rubus rosifolius,7,4,3,1.1488348542809166,0.7142857142857143,5,1,1,0
Kalmia polifolia,7,4,2,0.863120568566631,0.7142857142857143,0,0,5,2
Tripleurospermum maritimum,7,4,2,0.5916727785823275,0.8571428571428571,6,1,0,0
Eschscholzia californica,7,4,1,-0.0,1.0,0,7,0,0
Fragaria virginiana,7,4,1,-0.0,1.0,7,0,0,0
Geum aleppicum,7,4,1,-0.0,1.0,0,7,0,0
Mertensia maritima,7,3,2,0.863120568566631,0.7142857142857143,2,0,0,5
Rhizophora stylosa,7,3,2,0.9852281360342515,0.5714285714285714,3,4,0,0
Astragalus agrestis,7,3,1,-0.0,1.0,7,0,0,0
Cypripedium parviflorum,7,3,1,-0.0,1.0,0,7,0,0
Tulipa suaveolens,7,2,3,1.3787834934861753,0.5714285714285714,1,2,4,0
Chiliotrichum diffusum,7,2,2,0.9852281360342515,0.5714285714285714,4,3,0,0
Sida fallax,7,2,2,0.5916727785823275,0.8571428571428571,1,6,0,0
Armoracia sisymbrioides,7,1,1,-0.0,1.0,7,0,0,0
Melastoma malabathricum,6,6,3,1.4591479170272448,0.5,3,0,2,1
Hesperis matronalis,6,6,2,0.6500224216483541,0.8333333333333334,1,0,0,5
Sisyrinchium micranthum,6,6,2,0.6500224216483541,0.8333333333333334,5,0,0,1
Tecoma stans,6,6,2,0.6500224216483541,0.8333333333333334,1,5,0,0
Cerastium arvense,6,6,1,-0.0,1.0,6,0,0,0
Galium verum,6,6,1,-0.0,1.0,0,6,0,0
Ulex europaeus,6,6,1,-0.0,1.0,0,6,0,0
Boerhavia diffusa,6,5,4,1.9182958340544893,0.3333333333333333,2,1,2,1
Impatiens balsamina,6,5,3,1.584962500721156,0.3333333333333333,2,0,2,2
Solanum nigrum,6,5,3,1.4591479170272448,0.5,3,1,2,0
Cleome rutidosperma,6,5,2,0.6500224216483541,0.8333333333333334,5,0,0,1
Echium vulgare,6,5,2,0.6500224216483541,0.8333333333333334,1,0,0,5
Jatropha integerrima,6,5,2,0.6500224216483541,0.8333333333333334,1,0,5,0
Nelumbo nucifera,6,5,2,1.0,0.5,3,0,3,0
Nerium oleander,6,5,2,0.9182958340544896,0.6666666666666666,2,0,4,0
Pilosella aurantiaca,6,5,2,0.6500224216483541,0.8333333333333334,1,5,0,0
Sida acuta,6,5,2,0.6500224216483541,0.8333333333333334,1,5,0,0
Silene latifolia,6,5,2,0.6500224216483541,0.8333333333333334,5,1,0,0
Talinum fruticosum,6,5,2,1.0,0.5,3,0,3,0
Urena lobata,6,5,2,0.9182958340544896,0.6666666666666666,4,0,2,0
Cymbalaria muralis,6,5,1,-0.0,1.0,6,0,0,0
Viola arvensis,6,5,1,-0.0,1.0,6,0,0,0
Viola odorata,6,5,1,-0.0,1.0,0,0,0,6
Ipomoea triloba,6,4,3,1.2516291673878228,0.6666666666666666,1,0,4,1
Ageratum houstonianum,6,4,2,0.6500224216483541,0.8333333333333334,5,0,0,1
Erodium moschatum,6,4,2,0.6500224216483541,0.8333333333333334,5,0,1,0
Nymphaea rubra,6,4,2,0.6500224216483541,0.8333333333333334,0,1,5,0
Rhodiola rosea,6,4,2,0.9182958340544896,0.6666666666666666,0,4,2,0
Rubus arcticus,6,4,2,0.6500224216483541,0.8333333333333334,1,0,5,0
Stachys palustris,6,4,2,0.9182958340544896,0.6666666666666666,4,0,2,0
Veronica longifolia,6,4,2,0.9182958340544896,0.6666666666666666,4,0,0,2
Berteroa incana,6,4,1,-0.0,1.0,6,0,0,0
Camonea umbellata,6,4,1,-0.0,1.0,0,6,0,0
Filipendula vulgaris,6,4,1,-0.0,1.0,6,0,0,0
Lysimachia borealis,6,4,1,-0.0,1.0,6,0,0,0
Pentanema britannica,6,4,1,-0.0,1.0,0,6,0,0
Praxelis clematidea,6,4,1,-0.0,1.0,6,0,0,0
Acaena magellanica,6,3,2,0.9182958340544896,0.6666666666666666,0,2,4,0
Burmannia disticha,6,3,2,0.9182958340544896,0.6666666666666666,2,0,0,4
Cypripedium acaule,6,3,2,0.6500224216483541,0.8333333333333334,1,0,5,0
Hellenia speciosa,6,3,2,0.9182958340544896,0.6666666666666666,4,0,2,0
Rhododendron lapponicum,6,3,2,0.6500224216483541,0.8333333333333334,0,0,5,1
Alliaria petiolata,6,3,1,-0.0,1.0,6,0,0,0
Arnica angustifolia,6,3,1,-0.0,1.0,0,6,0,0
Avicennia germinans,6,3,1,-0.0,1.0,6,0,0,0
Melilotus officinalis,6,3,1,-0.0,1.0,0,6,0,0
Nothoscordum bivalve,6,3,1,-0.0,1.0,6,0,0,0
Stellaria graminea,6,3,1,-0.0,1.0,6,0,0,0
Tulipa sylvestris,6,3,1,-0.0,1.0,0,6,0,0
Tulipa uniflora,6,3,1,-0.0,1.0,0,6,0,0
Averrhoa carambola,6,2,3,1.4591479170272448,0.5,3,1,2,0
Tulipa patens,6,2,2,0.9182958340544896,0.6666666666666666,4,2,0,0
Alopecurus magellanicus,6,2,1,-0.0,1.0,6,0,0,0
Campanula giesekiana,6,2,1,-0.0,1.0,0,0,0,6
Stellaria longipes,6,2,1,-0.0,1.0,6,0,0,0
Vachellia caven,6,2,1,-0.0,1.0,0,6,0,0
Hyoscyamus aureus,6,1,2,1.0,0.5,3,3,0,0
Lapageria rosea,6,1,2,0.9182958340544896,0.6666666666666666,2,0,4,0
Leptadenia pyrotechnica,6,1,2,1.0,0.5,3,3,0,0
Urospermum picroides,6,1,2,0.9182958340544896,0.6666666666666666,2,4,0,0
Utricularia chrysantha,6,1,1,-0.0,1.0,0,6,0,0
Mirabilis jalapa,5,5,3,1.5219280948873621,0.4,2,0,2,1
Cassytha filiformis,5,5,2,0.9709505944546686,0.6,2,3,0,0
Ipomoea aquatica,5,5,2,0.7219280948873623,0.8,4,0,1,0
Physalis angulata,5,5,2,0.7219280948873623,0.8,4,1,0,0
Tropaeolum majus,5,5,2,0.7219280948873623,0.8,0,4,1,0
Vaccinium vitis-idaea,5,5,2,0.7219280948873623,0.8,4,1,0,0
Arctotheca calendula,5,5,1,-0.0,1.0,0,5,0,0
Cleome viscosa,5,5,1,-0.0,1.0,0,5,0,0
Galinsoga quadriradiata,5,5,1,-0.0,1.0,5,0,0,0
Galium boreale,5,5,1,-0.0,1.0,5,0,0,0
Geranium sanguineum,5,5,1,-0.0,1.0,0,0,5,0
Ludwigia octovalvis,5,5,1,-0.0,1.0,0,5,0,0
Lythrum salicaria,5,5,1,-0.0,1.0,0,0,5,0
Melilotus albus,5,5,1,-0.0,1.0,5,0,0,0
Pastinaca sativa,5,5,1,-0.0,1.0,0,5,0,0
Ranunculus acris,5,5,1,-0.0,1.0,0,5,0,0
Tithonia diversifolia,5,5,1,-0.0,1.0,0,5,0,0
Verbesina encelioides,5,5,1,-0.0,1.0,0,5,0,0
Digitalis purpurea,5,4,3,1.5219280948873621,0.4,2,1,2,0
Nymphaea nouchali,5,4,3,1.3709505944546687,0.6,1,1,0,3
Oxalis latifolia,5,4,3,1.5219280948873621,0.4,1,0,2,2
Ruellia tuberosa,5,4,3,1.3709505944546687,0.6,3,1,0,1
Trifolium lupinaster,5,4,3,1.3709505944546687,0.6,3,0,1,1
Aquilegia formosa,5,4,2,0.7219280948873623,0.8,0,1,4,0
Aquilegia vulgaris,5,4,2,0.7219280948873623,0.8,0,1,0,4
Bellardia trixago,5,4,2,0.9709505944546686,0.6,3,2,0,0
Bidens pilosa,5,4,2,0.9709505944546686,0.6,2,3,0,0
Cochlospermum vitifolium,5,4,2,0.7219280948873623,0.8,0,4,0,1
Distimake aegyptius,5,4,2,0.7219280948873623,0.8,4,1,0,0
Guettarda speciosa,5,4,2,0.7219280948873623,0.8,4,1,0,0
Tabebuia heterophylla,5,4,2,0.7219280948873623,0.8,4,0,0,1
Allium triquetrum,5,4,1,-0.0,1.0,5,0,0,0
Anemonoides ranunculoides,5,4,1,-0.0,1.0,0,5,0,0
Moneses uniflora,5,4,1,-0.0,1.0,5,0,0,0
Nymphoides peltata,5,4,1,-0.0,1.0,0,5,0,0
Rosa multiflora,5,4,1,-0.0,1.0,5,0,0,0
Sabulina rubella,5,4,1,-0.0,1.0,5,0,0,0
Stachys arvensis,5,4,1,-0.0,1.0,5,0,0,0
Waltheria indica,5,4,1,-0.0,1.0,0,5,0,0
Youngia japonica,5,4,1,-0.0,1.0,0,5,0,0
Eulophia cucullata,5,3,3,1.5219280948873621,0.4,2,2,1,0
Sisyrinchium montanum,5,3,3,1.5219280948873621,0.4,2,1,0,2
Andromeda polifolia,5,3,2,0.9709505944546686,0.6,3,0,2,0
Argemone ochroleuca,5,3,2,0.7219280948873623,0.8,4,1,0,0
Bistorta plumosa,5,3,2,0.7219280948873623,0.8,1,0,4,0
Cypripedium calceolus,5,3,2,0.7219280948873623,0.8,1,4,0,0
Erigeron karvinskianus,5,3,2,0.7219280948873623,0.8,4,0,0,1
Euploca procumbens,5,3,2,0.7219280948873623,0.8,4,1,0,0
Pinguicula vulgaris,5,3,2,0.7219280948873623,0.8,1,0,0,4
Tiarella trifoliata,5,3,2,0.7219280948873623,0.8,4,1,0,0
Ageratina riparia,5,3,1,-0.0,1.0,5,0,0,0
Barbarea vulgaris,5,3,1,-0.0,1.0,0,5,0,0
Croton hirtus,5,3,1,-0.0,1.0,5,0,0,0
Dianthus chinensis,5,3,1,-0.0,1.0,0,0,5,0
Diapensia obovata,5,3,1,-0.0,1.0,5,0,0,0
Fatsia japonica,5,3,1,-0.0,1.0,5,0,0,0
Geranium dissectum,5,3,1,-0.0,1.0,0,0,5,0
Gomphrena celosioides,5,3,1,-0.0,1.0,5,0,0,0
Hardenbergia violacea,5,3,1,-0.0,1.0,0,0,0,5
Lamium album,5,3,1,-0.0,1.0,5,0,0,0
Lycoris radiata,5,3,1,-0.0,1.0,0,0,5,0
Maianthemum bifolium,5,3,1,-0.0,1.0,5,0,0,0
Opuntia stricta,5,3,1,-0.0,1.0,0,5,0,0
Pulmonaria mollis,5,3,1,-0.0,1.0,0,0,0,5
Saxifraga sibirica,5,3,1,-0.0,1.0,5,0,0,0
Silene uniflora,5,3,1,-0.0,1.0,5,0,0,0
Sonchus arvensis,5,3,1,-0.0,1.0,0,5,0,0
Malva sylvestris,5,2,3,1.3709505944546687,0.6,1,0,3,1
Geranium erianthum,5,2,2,0.9709505944546686,0.6,2,0,0,3
Olsynium biflorum,5,2,2,0.7219280948873623,0.8,4,1,0,0
Oreomecon nudicaulis,5,2,2,0.7219280948873623,0.8,1,4,0,0
Polemonium acutiflorum,5,2,2,0.9709505944546686,0.6,2,0,0,3
Ptilotus exaltatus,5,2,2,0.7219280948873623,0.8,4,1,0,0
Solenostemma arghel,5,2,2,0.9709505944546686,0.6,3,2,0,0
Adonis vernalis,5,2,1,-0.0,1.0,0,5,0,0
Aporostylis bifolia,5,2,1,-0.0,1.0,5,0,0,0
Bikkia tetrandra,5,2,1,-0.0,1.0,5,0,0,0
Daucus carota,5,2,1,-0.0,1.0,5,0,0,0
Hyacinthoides non-scripta,5,2,1,-0.0,1.0,0,0,0,5
Parnassia fimbriata,5,2,1,-0.0,1.0,5,0,0,0
Perezia recurvata,5,2,1,-0.0,1.0,5,0,0,0
Platanthera dilatata,5,2,1,-0.0,1.0,5,0,0,0
Sanguinaria canadensis,5,2,1,-0.0,1.0,5,0,0,0
Senna occidentalis,5,2,1,-0.0,1.0,0,5,0,0
Iocenes virens,5,1,2,0.7219280948873623,0.8,4,1,0,0
Opuntia galapageia,5,1,2,0.7219280948873623,0.8,1,4,0,0
Rehmannia glutinosa,5,1,2,0.9709505944546686,0.6,3,2,0,0
Salvia lavanduloides,5,1,2,0.9709505944546686,0.6,3,0,0,2
Strobilanthes viscosa,5,1,2,0.9709505944546686,0.6,3,0,2,0
Begonia baccata,5,1,1,-0.0,1.0,5,0,0,0
Daboecia azorica,5,1,1,-0.0,1.0,0,0,5,0
Kalmia angustifolia,5,1,1,-0.0,1.0,0,0,5,0
Richardia grandiflora,5,1,1,-0.0,1.0,5,0,0,0
Solidago azorica,5,1,1,-0.0,1.0,0,5,0,0
Ipomoea hederifolia,4,4,3,1.5,0.5,2,1,1,0
Melochia pyramidata,4,4,3,1.5,0.5,1,0,2,1
Bauhinia purpurea,4,4,2,1.0,0.5,2,0,2,0
Combretum indicum,4,4,2,0.8112781244591328,0.75,0,1,3,0
Crassocephalum crepidioides,4,4,2,1.0,0.5,2,2,0,0
Elephantopus mollis,4,4,2,0.8112781244591328,0.75,3,1,0,0
Euphorbia cyathophora,4,4,2,0.8112781244591328,0.75,0,1,3,0
Euphorbia hirta,4,4,2,1.0,0.5,2,2,0,0
Fragaria vesca,4,4,2,0.8112781244591328,0.75,3,0,1,0
Geum macrophyllum,4,4,2,1.0,0.5,2,2,0,0
Lunaria annua,4,4,2,0.8112781244591328,0.75,0,0,1,3
Lupinus polyphyllus,4,4,2,0.8112781244591328,0.75,1,0,0,3
Nymphaea lotus,4,4,2,0.8112781244591328,0.75,3,1,0,0
Portulaca pilosa,4,4,2,0.8112781244591328,0.75,1,0,3,0
Scadoxus multiflorus,4,4,2,0.8112781244591328,0.75,0,3,1,0
Senecio vulgaris,4,4,2,1.0,0.5,2,2,0,0
Senna surattensis,4,4,2,0.8112781244591328,0.75,1,3,0,0
Sesuvium portulacastrum,4,4,2,0.8112781244591328,0.75,3,0,1,0
Sida rhombifolia,4,4,2,0.8112781244591328,0.75,1,3,0,0
Silene flos-cuculi,4,4,2,0.8112781244591328,0.75,1,0,3,0
