species,classifiable_photos,occupied_h1_cells,morph_levels,morph_entropy_bits,dominant_morph_fraction,white_n,yellow_orange_n,red_pink_n,blue_purple_n
Oreophyton falcatum,1,1,1,-0.0,1.0,1,0,0,0
Oresitrophe rupifraga,1,1,1,-0.0,1.0,1,0,0,0
Orianthera flaviflora,1,1,1,-0.0,1.0,0,1,0,0
Orianthera nuda,1,1,1,-0.0,1.0,1,0,0,0
Oriastrum pulvinatum,1,1,1,-0.0,1.0,1,0,0,0
Origanum vulgare,1,1,1,-0.0,1.0,0,0,1,0
Ornithogalum maculatum,1,1,1,-0.0,1.0,0,1,0,0
Ornithopus compressus,1,1,1,-0.0,1.0,0,1,0,0
Orobanche caryophyllacea,1,1,1,-0.0,1.0,0,1,0,0
Orobanche minor,1,1,1,-0.0,1.0,0,1,0,0
Orostachys spinosa,1,1,1,-0.0,1.0,0,1,0,0
Orthosiphon biflorus,1,1,1,-0.0,1.0,1,0,0,0
Orthrosanthus acorifolius,1,1,1,-0.0,1.0,0,0,0,1
Orthrosanthus chimboracensis,1,1,1,-0.0,1.0,1,0,0,0
Osmoxylon lineare,1,1,1,-0.0,1.0,1,0,0,0
Osmoxylon teysmannii,1,1,1,-0.0,1.0,0,1,0,0
Osteospermum monstrosum,1,1,1,-0.0,1.0,0,1,0,0
Osteospermum polygaloides,1,1,1,-0.0,1.0,0,1,0,0
Othonna gymnodiscus,1,1,1,-0.0,1.0,0,1,0,0
Oxalis acetosella,1,1,1,-0.0,1.0,1,0,0,0
Oxalis annae,1,1,1,-0.0,1.0,1,0,0,0
Oxalis arenaria,1,1,1,-0.0,1.0,0,0,1,0
Oxalis articulata,1,1,1,-0.0,1.0,0,0,1,0
Oxalis campylorhiza,1,1,1,-0.0,1.0,1,0,0,0
Oxalis comosa,1,1,1,-0.0,1.0,0,1,0,0
Oxalis compressa,1,1,1,-0.0,1.0,0,1,0,0
Oxalis depressa,1,1,1,-0.0,1.0,1,0,0,0
Oxalis dregei,1,1,1,-0.0,1.0,1,0,0,0
Oxalis dumetorum,1,1,1,-0.0,1.0,0,1,0,0
Oxalis flava,1,1,1,-0.0,1.0,0,1,0,0
Oxalis grammophylla,1,1,1,-0.0,1.0,0,1,0,0
Oxalis imbricata,1,1,1,-0.0,1.0,0,0,1,0
Oxalis incarnata,1,1,1,-0.0,1.0,1,0,0,0
Oxalis kamiesbergensis,1,1,1,-0.0,1.0,0,0,0,1
Oxalis knuthiana,1,1,1,-0.0,1.0,1,0,0,0
Oxalis leucolepis,1,1,1,-0.0,1.0,1,0,0,0
Oxalis livida,1,1,1,-0.0,1.0,0,0,1,0
Oxalis polymorpha,1,1,1,-0.0,1.0,0,1,0,0
Oxalis punctata,1,1,1,-0.0,1.0,0,1,0,0
Oxalis purpurascens,1,1,1,-0.0,1.0,1,0,0,0
Oxalis pusilla,1,1,1,-0.0,1.0,1,0,0,0
Oxalis rosea,1,1,1,-0.0,1.0,1,0,0,0
Oxalis smalliana,1,1,1,-0.0,1.0,1,0,0,0
Oxalis stellata,1,1,1,-0.0,1.0,1,0,0,0
Oxalis stricta,1,1,1,-0.0,1.0,0,1,0,0
Oxalis tetraphylla,1,1,1,-0.0,1.0,0,0,1,0
Oxalis truncatula,1,1,1,-0.0,1.0,1,0,0,0
Oxera splendida,1,1,1,-0.0,1.0,1,0,0,0
Oxyceros longiflorus,1,1,1,-0.0,1.0,1,0,0,0
Oxylobium ellipticum,1,1,1,-0.0,1.0,0,1,0,0
Oxypetalum banksii,1,1,1,-0.0,1.0,1,0,0,0
Oxystelma bornouense,1,1,1,-0.0,1.0,1,0,0,0
Oxystelma esculentum,1,1,1,-0.0,1.0,1,0,0,0
Oxytropis ambigua,1,1,1,-0.0,1.0,0,0,1,0
Oxytropis floribunda,1,1,1,-0.0,1.0,0,0,1,0
Oxytropis lanata,1,1,1,-0.0,1.0,0,0,1,0
Oxytropis lanuginosa,1,1,1,-0.0,1.0,0,0,0,1
Oxytropis longirostra,1,1,1,-0.0,1.0,0,0,0,1
Oxytropis teres,1,1,1,-0.0,1.0,0,0,1,0
Oxytropis wrangelii,1,1,1,-0.0,1.0,0,0,0,1
Ozomelis trifida,1,1,1,-0.0,1.0,1,0,0,0
Ozothamnus secundiflorus,1,1,1,-0.0,1.0,1,0,0,0
Pachypodium ambongense,1,1,1,-0.0,1.0,1,0,0,0
Pachypodium lamerei,1,1,1,-0.0,1.0,1,0,0,0
Packera sanguisorbae,1,1,1,-0.0,1.0,0,1,0,0
Packera toluccana,1,1,1,-0.0,1.0,0,1,0,0
Paeonia lactiflora,1,1,1,-0.0,1.0,1,0,0,0
Paepalanthus alpinus,1,1,1,-0.0,1.0,1,0,0,0
Paliavana tenuiflora,1,1,1,-0.0,1.0,1,0,0,0
Palicourea oblonga,1,1,1,-0.0,1.0,0,1,0,0
Palicourea rigida,1,1,1,-0.0,1.0,0,1,0,0
Palicourea tomentosa,1,1,1,-0.0,1.0,0,1,0,0
Palicourea trichophora,1,1,1,-0.0,1.0,1,0,0,0
Palicourea violacea,1,1,1,-0.0,1.0,1,0,0,0
Palisota ambigua,1,1,1,-0.0,1.0,0,0,1,0
Palisota brachythyrsa,1,1,1,-0.0,1.0,0,0,1,0
Palisota pedicellata,1,1,1,-0.0,1.0,1,0,0,0
Palustricodon aparinoides,1,1,1,-0.0,1.0,1,0,0,0
Panaetia lessonii,1,1,1,-0.0,1.0,0,1,0,0
Pancheria elegans,1,1,1,-0.0,1.0,0,0,1,0
Pancratium zeylanicum,1,1,1,-0.0,1.0,1,0,0,0
Pandanus tectorius,1,1,1,-0.0,1.0,1,0,0,0
Pandorea pandorana,1,1,1,-0.0,1.0,1,0,0,0
Papaver dubium,1,1,1,-0.0,1.0,0,1,0,0
Paracarphalea angulata,1,1,1,-0.0,1.0,0,0,1,0
Parakeelya creethiae,1,1,1,-0.0,1.0,1,0,0,0
Paramollugo nudicaulis,1,1,1,-0.0,1.0,1,0,0,0
Parasopubia delphiniifolia,1,1,1,-0.0,1.0,0,0,0,1
Parentucellia latifolia,1,1,1,-0.0,1.0,0,0,1,0
Paris quadrifolia,1,1,1,-0.0,1.0,0,1,0,0
Paris verticillata,1,1,1,-0.0,1.0,1,0,0,0
Parkinsonia praecox,1,1,1,-0.0,1.0,0,1,0,0
Parnassia kotzebuei,1,1,1,-0.0,1.0,1,0,0,0
Parnassia laxmannii,1,1,1,-0.0,1.0,1,0,0,0
Parrya nudicaulis,1,1,1,-0.0,1.0,1,0,0,0
Pasaccardoa baumii,1,1,1,-0.0,1.0,0,0,1,0
Pascalia glauca,1,1,1,-0.0,1.0,0,1,0,0
Paspalum vaginatum,1,1,1,-0.0,1.0,0,1,0,0
Passiflora cincinnata,1,1,1,-0.0,1.0,1,0,0,0
Passiflora coccinea,1,1,1,-0.0,1.0,0,0,1,0
Passiflora holosericea,1,1,1,-0.0,1.0,1,0,0,0
Passiflora laurifolia,1,1,1,-0.0,1.0,0,0,0,1
Passiflora lutea,1,1,1,-0.0,1.0,1,0,0,0
Passiflora mixta,1,1,1,-0.0,1.0,0,0,1,0
Passiflora morifolia,1,1,1,-0.0,1.0,1,0,0,0
Passiflora moritziana,1,1,1,-0.0,1.0,1,0,0,0
Passiflora nana,1,1,1,-0.0,1.0,1,0,0,0
Passiflora sanchezii,1,1,1,-0.0,1.0,0,1,0,0
Passiflora tarminiana,1,1,1,-0.0,1.0,1,0,0,0
Passiflora tripartita,1,1,1,-0.0,1.0,0,0,1,0
Passiflora variolata,1,1,1,-0.0,1.0,0,1,0,0
Patersonia glabrata,1,1,1,-0.0,1.0,0,0,0,1
Patersonia philippinensis,1,1,1,-0.0,1.0,1,0,0,0
Patersonia sericea,1,1,1,-0.0,1.0,1,0,0,0
Patersonia umbrosa,1,1,1,-0.0,1.0,0,1,0,0
Patima guianensis,1,1,1,-0.0,1.0,0,1,0,0
Patrinia rupestris,1,1,1,-0.0,1.0,0,1,0,0
Patrinia scabra,1,1,1,-0.0,1.0,0,1,0,0
Patrinia villosa,1,1,1,-0.0,1.0,1,0,0,0
Pattalias palustris,1,1,1,-0.0,1.0,0,1,0,0
Pavetta hongkongensis,1,1,1,-0.0,1.0,1,0,0,0
Pavonia arabica,1,1,1,-0.0,1.0,1,0,0,0
Pavonia columella,1,1,1,-0.0,1.0,1,0,0,0
Pavonia nemoralis,1,1,1,-0.0,1.0,1,0,0,0
Pavonia odorata,1,1,1,-0.0,1.0,1,0,0,0
Pectis multiflosculosa,1,1,1,-0.0,1.0,0,1,0,0
Pectis papposa,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis brachystachys,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis bracteosa,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis capitata,1,1,1,-0.0,1.0,1,0,0,0
Pedicularis chamissonis,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis condensata,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis davidii,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis flammea,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis groenlandica,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis labradorica,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis longiflora,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis megalantha,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis orizabae,1,1,1,-0.0,1.0,1,0,0,0
Pedicularis resupinata,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis rubens,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis sibirica,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis siphonantha,1,1,1,-0.0,1.0,0,0,1,0
Pedicularis striata,1,1,1,-0.0,1.0,0,1,0,0
Pedicularis verticillata,1,1,1,-0.0,1.0,0,0,1,0
Peganum nigellastrum,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium australe,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium betulinum,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium candicans,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium capitatum,1,1,1,-0.0,1.0,0,0,0,1
Pelargonium crispum,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium fulgidum,1,1,1,-0.0,1.0,0,0,1,0
Pelargonium luridum,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium proliferum,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium tricolor,1,1,1,-0.0,1.0,1,0,0,0
Pelargonium zonale,1,1,1,-0.0,1.0,1,0,0,0
Penaea mucronata,1,1,1,-0.0,1.0,0,1,0,0
Penstemon cobaea,1,1,1,-0.0,1.0,1,0,0,0
Penstemon davidsonii,1,1,1,-0.0,1.0,0,0,1,0
Penstemon palmeri,1,1,1,-0.0,1.0,1,0,0,0
Penstemon procerus,1,1,1,-0.0,1.0,0,0,0,1
Penstemon triphyllus,1,1,1,-0.0,1.0,1,0,0,0
Penstemon tubaeflorus,1,1,1,-0.0,1.0,1,0,0,0
Penstemon virens,1,1,1,-0.0,1.0,1,0,0,0
Pentacalia theifolia,1,1,1,-0.0,1.0,1,0,0,0
Pentalinon luteum,1,1,1,-0.0,1.0,0,1,0,0
Pentapetes phoenicea,1,1,1,-0.0,1.0,0,0,1,0
Pentas lanceolata,1,1,1,-0.0,1.0,1,0,0,0
Pentodon pentandrus,1,1,1,-0.0,1.0,1,0,0,0
Peperomia marchionensis,1,1,1,-0.0,1.0,1,0,0,0
Peperomia mariannensis,1,1,1,-0.0,1.0,1,0,0,0
Perezia linearis,1,1,1,-0.0,1.0,0,0,0,1
Perezia pedicularidifolia,1,1,1,-0.0,1.0,0,0,0,1
Pergularia daemia,1,1,1,-0.0,1.0,1,0,0,0
Pericallis appendiculata,1,1,1,-0.0,1.0,1,0,0,0
Pericallis echinata,1,1,1,-0.0,1.0,0,0,0,1
Pericallis murrayi,1,1,1,-0.0,1.0,1,0,0,0
Pericallis webbii,1,1,1,-0.0,1.0,0,0,0,1
Perichlaena richardii,1,1,1,-0.0,1.0,0,1,0,0
Perilla frutescens,1,1,1,-0.0,1.0,0,0,0,1
Persicaria amphibia,1,1,1,-0.0,1.0,1,0,0,0
Persicaria chinensis,1,1,1,-0.0,1.0,1,0,0,0
Persicaria filiformis,1,1,1,-0.0,1.0,1,0,0,0
Persicaria glabra,1,1,1,-0.0,1.0,0,0,1,0
Persicaria lapathifolia,1,1,1,-0.0,1.0,1,0,0,0
Persicaria maculosa,1,1,1,-0.0,1.0,1,0,0,0
Persicaria senegalensis,1,1,1,-0.0,1.0,1,0,0,0
Persicaria thunbergii,1,1,1,-0.0,1.0,1,0,0,0
Persoonia falcata,1,1,1,-0.0,1.0,0,1,0,0
Persoonia juniperina,1,1,1,-0.0,1.0,0,1,0,0
Petalostigma pubescens,1,1,1,-0.0,1.0,0,1,0,0
Petalostigma quadriloculare,1,1,1,-0.0,1.0,0,1,0,0
Petasites hybridus,1,1,1,-0.0,1.0,1,0,0,0
Petasites japonicus,1,1,1,-0.0,1.0,1,0,0,0
Petasites paradoxus,1,1,1,-0.0,1.0,1,0,0,0
Petasites spurius,1,1,1,-0.0,1.0,1,0,0,0
Petiveria alliacea,1,1,1,-0.0,1.0,1,0,0,0
Petrophile serruriae,1,1,1,-0.0,1.0,1,0,0,0
Petrorhagia dubia,1,1,1,-0.0,1.0,0,0,1,0
Petroselinum crispum,1,1,1,-0.0,1.0,0,1,0,0
Peumus boldus,1,1,1,-0.0,1.0,1,0,0,0
Pfaffia gnaphalioides,1,1,1,-0.0,1.0,1,0,0,0
Phacelia brachyantha,1,1,1,-0.0,1.0,0,1,0,0
Phacelia campanularia,1,1,1,-0.0,1.0,0,0,0,1
Phacelia cicutaria,1,1,1,-0.0,1.0,1,0,0,0
Phacelia ciliata,1,1,1,-0.0,1.0,0,0,0,1
Phacelia crenulata,1,1,1,-0.0,1.0,0,0,0,1
Phacelia linearis,1,1,1,-0.0,1.0,1,0,0,0
Phacelia longipes,1,1,1,-0.0,1.0,1,0,0,0
Phacelia minor,1,1,1,-0.0,1.0,0,0,0,1
Phacelia sericea,1,1,1,-0.0,1.0,0,0,0,1
Phacelia tanacetifolia,1,1,1,-0.0,1.0,1,0,0,0
Phacelia vallis-mortae,1,1,1,-0.0,1.0,1,0,0,0
Phaenocoma prolifera,1,1,1,-0.0,1.0,0,0,1,0
Phagnalon rupestre,1,1,1,-0.0,1.0,0,1,0,0
Phagnalon saxatile,1,1,1,-0.0,1.0,1,0,0,0
Phalaenopsis cornu-cervi,1,1,1,-0.0,1.0,1,0,0,0
Phalaenopsis deliciosa,1,1,1,-0.0,1.0,1,0,0,0
Phalaris arundinacea,1,1,1,-0.0,1.0,0,1,0,0
Phaleria octandra,1,1,1,-0.0,1.0,1,0,0,0
Phaseolus coccineus,1,1,1,-0.0,1.0,0,0,1,0
Phedimus kamtschaticus,1,1,1,-0.0,1.0,0,1,0,0
Phenakospermum guyannense,1,1,1,-0.0,1.0,1,0,0,0
Philadelphus lewisii,1,1,1,-0.0,1.0,1,0,0,0
Philotheca obovalis,1,1,1,-0.0,1.0,1,0,0,0
Phleum alpinum,1,1,1,-0.0,1.0,0,1,0,0
Phlomis bruguieri,1,1,1,-0.0,1.0,0,1,0,0
Phlomoides alpina,1,1,1,-0.0,1.0,1,0,0,0
Phlomoides oreophila,1,1,1,-0.0,1.0,1,0,0,0
Phlomoides speciosa,1,1,1,-0.0,1.0,0,1,0,0
Phlox longifolia,1,1,1,-0.0,1.0,1,0,0,0
Phycella chilensis,1,1,1,-0.0,1.0,0,0,1,0
Phygelius aequalis,1,1,1,-0.0,1.0,0,0,1,0
Phylica arborea,1,1,1,-0.0,1.0,0,1,0,0
Phyllanthus amarus,1,1,1,-0.0,1.0,1,0,0,0
Phyllanthus casticum,1,1,1,-0.0,1.0,0,1,0,0
Phyllanthus epiphyllanthus,1,1,1,-0.0,1.0,0,1,0,0
Phyllarthron arenicola,1,1,1,-0.0,1.0,1,0,0,0
Phyllodoce aleutica,1,1,1,-0.0,1.0,1,0,0,0
Phyllodoce glanduliflora,1,1,1,-0.0,1.0,1,0,0,0
Physalis crassifolia,1,1,1,-0.0,1.0,0,1,0,0
Physalis peruviana,1,1,1,-0.0,1.0,1,0,0,0
Physaria arctica,1,1,1,-0.0,1.0,0,1,0,0
Physaria ovalifolia,1,1,1,-0.0,1.0,0,1,0,0
Physostegia virginiana,1,1,1,-0.0,1.0,1,0,0,0
Phytolacca icosandra,1,1,1,-0.0,1.0,1,0,0,0
Picrosia longifolia,1,1,1,-0.0,1.0,1,0,0,0
Pieris japonica,1,1,1,-0.0,1.0,1,0,0,0
Pigea aurantiaca,1,1,1,-0.0,1.0,0,1,0,0
Pigea debilissima,1,1,1,-0.0,1.0,0,0,0,1
Pigea monopetala,1,1,1,-0.0,1.0,0,0,0,1
Pigea stellarioides,1,1,1,-0.0,1.0,0,1,0,0
Pilea aquarum,1,1,1,-0.0,1.0,0,1,0,0
Piliostigma thonningii,1,1,1,-0.0,1.0,0,1,0,0
Pimelea argentea,1,1,1,-0.0,1.0,1,0,0,0
Pimelea ferruginea,1,1,1,-0.0,1.0,0,1,0,0
Pimelea flava,1,1,1,-0.0,1.0,1,0,0,0
Pimelea glauca,1,1,1,-0.0,1.0,1,0,0,0
Pimelea linifolia,1,1,1,-0.0,1.0,1,0,0,0
Pimpinella saxifraga,1,1,1,-0.0,1.0,1,0,0,0
Pinguicula oblongiloba,1,1,1,-0.0,1.0,0,0,0,1
Pinguicula parvifolia,1,1,1,-0.0,1.0,1,0,0,0
Pinnasa bergii,1,1,1,-0.0,1.0,0,1,0,0
Piper aduncum,1,1,1,-0.0,1.0,0,0,0,1
Piper amalago,1,1,1,-0.0,1.0,1,0,0,0
Piper excelsum,1,1,1,-0.0,1.0,0,0,0,1
Piper sarmentosum,1,1,1,-0.0,1.0,1,0,0,0
Piqueria trinervia,1,1,1,-0.0,1.0,1,0,0,0
Piriqueta cistoides,1,1,1,-0.0,1.0,0,1,0,0
Piriqueta racemosa,1,1,1,-0.0,1.0,0,1,0,0
Piriqueta viscosa,1,1,1,-0.0,1.0,1,0,0,0
Pisonia grandis,1,1,1,-0.0,1.0,1,0,0,0
Pitcairnia barrigae,1,1,1,-0.0,1.0,0,1,0,0
Pitcairnia heterophylla,1,1,1,-0.0,1.0,0,0,1,0
Pitcairnia staminea,1,1,1,-0.0,1.0,0,0,1,0
Pittosporum revolutum,1,1,1,-0.0,1.0,0,1,0,0
Pittosporum rubiginosum,1,1,1,-0.0,1.0,1,0,0,0
Plantago coronopus,1,1,1,-0.0,1.0,1,0,0,0
Plantago depressa,1,1,1,-0.0,1.0,1,0,0,0
Plantago urvillei,1,1,1,-0.0,1.0,1,0,0,0
Platanthera clavellata,1,1,1,-0.0,1.0,0,1,0,0
Platanthera minor,1,1,1,-0.0,1.0,1,0,0,0
Platanthera nivea,1,1,1,-0.0,1.0,1,0,0,0
Platanthera oligantha,1,1,1,-0.0,1.0,1,0,0,0
Platanthera pollostantha,1,1,1,-0.0,1.0,0,1,0,0
Platycodon grandiflorus,1,1,1,-0.0,1.0,0,0,0,1
Platylobium parviflorum,1,1,1,-0.0,1.0,0,1,0,0
Platysace filiformis,1,1,1,-0.0,1.0,1,0,0,0
Platysace lanceolata,1,1,1,-0.0,1.0,1,0,0,0
Plectocephalus chilensis,1,1,1,-0.0,1.0,1,0,0,0
Plectritis congesta,1,1,1,-0.0,1.0,0,0,1,0
Pleroma martiale,1,1,1,-0.0,1.0,0,0,0,1
Pleurolobus gangeticus,1,1,1,-0.0,1.0,0,1,0,0
Pleurospermum uralense,1,1,1,-0.0,1.0,1,0,0,0
Pleurothallis dunstervillei,1,1,1,-0.0,1.0,1,0,0,0
Plumbago indica,1,1,1,-0.0,1.0,0,0,1,0
Plumeria obtusa,1,1,1,-0.0,1.0,1,0,0,0
Poa alpina,1,1,1,-0.0,1.0,1,0,0,0
Poa pratensis,1,1,1,-0.0,1.0,0,1,0,0
Podalyria calyptrata,1,1,1,-0.0,1.0,0,0,1,0
Podistera yukonensis,1,1,1,-0.0,1.0,0,1,0,0
Podophyllum hexandrum,1,1,1,-0.0,1.0,1,0,0,0
Podophyllum peltatum,1,1,1,-0.0,1.0,1,0,0,0
Pogostemon stellatus,1,1,1,-0.0,1.0,1,0,0,0
Poikilospermum suaveolens,1,1,1,-0.0,1.0,1,0,0,0
Polemonium boreale,1,1,1,-0.0,1.0,1,0,0,0
Polemonium caeruleum,1,1,1,-0.0,1.0,0,0,0,1
Polemonium pulcherrimum,1,1,1,-0.0,1.0,0,0,0,1
Pollia japonica,1,1,1,-0.0,1.0,1,0,0,0
Polycardia lateralis,1,1,1,-0.0,1.0,1,0,0,0
Polycarpaea repens,1,1,1,-0.0,1.0,0,1,0,0
Polycarpaea spicata,1,1,1,-0.0,1.0,1,0,0,0
Polygala dewevrei,1,1,1,-0.0,1.0,0,1,0,0
Polygala hongkongensis,1,1,1,-0.0,1.0,1,0,0,0
Polygala schoenlankii,1,1,1,-0.0,1.0,0,1,0,0
Polygala tenuifolia,1,1,1,-0.0,1.0,1,0,0,0
Polygala venenosa,1,1,1,-0.0,1.0,1,0,0,0
Polygonum equisetiforme,1,1,1,-0.0,1.0,1,0,0,0
Polymeria calycina,1,1,1,-0.0,1.0,1,0,0,0
Polypremum procumbens,1,1,1,-0.0,1.0,1,0,0,0
Polystachya dendrobiiflora,1,1,1,-0.0,1.0,1,0,0,0
Polystachya microbambusa,1,1,1,-0.0,1.0,1,0,0,0
Polystemma cervantesii,1,1,1,-0.0,1.0,0,1,0,0
Pombalia calceolaria,1,1,1,-0.0,1.0,0,1,0,0
Pombalia verticillata,1,1,1,-0.0,1.0,1,0,0,0
Pongamia pinnata,1,1,1,-0.0,1.0,1,0,0,0
Pontechium maculatum,1,1,1,-0.0,1.0,0,0,1,0
Pontederia azurea,1,1,1,-0.0,1.0,1,0,0,0
Pontederia brevipetiolata,1,1,1,-0.0,1.0,0,0,0,1
Pontederia hastata,1,1,1,-0.0,1.0,0,0,0,1
Pontederia reflexa,1,1,1,-0.0,1.0,1,0,0,0
Ponthieva maculata,1,1,1,-0.0,1.0,1,0,0,0
Poranthera microphylla,1,1,1,-0.0,1.0,1,0,0,0
Porpax karikouyensis,1,1,1,-0.0,1.0,0,1,0,0
Portulaca amilis,1,1,1,-0.0,1.0,0,0,1,0
Portulaca obtusa,1,1,1,-0.0,1.0,0,0,1,0
Portulaca quadrifida,1,1,1,-0.0,1.0,0,1,0,0
Portulacaria afra,1,1,1,-0.0,1.0,1,0,0,0
Posoqueria latifolia,1,1,1,-0.0,1.0,1,0,0,0
Potamogeton natans,1,1,1,-0.0,1.0,0,1,0,0
Potentilla acaulis,1,1,1,-0.0,1.0,0,1,0,0
Potentilla bipinnatifida,1,1,1,-0.0,1.0,0,1,0,0
Potentilla concinna,1,1,1,-0.0,1.0,0,1,0,0
Potentilla flagellaris,1,1,1,-0.0,1.0,0,1,0,0
Potentilla fragarioides,1,1,1,-0.0,1.0,0,1,0,0
Potentilla hippiana,1,1,1,-0.0,1.0,0,1,0,0
Potentilla nepalensis,1,1,1,-0.0,1.0,0,0,1,0
Potentilla pulcherrima,1,1,1,-0.0,1.0,0,1,0,0
Potentilla recta,1,1,1,-0.0,1.0,1,0,0,0
Potentilla sterilis,1,1,1,-0.0,1.0,1,0,0,0
Potentilla stolonifera,1,1,1,-0.0,1.0,0,1,0,0
Potentilla tergemina,1,1,1,-0.0,1.0,0,1,0,0
Potentilla verna,1,1,1,-0.0,1.0,0,1,0,0
Prasophyllum plumiforme,1,1,1,-0.0,1.0,1,0,0,0
Primula borealis,1,1,1,-0.0,1.0,0,0,0,1
Primula denticulata,1,1,1,-0.0,1.0,0,0,0,1
Primula farinosa,1,1,1,-0.0,1.0,0,0,0,1
Primula frigida,1,1,1,-0.0,1.0,0,0,0,1
Primula gracilipes,1,1,1,-0.0,1.0,0,0,0,1
Primula grandis,1,1,1,-0.0,1.0,1,0,0,0
Primula hendersonii,1,1,1,-0.0,1.0,1,0,0,0
Primula laurentiana,1,1,1,-0.0,1.0,1,0,0,0
Primula listeri,1,1,1,-0.0,1.0,0,0,1,0
Primula nivalis,1,1,1,-0.0,1.0,0,0,1,0
Primula pauciflora,1,1,1,-0.0,1.0,0,0,0,1
Primula pumila,1,1,1,-0.0,1.0,0,0,0,1
Primula serrata,1,1,1,-0.0,1.0,1,0,0,0
Primula wigramiana,1,1,1,-0.0,1.0,1,0,0,0
Priva aspera,1,1,1,-0.0,1.0,1,0,0,0
Prostanthera incana,1,1,1,-0.0,1.0,0,0,0,1
Protea compacta,1,1,1,-0.0,1.0,1,0,0,0
Protea cynaroides,1,1,1,-0.0,1.0,1,0,0,0
Protea madiensis,1,1,1,-0.0,1.0,0,1,0,0
Protea neriifolia,1,1,1,-0.0,1.0,0,1,0,0
Protea subvestita,1,1,1,-0.0,1.0,1,0,0,0
Prunus fruticosa,1,1,1,-0.0,1.0,1,0,0,0
Prunus grayana,1,1,1,-0.0,1.0,1,0,0,0
Prunus humilis,1,1,1,-0.0,1.0,1,0,0,0
Prunus laurocerasus,1,1,1,-0.0,1.0,1,0,0,0
Prunus pensylvanica,1,1,1,-0.0,1.0,1,0,0,0
Prunus spinosa,1,1,1,-0.0,1.0,1,0,0,0
Psammophiliella muralis,1,1,1,-0.0,1.0,1,0,0,0
Psephellus sibiricus,1,1,1,-0.0,1.0,0,0,1,0
Pseuderanthemum carruthersii,1,1,1,-0.0,1.0,1,0,0,0
Pseuderanthemum maculatum,1,1,1,-0.0,1.0,1,0,0,0
Pseuderanthemum subviscosum,1,1,1,-0.0,1.0,1,0,0,0
Pseudobombax marginatum,1,1,1,-0.0,1.0,0,1,0,0
Pseudobombax septenatum,1,1,1,-0.0,1.0,0,1,0,0
Pseudognaphalium luteoalbum,1,1,1,-0.0,1.0,1,0,0,0
Pseudomussaenda flava,1,1,1,-0.0,1.0,1,0,0,0
Pseudorchis albida,1,1,1,-0.0,1.0,1,0,0,0
Psiadia arguta,1,1,1,-0.0,1.0,1,0,0,0
Psiadia punctulata,1,1,1,-0.0,1.0,0,1,0,0
Psiadia salviifolia,1,1,1,-0.0,1.0,0,1,0,0
Psiguria pedata,1,1,1,-0.0,1.0,0,1,0,0
Psoralea kougaensis,1,1,1,-0.0,1.0,1,0,0,0
Psoralea pinnata,1,1,1,-0.0,1.0,1,0,0,0
Psoralea sericea,1,1,1,-0.0,1.0,0,0,0,1
Psoralea sordida,1,1,1,-0.0,1.0,1,0,0,0
Psychotria ankasensis,1,1,1,-0.0,1.0,1,0,0,0
Psychotria asiatica,1,1,1,-0.0,1.0,1,0,0,0
Psychotria cardiochlamys,1,1,1,-0.0,1.0,1,0,0,0
Psychotria gabriellae,1,1,1,-0.0,1.0,0,0,1,0
Psychotria grandis,1,1,1,-0.0,1.0,1,0,0,0
Psychotria homalosperma,1,1,1,-0.0,1.0,1,0,0,0
Psychotria milnei,1,1,1,-0.0,1.0,1,0,0,0
Psychotria rupicola,1,1,1,-0.0,1.0,1,0,0,0
Ptaeroxylon obliquum,1,1,1,-0.0,1.0,1,0,0,0
Pternandra echinata,1,1,1,-0.0,1.0,1,0,0,0
Pterocactus tuberosus,1,1,1,-0.0,1.0,0,1,0,0
Pterocarpus villosus,1,1,1,-0.0,1.0,0,1,0,0
Pterocaulon serrulatum,1,1,1,-0.0,1.0,1,0,0,0
Pterocephalus lasiospermus,1,1,1,-0.0,1.0,1,0,0,0
Pterochaeta paniculata,1,1,1,-0.0,1.0,1,0,0,0
Pterolepis glomerata,1,1,1,-0.0,1.0,1,0,0,0
Pterolepis trichotoma,1,1,1,-0.0,1.0,0,0,1,0
Pterostylis nana,1,1,1,-0.0,1.0,1,0,0,0
