permutation_index,mean_rho,median_rho,positive_fraction
0,-5.6535527203375336e-05,-0.0037308649203404,0.46612466124661245
1,0.0009040730633992577,-0.0058594711675084,0.4634146341463415
2,0.0005097237367010241,-0.0011095459709352,0.4932249322493225
3,0.005960212549514376,-0.0001799385324927,0.4986449864498645
4,0.002432957819037359,-0.002708149724482,0.4932249322493225
5,-3.8200779721648786e-05,-0.0049410529586511,0.4715447154471545
6,-0.004326305303015263,-0.0093081778721028,0.4281842818428184
7,0.0010471936740118024,-0.0026326784243939,0.46883468834688347
8,-0.002177042064517692,-0.0024238122302873,0.48509485094850946
9,-0.0011951376168855192,-0.0058309808589534,0.44173441734417346
10,-0.0008071617190545423,-0.0008567991193307,0.4932249322493225
11,0.0007820246580842619,-0.0031436218239796,0.47696476964769646
12,0.002689025050599961,-0.0023343765698781,0.4905149051490515
13,0.0033229597942237388,0.001205355948312,0.5121951219512195
14,-0.0033018349384663927,-0.0058263889208693,0.43902439024390244
15,0.007389777543069205,0.0046520666754956,0.5176151761517616
16,-0.002624512060466741,-0.0064281017420525,0.44173441734417346
17,-0.00444084914733093,-0.0100030874555884,0.4065040650406504
18,0.0011294533604891343,-0.0013528269046798,0.4905149051490515
19,0.002582556386955805,-0.0013212674904702,0.4932249322493225
20,0.0035356663137903243,0.0002856326973591,0.5067750677506775
21,-0.0035825480087870393,-0.0085417666962624,0.44173441734417346
22,0.0027061942692764756,-0.0016533660772628,0.4878048780487805
23,0.0011744108903826095,-0.0023634299743814,0.4905149051490515
24,0.00925016086041674,0.0011563292410914,0.5094850948509485
25,0.0008044547531602408,0.0010744399037647,0.5094850948509485
26,0.0006523322200069776,-0.0032684875398425,0.48509485094850946
27,0.0010604505240126992,-0.0060705235763839,0.45528455284552843
28,0.0016216662450565563,-0.0028585709101388,0.47696476964769646
29,-0.001194370624790277,-0.0047753949563999,0.46612466124661245
30,-0.0022275357194459604,-0.0071399348823831,0.44715447154471544
31,-0.0016551552334076102,-0.0055507882964121,0.46883468834688347
32,-0.0027673771535981456,-0.0086304099013266,0.44173441734417346
33,-0.0017036340997678423,-0.005863227083406,0.45257452574525747
34,0.003977289313629821,0.0030535695244611,0.5257452574525745
35,-0.00051333681629972,-0.0025210803840384,0.4823848238482385
36,0.002697256649468461,-0.0012898850881491,0.4959349593495935
37,-0.0010270337964249402,-0.0030506689382986,0.46883468834688347
38,0.0018009282876739411,-0.0048895812675325,0.4634146341463415
39,-0.005991969281849928,-0.0098326097401028,0.4146341463414634
40,8.432011223698135e-05,-0.0044149880319617,0.4634146341463415
41,-0.0013955512446022992,-0.0034561250102415,0.46883468834688347
42,0.004904284802598957,-0.0006182244978529,0.4932249322493225
43,0.00023395585584910878,-0.005995506065384,0.46070460704607047
44,0.002035562800344211,-0.0058194680926146,0.45528455284552843
45,-0.002822914744151578,-0.005832929179047,0.46883468834688347
46,0.006542901084353772,0.0012285554689072,0.5121951219512195
47,0.003443360034209815,-0.0004183313147214,0.4986449864498645
48,-0.0043706409815124315,-0.0058611574377242,0.44986449864498645
49,-0.005545844976478291,-0.0099765416533236,0.4254742547425474
50,0.00014769068454353862,-0.0041121700888927,0.46883468834688347
51,0.0011806698708323592,-0.0050958498049282,0.46612466124661245
52,0.0008808295383677748,-0.0023565527529711,0.4905149051490515
53,0.0036321859345363116,0.0032886123392343,0.5203252032520326
54,-0.0019672691677288046,-0.0043217054753626,0.47696476964769646
55,-0.0011892641061028938,-0.0070721970814477,0.4281842818428184
56,-0.0009030205644536441,-0.0061029738033942,0.44715447154471544
57,-0.0009219854699279129,-0.0029337214033071,0.46070460704607047
58,-0.005198307794557996,-0.0081175570310149,0.44715447154471544
59,0.0009646966058286816,-0.004345916463253,0.46883468834688347
60,0.0007698820440030417,0.0011803034835121,0.5121951219512195
61,-0.0030522282344177436,-0.0069043783640175,0.4444444444444444
62,0.0015183271570646873,-0.0069815789421748,0.44715447154471544
63,0.006444580414404636,0.0011198653563185,0.5094850948509485
64,-0.0041414901022201805,-0.0058004740051881,0.45799457994579945
65,-0.00023197950363497297,-0.0063976508206833,0.44715447154471544
66,0.000537840689987843,-0.0033007649756485,0.4742547425474255
67,0.0013580156003441533,-0.0023360133275234,0.4715447154471545
68,-0.0021241300102944256,-0.0067751659971798,0.4634146341463415
69,-0.0003306541521318725,-0.0043066015981562,0.4634146341463415
