species,outer_appearances,evaluable_appearances,mean_rho,median_rho,q025_rho,q975_rho
Rhynchospora colorata,136,136,0.0020711833737674275,-0.011896713994540613,-0.12656578971794277,0.19959497347207464
Rorippa palustris,135,135,0.14163767637696792,0.12000594855375789,-0.07929684595432736,0.4536912963035863
Rosa blanda,136,136,0.03393701376940966,0.028032559583951157,-0.15361986991912593,0.2652048970594025
Rosa multiflora,136,136,-0.005292000147170101,-0.012089560725548603,-0.1734215556342864,0.1696271656453525
Rubus chamaemorus,135,135,0.031548898059416984,0.017946261815096207,-0.08094940667550203,0.21733378992849584
Rubus odoratus,136,136,0.12146418041819468,0.11517887213671177,-0.12007855590109656,0.3577296207359586
Rubus trivialis,135,135,-0.019504860658530177,-0.03217555231884248,-0.1311996395876253,0.12696173242880332
Rudbeckia triloba,136,136,0.06429408744546408,0.05118337954327455,-0.10985054258683359,0.2733666003488412
Sagittaria lancifolia,136,136,-0.12149385886438713,-0.1320360237417278,-0.29484050440236725,0.05758156298249988
Sagittaria latifolia,136,136,-0.02134931312471714,-0.047296251098951574,-0.23254952389700256,0.26006683375104434
Sairocarpus pusillus,136,136,-0.035823775638665505,-0.040219221701723776,-0.2022720413599444,0.17027757001578991
Salvia amarissima,136,136,-0.10050689079388568,-0.10310243322092316,-0.21622708603970664,0.027306486110564375
Salvia hispanica,135,135,-0.0208133221684552,-0.029855616353274113,-0.16961295035144583,0.2116204997659945
Salvia lavanduloides,135,135,0.022840262701871353,0.012790265366732714,-0.14494648488586215,0.23235409641031032
Salvia polystachia,135,135,-0.050855397818442435,-0.06278261097770606,-0.20640396803527145,0.13417059227475328
Salvia prunelloides,136,136,-0.04263580880133812,-0.04168624003289201,-0.1709787120506327,0.11005436803177228
Salvia verticillata,135,135,-0.039529988698882704,-0.04424586772340975,-0.13550282592951818,0.10388633013598575
Sambucus mexicana,135,135,-0.06394384902207688,-0.0714762473373661,-0.19272894277578764,0.07525629081429579
Sanguinaria canadensis,135,135,-0.01461391828741267,-0.02257913544769428,-0.173767140363999,0.20179287660687534
Satureja montana,135,135,0.05891249023799779,0.04829805480475098,-0.09630631512583798,0.22634903139174295
Saxifraga granulata,136,136,0.01337559484157031,0.014437550084215437,-0.14742856268069826,0.17271713314700365
Saxifraga tridactylites,136,136,-0.07760019595235909,-0.10298171257113116,-0.26951978550214983,0.18752247109921402
Scilla bifolia,135,135,0.014107150754528364,0.01903799638712838,-0.1813816390889965,0.19064878601390045
Scilla luciliae,136,136,0.02170995706080724,0.012646800246690026,-0.11882935961194435,0.22947573996072207
Scilla verna,135,135,0.1953393016508047,0.17880915202491396,0.011712002519387475,0.41357389984560017
Senecio mohavensis,135,135,0.13146403422901023,0.13083684563612014,-0.07472422620648322,0.35084143097728204
Senecio ovatus,135,135,-0.012897819504998392,-0.01340709598108608,-0.16999457760902548,0.16833031325679465
Senecio triangularis,135,135,0.10571556302503567,0.08232775739762443,-0.12463526093572147,0.394763873033369
Senecio vernalis,136,136,-0.003015640198181143,-0.027775482644403805,-0.19119395347006263,0.33306834722364725
Senegalia berlandieri,135,135,-0.07198149857223371,-0.08270326776802392,-0.20321781766807948,0.09099555170649137
Senna artemisioides,135,135,-0.06526255454360282,-0.0683467964182614,-0.23148476062229387,0.1352850099808574
Senna hebecarpa,135,135,0.07130721486725894,0.05509148088371015,-0.09896450471589353,0.3040903305383879
Sericocarpus linifolius,136,136,-0.01940736246735307,-0.03307833283033063,-0.15143290162579226,0.1775194968223351
Sesbania drummondii,135,135,0.024987649449675447,0.025878833208676143,-0.13423769558627477,0.23139456691670718
Sidalcea candida,136,136,-0.04764159912150771,-0.053652455746696595,-0.19648794761773547,0.16295975540946608
Sideranthus spinulosus,136,136,0.08049915823716003,0.07895567890056732,-0.1285760212048446,0.3085075253578974
Sisymbrium irio,136,136,-0.018327051588523716,-0.03431265773508817,-0.18955744509616101,0.1710211392355234
Sixalix atropurpurea,136,136,0.040819107104585195,0.018763313169485672,-0.11419670467617561,0.26954865348362184
Solanum crispum,136,136,0.19200473980351762,0.18986383935405707,-0.041158524583710596,0.44604136869223676
Solanum elaeagnifolium,135,135,0.01000897304990872,0.004553267986720729,-0.1252737428212766,0.16679534788104652
Solanum furcatum,135,135,-0.05662992387540971,-0.061293722963604476,-0.18363834690168354,0.1342619311951659
Solanum laxum,135,135,0.03244696966383381,0.012935480061410072,-0.13757955097167002,0.29879060653378664
Solanum lycopersicum,136,136,0.012648871434309004,0.0052950876318195155,-0.14488861770482053,0.1995278335454693
Solanum pseudocapsicum,135,135,-0.006695571964979914,-0.016865024690872032,-0.09613309014245912,0.19235858683188745
Solidago ptarmicoides,136,136,-0.04389039532410741,-0.04395631312137237,-0.18898577158428362,0.11641757097805597
Solidago uliginosa,135,135,-0.12327081055988295,-0.12942230340713565,-0.2462941822269461,0.041668656807813786
Solidago virgaurea,135,135,0.02073717031250481,0.014846015562466376,-0.1208787238602615,0.25811264636285314
Sparaxis tricolor,136,136,0.001113384015531576,-0.01732428803247211,-0.14006300841851083,0.19644448079264143
Sphaeralcea ambigua,136,136,0.0036613579941023903,0.0008441697612268018,-0.18646900847231518,0.17487960739545197
Sphaeralcea coccinea,135,135,0.016332687448697366,0.010073175959094946,-0.10968826953946823,0.19610833366137864
Stachys palustris,135,135,-0.05168600513629754,-0.05589453564102228,-0.15986318326356905,0.09873077108128092
Stevia serrata,135,135,-0.00495180812868575,-0.014888005353698384,-0.22488131323072083,0.247421433164062
Streptosolen jamesonii,135,135,0.08918997772370298,0.07960127194075942,-0.12934640265585431,0.36391860978799556
Stypandra glauca,135,135,0.10324831534592413,0.09527921024200993,-0.06707667948230087,0.2984516264483198
Symphyotrichum puniceum,136,136,0.07322755868214836,0.04604705480979937,-0.11344088843399949,0.3576782269810652
Symphyotrichum subulatum,135,135,0.040146070042276535,0.03266018449264523,-0.09358046075048006,0.18749421546886416
Symphytum officinale,135,135,-0.12491509946088805,-0.12638489767175357,-0.22869407375331877,0.02214690303419985
Symplocos tinctoria,135,135,0.005821385601551549,0.006717491809803742,-0.09923945990631028,0.11533878325832038
Talinum fruticosum,136,136,-0.03528390321867702,-0.0466646546558368,-0.1524406566153604,0.14705393501205022
Talinum paniculatum,136,136,0.013583272934414881,-0.007972811610177277,-0.1142876825571783,0.2984863992441838
Tanacetum vulgare,135,135,-0.007825555841052382,-0.010914721358369748,-0.13756225853287005,0.13560569280290666
Taraxacum erythrospermum,136,136,-0.014533495264709147,-0.013535584161100834,-0.17213708863339247,0.13318768124499733
Telekia speciosa,136,136,0.040641159282460496,0.04244468063702013,-0.1635087753433201,0.2548227061463858
Tetratheca thymifolia,136,136,-0.042893891724483414,-0.05217015145637342,-0.1621762056845722,0.13560034466620305
Thysanocarpus curvipes,136,136,0.058011649594163016,0.05488153192755012,-0.1092580928761695,0.2971453502867116
Tiarella stolonifera,136,136,0.038347705314165925,0.025325967624121384,-0.10357350619130724,0.20764673463764122
Tinantia erecta,136,136,0.057427098698393665,0.04052714683742516,-0.17852222178482857,0.30136619909284557
Tithonia tubaeformis,136,136,-0.15084235209373742,-0.16219806042381463,-0.29811522603456064,0.029330456296951354
Trachymene composita,135,135,0.10780244516015008,0.09104174047684657,-0.08600060360324896,0.3830430351620763
Tragopogon porrifolius,135,135,-0.028273302529948578,-0.04071522611065185,-0.11770647238884516,0.09011280382457015
Trifolium incarnatum,136,136,-0.007235790430804453,-0.00830348121612933,-0.12742567588255108,0.11543955875727714
Trifolium repens,135,135,0.022655622630919924,0.014814523219042372,-0.1736629531945046,0.2579107454500125
Tripolium pannonicum,135,135,0.03499477800570848,0.03304509091227196,-0.14417483499324227,0.23549615749670869
Triteleia laxa,136,136,0.20437190399260652,0.21567181479002917,-0.017554138400101477,0.4918981572605161
Trixis inula,136,136,0.08241718262956764,0.07376366970738119,-0.16092864468860435,0.4312904307444595
Trollius albiflorus,136,136,0.026976215304712867,-0.004600506501856736,-0.11532255595358379,0.273036211821001
Turnera subulata,135,135,0.04662266663105881,0.03971796856889169,-0.18207665761261796,0.26474579226080014
Verbascum thapsus,135,135,-0.007601078839558986,-0.02020846181772057,-0.16498296351699493,0.2159580452002607
Verbena rigida,135,135,-0.02145926512357424,-0.032347010633039845,-0.1357140670174564,0.11203584878426437
Veronica cymbalaria,136,136,0.004315698370521625,-0.010322490344534987,-0.160179462618151,0.22860576397363394
Veronica longifolia,135,135,0.004071629529515081,0.0017084596307522734,-0.19725194312132865,0.2257098242989674
Veronica officinalis,135,135,-0.012353500689540603,-0.011002200090103095,-0.12750978668311266,0.12059074387539535
Veronica polita,135,135,0.0688653895095829,0.07472870658321196,-0.12144663578667438,0.2625557786263217
Veronica prostrata,136,136,0.03063444722060773,0.023382190205006412,-0.10984026383585492,0.1883740765526382
Veronica spicata,135,135,0.21411573663005037,0.21560270659195985,0.0028384224085519216,0.40304653431134585
Vicia lathyroides,136,136,0.027628279198149364,0.021442786722478097,-0.11160886509467387,0.17442515538409728
Viminaria juncea,135,135,0.05891978086323941,0.05304447856114983,-0.052993653418012744,0.24038070575166448
Vincetoxicum hirundinaria,135,135,0.04381833648175769,0.03564670839402171,-0.13881956199399023,0.24762263424704886
Viola blanda,136,136,-0.05670710799685325,-0.07203099221131529,-0.17509896031527336,0.09487177804896185
Viola cucullata,135,135,0.024026513183611868,0.014959737913719729,-0.1333440057386048,0.20586177485598828
Viola hirta,135,135,0.07268973934415901,0.06126398019481514,-0.056542315649507714,0.27956540566074883
Viola lutea,135,135,0.26601142504635966,0.25478268096069145,0.03199867032327766,0.5231667300887474
Viola mirabilis,136,136,-0.031186283643612676,-0.03803312819570742,-0.1474025377580076,0.12512892178089205
Viola pedunculata,135,135,-0.0013514543558563405,0.0010394587679892367,-0.10700790695403606,0.14129854384350934
Viola rostrata,136,136,0.08138290495770274,0.07349263210381976,-0.05089381394148548,0.22794245649026584
Viola tricolor,136,136,0.03378878877719913,0.03393649918863477,-0.09818175456092239,0.17001229076180854
Viscaria vulgaris,136,136,0.033634491731844754,0.026797359891876288,-0.12362625586654247,0.21081477690736442
Vitex agnus-castus,136,136,0.05641404352684403,0.0414509222445293,-0.10205728107353902,0.33188971556290386
Whipplea modesta,135,135,-0.06322714457472019,-0.0639915670502609,-0.1530187673804706,0.06413234525410397
Wyethia angustifolia,135,135,0.1260905643110415,0.10064865479580279,-0.10603813161298628,0.4429380896174388
Zanthoxylum americanum,135,135,-0.042852739760978954,-0.04927764437271189,-0.16265331741220418,0.10139458594129305
Zephyranthes atamasco,135,135,-0.0041138137179287165,-0.007721747650102569,-0.13405861949813452,0.1617986502031696
