global_row_index,shard_index,species,inat_taxon_id,raw_results,locally_eligible,prior_excluded,wrong_taxon,after_observer_cap,maximum_span_km,capped_row_id_sha256,request_error,eligible_raw_100,eligible_raw_80,eligible_raw_60
2235,3,Angelica lineariloba,75452,10,10,0,0,10,106.30648443237384,f0d852cdc42c7c328813b22c313256a1fcdc85b62c1ffc94bdf279f587c7ee06,,False,False,False
2236,4,Angelica lucida,75453,95,95,4,0,81,6837.189478652913,b23c408548f742dcb4fcd80953a4eb1156e38f6be7ad389392e81e2ef60e1753,,False,True,True
2237,5,Anoda cristata,75455,200,200,4,0,139,16143.169425034264,26ca33446c2f3e2f596c53bbf49c80062b3d38bfd27a71b3f311d4eae31a197c,,True,True,True
2238,6,Anredera cordifolia,75457,200,200,0,0,159,19786.00022752554,54c219ccaafe0eada2e273f8da836a93ce6b12a5ec1cfd1cd9a21eb2d7ef4f01,,True,True,True
2239,7,Antennaria corymbosa,75459,7,7,0,0,7,1221.4523604809203,c2046cfa4fb2ed884365185373f31e789244a213a4618cbc9812902f3917debb,,False,False,False
2240,0,Antennaria dimorpha,75460,119,119,0,0,93,1859.0237945099184,4dd4785c3a2ccfeb78e10ed6c28341d116bab75dde0b05edc655adb02aa10e4a,,False,True,True
2241,1,Antennaria flagellaris,75461,7,7,0,0,5,323.52294807168755,b1848e07594efb998e17d408aac38283f27b664c02777c4640bdc7f6b2cf59a5,,False,False,False
2242,2,Antennaria howellii,75463,71,71,0,0,64,4058.7662045370607,5ba4b30f8988934cc0d8111745bbf2c437de714feab1be586f7f3f67e2f5f6db,,False,False,True
2243,3,Antennaria microphylla,75467,7,7,0,0,7,4824.628773377674,72892463862d1de81c105118045a84fd70ca68b90dd4652ecc50d5ef9b67dc19,,False,False,False
2244,4,Antennaria racemosa,75469,185,185,0,0,115,1719.736974091442,eba03a0e07a18f954fa59d986d727f198eb93b56a9d2bc99f47fbea9c509ee32,,True,True,True
2245,5,Antennaria umbrinella,75471,62,62,0,0,45,1338.305385780455,5bed055d8955d43867aa6497ff138bd98f0d21e5057a7a95e04b347a529f4df5,,False,False,False
2246,6,Anthoxanthum aristatum,75472,12,12,0,0,12,18646.06124500505,f088b448ebdb109e8b039b9157f77a73317d2fe3dd32e7bdfe5fa0888e1f7061,,False,False,False
2247,7,Anthoxanthum nitens,75473,26,26,1,0,23,7595.385381632083,9f043548e34a31b4704412b93f7ac61b0864aa4c6cc830dd4a7103df34ffac52,,False,False,False
2248,0,Anthoxanthum occidentale,75474,46,46,0,0,46,1231.6334918941757,3a2786b028d18dd871236feb5e12a2c0a562cb38cd1b4e38537d79256481362c,,False,False,False
2249,1,Anthoxanthum odoratum,75475,200,200,1,0,174,19871.651310286885,9726abf0d051263ed3ed7d804d2a86fc18c727f770cb8108faa315f5b60888da,,True,True,True
2250,2,Aponogeton distachyos,75490,90,90,0,0,80,19399.940240842883,59a3921a6eecffa7a1098710416f715e18faeb1b14d33dc473217fcc7d03dde9,,False,True,True
2251,3,Aquilegia pubescens,75492,59,59,0,0,52,184.13659619418948,721d5255ac0c95a8106f558b41060495f405f24dba3b5013182babcd01284078,,False,False,False
2252,4,Arabis eschscholtziana,75494,8,8,0,0,8,1642.0912142933012,506cb8ea8df7a9ccfd0e277af6224eda0b9cc826c7ef45b1e5ed76435288f755,,False,False,False
2253,5,Araujia sericifera,75499,200,200,1,0,164,19788.91457393598,d7aa061cf7ca3ef480145411c9be8349e89aef23eff85a530e7294f59ab64027,,True,True,True
2254,6,Arctium lappa,75501,200,200,0,0,194,19581.48637094965,ee57fb87a6b282568e46d74c0411a0a0704e4299c6fe33936995f67ed92c3ca4,,True,True,True
2255,7,Arctostaphylos columbiana,75505,200,200,1,0,176,1290.035201464641,8c68ad9e79645e52d239338d88100c406d0af223179b4da9f92f7dc09a8cb74c,,True,True,True
2256,0,Arctostaphylos crustacea,75507,200,200,0,0,155,455.1016736742836,47807ac16ba7ca0b5638f5a2cf2abb4a394fcbe4cdfa7c7d41a16b81e9909410,,True,True,True
2257,1,Arctostaphylos montaraensis,75523,158,158,0,0,98,17.127843720869038,296b7611632205806c578cd6fce0086f6dc7b491f1e6b0aa1bf4ebeb03dc44ba,,False,True,True
2258,2,Arctostaphylos nevadensis,75527,200,200,1,0,188,1397.1464669140578,b1e4d205dabd2b9add4a4dbaedee102521df73a926a80bfd750f4ade81ad0a36,,True,True,True
2259,3,Arctostaphylos nortensis,75529,9,9,0,0,9,42.83511872726446,dff8ef0d8c0f042491d7722a6ff8fe71d05a6bb4b47ade284b47d9d206cf18cf,,False,False,False
2260,4,Arctostaphylos patula,75537,200,200,0,0,196,1346.2413706930429,bc95ed9ce9a160529c0931e29b1e5284ee74701cc346200dbbcc3990e3322a83,,True,True,True
2261,5,Arctostaphylos pringlei,75540,140,140,0,0,118,782.4630652481321,39c6c1fc1b39ff57d29092c9ee2e8b22386876dd6855b4eebf70db265026c185,,True,True,True
2262,6,Arctostaphylos rudis,75545,48,48,0,0,29,32.95633516966969,264acd2cb47969a4398fb610e0aa002e4ff588948000d5ddb22bd346e805e8c4,,False,False,False
2263,7,Arctostaphylos virgata,75547,83,83,0,0,57,31.68771433701809,fbcd546d36aa485cde1366c7aed5e33fa65fc1c8bd0583fae9d4dc43c1a60b65,,False,False,False
2264,0,Arctostaphylos viridissima,75548,13,13,0,0,12,7.1165452206194,a42d0d38340bc710f7a9c11deb0696258abcf0fa3050b458dbfb5ed96c1422fc,,False,False,False
2265,1,Arctotheca prostrata,75549,200,200,0,0,87,17408.79076017862,3c12760ee7407ec633014cd4716f6cba03a020394f4e78f0b0adf99ac18bc899,,False,True,True
2266,2,Arenaria lanuginosa,75551,23,23,0,0,23,8127.727534183363,461229cf282ad47097093522f1fb2b25c190a4c44693f4908b9f662bcfe9bd36,,False,False,False
2267,3,Arenaria serpyllifolia,75553,200,200,0,0,171,19816.133150259546,2b24439c608fe32d919abc804d357976a29b1b9c0008164813cee3f464cb6d50,,True,True,True
2268,4,Argyranthemum foeniculaceum,75554,4,4,0,0,4,9342.671317577851,f177f5ce66794851db419d7e504c36463e7f1539a6cbc6b643cdc65699ca3ce8,,False,False,False
2269,5,Aristida adscensionis,75559,11,11,0,0,11,12378.859118424069,bd54e61fa9c379fe2b3cbc2a8f917e71c534631deb844d62e04d32bd214956c1,,False,False,False
2270,6,Aristida purpurea,75563,6,6,0,0,6,1444.6803754053,32fc12508474d37e4dfc57db7a8e9b8284a680cfd2f000864777dd485392663a,,False,False,False
2271,7,Armoracia rusticana,75566,191,191,2,0,168,10167.068034479287,c1d30a7ac5eac2453594f27585869f90d83e026504fd6ef4758acd74b34a95b7,,True,True,True
2272,0,Arnica chamissonis,75568,20,20,0,0,19,7008.569312261615,790c43ae17e82b057c46b759f19ce4567b18e54f1e8d895f01634b9db2e07d77,,False,False,False
2273,1,Arnica cordifolia,75569,200,200,1,0,171,3414.8743977826557,365843c75cbaca5409cb787c5a1e8aced5228fd035c2d7da7a90830462c510f1,,True,True,True
2274,2,Arnica dealbata,75570,3,3,0,0,3,121.07258351271918,43113b27911adbba27fc279ac428c07953b2fe5e4e99f87a1bdf48ac8fcb4412,,False,False,False
2275,3,Arnica latifolia,75573,184,184,1,0,153,2563.3314820338373,f2172615ca69efa3f84db078db260c61c971127ed50bc7966a8a75b05dacf420,,True,True,True
2276,4,Arnica longifolia,75574,5,5,0,0,5,3072.424075209982,7124535a75099374d0a3bc532c1e3a51240f078ac01d60f5100149bfc6103773,,False,False,False
2277,5,Arnica mollis,75575,26,26,0,0,24,1470.8602634359668,4298d322d7d1af10a150e87976b41d22c35006b45154d20787356587ef564c5e,,False,False,False
2278,6,Arnica nevadensis,75576,2,2,0,0,2,467.90571254870406,ec0ef83851ae3d32cad126dfd826b42308cc482e36d01b63205a89297b8c5e66,,False,False,False
2279,7,Arnica parryi,75578,24,24,0,0,21,1712.6224235166987,3ca4e4b03edaf8ab1e675576304222a1e48784d53914fa520993b8f7fce9cafc,,False,False,False
2280,0,Arrhenatherum elatius,75583,195,195,0,0,152,19912.3483407753,9d13f29e4dc274f78732eee12a0502891257424ebb16e0cbe0bc0a33f7b60682,,True,True,True
2281,1,Artemisia annua,75584,48,48,0,0,41,19865.58579086386,362cbbeac4dc5735525edce3445291d85e9fbf3624ecd93c1b480ce1843c395d,,False,False,False
2282,2,Artemisia borealis,75587,31,31,1,0,20,7948.030233994112,dcef6c2a781ba535e1eacbb1260b41850e7b8aff88893b8d958660d3dae1a9f7,,False,False,False
2283,3,Artemisia norvegica,75591,20,20,0,0,13,7932.192535225293,7498f8f79d686bab41c243cfa1452f1eabeb0a4dac8d418707dab2e34877f81f,,False,False,False
2284,4,Arum palaestinum,75599,42,42,1,0,41,16331.972863002951,1f92f44126ccfb2ca2557fa45d7349f2fb8e23771dc6a6ad2e55271f1a07810a,,False,False,False
2285,5,Aruncus dioicus,75600,200,200,0,0,194,10599.671326731295,d447d1fe5919a31ee3868d8f697040a4b061f61755812b40edfa9ef24b6d6b11,,True,True,True
2286,6,Asarum marmoratum,75601,12,12,0,0,12,185.8151927420625,8c17829e1487a612bf785a62901c53eb0094fe8fa91ffaa87d39205547935eb0,,False,False,False
2287,7,Asclepias curassavica,75602,200,200,28,0,167,19584.44157796045,b0581435b56d280e5df17a607fdc150ac1dd78e29fef3a7c9c2ddcad2f80cac4,,True,True,True
2288,0,Asparagus aethiopicus,75603,114,114,0,0,99,19957.326126502765,863c69c1692bc401dd11557a6a30e859d51b2fb3b612676868d3df109884e9d5,,False,True,True
2289,1,Asparagus setaceus,75604,14,14,0,0,13,19339.244152366544,484a3d8169c917248155964c66b8c255e3e6e6952e63bcb2b18afc4a884d8ad4,,False,False,False
2290,2,Asperugo procumbens,75605,200,200,0,0,187,12894.716781415877,bbca09a1b0f164acede626f61d3757b6563cc39d378cce8aa9b2051ffd21fcee,,True,True,True
2291,3,Asphodelus fistulosus,75606,200,200,1,0,191,19854.39639197507,0d46375c0673a70d4e96e299437f431cb772149fd885ac395881c911904c0b3b,,True,True,True
2292,4,Astragalus agrestis,75615,200,200,12,0,127,10209.782502418202,dcdc577e14491103d1e9053ef7afd7af2d6832c25af7e2add449d5f7a5b4ef7c,,True,True,True
2293,5,Astragalus canadensis,75631,200,200,0,0,182,3814.9269458978792,f23b7b099c19de6c78f43dcbd1932b4664dc0b17d74ac515105f61b38cdfbc0c,,True,True,True
2294,6,Astragalus cicer,75633,200,200,0,0,156,10575.812467736829,bb834249297a778cff62a8ac3920f1f95051ed571de3d0f58295cf205f37b2d3,,True,True,True
2295,7,Astragalus crotalariae,75638,43,43,0,0,37,78.22386878623826,9bf3b5080b9d9bba53ab33a94b12405edf4b06c4a859f2b5c13f095eba8bb627,,False,False,False
2296,0,Astragalus curtipes,75639,16,16,0,0,16,152.43539426813072,c0965f7cb32607169946cfcb7027b2a219ff8500727fa63c56d65d6e0460c9b9,,False,False,False
2297,1,Astragalus lemmonii,75655,10,10,0,0,7,74.96565693284536,3b72d4a982f54bccf0864e356258bc03f8ae250ebc26584b4378fbeb787382f7,,False,False,False
2298,2,Astragalus miguelensis,75660,7,7,0,0,7,73.68051091097512,8fe68c6e9096c28766b2e6a95b6edb071ff9d3e7a4b258d43866e4b01a642660,,False,False,False
2299,3,Astragalus mohavensis,75662,6,6,1,0,3,16.349722295402195,f14024fa9c4549cd498a25202db120d41a4fa0c41b14935fbc52829dfd2f25e9,,False,False,False
2300,4,Astragalus nuttallianus,75667,85,85,1,0,73,2052.718848422338,34c8f8065d8fae8d7c35b82c0b563be7e328c4f1d1c09268a188ff8264f1c919,,False,False,True
2301,5,Astragalus nuttallii,75668,114,114,0,0,101,557.6356278281066,478708f549656aa7905c3780159a7f5f33632cb315263c1cc4eec3b87f263bdb,,True,True,True
2302,6,Astragalus pomonensis,75676,24,24,0,0,24,396.0771895360216,9d445a1abf33b1086c38ffedc334f2dd2973b9f4f9150132cce4b5221cd28813,,False,False,False
2303,7,Astragalus preussii,75677,65,65,0,0,51,670.6185406465994,fbc0140d0a37665ab4bd7d7f3de389e21b98d56ed936ce4d25c609b02d27d47a,,False,False,False
2304,0,Astragalus pycnostachyus,75679,36,36,1,0,31,29.075095192428154,7c512ee114f24537fe00ef8145cf84ff2a1fca67925e57b6880d7c54a83a7e51,,False,False,False
2305,1,Astragalus tidestromii,75685,5,5,0,0,2,19.06150855788508,9f6e4cb673e1c8faaa77857acce4e646f48aa0b219dfdeafbbf2d942d0de8fae,,False,False,False
2306,2,Astragalus trichopodus,75688,87,87,0,0,76,454.2634424516224,659915aff9624af07cf391aee944bf11191ef60f3312ebfe4ecf09a0bf84d781,,False,False,True
2307,3,Atriplex elegans,75702,3,3,0,0,3,237.6509329369396,83924c186b466369889624bbb6c89c1884c66cf9508bf641338ad0d4625f4d53,,False,False,False
2308,4,Atriplex gardneri,75703,25,25,1,0,22,1030.6344826323405,e9f5743cd92b85b08b3856e252db95c2207015cbc25dd2f9d37528cc9ca98687,,False,False,False
2309,5,Atriplex hymenelytra,75706,191,191,0,0,146,549.2847782241059,028c252ea67bff0c179ff509d849f3b380f9655a088c45a15af5476a10f4ce66,,True,True,True
2310,6,Atriplex micrantha,75709,3,3,0,0,3,10689.83085753556,7ebfb1399b4c7d40bccfea923f480d653f7711b251fedb398c06d49011274f8e,,False,False,False
2311,7,Atriplex nummularia,75711,7,7,0,0,7,10854.199546472046,75c7fc59903b26e84bdd71c09abc9ddd1a1af110aff24b738c0f51faf0aed8a7,,False,False,False
2312,0,Aubrieta deltoidea,75721,74,74,0,0,65,10155.731982645611,1a5a9d1c301663d396661b098a6fee37066b36898aced92bd4a72751dc71f130,,False,False,True
2313,1,Avena sterilis,75722,17,17,0,0,15,5169.2960730544,a5bae0234b8df24cda8abbcc9b29edb67a39fe45d1266be531044ef7afca7b0d,,False,False,False
2314,2,Avicennia marina,75723,147,147,2,0,108,16427.010238984036,05e7f972f1bceca8497c7272f217996c1249632156fe98b7e74b226ea7ab4d0a,,True,True,True
2315,3,Baccharis glutinosa,75727,181,181,1,0,155,10808.269368535426,0a39d41385ceff43bb35c1090f44506c9038280cb7b4c4b1620fa568e726acff,,True,True,True
2316,4,Baccharis salicina,75729,28,28,0,0,27,1945.416130444033,b6fa5db376d28127bf233ce0cc66c0aa7eca1eb8f3c0d5c8388f60b8f18b274f,,False,False,False
2317,5,Bacopa monnieri,75732,200,200,0,0,174,18967.04992616111,1f588a74b4dee1c5dc9565865b1d813d329567f7cd9ff0f8678e54ede60c31ef,,True,True,True
2318,6,Bacopa rotundifolia,75734,23,23,0,0,22,2856.442506597084,ecf4f1d996e0e005fa141cc7d2c239dc573691a18f30230465f24cffabff1782,,False,False,False
2319,7,Bahiopsis laciniata,75736,200,200,0,0,139,623.5584271897472,28a533b4fc542329c411ad02ad5c455761c5ce2c2d9b79eaa646c8a1a6f385e5,,True,True,True
2320,0,Bahiopsis parishii,75737,200,200,0,0,170,601.9663252607613,f17e1b1720e15e30d4447fbc91f6d90ec080fedef3e49c8357792ebd2f535c3c,,True,True,True
2321,1,Bahiopsis reticulata,75738,27,27,0,0,25,118.21291170001972,0caf1bf7f61691f5358e3bb5c383f71a1edd10d54b9f7492173b17920dfe1cb5,,False,False,False
2322,2,Baileya pauciradiata,75739,200,200,0,0,176,270.66976677992767,a25f5be0b61ecf583d83d5e2705e4add470de45b027ac369645abdfa23ad86c6,,True,True,True
2323,3,Bebbia juncea,75746,200,200,1,0,155,1150.95001381717,c32c6ea8d46454416b44e3530e7f59135bf2121de949d1e156a5e6b0ce1d0885,,True,True,True
2324,4,Beckmannia syzigachne,75747,24,24,0,0,20,9770.11567213668,73750624cfd629fb4c6849fb2658b3c783cd582a998f015a4e0983213af95c26,,False,False,False
2325,5,Berberis darwinii,75751,200,200,1,0,157,19473.591462245506,a7ed42bdb0ed582cb6c3e4570811b30223ecec54a3ea0446a992eba891dff7f0,,True,True,True
2326,6,Berberis fremontii,75752,78,78,0,0,71,922.9489730029492,164a0633ea0a59fc861208553093dfe430b1693ab1856784ea7d9d2c132a43dd,,False,False,True
2327,7,Berberis nervosa,75756,200,200,1,0,185,1209.5997831328305,6fde68d381b75d21920b22116a9254738e46f637926b15d48a3bec4bb2ecbba7,,True,True,True
2328,0,Berberis vulgaris,75758,200,200,0,0,186,9204.710617167691,98e9e326b188e4af586bf21e64b85b314112a96d6490319d9f3a2f50f1545445,,True,True,True
2329,1,Bernardia myricifolia,75761,21,21,0,0,20,493.7641207222256,c221d4e4ef46fb2ca0526f21065a958a720fd45574ea2eff8df8eff7a6b3601d,,False,False,False
2330,2,Berteroa incana,75762,200,200,25,0,166,10560.401664792567,a3da60bd32eebd70a3d6f12c06491ac5197623bea307559faeeab56d1981ce05,,True,True,True
2331,3,Betula glandulosa,75763,8,8,1,0,7,4415.930827578132,fbb5497f62a20a9dce45059d3690a3323104217afebd80c6fdc1cbf33683d783,,False,False,False
2332,4,Bidens cernua,75765,200,200,1,0,176,10210.661871896771,51e691d40fc797b8eb10a331fdedb0e7797e935806e752028263d99c905dfcca,,True,True,True
2333,5,Bidens laevis,75766,200,200,0,0,166,10716.871552742574,ee5eade5871be853d09af5f98c422fb4f194eaaff88d10114b5259d6093c9766,,True,True,True
2334,6,Bidens tripartita,75767,110,110,2,0,85,19542.98154906432,52c2119c78108f4283975b5b6daa1b452cfce43e91f85598426a5be2d5c1f94d,,False,True,True
2335,7,Bidens vulgata,75768,63,63,0,0,48,7873.51444421221,93f732aa94bef703633dc18bed26cf4d2563d77e409af7545ee8de65fa6f1803,,False,False,False
2336,0,Billardiera heterophylla,75769,78,78,1,0,69,3260.48238747171,b0246ceb209703ef77cb80932ab6969bc73a324925421223231316e114b76119,,False,False,True
2337,1,Bistorta bistortoides,75770,200,200,1,0,188,1947.153194608147,b5178511d279082f30bac581ba65cbefdb2daab02aa8d87abda160aa30d6de61,,True,True,True
2338,2,Bituminaria bituminosa,75771,200,200,2,0,176,12163.554647337229,45c11db0b9489bcbbeb50fe26bc21143f437839c1f074e7b77c534d0c512be10,,True,True,True
2339,3,Boechera breweri,75779,167,167,0,0,144,550.2806244410726,c47c308d17f3c9b2f7a414731404f4442df1f465d057bad04a1e2fb2fd8fdf7d,,True,True,True
2340,4,Boechera calderi,75780,5,5,0,0,4,84.38901019458133,68678154931ab8617a251969a9f2e9e0644e0f3c5f217c73a6d3f7dbc5abc931,,False,False,False
2341,5,Boechera divaricarpa,75788,13,13,0,0,12,1467.7298275510382,11eb13a9edff9c1ae8fa13874796cd681b0aaf329a6453d6a4b9bc4c5913b8d0,,False,False,False
2342,6,Boechera lyallii,75799,27,27,0,0,26,1619.2636327295506,1e101413c9f23b86531343c4625c528c96c3c7989939b010e2bc14970012ec75,,False,False,False
2343,7,Boechera pauciflora,75801,13,13,0,0,12,509.4887523881541,8610a05a1db69e8ff41a1665fbc471af140f3c22be6577960765251d9ef893d6,,False,False,False
2344,0,Boechera retrofracta,75816,110,110,0,0,92,4776.35139978796,9afa6919197ed9958c8b5362867a50760a4098244f821fe8bdb92a8123a0dd89,,False,True,True
2345,1,Boehmeria cylindrica,75832,200,200,0,0,162,7537.096207017302,7de1ab6f56cd4bc4c5d49dc0d042be8efb5c9912d35cedd639028bf1611e0abb,,True,True,True
2346,2,Boerhavia coccinea,75833,200,200,2,0,174,19717.5870965684,e85226570fc7963baae3112c38132f6b931a92f37aaf92ebafcc6c4e8876949c,,True,True,True
2347,3,Boerhavia diffusa,75835,193,193,14,0,155,19877.24879065622,bf5355a7fc752bf1f2931e3dbb26ec6e1f4659b4dc8243bf72fe017b0274c46e,,True,True,True
2348,4,Boerhavia wrightii,75837,34,34,0,0,33,914.644384229018,0d110ee1317a949f15c8be570f85ade81d64c3f510a1a9679219ff567f023577,,False,False,False
2349,5,Bothriochloa ischaemum,75842,178,178,2,0,90,13362.148643878423,ac486ad593b3a6ccaed72a0903a20855b4f1dd721d0f5199a82c5869340214bf,,False,True,True
2350,6,Bothriochloa laguroides,75843,5,5,1,0,4,9125.2353341795,301000d6086a511a839a60796783dcc17d036a5fd85c9c376af14172837c59c9,,False,False,False
2351,7,Bouteloua aristidoides,75856,10,10,0,0,10,9448.989863731063,59062b0876ee54b4a02ea1beb04a68028313ea722c5b82e592e9989664ea0682,,False,False,False
2352,0,Bouteloua curtipendula,75858,123,123,0,0,105,3632.780861035942,bdf98651e8a045cc82fe863588184733edc8462b907c41625ee55e42d5db7660,,True,True,True
2353,1,Brachypodium sylvaticum,75865,52,52,0,0,39,19567.45782224456,42bdf6b63cf63c7cab45bcbbbfcee1567c4e56b1452b797997f3be229974beed,,False,False,False
2354,2,Brandegea bigelovii,75866,200,200,0,0,160,1275.80149347959,02a04fe9eb73f0b0d54a33d5258f2188bd4fa18f9d9be79bd8cd9bfd762bebfb,,True,True,True
2355,3,Brasenia schreberi,75867,200,200,0,0,181,15893.446171260524,f43dcffa76c7c5b1d30fff43aaa81735b89c9fd5b789c74d01460af7ac246508,,True,True,True
2356,4,Brassica fruticulosa,75868,43,43,0,0,41,19432.738545279823,12e7c946e0f1ba318b6ee3deac0fffc8a7c5dee16ad1d0e1874bea889e6241f5,,False,False,False
2357,5,Brassica napus,75869,189,189,1,0,169,19962.351653443267,ea6fa112079ef3b445b74d4c2eeb4ae3b60e84d215a44f463209bbc5149fb08b,,True,True,True
2358,6,Brassica tournefortii,75870,200,200,3,0,141,17180.307373206633,f608dd1f5886d7a8e81e7068f0f972a89826b19142e526d8ab1e84c13d733b7e,,True,True,True
2359,7,Brodiaea nana,75888,62,62,0,0,44,254.56034072353043,18f8dac8ad04d58776b6ccc3b16712f87a0576c8240d076ce5a8b317122b9b5c,,False,False,False
2360,0,Bromus inermis,75903,200,200,0,0,170,10332.745510289124,5604d8f999e17c6103ddb7e9cffe69b039a88315ac1ecf215f95be1bffbc975f,,True,True,True
2361,1,Bromus japonicus,75904,11,11,0,0,10,2900.6312784316906,06a7c9dbfd598e64e9059c6e20fd356050618d549db72e2cc990b3a2e5ed1db4,,False,False,False
2362,2,Bromus porteri,75907,3,3,0,0,3,1347.453257296449,7c61da9ee4ddc7d5eab35a6873c50da023852f41b31cce97479fe0bd59bdfed8,,False,False,False
2363,3,Bromus squarrosus,75913,6,6,0,0,5,8756.78068332612,3c90ed1f029f165beb8b66debff2ccef8379f76501db1d09ad254e3c0bd08b3c,,False,False,False
2364,4,Bromus vulgaris,75915,13,13,0,0,7,639.9552884457639,17301591bf7965a689f4fb193d457d660016895e4788382e98cb000837d3d356,,False,False,False
2365,5,Buddleja davidii,75916,200,200,32,0,160,19892.55515706474,b6d25ad96f61d018062a79bd5ed89030aec43de622b3b483d080b71b0228bc60,,True,True,True
2366,6,Buddleja saligna,75917,200,200,0,0,57,1331.9540864249846,2b82ce99d28113a938f8555b106c8947c4ef605b99e01285af2ecce73be50c09,,False,False,False
2367,7,Bulbine semibarbata,75919,35,35,0,0,35,3500.845645646021,84cbd277beb7a75697b8eb3718421e8146a6557876ff84e8b07c8bbb0e5122e2,,False,False,False
2368,0,Bulbostylis capillaris,75920,14,14,0,0,14,12980.606342639294,7a6760c9b8f07af58f8d36f4977f8e28762ef612399559b3ce9c2874f0f62b4d,,False,False,False
2369,1,Cabomba caroliniana,75921,67,67,0,0,63,15733.774697159104,c856748b3e5633e5e13d3e34f174aa91968804591d1299ec5a88a63b5eb919b6,,False,False,True
2370,2,Cacaliopsis nardosmia,75922,85,85,0,0,80,973.5268775490172,ea0e434bd7c81e5ae1893cc9e8bb0a7f9069e4ad9d656141063aa52a6a77e8f6,,False,True,True
2371,3,Calamagrostis purpurascens,75929,7,7,1,0,5,3895.213974565133,1da833603c9deea9232bbfea93480b26a0090ae1ec47dc2f554d5550637d6d0b,,False,False,False
2372,4,Calamagrostis stricta,75930,5,5,0,0,5,6830.012968937564,784211ea73c8e4f3ba37ff4d6042a3f2ddded4e7250f9eba536a74a45257139f,,False,False,False
2373,5,Calendula officinalis,75931,200,200,0,0,186,19991.708646805997,7e955677e9e4a2b61abcec3f827037695db8450f1df84ff888d565ec164e8d8e,,True,True,True
2374,6,Calliandra eriophylla,75933,200,200,0,0,188,2023.9429899138572,ddc74fcb05c21156b37f8dfc8362b776636640a9c01b258e82431eb1fb79ec4f,,True,True,True
2375,7,Callitriche stagnalis,75938,9,9,0,0,9,19487.398367034624,454a153ea286797d57b56631736b217bdf11befec7f57ac93901c6c2dfe056a0,,False,False,False
2376,0,Calochortus plummerae,75943,200,200,0,0,167,215.7192152620759,8c093549cf4218ddfad16891150bbd33631ec673b9d1fb51b3fd215c0857a9cc,,True,True,True
2377,1,Calycadenia spicata,75953,1,1,0,0,1,0.0,94769e9c5cc422d27525814885198687cb56ea207b63ce1d8ad753567a685ab0,,False,False,False
2378,2,Calycoseris parryi,75955,73,73,0,0,69,524.8838625576775,120158703ef51fbbec87c81669254f99b06492b83b6afef7a98c9851bfe9f68d,,False,False,True
2379,3,Calycoseris wrightii,75956,167,167,0,0,132,1161.3732649905603,d253c4d48a65bc35b52d75c5e6189814a5d59f3b1a404f026b0d8d82f1c76d8f,,True,True,True
2380,4,Calyptridium monandrum,75957,32,32,0,0,31,995.7188223164284,828a0327775fe2e910b3d9dcc1abea546ff294851818aa453dfb65cc26b8fdb3,,False,False,False
2381,5,Calyptridium monospermum,75958,167,167,0,0,149,1128.397270285724,8b2ca99522916c678e5b9438719eb5a08a81df70c413558e6a6a9a484e595e7c,,True,True,True
2382,6,Calystegia silvatica,75968,200,200,0,0,188,19984.88413867487,04de47ee945510862f8ddde0bc79bda984713a487af24bf857ecc630cf515545,,True,True,True
2383,7,Camelina microcarpa,75970,49,49,0,0,43,11001.127904078436,7612f9fa6dea989c6733d338785a39cf51e667aeae869db347af8d5f128f6714,,False,False,False
2384,0,Camissoniopsis bistorta,75975,188,188,1,0,172,807.1987975182146,7634133399bd3f8b83bf43f6ae95c692ed8ef2b6d3815fc0f1e26f738562df97,,True,True,True
2385,1,Camissoniopsis cheiranthifolia,75976,200,200,1,0,180,1498.076489940587,230993f396166566734e1c0a57d644828d86fac59af4ccc3e2e45c670fb693ac,,True,True,True
2386,2,Camissoniopsis confusa,75977,8,8,0,0,8,490.3739406565437,72cb2a1510da981b88a27a29b50a26817d0d57efafed1e1d9f858671fc437b8f,,False,False,False
2387,3,Camissoniopsis hirtella,75980,33,33,0,0,31,735.5887185859829,564f44de5d2c31a56170e355d368ab663b2096f86974331c3e87be3da2821054,,False,False,False
2388,4,Camissoniopsis pallida,75986,200,200,1,0,164,388.35785187444543,aa67120248fd322dc58b78d792a14acf2f961ac425da84e7a516ae00f8cb31ad,,True,True,True
2389,5,Campanula scouleri,75991,200,200,0,0,191,986.4516864760288,dabdd02d09ed8195d7335cc5c70db3434f6a8f11decd0e3c387e038deeed7b5b,,True,True,True
2390,6,Campsis radicans,75995,200,200,25,0,171,18781.621694813333,a7b35a9d21dbd35f4c16517f216989eff43a9236f60fe0fa4bad039cd84e9e14,,True,True,True
2391,7,Cannabis sativa,75997,138,138,2,0,113,19274.535742234628,6b95ed2a12e5cccfba7d8287fb945f3df1a4feb32196ef699a6cdb186e4758df,,True,True,True
2392,0,Cardamine angulata,75998,50,50,0,0,43,1469.1881130422523,6405e6bb6e8be9fa29b9ca11cb536488e680952dcaf854055c4becfd3385c1d7,,False,False,False
2393,1,Cardamine bellidifolia,75999,27,27,2,0,24,9224.34176069103,caf91ecd84c9f0d865fff8845c7cd1e78bb4d6d7b79855c6feefa548106cb6df,,False,False,False
2394,2,Cardamine cordifolia,76001,200,200,0,0,172,1812.7174164430617,3ce762d3d6ebfd55d3d0380ca91664ce1e76d951af1b7417a82dadd67dace3f3,,True,True,True
