inat_taxon_id,species,raw_candidate_rows,excluded_reserve_species,n_rows_excluded_opened_observation,n_rows_excluded_opened_photo,n_rows_excluded_known_opened_observer,identity_clean_candidate_rows,identity_clean_distinct_observers,qualifying_spatial_groups,max_qualifying_group_centroid_separation_km,spatial_species_qualified,selection_rank
320685,Geranium macrorrhizum,100,False,0,0,54,46,46,1,0.0,False,
320704,Adenostyles alliariae,100,True,100,100,100,0,0,0,0.0,False,
320809,Hottonia palustris,100,True,100,100,100,0,0,0,0.0,False,
320837,Epacris longiflora,100,False,0,0,52,48,48,1,0.0,False,
321030,Kunzea capitata,100,True,100,100,100,0,0,0,0.0,False,
321032,Bauera rubioides,100,True,100,100,100,0,0,0,0.0,False,
321056,Acacia linifolia,100,False,0,0,70,30,28,1,0.0,False,
321079,Billardiera scandens,100,False,0,0,75,25,25,1,0.0,False,
321090,Caladenia carnea,100,True,100,100,100,0,0,0,0.0,False,
321094,Cryptostylis erecta,100,True,100,100,100,0,0,0,0.0,False,
321098,Correa reflexa,100,False,0,0,64,36,35,1,0.0,False,
321102,Dillwynia floribunda,100,True,100,100,100,0,0,0,0.0,False,
321106,Dracophyllum secundum,100,True,100,100,100,0,0,0,0.0,False,
321156,Leucopogon microphyllus,100,False,0,0,71,29,29,1,0.0,False,
321203,Patersonia sericea,100,True,100,100,100,0,0,0,0.0,False,
321207,Platysace lanceolata,100,True,100,100,100,0,0,0,0.0,False,
322012,Iris japonica,100,True,100,100,100,0,0,0,0.0,False,
323101,Hydrocotyle hirta,100,False,0,0,68,32,30,1,0.0,False,
323231,Aotus ericoides,100,True,100,100,100,0,0,0,0.0,False,
323820,Gompholobium huegelii,100,False,0,0,77,23,22,2,561.767548518749,False,
323866,Sphaerolobium minus,100,True,100,100,100,0,0,0,0.0,False,
323883,Hibbertia aspera,100,True,100,100,100,0,0,0,0.0,False,
324403,Polycalymma stuartii,100,False,0,0,59,41,36,2,1366.9276993955968,False,
324502,Euploca procumbens,100,True,100,100,100,0,0,0,0.0,False,
326183,Tetratheca thymifolia,100,False,0,0,76,24,24,2,231.57327859225018,False,
326673,Peumus boldus,100,True,100,100,100,0,0,0,0.0,False,
327227,Clinopodium alpinum,100,False,0,0,85,15,15,0,0.0,False,
327909,Turnera subulata,100,False,0,0,39,61,61,0,0.0,False,
333717,Andryala integrifolia,100,False,0,0,83,17,17,0,0.0,False,
333757,Disphyma australe,100,True,100,100,100,0,0,0,0.0,False,
333950,Carlina hispanica,100,False,0,0,72,28,28,0,0.0,False,
334567,Grewia occidentalis,100,True,100,100,100,0,0,0,0.0,False,
334576,Convolvulus elegantissimus,100,False,0,0,60,40,40,2,247.52714148879545,False,
334746,Ornithopus compressus,100,False,0,0,84,16,15,0,0.0,False,
334755,Vicia onobrychioides,100,True,100,100,100,0,0,0,0.0,False,
336295,Cicerbita alpina,100,True,100,100,100,0,0,0,0.0,False,
336370,Senecio ovatus,100,False,0,0,70,30,30,0,0.0,False,
336378,Senecio vernalis,100,False,0,0,76,24,24,0,0.0,False,
336871,Hymenoxys grandiflora,100,True,100,100,100,0,0,0,0.0,False,
337634,Gastrodia sesamoides,100,False,0,0,59,41,40,2,197.3784701581858,False,
337788,Echium rosulatum,100,False,0,0,52,48,46,2,192.2708870197104,False,
337799,Carissa bispinosa,100,False,0,0,68,32,31,1,0.0,False,
338417,Simethis mattiazzi,100,True,100,100,100,0,0,0,0.0,False,
341977,Coleostephus myconis,100,False,0,0,66,34,32,1,0.0,False,
348832,Lamium orvala,100,True,100,100,100,0,0,0,0.0,False,
349797,Muehlenbeckia axillaris,100,True,100,100,100,0,0,0,0.0,False,
353887,Schelhammera undulata,100,True,100,100,100,0,0,0,0.0,False,
353911,Viminaria juncea,100,False,0,0,80,20,19,0,0.0,False,
353914,Alyxia buxifolia,100,False,0,0,79,21,20,0,0.0,False,
353957,Stypandra glauca,100,False,0,0,70,30,30,1,0.0,False,
353969,Trachymene composita,100,False,0,0,50,50,48,2,33.66207358858667,False,
354562,Ranunculus lyallii,100,False,0,0,59,41,40,3,354.8635655590695,False,
357176,Buphthalmum salicifolium,100,True,100,100,100,0,0,0,0.0,False,
357436,Pseudognaphalium affine,100,False,0,0,71,29,28,2,2101.3829187318806,False,
357952,Micranthes petiolaris,100,False,0,0,53,47,46,1,0.0,False,
358060,Telekia speciosa,100,False,0,0,66,34,34,1,0.0,False,
358187,Globularia repens,100,True,100,100,100,0,0,0,0.0,False,
359066,Nama hispida,100,False,0,0,76,24,24,0,0.0,False,
361308,Pulmonaria mollis,100,True,100,100,100,0,0,0,0.0,False,
361354,Crocosmia aurea,100,True,100,100,100,0,0,0,0.0,False,
361866,Talinum fruticosum,100,False,0,0,63,37,37,0,0.0,False,
366632,Knightia excelsa,100,False,0,0,62,38,38,2,230.8808823725572,False,
366661,Coprosma robusta,100,True,100,100,100,0,0,0,0.0,False,
366692,Olearia arborescens,100,True,100,100,100,0,0,0,0.0,False,
366715,Pimelea prostrata,100,True,100,100,100,0,0,0,0.0,False,
366729,Metrosideros diffusa,100,True,100,100,100,0,0,0,0.0,False,
369244,Amylotheca dictyophleba,100,True,100,100,100,0,0,0,0.0,False,
372376,Sixalix atropurpurea,100,False,0,0,72,28,28,0,0.0,False,
380755,Chiloglottis valida,100,False,0,0,56,44,41,2,63.8727862091298,False,
400292,Calochilus paludosus,100,False,0,0,74,26,24,1,0.0,False,
400343,Calystegia tuguriorum,100,False,0,0,72,28,28,2,363.46188613087014,False,
401085,Corybas macranthus,100,True,100,100,100,0,0,0,0.0,False,
401597,Earina mucronata,100,False,0,0,65,35,34,2,207.86742486841004,False,
404291,Olearia lirata,100,False,0,0,69,31,31,2,56.220654367915536,False,
404899,Piper excelsum,100,False,0,0,62,38,38,2,239.46345074591423,False,
405101,Polygala virgata,100,True,100,100,100,0,0,0,0.0,False,
405613,Ranunculus reflexus,100,False,0,0,94,6,6,0,0.0,False,
406068,Solanum crispum,100,False,0,0,51,49,46,1,0.0,False,
406971,Viola filicaulis,100,True,100,100,100,0,0,0,0.0,False,
409807,Thelymitra hatchii,100,True,100,100,100,0,0,0,0.0,False,
410902,Aechmea distichantha,100,True,100,100,100,0,0,0,0.0,False,
411227,Grevillea lavandulacea,100,False,0,0,51,49,42,2,50.474501391687156,False,
411301,Grevillea alpina,100,False,0,0,42,58,54,3,393.3678806447002,False,
415330,Philotheca spicata,100,True,100,100,100,0,0,0,0.0,False,
415333,Hypocalymma robustum,100,False,0,0,70,30,30,2,121.55230296695656,False,
431220,Lapageria rosea,100,True,100,100,100,0,0,0,0.0,False,
431518,Puya alpestris,100,True,100,100,100,0,0,0,0.0,False,
447849,Polygala comosa,100,False,0,0,86,14,14,0,0.0,False,
450558,Echium gaditanum,100,False,0,0,60,40,38,2,173.43649444165797,False,
460587,Crepis sancta,100,False,0,0,74,26,22,2,247.52917363852512,False,
467677,Sarcocapnos enneaphylla,100,False,0,0,62,38,37,2,275.0352540139789,False,
470643,Erythranthe guttata,100,True,100,100,100,0,0,0,0.0,False,
47447,Leucaena leucocephala,100,False,0,0,74,26,26,0,0.0,False,
47687,Erodium cicutarium,100,True,100,100,100,0,0,0,0.0,False,
47785,Yucca brevifolia,100,True,100,100,100,0,0,0,0.0,False,
47894,Opuntia humifusa,100,True,100,100,100,0,0,0,0.0,False,
47908,Asclepias angustifolia,100,True,100,100,100,0,0,0,0.0,False,
48038,Lobelia cardinalis,100,False,0,0,57,43,43,0,0.0,False,
48070,Sagittaria latifolia,100,False,0,0,63,37,36,0,0.0,False,
481347,Scaevola crassifolia,100,True,100,100,100,0,0,0,0.0,False,
48152,Cynoglossum officinale,100,True,100,100,100,0,0,0,0.0,False,
48178,Galinsoga parviflora,100,False,0,0,81,19,19,0,0.0,False,
481934,Amyema miquelii,100,False,0,0,70,30,30,1,0.0,False,
483183,Viola mirabilis,100,False,0,0,66,34,33,0,0.0,False,
48349,Vaccinium ovatum,100,True,100,100,100,0,0,0,0.0,False,
48354,Vaccinium parvifolium,100,True,100,100,100,0,0,0,0.0,False,
48363,Tecoma stans,100,True,100,100,100,0,0,0,0.0,False,
48491,Aconitum delphiniifolium,100,False,0,0,60,40,40,1,0.0,False,
48537,Lysichiton americanus,100,False,0,0,46,54,53,3,425.21793831254433,False,
48595,Lithospermum canescens,100,False,0,0,55,45,44,2,351.6917690883414,False,
486004,Sedum caeruleum,100,True,100,100,100,0,0,0,0.0,False,
48625,Oenothera speciosa,100,True,100,100,100,0,0,0,0.0,False,
48627,Echinacea purpurea,100,False,0,0,55,45,45,0,0.0,False,
48651,Cosmos sulphureus,100,True,100,100,100,0,0,0,0.0,False,
486980,Ranunculus trichophyllus,100,False,0,0,86,14,13,0,0.0,False,
48952,Dicentra canadensis,100,False,0,0,48,52,52,2,261.0805106790809,False,
489547,Hibiscus pedunculatus,100,True,100,100,100,0,0,0,0.0,False,
49132,Myosotis latifolia,100,False,0,0,56,44,43,2,137.23253832181646,False,
49226,Amelanchier arborea,100,False,0,0,49,51,51,0,0.0,False,
492864,Hedypnois rhagadioloides,100,False,0,0,88,12,12,0,0.0,False,
49322,Carpobrotus edulis,100,True,100,100,100,0,0,0,0.0,False,
49343,Castilleja exserta,100,False,0,0,71,29,28,2,744.0896172655667,False,
493489,Searsia laevigata,100,True,100,100,100,0,0,0,0.0,False,
49357,Cylindropuntia echinocarpa,100,False,0,0,78,22,22,2,197.3418511580291,False,
49365,Carex pendula,100,True,100,100,100,0,0,0,0.0,False,
49463,Trillium ovatum,100,True,100,100,100,0,0,0,0.0,False,
49486,Rhododendron catawbiense,100,False,0,0,38,62,61,3,326.2666930302062,False,
49569,Tillandsia usneoides,100,True,100,100,100,0,0,0,0.0,False,
495697,Ranunculus polyanthemos,100,True,100,100,100,0,0,0,0.0,False,
497526,Odontites luteus,100,False,0,0,82,18,18,0,0.0,False,
498086,Primula pauciflora,100,True,100,100,100,0,0,0,0.0,False,
49822,Rhododendron periclymenoides,100,False,0,0,60,40,40,2,371.9755270775232,False,
498350,Vincetoxicum hirundinaria,100,False,0,0,67,33,33,0,0.0,False,
50153,Sphaeralcea ambigua,100,False,0,0,68,32,31,1,0.0,False,
501742,Aquilegia coerulea,100,False,0,0,43,57,56,2,114.19343049664589,False,
50177,Astragalus coccineus,100,False,0,0,61,39,38,3,406.9481983575171,False,
50202,Bidens bipinnata,100,False,0,0,74,26,26,0,0.0,False,
50338,Ludwigia peruviana,100,False,0,0,73,27,27,1,0.0,False,
50612,Lupinus nanus,100,True,100,100,100,0,0,0,0.0,False,
50642,Delphinium nudicaule,100,True,100,100,100,0,0,0,0.0,False,
50706,Cephalanthera austiniae,100,True,100,100,100,0,0,0,0.0,False,
50824,Ribes speciosum,100,False,0,0,64,36,36,2,188.14760592146237,False,
50825,Viola pedunculata,100,False,0,0,56,44,44,2,638.6035927263672,False,
50832,Gilia tricolor,100,True,100,100,100,0,0,0,0.0,False,
50843,Sparaxis tricolor,100,False,0,0,39,61,61,2,99.42553738896812,False,
50855,Trillium erectum,100,True,100,100,100,0,0,0,0.0,False,
50878,Erigeron glaucus,100,True,100,100,100,0,0,0,0.0,False,
509198,Carthamus mitissimus,100,False,0,0,76,24,24,1,0.0,False,
51044,Sanguinaria canadensis,100,False,0,0,29,71,71,1,0.0,False,
51055,Calochortus eurycarpus,100,True,100,100,100,0,0,0,0.0,False,
51082,Quincula lobata,100,True,100,100,100,0,0,0,0.0,False,
51085,Triteleia laxa,100,False,0,0,51,49,47,4,396.57437029153544,False,
51119,Nymphaea odorata,100,False,0,0,60,40,40,0,0.0,False,
511287,Wahlenbergia capensis,100,True,100,100,100,0,0,0,0.0,False,
51138,Orontium aquaticum,100,True,100,100,100,0,0,0,0.0,False,
51272,Asclepias californica,100,False,0,0,70,30,30,2,371.9765271874172,False,
51274,Heuchera micrantha,100,False,0,0,80,20,20,1,0.0,False,
51306,Linum usitatissimum,100,True,100,100,100,0,0,0,0.0,False,
513775,Myosotis sparsiflora,100,False,0,0,85,15,15,1,0.0,False,
515769,Aconitum tauricum,100,False,0,0,56,44,43,2,149.53286254324624,False,
51646,Rubus parviflorus,100,True,100,100,100,0,0,0,0.0,False,
516757,Rhododendron tomentosum,100,False,0,0,56,44,44,0,0.0,False,
51714,Bidens aristosa,100,False,0,0,70,30,30,1,0.0,False,
51737,Solanum lycopersicum,100,False,0,0,74,26,26,0,0.0,False,
51741,Aegopodium podagraria,100,False,0,0,67,33,33,0,0.0,False,
51850,Collinsia tinctoria,100,True,100,100,100,0,0,0,0.0,False,
51893,Antennaria dioica,100,False,0,0,85,15,15,0,0.0,False,
51970,Hamamelis virginiana,100,True,100,100,100,0,0,0,0.0,False,
51988,Physalis peruviana,100,False,0,0,66,34,34,0,0.0,False,
520365,Epacris obtusifolia,100,False,0,0,80,20,19,1,0.0,False,
52078,Richardia grandiflora,100,True,100,100,100,0,0,0,0.0,False,
52083,Toxicodendron pubescens,100,False,0,0,68,32,31,2,215.25715010912214,False,
52355,Pavonia hastata,100,True,100,100,100,0,0,0,0.0,False,
524340,Cadaba aphylla,100,True,100,100,100,0,0,0,0.0,False,
524497,Rhododendron pseudochrysanthum,100,False,0,0,37,63,57,4,132.2117253275275,False,
524900,Argentina pacifica,100,True,100,100,100,0,0,0,0.0,False,
52542,Calochortus leichtlinii,100,False,0,0,57,43,43,2,168.81104345768253,False,
52565,Althaea officinalis,100,False,0,0,71,29,29,0,0.0,False,
52588,Centaurea solstitialis,100,True,100,100,100,0,0,0,0.0,False,
52621,Cirsium occidentale,100,True,100,100,100,0,0,0,0.0,False,
526700,Convolvulus angustissimus,100,True,100,100,100,0,0,0,0.0,False,
526712,Pimelea serpyllifolia,100,False,0,0,49,51,47,1,0.0,False,
52703,Bromus hordeaceus,100,True,100,100,100,0,0,0,0.0,False,
52796,Hordeum murinum,100,True,100,100,100,0,0,0,0.0,False,
52821,Achillea millefolium,100,True,100,100,100,0,0,0,0.0,False,
528462,Searsia rosmarinifolia,100,False,0,0,70,30,30,1,0.0,False,
52856,Artemisia vulgaris,100,False,0,0,81,19,19,0,0.0,False,
52927,Commelina communis,100,False,0,0,42,58,58,0,0.0,False,
52976,Barbarea orthoceras,100,False,0,0,71,29,27,1,0.0,False,
53041,Kalmia angustifolia,100,True,100,100,100,0,0,0,0.0,False,
53065,Galium triflorum,100,False,0,0,78,22,22,0,0.0,False,
53076,Geranium molle,100,False,0,0,66,34,34,0,0.0,False,
53077,Pseudognaphalium californicum,100,True,100,100,100,0,0,0,0.0,False,
53088,Pseudognaphalium ramosissimum,100,True,100,100,100,0,0,0,0.0,False,
53092,Helenium puberulum,100,True,100,100,100,0,0,0,0.0,False,
53166,Osmorhiza berteroi,100,True,100,100,100,0,0,0,0.0,False,
53171,Phacelia imbricata,100,True,100,100,100,0,0,0,0.0,False,
53193,Rafinesquia californica,100,True,100,100,100,0,0,0,0.0,False,
53208,Delairea odorata,100,True,100,100,100,0,0,0,0.0,False,
53212,Silene gallica,100,True,100,100,100,0,0,0,0.0,False,
53219,Salvia hispanica,100,False,0,0,60,40,40,1,0.0,False,
53299,Thalictrum fendleri,100,False,0,0,84,16,15,0,0.0,False,
53307,Cerastium fontanum,100,False,0,0,69,31,31,0,0.0,False,
53324,Vicia sativa,100,True,100,100,100,0,0,0,0.0,False,
53328,Viola adunca,100,True,100,100,100,0,0,0,0.0,False,
53357,Artemisia californica,100,True,100,100,100,0,0,0,0.0,False,
53374,Corylus cornuta,100,False,0,0,70,30,30,1,0.0,False,
533870,Diplacus mephiticus,100,False,0,0,80,20,19,2,137.5712436991384,False,
53395,Eriophyllum confertiflorum,100,False,0,0,65,35,35,2,560.449605836629,False,
537403,Pultenaea spinosa,100,True,100,100,100,0,0,0,0.0,False,
53779,Humulus lupulus,100,False,0,0,71,29,29,0,0.0,False,
53785,Fumaria officinalis,100,True,100,100,100,0,0,0,0.0,False,
541375,Aciphylla glacialis,100,False,0,0,59,41,39,1,0.0,False,
54141,Tragopogon porrifolius,100,False,0,0,65,35,35,0,0.0,False,
543632,Campanula giesekiana,100,True,100,100,100,0,0,0,0.0,False,
544086,Thalictrum tuberosum,100,True,100,100,100,0,0,0,0.0,False,
54436,Rubus idaeus,100,True,100,100,100,0,0,0,0.0,False,
54453,Ferocactus cylindraceus,100,True,100,100,100,0,0,0,0.0,False,
54520,Tanacetum parthenium,100,True,100,100,100,0,0,0,0.0,False,
545347,Hemiandra pungens,100,True,100,100,100,0,0,0,0.0,False,
545370,Kennedia coccinea,100,True,100,100,100,0,0,0,0.0,False,
545973,Erythranthe nasuta,100,True,100,100,100,0,0,0,0.0,False,
54605,Marrubium vulgare,100,False,0,0,84,16,16,0,0.0,False,
54638,Cypripedium calceolus,100,False,0,0,53,47,45,0,0.0,False,
54639,Platanthera chlorantha,100,False,0,0,63,37,37,0,0.0,False,
547457,Jacobaea adonidifolia,100,False,0,0,75,25,25,3,405.47612390959756,False,
54770,Corylus americana,100,True,100,100,100,0,0,0,0.0,False,
54777,Cornus florida,100,False,0,0,50,50,50,0,0.0,False,
54793,Lindera benzoin,100,True,100,100,100,0,0,0,0.0,False,
54836,Zanthoxylum americanum,100,False,0,0,62,38,37,2,334.4811634643356,False,
54843,Salix bebbiana,100,True,100,100,100,0,0,0,0.0,False,
54875,Trichostema lanceolatum,100,True,100,100,100,0,0,0,0.0,False,
55021,Arabidopsis thaliana,100,True,100,100,100,0,0,0,0.0,False,
550645,Scaevola nitida,100,True,100,100,100,0,0,0,0.0,False,
552421,Hibbertia cuneiformis,100,False,0,0,71,29,26,1,0.0,False,
553503,Amyema cambagei,100,False,0,0,69,31,31,2,638.8632112316785,False,
55411,Raphanus raphanistrum,100,True,100,100,100,0,0,0,0.0,False,
55443,Trifolium lupinaster,100,True,100,100,100,0,0,0,0.0,False,
554805,Tropaeolum tricolor,100,True,100,100,100,0,0,0,0.0,False,
554852,Dendrophthoe glabrescens,100,True,100,100,100,0,0,0,0.0,False,
55620,Solanum dulcamara,100,False,0,0,71,29,29,0,0.0,False,
55629,Erythronium albidum,100,False,0,0,49,51,51,1,0.0,False,
55667,Sagina procumbens,100,True,100,100,100,0,0,0,0.0,False,
55724,Symphytum officinale,100,False,0,0,71,29,29,0,0.0,False,
55727,Cymbalaria muralis,100,True,100,100,100,0,0,0,0.0,False,
55734,Sedum acre,100,True,100,100,100,0,0,0,0.0,False,
55739,Viola tricolor,100,False,0,0,52,48,48,0,0.0,False,
55745,Trifolium repens,100,False,0,0,52,48,48,0,0.0,False,
55759,Silene dioica,100,True,100,100,100,0,0,0,0.0,False,
55766,Euphorbia cyparissias,100,False,0,0,62,38,38,0,0.0,False,
55790,Adoxa moschatellina,100,False,0,0,61,39,39,0,0.0,False,
55795,Luzula campestris,100,False,0,0,83,17,17,0,0.0,False,
55798,Tulipa sylvestris,100,True,100,100,100,0,0,0,0.0,False,
55809,Leucojum aestivum,100,True,100,100,100,0,0,0,0.0,False,
55814,Corydalis solida,100,True,100,100,100,0,0,0,0.0,False,
55829,Cardamine hirsuta,100,False,0,0,76,24,24,0,0.0,False,
55840,Primula elatior,100,False,0,0,55,45,45,0,0.0,False,
55850,Petasites hybridus,100,True,100,100,100,0,0,0,0.0,False,
55854,Datura stramonium,100,False,0,0,62,38,38,0,0.0,False,
55858,Cornus mas,100,True,100,100,100,0,0,0,0.0,False,
55885,Lonicera periclymenum,100,True,100,100,100,0,0,0,0.0,False,
55886,Lunaria annua,100,True,100,100,100,0,0,0,0.0,False,
55891,Geum urbanum,100,False,0,0,80,20,20,0,0.0,False,
55894,Agrimonia pilosa,100,True,100,100,100,0,0,0,0.0,False,
55918,Papaver dubium,100,False,0,0,74,26,26,0,0.0,False,
55967,Galeopsis bifida,100,True,100,100,100,0,0,0,0.0,False,
55971,Tanacetum vulgare,100,False,0,0,60,40,40,0,0.0,False,
55977,Malva moschata,100,False,0,0,56,44,44,0,0.0,False,
56028,Chasmanthe floribunda,100,True,100,100,100,0,0,0,0.0,False,
56057,Leucanthemum vulgare,100,True,100,100,100,0,0,0,0.0,False,
56061,Alliaria petiolata,100,True,100,100,100,0,0,0,0.0,False,
56134,Muscari botryoides,100,False,0,0,54,46,46,0,0.0,False,
56136,Primula vulgaris,100,True,100,100,100,0,0,0,0.0,False,
56137,Ornithogalum umbellatum,100,True,100,100,100,0,0,0,0.0,False,
56153,Juncus effusus,100,False,0,0,91,9,9,0,0.0,False,
56174,Echium vulgare,100,True,100,100,100,0,0,0,0.0,False,
56188,Vicia hirsuta,100,True,100,100,100,0,0,0,0.0,False,
564970,Chamaenerion latifolium,100,True,100,100,100,0,0,0,0.0,False,
566532,Senecio odoratus,100,True,100,100,100,0,0,0,0.0,False,
56760,Castilleja foliolosa,100,False,0,0,68,32,32,2,735.8510066986698,False,
56796,Quercus durata,100,True,100,100,100,0,0,0,0.0,False,
568074,Amyema quandang,100,True,100,100,100,0,0,0,0.0,False,
56826,Lomatium macrocarpum,100,True,100,100,100,0,0,0,0.0,False,
56838,Perideridia kelloggii,100,True,100,100,100,0,0,0,0.0,False,
56863,Calycadenia multiglandulosa,100,False,0,0,69,31,29,3,195.16306248441808,False,
56868,Crepis vesicaria,100,True,100,100,100,0,0,0,0.0,False,
568970,Hemiboea bicornuta,100,True,100,100,100,0,0,0,0.0,False,
569006,Watsonia pillansii,100,False,0,0,75,25,25,2,106.35773078332426,False,
56934,Scilla bifolia,100,False,0,0,45,55,54,0,0.0,False,
56987,Wyethia angustifolia,100,False,0,0,80,20,20,1,0.0,False,
57054,Lupinus formosus,100,True,100,100,100,0,0,0,0.0,False,
57056,Medicago lupulina,100,False,0,0,78,22,22,0,0.0,False,
57069,Lupinus microcarpus,100,False,0,0,72,28,27,1,0.0,False,
57076,Trifolium campestre,100,True,100,100,100,0,0,0,0.0,False,
57079,Trifolium microdon,100,False,0,0,89,11,8,1,0.0,False,
57087,Cicendia quadrangularis,100,True,100,100,100,0,0,0,0.0,False,
57126,Brodiaea coronaria,100,False,0,0,35,65,64,2,244.00387820812273,False,
57183,Koeleria macrantha,100,True,100,100,100,0,0,0,0.0,False,
57209,Navarretia heterodoxa,100,False,0,0,75,25,25,1,0.0,False,
57211,Eriogonum latifolium,100,False,0,0,64,36,36,2,236.71427455155137,False,
57250,Prunus ilicifolia,100,True,100,100,100,0,0,0,0.0,False,
57281,Parietaria judaica,100,False,0,0,85,15,14,0,0.0,False,
57310,Vicia tetrasperma,100,True,100,100,100,0,0,0,0.0,False,
57311,Lathyrus aphaca,100,True,100,100,100,0,0,0,0.0,False,
57312,Vicia ludoviciana,100,True,100,100,100,0,0,0,0.0,False,
57356,Amorpha fruticosa,100,True,100,100,100,0,0,0,0.0,False,
57393,Pulsatilla pratensis,100,True,100,100,100,0,0,0,0.0,False,
574122,Pelargonium betulinum,100,True,100,100,100,0,0,0,0.0,False,
57427,Legousia speculum-veneris,100,True,100,100,100,0,0,0,0.0,False,
57457,Stachys palustris,100,False,0,0,85,15,15,0,0.0,False,
57504,Ononis natrix,100,True,100,100,100,0,0,0,0.0,False,
575102,Alkekengi officinarum,100,True,100,100,100,0,0,0,0.0,False,
57847,Muscari armeniacum,100,False,0,0,57,43,43,0,0.0,False,
57850,Nuphar lutea,100,True,100,100,100,0,0,0,0.0,False,
57852,Fumaria capreolata,100,True,100,100,100,0,0,0,0.0,False,
57858,Veronica anagallis-aquatica,100,True,100,100,100,0,0,0,0.0,False,
57874,Marina parryi,100,False,0,0,86,14,13,1,0.0,False,
57881,Eschscholzia minutiflora,100,False,0,0,82,18,18,1,0.0,False,
579088,Adenium multiflorum,100,True,100,100,100,0,0,0,0.0,False,
57972,Erigeron foliosus,100,False,0,0,84,16,16,1,0.0,False,
58014,Corethrogyne filaginifolia,100,True,100,100,100,0,0,0,0.0,False,
58039,Stephanomeria exigua,100,True,100,100,100,0,0,0,0.0,False,
58050,Amsinckia tessellata,100,False,0,0,74,26,26,1,0.0,False,
58054,Cryptantha barbigera,100,False,0,0,79,21,20,1,0.0,False,
58074,Descurainia sophia,100,True,100,100,100,0,0,0,0.0,False,
58083,Lepidium lasiocarpum,100,True,100,100,100,0,0,0,0.0,False,
58085,Sisymbrium irio,100,False,0,0,75,25,25,0,0.0,False,
58088,Thysanocarpus curvipes,100,False,0,0,89,11,11,0,0.0,False,
58164,Trifolium depauperatum,100,True,100,100,100,0,0,0,0.0,False,
58202,Malva parviflora,100,False,0,0,70,30,30,1,0.0,False,
58211,Forestiera pubescens,100,True,100,100,100,0,0,0,0.0,False,
58230,Plantago ovata,100,False,0,0,79,21,21,1,0.0,False,
58300,Punica granatum,100,True,100,100,100,0,0,0,0.0,False,
58320,Koelreuteria paniculata,100,False,0,0,41,59,59,0,0.0,False,
58331,Datura wrightii,100,True,100,100,100,0,0,0,0.0,False,
58361,Calochortus splendens,100,True,100,100,100,0,0,0,0.0,False,
58387,Sorghum halepense,100,False,0,0,82,18,18,0,0.0,False,
58732,Toxicodendron radicans,100,True,100,100,100,0,0,0,0.0,False,
58812,Cotula coronopifolia,100,False,0,0,77,23,23,0,0.0,False,
58822,Dittrichia graveolens,100,True,100,100,100,0,0,0,0.0,False,
58831,Heterotheca grandiflora,100,True,100,100,100,0,0,0,0.0,False,
588419,Lachenalia reflexa,100,False,0,0,62,38,34,1,0.0,False,
589008,Lessertia frutescens,100,True,100,100,100,0,0,0,0.0,False,
58901,Lupinus concinnus,100,False,0,0,83,17,16,1,0.0,False,
58917,Geranium carolinianum,100,True,100,100,100,0,0,0,0.0,False,
58960,Plantago coronopus,100,False,0,0,89,11,11,0,0.0,False,
589723,Melaleuca quadrifida,100,True,100,100,100,0,0,0,0.0,False,
59029,Verbascum thapsus,100,False,0,0,63,37,36,0,0.0,False,
59034,Nicotiana attenuata,100,True,100,100,100,0,0,0,0.0,False,
59035,Solanum americanum,100,True,100,100,100,0,0,0,0.0,False,
591296,Oxalis truncatula,100,True,100,100,100,0,0,0,0.0,False,
59243,Eriogonum wrightii,100,True,100,100,100,0,0,0,0.0,False,
59254,Allium schoenoprasum,100,False,0,0,67,33,33,0,0.0,False,
593894,Searsia lucida,100,False,0,0,71,29,29,2,331.7282090267535,False,
59417,Trifolium stellatum,100,False,0,0,80,20,20,0,0.0,False,
59570,Arctium minus,100,True,100,100,100,0,0,0,0.0,False,
59752,Erigeron divergens,100,True,100,100,100,0,0,0,0.0,False,
59753,Erigeron pulchellus,100,True,100,100,100,0,0,0,0.0,False,
59773,Lonicera morrowii,100,True,100,100,100,0,0,0,0.0,False,
59779,Plantago media,100,False,0,0,79,21,21,0,0.0,False,
59943,Iris sibirica,100,True,100,100,100,0,0,0,0.0,False,
59982,Phacelia hastata,100,True,100,100,100,0,0,0,0.0,False,
59983,Conopholis alpina,100,False,0,0,41,59,59,3,393.85885645262397,False,
60027,Orobanche gracilis,100,False,0,0,87,13,13,0,0.0,False,
60121,Hydrocotyle verticillata,100,True,100,100,100,0,0,0,0.0,False,
60186,Hoita macrostachya,100,False,0,0,66,34,33,2,150.69652114251946,False,
60201,Trifolium subterraneum,100,False,0,0,74,26,26,0,0.0,False,
60220,Ludwigia peploides,100,True,100,100,100,0,0,0,0.0,False,
60241,Anemopsis californica,100,True,100,100,100,0,0,0,0.0,False,
60265,Asparagus officinalis,100,False,0,0,81,19,19,0,0.0,False,
60295,Paspalum dilatatum,100,True,100,100,100,0,0,0,0.0,False,
60360,Geranium yeoi,100,False,0,0,54,46,46,2,284.1775486923163,False,
60438,Cardamine concatenata,100,False,0,0,55,45,45,0,0.0,False,
60490,Linum lewisii,100,False,0,0,76,24,24,0,0.0,False,
60496,Erythronium grandiflorum,100,True,100,100,100,0,0,0,0.0,False,
60505,Erythronium montanum,100,True,100,100,100,0,0,0,0.0,False,
