global_row_index,shard_index,species,inat_taxon_id,selected_raw_photo_target,total_results_probe,candidate_pages,candidate_pages_requested,candidate_page_errors,raw_results_from_candidate_pages,locally_eligible,prior_colour_experiment_excluded,wrong_taxon,deduplicated_metadata_rows,after_observer_cap,maximum_span_km_after_observer_cap,full_target,selected_candidate_rows
486,6,Andromeda polifolia,119892,100,527,"[3,2,1]",3,{},527,527,8,0,519,432,9560.470737478783,True,100
487,7,Ilex vomitoria,119955,100,392,"[2,1]",2,{},392,392,3,0,389,348,2295.3431791570915,True,100
488,0,Ludwigia decurrens,120008,100,201,"[2,1]",2,{},201,201,0,0,201,152,17351.14762851491,True,100
489,1,Sesbania drummondii,120011,100,154,[1],1,{},154,154,0,0,154,110,1633.12973529918,True,100
490,2,Asclepias perennis,120152,100,434,"[2,3,1]",3,{},434,434,1,0,433,350,1747.553647928794,True,100
491,3,Moraea flaccida,120416,100,139,[1],1,{},139,139,2,0,137,123,11662.833897288525,True,100
492,4,Calotropis procera,120917,100,936,"[4,3,2]",3,{},600,600,153,0,447,405,19808.65518750327,True,100
493,5,Pinguicula vulgaris,121266,100,477,"[2,1,3]",3,{},477,477,10,0,467,371,9704.316493061062,True,100
494,6,Ptilotus exaltatus,121635,100,342,"[1,2]",2,{},342,342,10,0,332,261,3616.814138474191,True,100
495,7,Tradescantia occidentalis,121785,100,276,"[1,2]",2,{},276,276,0,0,276,217,2544.7513417652667,True,100
496,0,Astragalus mollissimus,121932,100,200,[1],1,{},200,200,0,0,200,171,2536.4684690641875,True,100
497,1,Andropogon gerardi,121968,100,273,"[2,1]",2,{},273,273,1,0,272,219,3329.516906993236,True,100
498,2,Drosera spatulata,122208,100,226,"[2,1]",2,{},226,226,1,0,225,189,9409.393374098248,True,100
499,3,Allium tuberosum,122343,100,365,"[1,2]",2,{},365,365,6,0,359,202,19735.011156654225,True,100
500,4,Monstera deliciosa,122521,100,192,[1],1,{},192,192,9,0,183,181,19603.762444488137,True,100
501,5,Monarda citriodora,122587,100,665,"[2,3,4]",3,{},465,465,0,0,465,376,3905.472461995794,True,100
502,6,Aplectrum hyemale,123188,100,162,[1],1,{},162,162,0,0,162,145,1654.8736517476705,True,100
503,7,Plumeria rubra,123438,100,186,[1],1,{},186,186,8,0,178,174,19750.258555353845,True,100
504,0,Saxifraga granulata,124135,100,612,"[1,2,3]",3,{},600,600,0,0,600,473,3210.4610871675677,True,100
505,1,Ranunculus auricomus,124817,100,244,"[1,2]",2,{},244,244,0,0,244,177,4400.592806734955,True,100
506,2,Houstonia micrantha,125103,100,112,[1],1,{},112,112,0,0,112,103,2095.772733303918,True,100
507,3,Asclepias purpurascens,125380,100,497,"[3,2,1]",3,{},497,497,1,0,496,426,1967.0884200392672,True,100
508,4,Asclepias incarnata,125381,100,2902,"[2,8,10]",3,{},600,600,0,0,600,525,4177.906849153719,True,100
509,5,Glandularia bipinnatifida,125675,100,870,"[5,3,4]",3,{},470,470,0,0,470,338,3018.6365577799525,True,100
510,6,Lathyrus pratensis,125787,100,1071,"[4,5,2]",3,{},600,600,2,0,598,432,19874.63148728224,True,100
511,7,Cardamine douglassii,125902,100,708,"[2,3,4]",3,{},508,508,0,0,508,409,1595.3036950140574,True,100
512,0,Hamelia patens,126305,100,332,"[2,1]",2,{},332,332,3,0,329,304,18646.874384523857,True,100
513,1,Anemone virginiana,126369,100,596,"[1,2,3]",3,{},596,596,0,0,596,488,3391.722621328708,True,100
514,2,Vaccinium elliottii,126375,100,329,"[1,2]",2,{},329,329,0,0,329,268,1764.7051944277898,True,100
515,3,Salvia misella,126484,100,635,"[3,4,2]",3,{},435,435,4,0,431,278,17735.6785058445,True,100
516,4,Calycanthus floridus,126485,100,473,"[2,1,3]",3,{},473,473,0,0,473,418,2404.908559455819,True,100
517,5,Viola rostrata,126516,100,789,"[1,3,4]",3,{},589,589,0,0,589,459,10744.63176055189,True,100
518,6,Phyllodoce glanduliflora,126558,100,129,[1],1,{},129,129,1,0,128,109,4126.631203481467,True,100
519,7,Spathodea campanulata,126566,100,421,"[2,1,3]",3,{},421,421,24,0,397,366,19931.15952946278,True,100
520,0,Xyris ambigua,126617,100,199,[1],1,{},199,199,0,0,199,127,1813.6410223894957,True,100
521,1,Ruellia simplex,126633,100,702,"[4,1,3]",3,{},502,502,113,0,389,352,19921.882229932424,True,100
522,2,Solidago uliginosa,126657,100,122,[1],1,{},122,122,0,0,122,111,2745.2961247985777,True,100
523,3,Sphaeralcea coccinea,126671,100,626,"[2,1,4]",3,{},426,426,0,0,426,357,2978.212351262041,True,100
524,4,Stellaria pubera,126702,100,1199,"[1,4,5]",3,{},600,600,0,0,600,471,1367.9135526761108,True,100
525,5,Prunus mahaleb,126808,100,228,"[2,1]",2,{},228,228,0,0,228,201,19598.94517150423,True,100
526,6,Ipomoea quamoclit,126869,100,387,"[2,1]",2,{},387,387,11,0,376,351,19883.410499022528,True,100
527,7,Berberis aquifolium,126887,100,1401,"[5,2,8]",3,{},401,401,1,0,400,344,11150.116830626945,True,100
528,0,Senecio viscosus,126892,100,324,"[2,1]",2,{},324,324,0,0,324,255,9460.013302375284,True,100
529,1,Plumbago zeylanica,126980,100,592,"[2,3,1]",3,{},592,592,13,0,579,455,19922.20625181233,True,100
530,2,Nandina domestica,127010,100,160,[1],1,{},160,160,1,0,159,149,19462.777955487672,True,100
531,3,Vernonia gigantea,127037,100,346,"[2,1]",2,{},346,346,0,0,346,309,2213.07249521309,True,100
532,4,Conradina canescens,127059,100,331,"[2,1]",2,{},331,331,0,0,331,294,330.1107101308372,True,100
533,5,Mazus miquelii,127156,100,129,[1],1,{},129,129,2,0,127,125,12654.28371842978,True,100
534,6,Zephyranthes atamasco,127264,100,217,"[1,2]",2,{},217,217,2,0,215,185,3151.519805632912,True,100
535,7,Borrichia frutescens,127270,100,513,"[1,3,2]",3,{},513,513,1,0,512,422,3459.4094908972024,True,100
536,0,Canna flaccida,127279,100,324,"[1,2]",2,{},324,324,0,0,324,288,13554.81650071612,True,100
537,1,Vicia sepium,127345,100,1452,"[1,4,8]",3,{},452,452,1,0,451,358,9282.023106268016,True,100
538,2,Centrosema virginianum,127681,100,1214,"[6,3,5]",3,{},600,600,0,0,600,511,18477.573804622876,True,100
539,3,Viola blanda,127684,100,232,"[1,2]",2,{},232,232,0,0,232,206,2198.643379303339,True,100
540,4,Eurybia divaricata,127685,100,1028,"[5,2,6]",3,{},428,428,1,0,427,285,1702.911691234032,True,100
541,5,Portulaca amilis,127899,100,469,"[1,2,3]",3,{},469,469,1,0,468,437,12380.856891609825,True,100
542,6,Verbena rigida,127942,100,448,"[1,2,3]",3,{},448,448,1,0,447,395,19774.42811888055,True,100
543,7,Corydalis flavula,128038,100,601,"[1,4,3]",3,{},401,401,0,0,401,336,1924.7806334167344,True,100
544,0,Viola cucullata,128040,100,318,"[1,2]",2,{},318,318,1,0,317,246,3457.431904470728,True,100
545,1,Hypericum tetrapetalum,128076,100,232,"[2,1]",2,{},232,232,0,0,232,162,783.0542400785506,True,100
546,2,Limodorum abortivum,128137,100,353,"[1,2]",2,{},353,353,1,0,352,309,4824.771262465487,True,100
547,3,Salvia coccinea,128652,100,1830,"[2,10,5]",3,{},430,430,63,0,367,291,17968.939515557307,True,100
548,4,Solanum laxum,128667,100,141,[1],1,{},141,141,1,0,140,131,19894.83964963936,True,100
549,5,Salvia verticillata,128689,100,329,"[1,2]",2,{},329,329,1,0,328,260,5555.62904078349,True,100
550,6,Desmanthus illinoensis,128701,100,199,[1],1,{},199,199,1,0,198,190,12580.244557507418,True,100
551,7,Thalictrum pubescens,128715,100,788,"[4,3,2]",3,{},588,588,3,0,585,423,2458.1957566599394,True,100
552,0,Erythrina herbacea,128717,100,1079,"[6,3,2]",3,{},479,479,0,0,479,457,1959.786406418193,True,100
553,1,Allium drummondii,128731,100,216,"[1,2]",2,{},216,216,1,0,215,161,1137.9085884102,True,100
554,2,Eriophorum vaginatum,128735,100,790,"[1,3,2]",3,{},600,600,2,0,598,544,8982.93301984169,True,100
555,3,Fritillaria camschatcensis,128770,100,926,"[5,1,2]",3,{},526,526,120,0,406,310,7715.539370262722,True,100
556,4,Gaylussacia baccata,128805,100,308,"[1,2]",2,{},308,308,0,0,308,264,2286.831535466864,True,100
557,5,Tolmiea menziesii,128848,100,299,"[1,2]",2,{},299,299,0,0,299,246,7880.666003609889,True,100
558,6,Veronica officinalis,129020,100,2094,"[4,7,5]",3,{},600,600,76,0,524,470,19420.07487194742,True,100
559,7,Thunbergia grandiflora,129036,100,149,[1],1,{},149,149,5,0,144,136,19959.789060620034,True,100
560,0,Pedicularis sylvatica,129098,100,278,"[2,1]",2,{},278,278,0,0,278,225,2975.57456372111,True,100
561,1,Verbena urticifolia,129278,100,959,"[4,2,3]",3,{},600,600,0,0,600,427,2535.60427781529,True,100
562,2,Ilex glabra,129347,100,152,[1],1,{},152,152,1,0,151,132,2760.441630419898,True,100
563,3,Viola hastata,129361,100,897,"[5,3,1]",3,{},497,497,0,0,497,450,1308.902751279952,True,100
564,4,Honckenya peploides,129446,100,160,[1],1,{},160,160,6,0,154,132,10140.577689131444,True,100
565,5,Scilla verna,129499,100,506,"[2,3,1]",3,{},506,506,0,0,506,441,2554.247935408418,True,100
566,6,Asclepias quadrifolia,129548,100,565,"[2,3,1]",3,{},565,565,0,0,565,491,2248.517408047725,True,100
567,7,Scutellaria parvula,129652,100,149,[1],1,{},149,149,0,0,149,141,2625.074033002889,True,100
568,0,Lespedeza bicolor,129677,100,135,[1],1,{},135,135,2,0,133,118,12069.533248768294,True,100
569,1,Disphyma crassifolium,129732,100,115,[1],1,{},115,115,1,0,114,104,19360.608462751094,True,100
570,2,Galactia elliottii,130045,100,667,"[2,3,4]",3,{},467,467,1,0,466,331,742.2927194827803,True,100
571,3,Homogyne alpina,130479,100,165,[1],1,{},165,165,0,0,165,152,2362.0117322467963,True,100
572,4,Biscutella laevigata,130492,100,148,[1],1,{},148,148,0,0,148,127,2642.3632371208955,True,100
573,5,Bistorta vivipara,130545,100,671,"[3,4,1]",3,{},471,471,13,0,458,369,12707.33983899185,True,100
574,6,Gentiana acaulis,130558,100,409,"[1,3,2]",3,{},409,409,0,0,409,303,2037.304764028723,True,100
575,7,Gomphrena serrata,130869,100,179,[1],1,{},179,179,1,0,178,127,19155.70820616021,True,100
576,0,Erechtites hieraciifolius,130888,100,705,"[3,2,1]",3,{},600,600,0,0,600,483,19690.902678578062,True,100
577,1,Nabalus albus,130950,100,291,"[2,1]",2,{},291,291,0,0,291,262,2555.866849249379,True,100
578,2,Nabalus altissimus,130951,100,291,"[1,2]",2,{},291,291,0,0,291,243,3132.743179833373,True,100
579,3,Gentiana clusii,131140,100,253,"[1,2]",2,{},253,253,1,0,252,208,1708.2070775305406,True,100
580,4,Erigeron quercifolius,131153,100,218,"[2,1]",2,{},218,218,0,0,218,193,1401.1440466850945,True,100
581,5,Melothria pendula,131557,100,429,"[2,3,1]",3,{},429,429,3,0,426,379,19880.154080885724,True,100
582,6,Alysicarpus vaginalis,131566,100,134,[1],1,{},134,134,6,0,128,112,19110.53721819963,True,100
583,7,Orchis militaris,131605,100,625,"[1,4,3]",3,{},425,425,0,0,425,269,7357.828600339181,True,100
584,0,Rhexia alifanus,131637,100,295,"[1,2]",2,{},295,295,1,0,294,215,1579.8919928899368,True,100
585,1,Banksia ericifolia,131642,100,391,"[1,2]",2,{},391,391,1,0,390,291,11601.485823059422,True,100
586,2,Veronica spicata,132118,100,559,"[3,2,1]",3,{},559,559,2,0,557,451,6019.939781124623,True,100
587,3,Cochlospermum vitifolium,132130,100,239,"[1,2]",2,{},239,239,8,0,231,188,8612.089113230966,True,100
588,4,Cardamine amara,132481,100,238,"[1,2]",2,{},238,238,1,0,237,207,4436.095843640432,True,100
589,5,Orchis mascula,132621,100,1360,"[4,3,1]",3,{},600,600,93,0,506,392,4645.490525245231,True,100
590,6,Rhynchospora colorata,132685,100,187,[1],1,{},187,187,0,0,187,140,4005.173109403297,True,100
591,7,Eutrochium fistulosum,132717,100,240,"[1,2]",2,{},240,240,0,0,240,207,2568.432172973561,True,100
592,0,Rubus pubescens,132855,100,316,"[1,2]",2,{},316,316,2,0,314,226,5012.0831792027775,True,100
593,1,Actaea spicata,133005,100,143,[1],1,{},143,143,0,0,143,131,9897.907279834228,True,100
594,2,Chrysosplenium alternifolium,133031,100,829,"[5,1,3]",3,{},429,429,1,0,428,337,4278.328599731016,True,100
595,3,Linum alpinum,133064,100,121,[1],1,{},121,121,0,0,121,108,2034.0784669862032,True,100
596,4,Cruciata glabra,133145,100,164,[1],1,{},164,164,0,0,164,132,3123.4421547556008,True,100
597,5,Linaria triornithophora,133164,100,240,"[1,2]",2,{},240,240,1,0,239,195,504.3961873597527,True,100
598,6,Portulaca pilosa,133294,100,912,"[2,1,3]",3,{},600,600,2,0,598,529,19424.56617130761,True,100
599,7,Lantana involucrata,133331,100,131,[1],1,{},131,131,1,0,130,126,2895.4146815180097,True,100
600,0,Impatiens balsamina,133350,100,132,[1],1,{},132,132,9,0,123,110,19959.36593688847,True,100
601,1,Buxus sempervirens,133397,100,171,[1],1,{},171,171,0,0,171,150,10168.696127855344,True,100
602,2,Hippocrepis comosa,133488,100,347,"[1,2]",2,{},347,347,1,0,346,268,2275.9418510680525,True,100
603,3,Phyteuma spicatum,133517,100,331,"[1,2]",2,{},331,331,1,0,330,274,2377.935616632611,True,100
604,4,Cirsium oleraceum,133653,100,363,"[2,1]",2,{},363,363,1,0,362,297,5248.754479297773,True,100
605,5,Voyria aphylla,133665,100,204,"[2,1]",2,{},204,204,7,0,197,161,7445.796232830138,True,100
606,6,Cornus suecica,134125,100,330,"[2,1]",2,{},330,330,9,0,321,294,9936.059468072595,True,100
607,7,Gnaphalium uliginosum,136366,100,136,[1],1,{},136,136,0,0,136,103,9316.451344248331,True,100
608,0,Senna hebecarpa,136373,100,144,[1],1,{},144,144,0,0,144,137,2039.2993660950992,True,100
609,1,Rudbeckia triloba,136376,100,2942,"[4,12,13]",3,{},600,600,0,0,600,582,9117.632552245015,True,100
610,2,Verbesina occidentalis,136384,100,415,"[3,1,2]",3,{},415,415,0,0,415,352,1839.5439932812567,True,100
611,3,Acacia ulicifolia,139880,100,802,"[5,2,3]",3,{},402,402,1,0,401,281,2090.89237497194,True,100
612,4,Himantoglossum adriaticum,140593,100,224,"[1,2]",2,{},224,224,0,0,224,158,994.0387164616188,True,100
613,5,Caladenia catenata,140836,100,263,"[2,1]",2,{},263,263,1,0,262,170,2823.107908918601,True,100
614,6,Leonotis nepetifolia,141634,100,939,"[3,5,2]",3,{},539,539,4,0,535,415,19969.80467236561,True,100
615,7,Symplocos tinctoria,141855,100,158,[1],1,{},158,158,0,0,158,122,1943.9461218520305,True,100
616,0,Symphyotrichum pilosum,142279,100,675,"[2,3,4]",3,{},475,475,0,0,475,319,11762.928870812872,True,100
617,1,Megaskepasma erythrochlamys,142283,100,120,[1],1,{},120,120,1,0,119,119,19842.42669752504,True,100
618,2,Vernonia noveboracensis,142979,100,334,"[1,2]",2,{},334,334,1,0,333,284,1934.8240295954056,True,100
619,3,Kennedia prostrata,143356,100,612,"[3,4,2]",3,{},412,412,1,0,411,277,3409.182801915842,True,100
620,4,Drosera macrantha,143359,100,272,"[2,1]",2,{},272,272,2,0,270,163,844.8439268469249,True,100
621,5,Salvia glutinosa,143418,100,365,"[2,1]",2,{},365,365,1,0,364,295,8810.976724980583,True,100
622,6,Persicaria virginiana,144047,100,717,"[1,2,4]",3,{},517,517,0,0,517,431,2548.5724333726507,True,100
623,7,Euonymus obovatus,144192,100,140,[1],1,{},140,140,0,0,140,132,1271.9686437924915,True,100
624,0,Solidago ptarmicoides,144194,100,545,"[3,2,1]",3,{},545,545,0,0,545,431,2698.149890123136,True,100
625,1,Fritillaria pyrenaica,144275,100,157,[1],1,{},157,157,1,0,156,119,1001.5028707956104,True,100
626,2,Loeselia mexicana,146622,100,1077,"[2,3,5]",3,{},600,600,0,0,600,400,1672.723402099547,True,100
627,3,Clematis pitcheri,148019,100,309,"[2,1]",2,{},309,309,0,0,309,271,2545.003216426141,True,100
628,4,Elephantopus tomentosus,152133,100,211,"[2,1]",2,{},211,211,0,0,211,183,13835.877943305348,True,100
629,5,Rubus chamaemorus,153003,100,1036,"[2,4,3]",3,{},600,600,130,0,470,408,8569.839783503727,True,100
630,6,Cercis siliquastrum,153440,100,193,[1],1,{},193,193,0,0,193,177,17141.036762888012,True,100
631,7,Rhododendron canadense,153942,100,821,"[1,4,5]",3,{},421,421,4,0,417,388,1952.0809004855032,True,100
632,0,Salvia tiliifolia,153953,100,474,"[1,3,2]",3,{},474,474,1,0,473,356,17277.566856518486,True,100
633,1,Tinantia erecta,153994,100,180,[1],1,{},180,180,1,0,179,143,8925.266631128496,True,100
634,2,Tithonia tubaeformis,154022,100,176,[1],1,{},176,176,1,0,175,131,17540.25475539649,True,100
635,3,Lysimachia nemorum,154224,100,359,"[1,2]",2,{},359,359,2,0,357,304,2768.3433424604063,True,100
636,4,Oxytropis campestris,154238,100,306,"[2,1]",2,{},306,306,3,0,303,245,9122.574088787103,True,100
637,5,Pycnanthemum virginianum,154473,100,257,"[1,2]",2,{},257,257,0,0,257,220,2170.6552184878765,True,100
638,6,Cunila origanoides,154543,100,174,[1],1,{},174,174,0,0,174,153,1953.4995020135343,True,100
639,7,Cornus sanguinea,155124,100,604,"[4,1,3]",3,{},404,404,0,0,404,342,9832.860905666572,True,100
640,0,Phytolacca octandra,155483,100,400,"[2,1]",2,{},400,400,3,0,397,319,17753.066228780004,True,100
641,1,Abutilon fruticosum,157838,100,170,[1],1,{},170,170,2,0,168,138,15136.86540984167,True,100
642,2,Aethusa cynapium,158043,100,141,[1],1,{},141,141,0,0,141,120,9163.410060003727,True,100
643,3,Ageratina havanensis,158108,100,164,[1],1,{},164,164,0,0,164,139,3093.4552845295943,True,100
644,4,Allium scorodoprasum,158194,100,212,"[1,2]",2,{},212,212,1,0,211,189,8271.921972202794,True,100
645,5,Aquilegia brevistyla,158459,100,208,"[2,1]",2,{},208,208,0,0,208,174,3605.0302475144,True,100
646,6,Arbutus xalapensis,158552,100,131,[1],1,{},131,131,0,0,131,126,2137.929332307811,True,100
647,7,Astragalus glycyphyllos,158900,100,210,"[1,2]",2,{},210,210,1,0,209,186,6196.5851023269415,True,100
648,0,Blephilia ciliata,159273,100,145,[1],1,{},145,145,0,0,145,127,1416.5941566767528,True,100
649,1,Bryonia alba,159507,100,111,[1],1,{},111,111,1,0,110,102,10602.013978095933,True,100
650,2,Bunias orientalis,159601,100,534,"[2,1,3]",3,{},534,534,2,0,532,352,5881.809468800826,True,100
651,3,Calopogon barbatus,159699,100,412,"[3,1,2]",3,{},412,412,1,0,411,179,804.799433615547,True,100
652,4,Calystegia spithamaea,159727,100,165,[1],1,{},165,165,0,0,165,138,1922.9023015263328,True,100
653,5,Campanula latifolia,159760,100,214,"[1,2]",2,{},214,214,1,0,213,152,11805.5744662454,True,100
654,6,Campanula patula,159763,100,1308,"[5,4,2]",3,{},600,600,0,0,600,462,4770.696564211329,True,100
655,7,Carex sprengelii,160108,100,209,"[2,1]",2,{},209,209,0,0,209,183,3498.5396174551,True,100
656,0,Centratherum punctatum,160297,100,266,"[2,1]",2,{},266,266,14,0,252,210,19792.78224936249,True,100
657,1,Chelone lyonii,160493,100,247,"[1,2]",2,{},247,247,1,0,246,234,1990.8773824539571,True,100
658,2,Clinopodium gracile,160757,100,201,"[2,1]",2,{},201,201,1,0,200,156,16163.910739357028,True,100
659,3,Commelina diffusa,160818,100,1090,"[6,1,4]",3,{},490,490,10,0,480,424,19851.767365368098,True,100
660,4,Crepis biennis,161116,100,142,[1],1,{},142,142,0,0,142,110,8655.12780548525,True,100
661,5,Cyperus dentatus,161429,100,129,[1],1,{},129,129,0,0,129,112,1048.5132715972595,True,100
662,6,Cypripedium guttatum,161505,100,144,[1],1,{},144,144,11,0,133,110,9303.277353925714,True,100
663,7,Delphinium bicolor,161657,100,159,[1],1,{},159,159,0,0,159,122,1214.6844644499392,True,100
664,0,Delphinium sutherlandii,161678,100,200,[1],1,{},200,200,0,0,200,145,530.0424260620107,True,100
665,1,Dicliptera brachiata,161826,100,150,[1],1,{},150,150,0,0,150,145,2169.3818874742506,True,100
666,2,Diplacus puniceus,161947,100,1125,"[4,2,1]",3,{},600,600,1,0,599,409,322.001481706602,True,100
667,3,Drosera brevifolia,162093,100,137,[1],1,{},137,137,1,0,136,108,8751.327632016335,True,100
668,4,Echium italicum,162206,100,285,"[1,2]",2,{},285,285,0,0,285,253,5540.562204218546,True,100
669,5,Ehretia anacua,162209,100,227,"[1,2]",2,{},227,227,0,0,227,210,1029.3311115550732,True,100
670,6,Erica tetralix,162431,100,302,"[2,1]",2,{},302,302,0,0,302,240,2870.161944006495,True,100
671,7,Eriogonum jamesii,162620,100,126,[1],1,{},126,126,0,0,126,103,1094.572288181634,True,100
672,0,Eriogonum niveum,162640,100,256,"[2,1]",2,{},256,256,0,0,255,180,768.7524987516465,True,100
673,1,Eryngium planum,162710,100,185,[1],1,{},185,185,2,0,183,139,19161.430959102163,True,100
674,2,Escallonia rubra,162726,100,224,"[1,2]",2,{},224,224,0,0,224,188,19290.71186211197,True,100
675,3,Eysenhardtia texana,162927,100,351,"[1,2]",2,{},351,351,0,0,351,296,1052.095756383483,True,100
676,4,Frasera fastigiata,163075,100,149,[1],1,{},149,149,0,0,149,133,225.53894857826765,True,100
677,5,Galium palustre,163184,100,418,"[2,3,1]",3,{},418,418,2,0,416,316,19910.413240425223,True,100
678,6,Gentiana linearis,163229,100,293,"[1,2]",2,{},293,293,0,0,293,242,2081.406002879265,True,100
679,7,Geranium caespitosum,163256,100,252,"[2,1]",2,{},252,252,0,0,252,207,1442.7688366695588,True,100
680,0,Geranium sibiricum,163265,100,475,"[3,1,2]",3,{},475,475,9,0,466,310,11501.735505628314,True,100
681,1,Guzmania monostachia,163447,100,116,[1],1,{},116,116,3,0,113,106,2939.612852324807,True,100
682,2,Hamamelis vernalis,163518,100,156,[1],1,{},156,156,0,0,156,117,8508.972268338033,True,100
683,3,Helleborus viridis,163661,100,298,"[1,2]",2,{},298,298,0,0,298,218,2201.4222160865165,True,100
684,4,Herbertia lahue,163683,100,745,"[3,4,1]",3,{},545,545,5,0,540,467,18876.649779192277,True,100
685,5,Hydrocotyle americana,163870,100,181,[1],1,{},181,181,0,0,181,152,2397.710118604953,True,100
686,6,Ipomoea amnicola,164076,100,324,"[1,2]",2,{},324,324,0,0,324,268,7739.49040328715,True,100
687,7,Ipomoea nil,164091,100,332,"[2,1]",2,{},332,332,1,0,331,227,19915.12865151772,True,100
688,0,Lomatium columbianum,164720,100,294,"[2,1]",2,{},294,294,0,0,294,215,149.64701002538268,True,100
689,1,Lomatium geyeri,164730,100,201,"[2,1]",2,{},201,201,0,0,201,128,496.6636785929189,True,100
690,2,Lupinus havardii,164898,100,294,"[2,1]",2,{},294,294,0,0,294,246,304.307396538789,True,100
691,3,Matelea edwardsensis,165190,100,218,"[2,1]",2,{},218,218,1,0,217,151,472.2214155893817,True,100
692,4,Mecardonia procumbens,165207,100,264,"[1,2]",2,{},264,264,3,0,261,221,19700.047392280085,True,100
693,5,Melastoma candidum,165229,100,126,[1],1,{},126,126,0,0,126,104,7368.266839958945,True,100
694,6,Melastoma malabathricum,165230,100,186,[1],1,{},186,186,10,0,176,151,13001.3458208945,True,100
695,7,Moricandia arvensis,165527,100,139,[1],1,{},139,139,0,0,139,115,2295.8281015990588,True,100
696,0,Nemastylis geminiflora,165669,100,253,"[1,2]",2,{},253,253,0,0,253,238,1219.3555574992886,True,100
697,1,Nicotiana longiflora,165704,100,159,[1],1,{},159,159,2,0,157,111,14707.977749832438,True,100
698,2,Nymphoides indica,165759,100,246,"[2,1]",2,{},246,246,6,0,240,181,18685.11760502873,True,100
699,3,Ochna serrulata,165763,100,129,[1],1,{},129,129,2,0,127,108,18687.72323507404,True,100
700,4,Omphalodes verna,165840,100,135,[1],1,{},135,135,0,0,135,117,2638.4683097272773,True,100
701,5,Opuntia macrorhiza,165891,100,108,[1],1,{},108,108,0,0,108,104,11224.737217772996,True,100
702,6,Palafoxia texana,166061,100,113,[1],1,{},113,113,0,0,113,101,436.3776487686262,True,100
703,7,Parthenium confertum,166157,100,170,[1],1,{},170,170,0,0,170,147,1272.002404634444,True,100
704,0,Pedicularis verticillata,166253,100,234,"[2,1]",2,{},234,234,1,0,233,185,9829.71537822805,True,100
705,1,Pediomelum argophyllum,166263,100,168,[1],1,{},168,168,0,0,168,143,1490.596897220902,True,100
706,2,Phlox longifolia,166706,100,462,"[2,1,3]",3,{},462,462,1,0,461,323,1968.2040766614573,True,100
707,3,Phlox roemeriana,166722,100,170,[1],1,{},170,170,0,0,170,149,362.7539635892785,True,100
708,4,Physocarpus malvaceus,166852,100,175,[1],1,{},175,175,0,0,175,158,1736.2154658839186,True,100
709,5,Portulaca suffrutescens,167315,100,147,[1],1,{},147,147,0,0,147,128,1332.3477991478258,True,100
710,6,Portulaca umbraticola,167316,100,211,"[1,2]",2,{},211,211,3,0,208,202,19963.600083155536,True,100
711,7,Ranunculus glacialis,167723,100,185,[1],1,{},185,185,0,0,185,145,3728.836101503783,True,100
712,0,Ruellia metziae,168218,100,180,[1],1,{},180,180,0,0,180,161,3199.8093912175977,True,100
713,1,Salvia nemorosa,168387,100,379,"[1,2]",2,{},379,379,1,0,378,274,11376.519382943416,True,100
714,2,Salvia texana,168400,100,174,[1],1,{},174,174,0,0,174,126,948.7657390874326,True,100
715,3,Satureja montana,168442,100,165,[1],1,{},165,165,0,0,165,129,2456.4332307310665,True,100
716,4,Saxifraga tridactylites,168479,100,577,"[2,3,1]",3,{},577,577,0,0,577,410,11107.294667505435,True,100
717,5,Scutellaria serrata,168725,100,167,[1],1,{},167,167,0,0,167,156,822.4195325954634,True,100
718,6,Senna lindheimeriana,168843,100,246,"[2,1]",2,{},246,246,0,0,246,202,1501.0790714220475,True,100
719,7,Sericocarpus linifolius,168857,100,150,[1],1,{},150,150,0,0,150,103,2081.09508482,True,100
720,0,Sidalcea candida,168940,100,158,[1],1,{},158,158,0,0,158,140,7537.7388892178915,True,100
721,1,Silene rotundifolia,168976,100,112,[1],1,{},112,112,0,0,112,103,457.8287383843193,True,100
722,2,Silphium integrifolium,168993,100,248,"[1,2]",2,{},248,248,0,0,248,220,1463.307903030404,True,100
723,3,Solanum pseudocapsicum,169078,100,176,[1],1,{},176,176,1,0,175,164,19944.545014669384,True,100
724,4,Solidago hispida,169109,100,121,[1],1,{},121,121,0,0,121,115,3284.537294161885,True,100
725,5,Stevia serrata,169389,100,316,"[1,2]",2,{},316,316,0,0,316,225,4824.246989254002,True,100
726,6,Talinum paniculatum,169540,100,286,"[1,2]",2,{},286,286,4,0,282,236,19796.700051831136,True,100
727,7,Thelesperma filifolium,169675,100,302,"[1,2]",2,{},302,302,0,0,302,201,1683.4985084067025,True,100
728,0,Thymus praecox,169752,100,298,"[2,1]",2,{},298,298,1,0,297,230,5169.17913887064,True,100
729,1,Tillandsia tenuifolia,169769,100,111,[1],1,{},111,111,0,0,111,105,3914.4822798718856,True,100
730,2,Trigonotis peduncularis,169982,100,140,[1],1,{},140,140,0,0,140,114,2495.915855776369,True,100
731,3,Tripolium pannonicum,170020,100,368,"[2,1]",2,{},368,368,2,0,366,253,10320.9843719094,True,100
732,4,Trixis inula,170046,100,180,[1],1,{},180,180,0,0,180,125,2253.3555277569385,True,100
733,5,Veronica alpina,170185,100,153,[1],1,{},153,153,0,0,153,118,8142.691279405259,True,100
734,6,Veronica cymbalaria,170188,100,546,"[3,2,1]",3,{},546,546,2,0,544,417,20001.911174059973,True,100
