species,inat_taxon_id,after_observer_cap,maximum_span_km,selected_raw_photo_target
Solidago rigida,125721,181,3277.1477635607657,100
Lathyrus pratensis,125787,178,8883.69750532893,100
Kerria japonica,125788,190,19967.49068421452,100
Spiraea japonica,125790,198,19484.24518701661,100
Prunus caroliniana,125845,181,2221.748449596886,100
Cardamine douglassii,125902,185,1412.6006908779364,100
Staphylea trifolia,126169,194,2140.698758374886,100
Phlox drummondii,126177,144,2324.311600558708,100
Gagea lutea,126188,169,4906.799346847327,100
Corydalis cava,126193,189,4028.623032371208,100
Akebia quinata,126249,133,19030.629712704373,100
Coptis trifolia,126251,178,10848.837989487904,100
Ipomoea hederifolia,126300,179,19245.61748886922,100
Hamelia patens,126305,189,17091.60576668098,100
Habenaria floribunda,126309,167,3455.6701596508906,100
Rhexia mariana,126318,147,2328.4179878792047,100
Wigandia urens,126332,105,14368.963233267004,100
Trillium recurvatum,126334,189,1935.6835987756167,100
Sabatia stellaris,126339,160,3730.423041593465,100
Lygodesmia aphylla,126341,115,663.1519936084967,100
Bejaria racemosa,126342,174,573.0043302342839,100
Anemone virginiana,126369,181,3336.132292493478,100
Ranunculus abortivus,126371,189,3350.9199863307576,100
Vaccinium elliottii,126375,166,1706.1205725268292,100
Mazus pumilus,126376,186,19298.41549051881,100
Campanula scheuchzeri,126421,111,2411.65662568932,100
Parthenium hysterophorus,126424,188,19886.636602532664,100
Stachys floridana,126483,180,1827.4045376662027,100
Salvia misella,126484,161,17868.744163385243,100
Calycanthus floridus,126485,188,2233.597183035151,100
Viola rostrata,126516,187,1693.7007424849478,100
Verbascum pulverulentum,126536,102,19714.907732962365,100
Helleborus orientalis,126550,104,19091.90096955336,100
Rhododendron albiflorum,126556,182,2044.4432216338764,100
Phyllodoce glanduliflora,126558,108,4126.631203481467,100
Vaccinium oxycoccos,126560,190,9431.772050586867,100
Tripsacum dactyloides,126563,137,3597.101845874395,100
Helianthus debilis,126565,178,1997.5705564129407,100
Spathodea campanulata,126566,185,19931.15952946278,100
Stachytarpheta cayennensis,126569,119,19464.260943045912,100
Centaurea nigra,126575,167,19944.52291999002,100
Etlingera elatior,126577,138,19969.75376458024,100
Paederia foetida,126581,163,17096.575503120705,100
Hemerocallis fulva,126583,196,19062.71895262012,100
Hibiscus syriacus,126585,188,18583.34415382857,100
Piloblephis rigida,126595,165,483.9632099034927,100
Xyris ambigua,126617,127,1813.641022389496,100
Ruellia simplex,126633,142,19562.818779535377,100
Pyrostegia venusta,126634,180,19739.649113458407,100
Hyacinthus orientalis,126637,194,19265.077872036385,100
Allium canadense,126641,185,3292.704770721956,100
Symphyotrichum ericoides,126654,193,3919.30254329145,100
Eurybia macrophylla,126655,192,2353.722923916835,100
Solidago uliginosa,126657,111,2745.2961247985777,100
Solidago puberula,126658,105,2266.833809980644,100
Oenothera pallida,126663,174,2170.323727825678,100
Sphaeralcea coccinea,126671,183,2493.266455616193,100
Rhus copallinum,126698,192,2710.480587547597,100
Helianthus angustifolius,126700,155,2309.985360180868,100
Oclemena reticulata,126701,142,577.4157701042567,100
Stellaria pubera,126702,183,1263.5487070227782,100
Fatsia japonica,126735,106,19509.064760049285,100
Uvularia grandiflora,126749,193,2051.7959915003853,100
Lathyrus vernus,126756,194,5771.629953144376,100
Mercurialis perennis,126757,154,4094.871181641997,100
Pycnanthemum muticum,126768,137,2612.123805915868,100
Hymenocallis liriosme,126794,174,1037.9107977073038,100
Viola striata,126799,185,2087.711259455936,100
Prunus mahaleb,126808,179,19598.94517150423,100
Spiraea alba,126823,140,3619.176147162473,100
Vitex rotundifolia,126845,182,16588.728969511976,100
Viola rotundifolia,126864,160,1811.2561398665653,100
Ipomoea quamoclit,126869,187,19730.731442340613,100
Berberis aquifolium,126887,195,11248.617891847232,100
Solidago sempervirens,126888,182,2451.078037545577,100
Krameria lanceolata,126890,169,2843.165932550832,100
Pycnanthemum tenuifolium,126891,169,2693.2366456157565,100
Senecio viscosus,126892,178,9313.395969116618,100
Plumbago zeylanica,126980,167,19844.57434382706,100
Nandina domestica,127010,149,19462.777955487672,100
Phlox pilosa,127020,183,2292.086607777888,100
Vaccinium myrtillus,127029,188,10589.084344829977,100
Argemone albiflora,127032,115,1897.6732868464248,100
Sophora tomentosa,127036,147,18899.86283020244,100
Vernonia gigantea,127037,185,1973.387381551992,100
Scutellaria integrifolia,127045,168,2096.768443214864,100
Conradina canescens,127059,187,330.08767382394524,100
Ornithogalum nutans,127065,194,10825.941953653555,100
Youngia japonica,127066,188,19812.75491182435,100
Crataegus viridis,127068,120,2065.6098766849364,100
Calyptridium umbellatum,127100,159,1257.9979577124348,100
Mazus miquelii,127156,125,12654.28371842978,100
Asclepias subverticillata,127159,161,2156.5546765111167,100
Securigera varia,127186,169,16812.843263652834,100
Myosotis stricta,127196,170,19679.507575256863,100
Eriophorum angustifolium,127215,101,9231.731175977677,100
Zephyranthes atamasco,127264,170,3151.519805632912,100
Cirsium horridulum,127269,193,2856.592733471101,100
Borrichia frutescens,127270,180,3451.8028807680894,100
Canna flaccida,127279,189,13494.323585753447,100
Coccoloba uvifera,127284,150,18913.245063067712,100
Wisteria sinensis,127306,197,19753.17847794628,100
Carex pensylvanica,127326,159,2100.800684317044,100
Vicia sepium,127345,180,6510.625887365819,100
Balduina angustifolia,127348,119,864.9446383826278,100
Cyclamen hederifolium,127355,157,11016.551325964048,100
Sanicula odorata,127367,113,2204.2262277381737,100
Sisyrinchium montanum,127372,174,9889.115279973204,100
Daphne laureola,127391,177,19889.61941132284,100
Leycesteria formosa,127412,174,19408.133834036016,100
Sedum ternatum,127597,189,1940.31863744034,100
Rhodotypos scandens,127609,194,11052.172798621748,100
Trichostema dichotomum,127634,187,2899.5631189367627,100
Clematis drummondii,127637,150,1917.0367540468849,100
Urena lobata,127638,189,19871.760690955707,100
Cardamine angustata,127680,118,1840.399932147708,100
Centrosema virginianum,127681,189,7856.860483301633,100
Viola blanda,127684,177,2198.6433793033384,100
Eurybia divaricata,127685,165,1518.5198189021778,100
Echinacea pallida,127689,179,1723.2342225733182,100
Asclepias hirtella,127690,132,1944.71219502294,100
Asclepias variegata,127691,193,2033.4620731119248,100
Pulsatilla patens,127860,139,7711.018530619877,100
Packera obovata,127891,178,2816.8850796031643,100
Portulaca amilis,127899,193,11561.443850805195,100
Magnolia virginiana,127906,118,2204.0700218663947,100
Chamaecrista fasciculata,127907,193,3025.5469549535137,100
Streptopus lanceolatus,127916,182,4921.0647021697805,100
Viola nuttallii,127918,104,1742.9709406746388,100
Caulophyllum giganteum,127920,182,1665.3159254839595,100
Callirhoe involucrata,127941,172,2117.386207071921,100
Verbena rigida,127942,191,19668.30817948045,100
Engelmannia peristenia,127943,170,1657.441222759642,100
Packera paupercula,127945,173,4935.486739361622,100
Heuchera richardsonii,127946,134,2706.522246935242,100
Broussonetia papyrifera,128032,171,19812.01070588287,100
Ceanothus herbaceus,128036,186,2687.0208223821696,100
Corydalis flavula,128038,181,1870.1951500370728,100
Viola cucullata,128040,163,2993.812417332711,100
Hypericum tetrapetalum,128076,148,767.807807795094,100
Castilleja levisecta,128077,133,489.9517070227232,100
Limodorum abortivum,128137,185,4824.758216466416,100
Cirsium texanum,128152,179,1082.6976704126605,100
Castilleja hispida,128204,189,1124.095726039691,100
Gomphrena globosa,128268,115,19835.3175117676,100
Argemone mexicana,128533,173,19328.317380932003,100
Solidago rugosa,128551,176,3607.596799488854,100
Dactylorhiza viridis,128599,158,11619.69603236056,100
Viola lanceolata,128617,160,5076.216472670452,100
Hackelia virginiana,128620,175,2002.668558801268,100
Asimina reticulata,128630,180,439.0781911570361,100
Anemone caroliniana,128651,150,1778.76523949114,100
Salvia coccinea,128652,156,15132.850977746217,100
Ruellia caroliniensis,128653,171,2100.8528724109265,100
Solanum laxum,128667,131,19894.83964963936,100
Hydrocotyle sibthorpioides,128684,192,19068.103047138226,100
Salvia verticillata,128689,174,3886.6362436177865,100
Salvia reflexa,128693,141,17133.425973838144,100
Eryngium yuccifolium,128695,181,2591.906831602348,100
Verbena brasiliensis,128698,178,18824.534600545085,100
Desmanthus illinoensis,128701,190,12580.244557507418,100
Verbesina helianthoides,128704,113,1445.2489917002183,100
Crinum americanum,128713,185,8312.590037285781,100
Thalictrum pubescens,128715,155,2394.200297073981,100
Erythrina herbacea,128717,199,1958.7905842808527,100
Puschkinia scilloides,128724,193,10362.220173676467,100
Allium drummondii,128731,146,1137.9085884102,100
Pyrrhopappus carolinianus,128733,159,2136.478041718974,100
Eriophorum vaginatum,128735,190,8982.93301984169,100
Prunus mexicana,128755,181,1896.4509348545416,100
Asclepias humistrata,128756,149,1173.4516984096183,100
Sacoila lanceolata,128757,105,8897.025411661469,100
Acacia genistifolia,128763,164,1163.6237288096645,100
Physalis heterophylla,128768,185,2840.1703285913723,100
Ligustrum sinense,128769,200,18879.920054432336,100
Fritillaria camschatcensis,128770,144,7605.524623895652,100
Parnassia asarifolia,128774,139,770.163715241631,100
Campanula punctata,128781,176,11598.016157325306,100
Aronia melanocarpa,128798,171,3479.3823116230774,100
Gaylussacia baccata,128805,176,2277.016405329661,100
Lobelia spicata,128839,199,2601.584514087916,100
Lobelia fenestralis,128840,164,1594.6406846526038,100
Rosa setigera,128841,195,2506.444580921557,100
Tolmiea menziesii,128848,176,7530.092108042973,100
Saxifraga bronchialis,128874,157,10014.276152170063,100
Saxifraga oppositifolia,128880,144,9163.887501797655,100
Asarum europaeum,128901,165,5500.067279529675,100
Phacelia fimbriata,128926,173,596.5648339997656,100
Croton glandulosus,128938,106,8674.921944866908,100
Silene stellata,128942,189,1906.7154657161511,100
Hydrolea ovata,128996,159,1206.185619763492,100
Lythrum alatum,128998,186,2968.5662146147947,100
Veronica officinalis,129020,162,17602.93963047293,100
Cryptotaenia canadensis,129021,184,2072.0184748602974,100
Euthamia caroliniana,129032,143,2702.10211116386,100
Thunbergia grandiflora,129036,136,19959.789060620034,100
Petasites japonicus,129038,191,12796.331583000454,100
Physocarpus opulifolius,129048,187,10060.034579499108,100
Tulipa gesneriana,129054,173,10938.867502138692,100
Fumaria muralis,129075,177,19962.95617732456,100
Pedicularis sylvatica,129098,177,2975.780440153447,100
Emilia fosbergii,129103,124,19719.724302089107,100
Robinia hispida,129107,199,19463.413305723483,100
Knautia arvensis,129115,180,9206.870593073469,100
Lotus subbiflorus,129169,157,19768.10783861388,100
Rosa carolina,129196,180,2271.0944528190307,100
Medicago arborea,129271,111,19543.32466707394,100
Verbena urticifolia,129278,175,2337.321444870558,100
Chrysogonum virginianum,129314,141,1260.204479667654,100
Ceanothus americanus,129315,193,2704.9314645404925,100
Coreopsis verticillata,129322,122,8677.18339402127,100
Passiflora suberosa,129327,145,19769.35779312379,100
Ilex glabra,129347,132,2760.441630419898,100
Viola hastata,129361,189,1303.438998832656,100
Globularia alypum,129396,160,3226.383621051599,100
Aristea ecklonii,129401,168,17087.858670436573,100
Dietes iridioides,129407,100,14420.62517790331,100
Lyonia lucida,129433,157,1410.4981527445952,100
Honckenya peploides,129446,132,10140.577689131444,100
Umbilicus rupestris,129454,172,4359.687916684713,100
Scilla verna,129499,185,2175.442705347748,100
Desmodium canadense,129505,176,2608.2510185315173,100
Asclepias quadrifolia,129548,192,2207.706124708286,100
Oenothera fruticosa,129556,140,1711.5079342449667,100
Symphyotrichum laeve,129607,169,10026.345111863626,100
Fleischmannia incarnata,129639,134,1852.245241502041,100
Scutellaria parvula,129652,141,2625.074033002889,100
Coreopsis major,129672,168,1224.7334799575929,100
Lespedeza bicolor,129677,118,12069.533248768294,100
Dichrostachys cinerea,129706,135,16402.86089337073,100
Disphyma crassifolium,129732,104,19360.608462751094,100
Carpobrotus acinaciformis,129759,172,16770.333620334564,100
Cephalanthera rubra,129834,193,5193.459467018283,100
Stachys sylvatica,129850,174,19729.134085251942,100
Geranium sanguineum,129853,194,10803.64836823188,100
Viburnum prunifolium,129977,186,1889.7380847084205,100
Ruellia strepens,130044,186,1976.5550263472185,100
Galactia elliottii,130045,177,688.3519205974808,100
Vernonia baldwinii,130124,161,1598.270439465058,100
Hyptis mutabilis,130175,155,8225.577773476185,100
Convolvulus equitans,130184,182,2306.514516192014,100
Helianthus maximiliani,130192,184,3998.197059254938,100
Ipomoea imperati,130193,189,12835.20046500163,100
Rubus pedatus,130220,181,8004.535546430179,100
Heracleum mantegazzianum,130228,164,19320.59774500998,100
Taenidia integerrima,130364,116,1797.018177373788,100
Osmorhiza claytonii,130367,180,2110.691607777254,100
Osmorhiza longistylis,130368,189,3342.810695760064,100
Cicuta bulbifera,130369,105,3765.706336849222,100
Cyanthillium cinereum,130374,131,19226.910624626704,100
Solidago nemoralis,130377,181,3928.175396554208,100
Liatris punctata,130379,177,2727.975393854741,100
Liatris aspera,130380,177,2002.3863888115325,100
Liatris ligulistylis,130381,164,2120.99017672779,100
Heliopsis helianthoides,130382,185,11495.127220108763,100
Astragalus alpinus,130478,136,11360.797301503602,100
Homogyne alpina,130479,152,2362.0117322467963,100
Biscutella laevigata,130492,127,2642.3632371208955,100
Geum montanum,130537,143,2512.445391211688,100
Rhododendron ferrugineum,130539,190,1373.5853698167634,100
Crepis aurea,130543,115,738.1150776825834,100
Bistorta vivipara,130545,177,12461.834664736729,100
Hydrangea arborescens,130554,187,9284.40396051274,100
Gentiana acaulis,130558,170,2083.015885607816,100
Rhexia virginica,130690,182,3015.8670259240325,100
Prenanthes purpurea,130694,189,1997.7818123531413,100
Tofieldia calyculata,130710,186,1745.6814043697657,100
Ranunculus alpestris,130712,154,2017.7944765426423,100
Cardamine pentaphyllos,130716,110,1537.0911292918884,100
Valeriana montana,130717,112,2117.3126809495006,100
Rhinanthus alectorolophus,130718,189,1425.084185598003,100
Viola biflora,130720,183,9725.095155404506,100
Melaleuca nesophila,130738,108,16355.391167620746,100
Sesuvium portulacastrum,130743,184,19736.798657846182,100
Waltheria indica,130789,171,19976.333215325263,100
Symphyotrichum patens,130810,152,2866.7783289339927,100
Gomphrena serrata,130869,127,19155.70820616021,100
Schinus terebinthifolia,130872,166,19716.475438276106,100
Erechtites hieraciifolius,130888,183,19673.36503398204,100
Collinsonia canadensis,130898,192,1590.9447292129548,100
Geum vernum,130906,104,1796.611463420027,100
Nabalus albus,130950,191,2414.3913242242643,100
Nabalus altissimus,130951,171,2861.112967467216,100
Euthamia graminifolia,130989,179,7065.845231982919,100
Lactuca floridana,130990,180,2349.173158674616,100
Tradescantia virginiana,130991,185,19250.757422085408,100
Desmodium paniculatum,130993,174,12303.97528328198,100
Ludwigia alternifolia,130998,165,2332.441404015862,100
Diodia virginiana,131003,184,12629.60358722149,100
Mimulus alatus,131006,192,2343.075353148208,100
Salix interior,131125,135,3819.7981029240127,100
Gentiana clusii,131140,173,1700.266541855559,100
Bartsia alpina,131144,182,6632.673501272654,100
Erigeron quercifolius,131153,180,1401.1440466850945,100
Eupatorium capillifolium,131154,167,16921.58613318828,100
Rayjacksonia phyllocephala,131158,111,1650.2974253090374,100
Melanthera nivea,131167,133,16843.930591212233,100
Solidago odora,131183,140,2948.63140201344,100
Gentiana asclepiadea,131196,189,2678.152884399347,100
Aconitum napellus,131201,182,8600.519846743635,100
Succisa pratensis,131203,185,7961.015258713585,100
Physalis walteri,131208,142,944.7495930171442,100
Platanthera huronensis,131222,111,5720.521249596722,100
Canavalia rosea,131242,186,19666.417436431948,100
Ipomoea sagittata,131555,178,9065.056699092276,100
Melothria pendula,131557,183,19880.154080885724,100
Euphorbia hirta,131560,152,19896.438240857064,100
Alysicarpus vaginalis,131566,112,19110.53721819963,100
Chamaecrista nictitans,131568,167,19567.8695491448,100
Indigofera hirsuta,131578,119,18804.701261212907,100
Strophostyles umbellata,131581,190,2182.88575586562,100
Vigna luteola,131583,177,19255.067417923783,100
Colchicum autumnale,131586,193,8100.841852579017,100
Polypremum procumbens,131588,168,13500.567860917656,100
Sida ulmifolia,131597,107,12738.814781782556,100
Orchis militaris,131605,154,7421.461988717319,100
Gymnadenia conopsea,131610,171,7839.627874254795,100
Melampyrum sylvaticum,131612,160,3672.707424949271,100
Veronica urticifolia,131617,173,1974.32953759283,100
Prunella grandiflora,131622,189,3931.51169470629,100
Astrantia major,131623,192,2875.907433214999,100
Symphytum tuberosum,131625,181,2537.500811565837,100
Rhexia alifanus,131637,149,1522.1011835987256,100
Banksia ericifolia,131642,164,11601.485823059422,100
Kosteletzkya pentacarpos,131656,185,8823.524531191706,100
Gentianopsis ciliata,131839,183,2498.6685654617672,100
Cyclamen purpurascens,131847,187,904.1913973948672,100
Anthericum ramosum,131848,171,2912.706090160674,100
Hypericum cistifolium,132051,106,1602.374490613871,100
Hyptis alata,132078,152,15307.044042105954,100
Veronica spicata,132118,188,5979.810182101371,100
Clinopodium brownei,132127,120,19255.12709100069,100
Cochlospermum vitifolium,132130,160,8612.089113230966,100
Houstonia purpurea,132219,190,1578.4176684445144,100
Lysimachia clethroides,132224,184,11905.900082054024,100
Paradisea liliastrum,132432,119,1116.9670377688726,100
Saxifraga paniculata,132437,175,8013.492071710194,100
Sida cordifolia,132448,126,19812.4810404874,100
Tithonia diversifolia,132451,156,19979.302781885974,100
Thunbergia alata,132458,188,19922.649261833914,100
Cardamine amara,132481,180,4436.095843640432,100
Rosa acicularis,132527,184,9793.433219659491,100
Penstemon albidus,132602,180,2313.6651520885616,100
Gentiana verna,132603,191,2647.803333811908,100
Primula auricula,132605,163,962.472062349709,100
Linaria alpina,132608,180,1686.1080140945196,100
Hornungia alpina,132612,170,1882.7335944607128,100
Soldanella alpina,132616,179,1683.81260739611,100
Orchis provincialis,132620,105,3829.6449250783016,100
Orchis mascula,132621,140,4071.44177849518,100
Potentilla erecta,132622,189,6470.984793670599,100
Cruciata laevipes,132627,176,3961.024692015276,100
Neptunia pubescens,132679,111,18987.96232574677,100
Rhynchospora colorata,132685,140,4005.173109403297,100
Hypericum punctatum,132711,166,2460.1045010672347,100
Eutrochium fistulosum,132717,175,2438.498187813396,100
Tetraneuris scaposa,132723,130,1453.8987258892405,100
Mecardonia acuminata,132746,101,1941.2982806353853,100
Chamaedaphne calyculata,132767,188,8844.847183677548,100
Protea cynaroides,132848,130,759.2802172679833,100
Leonotis leonurus,132849,141,17199.81398570519,100
Rubus pubescens,132855,151,4843.602324159218,100
Actaea spicata,133005,131,9897.907279834228,100
Ajuga pyramidalis,133012,193,3205.6100885399,100
Chrysosplenium alternifolium,133031,187,3844.30789341306,100
Daphne mezereum,133034,198,9677.947603848725,100
Lycopus europaeus,133036,174,19664.97745662095,100
Penthorum sedoides,133038,170,4233.560221996597,100
Linum alpinum,133064,108,2034.0784669862032,100
Cnidoscolus texanus,133074,175,2009.323707236286,100
Scutellaria incana,133094,105,1877.9872870560887,100
Berberis repens,133104,199,2463.015576511537,100
Cardamine raphanifolia,133143,114,706.5034479870473,100
Cruciata glabra,133145,132,3123.4421547556008,100
Ononis rotundifolia,133150,111,1500.451225035913,100
Linaria triornithophora,133164,170,496.1697036685812,100
Verbascum lychnitis,133231,168,9679.174021110195,100
Hieracium paniculatum,133237,185,1948.8694464244013,100
Linaria repens,133252,162,5506.024604343636,100
Solanum erianthum,133286,130,15957.969961595722,100
Rivina humilis,133291,184,19927.426978834064,100
Limonium carolinianum,133293,188,3985.739242269179,100
Portulaca pilosa,133294,194,18741.93501535282,100
Oldenlandia corymbosa,133304,138,19808.39176180037,100
Houstonia procumbens,133305,134,1042.2849797971296,100
Lycium carolinianum,133327,188,2131.9699215429528,100
Suriana maritima,133328,179,17337.200714484352,100
Lantana involucrata,133331,126,2895.4146815180097,100
Prunus angustifolia,133345,181,2400.5693265759287,100
Impatiens balsamina,133350,110,19959.36593688847,100
Oxydendrum arboreum,133354,188,2177.374839879269,100
Viola labradorica,133393,176,2537.3373793703563,100
Buxus sempervirens,133397,150,10168.696127855344,100
Eriogonum flavum,133440,146,1508.7727089967825,100
Bistorta officinalis,133487,187,9691.697445625312,100
Hippocrepis comosa,133488,166,2068.430903257377,100
Dactylorhiza majalis,133492,183,3282.733568031202,100
Phyteuma spicatum,133517,178,2254.1935755292925,100
Cirsium oleraceum,133653,175,3923.780150893096,100
Hillia parasitica,133660,125,6058.746197283427,100
Voyria aphylla,133665,159,7445.796232830138,100
Viola rupestris,133720,133,7409.333163868348,100
Castilleja arvensis,133740,179,10466.040014522352,100
Torilis japonica,133918,167,19561.18941271535,100
Inula helenium,133951,179,10585.397291514611,100
Cornus suecica,134125,179,9287.627612954053,100
Scutellaria elliptica,134213,123,1755.4006159290095,100
Lindheimera texana,135211,184,794.1922065745295,100
Pyrrhopappus pauciflorus,135226,168,2551.277792739134,100
Buglossoides arvensis,135229,179,11892.733460754536,100
Flaveria linearis,135243,125,1343.448834302734,100
Solidago juncea,135261,190,2568.3443459772434,100
Ipomoea lacunosa,135262,187,12161.798503617209,100
Ipomoea cordatotriloba,135263,170,2270.0178781349305,100
Eremophila glabra,135347,124,3114.657824145548,100
Grevillea lanigera,135351,113,659.6580186360869,100
Lagerstroemia indica,135394,118,19925.18670422733,100
Gnaphalium uliginosum,136366,103,9316.451344248331,100
Vicia caroliniana,136367,183,1783.8371752448843,100
Senna hebecarpa,136373,137,2039.2993660951,100
Rudbeckia triloba,136376,198,2342.1477103797943,100
Cynanchum laeve,136381,184,2127.8044116345814,100
Verbesina occidentalis,136384,179,1839.3098868288453,100
Vicia tenuifolia,138458,132,10187.344928211069,100
Senna pendula,138577,172,19148.40574798477,100
Schotia afra,138594,112,907.7807973440508,100
Oxytropis lambertii,138674,163,2177.2111134603174,100
Podolobium ilicifolium,138701,150,1296.4908248854351,100
Lupinus nootkatensis,138900,134,7107.128172067821,100
Indigofera miniata,138980,177,2331.297661016942,100
Geoffroea decorticans,139069,138,2499.397414332489,100
Genista sagittalis,139079,106,2465.6545981955715,100
Desmodium intortum,139181,160,19946.68201868176,100
Astragalus crassicarpus,139634,170,2775.7944722954685,100
Astragalus miser,139642,123,2078.7069151490577,100
Paraserianthes lophantha,139851,175,19898.92162620523,100
Acacia ulicifolia,139880,155,2003.489029551043,100
Acacia falcata,139914,127,1391.1203309784116,100
Thelymitra cyanea,140286,162,3213.205798006733,100
Himantoglossum adriaticum,140593,142,994.0387164616188,100
Caladenia catenata,140836,136,2823.107908918601,100
Gloriosa superba,141177,133,18933.780387712308,100
Commelina africana,141185,137,4297.008850331119,100
Tillandsia geminiflora,141278,105,2581.955771484909,100
Echeandia flavescens,141508,187,5184.388991695118,100
Anemone berlandieri,141532,155,1715.1236938626178,100
Platycodon grandiflorus,141623,165,13470.491583352634,100
Leonotis nepetifolia,141634,184,19969.80467236561,100
Veronicastrum virginicum,141767,192,7899.374886794199,100
Urtica gracilis,141854,151,4658.2859900246285,100
Symplocos tinctoria,141855,122,1943.9461218520305,100
Symphyotrichum pilosum,142279,137,11732.188242539794,100
Megaskepasma erythrochlamys,142283,119,19842.42669752504,100
Gentiana lutea,142299,133,8688.819400167074,100
Agalinis heterophylla,142653,116,1108.0055611952862,100
Rudbeckia fulgida,142654,194,8355.841870625745,100
Penstemon cobaea,142655,158,1743.0001920751138,100
Viburnum rafinesqueanum,142693,113,2357.531101045864,100
Hieracium scabrum,142730,183,2755.509473158081,100
Vernonia noveboracensis,142979,172,1934.8240295954056,100
Castilleja tenuiflora,143148,176,2228.194430751695,100
Nemastylis tenuis,143321,172,2118.330423513565,100
Isopogon anemonifolius,143341,171,463.3909336948579,100
Kennedia prostrata,143356,157,3300.669065114752,100
Drosera macrantha,143359,132,844.8439268469247,100
Drosera glanduligera,143360,156,3328.5083988273022,100
Rhododendron prinophyllum,143409,173,2069.0476083997405,100
Pinguicula alpina,143416,153,8746.021034468002,100
Rhododendron hirsutum,143417,187,613.5925096233353,100
Salvia glutinosa,143418,176,3032.679211533337,100
Ageratum conyzoides,143422,162,19850.53042281352,100
Clematis crispa,143469,161,1941.9088804994744,100
Lonicera villosa,143508,128,4072.908710333055,100
Kummerowia striata,143558,117,15991.717989702162,100
Erigeron acris,143666,150,9812.95840699497,100
Penstemon serrulatus,143674,168,959.392728353714,100
Cirsium edule,143675,100,1391.9783675085098,100
Scutellaria racemosa,143701,121,15544.641830968578,100
Prunus padus,143793,184,11390.695808757217,100
Sambucus cerulea,143799,192,2272.4419265309334,100
Persicaria longiseta,143803,178,13139.20719291565,100
Pseudognaphalium obtusifolium,143859,173,2877.582169113118,100
Caladenia lyallii,143872,147,1024.280275362585,100
Glandularia gooddingii,143937,143,1006.2970617750416,100
Hedychium coronarium,143955,175,19840.23529745245,100
Persicaria virginiana,144047,187,2535.897412173742,100
Banksia sessilis,144086,162,894.6430423339846,100
Mitella nuda,144149,137,9827.853936760075,100
Saxifraga aizoides,144152,179,8842.448707795562,100
Saxifraga hirculus,144157,128,11268.224767288368,100
Saxifraga tricuspidata,144177,143,4479.608685830032,100
Diapensia lapponica,144183,142,5857.652140934928,100
Cerastium alpinum,144185,115,7670.385579322845,100
Euonymus obovatus,144192,132,1271.9686437924915,100
Ionactis linariifolia,144193,184,2567.346036887283,100
Solidago ptarmicoides,144194,189,2461.309322416286,100
Fritillaria pyrenaica,144275,119,1001.5028707956104,100
Penstemon fruticosus,144305,159,1152.0439404376564,100
Hypericum gentianoides,145367,145,2902.122873408521,100
Phyllanthus calycinus,145401,106,1036.8539257575646,100
Hibbertia hypericoides,145403,164,598.8199633751759,100
Daviesia decurrens,145427,106,546.5742850479609,100
Hakea lissocarpha,145430,112,735.9879250006777,100
Hovea trisperma,145432,129,786.4817015054812,100
Caladenia flava,145506,118,898.3672006461076,100
Hardenbergia comptoniana,145516,178,678.400314759857,100
Ranunculus lanuginosus,145537,145,2007.937013959775,100
Fagopyrum esculentum,145601,159,19715.164960025955,100
Stylidium androsaceum,145669,110,656.6780074214516,100
Stylidium graminifolium,145703,164,2876.4323194493945,100
Gentianopsis thermalis,145732,144,1100.4415140976896,100
Milla biflora,146589,129,2068.6081197147228,100
Tigridia pavonia,146593,173,9045.33406959166,100
Dahlia coccinea,146597,152,2104.5930681769905,100
Loeselia mexicana,146622,157,1482.1842277157104,100
Canna indica,146643,164,19757.042585468567,100
Salvia patens,146680,145,1439.506022031221,100
Arnoglossum atriplicifolium,146715,124,1890.9717221582064,100
Solidago bicolor,146717,169,2278.272215981832,100
Hypoestes aristata,146786,109,12417.715502090105,100
Euphorbia paralias,146853,175,19951.30733648233,100
Malva alcea,146876,129,9007.487553875788,100
Begonia gracilis,146883,144,1827.2975052697573,100
Mertensia paniculata,146900,153,4970.845197626122,100
Jeffersonia diphylla,147037,192,1427.180901893992,100
Himantoglossum hircinum,147182,156,2067.433456593128,100
Leucogenes grandiceps,147187,169,761.1470058764689,100
Chiloglottis cornuta,147192,142,2955.6576060349803,100
Echium wildpretii,147196,101,9324.715989173796,100
Raoulia grandiflora,147224,101,1006.4871719476218,100
Viola reichenbachiana,147293,189,2841.229079353734,100
Xerochrysum bracteatum,147467,123,19863.234835031628,100
Bouvardia ternifolia,147990,166,2165.924947000257,100
Sanvitalia procumbens,147996,115,1908.24088187398,100
Salvia farinacea,148006,171,11894.324934740269,100
Orthrosanthus chimboracensis,148013,170,2771.513818475755,100
Clematis pitcheri,148019,187,2511.514454980964,100
Lonicera utahensis,148098,181,2234.073395140898,100
Gaillardia pinnatifida,148119,106,1417.4111555053842,100
Lygodesmia juncea,148137,129,2292.344523502561,100
Eriochilus cucullatus,148240,148,1651.1007914026104,100
Lobelia laxiflora,148354,179,3770.672901157988,100
Escobaria vivipara,148405,178,2425.2513170226653,100
Euphorbia albomarginata,148406,154,2266.893496050265,100
Euphorbia fendleri,148407,135,2058.398611748992,100
Allium textile,148940,175,1680.0289162131428,100
Aronia arbutifolia,151797,120,2284.572657320818,100
Elephantopus tomentosus,152133,174,13835.877943305348,100
