species,inat_taxon_id,source_v1,source_v2
Hibiscus aethiopicus,587462,True,True
Hibiscus engleri,587474,True,True
Hibiscus fuscus,587476,True,False
Hibiscus meyeri,587484,False,True
Hibiscus micranthus,587485,True,True
Hibiscus microcarpus,587486,True,False
Hibiscus palmatus,587489,True,True
Hibiscus physaloides,587490,True,False
Hibiscus praeteritus,587492,True,False
Hibiscus pusillus,587493,True,True
Hibiscus waterbergensis,587501,False,True
Hilliardiella aristata,587504,True,False
Hilliardiella elaeagnoides,587506,True,True
Holothrix burchellii,587528,True,False
Holothrix incurva,587531,False,True
Holothrix parviflora,587537,True,False
Holothrix schlechteriana,587540,True,False
Homalium abdessammadii,587544,False,True
Huernia stapelioides,587577,False,True
Huernia thuretii,587578,True,False
Hybanthus capensis,587595,True,False
Hygrophila pilosa,587607,False,True
Hymenogyne glabra,587611,False,True
Hymenolepis crithmifolia,587613,True,False
Hyobanche rubra,587628,False,True
Hyperacanthus amoenus,587646,False,True
Hypericum roeperianum,587653,True,False
Hypodiscus argenteus,587664,False,True
Hypodiscus procurrens,587668,True,False
Hypodiscus rugosus,587670,False,True
Hypodiscus striatus,587672,True,True
Hypodiscus willdenowia,587675,True,True
Hypoestes forskaolii,587678,True,True
Hypoestes triflora,587679,True,True
Hypoxis colchicifolia,587694,True,False
Hypoxis floccosa,587700,True,True
Hypoxis galpinii,587701,True,False
Hypoxis parvifolia,587716,True,False
Hypoxis rigidula,587718,False,True
Hypoxis sobolifera,587721,True,True
Indigastrum burkeanum,587736,True,False
Indigastrum costatum,587738,True,False
Indigofera adenoides,587743,False,True
Indigofera amoena,587746,True,True
Indigofera brachystachya,587756,False,True
Indigofera candicans,587759,True,False
Indigofera candolleana,587760,True,False
Indigofera capillaris,587761,True,True
Indigofera ceciliae,587762,True,True
Indigofera comosa,587766,True,True
Indigofera complicata,587767,False,True
Indigofera cytisoides,587774,False,True
Indigofera declinata,587776,False,True
Indigofera demissa,587778,True,True
Indigofera denudata,587779,True,True
Indigofera digitata,587781,False,True
Indigofera dimidiata,587783,True,False
Indigofera disticha,587784,True,False
Indigofera erecta,587790,True,True
Indigofera flavicans,587796,True,True
Indigofera frutescens,587800,True,False
Indigofera glaucescens,587806,False,True
Indigofera hedyantha,587813,False,True
Indigofera heterotricha,587814,True,False
Indigofera hispida,587815,False,True
Indigofera incana,587821,True,True
Indigofera leptocarpa,587829,False,True
Indigofera longebarbata,587831,True,False
Indigofera meyeriana,587840,True,False
Indigofera nigromontana,587851,False,True
Indigofera oxalidea,587856,True,True
Indigofera oxytropis,587857,True,True
Indigofera pappei,587858,True,False
Indigofera pechuelii,587861,False,True
Indigofera pilgeriana,587862,False,True
Indigofera poliotes,587866,True,True
Indigofera rubroglandulosa,587880,False,True
Indigofera sessilifolia,587884,True,False
Indigofera setiflora,587885,False,True
Indigofera sulcata,587890,True,True
Indigofera verrucosa,587902,True,True
Inula glomerata,587908,True,True
Inulanthera thodei,587916,False,True
Iphigenia oliveri,587918,False,True
Ipomoea dichroa,587925,True,True
Ipomoea ficifolia,587927,True,True
Ipomoea hochstetteri,587930,True,False
Ipomoea holubii,587931,False,True
Ipomoea involucrata,587932,True,True
Ipomoea leucanthemum,587934,True,False
Ipomoea oblongata,587935,True,True
Ipomoea ommanneyi,587938,True,True
Ipomoea papilio,587939,True,False
Ipomoea pellita,587940,False,True
Ipomoea plebeia,587941,True,True
Ipomoea simplex,587943,False,True
Ipomoea sinensis,587944,True,True
Ipomoea tuberculata,587949,True,True
Ipomoea wightii,587951,True,False
Isoglossa cooperi,587959,True,False
Itasina filifolia,588001,True,True
Itea rhamnoides,588002,True,False
Ixia abbreviata,588003,True,True
Ixia brevituba,588012,False,True
Ixia brunneobractea,588013,True,False
Ixia calendulacea,588014,False,True
Ixia curta,588020,True,False
Ixia flexuosa,588031,True,False
Ixia latifolia,588034,True,False
Ixia marginifolia,588041,True,False
Ixia metelerkampiae,588042,True,False
Ixia micrandra,588043,True,True
Ixia monadelpha,588045,True,False
Ixia namaquana,588048,False,True
Ixia patens,588051,False,True
Ixia paucifolia,588053,True,False
Ixia ramulosa,588057,True,True
Ixia stricta,588071,True,False
Ixia tenuifolia,588073,False,True
Ixia tenuis,588074,False,True
Ixia versicolor,588079,False,True
Jamesbrittenia aspalathoides,588094,False,True
Jamesbrittenia aurantiaca,588096,True,True
Jamesbrittenia breviflora,588101,False,True
Jamesbrittenia burkeana,588102,True,False
Jamesbrittenia elegantissima,588110,False,True
Jamesbrittenia grandiflora,588116,False,True
Jamesbrittenia micrantha,588130,False,True
Jamesbrittenia primuliflora,588138,False,True
Jamesbrittenia pristisepala,588139,False,True
Jamesbrittenia racemosa,588140,False,True
Jamesbrittenia tenuifolia,588146,True,False
Jamesbrittenia thunbergii,588147,False,True
Jasminum abyssinicum,588152,False,True
Jasminum multipartitum,588155,True,False
Jasminum stenolobum,588157,True,True
Jatropha capensis,588160,False,True
Jatropha zeyheri,588173,True,False
Justicia campylostemon,588194,False,True
Justicia exigua,588204,True,True
Justicia heterocarpa,588208,False,True
Justicia kirkiana,588211,True,True
Kalanchoe brachyloba,588233,True,False
Kalanchoe paniculata,588237,False,True
Kalanchoe waterbergensis,588238,True,False
Karomia speciosa,588241,True,False
Keetia gueinzii,588248,False,True
Kewa arenicola,588250,False,True
Kewa salsoloides,588252,False,True
Kleinia chimanimaniensis,588262,False,True
Kniphofia bruceae,588272,True,False
Kniphofia hirsuta,588283,False,True
Kniphofia northiae,588288,True,False
Kniphofia splendida,588293,False,True
Kohautia amatymbica,588306,True,True
Kyphocarpa angustifolia,588331,False,True
Lachenalia alba,588335,True,False
Lachenalia anguinea,588338,False,True
Lachenalia arbuthnotiae,588339,False,True
Lachenalia arenicola,588340,True,False
Lachenalia aurioliae,588343,True,True
Lachenalia bolusii,588347,True,True
Lachenalia campanulata,588352,False,True
Lachenalia canaliculata,588353,True,False
Lachenalia capensis,588354,True,True
Lachenalia cernua,588355,True,True
Lachenalia congesta,588358,False,True
Lachenalia contaminata,588359,True,True
Lachenalia corymbosa,588362,True,True
Lachenalia dehoopensis,588364,False,True
Lachenalia framesii,588368,True,True
Lachenalia hirta,588373,True,False
Lachenalia inconspicua,588374,True,True
Lachenalia judithiae,588376,False,True
Lachenalia juncifolia,588377,True,True
Lachenalia leomontana,588384,True,False
Lachenalia longibracteata,588386,True,True
Lachenalia lutea,588388,True,True
Lachenalia lutzeyeri,588389,True,False
Lachenalia minima,588398,False,True
Lachenalia moniliformis,588399,True,False
Lachenalia montana,588400,True,False
Lachenalia nardousbergensis,588404,False,True
Lachenalia neilii,588405,False,True
Lachenalia nervosa,588406,True,True
Lachenalia obscura,588407,True,True
Lachenalia patentissima,588408,True,True
Lachenalia paucifolia,588410,True,False
Lachenalia peersii,588412,True,True
Lachenalia perryae,588413,True,True
Lachenalia polyphylla,588415,True,True
Lachenalia pusilla,588418,True,True
Lachenalia reflexa,588419,True,True
Lachenalia rosea,588420,True,True
Lachenalia salteri,588422,True,True
Lachenalia sessiliflora,588425,True,False
Lachenalia splendida,588426,True,True
Lachenalia stayneri,588427,True,True
Lachenalia suaveolens,588428,True,True
Lachenalia thomasiae,588430,True,False
Lachenalia thunbergii,588431,True,False
Lachenalia trichophylla,588432,True,True
Lachenalia undulata,588433,True,True
Lachenalia variegata,588436,True,True
Lachenalia ventricosa,588437,True,True
Lachenalia wrightii,588441,True,False
Lachenalia xerophila,588442,True,False
Lachenalia youngii,588443,True,True
Lachenalia zeyheri,588446,True,False
Lachnaea burchellii,588447,True,True
Lachnaea capitata,588448,True,False
Lachnaea filamentosa,588452,True,True
Lachnaea filicaulis,588453,False,True
Lachnaea uniflora,588478,False,True
Lachnospermum imbricatum,588481,False,True
Lachnostylis hirta,588485,False,True
Lacomucinaea lineata,588486,True,False
Lagenaria sphaerica,588490,True,True
Laggera decurrens,588491,True,True
Lampranthus aduncus,588494,True,False
Lampranthus antonii,588501,False,True
Lampranthus calcaratus,588513,False,True
Lampranthus ceriseus,588517,True,True
Lampranthus debilis,588525,True,False
Lampranthus dulcis,588536,False,True
Lampranthus emarginatoides,588540,True,True
Lampranthus explanatus,588545,True,True
Lampranthus falcatus,588546,True,True
Lampranthus fergusoniae,588547,True,True
Lampranthus fugitans,588553,False,True
Lampranthus glomeratus,588557,True,True
Lampranthus hollandii,588565,True,False
Lampranthus lavisii,588574,True,True
Lampranthus leptaleon,588578,False,True
Lampranthus pauciflorus,588607,True,True
Lampranthus peacockiae,588609,False,True
Lampranthus promontorii,588620,False,True
Lampranthus reptans,588625,False,True
Lampranthus scaber,588633,True,True
Lampranthus spiniformis,588638,True,True
Lampranthus stayneri,588641,False,True
Lampranthus stenopetalus,588642,True,True
Lampranthus stipulaceus,588646,True,True
Lampranthus tenuifolius,588654,True,False
Lanaria lanata,588675,True,True
Lannea discolor,588676,True,False
Lantana angolensis,588678,True,False
Lantana rugosa,588682,True,True
Lantana swynnertonii,588683,False,True
Lapeirousia arenicola,588685,False,True
Lapeirousia barklyi,588686,True,False
Lapeirousia divaricata,588687,True,False
Lapeirousia dolomitica,588688,False,True
Lapeirousia exilis,588689,False,True
Lapeirousia macrospatha,588695,False,True
Lapeirousia odoratissima,588697,False,True
Lapeirousia silenoides,588700,True,True
Laportea peduncularis,588709,False,True
Lasiopogon muscoides,588726,True,True
Lasiosiphon anthylloides,588728,True,False
Lasiosiphon burchellii,588729,False,True
Lasiosiphon capitatus,588733,True,True
Lasiosiphon deserticola,588734,False,True
Lasiosiphon kraussianus,588737,True,True
Lasiosiphon microcephalus,588740,True,True
Launaea nana,588757,True,False
Launaea rarifolia,588758,False,True
Launaea sarmentosa,588759,True,True
Lauridia tetragona,588764,False,True
Lebeckia contaminata,588768,False,True
Lebeckia gracilis,588769,True,True
Lebeckia pauciflora,588773,True,False
Ledebouria leptophylla,588841,True,False
Ledebouria ovalifolia,588849,True,True
Ledebouria zebrina,588866,True,False
Leobordea eriantha,588904,True,False
Leobordea platycarpa,588922,False,True
Lessertia annularis,588990,False,True
Lessertia benguellensis,588991,False,True
Lessertia diffusa,589002,True,False
Lessertia excisa,589005,True,False
Lessertia falciformis,589006,False,True
Lessertia frutescens,589008,True,True
Lessertia meyeri,589022,False,True
Lessertia stenoloba,589038,True,False
Leucadendron burchellii,589049,True,False
Leucadendron chamelaea,589051,True,True
Leucadendron cinereum,589052,True,True
Leucadendron corymbosum,589057,False,True
Leucadendron dregei,589061,True,False
Leucadendron eucalyptifolium,589063,True,True
Leucadendron linifolium,589072,False,True
Leucadendron loeriense,589073,False,True
Leucadendron loranthifolium,589074,True,False
Leucadendron pubibracteolatum,589083,True,True
Leucadendron sessile,589089,True,False
Leucadendron thymifolium,589097,False,True
Leucadendron tinctum,589098,True,False
Leucadendron tradouwense,589099,True,False
Leucospermum gracile,589119,False,True
Leucospermum grandiflorum,589120,True,False
Leucospermum gueinzii,589121,False,True
Leucospermum innovans,589124,True,False
Leucospermum muirii,589125,True,True
Leucospermum mundii,589126,True,False
Leucospermum parile,589127,False,True
Leucospermum prostratum,589130,False,True
Leucospermum tomentosum,589135,False,True
Leucospermum vestitum,589138,False,True
Leucosphaera bainesii,589140,True,True
Leysera gnaphalodes,589147,True,True
Leysera tenella,589148,True,False
Lichtensteinia interrupta,589151,True,False
Lichtensteinia obscura,589154,False,True
Lichtensteinia trifida,589155,True,False
Limeum telephioides,589171,True,False
Limonium peregrinum,589189,True,True
Limosella longiflora,589194,False,True
Lindernia conferta,589204,True,False
Linum aethiopicum,589213,False,True
Linum africanum,589214,True,False
Linzia glabra,589226,True,True
Linzia rosenii,589227,False,True
Liparia hirsuta,589237,True,False
Liparis bowkeri,589245,True,True
Liparis capensis,589246,True,True
Liparis deistelii,589247,False,True
Liparis remota,589248,True,False
Lippia scaberrima,589256,True,False
Listia bainesii,589258,True,True
Listia heterophylla,589259,False,True
Lithospermum afromontanum,589292,True,False
Lobelia capillifolia,589311,True,True
Lobelia chamaepitys,589313,False,True
Lobelia coronopifolia,589317,True,True
Lobelia cuneifolia,589318,False,True
Lobelia dichroma,589322,True,True
Lobelia eurypoda,589325,True,False
Lobelia flaccida,589327,False,True
Lobelia galpinii,589328,True,False
Lobelia goetzei,589329,True,True
Lobelia hypsibata,589331,False,True
Lobelia muscoides,589336,False,True
Lobelia patula,589338,True,False
Lobelia pubescens,589341,True,True
Lobostemon belliformis,589347,True,False
Lobostemon decorus,589350,False,True
Lobostemon glaber,589351,True,True
Lobostemon lucidus,589355,True,False
Lobostemon marlothii,589356,False,True
Lobostemon trigonus,589365,False,True
Loeseneriella crenata,589367,False,True
Lopholaena coriifolia,589379,True,True
Lotononis azurea,589395,True,False
Lotononis galpinii,589418,True,False
Lotononis involucrata,589423,False,True
Lotononis pulchella,589445,False,True
Lotononis sericophylla,589454,True,False
Lotus namulensis,589470,True,True
Loxostylis alata,589476,True,True
Lycium afrum,589481,True,True
Lycium amoenum,589482,True,False
Lycium hantamense,589489,False,True
Lycium pumilum,589492,True,False
Lyperia lychnidea,589505,True,True
Lyperia tristis,589507,True,True
Machairophyllum albidum,589511,True,False
Macledium relhanioides,589515,True,False
Macrostylis ramulosa,589538,False,True
Macrostylis villosa,589541,True,True
Maerua juncea,589550,True,False
Maerua racemulosa,589553,False,True
Maerua rosmarinoides,589554,False,True
Maerua schinzii,589555,True,False
Mairia petiolata,589560,True,False
Manulea altissima,589583,False,True
Manulea augei,589586,True,False
Manulea chrysantha,589592,False,True
Manulea parviflora,589625,True,True
Manulea rubra,589637,True,True
Manulea schaeferi,589638,False,True
Manulea thyrsiflora,589642,True,False
Manuleopsis dinteri,589645,True,False
Marasmodes defoliata,589648,True,False
Marasmodes dummeri,589649,True,False
Marasmodes fasciculata,589650,True,False
Marasmodes oligocephala,589652,True,False
Marasmodes spinosa,589657,True,False
Marasmodes trifida,589658,True,False
Massonia bifolia,589675,True,True
Massonia pygmaea,589680,True,False
Mastersiella digitata,589685,True,False
Maytenus lucida,589695,False,True
Maytenus undata,589698,False,True
Megalochlamys hamata,589701,False,True
Melaleuca elliptica,589709,True,True
Melaleuca glauca,589711,True,True
Melaleuca huegelii,589713,True,True
Melaleuca lateritia,589714,True,True
Melaleuca orophila,589715,True,True
Melaleuca pachyphylla,589716,False,True
Melaleuca peucophylla,589720,True,True
Melaleuca phoenicea,589721,True,True
Melaleuca preissiana,589722,True,True
Melaleuca quadrifida,589723,True,True
Melaleuca rugulosa,589725,True,False
Melaleuca teretifolia,589727,True,True
Melasma scabrum,589736,False,True
Melianthus pectinatus,589751,False,True
Melolobium aethiopicum,589767,False,True
Melolobium exudans,589772,True,False
Menodora africana,589782,True,True
Merciera azurea,589784,True,True
Merciera leptoloba,589787,False,True
Merciera tetraloba,589789,True,True
Mesembryanthemum cordifolium,589815,True,True
Mesembryanthemum haeckelianum,589839,False,True
Mesembryanthemum junceum,589842,True,True
Mesembryanthemum noctiflorum,589859,False,True
Mesembryanthemum pallens,589864,True,False
Mesembryanthemum paulum,589866,True,False
Mesembryanthemum rapaceum,589872,False,True
Mesembryanthemum resurgens,589873,False,True
Mesembryanthemum tetragonum,589888,True,False
Mesosphaerum pectinatum,589897,True,True
Mestoklema elatum,589901,True,True
Mestoklema illepidum,589902,False,True
Metalasia acuta,589904,True,False
Metalasia adunca,589905,True,False
Metalasia brevifolia,589910,False,True
Metalasia capitata,589911,False,True
Metalasia densa,589916,True,False
Metalasia distans,589917,False,True
Metalasia lichtensteinii,589930,True,True
Metalasia octoflora,589936,True,True
Metalasia pallida,589938,True,False
Metalasia phillipsii,589939,True,False
Metalasia pulcherrima,589942,True,False
Metalasia trivialis,589957,True,True
Microcodon linearis,589987,True,False
Microdon capitatus,589991,True,False
Microdon polygaloides,589996,True,False
Mikania natalensis,590019,False,True
Miscanthus junceus,590037,False,True
Momordica boivinii,590053,False,True
Momordica foetida,590055,True,True
Momordica humilis,590056,True,False
Momordica kirkii,590057,True,True
Mondia whitei,590061,True,True
Monopsis lutea,590075,True,True
Monopsis stellarioides,590078,True,False
Monopsis variifolia,590079,False,True
Monsonia camdeboensis,590081,True,False
Monsonia emarginata,590086,True,True
Monsonia luederitziana,590095,False,True
Monsonia marlothii,590096,True,True
Monsonia mossamedensis,590097,True,False
Monsonia parvifolia,590100,False,True
Monsonia senegalensis,590105,False,True
Monsonia spinosa,590107,False,True
Moquiniella rubra,590112,True,True
Moraea algoensis,590116,True,True
Moraea amabilis,590119,True,True
Moraea angulata,590121,False,True
Moraea anomala,590122,True,False
Moraea australis,590126,True,False
Moraea barnardii,590130,False,True
Moraea bituminosa,590131,False,True
Moraea brevistyla,590134,False,True
Moraea britteniae,590136,False,True
Moraea bulbillifera,590138,False,True
Moraea cooperi,590150,False,True
Moraea demissa,590156,True,True
Moraea dracomontana,590159,False,True
Moraea elliotii,590162,True,False
Moraea filicaulis,590169,True,True
Moraea fragrans,590174,True,True
Moraea inconspicua,590188,True,False
Moraea knersvlaktensis,590196,True,False
Moraea luteoalba,590206,True,False
Moraea macrocarpa,590208,False,True
Moraea minor,590217,False,True
Moraea mutila,590222,True,True
Moraea nana,590226,True,False
Moraea natalensis,590227,True,False
Moraea papilionacea,590231,True,True
Moraea pendula,590234,False,True
Moraea pyrophila,590239,False,True
Moraea schlechteri,590251,True,False
Moraea serpentina,590252,False,True
Moraea spathulata,590257,True,True
Moraea trifida,590265,True,False
Moraea tulbaghensis,590266,True,True
Moraea unguiculata,590268,False,True
Moraea viscaria,590277,True,False
Morella humilis,590282,False,True
Morella quercifolia,590286,True,False
Muraltia alopecuroides,590297,True,True
Muraltia angustiflora,590300,True,False
Muraltia brevicornu,590310,True,False
Muraltia ciliaris,590316,True,True
Muraltia comptonii,590320,True,False
Muraltia depressa,590328,True,False
Muraltia dispersa,590330,True,False
Muraltia ericoides,590337,True,True
Muraltia filiformis,590339,True,False
Muraltia knysnaensis,590348,False,True
Muraltia langebergensis,590350,False,True
Muraltia macropetala,590358,True,True
Muraltia pappeana,590375,True,False
Muraltia squarrosa,590396,True,True
Muraltia thunbergii,590401,True,False
Muraltia trinervia,590403,True,True
Myosotis semiamplexicaulis,590411,False,True
Mystacidium venosum,590421,False,True
Nanobubon strictum,590441,True,False
Nemesia bicornis,590455,True,True
Nemesia calcarata,590459,True,False
Nemesia diffusa,590463,False,True
Nemesia euryceras,590465,False,True
Nemesia fleckii,590466,False,True
Nemesia gracilis,590470,False,True
Nemesia karroensis,590475,True,False
Nemesia leipoldtii,590477,False,True
Nemesia lucida,590480,False,True
Nemesia macrocarpa,590481,True,False
Nemesia pinnata,590491,False,True
Nemesia williamsonii,590502,True,True
Nemesia zimbabwensis,590503,True,True
Nenax hirta,590509,True,False
Neobolusia tysonii,590513,True,False
Nerine angustifolia,590561,True,False
Nerine appendiculata,590562,True,False
Nerine rehmannii,590577,False,True
Nervilia kotschyi,590580,True,False
Neurotheca congolana,590613,True,False
Nidorella auriculata,590625,True,True
Nidorella foetida,590626,True,True
Nidorella hottentotica,590627,True,True
Nidorella linifolia,590628,True,False
Nidorella undulata,590631,True,False
Nivenia corymbosa,590635,True,True
Nivenia stokoei,590642,True,False
Nolletia chrysocomoides,590645,False,True
Nolletia rarifolia,590649,False,True
Notobubon collinum,590659,True,False
Notobubon ferulaceum,590660,True,True
Notobubon galbanum,590662,False,True
Notobubon laevigatum,590664,True,False
Nymphoides thunbergiana,590672,True,True
Ochna arborea,590679,False,True
Ochna pretoriensis,590686,False,True
Ocimum angustifolium,590687,False,True
Ocimum burchellianum,590688,True,False
Ocimum labiatum,590691,True,True
Oedera viscosa,590724,False,True
Oenothera lindheimeri,590726,True,True
Oldenburgia paradoxa,590729,True,False
Jordaaniella anemoniflora,590743,True,False
Lobostemon echioides,590746,False,True
Oncinema lineare,590769,True,True
Oncinotis tenuiloba,590770,True,False
Oncocalyx welwitschii,590773,True,False
Oncosiphon sabulosus,590778,True,False
Oncosiphon suffruticosus,590780,True,False
Oophytum nanum,590784,False,True
Orbivestus cinerascens,590825,True,False
Ornithogalum flexuosum,590852,False,True
Ornithogalum hispidum,590860,True,False
Ornithogalum juncifolium,590862,True,False
Ornithogalum neopatersonia,590870,False,True
Ornithogalum perdurans,590874,False,True
Ornithogalum rupestre,590888,True,False
Ornithogalum viridiflorum,590902,False,True
Orphium frutescens,590912,True,True
Orthopterum coegana,590925,True,False
Orthosiphon thymiflorus,590929,True,True
Osmitopsis afra,590958,True,False
Osmitopsis nana,590961,False,True
Osmitopsis osmitoides,590962,True,False
Osteospermum calcicola,590976,True,False
Osteospermum ciliatum,590977,True,True
Osteospermum glabrum,590983,False,True
Osteospermum imbricatum,590992,True,True
Osteospermum monstrosum,590996,True,True
Osteospermum oppositifolium,591001,True,True
Osteospermum polygaloides,591004,True,True
Osteospermum sinuatum,591012,True,True
Osteospermum thodei,591018,True,True
Osteospermum triquetrum,591020,True,True
Osyridicarpos schimperianus,591021,True,True
Othonna arborescens,591061,True,False
Othonna bulbosa,591065,False,True
Othonna ciliata,591070,True,True
Othonna coronopifolia,591071,True,True
Othonna cuneata,591073,False,True
Othonna digitata,591076,True,True
Othonna divaricata,591077,True,False
Othonna furcata,591082,True,True
Othonna hederifolia,591085,True,False
Othonna heterophylla,591087,True,True
Othonna intermedia,591089,True,True
Othonna lasiocarpa,591090,True,True
Othonna leptodactyla,591092,False,True
Othonna lyrata,591095,True,False
Othonna macrophylla,591096,False,True
Othonna membranifolia,591098,False,True
Othonna perfoliata,591110,True,False
Othonna quercifolia,591117,False,True
Othonna ramulosa,591119,True,False
Othonna rosea,591124,False,True
Othonna rufibarbis,591126,True,True
Othonna spinescens,591128,True,False
Othonna stenophylla,591129,False,True
Othonna taraxacoides,591130,True,False
Othonna triplinervia,591133,False,True
Othonna undulosa,591135,True,True
Othonna viminea,591136,True,False
Oxalis algoensis,591143,True,True
Oxalis ambigua,591144,True,True
Oxalis amblyosepala,591146,True,True
Oxalis annae,591147,True,True
Oxalis anomala,591148,False,True
Oxalis argillacea,591149,False,True
Oxalis argyrophylla,591150,True,True
Oxalis bifurca,591155,False,True
Oxalis burkei,591157,True,True
Oxalis burtoniae,591158,True,True
Oxalis callosa,591159,True,True
Oxalis capillacea,591164,True,True
Oxalis clavifolia,591166,True,True
Oxalis commutata,591167,True,True
Oxalis comosa,591168,True,True
Oxalis comptonii,591169,True,False
Oxalis crocea,591172,False,True
Oxalis dichotoma,591176,True,True
Oxalis dilatata,591177,True,False
Oxalis duriuscula,591179,True,True
Oxalis ebracteata,591180,True,True
Oxalis eckloniana,591181,True,True
Oxalis engleriana,591182,True,True
Oxalis exserta,591184,True,True
Oxalis extensa,591185,True,True
Oxalis falcatula,591186,True,False
Oxalis fibrosa,591187,True,True
Oxalis flaviuscula,591188,False,True
Oxalis foveolata,591190,True,True
Oxalis fragilis,591191,True,True
Oxalis furcillata,591192,True,True
Oxalis giftbergensis,591193,True,True
Oxalis gracilis,591196,True,True
Oxalis grammopetala,591197,False,True
Oxalis grammophylla,591198,True,True
Oxalis haedulipes,591199,False,True
Oxalis hirsuta,591204,True,True
Oxalis inaequalis,591206,True,True
Oxalis inconspicua,591207,True,True
Oxalis ioeides,591209,False,True
Oxalis kamiesbergensis,591210,True,True
Oxalis knuthiana,591211,True,True
Oxalis lawsonii,591213,True,True
Oxalis leptogramma,591217,True,True
Oxalis levis,591218,True,False
Oxalis lichenoides,591219,True,True
Oxalis linearis,591221,False,True
Oxalis livida,591223,True,True
Oxalis louisae,591224,True,False
Oxalis melanosticta,591229,True,True
Oxalis minuta,591231,True,True
Oxalis monophylla,591232,True,True
Oxalis multicaulis,591233,True,True
Oxalis namaquana,591234,True,True
Oxalis nivea,591236,False,True
Oxalis nortieri,591237,True,True
Oxalis obliquifolia,591238,True,True
Oxalis odorata,591240,False,True
Oxalis oligophylla,591241,True,False
Oxalis orbicularis,591242,True,True
Oxalis orthopoda,591245,True,True
Oxalis pendulifolia,591247,True,True
Oxalis phloxidiflora,591252,True,True
Oxalis pillansiana,591253,False,True
Oxalis pocockiae,591254,True,True
Oxalis primuloides,591256,True,True
Oxalis psammophila,591257,True,False
Oxalis psilopoda,591260,True,True
Oxalis pulchella,591261,True,True
Oxalis punctata,591263,True,True
Oxalis purpurascens,591264,True,True
Oxalis purpurata,591265,False,True
Oxalis pusilla,591266,True,True
Oxalis reclinata,591268,True,True
Oxalis recticaulis,591269,False,True
Oxalis reflexa,591270,False,True
Oxalis rhomboidea,591271,False,True
Oxalis salteri,591276,True,True
Oxalis senecta,591278,True,False
Oxalis sonderiana,591280,True,True
Oxalis stellata,591281,True,True
Oxalis stenopetala,591282,False,True
Oxalis stenoptera,591283,True,True
Oxalis stictocheila,591285,False,True
Oxalis stokoei,591286,True,True
Oxalis strigosa,591287,True,True
Oxalis subsessilis,591289,False,True
Oxalis suteroides,591290,True,False
Oxalis tenella,591291,False,True
Oxalis tenuifolia,591292,True,True
Oxalis tenuipes,591293,True,False
Oxalis tenuis,591294,True,False
Oxalis tragopoda,591295,True,True
Oxalis truncatula,591296,True,True
Oxalis viscosa,591301,True,False
Oxalis zeyheri,591303,False,True
Oxygonum dregeanum,591305,False,True
Oxygonum sinuatum,591307,True,True
Ozoroa paniculosa,591317,True,True
Pachites appressus,591319,True,False
Pachites bodkinii,591320,True,False
Pachycarpus lineolatus,591330,True,False
Pachycarpus schinzianus,591339,False,True
Pachypodium lealii,591344,True,False
Paramollugo nudicaulis,591391,True,True
Paranomus abrotanifolius,591392,True,False
Paranomus bracteolaris,591395,True,True
Paranomus dregei,591399,True,False
Paranomus spicatus,591406,False,True
Parapolydora fastigiata,591411,False,True
Passerina falcifolia,591420,True,True
Passerina montana,591423,True,False
Passerina obtusifolia,591426,True,False
Passerina rigida,591431,True,True
Passerina truncata,591433,False,True
Pauridia alba,591436,True,True
Pauridia aquatica,591438,True,True
Pauridia canaliculata,591440,True,False
Pauridia flaccida,591443,True,True
Pauridia gracilipes,591444,False,True
Pauridia linearis,591445,True,True
Pauridia maryae,591447,True,False
Pauridia minuta,591449,True,True
Pauridia monophylla,591450,False,True
Pauridia ovata,591453,False,True
Pauridia pusilla,591455,False,True
Pauridia pygmaea,591456,True,True
Pavetta cataractarum,591463,True,True
Pavetta gardeniifolia,591469,True,True
Pavetta lanceolata,591476,False,True
Pavetta revoluta,591479,False,True
Pavetta zeyheri,591483,True,False
Pavonia burchellii,591484,True,True
Pavonia columella,591486,True,True
Pavonia transvaalensis,591493,True,True
Pearsonia aristata,591494,True,False
Pearsonia cajanifolia,591495,False,True
Peddiea africana,591505,True,False
Pedistylis galpinii,591506,False,True
Pegolettia baccharidifolia,591510,True,False
Pegolettia oxyodonta,591513,True,False
Pegolettia retrofracta,591516,True,False
Pelargonium aciculatum,591520,True,False
Pelargonium acraeum,591521,True,False
Pelargonium anethifolium,591528,True,False
Pelargonium aridum,591533,True,False
Pelargonium barklyi,591538,True,False
Pelargonium caespitosum,591548,True,False
Pelargonium candicans,591553,True,True
Pelargonium carneum,591556,True,False
Pelargonium caucalifolium,591559,True,True
Pelargonium columbinum,591563,True,False
Pelargonium crithmifolium,591570,True,True
Pelargonium desertorum,591572,True,False
Pelargonium dipetalum,591574,True,True
Pelargonium divisifolium,591576,True,False
Pelargonium dolomiticum,591577,True,True
Pelargonium elegans,591579,True,True
Pelargonium elongatum,591581,True,True
Pelargonium englerianum,591582,True,True
Pelargonium fruticosum,591590,True,True
Pelargonium gibbosum,591592,True,True
Pelargonium glutinosum,591596,True,True
Pelargonium hispidum,591606,True,False
Pelargonium hypoleucum,591607,True,False
Pelargonium klinghardtense,591612,False,True
Pelargonium leipoldtii,591617,False,True
Pelargonium longicaule,591620,False,True
Pelargonium longifolium,591622,True,False
Pelargonium luteolum,591623,True,False
