tranche,species,n_classifiable,D,C_star,S_star,organization_state,maximum_pairwise_span_km,frag_100km,frag_250km,frag_500km,frag_multiscale,valid_dated_photos,eligible_local_dated_pairs,same_morph_local_dated_pairs,cross_morph_local_dated_pairs,phenology_proxy_gate,phenology_delta_days,phenology_within_species_perm_p
discovery,Solanum lycopersicum,46,0.5094517958412098,False,False,unresolved_photo_state,19682.2902413151,0.9782608695652174,0.9782608695652174,0.9347826086956522,0.9637681159420289,46,0,0,0,False,,
discovery,Solanum pseudocapsicum,54,0.5102880658436215,False,False,unresolved_photo_state,19925.863327607665,0.9259259259259259,0.8888888888888888,0.8703703703703703,0.8950617283950617,54,18,16,2,False,,
discovery,Sparaxis tricolor,52,0.5776627218934911,True,False,local_cooccurrence_only,19861.90344172033,0.5961538461538461,0.5384615384615384,0.5384615384615384,0.5576923076923076,52,152,69,83,True,-1.0,0.846
discovery,Sphaeralcea ambigua,52,0.3224852071005917,True,False,local_cooccurrence_only,1924.0577602073886,0.6346153846153846,0.038461538461538436,0.019230769230769273,0.23076923076923075,52,93,56,37,True,-15.5,0.264
discovery,Stachys palustris,43,0.6479177934018389,False,False,unresolved_photo_state,9860.679610734052,0.9767441860465116,0.9069767441860466,0.6744186046511628,0.8527131782945737,43,0,0,0,False,,
discovery,Symphytum officinale,46,0.5189035916824196,False,False,unresolved_photo_state,9992.646909836523,0.9782608695652174,0.8043478260869565,0.4782608695652174,0.753623188405797,46,0,0,0,False,,
discovery,Symplocos tinctoria,45,0.5175308641975309,True,False,local_cooccurrence_only,1943.9461218520296,0.7333333333333334,0.4666666666666667,0.0,0.4000000000000001,45,49,21,28,True,-2.0,0.663
discovery,Talinum fruticosum,48,0.3541666666666666,False,False,unresolved_photo_state,19629.812375883295,0.9583333333333334,0.9166666666666666,0.875,0.9166666666666666,48,1,1,0,False,,
discovery,Talinum paniculatum,45,0.422716049382716,False,False,unresolved_photo_state,19796.70005183113,0.9777777777777777,0.9333333333333333,0.8,0.9037037037037038,45,0,0,0,False,,
discovery,Taraxacum erythrospermum,75,0.231111111111111,False,False,unresolved_photo_state,11842.598791070282,0.96,0.8666666666666667,0.5066666666666666,0.7777777777777777,75,11,9,2,False,,
discovery,Tetratheca thymifolia,48,0.5590277777777778,True,False,local_cooccurrence_only,1282.558331400968,0.33333333333333337,0.0,0.0,0.11111111111111112,48,264,108,156,True,-5.0,0.517
discovery,Thysanocarpus curvipes,59,0.2585463947141626,True,False,local_cooccurrence_only,1797.2363019328245,0.6949152542372881,0.5932203389830508,0.15254237288135597,0.48022598870056493,59,239,173,66,True,-4.5,0.365
discovery,Tinantia erecta,45,0.5659259259259259,True,False,local_cooccurrence_only,8924.011075644476,0.7333333333333334,0.4666666666666667,0.37777777777777777,0.525925925925926,45,74,27,47,True,-1.0,0.966
discovery,Tragopogon porrifolius,44,0.7076446280991735,False,False,unresolved_photo_state,19805.67267836521,0.9772727272727273,0.9090909090909091,0.75,0.8787878787878788,44,0,0,0,False,,
discovery,Triteleia laxa,61,0.2956194571351787,True,True,cooccurrence_and_segregation,794.4421933152788,0.06557377049180324,0.0,0.0,0.021857923497267746,61,411,357,54,True,-6.5,0.088
discovery,Trollius albiflorus,62,0.2003121748178979,True,False,local_cooccurrence_only,2231.1733772777307,0.6612903225806452,0.5,0.0,0.38709677419354843,62,171,144,27,True,12.0,0.015
discovery,Turnera subulata,60,0.3394444444444444,False,False,unresolved_photo_state,19996.509687986923,0.9833333333333333,0.8333333333333334,0.7333333333333334,0.85,60,0,0,0,False,,
discovery,Verbascum thapsus,52,0.2921597633136095,False,False,unresolved_photo_state,19733.40332733762,0.9807692307692307,0.9423076923076923,0.8269230769230769,0.9166666666666666,52,0,0,0,False,,
discovery,Verbena rigida,64,0.52978515625,False,False,unresolved_photo_state,19579.11528817666,0.9375,0.75,0.65625,0.78125,64,13,5,8,False,,
discovery,Veronica cymbalaria,52,0.2921597633136095,False,False,unresolved_photo_state,19894.59622619215,0.9423076923076923,0.5961538461538461,0.23076923076923073,0.5897435897435898,52,3,3,0,False,,
discovery,Veronica longifolia,43,0.4694429421308814,False,False,unresolved_photo_state,9784.934523406731,0.9767441860465116,0.9534883720930233,0.7674418604651163,0.8992248062015503,43,0,0,0,False,,
discovery,Veronica polita,44,0.5423553719008264,False,False,unresolved_photo_state,19254.221923289126,0.9772727272727273,0.9318181818181819,0.6136363636363636,0.8409090909090909,44,0,0,0,False,,
discovery,Veronica prostrata,73,0.3918183524113342,False,False,unresolved_photo_state,5280.487043118895,0.8904109589041096,0.5753424657534247,0.0547945205479452,0.5068493150684932,73,27,23,4,False,,
discovery,Veronica spicata,51,0.3867743175701653,False,True,spatial_segregation_only,5979.810182101371,0.9803921568627451,0.8431372549019608,0.1568627450980392,0.6601307189542484,51,0,0,0,False,,
discovery,Vicia lathyroides,42,0.5975056689342404,False,False,unresolved_photo_state,10779.206346463849,0.8333333333333334,0.8095238095238095,0.5238095238095238,0.7222222222222222,42,14,4,10,False,,
discovery,Vincetoxicum hirundinaria,62,0.297086368366285,False,False,unresolved_photo_state,4988.405112279552,0.9838709677419355,0.6290322580645161,0.09677419354838712,0.5698924731182795,62,0,0,0,False,,
discovery,Viola cucullata,60,0.3394444444444444,False,False,unresolved_photo_state,3457.4319044707254,0.8166666666666667,0.21666666666666667,0.01666666666666672,0.3499999999999999,60,24,15,9,False,,
discovery,Viola lutea,71,0.5776631620710176,True,True,cooccurrence_and_segregation,2047.6961428809936,0.619718309859155,0.5774647887323944,0.4225352112676056,0.539906103286385,71,407,291,116,True,-8.0,0.045
discovery,Viola mirabilis,42,0.4886621315192743,False,False,unresolved_photo_state,5143.877994336261,0.8333333333333334,0.5476190476190477,0.04761904761904767,0.4761904761904762,42,17,8,9,False,,
discovery,Viola rostrata,47,0.3349932095971026,False,True,spatial_segregation_only,1578.4050648995105,0.8936170212765957,0.0,0.0,0.2978723404255319,47,28,16,12,False,,
discovery,Viola tricolor,55,0.5328925619834712,False,False,unresolved_photo_state,18436.6347081719,0.9818181818181818,0.9636363636363636,0.5454545454545454,0.8303030303030302,55,0,0,0,False,,
discovery,Viscaria vulgaris,60,0.3166666666666667,False,False,unresolved_photo_state,3928.369786142416,0.9833333333333333,0.4833333333333333,0.06666666666666665,0.5111111111111111,60,0,0,0,False,,
discovery,Vitex agnus-castus,52,0.4260355029585799,False,False,unresolved_photo_state,13678.597357855908,0.9807692307692307,0.7115384615384616,0.5,0.7307692307692308,52,0,0,0,False,,
discovery,Zanthoxylum americanum,56,0.1913265306122449,True,False,local_cooccurrence_only,1954.1499189689805,0.75,0.4642857142857143,0.0,0.4047619047619048,56,84,68,16,True,9.5,0.0030303030303030303
discovery,Zephyranthes atamasco,50,0.3271999999999999,True,False,local_cooccurrence_only,1231.971171330924,0.62,0.020000000000000018,0.0,0.21333333333333335,50,101,68,33,True,14.0,0.103
reserve,Adenostyles alliariae,44,0.628099173553719,True,False,local_cooccurrence_only,2377.4345014568657,0.4545454545454546,0.34090909090909094,0.11363636363636365,0.30303030303030304,44,93,22,71,True,3.0,0.849
reserve,Aechmea distichantha,48,0.2586805555555556,True,False,local_cooccurrence_only,5006.058447015827,0.8333333333333334,0.5833333333333333,0.27083333333333337,0.5625,48,45,30,15,True,9.0,0.7199170124481328
reserve,Aegiceras corniculatum,41,0.2903033908387865,True,False,local_cooccurrence_only,10025.03900209926,0.7073170731707317,0.7073170731707317,0.46341463414634143,0.6260162601626016,41,116,85,31,True,34.0,0.006
reserve,Aliciella latifolia,43,0.2790697674418604,True,True,cooccurrence_and_segregation,817.5978360898011,0.32558139534883723,0.023255813953488413,0.0,0.11627906976744189,43,451,352,99,True,-3.0,0.698
reserve,Allium scorodoprasum,50,0.6304,False,False,unresolved_photo_state,8245.465682178788,0.86,0.48,0.020000000000000018,0.4533333333333333,50,24,7,17,False,,
reserve,Allium vineale,42,0.4773242630385487,False,False,unresolved_photo_state,19504.735859895944,0.9285714285714286,0.7619047619047619,0.5238095238095238,0.7380952380952381,42,5,2,3,False,,
reserve,Anarrhinum bellidifolium,55,0.5051239669421488,True,False,local_cooccurrence_only,1456.578669310902,0.6909090909090909,0.2909090909090909,0.0,0.32727272727272727,55,92,59,33,True,-1.0,0.96
reserve,Anemone palmata,62,0.22840790842872,True,False,local_cooccurrence_only,1456.2449812612456,0.6451612903225806,0.16129032258064513,0.048387096774193505,0.28494623655913975,62,228,177,51,True,-6.0,0.431
reserve,Anemone virginiana,57,0.2659279778393353,False,False,unresolved_photo_state,3337.728508640061,0.9649122807017544,0.19298245614035092,0.052631578947368474,0.40350877192982465,57,3,2,1,False,,
reserve,Antennaria racemosa,65,0.2423668639053254,True,False,local_cooccurrence_only,1242.2238031013387,0.41538461538461535,0.03076923076923077,0.0,0.14871794871794872,65,343,244,99,True,0.0,1.0
reserve,Aphyllanthes monspeliensis,76,0.5058864265927977,True,False,local_cooccurrence_only,1399.2519941795097,0.1578947368421053,0.0,0.0,0.05263157894736844,76,176,94,82,True,-1.5,0.418
reserve,Aquilegia brevistyla,47,0.4400181077410593,True,False,local_cooccurrence_only,3603.918211261333,0.7234042553191489,0.2978723404255319,0.06382978723404253,0.36170212765957444,47,67,33,34,True,2.5,0.366
reserve,Asclepias curassavica,48,0.21875,False,False,unresolved_photo_state,19467.016275661226,0.9583333333333334,0.6875,0.4375,0.6944444444444445,48,3,1,2,False,,
reserve,Asclepias purpurascens,50,0.3399999999999998,False,False,unresolved_photo_state,1921.8505762500808,0.9,0.33999999999999997,0.0,0.41333333333333333,50,22,19,3,False,,
reserve,Asphodelus albus,43,0.2401297998918334,True,False,local_cooccurrence_only,1110.8064607119024,0.34883720930232553,0.09302325581395354,0.0,0.14728682170542637,43,102,72,30,True,3.0,0.475
reserve,Astragalus agrestis,41,0.5246876859012493,True,False,local_cooccurrence_only,10223.540456069964,0.8048780487804879,0.6829268292682926,0.12195121951219512,0.5365853658536586,41,39,17,22,True,18.0,0.04604604604604605
reserve,Bauera rubioides,56,0.3354591836734693,True,True,cooccurrence_and_segregation,1641.6022875644937,0.5357142857142857,0.017857142857142905,0.0,0.18452380952380953,56,205,160,45,True,-9.5,0.547
reserve,Caladenia carnea,44,0.5754132231404958,True,True,cooccurrence_and_segregation,1618.2310580635635,0.6590909090909092,0.11363636363636365,0.0,0.2575757575757576,44,45,25,20,True,2.0,0.767
reserve,Calochortus bruneaunis,58,0.2621878715814505,True,False,local_cooccurrence_only,891.5048581568203,0.22413793103448276,0.0,0.0,0.07471264367816093,58,255,189,66,True,-1.5,0.889
reserve,Calochortus splendens,47,0.5848800362154822,True,False,local_cooccurrence_only,736.3559008013922,0.14893617021276595,0.0,0.0,0.04964539007092198,47,405,173,232,True,-3.0,0.486
reserve,Calopogon barbatus,45,0.5649382716049383,True,False,local_cooccurrence_only,802.2886776117908,0.37777777777777777,0.0,0.0,0.1259259259259259,45,218,89,129,True,-1.0,0.719
reserve,Calotropis procera,54,0.2256515775034293,False,False,unresolved_photo_state,19693.728679054304,0.9814814814814815,0.962962962962963,0.9074074074074074,0.9506172839506174,54,0,0,0,False,,
reserve,Carduus acanthoides,61,0.333243751679656,False,False,unresolved_photo_state,19771.083115794216,0.9836065573770492,0.8524590163934427,0.7213114754098361,0.8524590163934427,61,0,0,0,False,,
reserve,Carpobrotus edulis,61,0.5772641762966945,False,False,unresolved_photo_state,19937.533885276604,0.9672131147540983,0.7868852459016393,0.7540983606557377,0.8360655737704917,61,4,2,2,False,,
reserve,Centaurea scabiosa,42,0.6802721088435375,False,False,unresolved_photo_state,9110.196764132132,0.9761904761904762,0.9285714285714286,0.30952380952380953,0.7380952380952381,42,0,0,0,False,,
reserve,Centratherum punctatum,46,0.5207939508506616,False,False,unresolved_photo_state,19443.320049405185,0.9565217391304348,0.8913043478260869,0.7173913043478262,0.8550724637681159,46,3,2,1,False,,
reserve,Chamaenerion latifolium,48,0.4765625,False,False,unresolved_photo_state,10226.383337339512,0.9791666666666666,0.9166666666666666,0.75,0.8819444444444443,48,0,0,0,False,,
reserve,Cicerbita alpina,43,0.5105462412114656,True,False,local_cooccurrence_only,3462.7654980983234,0.37209302325581395,0.2790697674418605,0.16279069767441856,0.2713178294573643,43,69,36,33,True,5.5,0.15
reserve,Cirsium occidentale,53,0.5453898184407263,True,False,local_cooccurrence_only,1124.996028646865,0.5660377358490566,0.0,0.0,0.18867924528301885,53,129,54,75,True,-15.5,0.102
reserve,Cirsium undulatum,52,0.4822485207100592,False,False,unresolved_photo_state,2966.4008391245084,0.8846153846153846,0.6923076923076923,0.5,0.6923076923076922,52,17,12,5,False,,
reserve,Clinopodium gracile,47,0.3168854685378,True,False,local_cooccurrence_only,16163.910739357023,0.6808510638297872,0.46808510638297873,0.42553191489361697,0.524822695035461,47,83,51,32,True,42.5,0.17635270541082165
reserve,Clinopodium vulgare,56,0.6454081632653061,False,True,spatial_segregation_only,10306.330960423076,0.9821428571428571,0.8571428571428572,0.5714285714285714,0.8035714285714285,56,0,0,0,False,,
reserve,Collinsia tinctoria,44,0.240702479338843,True,False,local_cooccurrence_only,528.9646101567544,0.40909090909090906,0.0,0.0,0.13636363636363635,44,241,177,64,True,-4.0,0.422
reserve,Convolvulus angustissimus,65,0.5405917159763314,True,True,cooccurrence_and_segregation,1565.390795853212,0.5076923076923077,0.3538461538461538,0.0,0.28717948717948716,65,337,200,137,True,0.5,0.935
reserve,Corethrogyne filaginifolia,56,0.5070153061224489,True,False,local_cooccurrence_only,1434.5629933046112,0.0714285714285714,0.0357142857142857,0.0,0.0357142857142857,56,249,112,137,True,28.0,0.037
reserve,Cyclospermum leptophyllum,41,0.3140987507436049,False,True,spatial_segregation_only,17295.218957289664,0.926829268292683,0.8536585365853658,0.7073170731707317,0.8292682926829268,41,3,2,1,False,,
reserve,Cynoglossum creticum,49,0.3790087463556851,False,False,unresolved_photo_state,14482.65423831427,0.9591836734693877,0.7551020408163265,0.4693877551020408,0.7278911564625851,49,1,1,0,False,,
reserve,Cynoglossum officinale,41,0.4878048780487805,False,False,unresolved_photo_state,10234.611417085238,0.975609756097561,0.9024390243902439,0.7317073170731707,0.8699186991869917,41,0,0,0,False,,
reserve,Dactylorhiza sambucina,40,0.67875,True,False,local_cooccurrence_only,2283.187056763606,0.775,0.125,0.050000000000000044,0.3166666666666667,40,34,11,23,True,5.0,0.4303030303030303
reserve,Delphinium nudicaule,57,0.3594952293013235,True,False,local_cooccurrence_only,621.0941729600303,0.1228070175438597,0.0,0.0,0.0409356725146199,57,563,354,209,True,-0.5,0.967
reserve,Descurainia sophia,45,0.2923456790123457,False,False,unresolved_photo_state,11756.079705999982,0.9777777777777777,0.8888888888888888,0.7777777777777778,0.8814814814814814,45,0,0,0,False,,
reserve,Dichelostemma multiflorum,47,0.3168854685378,True,False,local_cooccurrence_only,616.018978253578,0.08510638297872342,0.0,0.0,0.028368794326241138,47,259,178,81,True,-3.0,0.549
reserve,Diplacus puniceus,52,0.3513313609467455,True,False,local_cooccurrence_only,256.22720321588645,0.0,0.0,0.0,0.0,52,1034,640,394,True,-13.0,0.156
reserve,Drosera macrantha,53,0.3702385190459237,True,False,local_cooccurrence_only,785.7488071462814,0.07547169811320753,0.037735849056603765,0.0,0.037735849056603765,53,327,208,119,True,-3.0,0.392
reserve,Erica tetralix,49,0.6364014993752602,False,False,unresolved_photo_state,2870.161944006494,0.9183673469387755,0.653061224489796,0.020408163265306145,0.5306122448979592,49,15,4,11,False,,
reserve,Erigeron speciosus,59,0.4653835104854926,True,False,local_cooccurrence_only,9531.742353132324,0.728813559322034,0.5254237288135593,0.016949152542372836,0.423728813559322,59,63,29,34,True,-3.0,0.824
reserve,Erodium cicutarium,46,0.5907372400756143,False,False,unresolved_photo_state,19555.840536456595,0.9565217391304348,0.8260869565217391,0.6304347826086957,0.8043478260869565,46,1,0,1,False,,
reserve,Erythronium montanum,49,0.2149104539775095,True,False,local_cooccurrence_only,550.3800467606733,0.3877551020408163,0.0,0.0,0.1292517006802721,49,450,344,106,True,3.0,0.556
reserve,Filipendula rubra,41,0.643664485425342,True,False,local_cooccurrence_only,1980.4335742625055,0.8536585365853658,0.5121951219512195,0.07317073170731703,0.4796747967479675,41,30,16,14,True,2.5,0.464859437751004
reserve,Frasera fastigiata,40,0.41125,True,False,local_cooccurrence_only,178.10834469316083,0.0,0.0,0.0,0.0,40,606,343,263,True,2.0,0.358
reserve,Fumaria officinalis,49,0.3940024989587672,False,False,unresolved_photo_state,15703.160401945026,0.9795918367346939,0.6938775510204082,0.22448979591836737,0.6326530612244898,49,0,0,0,False,,
reserve,Geobalanus oblongifolius,40,0.46875,True,False,local_cooccurrence_only,1024.7266288817239,0.6,0.275,0.0,0.2916666666666667,40,74,46,28,True,5.5,0.357
reserve,Geranium caespitosum,51,0.5536332179930796,True,True,cooccurrence_and_segregation,1155.4684196386218,0.6274509803921569,0.019607843137254943,0.0,0.21568627450980393,51,123,68,55,True,-7.5,0.348
reserve,Gilia tricolor,67,0.1871240810871017,True,False,local_cooccurrence_only,9229.070873796705,0.10447761194029848,0.04477611940298509,0.04477611940298509,0.06467661691542288,67,454,354,100,True,10.5,0.122
reserve,Glandularia bipinnatifida,70,0.5093877551020408,True,True,cooccurrence_and_segregation,3018.6365577799525,0.7571428571428571,0.37142857142857144,0.02857142857142858,0.3857142857142857,70,90,46,44,True,18.0,0.563
reserve,Globularia repens,86,0.302866414277988,True,True,cooccurrence_and_segregation,1121.5084921922414,0.22093023255813948,0.11627906976744184,0.0,0.11240310077519378,86,1149,834,315,True,2.0,0.557
reserve,Goodyera pubescens,47,0.25350837483024,False,False,unresolved_photo_state,2664.4823473251686,0.7872340425531915,0.23404255319148937,0.1063829787234043,0.3758865248226951,47,20,15,5,False,,
reserve,Grewia occidentalis,42,0.4716553287981859,True,True,cooccurrence_and_segregation,17972.003734566726,0.7380952380952381,0.5238095238095238,0.09523809523809523,0.4523809523809524,42,52,31,21,True,2.0,0.982
reserve,Gymnadenia rhellicani,59,0.6515369146796897,True,False,local_cooccurrence_only,1528.8679681130543,0.03389830508474578,0.03389830508474578,0.03389830508474578,0.03389830508474578,59,333,127,206,True,0.0,1.0
reserve,Herbertia lahue,66,0.4834710743801652,True,False,local_cooccurrence_only,18876.64977919225,0.7878787878787878,0.6212121212121212,0.6060606060606061,0.6717171717171717,66,48,24,24,True,3.0,0.704
reserve,Heuchera cylindrica,55,0.3199999999999998,True,False,local_cooccurrence_only,1331.1150221931746,0.7090909090909091,0.018181818181818188,0.0,0.24242424242424243,55,63,50,13,True,6.0,0.31
reserve,Hibiscus pedunculatus,50,0.5304,True,False,local_cooccurrence_only,11150.040629562156,0.42000000000000004,0.31999999999999995,0.020000000000000018,0.25333333333333335,50,283,147,136,True,-11.0,0.22
reserve,Honckenya peploides,46,0.4763705103969753,False,False,unresolved_photo_state,9602.003617157854,0.9130434782608696,0.8478260869565217,0.6956521739130435,0.8188405797101449,46,13,4,9,False,,
reserve,Impatiens balsamina,63,0.436381960191484,True,False,local_cooccurrence_only,19590.98953027865,0.8888888888888888,0.8888888888888888,0.873015873015873,0.8835978835978836,63,30,16,14,True,-11.5,0.48556701030927835
reserve,Ipomoea nil,53,0.5546457814168744,False,False,unresolved_photo_state,19915.128651517767,0.9811320754716981,0.9056603773584906,0.8490566037735849,0.9119496855345912,53,0,0,0,False,,
reserve,Ipomoea triloba,52,0.6235207100591715,False,False,unresolved_photo_state,19828.090545952444,0.9807692307692307,0.9615384615384616,0.8653846153846154,0.9358974358974358,52,0,0,0,False,,
reserve,Ipomopsis rubra,44,0.4783057851239669,True,False,local_cooccurrence_only,1773.9352233886425,0.20454545454545459,0.13636363636363635,0.045454545454545414,0.12878787878787878,44,130,64,66,True,-2.5,0.602
reserve,Kennedia coccinea,59,0.2631427750646367,True,False,local_cooccurrence_only,667.4972258496146,0.016949152542372836,0.016949152542372836,0.0,0.011299435028248558,59,386,282,104,True,6.0,0.305
reserve,Kunzea capitata,40,0.515,True,False,local_cooccurrence_only,689.3485800437605,0.125,0.0,0.0,0.041666666666666664,40,302,131,171,True,1.0,0.902
reserve,Lactuca biennis,40,0.3487499999999999,False,False,unresolved_photo_state,4060.8299653677614,0.7,0.35,0.050000000000000044,0.36666666666666664,40,26,18,8,False,,
reserve,Lactuca perennis,47,0.4861928474422816,True,False,local_cooccurrence_only,2155.0589096563067,0.7021276595744681,0.17021276595744683,0.04255319148936165,0.3049645390070922,47,41,26,15,True,12.0,0.264
reserve,Lathyrus aphaca,69,0.1823146397815584,False,False,unresolved_photo_state,11380.268174238498,0.8985507246376812,0.8115942028985508,0.42028985507246375,0.7101449275362319,69,36,36,0,False,,
reserve,Legousia speculum-veneris,66,0.2823691460055095,True,False,local_cooccurrence_only,2679.3917043856295,0.7727272727272727,0.13636363636363635,0.015151515151515138,0.30808080808080807,66,85,69,16,True,-4.0,0.694
reserve,Lepidium perfoliatum,55,0.2565289256198347,True,False,local_cooccurrence_only,17566.18246857833,0.8363636363636364,0.7454545454545455,0.32727272727272727,0.6363636363636364,55,57,40,17,True,-9.0,0.12173038229376258
reserve,Leucanthemum vulgare,77,0.2631135098667567,False,False,unresolved_photo_state,19130.086846776616,0.987012987012987,0.961038961038961,0.7272727272727273,0.8917748917748917,77,0,0,0,False,,
reserve,Lilium martagon,62,0.548907388137357,False,False,unresolved_photo_state,7818.711310216333,0.967741935483871,0.5,0.30645161290322576,0.5913978494623656,62,7,5,2,False,,
reserve,Linaria purpurea,51,0.3760092272202999,False,False,unresolved_photo_state,19312.980871756437,0.9215686274509804,0.6666666666666667,0.4901960784313726,0.69281045751634,51,14,9,5,False,,
reserve,Linum alpinum,65,0.5439053254437869,True,False,local_cooccurrence_only,1689.0690266797978,0.5384615384615384,0.15384615384615385,0.0,0.23076923076923075,65,366,166,200,True,-2.0,0.581
reserve,Linum usitatissimum,58,0.3662306777645661,False,False,unresolved_photo_state,19945.360898010676,0.9655172413793104,0.7068965517241379,0.5172413793103448,0.7298850574712644,58,3,2,1,False,,
reserve,Lomatium columbianum,61,0.4918032786885244,True,False,local_cooccurrence_only,141.41711206231238,0.0,0.0,0.0,0.0,61,1336,635,701,True,0.0,1.0
reserve,Lomatium macrocarpum,56,0.364158163265306,False,True,spatial_segregation_only,1985.3839296830718,0.6607142857142857,0.125,0.0,0.2619047619047619,56,81,78,3,False,,
reserve,Lunaria annua,53,0.6030615877536489,False,False,unresolved_photo_state,19774.655380661585,0.9811320754716981,0.9056603773584906,0.6226415094339622,0.8364779874213837,53,0,0,0,False,,
reserve,Lupinus excubitus,52,0.2965976331360948,True,False,local_cooccurrence_only,538.7546230191589,0.0,0.0,0.0,0.0,52,766,512,254,True,5.0,0.563
reserve,Lupinus formosus,40,0.46875,True,False,local_cooccurrence_only,848.7347856569876,0.17500000000000004,0.17500000000000004,0.0,0.1166666666666667,40,471,246,225,True,5.0,0.407
reserve,Marcus-kochia littorea,56,0.6320153061224489,True,False,local_cooccurrence_only,1304.2863925202846,0.2142857142857143,0.1071428571428571,0.0535714285714286,0.125,56,257,84,173,True,3.5,0.807
reserve,Matelea edwardsensis,42,0.336734693877551,True,False,local_cooccurrence_only,347.6725663165108,0.04761904761904767,0.0,0.0,0.01587301587301589,42,457,277,180,True,-2.0,0.262
reserve,Monarda citriodora,43,0.5375878853434289,False,False,unresolved_photo_state,3767.2818450368886,0.8604651162790697,0.5581395348837209,0.09302325581395354,0.5038759689922481,43,17,11,6,False,,
reserve,Moricandia arvensis,53,0.4855820576717694,True,False,local_cooccurrence_only,2295.8281015990588,0.49056603773584906,0.07547169811320753,0.07547169811320753,0.21383647798742136,53,160,74,86,True,-21.5,0.496
reserve,Nandina domestica,44,0.2975206611570247,False,False,unresolved_photo_state,14660.21758574473,0.8863636363636364,0.5909090909090908,0.25,0.5757575757575757,44,24,12,12,False,,
reserve,Nemastylis geminiflora,52,0.5732248520710058,True,False,local_cooccurrence_only,1219.3555574992913,0.3653846153846154,0.07692307692307687,0.0,0.14743589743589744,52,179,95,84,True,-1.5,0.592
reserve,Nymphoides indica,57,0.2456140350877192,True,False,local_cooccurrence_only,10142.694224223435,0.5087719298245614,0.45614035087719296,0.4035087719298246,0.456140350877193,57,140,95,45,True,-10.0,0.7091273821464393
reserve,Oenothera speciosa,47,0.3277501131733816,False,False,unresolved_photo_state,12266.866192562517,0.9574468085106383,0.6808510638297872,0.3191489361702128,0.6524822695035462,47,5,5,0,False,,
reserve,Opuntia fragilis,58,0.2705112960760997,True,False,local_cooccurrence_only,2706.8781274284397,0.6896551724137931,0.6379310344827587,0.3275862068965517,0.5517241379310346,58,67,50,17,True,4.0,0.49198396793587174
reserve,Oxalis smalliana,49,0.5897542690545606,True,False,local_cooccurrence_only,1350.3630190068072,0.020408163265306145,0.020408163265306145,0.020408163265306145,0.020408163265306145,49,304,107,197,True,15.0,0.034
reserve,Palafoxia texana,69,0.3461457676958621,True,False,local_cooccurrence_only,365.4235061138167,0.04347826086956519,0.0,0.0,0.014492753623188396,69,1184,785,399,True,-6.0,0.503
reserve,Papaver somniferum,50,0.6144000000000001,False,False,unresolved_photo_state,19824.578054154168,0.98,0.96,0.6,0.8466666666666667,50,0,0,0,False,,
reserve,Pedicularis sylvatica,41,0.510410469958358,False,False,unresolved_photo_state,2459.9405109309155,0.926829268292683,0.5853658536585367,0.2195121951219512,0.5772357723577236,41,11,4,7,False,,
reserve,Persicaria capitata,68,0.3326124567474048,False,False,unresolved_photo_state,19795.231348710815,0.9852941176470589,0.9117647058823529,0.8970588235294118,0.9313725490196078,68,0,0,0,False,,
reserve,Philotheca spicata,49,0.5122865472719701,True,False,local_cooccurrence_only,567.9407128757322,0.12244897959183676,0.0,0.0,0.040816326530612256,49,539,259,280,True,8.0,0.195
reserve,Pigea calycina,55,0.4621487603305785,True,False,local_cooccurrence_only,401.54991493401957,0.0,0.0,0.0,0.0,55,754,380,374,True,3.0,0.294
reserve,Polygala virgata,40,0.6287499999999999,True,False,local_cooccurrence_only,12270.10639843825,0.825,0.625,0.5,0.65,40,41,15,26,True,25.0,0.267
reserve,Pontederia azurea,52,0.3705621301775147,True,False,local_cooccurrence_only,4900.041904204984,0.8269230769230769,0.8269230769230769,0.4423076923076923,0.6987179487179486,52,51,43,8,True,11.0,0.649949849548646
reserve,Portulaca umbraticola,49,0.6039150354019158,False,False,unresolved_photo_state,19963.600083155605,0.9795918367346939,0.8367346938775511,0.6122448979591837,0.8095238095238096,49,0,0,0,False,,
reserve,Primula pauciflora,46,0.5293005671077504,False,True,spatial_segregation_only,4139.283861398941,0.8478260869565217,0.5217391304347826,0.15217391304347827,0.5072463768115941,46,26,17,9,False,,
reserve,Primula vulgaris,72,0.3348765432098766,False,False,unresolved_photo_state,19916.278482269918,0.9583333333333334,0.6388888888888888,0.23611111111111116,0.6111111111111112,72,7,4,3,False,,
reserve,Prunus ilicifolia,48,0.2543402777777778,True,False,local_cooccurrence_only,1003.1502550417118,0.39583333333333337,0.02083333333333337,0.0,0.13888888888888892,48,265,185,80,True,-1.0,0.938
reserve,Pseudorchis albida,46,0.5207939508506616,True,False,local_cooccurrence_only,3379.7435308827203,0.32608695652173914,0.28260869565217395,0.10869565217391308,0.23913043478260873,46,110,48,62,True,0.0,1.0
reserve,Pulsatilla pratensis,41,0.4973230220107079,True,False,local_cooccurrence_only,2368.7378188265966,0.8536585365853658,0.6829268292682926,0.4390243902439024,0.6585365853658537,41,31,14,17,True,25.5,0.028
reserve,Ranunculus glacialis,67,0.3305858765872131,True,False,local_cooccurrence_only,3610.7013160935517,0.20895522388059706,0.20895522388059706,0.20895522388059706,0.20895522388059706,67,370,235,135,True,-1.0,0.97
