mode,corr_D_F_median,corr_D_F_q025,corr_D_F_q975,corr_D_negB_median,corr_D_negB_q025,corr_D_negB_q975,mean_abs_D_median,mean_abs_D_q025,mean_abs_D_q975,mean_abs_F_median,mean_abs_F_q025,mean_abs_F_q975,mean_abs_B_median,mean_abs_B_q025,mean_abs_B_q975,frac_absF_gt_absB_median,frac_absF_gt_absB_q025,frac_absF_gt_absB_q975,frac_absB_gt_absF_median,frac_absB_gt_absF_q025,frac_absB_gt_absF_q975,max_identity_error_median,max_identity_error_q025,max_identity_error_q975
M1,0.583806422858439,0.4883655013330652,0.6844246291554803,0.7985520422308913,0.7187686887632387,0.8552453910832157,0.11903507535369057,0.11434787072013547,0.12353826271208561,0.06606330347277374,0.05721352441961569,0.07647216508830061,0.09726174552932176,0.0861209639072165,0.10611343420144323,0.3681178080515093,0.3089342745724124,0.44025135919767594,0.6318821919484907,0.5597486408023241,0.6910657254275877,3.3306690738754696e-16,2.5673907444456745e-16,4.440892098500626e-16
M2,0.7024461778414198,0.592657346178115,0.7919589329084891,0.5855681915590576,0.49155154557600805,0.67820811516671,0.09744697753369881,0.09265393325108635,0.10180795392470642,0.07758564444478165,0.07089664829836051,0.08396243294659854,0.0724870871514571,0.06162385503662406,0.08380853768890414,0.5030807075926814,0.4312473707833261,0.569549561917782,0.4969192924073186,0.4304504380822179,0.5687526292166739,3.3306690738754696e-16,2.636779683484747e-16,4.684620746875368e-16
M3,0.4701745933577224,0.3848269653042099,0.5974852410238107,0.8610958723018006,0.7839947907800491,0.8934198178032736,0.0757917936932424,0.0723287711907804,0.07947139399228506,0.036448506729523836,0.032066743788120904,0.044000307943484494,0.06659535835901509,0.06106529646952759,0.07105367542361007,0.3149751132101113,0.26909865056946164,0.38158934300926817,0.6850248867898887,0.6184106569907317,0.7309013494305384,2.1337098754514727e-16,1.6653345369377348e-16,2.7755575615628914e-16
