split,image_id,file_name,image_sha256,estimator_admitted,failure_reasons,flower_pixels,plant_background_control_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,predicted_flower_pixels,predicted_flower_pixels_inside_box_union,image_predicted_pixel_precision_inside_box_union,reference_boxes,source_annotation_boxes,source_not_evaluable_boxes,hit_boxes,small_reference_boxes,medium_reference_boxes,large_reference_boxes,small_hit_boxes,medium_hit_boxes,large_hit_boxes
train,99,000528.jpg,7a4c62196114b520f3e017f210c91f77ad688bf7d47f65caa744193388b8d434,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,136585,0.0,inf,0,0,0.0,8,8,0,0,3,5,0,0,0,0
train,100,000526.jpg,7834cca42255f5644ff2853b7896f5712e2b9b58843c54c5da5bb5b2e89b38e1,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,122989,0.0,inf,0,0,0.0,7,7,0,0,5,2,0,0,0,0
train,101,000525.jpg,dfb5a8a50fc36939909ee69e0536288ec1c55fb6de8f1e22336005b98a5c45e8,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,13337,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,102,000523.jpg,24a5d4c4c65a597367da47015dad693962176fc9b68699b6ed31f264828d6708,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,104580,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,103,000522.jpg,94191710f30d1259e3a72545c89b96c94de13c2db4f8513695e2f72b8f5db4a8,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,108498,0.0,inf,0,0,0.0,6,6,0,0,5,1,0,0,0,0
train,104,000519.jpg,b0f7ae7bcf6de3cd72bc3a794664e883d2689d99635f63d90de17d138385de12,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,149813,0.0,inf,0,0,0.0,26,26,0,0,23,3,0,0,0,0
train,105,000518.jpg,7acfd511870294060de6f142ef4e988c3c136bce32d1f7a3360fe9396b7b9b81,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,258154,0.0,inf,0,0,0.0,10,10,0,0,10,0,0,0,0,0
train,106,000516.jpg,52eefdd2247d3eb3cfe60fbda8b495979e3fca2fca26cdce52c1c66a92a8fc89,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,8,8,0,0,6,2,0,0,0,0
train,107,000512.jpg,c3054b3387660446f02bdfcc7f450e2eab37b0c7688a76797d6879cf2d2841ae,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,859,151604,0.17330462863293863,26.028465270996094,859,424,0.4935972060535506,33,33,0,3,31,2,0,3,0,0
train,108,000511.jpg,abaa3e495718ba565d5f33af7537d0eac3da91b263cf2378bcedd92390b43016,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,136409,0.0,inf,0,0,0.0,16,16,0,0,16,0,0,0,0,0
train,109,000510.jpg,57ce3bf1eacf6f836a04f72bd43e3c6de41c369ae19a002d4ad7ecfbd435eddb,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,47282,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,110,000509.jpg,3fbdba7bd2496660908840b7005767e16460785799047bf27681ef7e74d2449d,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,180827,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,111,000507.jpg,d3570f0e490a89e9f740c10f1d5f5ce270deed1ae36a5b0595b547abce352c91,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,260670,0.0,inf,0,0,0.0,1,1,0,0,0,1,0,0,0,0
train,112,000506.jpg,45268074e98c395c2351ad1d46ca62ad9b367af341c16aa153fc8b76048928a3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,127667,0.0,inf,0,0,0.0,15,15,0,0,15,0,0,0,0,0
train,113,000503.jpg,926e04f8e608af4c25e96b77af0179625d97af45cff058b91d50477fbc1791a0,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,185853,0.0,inf,0,0,0.0,4,4,0,0,2,2,0,0,0,0
train,114,000500.jpg,bd057494069e03d119c8f77869aa18597a596d33e415c252aa9bd0a90f7fcd63,True,,2209,25481,0.6165289256198347,3.9125401973724365,2209,2133,0.9655952919873246,25,25,0,5,22,3,0,3,2,0
train,115,000499.jpg,0be8e34511c43b673e0754a20e2c07f3afdd4512ead82f0fe7d17540f08c8f06,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,10,10,0,0,10,0,0,0,0,0
train,116,000498.jpg,baffad46b90a754ba554a0d39407a6f6c1557b5883fe4c4e97e67373490f7316,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,1,0.0,inf,0,0,0.0,7,7,0,0,7,0,0,0,0,0
train,117,000430.jpg,05f53bd1a2f0d1c062a3afc2d88863a116ab215a62b924f6c2efe651168bfd25,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,118,000429.jpg,8c63a73f486adfe1a00e4b4312e583cde6d2c611a811f8e2fed4b72f58157e4c,True,,15197,246476,0.63495085995086,4.830271244049072,15197,10123,0.6661183128248996,13,13,0,11,10,3,0,8,3,0
train,119,000426.jpg,9081779a75230389e25aedb7c8871bf801a318da154dd85fc71c165618bd4e28,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,4,4,0,0,3,1,0,0,0,0
train,120,000425.jpg,e5f54c402fd028a94807cb4d2a1cabed073e62be6cc4de3976a382efcf80dda3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,233170,0.0,inf,0,0,0.0,8,8,0,0,8,0,0,0,0,0
train,121,000423.jpg,25833327dc311311ad62befadb5d7b005258bc8b28237e40758a5f5652957806,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,110695,0.0,inf,0,0,0.0,3,3,0,0,3,0,0,0,0,0
train,122,000422.jpg,7aa0f9e32d28d093f8b7e4d7ee8e629d273a8d65cec1300af682d2e699317dc3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,213389,0.0,inf,0,0,0.0,6,6,0,0,6,0,0,0,0,0
train,123,000421.jpg,bcde3ce758400392ee920ef29d48bbb0c3be058a3ea67821543309f4ece06f8c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261833,0.0,inf,0,0,0.0,37,37,0,0,37,0,0,0,0,0
train,124,000420.jpg,52eea74d05ae253cf7f010033a64db8579c8ea580bc1791b8126b53dd14bb3e4,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,24899,0.0,inf,0,0,0.0,17,17,0,0,17,0,0,0,0,0
train,125,000419.jpg,19222585b9ed2c9e527d67b17f41f9cec0b2effecc538287fb42c00144eee4b6,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,29810,0.0,inf,0,0,0.0,67,67,0,0,66,1,0,0,0,0
train,126,000417.jpg,649f69ef8b19858032e33584de7923fe6f6449715ab5d07e8591831f2169591c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261745,0.0,inf,0,0,0.0,9,9,0,0,8,1,0,0,0,0
train,127,000416.jpg,5e59ec5ed6c311078ec30509450dbfcdb8e34a3847a1e9372dea6b3d0f34ef32,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,255064,0.0,inf,0,0,0.0,4,4,0,0,3,1,0,0,0,0
train,128,000413.jpg,7bf4a1aa1e5e9be9e5e8c7a707db998f1682bd843ba21a84330e069b0ad94524,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,48760,0.0,inf,0,0,0.0,20,20,0,0,19,1,0,0,0,0
train,129,000412.jpg,6cef0ca9fbcf70b608d7049d9cecfb2bdd2d4678748e3e08c8b780c3210ce150,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,189186,0.0,inf,0,0,0.0,20,20,0,0,20,0,0,0,0,0
train,130,000410.jpg,008ee7a4cc7bbfb2f7635c444ed2b9e22f5675adacf749acccd78dbffcc0f60a,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,255927,0.0,inf,0,0,0.0,37,37,0,0,37,0,0,0,0,0
train,131,000409.jpg,b93df78bb12116807ae4411c7503c6465bd5f9140255e53dba179f3a87dfaf2f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,239143,0.0,inf,0,0,0.0,26,26,0,0,26,0,0,0,0,0
train,132,000408.jpg,9da732e4d9348c1c6c9724b924147d56cc2e790a9ceb3af64f5604f47275b033,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261657,0.0,inf,0,0,0.0,37,37,0,0,37,0,0,0,0,0
train,133,000405.jpg,2a0c210e93425d597b196d5a67afd114adb22663c38c9c749d75dc648c72415a,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,17,258531,0.0,inf,17,17,1.0,21,21,0,0,20,1,0,0,0,0
train,134,000404.jpg,337873e41f2b0ba8aad1f9c5f78c4eaf291f5b98251e523de924fe5aa29971a3,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,221803,0.0,inf,0,0,0.0,18,18,0,0,15,3,0,0,0,0
train,135,000402.jpg,1260b5e5c63b7857018711fc52eabd96bb271e7cab49ff0baf7478df61592770,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,31676,0.0,inf,0,0,0.0,11,11,0,0,11,0,0,0,0,0
train,136,000400.jpg,6e0ea329a4408cc20df89ba13f4307ca34ca33f0014ddd7d027d79fb120269ba,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,77293,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,137,000397.jpg,dd0ef181b3c5022902cc07ba27e26ddd0cb1d99724f5d9e32e0a557abf97d63c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,7,7,0,0,3,4,0,0,0,0
train,138,000396.jpg,f81c6d3568e25fd72df981a189b3f6937c45dc7ea09618e1edf91d6434a90b45,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,4,4,0,0,2,2,0,0,0,0
train,139,000395.jpg,4f68f05bd8b20b00273a05cfef286f9a31d4d5fedbc67e3224094e8613383349,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,244772,0.0,inf,0,0,0.0,15,15,0,0,14,1,0,0,0,0
train,140,000394.jpg,b2efd4fdd43d3aeec02da910c8d39765159d352483ed442245866766c103251d,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,205323,0.0,inf,0,0,0.0,13,13,0,0,12,1,0,0,0,0
train,141,000391.jpg,a7635e247a293a12e52b615dc0664b1beeadcac57cae9d40d0ee8681e677d20c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,168490,0.0,inf,0,0,0.0,23,23,0,0,18,5,0,0,0,0
train,142,000390.jpg,5b56470573bd4faf6006b235f340ff40403d2a7d1e1236fa5f9b7d485e17c913,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,240957,0.0,inf,0,0,0.0,21,21,0,0,20,1,0,0,0,0
train,143,000386.jpg,4d6866ca40f225a97f7542c69d1e2a5d193e467de106728ba16f7fd1431b57dd,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262142,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,144,000384.jpg,553318c890402b750bb5508c00663720bf5211dcd40c11404f32809fb1f6b7cd,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262097,0.0,inf,0,0,0.0,12,12,0,0,12,0,0,0,0,0
train,145,000383.jpg,833f09f161d8cd308c086ac0e4ac0b959d33562002ad9ae30ec7d8d5dd1f2431,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,9,9,0,0,9,0,0,0,0,0
train,146,000382.jpg,0f77045e1779d76fbb2322c161a845ee022399c94544cfc13edffb10c5a8db20,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,252974,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,147,000381.jpg,72fe9e274e6688995d52fed0f44863c56844986dece4ca898e4fa84aed5d9699,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,995,193108,0.23918992884510126,28.773635864257812,995,911,0.9155778894472362,18,18,0,5,18,0,0,5,0,0
train,148,000378.jpg,08547276485d54cd897ff0ebb9af29b97df6f243b3d6edc8cfe57ceb7c282700,False,insufficient_plant_background_control_pixels;horizontal_flip_mask_instability,9890,0,0.4998795277487752,2.866480827331543,9890,5161,0.521840242669363,48,48,0,22,47,1,0,21,1,0
train,149,000376.jpg,1070fb012325fc1e88bd6b0b267c7e0db326ea64dc4e4bfbb47b359528bd19cc,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,150,000375.jpg,8dcd4fdd8a9028651d440e69b1ddc132ca99736d7bf3c84b14678253a57b7cd2,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,258472,0.0,inf,0,0,0.0,35,35,0,0,35,0,0,0,0,0
train,151,000373.jpg,a77af25b3f71b5795bba7333b7ecb07f23b5fd14034eee09a0979b94f0784ba2,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,1263,260807,0.0,inf,1263,1152,0.9121140142517815,34,34,0,5,32,2,0,4,1,0
train,152,000372.jpg,6cd7979bc01512507feeb472860c510b8095343adb54838404851b5101433d31,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,18,18,0,0,16,2,0,0,0,0
train,153,000369.jpg,c813a525819e1e2ccfc9c584dba1150f279bfd2c15f27ea7b6f8efd5f6ee2a12,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,37,37,0,0,37,0,0,0,0,0
train,154,000368.jpg,a0e6dc993d773892f36aad14013a32505c513676b2252a7d1c421fdc3484f6f6,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,32,32,0,0,32,0,0,0,0,0
train,155,000365.jpg,6f14908f1f57f3833e7349b8c04d7b4e4a29df3fc7087c20c5d0bae38e54d80c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,255044,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,156,000364.jpg,00d36c828ccb69b06d50d377b5fbaf55887de2ecf880c0750199eb29a2cce98a,True,,7970,253922,0.5276591417531015,2.1492183208465576,7970,7822,0.9814303638644919,36,36,0,14,26,10,0,5,9,0
train,157,000361.jpg,99beda2da8e517b94cf341d6bc9081caecbeed5d1867b217a6c4f1b747f96749,True,,149713,111099,0.7728728256809958,0.45782145857810974,149713,38114,0.25458043055713264,102,102,0,85,93,9,0,76,9,0
train,158,000358.jpg,4ba552c27b8070d62af75a9940d572569e987996abb1b0d2a68aeeb148caddee,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,42,42,0,0,42,0,0,0,0,0
train,159,000357.jpg,f6da94f8e2262409e36102d162d5ed3db502c88b5e87bef60a6d27c57fc4a4f0,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,49,49,0,0,47,2,0,0,0,0
train,160,000356.jpg,b0aafa60b59514f3faaf76a48185887b12c48250d1fd4aff4832fc898710a91c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,16,16,0,0,13,3,0,0,0,0
train,161,000353.jpg,a75bb3923fe8d4070203284e2675f041745c5d8882011f3f49f524a841fb220d,True,,99578,160802,0.6328621488388668,2.83762526512146,99578,27373,0.27489003595171624,30,30,0,30,21,9,0,21,9,0
train,162,000352.jpg,af9430b938cef6877769fd31b438b0bf8cd6008b3cd5efaa14870b4ef9583136,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,52,262035,0.16346153846153846,10.206960678100586,52,52,1.0,3,3,0,0,1,2,0,0,0,0
train,163,000351.jpg,317e46b4ef9dcdd035877beba2a7baa3af15bd38264d26ebb5d2b2ce437b7b36,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,1540,260138,0.22053558642417298,31.511205673217773,1540,1539,0.9993506493506493,23,23,0,4,20,3,0,1,3,0
train,164,000349.jpg,7e698c49920c383839e74a96a135d2a294850d4888c2102c9cfd35fb5c28e917,False,horizontal_flip_mask_instability,20760,12569,0.37859166329421284,3.7593159675598145,20760,6635,0.31960500963391136,46,46,0,34,46,0,0,34,0,0
train,165,000346.jpg,297448fa74293802d37e908c4c2993a3b9c5cac0a181af2881746da971811b16,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261911,0.0,inf,0,0,0.0,16,16,0,0,9,7,0,0,0,0
train,166,000344.jpg,643011d0474827b66eaf4432377135feb3e8e10e578897d3cb85c093127058ce,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,195,261949,0.09368530020703934,22.86929702758789,195,146,0.7487179487179487,22,22,0,1,12,10,0,0,1,0
train,167,000343.jpg,cfae911490bb211fc8613e433a397aa756c63bd02be33d49477079a272995554,True,,256174,5970,0.9426721101567274,1.010782241821289,256174,28939,0.11296618704474302,8,8,0,8,4,3,1,4,3,1
train,168,000341.jpg,1d5bcc1505ee7e46e6fa43d48ef8ee2bb9df7bdfeff33cce9008915c9f388d80,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,5,5,0,0,4,1,0,0,0,0
train,169,000337.jpg,84255338d5d331fd8f3b6905c0a808a4ac69223ecb552d506f5b52d89c93ccd9,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,19,19,0,0,13,6,0,0,0,0
train,170,000336.jpg,cb50b2d8293efed74f9bbf09953da3e961e3705dacc83f433ca44ceccaa8107f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,6,6,0,0,5,1,0,0,0,0
train,171,000333.jpg,bbd79e286c51634437adeef16ccb0177632066b80c4d6dec17b779f45e35da20,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,43160,0.0,inf,0,0,0.0,51,51,0,0,51,0,0,0,0,0
train,172,000332.jpg,681505be3c4be370117fc2552eb9f275206e5f44eb46a0e228ac164b7e2339a2,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,123,64825,0.12318840579710146,33.96602249145508,123,59,0.4796747967479675,83,83,0,3,83,0,0,3,0,0
train,173,000331.jpg,bfd5cbf55340fd515844e3e9091aa6fd894838e4634c11ec5cdd135145e97895,False,insufficient_flower_pixels;insufficient_plant_background_control_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,0,0.0,inf,0,0,0.0,60,60,0,0,60,0,0,0,0,0
train,174,000330.jpg,ab63aa0337d45a09a7f831af8f921d4103b24dd0b2d03a7328f43bc3526d4702,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,170308,0.0,inf,0,0,0.0,61,61,0,0,60,1,0,0,0,0
train,175,000326.jpg,03de7d9a6d15fcb09c9d677c29baca2b370f5aa453a19c78edba0268309b6b5b,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261100,0.0,inf,0,0,0.0,12,12,0,0,12,0,0,0,0,0
train,176,000325.jpg,45a18c96b5a4aa1584b691665d927c0f8523365108acab59a06d0a8211274298,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,259556,0.0,inf,0,0,0.0,25,25,0,0,25,0,0,0,0,0
train,177,000323.jpg,9c2a1d32dcdda7569aa0913941577b221f80972f62d8615b166cb03da01a3467,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,259666,0.0,inf,0,0,0.0,10,10,0,0,10,0,0,0,0,0
train,178,000322.jpg,b684544e27b00af400d99e8c26b0b72b78c8e5659c27381151e90848e0490649,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,247434,0.0,inf,0,0,0.0,11,11,0,0,7,4,0,0,0,0
train,179,000320.jpg,dfa6169a362330ac523bf17fd4e639220487bd4f657b872d7990bd265cd05728,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,259319,0.0,inf,0,0,0.0,9,9,0,0,9,0,0,0,0,0
train,180,000319.jpg,3dc34a1fed21b2f376de3830970619df96af1ae6664469394196029064775288,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,8,196712,0.0,inf,8,8,1.0,5,5,0,0,5,0,0,0,0,0
train,181,000318.jpg,60323cf4c2d831cf017ae79f60ddd8c754e91d39b855ce170bb0aaee68a26a7f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,5996,0.0,inf,0,0,0.0,2,2,0,0,2,0,0,0,0,0
train,182,000317.jpg,c774b3f721bcf3bc136ed0d8759ad625304082bb24051be4e1dade48330a57e8,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,592,261088,0.0,inf,592,580,0.9797297297297297,2,2,0,1,2,0,0,1,0,0
train,183,000315.jpg,4d3e3943bc59bf4dd872c5b7cd9157f3c05b68b444fdf726e01db94b73bf2d7c,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,89453,0.0,inf,0,0,0.0,4,4,0,0,4,0,0,0,0,0
train,184,000314.jpg,d32eb262332c8bfbe6353c56729a60f75f3efc6c9566ece872067351b5bf88aa,True,,5639,173805,0.7125207171915022,3.207918167114258,5639,4853,0.8606135839687888,27,27,0,9,25,2,0,7,2,0
train,185,000312.jpg,9563d82e42f75aa5b9a7a99ac38b4074e984771499f4c41952be0ba877bb6ca9,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,51024,0.0,inf,0,0,0.0,41,41,0,0,41,0,0,0,0,0
train,186,000310.jpg,5fc96dae1ae3c570ebf45d14fd02df5dffb6518885927bd0c3cd160c8d854556,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,55,261846,0.011977351916376307,38.0187873840332,55,53,0.9636363636363636,40,40,0,0,34,6,0,0,0,0
train,187,000308.jpg,52b785024b77313c7f35f5e83e50536579dca0a29568b0cc12efe12f03eafc7f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,20,20,0,0,18,2,0,0,0,0
train,188,000305.jpg,6bf6acb3b8a84ad3f64c2245f46fd28e12240d79e2a327ad65d3a799b1747166,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,1,1,0,0,1,0,0,0,0,0
train,189,000304.jpg,fd90b907257a9e4020c7fe7617d295b08dec4531e8fae5e328f6ebf75e064249,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,261761,0.0,inf,0,0,0.0,5,5,0,0,5,0,0,0,0,0
train,190,000302.jpg,5d86212aad68d965c23a718fc91c6c000278c8e7396950bcc965f161e4fdc41f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,102575,0.0,inf,0,0,0.0,26,26,0,0,26,0,0,0,0,0
train,191,000301.jpg,032d05d96e17010d09b05278d6e2d6f31e1379227c2d30f8e1585b4226b03451,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,137399,0.0,inf,0,0,0.0,15,15,0,0,14,1,0,0,0,0
train,192,000296.jpg,8695b4474ab4b2007221f06bd561c8f40facec22956fef8b39d95ce613839032,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,3767,0.0,inf,0,0,0.0,14,14,0,0,12,2,0,0,0,0
train,193,000295.jpg,6b3662641c6c810e07be686470dc44929fae5670f36685353b758580e0a31582,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,765,0.0,inf,0,0,0.0,10,10,0,0,10,0,0,0,0,0
train,194,000292.jpg,a6c32bbd52a96f149e05d1841c9f51e362e8fece22e03e2e31b437d2b2722491,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,44,44,0,0,31,13,0,0,0,0
train,195,000291.jpg,1aaaf141bfe4de42eac80014be976cfa3847411192718e84cff75deb0acc3484,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,23,23,0,0,14,9,0,0,0,0
train,196,000289.jpg,8ef6c0698ac260307819d48ded8020fe17b5a5a65d0811da4ef0374c0a4e423f,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,262144,0.0,inf,0,0,0.0,8,8,0,0,8,0,0,0,0,0
train,197,000287.jpg,41fbf84fe30774eaf5b30a04781ccc2d239ce3d2a7aa71fcb86945a83b245a94,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,157121,0.0,inf,0,0,0.0,10,10,0,0,10,0,0,0,0,0
train,198,000286.jpg,a691bcd86c501409a6a5a86347fa83753a9e6c5470397c42d42d1d7d2c1e84a2,False,insufficient_flower_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,0,251380,0.0,inf,0,0,0.0,25,25,0,0,23,2,0,0,0,0
train,199,000283.jpg,e1b52cc6efb71eba755111c9096444e16984c7082ae30dbb449ce44b76a50560,False,horizontal_flip_mask_instability;horizontal_flip_colour_instability,229,17169,0.10161812297734628,20.426172256469727,229,211,0.9213973799126638,88,88,0,2,87,1,0,2,0,0
