"cohort","n_species","rho_D_span","p_D_span","rho_Dunbiased_span","p_Dunbiased_span","partial_rho_D_span","p_partial_D_span"
"discovery",369,0.179878573301315,0.000899955002249887,0.179683190856683,0.0007999600019999,0.158508478305538,0.00269986500674966
"reserve",363,-0.00258554706615477,0.958602069896505,-0.00237424611498116,0.962901854907255,0.00551866494325547,0.91620418979051
