species,genus,family,n_classifiable,D,second_fraction,maximum_span_km_after_observer_cap,log1p_span_primary,maximum_span_km,log1p_span_sensitivity,mean_latitude,abs_mean_latitude,pollination_guild_raw,pollination_guild_mapped,inat_taxon_id_endpoint,n_classifiable_reconstructed,ambiguous_count,technical_failure_count,no_biological_palette_count,ambiguous_palette_rate,technical_failure_rate,D_observed_reconstructed,D_min4,D_max4,D_interval_width,count_white,Dmin_count_white,Dmax_count_white,count_yellow_orange,Dmin_count_yellow_orange,Dmax_count_yellow_orange,count_red_pink,Dmin_count_red_pink,Dmax_count_red_pink,count_blue_purple,Dmin_count_blue_purple,Dmax_count_blue_purple
Pimelea serpyllifolia,Pimelea,Thymelaeaceae,53,0.3061587753648984,0.1886792452830188,1294.352719013125,7.166538306941997,1294.352719013125,7.166538306941997,-37.920889947417,37.920889947417,mixed,mixed,526712,53,3,44,0,0.03,0.44,0.30615877536489844,0.29336734693877564,0.37691326530612235,0.0835459183673467,10,10,10,43,46,43,0,0,2,0,0,1
Pinguicula vulgaris,Pinguicula,Lentibulariaceae,56,0.2576530612244898,0.0714285714285714,9704.316493061062,9.180429106412028,9063.752667714412,9.112148838505025,57.092776765331,57.092776765331,mixed,mixed,121266,56,7,37,0,0.07,0.37,0.25765306122448983,0.23179642227261266,0.40060468631897217,0.1688082640463595,4,4,5,2,2,5,2,2,5,48,55,48
Piqueria trinervia,Piqueria,Asteraceae,69,0.0285654274312119,0.0144927536231884,1401.4892999336157,7.246004008086904,1401.4892999336157,7.246004008086904,19.922677538066,19.922677538066,,,289775,69,5,26,0,0.05,0.26,0.02856542743121193,0.02666179693206705,0.15339663988312635,0.1267348429510593,68,73,68,1,1,2,0,0,2,0,0,2
Pittosporum revolutum,Pittosporum,Pittosporaceae,41,0.1356335514574658,0.073170731707317,2107.3286382270885,7.653650797997268,2107.3286382270885,7.653650797997268,-30.944401190906,30.944401190906,mixed,mixed,353972,41,5,54,0,0.05,0.54,0.1356335514574658,0.12192816635160675,0.3071833648393195,0.18525519848771277,3,3,3,38,43,38,0,0,3,0,0,2
Plantago media,Plantago,Plantaginaceae,52,0.1420118343195264,0.0769230769230769,9291.697891538275,9.136984197778744,8957.362682114272,9.100342752899476,51.658851549541,51.658851549541,mixed,mixed,59779,52,2,46,0,0.02,0.46,0.14201183431952646,0.13717421124828522,0.20370370370370372,0.0665294924554185,48,50,48,4,4,4,0,0,1,0,0,1
Polycalymma stuartii,Polycalymma,Asteraceae,76,0.3168282548476453,0.1973684210526315,1651.994678730964,7.410343878657321,1651.994678730964,7.410343878657321,-30.37053431582,30.37053431582,,,324403,76,6,18,0,0.06,0.18,0.3168282548476453,0.2989292088042832,0.41046995835812006,0.11154074955383686,61,67,61,15,15,15,0,0,3,0,0,3
Polygala comosa,Polygala,Polygalaceae,43,0.3796646836127636,0.1627906976744186,5895.967089640848,8.682193445120229,5895.967089640848,8.682193445120229,52.132150936942,52.132150936942,mixed,mixed,447849,43,26,31,0,0.26,0.31,0.3796646836127636,0.2566687670657424,0.6805293005671078,0.42386053350136543,3,3,12,0,0,12,7,7,12,33,59,33
Portulaca suffrutescens,Portulaca,Portulacaceae,58,0.2473246135552913,0.0689655172413793,1332.3477991478258,7.1954482007359335,1332.3477991478258,7.1954482007359335,31.212421976247,31.212421976247,,,167315,58,3,39,0,0.03,0.39,0.24732461355529134,0.23649556570814312,0.3171190540177372,0.0806234883095941,4,4,4,50,53,50,4,4,4,0,0,3
Potentilla concinna,Potentilla,Rosaceae,82,0.0478881618084474,0.0121951219512195,2074.247875827328,7.63783588376027,2074.247875827328,7.63783588376027,49.557974214091,49.557974214091,,,78723,82,2,16,0,0.02,0.16,0.04788816180844746,0.04676870748299333,0.09212018140589584,0.04535147392290251,1,1,2,80,82,80,1,1,1,0,0,1
Potentilla indica,Potentilla,Rosaceae,45,0.339753086419753,0.1333333333333333,19875.913926613302,9.89731423308054,19920.56189765767,9.899557936581754,28.858366506868,28.858366506868,mixed,mixed,243824,45,0,55,0,0.0,0.55,0.339753086419753,0.339753086419753,0.339753086419753,0.0,2,2,2,36,36,36,6,6,6,1,1,1
Potentilla simplex,Potentilla,Rosaceae,75,0.051911111111111,0.0266666666666666,3202.350707365856,8.07195263701696,3124.6543357210094,8.047398927682737,40.439467898293,40.439467898293,,,82097,75,0,25,0,0.0,0.25,0.05191111111111102,0.05191111111111102,0.05191111111111102,0.0,2,2,2,73,73,73,0,0,0,0,0,0
Primula elatior,Primula,Primulaceae,58,0.4851367419738407,0.4137931034482758,7514.757720226781,8.924757124812457,7309.149158237571,8.897018957219315,51.133729238012,51.133729238012,mixed,mixed,55840,58,6,36,0,0.06,0.36,0.4851367419738407,0.46875,0.57275390625,0.10400390625,34,40,34,24,24,24,0,0,3,0,0,3
Prunus mahaleb,Prunus,,52,0.0739644970414201,0.0384615384615384,19598.94517150423,9.883282047842464,19598.94517150423,9.883282047842464,44.675996127501,44.675996127501,mixed,mixed,126808,52,0,48,0,0.0,0.48,0.07396449704142016,0.07396449704142016,0.07396449704142016,0.0,50,50,50,2,2,2,0,0,0,0,0,0
Pseudo-fumaria lutea,Pseudo-fumaria,Papaveraceae,68,0.028979238754325,0.0147058823529411,9451.899967081716,9.154076848234803,19537.36307626865,9.880135149122866,49.410955449564,49.410955449564,,,1686778,68,1,31,0,0.01,0.31,0.028979238754325065,0.02856542743121193,0.05671077504725908,0.028145347616047145,1,1,1,67,68,67,0,0,1,0,0,0
Pseudognaphalium affine,Pseudognaphalium,Asteraceae,82,0.070493753718025,0.0365853658536585,5190.738768539829,8.554823942892359,5190.738768539829,8.554823942892359,29.636965458231,29.636965458231,,,357436,82,4,14,0,0.04,0.14,0.07049375371802502,0.06733369388858823,0.15386695511087067,0.08653326122228244,3,3,3,79,83,79,0,0,2,0,0,2
Pulmonaria obscura,Pulmonaria,Boraginaceae,47,0.4092349479402445,0.1702127659574468,8374.043220772846,9.033011517369246,3745.1362426214696,8.22848025250322,53.208891790152,53.208891790152,mixed,mixed,245677,47,17,36,0,0.17,0.36,0.4092349479402445,0.3203125,0.63232421875,0.31201171875,4,4,10,0,0,10,8,8,9,35,52,35
Pultenaea villosa,Pultenaea,Fabaceae,65,0.0302958579881655,0.0153846153846153,1193.5555456384084,7.085529466847053,1190.8147689500329,7.083232440374067,-29.872998819449,29.872998819449,,,334802,65,0,35,0,0.0,0.35,0.030295857988165587,0.030295857988165587,0.030295857988165587,0.0,1,1,1,64,64,64,0,0,0,0,0,0
Purshia stansburyana,Purshia,Rosaceae,48,0.3298611111111111,0.2083333333333333,1633.9135825863875,7.399345227247271,1148.7687295923024,7.047316096430688,37.088489101797,37.088489101797,,,78787,48,8,44,0,0.08,0.44,0.32986111111111116,0.29336734693877564,0.49744897959183665,0.204081632653061,38,46,38,10,10,10,0,0,4,0,0,4
Pycnanthemum virginianum,Pycnanthemum,Lamiaceae,85,0.0459515570934256,0.0235294117647058,2170.6552184878765,7.683244929267367,2170.270530216972,7.683067772993385,42.162592601487006,42.162592601487006,,,154473,85,2,13,0,0.02,0.13,0.04595155709342569,0.0449200687012814,0.08904743030783469,0.044127361606553284,83,85,83,2,2,2,0,0,1,0,0,1
Pyrola elliptica,Pyrola,Ericaceae,44,0.0,0.0,3834.5999767354415,8.252081149214098,2884.59527561403,7.967486492359693,45.00706013236599,45.00706013236599,,,82515,44,1,55,0,0.01,0.55,0.0,0.0,0.04345679012345682,0.04345679012345682,44,45,44,0,0,1,0,0,0,0,0,0
Ranunculus kuepferi,Ranunculus,,79,0.0730652139080274,0.0379746835443038,569.838066164321,6.347105572524681,569.838066164321,6.347105572524681,45.587940979924994,45.587940979924994,,,210266,79,1,20,0,0.01,0.2,0.07306521390802745,0.07218749999999985,0.09593750000000001,0.02375000000000016,76,77,76,3,3,3,0,0,1,0,0,0
Ranunculus lyallii,Ranunculus,Ranunculaceae,70,0.0820408163265304,0.0428571428571428,547.8111198104075,6.307754338251606,545.2116731599341,6.303006580396615,-43.812749324432,43.812749324432,,,354562,70,0,30,0,0.0,0.3,0.08204081632653049,0.08204081632653049,0.08204081632653049,0.0,67,67,67,3,3,3,0,0,0,0,0,0
Ranunculus trichophyllus,Ranunculus,,74,0.0777940102264427,0.0405405405405405,19805.930609481195,9.893787186218022,19805.930609481195,9.893787186218022,25.098134185097003,25.098134185097003,mixed,mixed,486980,74,4,22,0,0.04,0.22,0.07779401022644272,0.07396449704142016,0.16863905325443784,0.09467455621301768,71,75,71,3,3,3,0,0,2,0,0,2
Ranunculus uncinatus,Ranunculus,Ranunculaceae,44,0.2675619834710743,0.1590909090909091,2399.92262810885,7.783608370841067,2399.92262810885,7.783608370841067,46.103237489769,46.103237489769,,,63898,44,5,51,0,0.05,0.51,0.2675619834710743,0.24489795918367352,0.40399833402748864,0.15910037484381512,7,7,7,37,42,37,0,0,3,0,0,2
Rhododendron canadense,Rhododendron,Ericaceae,45,0.345679012345679,0.2222222222222222,1952.0809004855032,7.5771633537184355,1951.2862928628351,7.576756422644202,45.315609157294006,45.315609157294006,,,153942,45,20,35,0,0.2,0.35,0.345679012345679,0.2603550295857988,0.6390532544378698,0.37869822485207094,0,0,10,0,0,10,35,55,35,10,10,10
Rhododendron catawbiense,Rhododendron,Ericaceae,48,0.4765625,0.1875,794.3545456786431,6.678787984646631,787.9957456327475,6.67076092873089,36.64228717490701,36.64228717490701,,,49486,48,8,44,0,0.08,0.44,0.4765625,0.42665816326530626,0.5956632653061225,0.1690051020408162,6,6,7,0,0,7,33,41,33,9,9,9
Rhododendron pseudochrysanthum,Rhododendron,Ericaceae,50,0.2112,0.12,299.4782170570167,5.705375262352855,299.4782170570167,5.705375262352855,24.008844997917,24.008844997917,,,524497,50,7,43,0,0.07,0.43,0.21120000000000005,0.18836565096952906,0.3853493382579256,0.19698368728839655,44,51,44,0,0,4,6,6,6,0,0,3
Rhododendron tomentosum,Rhododendron,,61,0.0322493953238376,0.0163934426229508,8837.356686077797,9.08685624311096,8402.067574219629,9.036352105573812,60.397298114098,60.397298114098,mixed,mixed,516757,61,0,39,0,0.0,0.39,0.03224939532383764,0.03224939532383764,0.03224939532383764,0.0,60,60,60,1,1,1,0,0,0,0,0,0
Rhynchospora colorata,Rhynchospora,Cyperaceae,51,0.1107266435986158,0.0588235294117647,4005.173109403297,8.295591727824155,4005.173109403297,8.295591727824155,27.981709011558,27.981709011558,,,132685,51,1,48,0,0.01,0.48,0.11072664359861584,0.10872781065088755,0.14423076923076905,0.035502958579881505,48,49,48,3,3,3,0,0,1,0,0,0
Rorippa palustris,Rorippa,Brassicaceae,63,0.1461325270849081,0.0793650793650793,19279.361931999967,9.866842340394976,19201.086776840817,9.862774238403738,40.874718333327,40.874718333327,mixed,mixed,64162,63,1,36,0,0.01,0.36,0.1461325270849081,0.14404296875,0.17236328125,0.0283203125,5,5,5,58,59,58,0,0,1,0,0,0
Rosa blanda,Rosa,Rosaceae,50,0.6135999999999999,0.38,2572.3230322929435,7.85295335134773,2572.3230322929435,7.85295335134773,44.723776261158,44.723776261158,,,83062,50,8,42,0,0.08,0.42,0.6135999999999999,0.5796670630202141,0.687871581450654,0.10820451843043988,24,32,24,5,5,8,19,19,19,2,2,7
Rosa multiflora,Rosa,Rosaceae,71,0.0547510414600276,0.028169014084507,11746.212392483903,9.371371248232828,11529.10559019056,9.352716771086788,40.68258016151,40.68258016151,mixed,mixed,78882,71,0,29,0,0.0,0.29,0.05475104146002763,0.05475104146002763,0.05475104146002763,0.0,69,69,69,2,2,2,0,0,0,0,0,0
Rubus chamaemorus,Rubus,Rosaceae,58,0.1575505350772887,0.0862068965517241,8569.839783503727,9.05612099786496,8290.970278526891,9.023042889194071,58.514371657079,58.514371657079,,,153003,58,1,41,0,0.01,0.41,0.15755053507728878,0.15512783682849762,0.18557885665038776,0.030451019821890135,53,54,53,5,5,5,0,0,1,0,0,0
Rubus odoratus,Rubus,Rosaceae,50,0.4919999999999999,0.16,9887.915499091938,9.199169762293849,7587.97735687989,8.934452125723073,43.347599113457,43.347599113457,mixed,mixed,62377,50,15,35,0,0.15,0.35,0.4919999999999999,0.404733727810651,0.650414201183432,0.24568047337278098,7,7,11,1,1,10,34,49,34,8,8,10
Rubus trivialis,Rubus,Rosaceae,61,0.0,0.0,2296.3828068986327,7.739525843961978,2277.49765010322,7.731271579368413,31.329447050835,31.329447050835,,,69714,61,1,38,0,0.01,0.38,0.0,0.0,0.031737773152965554,0.031737773152965554,61,62,61,0,0,1,0,0,0,0,0,0
Rudbeckia triloba,Rudbeckia,Asteraceae,75,0.0263111111111109,0.0133333333333333,9117.632552245015,9.118075132379516,2342.1477103797943,7.759250479789877,39.765208169914,39.765208169914,,,136376,75,0,25,0,0.0,0.25,0.026311111111110952,0.026311111111110952,0.026311111111110952,0.0,1,1,1,74,74,74,0,0,0,0,0,0
Sagittaria lancifolia,Sagittaria,Alismataceae,59,0.0965239873599539,0.0508474576271186,5952.330130841995,8.69170602782976,4032.3893274541406,8.302362325660226,28.097873033631,28.097873033631,,,69813,59,1,40,0,0.01,0.4,0.09652398735995393,0.09500000000000008,0.12611111111111106,0.03111111111111098,56,57,56,3,3,3,0,0,1,0,0,0
Sagittaria latifolia,Sagittaria,Alismataceae,68,0.0570934256055364,0.0294117647058823,10113.241808921828,9.221699789691268,10059.006953768096,9.216323134882924,41.534746449822,41.534746449822,mixed,mixed,48070,68,2,30,0,0.02,0.3,0.05709342560553643,0.05551020408163265,0.10979591836734692,0.05428571428571427,66,68,66,2,2,2,0,0,1,0,0,1
Sairocarpus pusillus,Sairocarpus,,43,0.2520281233098973,0.0697674418604651,766.4899906999768,6.643125437943057,766.4899906999768,6.643125437943057,33.199434414045,33.199434414045,,,84744,43,8,49,0,0.08,0.49,0.2520281233098973,0.21607074202229914,0.44828911956939643,0.2322183775470973,1,1,5,3,3,5,2,2,4,37,45,37
Salvia amarissima,Salvia,Lamiaceae,49,0.4789670970428987,0.3469387755102041,1068.4579143612712,6.974907176987349,1043.6224503660646,6.95141080760168,19.430768208756,19.430768208756,,,278915,49,4,47,0,0.04,0.47,0.47896709704289875,0.4606621573513706,0.550373798504806,0.08971164115343544,17,17,17,1,1,3,0,0,2,31,35,31
Salvia hispanica,Salvia,Lamiaceae,61,0.5020155872077399,0.3278688524590163,19211.56666850136,9.863319857899455,19211.56666850136,9.863319857899455,13.917968639008,13.917968639008,mixed,mixed,53219,61,2,37,0,0.02,0.37,0.5020155872077399,0.49382716049382724,0.5321239606953894,0.03829680020156212,20,20,20,3,3,3,0,0,2,38,40,38
Salvia lavanduloides,Salvia,Lamiaceae,47,0.501584427342689,0.3404255319148936,2207.076290627478,7.699876958714701,2051.899415613376,7.627008421962571,19.80599061191,19.80599061191,,,194529,47,8,45,0,0.08,0.45,0.501584427342689,0.4614876033057851,0.6208264462809918,0.15933884297520673,16,16,16,2,2,5,0,0,5,29,37,29
Salvia polystachia,Salvia,Lamiaceae,43,0.505137912385073,0.3953488372093023,2773.4164294830885,7.928195708383527,1639.9655317190952,7.403040086432624,19.226742509136,19.226742509136,,,1349529,43,4,53,0,0.04,0.53,0.505137912385073,0.48800362154821186,0.5803531009506564,0.09234947940244453,17,17,17,1,1,3,0,0,2,25,29,25
Salvia prunelloides,Salvia,Lamiaceae,48,0.1866319444444444,0.1041666666666666,1619.4785587456197,7.39047679123558,1619.4785587456197,7.39047679123558,21.385928822308003,21.385928822308003,,,278933,48,4,48,0,0.04,0.48,0.18663194444444442,0.17381656804733736,0.30399408284023677,0.1301775147928994,5,5,5,0,0,2,0,0,2,43,47,43
Salvia verticillata,Salvia,Lamiaceae,44,0.6064049586776861,0.3181818181818182,5555.62904078349,8.622746915749094,3886.6362436177865,8.265556602463157,48.743855063587,48.743855063587,mixed,mixed,128689,44,26,30,0,0.26,0.3,0.6064049586776861,0.46244897959183684,0.7416326530612245,0.27918367346938766,23,49,23,1,1,16,6,6,16,14,14,15
Sambucus mexicana,Sambucus,Viburnaceae,46,0.3402646502835538,0.217391304347826,789.8940504053951,6.673164014934674,789.8940504053951,6.673164014934674,33.591089287947,33.591089287947,,,1203426,46,4,50,0,0.04,0.5,0.3402646502835538,0.31999999999999984,0.4383999999999999,0.11840000000000006,36,40,36,10,10,10,0,0,2,0,0,2
Sanguinaria canadensis,Sanguinaria,Papaveraceae,68,0.2076124567474049,0.1176470588235294,2597.606240941412,7.862730519101032,8087.27372843965,8.998170603901068,42.10218643363,42.10218643363,,,51044,68,0,32,0,0.0,0.32,0.20761245674740492,0.20761245674740492,0.20761245674740492,0.0,60,60,60,8,8,8,0,0,0,0,0,0
Satureja montana,Satureja,Lamiaceae,60,0.0961111111111111,0.0333333333333333,2456.4332307310665,7.806872682061607,2456.4332307310665,7.806872682061607,43.029991621386,43.029991621386,mixed,mixed,168442,60,1,39,0,0.01,0.39,0.09611111111111115,0.0945982262832572,0.12523515184090284,0.030636925557645633,57,58,57,1,1,1,0,0,1,2,2,2
Saxifraga granulata,Saxifraga,Saxifragaceae,69,0.0285654274312119,0.0144927536231884,3210.461087167568,8.07448127990875,3184.117220019424,8.066244371102782,47.94871997706501,47.94871997706501,mixed,mixed,124135,69,3,28,0,0.03,0.28,0.02856542743121193,0.02739197530864179,0.10686728395061729,0.0794753086419755,68,71,68,1,1,2,0,0,1,0,0,1
Saxifraga tridactylites,Saxifraga,Saxifragaceae,52,0.3173076923076923,0.173076923076923,11107.294667505435,9.315447375578032,11086.79258757822,9.313600015228229,46.951963660891,46.951963660891,mixed,mixed,168479,52,6,42,0,0.06,0.42,0.3173076923076923,0.2907253269916765,0.44411414982164077,0.15338882282996424,42,48,42,9,9,9,1,1,4,0,0,3
Scilla bifolia,Scilla,Asparagaceae,51,0.3152633602460591,0.196078431372549,10113.472764423306,9.221722624113164,9260.76033427042,9.133649410466472,46.62054612068,46.62054612068,mixed,mixed,56934,51,3,46,0,0.03,0.46,0.31526336024605917,0.30178326474622774,0.38751714677640603,0.08573388203017829,10,10,10,0,0,2,0,0,1,41,44,41
Scilla luciliae,Scilla,Asparagaceae,59,0.4481470841712152,0.3389830508474576,10247.41171144228,9.23487801757855,10247.41171144228,9.23487801757855,49.524755273896,49.524755273896,,,244100,59,10,31,0,0.1,0.31,0.4481470841712152,0.4116782188615836,0.5860113421550095,0.17433312329342587,20,20,20,0,0,5,0,0,5,39,49,39
Scilla verna,Scilla,,63,0.4303350970017637,0.2857142857142857,2554.247935408418,7.8459045372285905,2175.442705347748,7.685447036431643,48.854415937033,48.854415937033,,,129499,63,13,24,0,0.13,0.24,0.43033509700176376,0.3812326869806094,0.5917590027700831,0.21052631578947367,44,57,44,1,1,7,0,0,7,18,18,18
Senecio mohavensis,Senecio,Asteraceae,66,0.1152433425160697,0.0454545454545454,356.65944358455295,5.879581258748098,356.65944358455295,5.879581258748098,33.451649360644,33.451649360644,,,79050,66,2,32,0,0.02,0.32,0.11524334251606971,0.11202422145328716,0.1656574394463669,0.05363321799307974,3,3,3,62,64,62,0,0,2,1,1,1
Senecio ovatus,Senecio,Asteraceae,43,0.0,0.0,1801.0280625357857,7.496668011041357,1801.0280625357857,7.496668011041357,47.678670531125,47.678670531125,mixed,mixed,336370,43,0,57,0,0.0,0.57,0.0,0.0,0.0,0.0,0,0,0,43,43,43,0,0,0,0,0,0
Senecio triangularis,Senecio,Asteraceae,58,0.1617122473246134,0.0517241379310344,3878.5432210271897,8.263472699147622,3868.952327205527,8.26099746739641,47.48449082418401,47.48449082418401,,,79055,58,2,40,0,0.02,0.4,0.16171224732461342,0.15666666666666673,0.2150000000000002,0.05833333333333346,3,3,3,53,55,53,1,1,2,1,1,2
Senecio vernalis,Senecio,Asteraceae,82,0.0240928019036288,0.0121951219512195,3981.497932896833,8.289664522737448,3981.497932896833,8.289664522737448,47.173007087855005,47.173007087855005,mixed,mixed,336378,82,0,18,0,0.0,0.18,0.024092801903628835,0.024092801903628835,0.024092801903628835,0.0,1,1,1,81,81,81,0,0,0,0,0,0
Senegalia berlandieri,Senegalia,Fabaceae,71,0.177742511406467,0.0985915492957746,810.0331853225607,6.698308972294973,810.0331853225607,6.698308972294973,28.065485353409,28.065485353409,,,898697,71,3,26,0,0.03,0.26,0.17774251140646702,0.17129291453615791,0.24214755295836365,0.07085463842220574,64,67,64,7,7,7,0,0,2,0,0,1
Senna artemisioides,Senna,Fabaceae,75,0.0,0.0,16657.130394143085,9.72065368818365,16657.130394143085,9.72065368818365,-17.644663548558,17.644663548558,mixed,mixed,79058,75,1,24,0,0.01,0.24,0.0,0.0,0.025969529085872578,0.025969529085872578,0,0,1,75,76,75,0,0,0,0,0,0
Senna hebecarpa,Senna,Fabaceae,47,0.25350837483024,0.1489361702127659,2039.2993660950992,7.620851824157648,2039.2993660951,7.620851824157648,40.424208563527,40.424208563527,,,136373,47,2,51,0,0.02,0.51,0.25350837483024,0.24489795918367352,0.3123698458975426,0.06747188671386906,7,7,7,40,42,40,0,0,1,0,0,1
Sericocarpus linifolius,Sericocarpus,Asteraceae,52,0.0,0.0,2081.09508482,7.641129918074437,2081.09508482,7.641129918074437,34.916553945606005,34.916553945606005,,,168857,52,1,47,0,0.01,0.47,0.0,0.0,0.03702385190459245,0.03702385190459245,52,53,52,0,0,1,0,0,0,0,0,0
Sesbania drummondii,Sesbania,,44,0.1652892561983472,0.0909090909090909,1633.12973529918,7.398865669636063,1633.12973529918,7.398865669636063,29.93807640204,29.93807640204,,,120011,44,2,54,0,0.02,0.54,0.16528925619834722,0.15879017013232533,0.2353497164461249,0.07655954631379958,4,4,4,40,42,40,0,0,1,0,0,1
Sidalcea candida,Sidalcea,Malvaceae,53,0.1395514417942327,0.0754716981132075,7537.7388892178915,8.927810190941248,7537.7388892178915,8.927810190941248,38.288819956917,38.288819956917,,,168940,53,0,47,0,0.0,0.47,0.13955144179423273,0.13955144179423273,0.13955144179423273,0.0,49,49,49,4,4,4,0,0,0,0,0,0
Sideranthus spinulosus,Sideranthus,Asteraceae,86,0.0673336938885882,0.0348837209302325,3782.3776162454215,8.238372438907412,3782.3776162454215,8.238372438907412,37.049859823354,37.049859823354,,,1686721,86,2,12,0,0.02,0.12,0.06733369388858823,0.06585743801652888,0.10898760330578494,0.04313016528925606,3,3,3,83,85,83,0,0,1,0,0,1
Sisymbrium irio,Sisymbrium,Brassicaceae,65,0.0880473372781063,0.0461538461538461,18435.126975447223,9.822067441180929,18608.55056093274,9.831430198938047,26.750623912578,26.750623912578,mixed,mixed,58085,65,1,34,0,0.01,0.34,0.08804733727810632,0.08677685950413205,0.11524334251606971,0.02846648301193766,3,3,3,62,63,62,0,0,1,0,0,0
Sixalix atropurpurea,Sixalix,Caprifoliaceae,49,0.2573927530195752,0.0612244897959183,19771.92362139673,9.892068786940737,19725.60966881515,9.889723747901137,18.303851425552,18.303851425552,,,372376,49,9,42,0,0.09,0.42,0.2573927530195752,0.2211652794292509,0.4500594530321045,0.22889417360285358,42,51,42,3,3,6,3,3,5,1,1,5
Solanum crispum,Solanum,,51,0.5428681276432141,0.392156862745098,19155.42538855468,9.860393467759824,19155.42538855468,9.860393467759824,-29.476354717116,29.476354717116,,,406068,51,13,36,0,0.13,0.36,0.5428681276432141,0.49072265625,0.6796875,0.18896484375,20,20,20,2,2,8,1,1,8,28,41,28
Solanum elaeagnifolium,Solanum,Solanaceae,53,0.5475258098967605,0.3584905660377358,17740.43539078479,9.783658165261388,16720.31735927457,9.724439672965266,17.4887634132,17.4887634132,,,79137,53,13,34,0,0.13,0.34,0.5475258098967605,0.49035812672176315,0.67722681359045,0.18686868686868685,19,19,19,3,3,9,1,1,8,30,43,30
Solanum furcatum,Solanum,Solanaceae,48,0.2543402777777778,0.125,12822.839530730887,9.459061181011698,12822.839530730887,9.459061181011698,-6.896616141531,6.896616141531,,,79138,48,0,52,0,0.0,0.52,0.2543402777777778,0.2543402777777778,0.2543402777777778,0.0,41,41,41,6,6,6,0,0,0,1,1,1
Solanum laxum,Solanum,Solanaceae,48,0.1918402777777776,0.0625,19894.83964963936,9.898265926023711,19894.83964963936,9.898265926023711,-8.063599980966,8.063599980966,mixed,mixed,128667,48,1,51,0,0.01,0.51,0.19184027777777768,0.18825489379425242,0.22407330279050408,0.03581840899625166,43,44,43,3,3,3,0,0,1,2,2,2
Solanum lycopersicum,Solanum,Solanaceae,46,0.5094517958412098,0.2391304347826087,19973.432417039363,9.902208355564406,19973.432417039363,9.902208355564406,20.557815725273,20.557815725273,mixed,mixed,51737,46,0,54,0,0.0,0.54,0.5094517958412098,0.5094517958412098,0.5094517958412098,0.0,11,11,11,30,30,30,4,4,4,1,1,1
Solanum pseudocapsicum,Solanum,Solanaceae,54,0.5102880658436215,0.3703703703703703,19944.545014669384,9.9007610898458,19944.545014669384,9.9007610898458,-7.148844277052001,7.148844277052001,mixed,mixed,169078,54,5,41,0,0.05,0.41,0.5102880658436215,0.4906636024130997,0.5837403045101982,0.09307670209709851,32,37,32,20,20,20,2,2,4,0,0,3
Solidago ptarmicoides,Solidago,Asteraceae,78,0.1199868507560815,0.0641025641025641,2698.149890123136,7.900692146905068,2461.309322416286,7.8088549375268865,45.165637020093,45.165637020093,,,144194,78,0,22,0,0.0,0.22,0.11998685075608151,0.11998685075608151,0.11998685075608151,0.0,73,73,73,5,5,5,0,0,0,0,0,0
Solidago uliginosa,Solidago,Asteraceae,50,0.1472,0.08,2745.2961247985777,7.918008419114835,2745.2961247985777,7.918008419114835,46.089203972326,46.089203972326,,,126657,50,1,49,0,0.01,0.49,0.1472,0.1445597846981932,0.17993079584775085,0.03537101114955765,4,4,4,46,47,46,0,0,1,0,0,0
Solidago virgaurea,Solidago,Asteraceae,63,0.0,0.0,10331.3915828026,9.243039053497796,6513.135852693294,8.781729841113531,53.632049756647,53.632049756647,mixed,mixed,118850,63,0,37,0,0.0,0.37,0.0,0.0,0.0,0.0,0,0,0,63,63,63,0,0,0,0,0,0
Sparaxis tricolor,Sparaxis,Iridaceae,52,0.5776627218934911,0.4038461538461538,19875.213389254623,9.897278988690674,19861.90344172038,9.896609122367847,5.291837247905001,5.291837247905001,,,50843,52,11,37,0,0.11,0.37,0.5776627218934911,0.5376669186192995,0.6863189720332579,0.14865205341395837,5,5,8,26,37,26,21,21,21,0,0,8
Sphaeralcea ambigua,Sphaeralcea,Malvaceae,52,0.3224852071005917,0.1538461538461538,2090.3720265720294,7.645575601619375,1190.707395243003,7.083142343702246,35.319845735445,35.319845735445,,,50153,52,10,38,0,0.1,0.38,0.3224852071005917,0.278876170655567,0.5057232049947971,0.22684703433923004,2,2,6,42,52,42,8,8,8,0,0,6
Sphaeralcea coccinea,Sphaeralcea,Malvaceae,57,0.193290243151739,0.0701754385964912,2978.212351262041,7.999414232905934,2493.266455616193,7.821749959192398,42.172135426849,42.172135426849,,,126671,57,5,38,0,0.05,0.38,0.19329024315173904,0.17898022892819987,0.31269510926118627,0.1337148803329864,2,2,4,51,56,51,4,4,4,0,0,3
Stachys palustris,Stachys,Lamiaceae,43,0.6479177934018389,0.3023255813953488,19580.16574011847,9.88232345160122,17811.26832031625,9.787642730347685,49.83600568720001,49.83600568720001,mixed,mixed,57457,43,18,39,0,0.18,0.39,0.6479177934018389,0.5444772910507927,0.7417360924482665,0.19725880139747387,20,38,20,1,1,14,13,13,14,9,9,13
Stevia serrata,Stevia,Asteraceae,68,0.0575259515570933,0.0147058823529411,4824.246989254002,8.481617201945644,4824.246989254002,8.481617201945644,21.353467066063,21.353467066063,,,169389,68,0,32,0,0.0,0.32,0.05752595155709339,0.05752595155709339,0.05752595155709339,0.0,66,66,66,1,1,1,0,0,0,1,1,1
