null_H0_delta,pure_C_count,pure_S_count
10.136513998424059,86,5
9.288923619920007,87,9
11.371681014490997,87,4
6.745429476957499,89,9
14.03006799444619,88,4
6.205067706665723,84,3
4.713573105448846,87,8
17.213775940693232,82,6
23.532890338078133,86,3
32.924659270757765,86,1
12.66077648502818,88,2
5.716993411985612,90,3
10.843415829194823,89,6
1.1252155570462379,87,4
10.000726884350449,87,9
11.02231120561116,85,9
14.31085389461004,90,4
9.681952107390627,88,5
-0.6058303549547208,87,1
1.6112697281684647,87,7
20.755864096559364,89,3
12.267677575206198,88,1
10.415343526699619,88,4
16.795932261872284,86,3
12.868641846076285,91,4
14.586127095073499,87,8
11.426636816975574,86,4
2.5712381961416084,88,1
2.0500095054742946,86,2
7.89058653399699,86,4
5.6616795722082625,87,5
0.1520840502202061,90,1
5.993310988043042,85,4
21.513115555207214,88,3
22.041053639477035,89,2
5.777082843367616,87,4
7.66098486552976,90,6
10.930818816830563,87,4
10.378823582707755,90,4
17.69788940275971,88,4
18.491768139332777,92,4
11.25661531051244,86,4
20.240203591653277,91,2
13.54588307992396,89,2
6.32255225693982,88,5
2.67407130733823,89,1
7.856905329340117,85,2
18.57004252421691,84,2
8.849625534409604,92,4
4.737801011325715,84,6
15.509515995072162,87,4
6.467638985049131,90,4
13.597763758409247,91,5
13.276775686354354,87,5
1.5358512092900942,91,3
12.11166628255421,88,3
6.277041787231525,88,5
11.111276314448313,91,2
8.349923820205856,88,10
15.981162939795626,85,7
18.97727434349793,86,8
25.59151608958652,90,2
5.517793902000745,88,4
17.30321570782732,91,5
2.372755679518245,88,5
9.245225100318132,89,4
3.759700831994734,80,2
12.276313737160882,87,5
4.321783175155997,90,3
4.8571354345047855,86,5
10.154532106402094,90,1
3.334600466612998,90,3
2.0847900936548163,88,2
17.376767602733153,90,3
3.8045975783308927,81,3
10.988177532301119,84,7
9.85840633252556,89,6
8.312722149425536,93,5
9.220656273299925,87,5
12.890611348491083,90,2
8.784839884551479,87,1
10.147890794822313,86,5
10.276951353035189,86,1
