null_H0_delta,pure_C_count,pure_S_count
8.058425438978073,87,3
15.712393973232752,90,1
8.230780521303489,87,2
15.664951625231502,87,6
54.17254128307675,90,1
27.528729126953994,91,1
13.468379755468701,91,3
15.846012430820192,93,4
5.374014215790798,88,2
4.478277908527957,86,1
5.705566443812453,90,4
16.956030383456117,91,3
27.663284415905025,91,3
6.054583605671667,90,1
16.61612371291767,92,2
4.296313499336259,89,3
9.179994991559182,88,3
6.68324616610397,85,6
8.886016364800595,91,5
11.969892451482641,90,1
17.184368397734808,92,5
2.132504609908204,91,1
7.379186371011791,87,1
11.200947309109134,88,4
15.188913458596359,88,3
5.082367005864406,91,5
20.30293200929728,89,4
9.327380516108747,90,1
14.545387695212877,82,1
7.9184462632854675,88,4
11.946710346330288,86,4
3.2295934884151567,84,5
19.148646661872377,90,3
17.259408396474228,91,1
4.591929158090467,91,7
8.045172898552,88,1
10.189590574088594,92,4
12.552536438081562,94,8
3.1391637151907137,91,3
13.844103294296959,92,3
5.360508193662955,91,5
16.733090265435358,91,2
11.809596016611934,90,3
12.129785637993445,92,5
23.23114041069541,91,1
6.097543765248387,90,5
13.328887943558911,91,2
11.889784571408592,89,3
7.593849540036871,90,5
9.971311639013509,91,6
10.067433610132872,91,1
9.113965108764807,87,3
4.851372045970011,89,2
3.9594944046224647,88,1
10.000155965657356,88,7
15.631863788331163,85,3
6.394127432474106,91,3
22.741356041069718,84,3
23.03371925187044,91,6
25.14076435584031,88,5
15.016626938338028,88,3
9.789745208566547,87,4
14.57296853954607,90,2
5.01508936138889,90,3
14.250019446184456,87,4
5.495063482613987,91,3
14.147732940130211,87,2
9.488400653748121,88,2
4.5455555530034735,87,3
11.433872477783677,87,1
6.5092866968419365,87,4
35.74556773098743,89,1
15.860201802609856,86,5
38.80275731359936,87,2
24.797357616454537,89,4
6.046114964610602,89,2
16.233034188312757,89,2
27.79346740724968,88,2
10.720241461692375,90,6
7.013927125184789,89,6
7.446615160437528,89,4
5.555171380677781,88,4
17.646358085757637,82,5
22.595546299478272,91,4
13.828483791811628,89,2
8.353196488077202,87,1
9.197351527462558,87,4
13.700510789503284,87,2
8.043755443507234,87,4
21.834718940507237,87,2
11.673731089084463,88,1
54.17254128307675,88,1
17.413036629141132,85,4
15.85334393180191,89,2
20.587089904409076,88,4
11.889784571408592,89,1
9.680283703373666,87,6
12.953586709558193,88,2
17.178878211572638,90,3
25.9836212351525,89,1
4.213046168091018,89,2
23.033786456088038,91,1
24.961229632805995,86,2
1.9979493209571717,91,1
2.869597906578674,91,2
8.14819788305193,89,5
8.846722310653375,88,4
4.430116507156477,91,4
14.225293345577443,88,3
6.259572143523075,93,3
19.739609200920913,88,2
6.474235312548155,86,3
14.440378819430062,89,3
4.786751347110197,89,3
5.055178361052871,88,3
15.79292415813434,89,5
18.521632248434997,91,2
8.230780521303489,91,4
32.01501165862143,91,3
35.597759901610324,90,1
11.690634823310704,90,2
8.108914623652636,92,4
15.712393973232752,92,3
20.6899861637485,88,4
5.979129150735506,91,4
1.9613789542080253,92,2
14.037371092750627,90,2
11.822506926933077,92,3
14.894268528749306,86,2
3.903696193480087,88,4
5.512736661826036,86,4
11.165359641298158,89,3
26.06415142005409,88,3
16.048371211725733,91,4
11.586055264573066,89,2
30.26203505911787,90,1
7.9778952540764845,82,5
6.876005710061181,90,4
17.184368397734808,92,3
8.149596721613158,91,4
22.51344033161857,92,5
3.219271595264762,92,3
7.812432272612082,91,6
7.987982122903833,89,1
18.401487423951338,90,2
25.552615040832485,87,1
25.208042000315825,85,3
12.288216250005423,90,2
11.91571451217789,91,2
2.0652269654326876,92,1
23.23114041069541,89,5
2.8089670355601246,83,4
12.388480882100756,92,2
14.961658111145706,89,4
7.446464015487306,90,3
27.177663820163666,88,3
9.64364965586824,88,2
23.292974121602857,91,1
23.44580357972049,90,7
8.869879147384436,90,4
31.037606892156376,89,2
13.050939349781068,92,2
10.067433610132872,89,1
9.769881934435643,85,1
11.03109617859736,90,4
13.696717769747394,88,7
3.7482380476092563,86,4
15.54321759031305,90,2
6.6573508789927445,90,4
22.81870098223542,90,1
2.873304693752684,87,4
8.496224921173106,92,2
14.440378819430062,91,5
17.998201270244373,90,2
8.751461075849564,89,1
5.770876723443388,85,2
14.832707934727631,88,2
24.071783376128515,86,4
15.749444302672956,87,2
4.735506316244977,90,3
13.364832983155356,89,2
11.673731089084463,88,3
7.9778952540764845,88,3
2.2690112139073113,88,1
11.385346119261499,87,2
1.8368889511539952,89,3
14.844083443019674,93,5
17.73853672594192,89,3
26.831887273801044,85,2
10.20930756772068,87,4
21.16644755391951,91,2
32.43170765125123,90,2
-0.4979931891914249,91,1
6.394127432474106,91,1
14.380282150937516,90,3
4.754277636936031,86,4
18.60859264798693,86,6
22.728525805471186,89,3
14.936519058263979,91,5
6.359624714092369,91,4
8.058425438978073,89,1
2.251180308350309,89,2
16.163654235251794,91,2
25.208042000315825,85,1
11.918128227934318,91,4
10.000155965657356,88,1
14.300198666841617,87,2
8.966124244874644,86,5
2.384899010240582,88,3
14.869241413788464,84,3
14.393107378519485,91,2
8.966124244874644,90,5
3.296871132890673,85,1
19.148646661872377,92,3
11.746895960180861,90,4
1.6980928075433264,92,1
13.76399541422291,89,3
17.504040442542703,90,5
6.259572143523075,91,1
12.049677757919396,89,3
9.769881934435643,89,3
18.740673125750536,89,2
3.0718860707151974,90,3
8.353196488077202,87,3
8.751461075849564,87,3
11.74618464072465,93,4
14.313004506462,87,3
8.18632059537126,90,1
11.915122468968365,91,5
13.219508145303264,86,4
9.852348136280252,90,1
6.317296882422822,90,5
10.444926282928204,89,2
4.555706838143834,89,2
13.629440125271879,91,3
4.376843684237847,92,1
24.06292472512797,89,2
5.222339915167794,87,4
9.358965558578232,91,2
5.855624588073271,89,3
5.810040168593014,93,2
7.303542831961417,87,2
1.8095942895961046,84,3
12.230083799698596,88,6
9.113965108764807,87,3
13.696717769747394,92,3
22.99639045437714,86,3
7.039343952620928,91,2
12.933844760330949,87,2
26.04576091612402,91,2
13.76399541422291,87,3
19.148646661872377,92,3
4.6682286717694605,89,3
22.99735846284865,91,3
4.508970216006455,85,2
6.201969130221231,86,3
5.1004173978827785,90,4
20.313639145780602,88,2
11.809596016611934,86,3
10.978708677680949,90,2
11.834592284066776,88,5
4.328689663276814,90,2
7.771437711271362,91,5
8.125074927804818,84,2
10.48194106594445,88,3
8.192980727929104,89,5
9.372280907035012,87,8
9.236586768702402,90,2
15.71504762986065,89,4
17.411861802358423,87,7
4.867281532011786,90,1
3.4231507647210724,87,3
23.113894336162087,92,3
25.460436400648202,86,3
7.379186371011791,91,3
19.537022501540054,83,6
12.777299516739852,87,2
11.674699097555973,88,5
13.413111477474981,88,2
17.331753922284374,92,3
3.0817856590380526,88,1
15.110534093748974,89,4
8.36310659013615,91,4
0.8151501103997563,89,1
15.712393973232752,88,3
17.628899966645825,89,4
14.520486699504112,88,7
16.606509944542946,91,2
7.446464015487306,92,3
11.969892451482641,90,3
13.54890994037029,90,3
11.593200904182874,90,3
2.054348044882231,87,3
8.699635656812083,89,4
5.198479815388268,90,1
14.443969307421547,93,4
2.119150437560414,90,2
38.26024877354962,88,1
7.239216937092657,92,4
6.857068324317767,90,4
15.188913458596359,84,5
15.629927771388143,89,3
7.298656186110202,92,5
4.260352887270347,92,2
11.98240011344388,88,1
18.383578288429998,90,2
6.030525029063585,88,2
4.630512482668949,91,2
11.98240011344388,92,3
3.5577060536721046,87,1
6.8904730094265645,89,2
3.262090394917896,87,1
4.00753996140577,86,2
14.440378819430062,87,5
4.186987809246078,89,1
19.29603218642194,90,3
13.230277694204325,93,4
5.990179877024302,91,5
14.776805798544158,86,3
20.733345066607924,89,2
15.99727913250171,90,2
15.927479447085371,89,3
6.750276744657178,88,2
7.607675530240705,91,2
4.400144409842303,92,2
7.67395742011092,87,5
4.186987809246078,87,1
27.49733586497156,88,3
15.632962318952291,88,4
26.211959249431196,86,3
7.986100880296442,90,3
20.240155792788624,89,2
5.922902232548786,90,5
17.229166881450507,88,4
5.448931004387294,89,4
9.93287832118184,85,3
9.032187162182078,88,1
23.79448731822509,85,2
8.966124244874644,90,5
14.548467784265465,89,7
11.601473766854644,88,4
4.286163801050727,85,4
22.980920205803564,90,3
26.080057465575017,89,3
27.528729126953994,91,3
5.826245591392974,87,3
26.27923689390671,89,1
4.857572319553578,89,4
7.838715355746878,90,5
17.036560568357707,90,5
14.64090339950977,89,1
27.177663820163666,88,3
4.626362476904951,87,4
4.963933728741711,92,2
23.225696477127343,90,3
10.14754149020692,88,1
7.223360229947238,88,10
12.534119629025895,87,3
13.682061094699911,92,4
10.958100435973607,88,2
14.869241413788464,86,5
12.220445847655336,89,2
19.53121723063871,90,4
5.987305961196151,89,3
12.708152926908651,90,6
26.455781004403274,92,3
23.20607297634637,90,5
19.15110737895521,87,4
7.838715355746878,88,5
27.177663820163666,90,1
0.600064636547136,86,1
15.860201802609856,88,3
17.0995730486931,88,2
11.847416215723864,91,6
14.549996088123196,92,2
22.457465229057675,85,2
5.974053420770078,88,5
26.241117835378194,91,5
17.326686040949745,92,3
11.99582239225194,88,8
8.094647430140027,91,2
8.966120431829525,88,2
28.57204161026366,90,2
7.753422389778885,90,2
11.674699097555973,90,3
17.036560568357707,90,5
13.971222315866939,87,6
12.6914527750347,90,4
36.507564640528706,90,5
28.147726287011523,85,3
6.666082810004568,87,4
5.405306396426748,91,4
13.696717769747394,90,1
11.755229282457561,87,3
22.96650881161252,90,3
10.870588592199029,87,5
19.96050232942191,87,2
17.750193276650087,89,4
14.622863130808938,89,2
16.06743074098999,88,2
7.496799663955363,89,2
16.89544858573275,89,4
26.27923689390671,89,1
17.11011175475783,88,4
5.467558839054762,85,4
9.327380516108747,90,5
11.822506926933077,86,3
15.465889325126572,92,4
25.978483271648507,90,2
14.844083443019674,83,5
15.016626938338028,86,1
4.947811716913375,87,3
15.860201802609856,86,3
35.44995207223322,87,5
17.73853672594192,85,1
14.801963769312948,89,5
-0.565270833666941,88,1
17.259408396474228,93,1
17.3945078692728,90,2
14.628997969167054,88,1
9.247272636034698,93,1
26.655827395327798,92,2
7.298656186110202,88,1
6.466434290663843,89,3
19.636090490526826,89,2
11.674699097555973,90,3
12.129785637993445,90,3
4.9211335260040805,89,2
38.48774217817323,91,1
18.073745537853945,90,4
6.28207701029528,91,1
6.082968859060994,90,4
11.729488136537885,93,3
3.2004615219737187,88,2
14.715595609292453,88,4
23.44580357972049,92,1
18.561582234642096,88,4
7.891127241444591,88,1
7.379186371011791,93,3
11.729488136537885,89,1
8.250697185564565,87,8
13.988699551959726,91,4
9.93287832118184,89,1
13.629440125271879,87,5
14.380282150937516,90,1
14.418341285526864,87,2
11.00514388115006,87,5
14.547499775793955,88,1
10.913373083212411,90,4
38.69911888010204,90,2
15.318503800577007,90,2
22.362465590261003,88,2
5.825277582921464,90,1
12.209893518067494,89,3
8.152311306240822,91,4
3.8101004540044827,88,1
24.91945599057967,90,4
3.2347957333600053,86,3
4.1516085120996955,87,6
10.87598876856337,89,2
2.188903333833263,89,1
14.313004506462,87,3
17.411861802358423,87,3
1.0792098519795457,89,1
14.232474321560412,88,1
22.49836059197765,89,2
11.809596016611934,88,1
26.14468160495568,93,3
5.770256854530402,85,2
7.512425511932788,87,4
0.3578859758695765,91,2
22.593970516520155,87,3
17.725276195105497,83,2
13.312325311518503,93,2
33.31089593513474,88,2
4.752144918238564,89,3
26.375673124329225,89,1
11.674699097555973,88,5
12.511541876740845,90,2
23.286180856420415,86,1
17.43766568281159,92,2
13.864668277286595,83,2
15.016626938338028,88,5
23.36569569964644,91,3
14.72143358441136,88,1
21.132440816057635,91,2
19.21592430634789,87,1
9.764224108177222,89,6
7.920704478428316,92,3
9.919625780755768,88,1
8.14819788305193,85,5
19.37614006649599,89,3
11.619476001703239,90,2
24.25050806095934,91,2
18.35960387016031,88,2
11.594168912654384,91,3
5.133312426062856,91,2
11.717927802928816,87,4
16.12797262268905,88,6
3.6236055862972116,87,1
8.14819788305193,89,3
7.9778952540764845,90,3
19.148646661872377,86,3
9.431396203231703,87,2
6.489583402681152,86,3
3.306356850223232,89,2
16.272052487602032,85,3
13.005434736161895,89,2
12.049677757919396,89,3
3.7368047577712744,90,4
15.797498883011432,86,6
2.1216256893577468,92,1
11.619130844952172,90,4
11.904633282427646,89,2
7.771437711271362,85,3
15.57320047777783,92,4
9.327380516108747,90,5
23.373082001676906,90,1
19.21592430634789,87,3
8.265690417479929,85,4
6.104811217692143,89,8
7.609409332996675,84,5
-0.565270833666941,90,1
1.483429638518246,87,1
8.445375128261484,86,1
0.7108997833698871,85,2
14.427170622030541,91,4
7.691398455678113,90,7
16.589849713331006,86,2
30.489528463741483,91,3
13.629440125271879,91,3
2.188903333833263,87,1
4.229198111495668,89,2
30.114227229740763,90,1
4.28739869017579,91,2
17.117090753259294,89,1
4.524651513614951,88,3
27.244941464639183,91,1
14.51817589826993,87,2
7.446464015487306,90,7
38.40763429809918,86,1
12.61597428672437,91,6
9.636940747614831,87,2
8.066208760370492,91,3
6.32684978799859,92,5
8.106212715297211,89,3
7.691398455678113,88,3
8.676742675665954,93,4
4.252758885292739,88,4
8.566818762052401,86,4
6.102633713397742,89,3
7.102362244508555,88,6
16.979751538082695,88,2
11.822506926933077,92,3
11.111634907015732,90,4
18.57491274305287,88,2
7.905993000222394,89,5
9.112717347083667,89,5
18.213005961336933,94,4
19.969440904324237,89,2
8.24085686474953,87,2
3.0046084262396815,91,1
3.1618781203104245,90,4
19.29603218642194,88,3
11.085251761224109,88,3
18.970334282382026,87,2
17.184368397734808,88,3
17.083725903546796,89,4
8.473776409493938,87,5
19.51275432232826,91,4
7.690907526369774,92,5
7.298656186110202,88,3
7.386602461642221,88,6
14.63896738256675,87,3
15.016626938338028,90,1
17.184368397734808,90,3
8.873560842081796,88,4
16.17987384741775,88,3
17.184368397734808,90,5
8.81873872032508,92,3
6.397404762496871,87,5
15.297443963723644,91,4
5.640599375531726,89,2
13.696717769747394,92,3
19.37614006649599,89,3
17.596219082726986,89,1
-0.6325484781424568,91,1
6.960853859103697,91,4
4.482704653291844,88,4
14.721684879387627,88,2
14.232474321560412,82,5
12.830196080435284,90,2
11.776712422581255,93,2
20.228932871530642,91,2
10.937866236674544,90,3
17.1630692551447,87,2
22.81870098223542,90,3
2.2834496728586604,92,2
6.785045608111551,89,4
18.219142986963913,87,2
8.058425438978073,87,3
35.826649269715425,90,2
8.096478896293444,89,2
5.427785838138471,90,1
9.327380516108747,90,1
11.79628018839513,87,2
6.023707521390627,89,4
4.947811716913375,89,3
17.39396368542526,91,3
15.887150188260346,89,2
8.043755443507234,89,2
26.531631294239087,88,3
10.991278039550618,88,4
8.353196488077202,87,3
9.074678357465833,90,4
24.226069125459606,87,4
10.870588592199029,89,5
3.501079880897803,89,2
21.151576285707296,87,2
6.28207701029528,91,3
10.000155965657356,92,3
7.513741659962823,87,1
9.25944277055644,91,2
17.787955895675616,89,2
5.931937093246564,91,4
8.058425438978073,89,1
26.241117835378194,89,3
8.066208760370492,89,3
15.170695971199903,90,4
4.5455555530034735,91,1
10.011361474045453,88,2
14.869241413788464,88,5
6.272261534823253,92,2
16.0997659673437,88,3
8.509355173653029,90,4
6.394127432474106,89,5
35.90578349113552,89,1
11.66221049206237,90,3
17.646358085757637,88,7
29.89991392843566,88,2
15.05296433229817,85,4
9.336196619621854,89,2
11.834592284066776,90,3
19.763060511262093,87,4
4.556183067900427,89,4
35.6110124420364,89,3
27.596006771429508,84,3
7.298656186110202,90,3
16.956030383456117,89,1
13.76399541422291,89,7
26.14468160495568,93,3
10.067433610132872,89,5
7.379186371011791,91,3
5.485414276500796,88,2
11.66221049206237,90,3
8.494971976293638,89,2
22.893959246349073,84,2
3.0718860707151974,88,3
4.735506316244977,94,3
8.18632059537126,90,1
14.01638981455529,88,5
26.375673124329225,91,3
9.980319404847899,84,2
8.751461075849564,87,1
14.63896738256675,85,1
14.232474321560412,92,1
9.522797834132753,89,4
15.512107132748724,90,2
11.889703896685983,89,3
4.6720370381645155,92,1
23.790896830233606,89,2
8.670930890947975,90,3
9.062929524555473,90,8
17.331753922284374,88,5
7.810597056543003,85,3
22.68883981081324,87,4
16.127606786997745,91,2
0.9471799811896506,92,2
3.0718860707151974,90,1
5.655279242762084,91,3
9.485969834596402,86,4
5.922902232548786,90,1
16.956030383456117,89,5
15.985463598174325,88,6
4.507168301966285,89,3
12.172003727223387,88,4
6.136798275405367,91,2
25.34906567319507,88,2
21.164112129303593,85,2
10.22764937028097,89,5
25.288149880389874,90,3
4.9306911176742245,92,4
7.379186371011791,89,5
9.046232124948693,91,3
16.630717913184505,88,4
9.771817951378663,87,3
27.40515722478728,91,3
14.453209055028596,90,1
27.448198942052407,88,3
24.52195638604634,87,4
5.67096957469374,80,6
13.21025461378486,86,2
14.01638981455529,88,3
4.674169756861983,89,2
5.082367005864406,85,1
13.5826456133568,89,2
17.97135549661652,90,2
3.8101004540044827,86,1
4.186987809246078,89,3
42.21728817109731,90,2
7.379186371011791,91,1
16.06718854184896,87,2
9.300523820612174,88,3
23.60259067734539,86,2
4.947811716913375,91,1
-0.7130786630440451,92,1
19.610226784344114,85,4
26.27923689390671,89,1
6.405992014224392,88,4
26.14468160495568,87,1
7.67395742011092,87,3
17.246155856048155,86,3
24.90175939252461,91,2
7.937225832388203,90,4
9.216112042996185,88,4
1.2995919815062544,87,1
11.822506926933077,90,7
22.431942138245468,88,3
4.96299972086859,89,3
7.9778952540764845,86,5
5.575171362688035,90,1
14.380282150937516,84,3
4.296313499336259,91,1
8.637815331315661,93,2
6.2980543329136145,91,6
30.044172907013884,91,4
9.032187162182078,90,9
6.054583605671667,86,5
5.944595457544047,89,4
3.5577060536721046,89,1
19.00083883249527,88,3
20.936490811854675,88,4
29.174728420676487,87,2
8.557868738060257,93,4
15.910770558370897,90,2
14.460390031011565,86,3
4.465405296620117,88,4
13.400726040804027,90,6
5.174225833984581,89,2
17.638562210253383,90,4
5.9067757762945625,86,3
9.977996665889542,86,2
37.06722315489799,87,1
6.957025013525673,93,6
14.869241413788464,88,1
17.573974857837623,86,1
7.879709917087597,88,4
8.240376523236211,90,3
11.700629038325271,84,6
9.195415510519538,85,4
3.526169556374265,91,2
12.802421265143764,92,4
23.43960436112646,89,4
32.60589784688833,90,3
17.326686040949745,92,1
9.791457485245344,90,4
17.184368397734808,92,3
17.251646042210325,89,1
13.165081695419328,91,4
3.5453997409979063,86,4
5.448931004387294,89,4
34.62122528683376,88,2
3.241986000384473,89,2
17.09641200972803,87,1
6.912389800136378,86,6
18.73080372406792,89,2
1.0792098519795457,89,3
7.059952883878514,89,4
8.217629724844727,90,2
23.790479372901853,87,2
22.067272236334333,88,2
8.066208760370492,89,3
4.311299294290425,90,4
