tranche,species,n,D,second_fraction,close_observer_disjoint_pairs_100km,cross_morph_close_pairs_100km,cross_morph_unique_photos_100km,cross_morph_unique_observers_100km,local_cross_rate_100km,local_retention_ratio_100km,close_observer_disjoint_pairs_250km,cross_morph_close_pairs_250km,cross_morph_unique_photos_250km,cross_morph_unique_observers_250km,local_cross_rate_250km,local_retention_ratio_250km,close_observer_disjoint_pairs_500km,cross_morph_close_pairs_500km,cross_morph_unique_photos_500km,cross_morph_unique_observers_500km,local_cross_rate_500km,local_retention_ratio_500km,global_cross_morph_pair_rate,C_star,S_star,segregation_delta_km,segregation_perm_p,organization_state,second_ge_0_20
discovery,Bryonia alba,41,0.5425342058298632,0.43902439024390244,25,13,16,15,0.52,0.9350877192982455,100,46,27,26,0.46,0.8271929824561403,186,82,36,35,0.44086021505376344,0.7927749481229955,0.5560975609756098,False,True,337.88208392824026,0.009,spatial_segregation_only,True
discovery,Buddleja davidii,43,0.5959978366684695,0.3953488372093023,0,0,0,0,,,13,7,11,11,0.5384615384615384,0.8824514868072036,47,31,29,29,0.6595744680851063,1.0809360157547205,0.6101882613510521,False,False,84.19383769389606,0.394,unresolved_photo_state,True
discovery,Calochortus flexuosus,49,0.21907538525614334,0.10204081632653061,172,48,28,26,0.27906976744186046,1.247855690158281,531,139,37,35,0.2617702448210923,1.1705011707589525,1068,246,48,46,0.2303370786516854,1.0299483060622892,0.22363945578231292,True,False,-41.344348221927135,0.922,local_cooccurrence_only,False
discovery,Campanula latifolia,48,0.4418402777777778,0.2916666666666667,30,9,13,13,0.3,0.6648330058939096,127,33,26,26,0.25984251968503935,0.5758396114041736,205,60,33,33,0.2926829268292683,0.6486175667257654,0.4512411347517731,True,False,158.28783882957214,0.092,local_cooccurrence_only,True
discovery,Campanula patula,56,0.4470663265306123,0.19642857142857142,0,0,0,0,,,54,22,25,25,0.4074074074074074,0.8950176995826068,191,79,49,49,0.41361256544502617,0.9086495731602572,0.4551948051948052,False,False,4.3436961222510035,0.438,unresolved_photo_state,False
discovery,Carlina vulgaris,40,0.5275000000000001,0.375,10,4,7,7,0.4,0.7393364928909953,32,14,20,20,0.4375,0.8086492890995262,114,62,37,37,0.543859649122807,1.0052382140184586,0.541025641025641,False,False,-42.032020129797274,0.733,unresolved_photo_state,True
discovery,Carthamus mitissimus,44,0.5805785123966942,0.4318181818181818,119,73,42,40,0.6134453781512605,1.032596668560663,374,217,44,42,0.5802139037433155,0.9766589909985347,711,437,44,42,0.6146272855133614,1.0345861425189322,0.5940803382663847,True,False,4.429064492615112,0.383,local_cooccurrence_only,True
discovery,Castilleja foliolosa,46,0.5207939508506616,0.4782608695652174,186,85,45,43,0.45698924731182794,0.8584099291610561,420,226,46,44,0.5380952380952381,1.0107596577651023,675,364,46,44,0.5392592592592592,1.0129461584996975,0.5323671497584541,True,False,18.20872314931438,0.183,local_cooccurrence_only,True
discovery,Centrosema virginianum,43,0.6489994591671173,0.32558139534883723,0,0,0,0,,,37,28,25,25,0.7567567567567568,1.138918918918919,150,112,38,38,0.7466666666666667,1.1237333333333333,0.6644518272425249,False,False,-78.22338446936692,0.694,unresolved_photo_state,True
discovery,Chaenorhinum origanifolium,49,0.5539358600583091,0.42857142857142855,158,82,38,35,0.5189873417721519,0.9177881412391738,442,236,44,41,0.5339366515837104,0.9442248154322458,923,518,48,45,0.5612134344528711,0.9924616525061299,0.5654761904761905,True,False,39.60797134165915,0.051,local_cooccurrence_only,True
discovery,Chelone lyonii,49,0.4723032069970845,0.2653061224489796,91,45,23,23,0.4945054945054945,1.0256410256410258,235,110,41,41,0.46808510638297873,0.970843183609141,385,194,47,46,0.5038961038961038,1.045117845117845,0.48214285714285715,True,False,47.76573667247317,0.21,local_cooccurrence_only,True
discovery,Chondrilla juncea,66,0.23553719008264462,0.13636363636363635,0,0,0,0,,,32,7,11,11,0.21875,0.914656432748538,117,19,24,23,0.1623931623931624,0.6790123456790124,0.23916083916083916,False,False,4398.075127297942,0.13,unresolved_photo_state,False
discovery,Cipura campanulata,54,0.19753086419753085,0.1111111111111111,81,18,14,14,0.2222222222222222,1.1041666666666665,167,30,24,24,0.17964071856287425,0.8925898203592814,415,83,31,30,0.2,0.99375,0.20125786163522014,True,False,-23.13808318359179,0.569,local_cooccurrence_only,False
discovery,Cistus albidus,58,0.6010701545778834,0.20689655172413793,65,37,43,41,0.5692307692307692,0.9307007532526821,271,162,57,54,0.5977859778597786,0.9773889430288962,684,424,58,54,0.6198830409356725,1.0135179690075833,0.6116152450090744,True,False,-8.44492821131064,0.515,local_cooccurrence_only,True
discovery,Cneoridium dumosum,50,0.3064000000000001,0.14,855,288,49,49,0.3368421052631579,1.0773670468599699,1200,379,50,50,0.31583333333333335,1.0101718885987816,1225,383,50,50,0.31265306122448977,1.0,0.31265306122448977,True,False,-7.18835518780007,0.688,local_cooccurrence_only,False
discovery,Collinsia grandiflora,54,0.2297668038408779,0.1111111111111111,294,48,44,42,0.16326530612244897,0.6974109046603716,662,143,54,50,0.21601208459214502,0.9227262479145061,1044,220,54,50,0.210727969348659,0.9001544004117344,0.23410202655485673,True,True,68.2522650883904,0.038,cooccurrence_and_segregation,False
discovery,Commelina benghalensis,51,0.5159554017685506,0.29411764705882354,2,1,2,2,0.5,0.9500745156482862,15,7,12,12,0.4666666666666667,0.8867362146050671,42,20,22,22,0.47619047619047616,0.9048328720459868,0.5262745098039215,False,True,1228.4315369637552,0.026,spatial_segregation_only,True
discovery,Commelina diffusa,59,0.47572536627405915,0.3898305084745763,0,0,0,0,,,1,1,2,2,1.0,2.066425120772947,21,9,15,15,0.42857142857142855,0.8856107660455486,0.48392752776154296,False,False,21.827955078855666,0.386,unresolved_photo_state,True
discovery,Conopholis alpina,52,0.3106508875739644,0.19230769230769232,58,22,25,25,0.3793103448275862,1.1975369458128078,245,87,38,38,0.3551020408163265,1.1211078717201166,578,194,49,49,0.3356401384083045,1.0596638655462185,0.3167420814479638,True,False,-47.1793603690719,0.728,local_cooccurrence_only,False
discovery,Conospermum caeruleum,57,0.4038165589412126,0.2807017543859649,1225,505,53,51,0.4122448979591837,1.0029616724738677,1494,624,57,53,0.41767068273092367,1.0161622098148693,1592,653,57,53,0.4101758793969849,0.9979279017036402,0.41102756892230574,True,False,2.888736877886444,0.256,local_cooccurrence_only,True
discovery,Convolvulus elegantissimus,58,0.5826397146254458,0.3793103448275862,61,36,37,37,0.5901639344262295,0.9954499832719974,287,185,57,57,0.6445993031358885,1.0872680082485957,738,458,58,58,0.6205962059620597,1.0467811514849843,0.5928614640048396,True,False,-46.875557741781904,0.961,local_cooccurrence_only,True
discovery,Cornus florida,49,0.21491045397750952,0.12244897959183673,3,1,2,2,0.3333333333333333,1.5193798449612403,75,16,21,21,0.21333333333333335,0.9724031007751939,260,64,46,46,0.24615384615384617,1.1220035778175315,0.2193877551020408,False,False,-53.44143270783911,0.729,unresolved_photo_state,False
discovery,Cryptantha barbigera,48,0.2230902777777778,0.10416666666666667,988,201,46,42,0.2034412955465587,0.8929252193638841,1034,209,47,43,0.20212765957446807,0.8871595330739299,1077,213,47,43,0.1977715877437326,0.8680402761670443,0.22783687943262412,True,False,13.481724831780433,0.091,local_cooccurrence_only,False
discovery,Cylindropuntia echinocarpa,47,0.19013128112268007,0.10638297872340426,276,47,29,29,0.17028985507246377,0.8765873015873016,712,168,44,43,0.23595505617977527,1.2146067415730337,1047,209,47,46,0.19961795606494748,1.0275571928867058,0.1942645698427382,True,False,-29.199588418653775,0.801,local_cooccurrence_only,False
discovery,Cypripedium guttatum,46,0.33364839319470696,0.13043478260869565,17,5,8,7,0.29411764705882354,0.862356273954341,46,16,18,17,0.34782608695652173,1.019830028328612,119,43,35,33,0.36134453781512604,1.0594662794296188,0.34106280193236715,False,False,103.70081042003085,0.352,unresolved_photo_state,False
discovery,Delphinium glaucum,44,0.20144628099173545,0.11363636363636363,89,22,26,24,0.24719101123595505,1.1991933160472485,173,32,32,30,0.18497109826589594,0.8973469690232695,291,65,38,34,0.22336769759450173,1.0836197021764034,0.20613107822410148,True,False,-8.93186614693309,0.495,local_cooccurrence_only,False
discovery,Desmanthus illinoensis,66,0.23553719008264462,0.13636363636363635,51,14,19,19,0.27450980392156865,1.1478041509001262,214,45,47,47,0.2102803738317757,0.8792424987702901,566,137,66,64,0.2420494699646643,1.0120781931271052,0.23916083916083916,True,False,-26.70539660187626,0.642,local_cooccurrence_only,False
discovery,Diplacus mephiticus,68,0.5627162629757786,0.4117647058823529,760,400,67,61,0.5263157894736842,0.9215583154658359,1730,963,68,61,0.5566473988439307,0.9746677744553989,2263,1292,68,61,0.5709235528060097,0.9996647604089854,0.5711150131694469,True,False,4.882421326374441,0.297,local_cooccurrence_only,True
discovery,Disphyma crassifolium,47,0.4717066545948393,0.14893617021276595,31,10,12,12,0.3225806451612903,0.6693084019565352,84,26,22,22,0.30952380952380953,0.6422173475916279,181,63,26,26,0.34806629834254144,0.7221874635475763,0.48196114708603144,True,True,542.4501291979818,0.031,cooccurrence_and_segregation,False
discovery,Drosera spatulata,43,0.6803677663601947,0.32558139534883723,51,29,28,28,0.5686274509803921,0.8163284391658093,130,82,39,39,0.6307692307692307,0.9055399290693408,240,151,42,42,0.6291666666666667,0.903239268680445,0.6965669988925803,True,True,821.2481045959207,0.024,cooccurrence_and_segregation,True
discovery,Echium gaditanum,62,0.28147762747138383,0.11290322580645161,930,250,62,58,0.26881720430107525,0.9396179913739987,1829,518,62,58,0.28321487151448876,0.9899432939628433,1887,540,62,58,0.2861685214626391,1.0002674197520343,0.28609201480698043,True,False,9.444962275580934,0.159,local_cooccurrence_only,False
discovery,Echium rosulatum,53,0.4841580633677466,0.32075471698113206,297,94,44,43,0.3164983164983165,0.6413745296098238,822,321,49,48,0.3905109489051095,0.7913589523400602,1229,575,53,52,0.467860048820179,0.9481046283444216,0.4934687953555878,True,True,99.8951786991561,0.001,cooccurrence_and_segregation,True
discovery,Epacris obtusifolia,41,0.21415823914336696,0.12195121951219512,234,70,25,25,0.29914529914529914,1.362773029439696,375,94,31,30,0.25066666666666665,1.1419259259259258,502,112,38,37,0.22310756972111553,1.0163789287295264,0.21951219512195122,True,False,-258.34636663680044,0.867,local_cooccurrence_only,False
discovery,Erechtites hieraciifolius,47,0.4762335898596649,0.3404255319148936,0,0,0,0,,,20,6,10,10,0.3,0.6165399239543726,65,25,31,31,0.38461538461538464,0.7904357999415035,0.486586493987049,False,True,1631.7809304046991,0.037,spatial_segregation_only,True
discovery,Erigeron foliosus,50,0.6024,0.24,259,163,43,39,0.6293436293436293,1.0238325975377767,542,341,43,39,0.6291512915129152,1.0235196973483678,724,456,48,43,0.6298342541436464,1.0246307587330235,0.6146938775510205,True,False,-56.65965258315941,0.672,local_cooccurrence_only,True
discovery,Eriogonum latifolium,70,0.22408163265306125,0.12857142857142856,979,169,68,65,0.17262512768130744,0.7593619004560246,1611,260,70,67,0.16139044072004965,0.709941556172896,2127,430,70,67,0.20216267042783262,0.8892948070732528,0.22732919254658385,True,True,185.38331853926886,0.009,cooccurrence_and_segregation,False
discovery,Eriophorum vaginatum,45,0.345679012345679,0.2222222222222222,0,0,0,0,,,12,3,5,5,0.25,0.7071428571428572,58,19,24,24,0.3275862068965517,0.9266009852216749,0.35353535353535354,False,False,-512.9318438865448,0.82,unresolved_photo_state,True
discovery,Erythranthe erubescens,45,0.5698765432098767,0.28888888888888886,491,299,43,42,0.6089613034623218,1.0448382849700149,940,556,45,44,0.5914893617021276,1.0148604299568569,989,576,45,44,0.5824064711830131,0.9992762677143553,0.5828282828282828,True,False,-25.61281921153288,0.974,local_cooccurrence_only,True
discovery,Erythrina humeana,52,0.2921597633136095,0.15384615384615385,310,70,42,41,0.22580645161290322,0.7580236831359739,612,141,52,49,0.23039215686274508,0.7734177215189874,941,247,52,49,0.2624867162592986,0.8811579386324808,0.29788838612368024,True,False,96.56173974674743,0.078,local_cooccurrence_only,False
discovery,Euonymus obovatus,41,0.4997025580011898,0.4878048780487805,82,43,28,28,0.524390243902439,1.0238095238095237,281,142,37,37,0.505338078291815,0.986612438569734,571,292,39,39,0.51138353765324,0.9984154782753732,0.5121951219512195,True,False,16.61077797658419,0.146,local_cooccurrence_only,True
discovery,Eupatorium altissimum,55,0.19438016528925628,0.10909090909090909,30,1,2,2,0.03333333333333333,0.1683673469387755,143,20,25,25,0.13986013986013987,0.7064364207221351,434,52,45,45,0.11981566820276497,0.6051913853098843,0.19797979797979798,False,True,158.51923075986804,0.031,spatial_segregation_only,False
discovery,Eutrochium fistulosum,47,0.2933454051607062,0.1276595744680851,26,5,7,7,0.19230769230769232,0.6416191832858499,165,27,32,32,0.16363636363636364,0.5459595959595959,412,99,46,46,0.24029126213592233,0.8017125134843581,0.299722479185939,False,False,94.20986314646825,0.146,unresolved_photo_state,False
discovery,Eutrochium maculatum,47,0.2978723404255319,0.10638297872340426,3,2,3,3,0.6666666666666666,2.1904761904761902,72,24,26,26,0.3333333333333333,1.0952380952380951,239,66,40,39,0.27615062761506276,0.9073520621637776,0.30434782608695654,False,False,125.61175475665345,0.268,unresolved_photo_state,False
discovery,Fritillaria pyrenaica,47,0.6889995473064736,0.3617021276595745,257,174,45,43,0.6770428015564203,0.9617388547733118,624,419,47,45,0.6714743589743589,0.9538288857441287,925,639,47,45,0.6908108108108109,0.9812963028731754,0.7039777983348752,True,True,30.705185593500545,0.03,cooccurrence_and_segregation,True
discovery,Galinsoga parviflora,64,0.35888671875,0.234375,0,0,0,0,,,12,3,4,4,0.25,0.6857142857142857,57,16,19,19,0.2807017543859649,0.7699248120300752,0.3645833333333333,False,False,-12.322290537191293,0.459,unresolved_photo_state,True
discovery,Geranium macrorrhizum,45,0.5244444444444445,0.28888888888888886,0,0,0,0,,,45,25,27,27,0.5555555555555556,1.0357815442561205,125,70,36,36,0.56,1.0440677966101695,0.5363636363636364,False,False,970.698257925787,0.158,unresolved_photo_state,True
discovery,Geranium molle,52,0.6427514792899409,0.2692307692307692,0,0,0,0,,,15,6,11,11,0.4,0.6103567318757193,78,45,41,41,0.5769230769230769,0.8803222094361334,0.6553544494720965,False,False,-1911.31132510209,0.863,unresolved_photo_state,True
discovery,Geranium yeoi,63,0.5840262030738221,0.4444444444444444,364,193,60,59,0.5302197802197802,0.8934592155040817,772,406,60,59,0.5259067357512953,0.8861914192599479,1157,631,63,62,0.5453759723422644,0.9189985107717363,0.5934459805427548,True,True,116.41307065579144,0.002,cooccurrence_and_segregation,True
discovery,Gompholobium huegelii,66,0.3673094582185492,0.24242424242424243,271,68,34,32,0.25092250922509224,0.6727859778597786,527,135,58,53,0.25616698292220114,0.6868477229601517,1224,451,65,57,0.3684640522875817,0.9879442401960784,0.372960372960373,True,False,27.329275194557738,0.191,local_cooccurrence_only,True
discovery,Grevillea alpina,42,0.5770975056689343,0.40476190476190477,282,162,38,37,0.574468085106383,0.9717426744137442,723,440,41,39,0.6085753803596127,1.0294369400582053,847,502,42,40,0.5926800472255017,1.00254915650522,0.5911730545876888,True,False,-7.4926548477207575,0.748,local_cooccurrence_only,True
discovery,Guzmania monostachia,45,0.4404938271604938,0.2222222222222222,110,50,34,34,0.45454545454545453,1.0089686098654709,188,76,38,38,0.40425531914893614,0.8973380402633335,283,127,43,43,0.44876325088339225,0.9961336734855567,0.4505050505050505,True,False,105.95408814815096,0.155,local_cooccurrence_only,True
discovery,Hibiscus denudatus,52,0.35650887573964496,0.1346153846153846,73,26,31,31,0.3561643835616438,0.9798215199226965,228,60,48,48,0.2631578947368421,0.7239571958943001,579,165,52,52,0.2849740932642487,0.7839743727560038,0.363499245852187,True,True,231.3628137111097,0.006,cooccurrence_and_segregation,False
