batch_index,requested,api_results_returned,observer_ids_resolved,elapsed_seconds
85,200,200,200,6.203427791595459
86,200,200,200,4.631627082824707
87,200,200,200,4.622753858566284
88,200,200,200,6.23573637008667
89,200,200,200,4.437004089355469
90,200,200,200,3.037777900695801
91,200,200,200,3.1031057834625244
92,200,200,200,3.358769655227661
93,200,200,200,3.004227876663208
94,200,200,200,3.4697601795196533
95,200,200,200,5.007431745529175
96,200,200,200,3.7108099460601807
97,200,200,200,3.5165958404541016
98,200,200,200,3.805206537246704
99,200,200,200,3.3435354232788086
100,200,200,200,4.189383268356323
101,200,200,200,9.579924821853638
102,200,200,200,5.252708911895752
103,200,200,200,4.122833728790283
104,200,200,200,3.5520806312561035
105,200,200,200,2.9920578002929688
106,200,200,200,3.0658297538757324
107,200,200,200,3.25467848777771
108,200,200,200,5.553933620452881
109,200,200,200,4.306004047393799
110,200,200,200,3.3265304565429688
111,200,200,200,4.758926153182983
112,200,200,200,9.90230107307434
113,200,200,200,4.497091770172119
114,200,200,200,3.248598575592041
115,200,200,200,3.381011724472046
116,200,200,200,3.1715309619903564
117,200,200,200,3.3966314792633057
118,200,200,200,3.4430959224700928
119,200,200,200,4.466130018234253
120,200,200,200,4.4202656745910645
121,200,200,200,4.43600058555603
122,200,200,200,3.3350319862365723
123,200,200,200,3.497504711151123
124,200,200,200,3.295419454574585
125,200,200,200,3.5914764404296875
126,200,200,200,3.2125139236450195
127,200,200,200,5.974687814712524
128,200,200,200,4.341315746307373
129,200,200,200,3.6469314098358154
130,200,200,200,3.49822998046875
131,200,200,200,3.204080581665039
132,200,200,200,3.2949934005737305
133,200,200,200,4.353961706161499
134,200,200,200,3.236025810241699
135,200,200,200,5.897329807281494
136,200,200,200,3.356306552886963
137,200,200,200,3.255998373031616
138,200,200,200,3.2487924098968506
139,200,200,200,3.430466413497925
140,200,200,200,3.36629581451416
141,200,200,200,3.8075177669525146
142,200,200,200,4.082138776779175
143,200,200,200,6.15856671333313
144,200,200,200,3.7723100185394287
145,200,200,200,4.179323196411133
146,200,200,200,4.926482915878296
147,200,200,200,4.810887575149536
148,200,200,200,4.267411708831787
149,200,200,200,3.9204118251800537
150,200,200,200,4.505139589309692
151,200,200,200,3.322157382965088
152,200,200,200,4.430673122406006
153,200,200,200,3.8361542224884033
154,200,200,200,3.2047135829925537
155,200,200,200,3.173935651779175
156,200,200,200,4.387965679168701
157,200,200,200,5.627197742462158
158,200,200,200,5.187973737716675
159,200,200,200,5.589780807495117
160,200,200,200,4.312317132949829
161,200,200,200,3.9501914978027344
162,200,200,200,3.2826967239379883
163,200,200,200,3.177373170852661
164,200,200,200,3.361433267593384
165,200,200,200,3.3648030757904053
166,200,200,200,3.4618637561798096
167,200,200,200,3.411916494369507
168,200,200,200,3.915071964263916
169,200,200,200,3.689504384994507
170,200,200,200,4.687717437744141
171,200,200,200,3.788849115371704
172,200,200,200,3.208451986312866
173,200,200,200,3.6619203090667725
174,200,200,200,3.1929640769958496
175,200,200,200,3.370995283126831
176,200,200,200,3.811436414718628
177,200,200,200,3.223104476928711
178,200,200,200,4.7890660762786865
179,200,200,200,3.4139468669891357
180,200,200,200,3.890598773956299
181,200,200,200,3.821674108505249
182,200,200,200,5.097850322723389
183,200,200,200,5.99949836730957
184,200,200,200,5.17534613609314
185,200,200,200,4.494135856628418
186,200,200,200,3.566783905029297
187,200,200,200,3.43182373046875
188,200,200,200,4.26853346824646
189,200,200,200,4.6537487506866455
190,200,200,200,4.4694390296936035
191,200,200,200,3.235621690750122
192,200,200,200,4.630345582962036
193,200,200,200,3.7671518325805664
194,200,200,200,4.992557525634766
195,200,200,200,7.249742746353149
196,200,200,200,7.2098681926727295
197,200,200,200,5.127468824386597
198,200,200,200,4.660831689834595
199,200,200,200,4.6457672119140625
200,200,200,200,4.4391090869903564
201,200,200,200,9.755487203598022
202,200,200,200,6.031911611557007
203,200,200,200,4.577867746353149
204,200,200,200,4.787667274475098
205,200,200,200,3.9990501403808594
206,200,200,200,6.084704875946045
207,200,200,200,4.705907583236694
208,200,200,200,4.531560659408569
209,200,200,200,3.5226454734802246
210,200,200,200,4.016430377960205
211,200,200,200,7.56736159324646
212,200,200,200,6.4863293170928955
213,200,200,200,7.419431209564209
214,200,200,200,4.773685455322266
215,200,200,200,5.868373394012451
216,200,200,200,4.7803754806518555
217,200,200,200,4.437262296676636
218,200,200,200,4.888511419296265
219,200,200,200,7.501721620559692
220,200,200,200,7.397025108337402
221,200,200,200,6.167006492614746
222,200,200,200,6.767054796218872
223,200,200,200,7.104962587356567
224,200,200,200,8.621150493621826
225,200,200,200,5.959717750549316
226,200,200,200,4.531822204589844
227,200,200,200,4.419068813323975
228,200,200,200,3.652358293533325
229,200,200,200,3.5521345138549805
230,200,200,200,3.5658462047576904
231,200,200,200,6.551743030548096
232,200,200,200,5.639861583709717
233,200,200,200,4.725444078445435
234,200,200,200,3.7756855487823486
235,200,200,200,3.3091881275177
236,200,200,200,6.334655284881592
237,200,200,200,4.762804985046387
238,200,200,200,3.04837965965271
239,200,200,200,4.757849216461182
240,200,200,200,5.4119346141815186
241,200,200,200,4.830108165740967
242,200,200,200,4.364560842514038
243,200,200,200,7.967283487319946
244,200,200,200,4.445768356323242
245,200,200,200,4.68114447593689
246,200,200,200,7.313029527664185
247,200,200,200,5.117893218994141
248,200,200,200,3.8108701705932617
249,200,200,200,3.778810739517212
250,200,200,200,2.9622910022735596
251,200,200,200,3.487617015838623
252,200,200,200,4.699507236480713
253,200,200,200,3.7604994773864746
254,200,200,200,6.537088632583618
255,200,200,200,5.582992076873779
256,200,200,200,4.275392770767212
257,200,200,200,4.001577377319336
258,200,200,200,3.5522725582122803
259,200,200,200,3.6215901374816895
260,200,200,200,3.7518234252929688
261,200,200,200,4.129763126373291
262,200,200,200,7.031957149505615
263,200,200,200,4.40869927406311
264,200,200,200,3.677605628967285
265,200,200,200,4.1494176387786865
266,200,200,200,7.549904823303223
267,200,200,200,8.026040077209473
268,200,200,200,3.9973297119140625
269,200,200,200,3.3967158794403076
270,200,200,200,3.573408842086792
271,200,200,200,3.1162188053131104
272,200,200,200,4.27427864074707
273,200,200,200,7.435728073120117
274,200,200,200,5.056217670440674
275,200,200,200,3.8055777549743652
276,200,200,200,4.126903295516968
277,200,200,200,5.122453927993774
278,200,200,200,4.924254417419434
279,200,200,200,3.600055694580078
280,200,200,200,13.22359037399292
281,200,200,200,5.2344160079956055
282,200,200,200,3.32633900642395
283,200,200,200,3.5392322540283203
284,200,200,200,5.918837547302246
285,200,200,200,3.925776481628418
286,200,200,200,3.632693290710449
287,200,200,200,3.1498775482177734
288,200,200,200,3.2044222354888916
289,200,200,200,2.9928038120269775
290,200,200,200,3.3855035305023193
291,200,200,200,3.7051405906677246
292,200,200,200,8.103237628936768
293,200,200,200,4.782615661621094
294,200,200,200,3.7104413509368896
295,200,200,200,3.1892476081848145
296,200,200,200,3.786044120788574
297,200,200,200,4.147287130355835
298,200,200,200,7.152203798294067
299,200,200,200,5.75555419921875
300,200,200,200,3.675403356552124
301,200,200,200,4.110195636749268
302,200,200,200,3.089778184890747
303,200,200,200,2.984015464782715
304,200,200,200,3.313166856765747
305,200,200,200,3.814105272293091
306,200,200,200,5.720085859298706
307,200,200,200,8.963192224502563
308,200,200,200,4.589362382888794
309,200,200,200,5.038263559341431
310,200,200,200,3.4435606002807617
311,200,200,200,3.8728110790252686
312,200,200,200,4.257676124572754
313,200,200,200,5.070369243621826
314,200,200,200,4.0781450271606445
315,200,200,200,3.30763578414917
316,200,200,200,3.23954439163208
317,200,200,200,4.046133995056152
318,200,200,200,3.5131702423095703
319,200,200,200,8.918996334075928
320,200,200,200,7.280719995498657
321,200,200,200,3.855731725692749
322,200,200,200,3.7553493976593018
323,200,200,200,3.3390183448791504
324,200,200,200,4.962621688842773
325,200,200,200,9.238981485366821
326,200,200,200,5.83016562461853
327,200,200,200,4.400084495544434
328,200,200,200,3.2186219692230225
329,200,200,200,6.663442611694336
330,200,200,200,3.6105031967163086
331,200,200,200,6.031201601028442
332,200,200,200,4.803704500198364
333,200,200,200,7.522468566894531
334,200,200,200,5.329497575759888
335,200,200,200,4.08349871635437
336,200,200,200,3.717351198196411
337,200,200,200,3.1981704235076904
338,200,200,200,3.3652353286743164
339,200,200,200,3.475351333618164
340,200,200,200,7.9253411293029785
341,200,200,200,7.90651535987854
342,200,200,200,5.3269360065460205
343,200,200,200,4.441631078720093
344,200,200,200,4.346689701080322
345,200,200,200,4.0861170291900635
346,200,200,200,3.0971145629882812
347,200,200,200,5.066983938217163
348,200,200,200,7.288773536682129
349,200,200,200,6.580111742019653
350,200,200,200,5.243710041046143
351,200,200,200,4.150731563568115
352,200,200,200,3.395890474319458
353,200,200,200,3.686105966567993
354,200,200,200,3.823093891143799
355,200,200,200,8.2544686794281
356,200,200,200,9.742806196212769
357,200,200,200,5.744904041290283
358,200,200,200,4.609643220901489
359,200,200,200,6.555063247680664
360,200,200,200,4.922199726104736
361,200,200,200,3.9468767642974854
362,200,200,200,9.825061559677124
363,200,200,200,8.003580093383789
364,200,200,200,3.4939332008361816
365,200,200,200,3.358926296234131
366,200,200,200,3.7728030681610107
367,200,200,200,7.150188446044922
368,200,200,200,5.974013328552246
369,200,200,200,3.701425552368164
370,200,200,200,10.283459424972534
371,200,200,200,5.538429021835327
372,200,200,200,3.2365148067474365
373,200,200,200,4.058361530303955
374,200,200,200,3.431607484817505
375,200,200,200,9.217272758483887
376,200,200,200,7.266988515853882
377,200,200,200,5.930315256118774
378,200,200,200,3.485521078109741
379,200,200,200,4.597885847091675
380,200,200,200,9.283324480056763
381,200,200,200,5.199696063995361
382,200,200,200,3.6921029090881348
383,200,200,200,5.482247829437256
384,200,200,200,6.542598009109497
385,200,200,200,3.4986157417297363
386,200,200,200,6.469650745391846
387,200,200,200,4.431686639785767
388,200,200,200,3.465245246887207
389,200,200,200,5.540555953979492
390,200,200,200,5.763269662857056
391,200,200,200,4.605196714401245
392,200,200,200,3.7481837272644043
393,200,200,200,6.413546800613403
394,200,200,200,4.9473981857299805
395,200,200,200,5.850817680358887
396,200,200,200,5.818976879119873
397,200,200,200,4.30579137802124
398,200,200,200,5.072587251663208
399,200,200,200,7.933316946029663
400,200,200,200,8.485047817230225
401,200,200,200,4.831143379211426
402,200,200,200,10.02845287322998
403,200,200,200,10.132403135299683
404,200,200,200,8.745668649673462
405,200,200,200,6.61797833442688
406,200,200,200,8.285638809204102
407,200,200,200,10.545531034469604
408,200,200,200,7.062214612960815
409,200,200,200,3.84614896774292
410,200,200,200,9.414459943771362
411,200,200,200,7.760155439376831
412,200,200,200,4.322800159454346
413,200,200,200,3.5661513805389404
414,200,200,200,7.427557468414307
415,200,200,200,8.392018556594849
416,200,200,200,4.150035858154297
417,200,200,200,5.363391876220703
418,200,200,200,9.999587059020996
419,200,200,200,4.529325723648071
420,200,200,200,3.726349353790283
421,200,200,200,4.513714075088501
422,200,200,200,5.18608546257019
423,200,200,200,3.661182165145874
424,200,200,200,4.725435972213745
425,200,200,200,7.179921388626099
426,200,200,200,4.254073143005371
427,137,137,137,2.7960894107818604
